time,MPI-ESM-LR,IPSL-CM5A-LR,GFDL-ESM2G,GFDL-CM3,CCSM4,NORESM1-M,CSIRO-MK3-6-0,CNRM-CM5,GISS-E2-R,CANESM2
2024.0,13662397000.0,13548073000.0,13501252000.0,13366397000.0,13496089000.0,13494643000.0,13853872000.0,13589872000.0,13727299000.0,13670875000.0
2025.0,13538979000.0,13503492000.0,13320753000.0,13115422000.0,13419894000.0,13281462000.0,13652326000.0,13481281000.0,13520750000.0,13421054000.0
2026.0,13536117000.0,13240008000.0,13186002000.0,12833834000.0,13569135000.0,13172570000.0,13390301000.0,13313544000.0,13411758000.0,13218639000.0
2027.0,13330686000.0,13165567000.0,12996666000.0,12553271000.0,13174468000.0,12988831000.0,13255674000.0,13131331000.0,13293521000.0,13019511000.0
2028.0,13206217000.0,12980578000.0,12866115000.0,12238065000.0,13202141000.0,12827420000.0,13053738000.0,12905580000.0,13122421000.0,12783472000.0
2029.0,13035807000.0,12716546000.0,12693981000.0,11908220000.0,12886531000.0,12607794000.0,12981689000.0,12702176000.0,13027342000.0,12639722000.0
2030.0,12866873000.0,12583710000.0,12513853000.0,11479024000.0,12702990000.0,12444620000.0,12785226000.0,12639783000.0,12902937000.0,12640769000.0
2031.0,12809336000.0,12338222000.0,12392060000.0,11054610000.0,12786047000.0,12248994000.0,12703584000.0,12391167000.0,12797410000.0,12435559000.0
2032.0,12597993000.0,12139577000.0,12129936000.0,10597876000.0,12456233000.0,12085393000.0,12510825000.0,12166750000.0,12647072000.0,12133820000.0
2033.0,12573597000.0,11895484000.0,11949086000.0,10189977000.0,12291542000.0,11850320000.0,12362565000.0,11977500000.0,12534608000.0,12322974000.0
2034.0,12676677000.0,11855790000.0,11838249000.0,9748872000.0,12078674000.0,11642913000.0,12118604000.0,11918707000.0,12459818000.0,11832738000.0
2035.0,12235966000.0,11534403000.0,11647481000.0,9365616000.0,11932485000.0,11435314000.0,11921226000.0,11712462000.0,12566953000.0,11632554000.0
2036.0,12079421000.0,11235535000.0,11435448000.0,8955731000.0,11789179000.0,11185672000.0,11699033000.0,11532767000.0,12328327000.0,11489222000.0
2037.0,11887582000.0,10966504000.0,11219507000.0,8609202000.0,11634597000.0,11120140000.0,11534521000.0,11342182000.0,12233444000.0,11258952000.0
2038.0,11701304000.0,10724640000.0,11217489000.0,8222146000.0,11388191000.0,10871868000.0,11385931000.0,11183523000.0,12159821000.0,11045786000.0
2039.0,11542220000.0,10594947000.0,11075748000.0,7796532000.0,11287547000.0,10647653000.0,11212649000.0,11010133000.0,11991554000.0,10801658000.0
2040.0,11333303000.0,10326693000.0,10742140000.0,7383506000.0,11130186000.0,10683555000.0,11047052000.0,10801723000.0,11881642000.0,10675854000.0
2041.0,11095527000.0,10076619000.0,10559972000.0,7071857000.0,10995769000.0,10332758000.0,10866683000.0,10645121000.0,11835954000.0,10520473000.0
2042.0,10905375000.0,9880923000.0,10419996000.0,6711424500.0,10784831000.0,10181654000.0,10652129000.0,10454686000.0,11722878000.0,10327313000.0
2043.0,10729057000.0,9672527000.0,10222492000.0,6387221500.0,10629321000.0,9966659000.0,10488010000.0,10214939000.0,11633060000.0,10169167000.0
2044.0,10516994000.0,9434402000.0,10072144000.0,6117042000.0,10458558000.0,9756725000.0,10264152000.0,10019062000.0,11520060000.0,10019946000.0
2045.0,10255198000.0,9193124000.0,9894908000.0,5854564000.0,10329895000.0,9507157000.0,10023085000.0,9854714000.0,11421891000.0,9871530000.0
2046.0,10049626000.0,9007074000.0,9692670000.0,5684697600.0,10263223000.0,9328076000.0,9854538000.0,9631504000.0,11393656000.0,9785335000.0
2047.0,9897800000.0,8737490000.0,9496508000.0,5406526000.0,10218443000.0,9253443000.0,9592369000.0,9435857000.0,11226660000.0,9513473000.0
2048.0,9730662000.0,8814734000.0,9380228000.0,5199596000.0,9891911000.0,9003332000.0,9364181000.0,9239843000.0,11200413000.0,9517358000.0
2049.0,9465018000.0,8434746000.0,9180573000.0,5008527400.0,9780603000.0,8846198000.0,9186543000.0,9005111000.0,11117437000.0,9207109000.0
2050.0,9268377000.0,8218388500.0,9146755000.0,4830224400.0,9641306000.0,8614937000.0,9039919000.0,8777549000.0,10978122000.0,9073878000.0
2051.0,9087766000.0,8017573000.0,8911233000.0,4645020700.0,9489671000.0,8454282000.0,9009454000.0,8599596000.0,10881785000.0,8881401000.0
2052.0,8843528000.0,7827063000.0,8731914000.0,4453936600.0,9320785000.0,8373205000.0,8728701000.0,8417703400.0,10745859000.0,8710829000.0
2053.0,8641437000.0,7649395700.0,8631192000.0,4328633300.0,9185381000.0,8129048000.0,8543567400.0,8180823600.0,10609545000.0,8608161000.0
2054.0,8447380500.0,7454404600.0,8465083000.0,4158759200.0,9094730000.0,8221515000.0,8339566000.0,8089514500.0,10474813000.0,8398428000.0
2055.0,8251408000.0,7286407000.0,8532510700.0,3986715100.0,8932932000.0,7949244000.0,8175311000.0,7858521600.0,10367497000.0,8265138700.0
2056.0,8056355000.0,7106250000.0,8240303600.0,3857378600.0,8743728000.0,7897583600.0,7975705600.0,7631667700.0,10340379000.0,8042169000.0
2057.0,7854590000.0,6888406500.0,8055280600.0,3702911200.0,8606950000.0,7757467000.0,7771084300.0,7500520400.0,10190459000.0,7870781400.0
2058.0,7685725000.0,6749775000.0,7913717000.0,3592920600.0,8506033700.0,7625150500.0,7818486300.0,7325598000.0,10074291000.0,7711619000.0
2059.0,7516028400.0,6609239000.0,7821524000.0,3484074500.0,8391549400.0,7567351300.0,7477494000.0,7205818000.0,10109513000.0,7548067000.0
2060.0,7322404000.0,6502383600.0,7649278000.0,3367446500.0,8240008700.0,7380307000.0,7302172000.0,7053724000.0,9928280000.0,7413196000.0
2061.0,7158691000.0,6853785600.0,7593477000.0,3272111600.0,8066969000.0,7297958400.0,7166085000.0,6933395500.0,9820169000.0,7279224300.0
2062.0,7371612700.0,6430977000.0,7503669000.0,3166977800.0,7930214000.0,7194902000.0,7027240400.0,6829369000.0,9694739000.0,7081469000.0
2063.0,6985813500.0,6139724300.0,7474384400.0,3051793200.0,7783759000.0,7063999000.0,6853180400.0,6813294000.0,9569241000.0,6873025500.0
2064.0,6839813000.0,6025109500.0,7315088000.0,2985630500.0,7676571600.0,6960168400.0,7041484300.0,6665309000.0,9438068000.0,6680713000.0
2065.0,6701476000.0,5839354400.0,7194187300.0,2906281700.0,7524664300.0,6863136000.0,6633454000.0,6863412700.0,9319258000.0,6525689300.0
2066.0,6528003600.0,5709170000.0,7112591000.0,2841700400.0,7397121000.0,7414294500.0,6570958300.0,6635247000.0,9205247000.0,6405275000.0
2067.0,6394699000.0,5571969000.0,7049978400.0,2766081500.0,7236436000.0,6801049000.0,6461582000.0,6454705000.0,9116708000.0,6292355000.0
2068.0,6279430000.0,5444778000.0,7067320000.0,2680558300.0,7185028600.0,6684694500.0,6308590000.0,6415764000.0,9042233000.0,6142740500.0
2069.0,6171175000.0,5353443000.0,6809472000.0,2619248400.0,7104663600.0,6555111400.0,6575717400.0,6266060300.0,8930826000.0,6022573000.0
2070.0,7154991000.0,5267624000.0,6742932500.0,2538153200.0,6930879000.0,6494678000.0,6272496000.0,6212031000.0,8855166000.0,5887653000.0
2071.0,6107520000.0,5126765600.0,6701455400.0,2480789200.0,7096414000.0,6400004600.0,6449301000.0,6088501000.0,8783626000.0,5768244000.0
2072.0,6171231000.0,5023525400.0,6592696300.0,2437823700.0,6813038000.0,6321062000.0,6033173500.0,6045614600.0,8636347000.0,5648868000.0
2073.0,5922696700.0,4876196400.0,6507643400.0,2394091000.0,6674813000.0,6265806300.0,5944135700.0,5945244000.0,8752138000.0,5541672400.0
2074.0,5866862000.0,4803945000.0,6435803600.0,2338643700.0,6569907000.0,6166791000.0,5896818700.0,6182879000.0,8541987300.0,5515122000.0
2075.0,5745881600.0,4951261700.0,6370325500.0,2287109400.0,6469315000.0,6103518700.0,5813575000.0,5938491000.0,8406845400.0,5420863500.0
2076.0,5672986600.0,4849000000.0,6401126400.0,2255796500.0,6375336400.0,6036147000.0,5750756400.0,5880504300.0,8252972500.0,5334783500.0
2077.0,5613889000.0,4599171600.0,6255916000.0,2207875000.0,6444865500.0,5949890000.0,5614097000.0,5741867500.0,8259228700.0,5294846000.0
2078.0,5540756000.0,4488553500.0,6237186000.0,2165171700.0,6280451600.0,5875491000.0,5569127000.0,5682876400.0,8093122000.0,5136830500.0
2079.0,5491892000.0,4438893600.0,6104995000.0,2119860600.0,6159996400.0,5915457500.0,5446214700.0,5612782600.0,7976486000.0,5365250000.0
2080.0,5425798700.0,4364435000.0,6071577000.0,2089395000.0,6054120400.0,5788604400.0,5354585000.0,5546236400.0,7907404300.0,5012726300.0
2081.0,5370290700.0,4278428000.0,6262455300.0,2053424300.0,6083585000.0,5724594000.0,5232520700.0,5514499600.0,7838587400.0,5127381000.0
2082.0,5416634400.0,4819413500.0,6034863000.0,2010807000.0,6157163000.0,5693322000.0,5144325600.0,5431814700.0,7749360000.0,4986102000.0
2083.0,5412359000.0,4235267800.0,5894654000.0,1984823600.0,5975771000.0,5606055400.0,5052607500.0,5314942500.0,7665868000.0,4932739600.0
2084.0,5282879500.0,4137895000.0,5922887000.0,1964846700.0,5821216300.0,5535377400.0,4971700000.0,5232574000.0,7564163000.0,4827801000.0
2085.0,5212567600.0,4080649200.0,6137986000.0,1940151000.0,5742677000.0,5496118000.0,4937812500.0,5158379500.0,7483250000.0,4753449500.0
2086.0,5155890700.0,4011784700.0,5841482000.0,1911876000.0,5689065000.0,5430519300.0,4817653000.0,5142980000.0,7428978700.0,4697377300.0
2087.0,5149133000.0,4067651800.0,5771806700.0,1884396700.0,5692332000.0,5469612500.0,4716612000.0,5010594300.0,7351699500.0,5095484400.0
2088.0,5052103000.0,3938528000.0,5719367700.0,1857904800.0,5664009000.0,5354644500.0,4691798000.0,4934857000.0,7347590700.0,5137268000.0
2089.0,5011023000.0,3870630000.0,5729926000.0,1835105700.0,5579304400.0,5302849000.0,4512719400.0,4887729000.0,7252679700.0,4681428500.0
2090.0,4976987600.0,3815864000.0,5651710000.0,1915204000.0,5530726400.0,5245054000.0,4389158400.0,4855032000.0,7161608000.0,4797829600.0
2091.0,4986655000.0,3755167500.0,5611904500.0,1777212300.0,5549198300.0,5193912000.0,4346853400.0,4754712000.0,7112252400.0,4588248000.0
2092.0,4871486500.0,3945024500.0,5578316300.0,1746921100.0,5492275700.0,5138291700.0,4227943200.0,4856986000.0,7133836300.0,4533811000.0
2093.0,5082545700.0,3846465500.0,5534022000.0,1714697200.0,5441550300.0,5155576000.0,4211327200.0,4670140400.0,7086992000.0,4479484000.0
2094.0,4959912400.0,3627200300.0,5635013000.0,1693648500.0,5432217600.0,5040113000.0,4070490600.0,4659996000.0,7009794000.0,4449746000.0
2095.0,4860300000.0,3876091000.0,5497953000.0,1672825900.0,5349505500.0,4977297400.0,3986300000.0,4618989000.0,6932690000.0,4396320300.0
2096.0,4816622000.0,3604532200.0,5446783000.0,1654874600.0,5368715300.0,4951591400.0,4160331500.0,4599156700.0,6890117600.0,4348231000.0
2097.0,4725722600.0,3738352600.0,5394375000.0,1689107000.0,5299329000.0,4896058400.0,4645236000.0,4492381700.0,6849151000.0,4763609600.0
2098.0,4671819000.0,3562335700.0,5801718300.0,1632768400.0,5259536400.0,4850711000.0,4090981600.0,4470378000.0,6928211000.0,4308618000.0
2099.0,4651676000.0,3498594300.0,5433483300.0,1627003100.0,5249256400.0,4787731500.0,4019281200.0,4388991500.0,6921072600.0,4244765000.0
2100.0,4625044000.0,3503975400.0,5388418600.0,1622213100.0,5350724000.0,4757762600.0,4065660400.0,4340365300.0,6779483000.0,4196046300.0
