time,MRI-ESM2-0
2000.0,87958330000.0
2001.0,88269210000.0
2002.0,87945310000.0
2003.0,87733666000.0
2004.0,87539130000.0
2005.0,87387726000.0
2006.0,87270154000.0
2007.0,87220390000.0
2008.0,87161810000.0
2009.0,87516774000.0
2010.0,87096615000.0
2011.0,86974340000.0
2012.0,86905240000.0
2013.0,86998974000.0
2014.0,86745915000.0
2015.0,86548570000.0
2016.0,86380340000.0
2017.0,86071525000.0
2018.0,85864870000.0
2019.0,85676170000.0
2020.0,85370946000.0
2021.0,85135460000.0
2022.0,84972860000.0
2023.0,84759060000.0
2024.0,84352990000.0
2025.0,84069740000.0
2026.0,84270980000.0
2027.0,83785080000.0
2028.0,83348050000.0
2029.0,82975640000.0
2030.0,82532660000.0
2031.0,81942030000.0
2032.0,81405250000.0
2033.0,80796470000.0
2034.0,80258570000.0
2035.0,79830160000.0
2036.0,78991830000.0
2037.0,78429060000.0
2038.0,77960315000.0
2039.0,77389000000.0
2040.0,76830564000.0
2041.0,76225510000.0
2042.0,75508466000.0
2043.0,74990756000.0
2044.0,74048540000.0
2045.0,73466085000.0
2046.0,72728870000.0
2047.0,72108040000.0
2048.0,71408400000.0
2049.0,70592010000.0
2050.0,71954240000.0
2051.0,69768870000.0
2052.0,68749060000.0
2053.0,68153414000.0
2054.0,67911260000.0
2055.0,67260150000.0
2056.0,66792570000.0
2057.0,66204103000.0
2058.0,66239803000.0
2059.0,65503003000.0
2060.0,66037540000.0
2061.0,64967550000.0
2062.0,64271462000.0
2063.0,63471030000.0
2064.0,62639630000.0
2065.0,62012154000.0
2066.0,61611078000.0
2067.0,61240080000.0
2068.0,60897722000.0
2069.0,60149223000.0
2070.0,59713880000.0
2071.0,59101565000.0
2072.0,58653966000.0
2073.0,58475835000.0
2074.0,58465080000.0
2075.0,57580100000.0
2076.0,57441006000.0
2077.0,57119027000.0
2078.0,56322840000.0
2079.0,55973810000.0
2080.0,55486470000.0
2081.0,55378030000.0
2082.0,54971820000.0
2083.0,54437724000.0
2084.0,54204748000.0
2085.0,53643010000.0
2086.0,53262418000.0
2087.0,55426900000.0
2088.0,52675334000.0
2089.0,52105724000.0
2090.0,51674632000.0
2091.0,51129455000.0
2092.0,50829775000.0
2093.0,50565915000.0
2094.0,50189280000.0
2095.0,49836760000.0
2096.0,49502527000.0
2097.0,49363595000.0
2098.0,48950948000.0
2099.0,48566292000.0
2100.0,48280570000.0
