time,CanESM5,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM
2000.0,87958330000.0,87958330000.0,87958330000.0,87958330000.0
2001.0,88269210000.0,88269210000.0,88269210000.0,88269210000.0
2002.0,87945310000.0,87945310000.0,87945310000.0,87945310000.0
2003.0,87733666000.0,87733666000.0,87733666000.0,87733666000.0
2004.0,87539130000.0,87539130000.0,87539130000.0,87539130000.0
2005.0,87387726000.0,87387726000.0,87387726000.0,87387726000.0
2006.0,87270154000.0,87270154000.0,87270154000.0,87270154000.0
2007.0,87220390000.0,87220390000.0,87220390000.0,87220390000.0
2008.0,87161810000.0,87161810000.0,87161810000.0,87161810000.0
2009.0,87516774000.0,87516774000.0,87516774000.0,87516774000.0
2010.0,87096615000.0,87096615000.0,87096615000.0,87096615000.0
2011.0,86974340000.0,86974340000.0,86974340000.0,86974340000.0
2012.0,86905240000.0,86905240000.0,86905240000.0,86905240000.0
2013.0,86998974000.0,86998974000.0,86998974000.0,86998974000.0
2014.0,86745915000.0,86745915000.0,86745915000.0,86745915000.0
2015.0,86548570000.0,86548570000.0,86548570000.0,86548570000.0
2016.0,86380340000.0,86380340000.0,86380340000.0,86380340000.0
2017.0,86071525000.0,86071525000.0,86071525000.0,86071525000.0
2018.0,85864870000.0,85864870000.0,85864870000.0,85864870000.0
2019.0,85676170000.0,85676170000.0,85676170000.0,85676170000.0
2020.0,85370946000.0,85370946000.0,85370946000.0,85370946000.0
2021.0,85123285000.0,85198110000.0,85164280000.0,85111390000.0
2022.0,85019386000.0,85040800000.0,84844530000.0,84647320000.0
2023.0,84666570000.0,84670050000.0,84576720000.0,84264440000.0
2024.0,84349270000.0,84360180000.0,84369260000.0,83894010000.0
2025.0,84247910000.0,83972670000.0,83847900000.0,83446980000.0
2026.0,83991300000.0,83636860000.0,83561490000.0,82877100000.0
2027.0,83615670000.0,83318660000.0,83271600000.0,82139080000.0
2028.0,83332400000.0,83078680000.0,82715190000.0,81353310000.0
2029.0,82831930000.0,82573050000.0,82133450000.0,80799785000.0
2030.0,82365160000.0,82355590000.0,81396450000.0,80393620000.0
