time,MRI-ESM2-0,CESM2,IPSL-CM6A-LR,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,ACCESS-ESM1-5,EC-EARTH3-VEG,CANESM5,INM-CM4-8,INM-CM5-0,NORESM2-MM,EC-EARTH3,CMCC-CM2-SR5,TAIESM1,MPI-ESM1-2-HR,FGOALS-F3-L,BCC-CSM2-MR,ACCESS-CM2
2010.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0
2011.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0
2012.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0
2013.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0
2014.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0
2015.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0
2016.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0
2017.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0
2018.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0
2019.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0
2020.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0
2021.0,7294698000000.0,7269475400000.0,7292025000000.0,7282709500000.0,7306938400000.0,7300960500000.0,7302629000000.0,7275501000000.0,7270522000000.0,7298385000000.0,7303614400000.0,7291468000000.0,7286528400000.0,7314537400000.0,7297178000000.0,7313167500000.0,7306040000000.0,7292437700000.0,7313498000000.0
2022.0,7276996300000.0,7237218000000.0,7285957000000.0,7285780000000.0,7290821000000.0,7284425000000.0,7283005700000.0,7249405700000.0,7229558000000.0,7287753000000.0,7287102000000.0,7283018300000.0,7259974000000.0,7298957700000.0,7247387700000.0,7297837000000.0,7291054600000.0,7291060000000.0,7310317000000.0
2023.0,7243854500000.0,7223854500000.0,7281507300000.0,7259205700000.0,7283279000000.0,7267091000000.0,7274959000000.0,7204009000000.0,7168997700000.0,7276664000000.0,7273714000000.0,7258681400000.0,7227970000000.0,7272276700000.0,7226985000000.0,7291282700000.0,7273648000000.0,7281335300000.0,7291965000000.0
2024.0,7182951000000.0,7195273500000.0,7270823000000.0,7249209600000.0,7267881600000.0,7250490400000.0,7275176500000.0,7156440500000.0,7107269600000.0,7266591300000.0,7246987700000.0,7254155000000.0,7190976000000.0,7261859600000.0,7183872000000.0,7294314600000.0,7254645000000.0,7280652700000.0,7268672000000.0
2025.0,7149720700000.0,7170662300000.0,7267125600000.0,7218462000000.0,7258991000000.0,7224373500000.0,7247793000000.0,7116610300000.0,7021459400000.0,7253461600000.0,7217316000000.0,7235456000000.0,7124201000000.0,7251569000000.0,7150656600000.0,7276629300000.0,7257186000000.0,7272895300000.0,7258111500000.0
2026.0,7103827000000.0,7138836000000.0,7263444500000.0,7207331000000.0,7251470300000.0,7201479000000.0,7226401500000.0,7060500500000.0,6939825700000.0,7251723600000.0,7194081000000.0,7210183000000.0,7064443700000.0,7245352400000.0,7113843700000.0,7271384400000.0,7230769000000.0,7285210000000.0,7243344000000.0
2027.0,7064952000000.0,7119210300000.0,7235750000000.0,7191727700000.0,7241440000000.0,7190133000000.0,7206163000000.0,7018368000000.0,6845676000000.0,7224713300000.0,7152062000000.0,7182382300000.0,7014211600000.0,7225742500000.0,7091179000000.0,7258528300000.0,7212004500000.0,7274236000000.0,7211601000000.0
2028.0,7019828300000.0,7099354000000.0,7218799300000.0,7173361000000.0,7239193600000.0,7170440000000.0,7200121000000.0,6969439000000.0,6755665300000.0,7207980000000.0,7119777600000.0,7166864400000.0,6992066000000.0,7202406400000.0,7021006400000.0,7224673400000.0,7181968000000.0,7264076000000.0,7180031000000.0
2029.0,6974062700000.0,7083438600000.0,7203378000000.0,7161038500000.0,7228913000000.0,7150937600000.0,7197488000000.0,6913633000000.0,6666797400000.0,7189191000000.0,7102039300000.0,7144394000000.0,6907678000000.0,7161054000000.0,6973101700000.0,7192791500000.0,7151881000000.0,7238692400000.0,7149091600000.0
2030.0,6917238000000.0,7060863300000.0,7168419000000.0,7131070000000.0,7218925700000.0,7119255400000.0,7179346600000.0,6850645300000.0,6588748000000.0,7169708000000.0,7050627600000.0,7112843000000.0,6846212000000.0,7105298000000.0,6926982000000.0,7180038000000.0,7143048000000.0,7219778000000.0,7130992600000.0
2031.0,6877052000000.0,7039072300000.0,7138122400000.0,7104711000000.0,7201380000000.0,7090506000000.0,7163773700000.0,6794363000000.0,6481684000000.0,7151655000000.0,6998812300000.0,7103560000000.0,6765705000000.0,7082860000000.0,6890685000000.0,7159004300000.0,7122370000000.0,7204469000000.0,7111670000000.0
2032.0,6832366000000.0,7004948500000.0,7113280600000.0,7088067600000.0,7189074000000.0,7073880300000.0,7152284000000.0,6746236000000.0,6396688000000.0,7123509400000.0,6977981000000.0,7101621000000.0,6682123000000.0,7042878700000.0,6830081000000.0,7138950000000.0,7084099000000.0,7192173000000.0,7086753000000.0
2033.0,6789300500000.0,6961883500000.0,7081913000000.0,7068329700000.0,7169935000000.0,7052164300000.0,7150109700000.0,6691463600000.0,6291085300000.0,7110086600000.0,6940179600000.0,7088426000000.0,6573693000000.0,7010254300000.0,6759995000000.0,7125283600000.0,7043753000000.0,7191424700000.0,7071301000000.0
2034.0,6741050000000.0,6929236600000.0,7067050000000.0,7046877400000.0,7155569000000.0,7022348000000.0,7135816000000.0,6635114000000.0,6193568000000.0,7091305600000.0,6896640600000.0,7053400600000.0,6481005000000.0,6966733700000.0,6695750000000.0,7104828000000.0,7030629700000.0,7168145000000.0,7028885400000.0
2035.0,6663014000000.0,6888288000000.0,7042294600000.0,7036469000000.0,7151186600000.0,6991560300000.0,7119330300000.0,6554329000000.0,6071512500000.0,7064936500000.0,6852349300000.0,7051700300000.0,6354105000000.0,6918417400000.0,6627524600000.0,7084886000000.0,6995511300000.0,7170957500000.0,7006278600000.0
2036.0,6615361700000.0,6878402700000.0,7010805000000.0,7033510700000.0,7126457000000.0,6974082600000.0,7102245000000.0,6494942700000.0,5960982000000.0,7038267000000.0,6811030700000.0,7030215000000.0,6246593700000.0,6875571000000.0,6560973000000.0,7060824000000.0,6951676000000.0,7160648400000.0,6981651300000.0
2037.0,6543994000000.0,6840185000000.0,6978160600000.0,7027321000000.0,7114437700000.0,6949380000000.0,7084253400000.0,6432876000000.0,5828543000000.0,7001328300000.0,6765828600000.0,6990678500000.0,6141306700000.0,6824782000000.0,6507738400000.0,7033655400000.0,6928725400000.0,7119271000000.0,6932774500000.0
2038.0,6474133000000.0,6794748000000.0,6959070700000.0,7012603700000.0,7087857000000.0,6935104500000.0,7083607000000.0,6351536000000.0,5688143600000.0,6995098700000.0,6699096000000.0,6952914500000.0,6039638000000.0,6751494600000.0,6420572000000.0,7008994500000.0,6894124500000.0,7090373000000.0,6907772300000.0
2039.0,6383900000000.0,6757160000000.0,6911716500000.0,6963547000000.0,7067582600000.0,6881681000000.0,7069751000000.0,6287035700000.0,5545274000000.0,6982064400000.0,6666754000000.0,6936418000000.0,5923564000000.0,6685022000000.0,6329497000000.0,6970116000000.0,6845115000000.0,7061339400000.0,6865869600000.0
2040.0,6267826300000.0,6708986400000.0,6857286500000.0,6938411700000.0,7046286000000.0,6869608000000.0,7051897500000.0,6199212000000.0,5412607000000.0,6972667000000.0,6634824000000.0,6899711300000.0,5799191000000.0,6620486600000.0,6233942700000.0,6925076000000.0,6815197700000.0,7036524000000.0,6840247000000.0
2041.0,6170096000000.0,6673016000000.0,6829726000000.0,6938164700000.0,7019629600000.0,6836897000000.0,7031409300000.0,6118265000000.0,5276909400000.0,6961156300000.0,6605330400000.0,6872696400000.0,5673106500000.0,6586952000000.0,6157034000000.0,6887771000000.0,6806934000000.0,6982223300000.0,6819265600000.0
2042.0,6066861000000.0,6635902700000.0,6766598300000.0,6935033000000.0,6985819000000.0,6810063000000.0,7009548000000.0,6024605000000.0,5134056000000.0,6928604000000.0,6547613700000.0,6852955000000.0,5543643600000.0,6527926000000.0,6080705000000.0,6824998700000.0,6788500000000.0,6964573600000.0,6799982000000.0
2043.0,5978280400000.0,6592417000000.0,6715678400000.0,6905093700000.0,6949804000000.0,6768956500000.0,6990989400000.0,5965611500000.0,4979604600000.0,6891832300000.0,6496535400000.0,6832776500000.0,5403835000000.0,6464305000000.0,6005568600000.0,6766147000000.0,6742284000000.0,6932788000000.0,6765318000000.0
2044.0,5864918400000.0,6556298000000.0,6661070700000.0,6863209000000.0,6925294500000.0,6735090700000.0,6935009000000.0,5890575000000.0,4823842000000.0,6868872700000.0,6451014700000.0,6803725000000.0,5271347000000.0,6391803700000.0,5882823000000.0,6735155000000.0,6685282300000.0,6876656000000.0,6721551500000.0
2045.0,5768014700000.0,6523257400000.0,6612702500000.0,6854102000000.0,6890332400000.0,6717626600000.0,6880479000000.0,5796600000000.0,4680931300000.0,6855823000000.0,6396957400000.0,6767466500000.0,5136530000000.0,6300787000000.0,5783267300000.0,6705255000000.0,6638793700000.0,6846641300000.0,6678639000000.0
2046.0,5644008000000.0,6482144300000.0,6543153600000.0,6837950000000.0,6859868600000.0,6677451500000.0,6826639000000.0,5702301000000.0,4530330000000.0,6828878000000.0,6368822600000.0,6727324000000.0,4988536400000.0,6220281000000.0,5693751400000.0,6665508000000.0,6596484700000.0,6797950000000.0,6619446400000.0
2047.0,5543151300000.0,6443887000000.0,6474312000000.0,6827788500000.0,6814533400000.0,6651282700000.0,6791307000000.0,5600825000000.0,4382885200000.0,6798762000000.0,6305619000000.0,6718059700000.0,4851538300000.0,6151494700000.0,5577406700000.0,6627720700000.0,6543740000000.0,6725598000000.0,6577208000000.0
2048.0,5432193000000.0,6406777000000.0,6418003400000.0,6827273000000.0,6798329000000.0,6628507600000.0,6765883700000.0,5512389000000.0,4227016400000.0,6774154000000.0,6250713600000.0,6699440700000.0,4727385400000.0,6062752000000.0,5454086300000.0,6587142000000.0,6484384000000.0,6684245000000.0,6547989600000.0
2049.0,5331639300000.0,6342030000000.0,6362774400000.0,6798003000000.0,6753962400000.0,6605523400000.0,6732688400000.0,5429353000000.0,4080670300000.0,6740171000000.0,6189053000000.0,6682159000000.0,4566476700000.0,6011723000000.0,5325484700000.0,6527484700000.0,6437945700000.0,6647578000000.0,6471225000000.0
2050.0,5194047300000.0,6273838000000.0,6307020500000.0,6755564000000.0,6741753300000.0,6578710000000.0,6692639600000.0,5305191600000.0,3934969000000.0,6703643400000.0,6127816300000.0,6664156600000.0,4427140000000.0,5943668500000.0,5218362000000.0,6493456300000.0,6356930000000.0,6584861700000.0,6422330000000.0
2051.0,5110157000000.0,6208539000000.0,6228932000000.0,6723000000000.0,6693542400000.0,6564996000000.0,6645124000000.0,5190890600000.0,3794215000000.0,6663264000000.0,6062137700000.0,6621218000000.0,4280673400000.0,5881072700000.0,5098607500000.0,6468188000000.0,6323702000000.0,6522506000000.0,6360350600000.0
2052.0,5005187000000.0,6129500300000.0,6160735000000.0,6699988500000.0,6646284000000.0,6538824000000.0,6587229000000.0,5069154500000.0,3649218500000.0,6643364400000.0,6010082700000.0,6597732500000.0,4145593200000.0,5807759000000.0,4978381400000.0,6418812400000.0,6262447700000.0,6483910000000.0,6291409300000.0
2053.0,4882799500000.0,6052902300000.0,6089045000000.0,6627726500000.0,6617955000000.0,6510312000000.0,6491624000000.0,4936057000000.0,3502463000000.0,6613476300000.0,5945478000000.0,6570133400000.0,4024783000000.0,5721062000000.0,4863509000000.0,6369826000000.0,6197956000000.0,6414978000000.0,6220417600000.0
2054.0,4794519000000.0,5995711000000.0,6018201000000.0,6578414000000.0,6565274000000.0,6491379000000.0,6444937000000.0,4817081000000.0,3367905500000.0,6570956000000.0,5887934000000.0,6544939300000.0,3894562300000.0,5612617000000.0,4736558000000.0,6333689000000.0,6127710000000.0,6371645300000.0,6107210700000.0
2055.0,4684197700000.0,5945803000000.0,5959404500000.0,6544422300000.0,6512482700000.0,6462657500000.0,6381610500000.0,4677191000000.0,3226915800000.0,6537715000000.0,5834182500000.0,6492012000000.0,3755490400000.0,5519495400000.0,4600646000000.0,6265630000000.0,6073521000000.0,6322943000000.0,6011306400000.0
2056.0,4578186000000.0,5876663000000.0,5879629000000.0,6469052000000.0,6466892700000.0,6422342400000.0,6313848300000.0,4554416000000.0,3090841600000.0,6485096500000.0,5770179000000.0,6456197000000.0,3645611400000.0,5448299700000.0,4473723000000.0,6214644700000.0,5998523000000.0,6270050000000.0,5927068000000.0
2057.0,4502010000000.0,5806107000000.0,5810347300000.0,6438313000000.0,6436307300000.0,6386589600000.0,6273395300000.0,4418125700000.0,2955855500000.0,6451973600000.0,5712140300000.0,6433469400000.0,3523039700000.0,5358103300000.0,4378270400000.0,6174409000000.0,5930472700000.0,6210556300000.0,5851987000000.0
2058.0,4403368000000.0,5738617000000.0,5731563000000.0,6422677000000.0,6380073000000.0,6356220000000.0,6226522000000.0,4277764600000.0,2814566500000.0,6388482000000.0,5654315000000.0,6400060000000.0,3391674000000.0,5268958600000.0,4242488400000.0,6135992000000.0,5876603700000.0,6138473500000.0,5781566500000.0
2059.0,4324768400000.0,5656786000000.0,5650127000000.0,6402893400000.0,6328462000000.0,6315252000000.0,6185888500000.0,4137832000000.0,2687452600000.0,6346740000000.0,5610271700000.0,6372224000000.0,3279774500000.0,5184750600000.0,4107698200000.0,6090001000000.0,5796997000000.0,6061063000000.0,5707574000000.0
2060.0,4219997800000.0,5548540000000.0,5579059000000.0,6376635500000.0,6234894000000.0,6279478600000.0,6148651000000.0,4017085000000.0,2559957800000.0,6271478000000.0,5545234000000.0,6334321000000.0,3165199300000.0,5076798700000.0,3953846000000.0,6042976500000.0,5720257000000.0,5986742000000.0,5622121000000.0
2061.0,4116033000000.0,5456749000000.0,5505632700000.0,6352366000000.0,6161001600000.0,6264615600000.0,6098519600000.0,3860304200000.0,2427248400000.0,6193548400000.0,5479616000000.0,6298839500000.0,3055112700000.0,4989404000000.0,3818267300000.0,6005027500000.0,5643340600000.0,5923593500000.0,5536646400000.0
2062.0,4013533000000.0,5352672000000.0,5423334700000.0,6307514400000.0,6086912000000.0,6209062000000.0,6060106000000.0,3717678000000.0,2303486900000.0,6093680000000.0,5424970000000.0,6257959000000.0,2948612800000.0,4884481400000.0,3703561500000.0,5956485000000.0,5567886000000.0,5818557000000.0,5436992000000.0
2063.0,3912286300000.0,5292967000000.0,5330522600000.0,6260984400000.0,6023452000000.0,6178530000000.0,6024020400000.0,3602281400000.0,2178484000000.0,6000133300000.0,5356953500000.0,6201087600000.0,2864246200000.0,4756189000000.0,3599397800000.0,5905850600000.0,5463194700000.0,5703514700000.0,5351255000000.0
2064.0,3818776700000.0,5167625000000.0,5250241500000.0,6200911000000.0,5964532000000.0,6118884500000.0,5972619000000.0,3467320800000.0,2050951700000.0,5885198000000.0,5290057000000.0,6140259700000.0,2752560500000.0,4644195500000.0,3482661700000.0,5854026000000.0,5380608000000.0,5615128000000.0,5258665000000.0
2065.0,3724622400000.0,5089796300000.0,5172438000000.0,6159971000000.0,5895519500000.0,6068336000000.0,5913594000000.0,3328845000000.0,1925386200000.0,5780067000000.0,5232713500000.0,6121438000000.0,2653521700000.0,4541293000000.0,3348359800000.0,5813966000000.0,5312484000000.0,5493997000000.0,5157680000000.0
2066.0,3641002400000.0,4974075000000.0,5107845000000.0,6104990000000.0,5792437000000.0,6029422600000.0,5865587000000.0,3201653800000.0,1803327400000.0,5672443000000.0,5172640000000.0,6085893000000.0,2551859600000.0,4445094500000.0,3219892200000.0,5767242000000.0,5250697000000.0,5380758000000.0,5028971500000.0
2067.0,3552223200000.0,4879450000000.0,5007365600000.0,6061671600000.0,5709413000000.0,5987897000000.0,5774243300000.0,3066164700000.0,1693310000000.0,5568876000000.0,5113104000000.0,6027269000000.0,2438350800000.0,4336906400000.0,3096975800000.0,5736378000000.0,5177909000000.0,5289156300000.0,4886286000000.0
2068.0,3458142300000.0,4830447300000.0,4915806600000.0,6011825000000.0,5626051000000.0,5940925000000.0,5723539000000.0,2926777000000.0,1578134700000.0,5468979000000.0,5065070000000.0,5966477000000.0,2304616700000.0,4223613300000.0,2987372800000.0,5679945400000.0,5116086000000.0,5199551000000.0,4729987000000.0
2069.0,3370739800000.0,4772261300000.0,4821565000000.0,5971150600000.0,5554256000000.0,5905823000000.0,5645410000000.0,2792986200000.0,1473732800000.0,5382605000000.0,5002845000000.0,5914544300000.0,2199248400000.0,4112191300000.0,2854007600000.0,5626181000000.0,5072852400000.0,5094901300000.0,4559583300000.0
2070.0,3283225000000.0,4692018000000.0,4710182400000.0,5938621000000.0,5493410500000.0,5876330500000.0,5571591000000.0,2677751700000.0,1370793200000.0,5295186000000.0,4946067000000.0,5834070000000.0,2078267900000.0,3993490700000.0,2711267000000.0,5568909000000.0,4994550000000.0,5013597000000.0,4373047000000.0
2071.0,3192468800000.0,4601183500000.0,4614052000000.0,5869834600000.0,5411291000000.0,5816390000000.0,5492243400000.0,2549550700000.0,1274738400000.0,5183287300000.0,4871227000000.0,5770317400000.0,1961076500000.0,3892387500000.0,2572056000000.0,5514218400000.0,4909663500000.0,4896989400000.0,4193630300000.0
2072.0,3099707600000.0,4521821500000.0,4510337000000.0,5815758500000.0,5316219000000.0,5735526700000.0,5411159700000.0,2396963000000.0,1187067500000.0,5096234000000.0,4806364600000.0,5719586000000.0,1851511300000.0,3774021000000.0,2462946200000.0,5461261700000.0,4822539400000.0,4780199000000.0,4023515000000.0
2073.0,3020268000000.0,4458649000000.0,4400900700000.0,5772404600000.0,5232132000000.0,5689923600000.0,5324402000000.0,2247914000000.0,1107747900000.0,4971607000000.0,4737098000000.0,5651100600000.0,1738948300000.0,3654778400000.0,2324336700000.0,5400440600000.0,4734658000000.0,4661394300000.0,3848057700000.0
2074.0,2948181500000.0,4348520200000.0,4317934800000.0,5700291400000.0,5138891000000.0,5619740300000.0,5244991000000.0,2117914100000.0,1030432160000.0,4866062700000.0,4660391000000.0,5599867000000.0,1625943300000.0,3551179300000.0,2197449700000.0,5325947700000.0,4608006000000.0,4548508000000.0,3667427000000.0
2075.0,2861558400000.0,4245104600000.0,4205138400000.0,5668465000000.0,5030534400000.0,5540552400000.0,5153505000000.0,1986472800000.0,958413800000.0,4723512400000.0,4604899600000.0,5542221000000.0,1511435800000.0,3435168300000.0,2080000700000.0,5247513700000.0,4506024000000.0,4453288600000.0,3473467800000.0
2076.0,2777335500000.0,4155961500000.0,4095620200000.0,5623358400000.0,4945678400000.0,5492328400000.0,5055924000000.0,1853846000000.0,893860900000.0,4645259300000.0,4524771000000.0,5480073700000.0,1393929000000.0,3338944400000.0,1949385800000.0,5190158600000.0,4370339700000.0,4346052300000.0,3284150500000.0
2077.0,2687191000000.0,4050649400000.0,4011965500000.0,5560223000000.0,4832323000000.0,5462560000000.0,4950257600000.0,1724328000000.0,830905840000.0,4562693000000.0,4443095400000.0,5393856000000.0,1289453700000.0,3220890700000.0,1827003700000.0,5108085000000.0,4251847200000.0,4197306600000.0,3086271600000.0
2078.0,2611332500000.0,3934626300000.0,3931588500000.0,5520908000000.0,4712226000000.0,5410141500000.0,4849215000000.0,1580124300000.0,771854200000.0,4472202300000.0,4374289000000.0,5331465300000.0,1184066400000.0,3090813600000.0,1718296000000.0,5049083000000.0,4156032000000.0,4104693200000.0,2950000000000.0
2079.0,2518775000000.0,3835176200000.0,3830750600000.0,5468024500000.0,4606351400000.0,5297319400000.0,4750240600000.0,1459698500000.0,718945900000.0,4386246000000.0,4309821000000.0,5266930000000.0,1091048240000.0,2954197500000.0,1610089200000.0,4993321000000.0,4046885700000.0,4015306000000.0,2812998800000.0
2080.0,2442950300000.0,3743693400000.0,3751478300000.0,5411998000000.0,4514689600000.0,5186491000000.0,4621162000000.0,1346400400000.0,666768970000.0,4266238100000.0,4240073800000.0,5155144000000.0,993897300000.0,2834462400000.0,1503279600000.0,4944298500000.0,3927282500000.0,3924305000000.0,2675428300000.0
2081.0,2357230300000.0,3647375000000.0,3629384000000.0,5364520600000.0,4399525000000.0,5146002600000.0,4502478400000.0,1224325200000.0,617756030000.0,4173891400000.0,4167204600000.0,5037892000000.0,898064250000.0,2712303300000.0,1396892100000.0,4881391300000.0,3797981000000.0,3808214600000.0,2548123800000.0
2082.0,2270897600000.0,3538851500000.0,3520652600000.0,5303851500000.0,4293088000000.0,5084264500000.0,4370817400000.0,1116335400000.0,572731700000.0,4084811200000.0,4098190500000.0,4938145000000.0,806096900000.0,2592095600000.0,1300641900000.0,4810474000000.0,3652816500000.0,3705060000000.0,2393630800000.0
2083.0,2184702700000.0,3419748400000.0,3404163000000.0,5248338000000.0,4162928200000.0,5047276500000.0,4259650000000.0,999531200000.0,531760600000.0,3992139900000.0,4035705300000.0,4824238700000.0,715407300000.0,2482005000000.0,1217339600000.0,4722605400000.0,3509686400000.0,3597517000000.0,2234591000000.0
2084.0,2116492700000.0,3301304000000.0,3313980700000.0,5188217700000.0,4004382500000.0,4988525300000.0,4173509400000.0,897612050000.0,491225000000.0,3918085000000.0,3971433400000.0,4754184300000.0,640394200000.0,2368911400000.0,1133242400000.0,4663288000000.0,3358258400000.0,3515093000000.0,2111950400000.0
2085.0,2045015200000.0,3175006900000.0,3217812000000.0,5132811500000.0,3854492200000.0,4947286400000.0,4055900600000.0,798862500000.0,453739220000.0,3825054300000.0,3905922500000.0,4651893700000.0,568340400000.0,2259402400000.0,1055203600000.0,4575487600000.0,3231515400000.0,3427248600000.0,1938378900000.0
