time,NORESM2-MM,EC-EARTH3,INM-CM4-8,INM-CM5-0,BCC-CSM2-MR,FGOALS-F3-L,MPI-ESM1-2-HR,CESM2,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0,CESM2-WACCM,GFDL-ESM4
2036.0,7152937000000.0,6501894000000.0,7058290600000.0,6830419000000.0,7028513000000.0,6988459000000.0,7014742000000.0,6876783700000.0,6865277700000.0,6745218400000.0,6929669700000.0,7147536500000.0,7076310400000.0
2037.0,7132517000000.0,6437861000000.0,7029894000000.0,6797518700000.0,7000756000000.0,6950386400000.0,6995549000000.0,6847585600000.0,6825959000000.0,6703695300000.0,6899156600000.0,7139166000000.0,7060432400000.0
2038.0,7114504300000.0,6353434700000.0,7002138000000.0,6752812000000.0,6982170000000.0,6918276400000.0,6982070700000.0,6822711300000.0,6745728500000.0,6674610400000.0,6879575500000.0,7102943000000.0,7048502700000.0
2039.0,7110437400000.0,6270997000000.0,6984844700000.0,6713069000000.0,6967916500000.0,6884280500000.0,6949161000000.0,6774203000000.0,6707800400000.0,6635033500000.0,6854685000000.0,7092173300000.0,7024703700000.0
2040.0,7100636000000.0,6178462500000.0,6972772000000.0,6680587300000.0,6942334000000.0,6836222000000.0,6925231600000.0,6751921400000.0,6650178600000.0,6571201000000.0,6830803000000.0,7071619000000.0,7003948700000.0
2041.0,7066547700000.0,6075463500000.0,6954215000000.0,6654070400000.0,6907320000000.0,6816575500000.0,6884956000000.0,6734945000000.0,6597994000000.0,6487053000000.0,6798199000000.0,7056845000000.0,6980521000000.0
2042.0,7081712000000.0,5992927000000.0,6950771000000.0,6637482400000.0,6872005000000.0,6797445000000.0,6839327500000.0,6670379000000.0,6548534000000.0,6418775000000.0,6764570000000.0,7033159000000.0,6960314300000.0
2043.0,7062639600000.0,5903119500000.0,6936908500000.0,6603127000000.0,6842719000000.0,6751606000000.0,6785389300000.0,6640121000000.0,6489155000000.0,6347944400000.0,6735609700000.0,7008788000000.0,6932217700000.0
2044.0,7063363600000.0,5811606700000.0,6910643000000.0,6581370500000.0,6802890000000.0,6699158600000.0,6769993000000.0,6606249500000.0,6429761600000.0,6283763000000.0,6705725300000.0,7011542000000.0,6923874000000.0
2045.0,7061702000000.0,5726559000000.0,6860986000000.0,6558867000000.0,6792344000000.0,6658929500000.0,6726493000000.0,6562153000000.0,6378469000000.0,6203672000000.0,6676243500000.0,6962661600000.0,6890530500000.0
2046.0,7057206400000.0,5638762000000.0,6827380600000.0,6512925000000.0,6763874600000.0,6617899700000.0,6673414000000.0,6519556400000.0,6336478000000.0,6148045000000.0,6657239700000.0,6951794600000.0,6865761600000.0
2047.0,7060705500000.0,5538291000000.0,6807377000000.0,6490145400000.0,6719241000000.0,6602405400000.0,6634904000000.0,6494971000000.0,6245184400000.0,6061051000000.0,6631213500000.0,6931181000000.0,6827447700000.0
2048.0,7045412000000.0,5440717000000.0,6782416000000.0,6453998400000.0,6689640000000.0,6565300000000.0,6604725400000.0,6464804500000.0,6180684000000.0,5985568600000.0,6603197000000.0,6887999000000.0,6788912000000.0
2049.0,6998904000000.0,5350893000000.0,6765762000000.0,6433672300000.0,6665774600000.0,6517186600000.0,6574999300000.0,6452813500000.0,6095683000000.0,5893157600000.0,6577678500000.0,6851899000000.0,6752921700000.0
2050.0,6983814500000.0,5251049000000.0,6742714000000.0,6365174000000.0,6637082000000.0,6481559700000.0,6548746000000.0,6420297700000.0,6012234000000.0,5788920700000.0,6552030000000.0,6837142300000.0,6727329600000.0
2051.0,6957815600000.0,5147130000000.0,6708699000000.0,6323881000000.0,6608707400000.0,6418791000000.0,6497891000000.0,6389274000000.0,5942714300000.0,5682399000000.0,6500042400000.0,6822276000000.0,6707071700000.0
2052.0,6928593000000.0,5055582300000.0,6675397300000.0,6277450000000.0,6549371600000.0,6382898000000.0,6455248000000.0,6334228500000.0,5864219000000.0,5586815000000.0,6468883400000.0,6815647000000.0,6649277000000.0
2053.0,6909149600000.0,4968882400000.0,6636587000000.0,6248629500000.0,6518324300000.0,6345520600000.0,6419431600000.0,6268367400000.0,5758329000000.0,5487304000000.0,6430276000000.0,6792320000000.0,6592936000000.0
2054.0,6875571000000.0,4867770000000.0,6585600000000.0,6209214000000.0,6486007000000.0,6310146000000.0,6349801000000.0,6224935400000.0,5682674000000.0,5365964000000.0,6392742700000.0,6744718700000.0,6536385500000.0
2055.0,6865218000000.0,4743786700000.0,6555017700000.0,6171143400000.0,6429490000000.0,6276137000000.0,6290401700000.0,6182641600000.0,5593192500000.0,5232244000000.0,6326897300000.0,6724156700000.0,6507427500000.0
2056.0,6851360000000.0,4641986000000.0,6522877000000.0,6112063000000.0,6372819700000.0,6247684000000.0,6265317600000.0,6116014600000.0,5502858700000.0,5115519400000.0,6294410400000.0,6699759000000.0,6484614000000.0
2057.0,6829503000000.0,4526498000000.0,6469918400000.0,6076415000000.0,6308134000000.0,6191604000000.0,6204283000000.0,6066486000000.0,5397202600000.0,5021570700000.0,6269188000000.0,6695652700000.0,6486307600000.0
2058.0,6798148400000.0,4402230300000.0,6422432000000.0,6044887500000.0,6216273000000.0,6145331700000.0,6132051000000.0,6025786000000.0,5275009400000.0,4918886000000.0,6221919000000.0,6668329000000.0,6447746000000.0
2059.0,6758634000000.0,4278503000000.0,6391526300000.0,6010365000000.0,6152406000000.0,6120231400000.0,6100292000000.0,5982257000000.0,5168334600000.0,4788255700000.0,6179893000000.0,6621972400000.0,6401622500000.0
2060.0,6712338000000.0,4159602700000.0,6366593000000.0,5973048000000.0,6078349700000.0,6084746000000.0,6055788500000.0,5933382500000.0,5083398400000.0,4654211000000.0,6150459000000.0,6600186700000.0,6369825500000.0
2061.0,6695088000000.0,4049909300000.0,6317756000000.0,5915022000000.0,6010068000000.0,6033885400000.0,6009364000000.0,5874713600000.0,4970345000000.0,4525322000000.0,6106836400000.0,6549641600000.0,6317861000000.0
2062.0,6670553400000.0,3929653400000.0,6272273000000.0,5869978000000.0,5945801000000.0,6000717300000.0,5936878500000.0,5795290000000.0,4896654000000.0,4371435700000.0,6070520000000.0,6539435300000.0,6273111700000.0
2063.0,6614556000000.0,3808252000000.0,6188025000000.0,5829173000000.0,5904884000000.0,5953580700000.0,5905916600000.0,5753311600000.0,4803659300000.0,4233093400000.0,6036248300000.0,6514505000000.0,6213360000000.0
2064.0,6578314400000.0,3675675000000.0,6134866000000.0,5772500000000.0,5862672000000.0,5908167000000.0,5870659000000.0,5696392000000.0,4718649000000.0,4070240400000.0,5982069000000.0,6444491000000.0,6174972300000.0
2065.0,6537299000000.0,3546756700000.0,6067561000000.0,5717322400000.0,5803004000000.0,5834503000000.0,5827083600000.0,5622743000000.0,4601052000000.0,3895805000000.0,5939255000000.0,6401669700000.0,6141201400000.0
2066.0,6504167500000.0,3403079700000.0,5978572500000.0,5672664000000.0,5741880500000.0,5786538300000.0,5779287400000.0,5551443400000.0,4501063300000.0,3702165300000.0,5922881500000.0,6336697000000.0,6082234000000.0
2067.0,6444348000000.0,3288150300000.0,5898861300000.0,5639539000000.0,5662750000000.0,5743362000000.0,5744409000000.0,5463776000000.0,4435438000000.0,3548718800000.0,5884413000000.0,6280969000000.0,6047833000000.0
2068.0,6392479500000.0,3175427000000.0,5854362000000.0,5586926000000.0,5584231000000.0,5709432000000.0,5695056000000.0,5415054000000.0,4330979000000.0,3400422400000.0,5821519000000.0,6230831500000.0,5984785300000.0
2069.0,6328281000000.0,3040891400000.0,5787335300000.0,5532949700000.0,5508250000000.0,5616315000000.0,5653308000000.0,5318548400000.0,4226328000000.0,3239341700000.0,5785355000000.0,6187417000000.0,5943816000000.0
2070.0,6249086700000.0,2915390200000.0,5721672400000.0,5469318400000.0,5474771000000.0,5513517000000.0,5603384000000.0,5231833000000.0,4113068200000.0,3084434800000.0,5694339700000.0,6105169700000.0,5873052700000.0
2071.0,6186411000000.0,2800489900000.0,5644746000000.0,5412552000000.0,5405431300000.0,5438712600000.0,5552145000000.0,5128208000000.0,3993632000000.0,2897936600000.0,5640372600000.0,6049616000000.0,5798207000000.0
2072.0,6148554000000.0,2675048400000.0,5577149000000.0,5358041400000.0,5350768500000.0,5338866600000.0,5505835000000.0,5074960500000.0,3907586400000.0,2707062800000.0,5600142000000.0,5979182700000.0,5741009700000.0
2073.0,6095747000000.0,2555666200000.0,5472321000000.0,5308093000000.0,5265713300000.0,5256514600000.0,5467565000000.0,5011149000000.0,3819217000000.0,2519741800000.0,5573117000000.0,5925867000000.0,5686078000000.0
2074.0,6017731000000.0,2442002000000.0,5364419400000.0,5257713700000.0,5170961300000.0,5156046400000.0,5423331000000.0,4912969700000.0,3698486000000.0,2335331000000.0,5512460000000.0,5853364600000.0,5620603300000.0
2075.0,5962932000000.0,2332275800000.0,5267874400000.0,5207923600000.0,5095465400000.0,5073869000000.0,5381746000000.0,4822394700000.0,3625247800000.0,2150150800000.0,5469391000000.0,5787458000000.0,5550939600000.0
2076.0,5879443000000.0,2234486000000.0,5199148000000.0,5160206600000.0,5017169000000.0,5009868600000.0,5339141000000.0,4758978000000.0,3506230800000.0,1984862400000.0,5423338400000.0,5749659400000.0,5454103600000.0
2077.0,5809219000000.0,2134879900000.0,5121855000000.0,5099300000000.0,4963151400000.0,4910541700000.0,5291099000000.0,4684149400000.0,3388883600000.0,1835963300000.0,5374836500000.0,5688884000000.0,5363679000000.0
2078.0,5764182700000.0,2033200800000.0,5071075500000.0,5044857000000.0,4913522300000.0,4839962000000.0,5241070700000.0,4613137000000.0,3284476600000.0,1709621900000.0,5329298000000.0,5620213000000.0,5282937000000.0
2079.0,5719282000000.0,1931761300000.0,5012919000000.0,4999180500000.0,4830617700000.0,4769566400000.0,5214543300000.0,4524815700000.0,3191732200000.0,1582330400000.0,5310326500000.0,5572099000000.0,5216881600000.0
2080.0,5667475000000.0,1827819700000.0,4925783300000.0,4932927000000.0,4734391400000.0,4683762500000.0,5184209600000.0,4433464300000.0,3073823500000.0,1448550000000.0,5249767000000.0,5539434000000.0,5161788400000.0
2081.0,5578352500000.0,1731187400000.0,4857141400000.0,4889026500000.0,4634883700000.0,4606685300000.0,5145781000000.0,4357555200000.0,2951764000000.0,1330126100000.0,5165061000000.0,5465790000000.0,5079329000000.0
2082.0,5521065000000.0,1634955800000.0,4760298600000.0,4831865500000.0,4557327300000.0,4530059600000.0,5108039000000.0,4269791200000.0,2855914200000.0,1217198700000.0,5118896000000.0,5426140700000.0,5027137600000.0
2083.0,5417991700000.0,1546741000000.0,4661219000000.0,4770929000000.0,4464701000000.0,4404956000000.0,5073735000000.0,4172176000000.0,2753361000000.0,1120558800000.0,5062832700000.0,5372334000000.0,4958685500000.0
2084.0,5347227500000.0,1464627400000.0,4556828700000.0,4703581000000.0,4361661200000.0,4330325000000.0,5031137000000.0,4097796500000.0,2658654700000.0,1040338060000.0,5008378000000.0,5305591700000.0,4893675000000.0
2085.0,5250571000000.0,1370663800000.0,4465842700000.0,4650370600000.0,4288111000000.0,4272094700000.0,4982177300000.0,4017127700000.0,2583359400000.0,956483440000.0,4980079000000.0,5214565000000.0,4862817300000.0
2086.0,5162873000000.0,1286386700000.0,4378929000000.0,4582525000000.0,4185614500000.0,4196404600000.0,4925352300000.0,3905277400000.0,2497458000000.0,879672400000.0,4937645000000.0,5116226000000.0,4808092000000.0
2087.0,5084225700000.0,1189912100000.0,4295512000000.0,4517268000000.0,4116517700000.0,4084730000000.0,4862863500000.0,3839560800000.0,2425009000000.0,797939300000.0,4909856500000.0,5034703000000.0,4750430000000.0
2088.0,5019019000000.0,1102616500000.0,4228557300000.0,4457439400000.0,4018083700000.0,4013890200000.0,4795134000000.0,3730706000000.0,2369932000000.0,708534100000.0,4872300000000.0,4958399000000.0,4663846400000.0
2089.0,4926406000000.0,1015885800000.0,4146544000000.0,4399426400000.0,3912791800000.0,3951064000000.0,4746454000000.0,3610047400000.0,2294305800000.0,636358300000.0,4833626600000.0,4907381300000.0,4601149000000.0
2090.0,4856036000000.0,938339000000.0,4057259000000.0,4335600700000.0,3825737100000.0,3894869000000.0,4658597700000.0,3518935600000.0,2223911200000.0,573294400000.0,4753551500000.0,4829776700000.0,4542905700000.0
2091.0,4724832600000.0,864664700000.0,3986217200000.0,4289665700000.0,3750569000000.0,3801532900000.0,4582156000000.0,3446603500000.0,2135600300000.0,508854370000.0,4677827000000.0,4763938000000.0,4464283000000.0
2092.0,4603236600000.0,794936300000.0,3899336700000.0,4230727900000.0,3670340500000.0,3733022300000.0,4522229000000.0,3380420800000.0,2067642400000.0,448358350000.0,4624153600000.0,4697268000000.0,4377350200000.0
2093.0,4506746000000.0,726137700000.0,3822412600000.0,4185665300000.0,3608961600000.0,3650311000000.0,4459894000000.0,3318638400000.0,1998652000000.0,398696150000.0,4570045000000.0,4635122000000.0,4319234000000.0
2094.0,4429849000000.0,663068200000.0,3733347400000.0,4129287800000.0,3562240700000.0,3595577300000.0,4402417000000.0,3245073200000.0,1945378600000.0,350268000000.0,4492585600000.0,4554132000000.0,4252554800000.0
2095.0,4330951000000.0,602151060000.0,3663415500000.0,4077752400000.0,3466268200000.0,3545658600000.0,4351359700000.0,3171557800000.0,1899781300000.0,303417800000.0,4406358000000.0,4480460000000.0,4207812800000.0
2096.0,4234597600000.0,548094300000.0,3609008500000.0,4020755500000.0,3397676700000.0,3475626500000.0,4303793000000.0,3079650100000.0,1851566600000.0,262803640000.0,4359682800000.0,4416254000000.0,4139727700000.0
2097.0,4113081000000.0,495652540000.0,3519041200000.0,3977073100000.0,3336168000000.0,3411583200000.0,4263805200000.0,3010178300000.0,1797184000000.0,228479930000.0,4321738800000.0,4318978600000.0,4101199000000.0
2098.0,4016759400000.0,447033340000.0,3420944300000.0,3929406200000.0,3270333200000.0,3328107600000.0,4205875600000.0,2950256000000.0,1737828700000.0,194163460000.0,4246685000000.0,4203218700000.0,4047875300000.0
2099.0,3907920300000.0,402060150000.0,3356510700000.0,3867208600000.0,3178259000000.0,3267979400000.0,4149789600000.0,2880278600000.0,1683118200000.0,168445500000.0,4193078200000.0,4113543700000.0,3979899800000.0
2100.0,3822402000000.0,361517420000.0,3289834000000.0,3811032700000.0,3122045000000.0,3203590800000.0,4082425700000.0,2827932400000.0,1637774500000.0,146617730000.0,4130650500000.0,4002804700000.0,3931429000000.0
