time,CAMS-CSM1-0,CESM2-WACCM,GFDL-ESM4,ACCESS-ESM1-5,CANESM5,EC-EARTH3-VEG,MRI-ESM2-0,IPSL-CM6A-LR,CESM2,MPI-ESM1-2-HR,BCC-CSM2-MR,FGOALS-F3-L,ACCESS-CM2,INM-CM4-8,INM-CM5-0,NORESM2-MM,EC-EARTH3
2028.0,7141172700000.0,7239498000000.0,7176064000000.0,7168999300000.0,6839365000000.0,6831268700000.0,7136973000000.0,7071069000000.0,7091397300000.0,7121657700000.0,7196403000000.0,7153892500000.0,7121847000000.0,7208820500000.0,7108434600000.0,7225934300000.0,6828440700000.0
2029.0,7102899000000.0,7230960000000.0,7151895000000.0,7158326400000.0,6773404600000.0,6777891500000.0,7108406300000.0,7044805000000.0,7056530600000.0,7120773000000.0,7157336000000.0,7113936000000.0,7099537400000.0,7188394000000.0,7070901000000.0,7192986000000.0,6768694400000.0
2030.0,7086226000000.0,7224459500000.0,7133822700000.0,7137549400000.0,6713390000000.0,6723627000000.0,7050720400000.0,7025704000000.0,7024724000000.0,7097860000000.0,7152776000000.0,7097333000000.0,7059512000000.0,7180756500000.0,7031580000000.0,7163593000000.0,6710296000000.0
2031.0,7074328000000.0,7218526700000.0,7118853000000.0,7122493000000.0,6615208000000.0,6676054000000.0,7023689000000.0,6967805000000.0,7003017600000.0,7089694400000.0,7119876700000.0,7055046300000.0,7021691700000.0,7174153000000.0,6997677700000.0,7151156700000.0,6649894000000.0
2032.0,7059746600000.0,7202279500000.0,7060376000000.0,7117730000000.0,6529365300000.0,6640872500000.0,6996039000000.0,6926201500000.0,6983847500000.0,7063287000000.0,7114952500000.0,7030452000000.0,6996795300000.0,7159935000000.0,6958039000000.0,7138857000000.0,6567455000000.0
2033.0,7023375700000.0,7184771000000.0,7043775000000.0,7106730700000.0,6443434500000.0,6603423000000.0,6956372000000.0,6889589400000.0,6964229700000.0,7026674000000.0,7083228000000.0,6994163000000.0,6962160000000.0,7131940500000.0,6922850000000.0,7132762000000.0,6507169000000.0
2034.0,7002119500000.0,7173224500000.0,7026749000000.0,7109517000000.0,6340946700000.0,6566003000000.0,6901427300000.0,6859937300000.0,6909676500000.0,7020281000000.0,7065497500000.0,6952045000000.0,6945791000000.0,7115204000000.0,6904146000000.0,7124699000000.0,6436699000000.0
2035.0,6976307000000.0,7149563400000.0,6996940000000.0,7095202600000.0,6235911400000.0,6523627500000.0,6846098700000.0,6807787000000.0,6882641600000.0,7018149000000.0,7046626300000.0,6917674500000.0,6918252300000.0,7120731000000.0,6877112000000.0,7131195500000.0,6378479400000.0
2036.0,6953242700000.0,7133011600000.0,6974590700000.0,7074863000000.0,6152767000000.0,6494444600000.0,6790906400000.0,6765646000000.0,6855439000000.0,6995175000000.0,7029312700000.0,6900882000000.0,6874066300000.0,7104385500000.0,6833998000000.0,7111064000000.0,6301708500000.0
2037.0,6930296000000.0,7118840000000.0,6963869000000.0,7080569000000.0,6050806000000.0,6472613000000.0,6755520600000.0,6706432600000.0,6828561300000.0,6980740000000.0,7012728400000.0,6869815000000.0,6814643500000.0,7102574600000.0,6793030300000.0,7089052000000.0,6237299000000.0
2038.0,6887767500000.0,7085712500000.0,6953203000000.0,7076616000000.0,5958368500000.0,6435269000000.0,6717573700000.0,6657586000000.0,6801637500000.0,6970188000000.0,6986650400000.0,6846077000000.0,6769103000000.0,7092320600000.0,6757135000000.0,7065629000000.0,6175699000000.0
2039.0,6850725500000.0,7076536000000.0,6920062600000.0,7068664000000.0,5849822500000.0,6415714000000.0,6642665500000.0,6615928400000.0,6777766700000.0,6958525400000.0,6944493400000.0,6833051000000.0,6714520000000.0,7081135400000.0,6719824500000.0,7053029400000.0,6105033000000.0
2040.0,6812783300000.0,7032417600000.0,6911243000000.0,7069416000000.0,5755202700000.0,6398772500000.0,6573417600000.0,6581233600000.0,6758510000000.0,6932362000000.0,6891669300000.0,6777770300000.0,6668615000000.0,7063244000000.0,6709915000000.0,7045457600000.0,6022875300000.0
2041.0,6782595400000.0,6991052000000.0,6899864400000.0,7058567500000.0,5635121300000.0,6371146000000.0,6526885000000.0,6535185000000.0,6710479000000.0,6926846400000.0,6874957600000.0,6759756300000.0,6608820600000.0,7060642600000.0,6683785000000.0,7024349300000.0,5953096000000.0
2042.0,6744353000000.0,6972577000000.0,6887900000000.0,7049161000000.0,5500228000000.0,6338167400000.0,6494106400000.0,6469660000000.0,6670340000000.0,6913117000000.0,6866318000000.0,6719675600000.0,6544296500000.0,7046492000000.0,6653921000000.0,7008775000000.0,5898049700000.0
2043.0,6719596000000.0,6933337600000.0,6870496400000.0,7023084000000.0,5377620400000.0,6301234500000.0,6462125400000.0,6429834000000.0,6625429600000.0,6888255000000.0,6857128000000.0,6683029000000.0,6472321700000.0,7039402000000.0,6640877700000.0,6993809000000.0,5847314000000.0
2044.0,6679810300000.0,6899304000000.0,6847699400000.0,6998135400000.0,5245235600000.0,6284670000000.0,6403235000000.0,6384255500000.0,6594422000000.0,6822475300000.0,6839007700000.0,6674664400000.0,6419387000000.0,7030102000000.0,6616604000000.0,6962770600000.0,5775013000000.0
2045.0,6647350000000.0,6863211000000.0,6828533000000.0,6987671000000.0,5109720000000.0,6272917700000.0,6354280400000.0,6349976000000.0,6557644400000.0,6796465400000.0,6817587400000.0,6661311300000.0,6358345000000.0,7017276000000.0,6590619000000.0,6945479600000.0,5709624000000.0
2046.0,6635586000000.0,6839389000000.0,6807071000000.0,6952023000000.0,4990652000000.0,6241468000000.0,6289147000000.0,6300679000000.0,6513592000000.0,6778479000000.0,6802403000000.0,6638746500000.0,6284322500000.0,7005241000000.0,6563747600000.0,6911066400000.0,5633813000000.0
2047.0,6605078000000.0,6798618000000.0,6782264000000.0,6923089000000.0,4884947500000.0,6217628000000.0,6213180000000.0,6248999000000.0,6458316000000.0,6749160500000.0,6773226300000.0,6601326000000.0,6234601000000.0,6988987000000.0,6538457500000.0,6892441000000.0,5547925000000.0
2048.0,6580322000000.0,6752334500000.0,6769388000000.0,6891626000000.0,4752933000000.0,6172579500000.0,6133812000000.0,6217400000000.0,6437629600000.0,6692817000000.0,6740327000000.0,6563991000000.0,6159341000000.0,6986956500000.0,6512454400000.0,6871385000000.0,5481313000000.0
2049.0,6562797000000.0,6712997000000.0,6757488000000.0,6856498500000.0,4652825300000.0,6134526600000.0,6055131000000.0,6167280500000.0,6385254300000.0,6678937300000.0,6698412500000.0,6546150000000.0,6062883700000.0,6974589000000.0,6491440000000.0,6850504000000.0,5424412000000.0
2050.0,6534747700000.0,6682794000000.0,6743658600000.0,6850209000000.0,4537424000000.0,6098884500000.0,5982308500000.0,6146516000000.0,6344884000000.0,6684174500000.0,6672455600000.0,6507453000000.0,5971920300000.0,6944121000000.0,6459402000000.0,6825590700000.0,5375816000000.0
2051.0,6502600400000.0,6666524000000.0,6719918300000.0,6836669000000.0,4410126000000.0,6078160400000.0,5942420000000.0,6098739300000.0,6313893400000.0,6658047000000.0,6659810000000.0,6479544000000.0,5917856000000.0,6936153000000.0,6437835000000.0,6789819000000.0,5329171000000.0
2052.0,6506152500000.0,6648481000000.0,6703975000000.0,6800525000000.0,4282120400000.0,6050640000000.0,5851117000000.0,6052550500000.0,6282802000000.0,6630846500000.0,6652869000000.0,6451909000000.0,5875661000000.0,6918102300000.0,6424635600000.0,6753068500000.0,5285499000000.0
2053.0,6482649700000.0,6640043600000.0,6669785000000.0,6763735000000.0,4156603500000.0,6029398500000.0,5768084500000.0,5994541000000.0,6242675000000.0,6602727000000.0,6633342000000.0,6438923500000.0,5833770000000.0,6895296300000.0,6396683000000.0,6731178400000.0,5217896000000.0
2054.0,6464394500000.0,6618848000000.0,6648569000000.0,6732010500000.0,4032951200000.0,5986455000000.0,5696843700000.0,5941609000000.0,6194281000000.0,6580853500000.0,6598508000000.0,6410601000000.0,5776346700000.0,6865916300000.0,6378805000000.0,6715471000000.0,5147686600000.0
2055.0,6438173300000.0,6593676000000.0,6636954000000.0,6685738400000.0,3915507000000.0,5957400000000.0,5648192000000.0,5917366000000.0,6163071500000.0,6554753000000.0,6575861000000.0,6378818600000.0,5735228400000.0,6833019000000.0,6343007000000.0,6707917000000.0,5106600000000.0
2056.0,6422006000000.0,6553839600000.0,6596652000000.0,6659717000000.0,3811645600000.0,5924486000000.0,5574452300000.0,5901498000000.0,6112878300000.0,6524738000000.0,6559797000000.0,6362989300000.0,5686950400000.0,6807921600000.0,6330783000000.0,6681096000000.0,5055964500000.0
2057.0,6413134300000.0,6511632300000.0,6576924000000.0,6637620300000.0,3703840200000.0,5882231400000.0,5482896000000.0,5846253000000.0,6074590000000.0,6507059000000.0,6526904300000.0,6345843500000.0,5636330400000.0,6763728300000.0,6313721000000.0,6645941300000.0,5007647700000.0
2058.0,6391857700000.0,6492248300000.0,6564880000000.0,6617458000000.0,3593338400000.0,5824667000000.0,5401965000000.0,5780569000000.0,6016765000000.0,6484922000000.0,6481602000000.0,6328771000000.0,5585788500000.0,6725557600000.0,6297807000000.0,6621213000000.0,4972202000000.0
2059.0,6354812000000.0,6462892400000.0,6532021400000.0,6590803500000.0,3489800000000.0,5757931000000.0,5308617300000.0,5730032700000.0,5962445000000.0,6458084000000.0,6440896400000.0,6285095000000.0,5539175000000.0,6705174000000.0,6268939400000.0,6617384000000.0,4933266000000.0
2060.0,6348563000000.0,6424785600000.0,6523796000000.0,6560320300000.0,3388351700000.0,5672422300000.0,5223390600000.0,5691105000000.0,5920961000000.0,6392588500000.0,6422384000000.0,6264948000000.0,5510704700000.0,6683375000000.0,6240055000000.0,6606879000000.0,4898345700000.0
2061.0,6315316000000.0,6397830400000.0,6514961000000.0,6533007000000.0,3286696000000.0,5604431600000.0,5148475000000.0,5664133000000.0,5884643000000.0,6364046000000.0,6411118000000.0,6258733000000.0,5463231000000.0,6664534000000.0,6210852500000.0,6553895700000.0,4856398000000.0
2062.0,6283252500000.0,6358213000000.0,6495212000000.0,6509017000000.0,3188264300000.0,5551953000000.0,5076342000000.0,5628314000000.0,5838514700000.0,6336842600000.0,6379163000000.0,6231876000000.0,5417225700000.0,6653792000000.0,6190306700000.0,6517431500000.0,4807312500000.0
2063.0,6262710300000.0,6335414000000.0,6484584000000.0,6490796000000.0,3081221700000.0,5467227600000.0,5005976300000.0,5573944000000.0,5779484000000.0,6305414600000.0,6342096000000.0,6207368600000.0,5358318000000.0,6615960000000.0,6177353600000.0,6470907000000.0,4740048000000.0
2064.0,6246780000000.0,6314136700000.0,6461779300000.0,6467243500000.0,2989495000000.0,5380593700000.0,4914815700000.0,5540512500000.0,5701520000000.0,6288447000000.0,6322585600000.0,6179920000000.0,5300493500000.0,6561964500000.0,6150539000000.0,6410402000000.0,4681565000000.0
2065.0,6230815000000.0,6291172000000.0,6425213400000.0,6437477500000.0,2915837100000.0,5312268000000.0,4836192400000.0,5506232500000.0,5641310600000.0,6237856000000.0,6285588000000.0,6174305400000.0,5249940000000.0,6523433500000.0,6116914000000.0,6363557700000.0,4638564700000.0
2066.0,6203223600000.0,6261623000000.0,6364374000000.0,6405530600000.0,2846609400000.0,5251591000000.0,4741391000000.0,5454828000000.0,5595214600000.0,6208457000000.0,6248644000000.0,6140138000000.0,5193853000000.0,6488950600000.0,6076526000000.0,6331926300000.0,4572947000000.0
2067.0,6184929600000.0,6229444000000.0,6332676600000.0,6348784000000.0,2773617700000.0,5208864000000.0,4655868300000.0,5424367000000.0,5567016000000.0,6176998000000.0,6218913000000.0,6123967000000.0,5138862300000.0,6464577000000.0,6050201000000.0,6305169000000.0,4514350000000.0
2068.0,6167394000000.0,6195657000000.0,6314436000000.0,6288774000000.0,2694268000000.0,5122505000000.0,4580874600000.0,5374299600000.0,5524091300000.0,6128960000000.0,6216087000000.0,6087534000000.0,5098091000000.0,6455983000000.0,6015099600000.0,6293474500000.0,4456771500000.0
2069.0,6133138000000.0,6153549000000.0,6296925000000.0,6226916700000.0,2610274500000.0,5043138300000.0,4505639000000.0,5348044000000.0,5471966000000.0,6095489700000.0,6189393400000.0,6066214500000.0,5025418000000.0,6420485400000.0,5965900400000.0,6274113000000.0,4394804600000.0
2070.0,6100469400000.0,6125951000000.0,6262403600000.0,6147700000000.0,2529782700000.0,4964561000000.0,4420196600000.0,5294871500000.0,5428722300000.0,6067307000000.0,6173611000000.0,6051866300000.0,4984830000000.0,6391933700000.0,5934869400000.0,6251328600000.0,4318308300000.0
2071.0,6070795000000.0,6111164400000.0,6238829500000.0,6093499500000.0,2458118500000.0,4897880000000.0,4330121000000.0,5252887000000.0,5376553000000.0,6042175000000.0,6146780300000.0,6032936400000.0,4922192000000.0,6375800000000.0,5917793000000.0,6238246500000.0,4242643600000.0
2072.0,6049985700000.0,6082067000000.0,6233967300000.0,6016483000000.0,2383818300000.0,4823568000000.0,4267244800000.0,5187775000000.0,5345116700000.0,6024870000000.0,6127121000000.0,6012718300000.0,4865236000000.0,6361219000000.0,5898399400000.0,6216484400000.0,4146440000000.0
2073.0,6020088000000.0,6035324000000.0,6217911000000.0,5950033000000.0,2305623900000.0,4756448000000.0,4176004500000.0,5136204700000.0,5288420700000.0,6005757300000.0,6094878400000.0,5983391700000.0,4808250000000.0,6330462000000.0,5877597000000.0,6197902600000.0,4088236600000.0
2074.0,5996526000000.0,5988051000000.0,6206040600000.0,5895406000000.0,2250959000000.0,4689499000000.0,4116525000000.0,5102675000000.0,5242189000000.0,5982373500000.0,6061547000000.0,5960398500000.0,4788831400000.0,6309379300000.0,5842831700000.0,6187634000000.0,4023639900000.0
2075.0,5975905400000.0,5958676000000.0,6195877000000.0,5824448600000.0,2186969100000.0,4634765700000.0,4067465600000.0,5056067000000.0,5189475500000.0,5933865000000.0,6044224300000.0,5933023000000.0,4734667000000.0,6266193700000.0,5795563000000.0,6142225300000.0,3939026900000.0
2076.0,5957572600000.0,5920970500000.0,6172943000000.0,5762058000000.0,2127009300000.0,4551606000000.0,4007542400000.0,5019074600000.0,5152249000000.0,5909008400000.0,6027455500000.0,5912185500000.0,4688404000000.0,6242608600000.0,5751993500000.0,6114601000000.0,3868606300000.0
2077.0,5963064000000.0,5901280000000.0,6147088000000.0,5711303500000.0,2063191200000.0,4466165000000.0,3951935600000.0,4958870600000.0,5096038500000.0,5867295000000.0,6000014300000.0,5887622600000.0,4646142000000.0,6230631000000.0,5718955000000.0,6095491000000.0,3799046200000.0
2078.0,5929705700000.0,5854803000000.0,6130728000000.0,5657591300000.0,1992703200000.0,4389306000000.0,3904410700000.0,4925694700000.0,5064511000000.0,5834376000000.0,5957536400000.0,5869296700000.0,4595107000000.0,6201455000000.0,5686449000000.0,6078737000000.0,3741783400000.0
2079.0,5901613000000.0,5832691400000.0,6108836500000.0,5601802000000.0,1927003200000.0,4317050300000.0,3831708500000.0,4878774600000.0,5014063400000.0,5799078300000.0,5914948500000.0,5842470400000.0,4546792000000.0,6166315000000.0,5662205000000.0,6058020400000.0,3674237600000.0
2080.0,5857147000000.0,5805980500000.0,6094498300000.0,5557411400000.0,1865513800000.0,4212572800000.0,3775366400000.0,4825148300000.0,4982101000000.0,5785688000000.0,5890525000000.0,5831506500000.0,4500456000000.0,6160969000000.0,5640015600000.0,6008786600000.0,3621468500000.0
2081.0,5834944300000.0,5771141600000.0,6075273700000.0,5496142600000.0,1813401200000.0,4140259300000.0,3729494400000.0,4785840000000.0,4943142000000.0,5767464000000.0,5872299300000.0,5818914000000.0,4443718000000.0,6138378000000.0,5619293600000.0,5982244600000.0,3568028000000.0
2082.0,5816992700000.0,5745418000000.0,6028450000000.0,5435534000000.0,1758998600000.0,4036010200000.0,3683865000000.0,4740241000000.0,4918714300000.0,5733548600000.0,5853938700000.0,5785469300000.0,4407368400000.0,6119629500000.0,5580009000000.0,5965192000000.0,3507421000000.0
2083.0,5799977400000.0,5700651000000.0,6000075000000.0,5396664000000.0,1705812700000.0,3962527300000.0,3642752800000.0,4707628000000.0,4889768000000.0,5685573600000.0,5836225600000.0,5764889000000.0,4370345500000.0,6120245000000.0,5557302000000.0,5949387400000.0,3465610500000.0
2084.0,5787530000000.0,5673435300000.0,5968925600000.0,5365184300000.0,1657452000000.0,3878914000000.0,3602908200000.0,4667678400000.0,4855995000000.0,5653947000000.0,5818974500000.0,5745703000000.0,4318320000000.0,6087420400000.0,5512700600000.0,5909757600000.0,3417883300000.0
2085.0,5770771000000.0,5626132400000.0,5940122000000.0,5334239300000.0,1613259500000.0,3809879000000.0,3567126000000.0,4631308000000.0,4823285500000.0,5615316000000.0,5793319000000.0,5696375500000.0,4262296000000.0,6048937000000.0,5488078000000.0,5874364000000.0,3377995400000.0
2086.0,5732713000000.0,5592424000000.0,5914244400000.0,5290983400000.0,1562918000000.0,3707032600000.0,3529052000000.0,4598130500000.0,4793822000000.0,5593350300000.0,5759040500000.0,5700909000000.0,4171096400000.0,6039453300000.0,5449042000000.0,5836911000000.0,3343000300000.0
2087.0,5698879000000.0,5555719500000.0,5893138000000.0,5266374000000.0,1515667600000.0,3610898900000.0,3470860700000.0,4551201500000.0,4745912600000.0,5561468300000.0,5724203600000.0,5659312500000.0,4118980600000.0,6018597000000.0,5424336000000.0,5799457000000.0,3304985500000.0
2088.0,5667761000000.0,5528612000000.0,5865323600000.0,5234539000000.0,1477377400000.0,3533750400000.0,3429884000000.0,4513762000000.0,4715673300000.0,5531863000000.0,5706420300000.0,5631134000000.0,4069361500000.0,6009800000000.0,5400908000000.0,5779281700000.0,3265976000000.0
2089.0,5633036000000.0,5496198000000.0,5846051000000.0,5208715000000.0,1440334500000.0,3454360600000.0,3386406300000.0,4474801000000.0,4683434000000.0,5509879000000.0,5679951000000.0,5618236000000.0,4031893000000.0,5997707000000.0,5388771500000.0,5758573300000.0,3219843400000.0
2090.0,5608993500000.0,5469792400000.0,5828868300000.0,5168098000000.0,1404164100000.0,3370338500000.0,3356724000000.0,4446621000000.0,4638579400000.0,5474654000000.0,5655684400000.0,5589062000000.0,3975871500000.0,5981381600000.0,5358419000000.0,5729142400000.0,3175476400000.0
2091.0,5590601000000.0,5432105000000.0,5798318600000.0,5145351000000.0,1364065900000.0,3292793400000.0,3312951800000.0,4415302400000.0,4602101500000.0,5449567000000.0,5629948700000.0,5588205400000.0,3920380000000.0,5960774000000.0,5354122000000.0,5688262000000.0,3134208000000.0
2092.0,5573665000000.0,5362630000000.0,5772895300000.0,5116883000000.0,1327991200000.0,3222212400000.0,3288319000000.0,4379319500000.0,4546778000000.0,5422747500000.0,5617891000000.0,5563931000000.0,3862400000000.0,5935373000000.0,5326902000000.0,5663927300000.0,3104422500000.0
2093.0,5558318400000.0,5332968000000.0,5757498000000.0,5094111700000.0,1288553400000.0,3146909200000.0,3261591700000.0,4334645000000.0,4491187300000.0,5388034400000.0,5615199500000.0,5547764500000.0,3774951700000.0,5927443000000.0,5319548000000.0,5630950000000.0,3081087000000.0
2094.0,5539355400000.0,5278246000000.0,5731423600000.0,5057015700000.0,1246158500000.0,3065274400000.0,3224676000000.0,4297843000000.0,4433189000000.0,5382169700000.0,5595756000000.0,5525678300000.0,3693490000000.0,5912979000000.0,5301407300000.0,5615655600000.0,3049937400000.0
2095.0,5511053300000.0,5224531000000.0,5711969400000.0,5017021400000.0,1208978500000.0,3001567700000.0,3197471300000.0,4267866300000.0,4390547400000.0,5379238400000.0,5576730300000.0,5501163000000.0,3603794500000.0,5896264500000.0,5266749000000.0,5596345500000.0,3024994200000.0
