time,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,MRI-ESM2-0
2000.0,7549930700000.0,7549930700000.0,7549930700000.0,7549930700000.0
2001.0,7554656000000.0,7554656000000.0,7554656000000.0,7554656000000.0
2002.0,7539064000000.0,7539064000000.0,7539064000000.0,7539064000000.0
2003.0,7512429400000.0,7512429400000.0,7512429400000.0,7512429400000.0
2004.0,7496646300000.0,7496646300000.0,7496646300000.0,7496646300000.0
2005.0,7475648500000.0,7475648500000.0,7475648500000.0,7475648500000.0
2006.0,7451828000000.0,7451828000000.0,7451828000000.0,7451828000000.0
2007.0,7437635600000.0,7437635600000.0,7437635600000.0,7437635600000.0
2008.0,7420720400000.0,7420720400000.0,7420720400000.0,7420720400000.0
2009.0,7418415000000.0,7418415000000.0,7418415000000.0,7418415000000.0
2010.0,7413049600000.0,7413049600000.0,7413049600000.0,7413049600000.0
2011.0,7411632400000.0,7411632400000.0,7411632400000.0,7411632400000.0
2012.0,7399658000000.0,7399658000000.0,7399658000000.0,7399658000000.0
2013.0,7404249400000.0,7404249400000.0,7404249400000.0,7404249400000.0
2014.0,7361323300000.0,7361323300000.0,7361323300000.0,7361323300000.0
2015.0,7354857000000.0,7354857000000.0,7354857000000.0,7354857000000.0
2016.0,7348141700000.0,7348141700000.0,7348141700000.0,7348141700000.0
2017.0,7349498500000.0,7349498500000.0,7349498500000.0,7349498500000.0
2018.0,7339270700000.0,7339270700000.0,7339270700000.0,7339270700000.0
2019.0,7345936500000.0,7345936500000.0,7345936500000.0,7345936500000.0
2020.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0
2021.0,7292025000000.0,7306938400000.0,7270522000000.0,7294698000000.0
2022.0,7285957000000.0,7290821000000.0,7229558000000.0,7276996300000.0
2023.0,7281507300000.0,7283279000000.0,7168997700000.0,7243854500000.0
2024.0,7270823000000.0,7267881600000.0,7107269600000.0,7182951000000.0
2025.0,7267125600000.0,7258991000000.0,7021459400000.0,7149720700000.0
2026.0,7263444500000.0,7251470300000.0,6939825700000.0,7103827000000.0
2027.0,7235750000000.0,7241440000000.0,6845676000000.0,7064952000000.0
2028.0,7218799300000.0,7239193600000.0,6755665300000.0,7019828300000.0
2029.0,7203378000000.0,7228913000000.0,6666797400000.0,6974062700000.0
2030.0,7168419000000.0,7218925700000.0,6588748000000.0,6917238000000.0
2031.0,7138075000000.0,7201370400000.0,6482361000000.0,6877064000000.0
2032.0,7114288300000.0,7189012000000.0,6398679000000.0,6832709400000.0
2033.0,7084532300000.0,7169924700000.0,6295844000000.0,6790070000000.0
2034.0,7071930500000.0,7155458000000.0,6201918600000.0,6743164000000.0
2035.0,7050518000000.0,7151002600000.0,6084175000000.0,6667235000000.0
2036.0,7023145000000.0,7126135000000.0,5977594000000.0,6622373000000.0
2037.0,6995319000000.0,7114059000000.0,5849494000000.0,6553523500000.0
2038.0,6981595000000.0,7087443000000.0,5713443700000.0,6486391000000.0
2039.0,6941722000000.0,7067351400000.0,5574147000000.0,6398923500000.0
2040.0,6895282000000.0,7046195300000.0,5445362600000.0,6287850500000.0
2041.0,6851843000000.0,7027262000000.0,5311233500000.0,6182268000000.0
2042.0,6819899500000.0,7012251300000.0,5184414000000.0,6073018000000.0
2043.0,6787601000000.0,7016360700000.0,5049462000000.0,5964819000000.0
2044.0,6751539700000.0,6997238000000.0,4917196000000.0,5885047000000.0
2045.0,6711168500000.0,6986667700000.0,4779852400000.0,5803045000000.0
2046.0,6661591300000.0,6961933000000.0,4622155000000.0,5713306000000.0
2047.0,6625587400000.0,6940956000000.0,4475319000000.0,5627062500000.0
2048.0,6566036600000.0,6915664000000.0,4311193200000.0,5520121400000.0
2049.0,6527612600000.0,6900481500000.0,4151366000000.0,5405048600000.0
2050.0,6482102300000.0,6873286000000.0,4005256200000.0,5335496000000.0
2051.0,6413772000000.0,6830093000000.0,3849074200000.0,5243948000000.0
2052.0,6362133700000.0,6766260000000.0,3713190600000.0,5113801000000.0
2053.0,6307990500000.0,6717178400000.0,3574708000000.0,5014589000000.0
2054.0,6256051000000.0,6649327600000.0,3431821000000.0,4907051500000.0
2055.0,6193441400000.0,6621342700000.0,3284798800000.0,4832159000000.0
2056.0,6138739300000.0,6572532600000.0,3144309800000.0,4742488500000.0
2057.0,6100821000000.0,6504508000000.0,3007923000000.0,4647135000000.0
2058.0,6043050400000.0,6486595000000.0,2879822200000.0,4566240700000.0
2059.0,5972018300000.0,6454276000000.0,2750348300000.0,4507180700000.0
2060.0,5908852600000.0,6406472700000.0,2619586600000.0,4450455000000.0
2061.0,5839889000000.0,6367619000000.0,2487533200000.0,4383407600000.0
2062.0,5778658000000.0,6317677000000.0,2375588500000.0,4310372000000.0
