time,INM-CM5-0,INM-CM4-8,EC-EARTH3,NORESM2-MM,CMCC-CM2-SR5,MPI-ESM1-2-HR,FGOALS-F3-L,BCC-CSM2-MR,MRI-ESM2-0,CESM2,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3-VEG
2020.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0,7314352400000.0
2021.0,7290261300000.0,7297083400000.0,7277381000000.0,7289118400000.0,7327207000000.0,7306437700000.0,7294783300000.0,7283023500000.0,7312632700000.0,7277070000000.0,7293746300000.0,7321526000000.0,7301390400000.0,7270748400000.0
2022.0,7244111000000.0,7259066700000.0,7242386500000.0,7278591000000.0,7322074000000.0,7288799000000.0,7277191000000.0,7274802000000.0,7297511000000.0,7257723500000.0,7262395400000.0,7317548000000.0,7284376000000.0,7226788400000.0
2023.0,7199628700000.0,7254942000000.0,7211977000000.0,7266889000000.0,7314822000000.0,7244450000000.0,7253120000000.0,7235716500000.0,7277495000000.0,7235836000000.0,7239794000000.0,7296967000000.0,7269077000000.0,7190164300000.0
2024.0,7157004600000.0,7252433000000.0,7176441000000.0,7259689000000.0,7302224500000.0,7227657000000.0,7242567400000.0,7215400400000.0,7256644500000.0,7209026600000.0,7208502000000.0,7284334000000.0,7266732300000.0,7175457000000.0
2025.0,7117060000000.0,7248388000000.0,7138960000000.0,7250906000000.0,7284963400000.0,7195437600000.0,7222520000000.0,7189528300000.0,7235406700000.0,7183581000000.0,7181493600000.0,7275732300000.0,7221009000000.0,7149906300000.0
2026.0,7101149600000.0,7226321300000.0,7105111700000.0,7242360000000.0,7256665000000.0,7173848000000.0,7200404700000.0,7182696300000.0,7192971000000.0,7168767600000.0,7165224400000.0,7262025000000.0,7204858500000.0,7111582400000.0
2027.0,7070040500000.0,7215515000000.0,7071394000000.0,7236860000000.0,7224968000000.0,7146898500000.0,7168778000000.0,7173818500000.0,7148693000000.0,7151891000000.0,7118570700000.0,7246136000000.0,7204794000000.0,7044630300000.0
2028.0,7057628500000.0,7207976000000.0,7035783500000.0,7231603000000.0,7198110000000.0,7094957000000.0,7157510600000.0,7154670500000.0,7125222300000.0,7133514000000.0,7087484600000.0,7208878000000.0,7168500700000.0,7001244400000.0
2029.0,7019128400000.0,7180010400000.0,6988182000000.0,7216521000000.0,7161824000000.0,7071325500000.0,7120332000000.0,7127532000000.0,7083283400000.0,7103843000000.0,7067614600000.0,7191535300000.0,7145770000000.0,6964657000000.0
2030.0,6994851000000.0,7162287000000.0,6971069600000.0,7214051400000.0,7145146300000.0,7033396000000.0,7110751000000.0,7134452000000.0,7044256000000.0,7078351000000.0,7045609700000.0,7181159600000.0,7115032000000.0,6906201500000.0
2031.0,6953061000000.0,7151800500000.0,6946393400000.0,7204972000000.0,7144136500000.0,7013629000000.0,7091228500000.0,7090015300000.0,7032525000000.0,7068531000000.0,7035952000000.0,7178216300000.0,7102582000000.0,6855348000000.0
2032.0,6908725000000.0,7137626400000.0,6919227000000.0,7191016000000.0,7143696000000.0,7006882000000.0,7052785000000.0,7075848500000.0,6995548000000.0,7031251000000.0,6993621000000.0,7175256700000.0,7075827500000.0,6803581000000.0
2033.0,6904913000000.0,7101611000000.0,6898382000000.0,7174565000000.0,7102428300000.0,6991050000000.0,7028602300000.0,7077628000000.0,6974067400000.0,7002023000000.0,6973034000000.0,7147047000000.0,7062397400000.0,6771442000000.0
2034.0,6880887300000.0,7081841700000.0,6866435300000.0,7149990000000.0,7065863000000.0,6933589300000.0,7011748500000.0,7092365000000.0,6941402000000.0,6973854000000.0,6961693000000.0,7120317600000.0,7039665300000.0,6749262700000.0
2035.0,6854274400000.0,7049027000000.0,6827413000000.0,7124363000000.0,7037842400000.0,6921750300000.0,6979663000000.0,7048985000000.0,6928917000000.0,6958701000000.0,6939831400000.0,7097769000000.0,7025681500000.0,6696242500000.0
2036.0,6834785000000.0,7040841000000.0,6777975000000.0,7102601400000.0,7022742300000.0,6873688000000.0,6973898000000.0,7002364300000.0,6916392000000.0,6937558600000.0,6873150000000.0,7076359000000.0,7010083400000.0,6650348000000.0
2037.0,6799772600000.0,7015590500000.0,6736361600000.0,7080419300000.0,6983228300000.0,6840682300000.0,6936593000000.0,6994028700000.0,6889953300000.0,6923113000000.0,6821741000000.0,7074323400000.0,7002718700000.0,6611479000000.0
2038.0,6781153000000.0,7001673000000.0,6672834000000.0,7061570000000.0,6937985400000.0,6802123500000.0,6876949400000.0,6969040600000.0,6869999400000.0,6863743600000.0,6804355000000.0,7046825000000.0,6986193700000.0,6565471500000.0
2039.0,6754985300000.0,6995175300000.0,6636850000000.0,7049955500000.0,6903569000000.0,6791152000000.0,6855911300000.0,6952275400000.0,6812478700000.0,6815970500000.0,6768137000000.0,7033398500000.0,6956512000000.0,6532768000000.0
2040.0,6713795700000.0,6964897600000.0,6589383700000.0,7038471500000.0,6876824600000.0,6782293400000.0,6832450400000.0,6909155300000.0,6768620500000.0,6764827000000.0,6746976300000.0,7032278600000.0,6949545400000.0,6479789000000.0
2041.0,6679517000000.0,6942335400000.0,6549675700000.0,7030830500000.0,6868035000000.0,6773476400000.0,6788411000000.0,6893351700000.0,6708688600000.0,6736067400000.0,6716276000000.0,6999759700000.0,6935739400000.0,6431699000000.0
2042.0,6649838300000.0,6931120400000.0,6495400000000.0,7001057300000.0,6820652400000.0,6752576700000.0,6719771500000.0,6865219000000.0,6668522000000.0,6692580000000.0,6678978000000.0,6978696400000.0,6933601300000.0,6377542000000.0
2043.0,6630394600000.0,6916630600000.0,6417188700000.0,6937697600000.0,6776351600000.0,6750840300000.0,6663831000000.0,6859610700000.0,6607499000000.0,6654113000000.0,6651888300000.0,6986301700000.0,6911356000000.0,6303208400000.0
2044.0,6602961000000.0,6908673500000.0,6364721000000.0,6936722400000.0,6731049000000.0,6734072500000.0,6594799000000.0,6850736000000.0,6569431400000.0,6598199000000.0,6640367600000.0,6949189500000.0,6886361000000.0,6254895000000.0
2045.0,6569168700000.0,6877233500000.0,6294199000000.0,6917038500000.0,6684015600000.0,6715397000000.0,6528922000000.0,6821643300000.0,6505448000000.0,6561693400000.0,6602464000000.0,6908247300000.0,6856586000000.0,6184475000000.0
2046.0,6547249000000.0,6852339000000.0,6206792400000.0,6892743000000.0,6650989600000.0,6696034000000.0,6507385600000.0,6775526400000.0,6414824600000.0,6512374000000.0,6559461500000.0,6883824000000.0,6838121700000.0,6115313000000.0
2047.0,6519666000000.0,6829493000000.0,6098910000000.0,6850657400000.0,6593584000000.0,6665344000000.0,6478578000000.0,6757373000000.0,6340889000000.0,6481182000000.0,6516479000000.0,6866072500000.0,6814660000000.0,6032547000000.0
2048.0,6502019000000.0,6818603000000.0,6005864000000.0,6831864300000.0,6578517000000.0,6633386000000.0,6418071600000.0,6753738000000.0,6280259000000.0,6456597000000.0,6469436600000.0,6842098400000.0,6793945700000.0,5956652500000.0
2049.0,6460993000000.0,6799975000000.0,5933616000000.0,6836039000000.0,6536525500000.0,6619237700000.0,6336288400000.0,6729841000000.0,6226592000000.0,6419682700000.0,6430593600000.0,6807383700000.0,6774491000000.0,5863987000000.0
2050.0,6444988000000.0,6783878000000.0,5842206700000.0,6813607000000.0,6484146000000.0,6570776000000.0,6282526000000.0,6698912000000.0,6156857600000.0,6385757000000.0,6400240500000.0,6765325000000.0,6768729000000.0,5755693400000.0
2051.0,6429618500000.0,6776800000000.0,5714074400000.0,6777568000000.0,6412730000000.0,6533609400000.0,6237329000000.0,6658003000000.0,6085919400000.0,6356120600000.0,6361728400000.0,6725126600000.0,6757159500000.0,5669738500000.0
2052.0,6413724000000.0,6747222700000.0,5606816600000.0,6746983600000.0,6356100000000.0,6489036000000.0,6199766000000.0,6619607000000.0,6007012500000.0,6323347400000.0,6345928000000.0,6679395000000.0,6746524000000.0,5591341000000.0
2053.0,6387975000000.0,6715403000000.0,5484358700000.0,6718288300000.0,6265015000000.0,6457757000000.0,6165522000000.0,6594562000000.0,5913948700000.0,6272010700000.0,6307407000000.0,6637029400000.0,6712208000000.0,5501318300000.0
2054.0,6371914000000.0,6693238000000.0,5376306600000.0,6684745000000.0,6199316600000.0,6446232600000.0,6117831000000.0,6572493000000.0,5828508000000.0,6221900300000.0,6271239500000.0,6615211000000.0,6689593500000.0,5399876500000.0
2055.0,6342298300000.0,6667914700000.0,5274576400000.0,6658889600000.0,6118158400000.0,6411305000000.0,6024231000000.0,6533373000000.0,5726212000000.0,6155232300000.0,6243892600000.0,6594962700000.0,6663553700000.0,5298825000000.0
2056.0,6320526000000.0,6638854500000.0,5168130700000.0,6634189400000.0,6035242000000.0,6371130000000.0,5984705600000.0,6520555700000.0,5625102700000.0,6101204500000.0,6223162000000.0,6582030000000.0,6624727000000.0,5194525000000.0
2057.0,6290331400000.0,6590325000000.0,5062138500000.0,6584704400000.0,5955891000000.0,6319815000000.0,5962213000000.0,6491458000000.0,5535978000000.0,6030220600000.0,6179872300000.0,6543099000000.0,6590953000000.0,5077946000000.0
2058.0,6277035500000.0,6578920000000.0,4940721000000.0,6563965000000.0,5863010500000.0,6280253000000.0,5938152000000.0,6455439000000.0,5448599000000.0,6000107600000.0,6154834000000.0,6524815000000.0,6552674000000.0,4980660000000.0
2059.0,6249535000000.0,6550517700000.0,4839396300000.0,6536647000000.0,5778155500000.0,6239376400000.0,5901317600000.0,6410321000000.0,5389786000000.0,5931559600000.0,6098881300000.0,6486974000000.0,6524073700000.0,4876802000000.0
2060.0,6220952000000.0,6527426000000.0,4750105000000.0,6508789000000.0,5696624000000.0,6194326400000.0,5857990000000.0,6378495000000.0,5312753000000.0,5902829600000.0,6062413000000.0,6465939600000.0,6514767000000.0,4800279000000.0
2061.0,6175130600000.0,6513631400000.0,4632235500000.0,6485609300000.0,5617256000000.0,6143867400000.0,5802701600000.0,6341948000000.0,5221699300000.0,5834850400000.0,6027310300000.0,6444752600000.0,6476877000000.0,4726544400000.0
2062.0,6148341600000.0,6497041400000.0,4541550400000.0,6444191600000.0,5540786000000.0,6122006600000.0,5752205000000.0,6298918000000.0,5130662000000.0,5782471000000.0,5998021400000.0,6421791400000.0,6449283500000.0,4648342700000.0
2063.0,6111905000000.0,6435358000000.0,4448500000000.0,6413466000000.0,5453646000000.0,6095593500000.0,5693827400000.0,6279457700000.0,5066265700000.0,5739090000000.0,5968160000000.0,6385295700000.0,6441738400000.0,4555233300000.0
2064.0,6072940000000.0,6379978400000.0,4357845200000.0,6362448300000.0,5356327000000.0,6048902000000.0,5655915700000.0,6265835000000.0,4964797000000.0,5664401000000.0,5952311400000.0,6348086400000.0,6384158500000.0,4447914700000.0
2065.0,6037962000000.0,6348151500000.0,4270348800000.0,6351703000000.0,5269473000000.0,5999471000000.0,5604022700000.0,6248715500000.0,4871002000000.0,5584747000000.0,5914295000000.0,6308314000000.0,6352796000000.0,4327206300000.0
2066.0,5984945000000.0,6312888000000.0,4185314000000.0,6313848000000.0,5182415400000.0,5947700000000.0,5533980400000.0,6218614600000.0,4805581000000.0,5545779500000.0,5893774000000.0,6254790400000.0,6325776000000.0,4237028800000.0
2067.0,5932973600000.0,6284538000000.0,4077767600000.0,6280565000000.0,5095978700000.0,5903478700000.0,5500506700000.0,6159624300000.0,4722304000000.0,5472860000000.0,5856536000000.0,6221190400000.0,6288010000000.0,4144250700000.0
2068.0,5887295500000.0,6252724000000.0,3993962000000.0,6236788500000.0,5011361000000.0,5868730400000.0,5464221300000.0,6093862300000.0,4627870000000.0,5420200000000.0,5815466000000.0,6174953400000.0,6229461000000.0,4043497800000.0
2069.0,5829757000000.0,6220880000000.0,3901639400000.0,6216618600000.0,4915084000000.0,5829238000000.0,5426006000000.0,6070024000000.0,4548054000000.0,5357909000000.0,5790353000000.0,6148666000000.0,6208280000000.0,3933998000000.0
2070.0,5770397000000.0,6192987000000.0,3819053800000.0,6179339000000.0,4817137700000.0,5768758700000.0,5371666600000.0,6026676000000.0,4420611300000.0,5326247600000.0,5774154700000.0,6105621600000.0,6190734000000.0,3838264200000.0
2071.0,5718149700000.0,6158438000000.0,3741479900000.0,6145486000000.0,4753306000000.0,5713731000000.0,5347054500000.0,5985906000000.0,4308317500000.0,5292433600000.0,5750099300000.0,6059127700000.0,6172726300000.0,3750492400000.0
2072.0,5645856000000.0,6098991000000.0,3649742000000.0,6094558000000.0,4645549000000.0,5663047000000.0,5318382000000.0,5883025000000.0,4232518800000.0,5245158000000.0,5721449000000.0,6021154600000.0,6139682000000.0,3648776600000.0
2073.0,5591392000000.0,6025765700000.0,3568775500000.0,6035359700000.0,4540063500000.0,5614109500000.0,5294280000000.0,5843703000000.0,4147549000000.0,5180999000000.0,5697544000000.0,5948954000000.0,6114609000000.0,3553970000000.0
2074.0,5537734000000.0,5982763600000.0,3487326500000.0,6001278300000.0,4435857000000.0,5579037700000.0,5262267600000.0,5814957400000.0,4068613600000.0,5127887400000.0,5651600000000.0,5896708000000.0,6095670600000.0,3435501500000.0
2075.0,5470650000000.0,5952929500000.0,3405705400000.0,5957099000000.0,4337330800000.0,5539788000000.0,5227378400000.0,5765991000000.0,3977541800000.0,5057825700000.0,5611017700000.0,5863652700000.0,6065581700000.0,3333782500000.0
2076.0,5406386000000.0,5932230000000.0,3321120000000.0,5904601000000.0,4236592500000.0,5495510300000.0,5198829000000.0,5725715000000.0,3861646000000.0,5020703000000.0,5574909500000.0,5816725000000.0,6012405000000.0,3243369600000.0
2077.0,5358023600000.0,5908143000000.0,3240598700000.0,5872405000000.0,4136510400000.0,5457921400000.0,5175600000000.0,5680476000000.0,3784158200000.0,4978601000000.0,5548551400000.0,5782972000000.0,5958090600000.0,3147715000000.0
2078.0,5315637500000.0,5873461600000.0,3146062200000.0,5835585000000.0,4035161600000.0,5413176000000.0,5131593000000.0,5646043300000.0,3690425200000.0,4934828000000.0,5511658300000.0,5717316000000.0,5936938000000.0,3041634500000.0
2079.0,5248851000000.0,5842178000000.0,3061280700000.0,5791348700000.0,3928968700000.0,5364346000000.0,5093358300000.0,5573120600000.0,3614880600000.0,4840944600000.0,5479926300000.0,5676294000000.0,5907231000000.0,2942017200000.0
2080.0,5186828000000.0,5790195000000.0,2967645500000.0,5756729000000.0,3814156400000.0,5317642400000.0,5067058400000.0,5541217700000.0,3529790500000.0,4794952500000.0,5440814400000.0,5575004400000.0,5850519000000.0,2842676400000.0
2081.0,5121492600000.0,5738894700000.0,2880567200000.0,5731255000000.0,3728934000000.0,5268984000000.0,5029216400000.0,5501641000000.0,3462975700000.0,4733901000000.0,5402467500000.0,5510399500000.0,5823210700000.0,2734217500000.0
2082.0,5086875500000.0,5703532500000.0,2782027300000.0,5691619000000.0,3626893600000.0,5228705300000.0,4987135500000.0,5468015600000.0,3407336000000.0,4680035000000.0,5385420300000.0,5446906000000.0,5809460000000.0,2630750800000.0
2083.0,5047257000000.0,5652245000000.0,2704897000000.0,5661875000000.0,3529537500000.0,5199554400000.0,4953611400000.0,5427627600000.0,3324441800000.0,4636872000000.0,5363351400000.0,5396872300000.0,5797286000000.0,2529277800000.0
2084.0,5007742000000.0,5622858000000.0,2614341700000.0,5608871300000.0,3407517600000.0,5164091600000.0,4926162000000.0,5390487000000.0,3262249000000.0,4589291600000.0,5324812000000.0,5347135700000.0,5764187000000.0,2415894200000.0
2085.0,4973843000000.0,5577815000000.0,2513829400000.0,5562514000000.0,3296973800000.0,5132433000000.0,4893935000000.0,5323489000000.0,3188172500000.0,4537002000000.0,5292454000000.0,5284530500000.0,5734931600000.0,2297914000000.0
2086.0,4916231300000.0,5547934000000.0,2422754800000.0,5524368700000.0,3198544200000.0,5091465600000.0,4865292000000.0,5300740400000.0,3115145200000.0,4488154000000.0,5243046000000.0,5251427000000.0,5697998000000.0,2187159700000.0
2087.0,4869436500000.0,5497655000000.0,2335322000000.0,5463135000000.0,3094508000000.0,5046955700000.0,4830843000000.0,5257577000000.0,3040694500000.0,4418468000000.0,5212152000000.0,5166562500000.0,5670864700000.0,2096901400000.0
2088.0,4818830600000.0,5463314000000.0,2256484000000.0,5422441300000.0,2999305400000.0,4998663500000.0,4784515000000.0,5225611500000.0,2963252400000.0,4363010000000.0,5184837000000.0,5132618600000.0,5662203000000.0,2002321700000.0
2089.0,4777388000000.0,5428977600000.0,2168159300000.0,5386040500000.0,2904141600000.0,4954052000000.0,4740760500000.0,5177019500000.0,2888575500000.0,4301893400000.0,5159568500000.0,5096471500000.0,5641546500000.0,1914556600000.0
2090.0,4732178000000.0,5390660500000.0,2066915000000.0,5326814000000.0,2798624200000.0,4913476700000.0,4666840600000.0,5136221500000.0,2827399000000.0,4231277600000.0,5118982400000.0,5043737000000.0,5608594500000.0,1828935200000.0
2091.0,4689915000000.0,5358536000000.0,1976315400000.0,5290586000000.0,2718010700000.0,4900745400000.0,4638917500000.0,5121103000000.0,2753109000000.0,4140923000000.0,5076938700000.0,4998005000000.0,5564746700000.0,1749798000000.0
2092.0,4642649400000.0,5335399500000.0,1881908700000.0,5263303600000.0,2627929400000.0,4860577000000.0,4578775000000.0,5065397000000.0,2712049300000.0,4118670700000.0,5040785000000.0,4950050500000.0,5542409400000.0,1673496500000.0
2093.0,4599753700000.0,5302207400000.0,1792218200000.0,5215867000000.0,2520580400000.0,4824889300000.0,4509459300000.0,5045711500000.0,2641624000000.0,4070612000000.0,5019763000000.0,4890533000000.0,5500119000000.0,1600378900000.0
2094.0,4562815500000.0,5278928500000.0,1710456400000.0,5184307600000.0,2416001000000.0,4780231000000.0,4419634000000.0,5018415500000.0,2599635400000.0,4031301300000.0,4977568000000.0,4844396000000.0,5479971400000.0,1526977100000.0
2095.0,4519781000000.0,5204853400000.0,1628094500000.0,5137629000000.0,2321476500000.0,4731807000000.0,4353769300000.0,4957625400000.0,2561399300000.0,3978511800000.0,4921049000000.0,4801754000000.0,5445164500000.0,1465094800000.0
2096.0,4482871600000.0,5165055000000.0,1547713400000.0,5112196500000.0,2221940700000.0,4699578700000.0,4321544500000.0,4906625000000.0,2509220600000.0,3915884500000.0,4890802000000.0,4762513000000.0,5425514000000.0,1401257100000.0
2097.0,4433123000000.0,5133116600000.0,1466000600000.0,5066928000000.0,2126278600000.0,4662266700000.0,4270661800000.0,4876783300000.0,2472815600000.0,3873505800000.0,4866993000000.0,4708998600000.0,5394575000000.0,1337653200000.0
2098.0,4374343200000.0,5099518000000.0,1408036900000.0,5032482000000.0,2031620600000.0,4616177000000.0,4219163400000.0,4844679600000.0,2439493700000.0,3816752400000.0,4851389400000.0,4667530000000.0,5372547000000.0,1265482900000.0
2099.0,4341880000000.0,5055069000000.0,1326348500000.0,4992701000000.0,1945295800000.0,4572111000000.0,4167434500000.0,4798117000000.0,2386658900000.0,3778849300000.0,4823498400000.0,4601921700000.0,5347332000000.0,1191419000000.0
2100.0,4305437600000.0,4999872000000.0,1253808800000.0,4954326600000.0,1859694000000.0,4532295700000.0,4132346300000.0,4769200000000.0,2342676600000.0,3717129300000.0,4794530400000.0,4507604000000.0,5319653600000.0,1120551400000.0
