time,IPSL-CM6A-LR,MRI-ESM2-0,CESM2-WACCM,CANESM5,ACCESS-ESM1-5,ACCESS-CM2
2036.0,44589548000.0,42776790000.0,43737293000.0,39907870000.0,42451870000.0,43072440000.0
2037.0,44205335000.0,42267062000.0,43353160000.0,38954430000.0,41951840000.0,42641674000.0
2038.0,43795890000.0,41681363000.0,42872103000.0,38098186000.0,41258890000.0,42059040000.0
2039.0,43093017000.0,40933986000.0,42351063000.0,37144236000.0,40772387000.0,41503457000.0
2040.0,42516533000.0,40408383000.0,41784877000.0,36418916000.0,40094495000.0,41009890000.0
2041.0,41913147000.0,39801623000.0,41169160000.0,35476107000.0,39373580000.0,40500564000.0
2042.0,41362870000.0,39344930000.0,40752030000.0,34530103000.0,38679570000.0,39964475000.0
2043.0,40767850000.0,38627557000.0,40089563000.0,33558219000.0,37880517000.0,39257260000.0
2044.0,40050364000.0,37987130000.0,39460946000.0,32470884000.0,37116682000.0,38646596000.0
2045.0,39315090000.0,37305080000.0,38843520000.0,31735026000.0,36410716000.0,37968640000.0
2046.0,38702404000.0,36578010000.0,38274260000.0,30769162000.0,36069240000.0,37334213000.0
2047.0,37953310000.0,35856030000.0,37468643000.0,29720156000.0,35187114000.0,36364567000.0
2048.0,37199282000.0,35233650000.0,36957430000.0,28704900000.0,34196603000.0,35703520000.0
2049.0,36193374000.0,34487480000.0,36321280000.0,27602735000.0,33343384000.0,35051450000.0
2050.0,35136565000.0,33816752000.0,35669066000.0,26654904000.0,32711842000.0,34271130000.0
2051.0,34113153000.0,33155721000.0,35042920000.0,25846845000.0,32037222000.0,33458799000.0
2052.0,33261892000.0,32496454000.0,34188478000.0,24834707000.0,31341466000.0,32667646000.0
2053.0,32295508000.0,31725263000.0,33377309000.0,23873966000.0,30622840000.0,32062628000.0
2054.0,31245480000.0,31274540000.0,32917416000.0,22925447000.0,29929515000.0,31483200000.0
2055.0,30243758000.0,30520232000.0,31992513000.0,22016406000.0,29217735000.0,30664260000.0
2056.0,29285749000.0,29910049000.0,31229520000.0,21280612000.0,28648526000.0,29876064000.0
2057.0,28333520000.0,29202520000.0,30754040000.0,20290943000.0,27955650000.0,29362651000.0
2058.0,27538528000.0,28548758000.0,29939830000.0,19482542000.0,27297390000.0,28492364000.0
2059.0,26614931000.0,27859958000.0,29098529000.0,18658880000.0,26602512000.0,27753615000.0
2060.0,25758441000.0,27205440000.0,28425730000.0,17912816000.0,26001232000.0,27120785000.0
2061.0,25074133000.0,26535510000.0,27603675000.0,17165850000.0,25365203000.0,26361418000.0
2062.0,24352895000.0,25815940000.0,26932912000.0,16477015000.0,24615393000.0,25584798000.0
2063.0,23602450000.0,25149850000.0,26342736000.0,15955332000.0,24041038000.0,24919497000.0
2064.0,22924554000.0,24406827000.0,25637250000.0,15263216000.0,23455865000.0,24346090000.0
2065.0,22219008000.0,23919570000.0,25086829000.0,14642887000.0,22808971000.0,23490505000.0
2066.0,21534646000.0,23357297000.0,24598362000.0,13955399000.0,22136558000.0,22724383000.0
2067.0,20894683000.0,22837799000.0,23854848000.0,13322054000.0,21387002000.0,22116899000.0
2068.0,20218524000.0,22160024000.0,23180870000.0,12746192000.0,20816818000.0,21320432000.0
2069.0,19597970000.0,21687670000.0,22642115000.0,12009887000.0,20240200000.0,20689854000.0
2070.0,18937256000.0,21124311000.0,22016676000.0,11336376000.0,19614011000.0,20021453000.0
2071.0,18329463000.0,20576640000.0,21419176000.0,10679982000.0,18985250000.0,19376173000.0
2072.0,17737568000.0,20057770000.0,20861743000.0,10099086000.0,18368152000.0,18796920000.0
2073.0,17155863000.0,19636677000.0,20290960000.0,9540608000.0,17751261000.0,18158756000.0
2074.0,16607217000.0,19192210000.0,19708975000.0,9073665000.0,17200103000.0,17585793000.0
2075.0,16032315000.0,18697884000.0,19143252000.0,8529016300.0,16640156000.0,17123315000.0
2076.0,15435116000.0,18094901000.0,18602093000.0,8065401300.0,16007484000.0,16564297000.0
2077.0,14899373000.0,17677523000.0,18106958000.0,7619194400.0,15494235000.0,16064310000.0
2078.0,14402028000.0,17191303000.0,17506068000.0,7231522000.0,15042168000.0,15537577000.0
2079.0,13841082000.0,16674960000.0,17006963000.0,6842935000.0,14487566000.0,15055117000.0
2080.0,13308609000.0,16247387000.0,16535955000.0,6469943000.0,13958374000.0,14612441000.0
2081.0,12838722000.0,15825431000.0,16147579000.0,6208991700.0,13528084000.0,14087003000.0
2082.0,12306434000.0,15422089000.0,15580786000.0,5864716300.0,13033404000.0,13638286000.0
2083.0,11824938000.0,15115710000.0,15027506000.0,5532279300.0,12631041000.0,13157383000.0
2084.0,11381060000.0,14621289000.0,14582702000.0,5247255600.0,12217229000.0,12702671000.0
2085.0,10969842000.0,14243281000.0,14175085000.0,4950098000.0,11854418000.0,12323704000.0
2086.0,10550802000.0,13850935000.0,13749564000.0,4747939000.0,11494176000.0,11771088000.0
2087.0,10181294000.0,13492937000.0,13313377000.0,4495812600.0,11200384000.0,11407028000.0
2088.0,9749719000.0,13186493000.0,12988830000.0,4288793600.0,10855702000.0,11072922000.0
2089.0,9438905000.0,12844476000.0,12676857000.0,4089648400.0,10527819000.0,10725846000.0
2090.0,9125513000.0,12559145000.0,12271558000.0,3896838100.0,10193549000.0,10344543000.0
2091.0,8748343000.0,12285115000.0,11873227000.0,3660535000.0,9930078000.0,9996100000.0
2092.0,8340791300.0,11993426000.0,11568877000.0,3505220400.0,9693968000.0,9647075000.0
2093.0,7993391000.0,11659075000.0,11144692000.0,3362982000.0,9373893000.0,9221597000.0
2094.0,7676621000.0,11366402000.0,10865616000.0,3219345000.0,9067850000.0,8922087000.0
2095.0,7262429000.0,11015759000.0,10540837000.0,3068503600.0,8819397000.0,8628483000.0
2096.0,6815750000.0,10669801000.0,10192095000.0,2932531000.0,8543276500.0,8256538000.0
2097.0,6440541000.0,10377612000.0,9904430000.0,2815159300.0,8303905000.0,7960737000.0
2098.0,6062603300.0,10014742000.0,9561900000.0,2681600500.0,8048265000.0,7541697500.0
2099.0,5678610400.0,9634603000.0,9235073000.0,2566145500.0,7785920500.0,7166424600.0
2100.0,5364180500.0,9348335000.0,8912051000.0,2456413000.0,7536691000.0,6641106000.0
2101.0,5083646500.0,9072572000.0,8595266000.0,2372451600.0,7282114600.0,6261674000.0
2102.0,4767774700.0,8761550000.0,8300828000.0,2321594000.0,7054115300.0,5806941000.0
2103.0,4452999700.0,8471254000.0,8011578400.0,2153958700.0,6762816500.0,5397989000.0
2104.0,4184431900.0,8128416300.0,7690465300.0,2075255600.0,6430783500.0,5033480700.0
2105.0,3913455000.0,7838082000.0,7439573000.0,1973708800.0,6138604500.0,4728742000.0
2106.0,3660775200.0,7516709000.0,7114807000.0,1933157400.0,5830482000.0,4348715500.0
2107.0,3416943000.0,7231960600.0,6773383000.0,1848811800.0,5530996000.0,4081130000.0
2108.0,3217212000.0,6947351600.0,6437724700.0,1796670300.0,5185187300.0,3732096300.0
2109.0,3017962500.0,6615281700.0,6093192700.0,1733482800.0,4873735700.0,3434847200.0
2110.0,2842483500.0,6351845400.0,5826868700.0,1660009100.0,4599170600.0,3094750700.0
2111.0,2693540400.0,6162608600.0,5596066300.0,1636680100.0,4434165000.0,2798822100.0
2112.0,2569106400.0,5949714400.0,5377280000.0,1605880700.0,4158713600.0,2588688400.0
2113.0,2420087000.0,5727307300.0,5159621000.0,1543774100.0,4011528700.0,2413130000.0
2114.0,2290206200.0,5529424400.0,4915098000.0,1509094100.0,3803575000.0,2230201600.0
2115.0,2193900300.0,5331117000.0,4696113000.0,1428527100.0,3633721600.0,2048095200.0
2116.0,2099985700.0,5123362300.0,4450487000.0,1405110400.0,3394826200.0,1848115000.0
2117.0,2007359100.0,4920376000.0,4247542500.0,1364633300.0,3230506800.0,1676090100.0
2118.0,1941969700.0,4702837000.0,3944754700.0,1311799700.0,3029182700.0,1522871700.0
2119.0,1897570700.0,4491736600.0,3720555300.0,1292722400.0,2863896800.0,1386859800.0
2120.0,1832396500.0,4296308000.0,3574885400.0,1272256900.0,2683917600.0,1302782100.0
2121.0,1783964900.0,4182559500.0,3363460600.0,1184819100.0,2568938200.0,1209675900.0
2122.0,1724204400.0,4056803300.0,3219147300.0,1171983500.0,2456276500.0,1113712900.0
2123.0,1653152300.0,3916643300.0,3037365500.0,1148688500.0,2325522200.0,1038075100.0
2124.0,1605145100.0,3751530500.0,2859615700.0,1123431700.0,2191537700.0,969778400.0
2125.0,1545368300.0,3611929000.0,2710178600.0,1078817500.0,2093500000.0,921264300.0
2126.0,1493527600.0,3432198400.0,2573267500.0,975343500.0,1987364700.0,861096450.0
2127.0,1439501600.0,3257999000.0,2426781200.0,964825700.0,1874249500.0,765665660.0
2128.0,1378049200.0,3098193000.0,2331638300.0,952828540.0,1808541800.0,714684160.0
2129.0,1282051300.0,2973626600.0,2254927000.0,939263400.0,1750150500.0,684088600.0
2130.0,1221008000.0,2861213400.0,2179854800.0,922019300.0,1676833000.0,638228000.0
2131.0,1194259600.0,2746414600.0,2091344000.0,909337500.0,1583295600.0,612042000.0
2132.0,1086182700.0,2642850000.0,2012457100.0,895241700.0,1520291600.0,585287500.0
2133.0,995187800.0,2562111000.0,1877707100.0,878081540.0,1469684900.0,552817600.0
2134.0,897768960.0,2483246300.0,1787777300.0,845293300.0,1380955800.0,524259970.0
2135.0,837036000.0,2397174300.0,1697592300.0,821188100.0,1351179000.0,486315360.0
2136.0,771644100.0,2305325300.0,1637419300.0,780992640.0,1310780700.0,468942180.0
2137.0,729795700.0,2229376500.0,1546102000.0,748386200.0,1275391700.0,449966600.0
2138.0,689837630.0,2126456200.0,1508904300.0,799653100.0,1242973200.0,434164380.0
2139.0,638701250.0,2057890600.0,1461795000.0,740558140.0,1197967100.0,399957200.0
2140.0,594010400.0,2010975000.0,1418200200.0,725863500.0,1130297100.0,382417200.0
2141.0,542361300.0,1954933900.0,1383174700.0,721048960.0,1102046000.0,374403300.0
2142.0,508414270.0,1892886100.0,1347511700.0,707743600.0,1054188700.0,365054300.0
2143.0,414353200.0,1831141500.0,1334318800.0,706080960.0,1005030000.0,335357980.0
2144.0,344582340.0,1758533200.0,1236900600.0,699279800.0,965121000.0,327567360.0
2145.0,306863870.0,1709363700.0,1201640400.0,695247740.0,939298100.0,315419500.0
2146.0,282188600.0,1634251100.0,1166327600.0,655036350.0,914345150.0,302320700.0
2147.0,266804780.0,1529678800.0,1087004500.0,648256900.0,873935550.0,287169340.0
2148.0,254852980.0,1478423300.0,1061674800.0,632930600.0,846248960.0,283126900.0
2149.0,224157540.0,1426829200.0,1034081400.0,606349200.0,811876740.0,269467040.0
2150.0,216336320.0,1368568800.0,989628540.0,595510700.0,779949600.0,263410480.0
2151.0,191063650.0,1343940500.0,956154800.0,587974300.0,745136830.0,240258020.0
2152.0,183847070.0,1310822700.0,956489340.0,585922050.0,728854140.0,229265090.0
2153.0,168903780.0,1271188900.0,924656800.0,573330050.0,716243700.0,224697200.0
2154.0,166592860.0,1226296000.0,906215940.0,566195840.0,676296100.0,220352600.0
2155.0,146391300.0,1188794200.0,890436800.0,564730300.0,660447200.0,203263440.0
2156.0,140154380.0,1130994200.0,866960600.0,565045400.0,644559550.0,199762020.0
2157.0,135343460.0,1118803200.0,854987650.0,547102460.0,612159600.0,198109900.0
2158.0,132314530.0,1067906370.0,837013950.0,541695600.0,590621600.0,187159650.0
2159.0,123689790.0,1042028600.0,824975550.0,533066270.0,572095700.0,174256100.0
2160.0,116529910.0,1001607500.0,810408500.0,494881440.0,559010200.0,165485900.0
2161.0,108279730.0,989183360.0,800074400.0,492342500.0,531434050.0,163338300.0
2162.0,93629400.0,956376500.0,789851200.0,489696450.0,523123400.0,161236700.0
2163.0,92957930.0,933784400.0,777518900.0,487179330.0,515767940.0,159383070.0
2164.0,87170090.0,904195600.0,779523200.0,484129760.0,502578340.0,155248960.0
2165.0,85792430.0,896644740.0,757329400.0,469883260.0,483713920.0,152988670.0
2166.0,86769340.0,873023200.0,754804700.0,467639600.0,476419550.0,148021100.0
2167.0,83106216.0,866823800.0,741874940.0,472261380.0,472245760.0,138768180.0
2168.0,80928430.0,855586900.0,727504900.0,462768960.0,453537120.0,128643540.0
2169.0,75220880.0,833311600.0,719956350.0,454564900.0,447075740.0,125142430.0
2170.0,71736540.0,817533250.0,688127400.0,450693700.0,437122800.0,123006140.0
2171.0,75578320.0,814251260.0,682744700.0,442369600.0,426846850.0,120463020.0
2172.0,70199700.0,801872700.0,676741600.0,445679100.0,421636930.0,119228080.0
2173.0,66382756.0,756544400.0,656535200.0,441410940.0,415443600.0,118646536.0
2174.0,65867844.0,751860100.0,633059840.0,429054660.0,406628960.0,117788610.0
2175.0,61640656.0,706770240.0,644894500.0,421654600.0,402458620.0,116943870.0
2176.0,61455476.0,694815550.0,627934140.0,419102000.0,390863000.0,116389370.0
2177.0,58661308.0,684876300.0,595000700.0,412757000.0,375636580.0,116001010.0
2178.0,58194124.0,672387460.0,590263800.0,403127070.0,372736860.0,111954370.0
2179.0,57607240.0,668489800.0,587552600.0,397228260.0,363493500.0,106289650.0
2180.0,59109276.0,652128700.0,557130800.0,395526800.0,357745570.0,102845736.0
2181.0,56351980.0,645533800.0,552853600.0,394210980.0,354771230.0,102488900.0
2182.0,55594692.0,608115000.0,547637400.0,393519070.0,347715260.0,100221060.0
2183.0,47133584.0,604820900.0,544319800.0,393379460.0,318595520.0,91699250.0
2184.0,46833810.0,596496900.0,539122700.0,389809700.0,315196800.0,90936240.0
2185.0,46590840.0,571530750.0,546343300.0,390562620.0,298832700.0,87554970.0
2186.0,40372444.0,566689700.0,531910720.0,392816000.0,292883400.0,84563470.0
2187.0,38624964.0,548466800.0,523166500.0,386361400.0,290624900.0,84450510.0
2188.0,38164292.0,544004500.0,519344830.0,384247500.0,284909920.0,83579030.0
2189.0,36991704.0,572860100.0,515428960.0,379868450.0,272971500.0,86121180.0
2190.0,36988764.0,536322880.0,511836670.0,393404100.0,270570980.0,83021656.0
2191.0,36851588.0,546735300.0,510297700.0,380634900.0,260854260.0,80661750.0
2192.0,37593440.0,527055780.0,509221860.0,370791040.0,259810430.0,79098824.0
2193.0,36739130.0,513769340.0,507403870.0,370239200.0,255382460.0,74594664.0
2194.0,36681416.0,512073600.0,500132600.0,380383550.0,251512720.0,70502690.0
2195.0,34918136.0,510444600.0,495884060.0,361407870.0,249622620.0,68616970.0
2196.0,34436584.0,507036220.0,487682020.0,356708540.0,244516600.0,65652670.0
2197.0,34174780.0,502017920.0,481329700.0,355914000.0,241906610.0,64958852.0
2198.0,36599276.0,506411900.0,468860800.0,332394500.0,239765310.0,54898804.0
2199.0,34080040.0,493687740.0,469578240.0,320731200.0,243105630.0,54592790.0
2200.0,26010060.0,491195260.0,465008160.0,315203330.0,237966990.0,53234830.0
2201.0,23370670.0,489244000.0,453924350.0,311580480.0,232679340.0,53181044.0
2202.0,22185644.0,486525060.0,448465860.0,320173920.0,227697220.0,52719940.0
2203.0,31019004.0,477026980.0,439251780.0,310566000.0,224503200.0,52635940.0
2204.0,22177262.0,476823330.0,430357950.0,308791170.0,223331400.0,51935716.0
2205.0,22162832.0,470277820.0,417845500.0,308721380.0,219082270.0,53173828.0
2206.0,22154978.0,464615170.0,417948800.0,309729920.0,218640580.0,51834710.0
2207.0,22148506.0,461598400.0,385841760.0,306865340.0,216849470.0,56922360.0
2208.0,21997228.0,479709380.0,383381860.0,305503600.0,216450200.0,51823556.0
2209.0,29110790.0,456574820.0,379383300.0,304983040.0,202162370.0,49572290.0
2210.0,22493556.0,446950240.0,373455100.0,302838400.0,196439460.0,49539150.0
2211.0,22435026.0,447976450.0,364107970.0,302091070.0,196132340.0,49491036.0
2212.0,20697384.0,443164740.0,358712300.0,301450430.0,194217420.0,49427644.0
2213.0,20171730.0,441514430.0,356280600.0,300802180.0,181874050.0,49404056.0
2214.0,27993734.0,440740900.0,351863680.0,300453380.0,182012270.0,46890324.0
2215.0,24116990.0,440384160.0,340578780.0,300011940.0,180325000.0,46463776.0
2216.0,24107920.0,437620770.0,327137860.0,300072260.0,175017020.0,45787500.0
2217.0,20596140.0,435853340.0,310446940.0,300143740.0,173476480.0,43403064.0
2218.0,19981546.0,436531230.0,298437440.0,300053700.0,172983780.0,43254890.0
2219.0,19971964.0,432144220.0,297778180.0,298659140.0,171727120.0,43246748.0
2220.0,19960934.0,430137600.0,290855600.0,298620900.0,170822240.0,43058116.0
2221.0,19950054.0,429375650.0,288349980.0,298179600.0,170379550.0,43054316.0
2222.0,19937612.0,421665800.0,287141440.0,296901500.0,163096580.0,42961560.0
2223.0,19930712.0,422008400.0,282364830.0,297651840.0,160476720.0,43133572.0
2224.0,19880912.0,413236350.0,279097280.0,293820200.0,154953660.0,32826178.0
2225.0,21637032.0,418081100.0,279246050.0,292247230.0,154159150.0,32823128.0
2226.0,12371528.0,411230560.0,273127100.0,292024740.0,154091650.0,32813176.0
2227.0,12371134.0,411074530.0,272416700.0,290828450.0,153652020.0,32773608.0
2228.0,12360100.0,408226700.0,272199600.0,283099650.0,153264800.0,32588092.0
2229.0,12359904.0,407791800.0,271046800.0,285296700.0,153180780.0,30373178.0
2230.0,12360181.0,405513700.0,266774050.0,286637570.0,152374100.0,29097380.0
2231.0,12356802.0,405277020.0,259254370.0,283368830.0,150884020.0,29016954.0
2232.0,12356487.0,413865470.0,259654460.0,285727040.0,147051890.0,27617150.0
2233.0,12207729.0,399422000.0,258484670.0,284121180.0,144567250.0,27593670.0
2234.0,10807321.0,369279520.0,243155070.0,291874940.0,143322940.0,30545974.0
2235.0,10803903.0,373072900.0,242850480.0,288403420.0,142440670.0,27566010.0
2236.0,10801752.0,351853660.0,241267310.0,284711200.0,140872180.0,30447494.0
2237.0,10806709.0,351925800.0,244260000.0,285827040.0,137651490.0,27390968.0
2238.0,10804135.0,351151230.0,240766270.0,282958620.0,135360000.0,27377986.0
2239.0,10160471.0,352280400.0,234567000.0,282585100.0,134895900.0,27365270.0
2240.0,10160968.0,351226900.0,227938200.0,280563550.0,133330000.0,27352106.0
2241.0,10168413.0,349389980.0,226207760.0,270558560.0,134131370.0,29069208.0
2242.0,10163164.0,363517440.0,232003660.0,270888420.0,132455340.0,27306928.0
2243.0,10159865.0,349768540.0,224411220.0,270201180.0,131607370.0,30245652.0
2244.0,10155599.0,346167000.0,229144130.0,270569340.0,131511230.0,27229680.0
2245.0,10153154.0,345431360.0,219524770.0,267139780.0,132814584.0,27243918.0
2246.0,10149120.0,347190980.0,220383650.0,270159140.0,130837300.0,27072366.0
2247.0,10144992.0,344479870.0,219199780.0,269530940.0,130731260.0,26992954.0
2248.0,10141048.0,345205700.0,215630660.0,266915200.0,130426100.0,26992198.0
2249.0,10137070.0,342061950.0,213407970.0,268300740.0,129177816.0,31865852.0
2250.0,10133505.0,332420860.0,212952670.0,271603800.0,129487496.0,29291780.0
2251.0,11293471.0,331000420.0,213928160.0,267058340.0,128411730.0,26298064.0
2252.0,10140238.0,332334880.0,212907550.0,269309380.0,118755176.0,26280748.0
2253.0,10143091.0,331099360.0,212018200.0,267157180.0,115854400.0,26277536.0
2254.0,10141778.0,327281660.0,212024340.0,279585500.0,116538190.0,35511236.0
2255.0,10137453.0,319584740.0,209653650.0,266272030.0,115313380.0,32516376.0
2256.0,10136624.0,318660320.0,219845170.0,265670660.0,115052020.0,33359388.0
2257.0,11293493.0,319969440.0,203868200.0,265713440.0,114315064.0,31322206.0
2258.0,10775064.0,317701440.0,199127400.0,265556590.0,114230870.0,30784778.0
2259.0,16367559.0,321269200.0,198704100.0,265623900.0,114320830.0,28986424.0
2260.0,12561528.0,317669440.0,197487760.0,265586980.0,114210610.0,27281050.0
2261.0,10779646.0,316750980.0,197126670.0,265394240.0,113856070.0,26590284.0
2262.0,10781535.0,316635680.0,196430670.0,265193540.0,117895420.0,24879840.0
2263.0,10776244.0,316511000.0,195588480.0,264912220.0,116923896.0,28178484.0
2264.0,6562062.5,321906530.0,187411900.0,264198370.0,113085730.0,26482500.0
2265.0,6558598.0,334568670.0,194767780.0,264088720.0,112560360.0,24763862.0
2266.0,6558387.0,321625700.0,202210910.0,263911200.0,109649610.0,26513534.0
2267.0,6554797.5,312960580.0,188274370.0,259328830.0,115619970.0,28459844.0
2268.0,6550107.5,311836500.0,186799150.0,257543260.0,109752370.0,24761822.0
2269.0,6550807.5,301196640.0,185302750.0,257442980.0,109538590.0,24756274.0
2270.0,17289580.0,309751900.0,185373420.0,257537490.0,109788296.0,24746022.0
2271.0,7199663.0,302837060.0,183464400.0,256715100.0,109314216.0,28644740.0
2272.0,7200437.0,316784350.0,173858290.0,256351550.0,109153976.0,28438764.0
2273.0,6555542.5,319246270.0,173434940.0,249131100.0,110884050.0,24731136.0
2274.0,6552043.5,318471600.0,174160530.0,248906240.0,109147020.0,24728174.0
2275.0,19895216.0,402681440.0,173700670.0,248846720.0,110362270.0,24726894.0
2276.0,14789456.0,317010500.0,172845000.0,248558620.0,109889710.0,24718110.0
2277.0,7203476.5,341652030.0,172656660.0,248497900.0,109439830.0,24485174.0
2278.0,6559754.5,313453440.0,168938800.0,248709700.0,121305340.0,24477644.0
2279.0,6554897.5,355169060.0,169338820.0,249415980.0,109461710.0,24804046.0
2280.0,9249291.0,314892380.0,175450200.0,247117860.0,105839064.0,20760062.0
2281.0,6517859.0,312300260.0,168011920.0,246980100.0,104683210.0,20772316.0
2282.0,5879114.5,314146700.0,168812300.0,253813760.0,99448110.0,24244484.0
2283.0,5871473.0,313607870.0,167927660.0,249207220.0,98954820.0,20773194.0
2284.0,5869860.0,308174240.0,167427250.0,247520540.0,115087370.0,24988272.0
2285.0,12327876.0,291277760.0,168015100.0,251057870.0,109386710.0,20782226.0
2286.0,7033454.0,289335650.0,166756030.0,251125390.0,109877700.0,29486788.0
2287.0,6510532.0,291818940.0,166137570.0,248728450.0,102814970.0,27608974.0
2288.0,5867207.0,321666400.0,176963580.0,250330700.0,121999060.0,20724998.0
2289.0,8293950.0,372618500.0,171856960.0,258752800.0,114663270.0,22529658.0
2290.0,5868455.0,351544500.0,167147040.0,251615490.0,106605300.0,20716536.0
2291.0,5867387.5,318330620.0,165441140.0,252445700.0,100309330.0,22425364.0
2292.0,5866250.0,324224160.0,172853680.0,247806060.0,100097020.0,20764326.0
2293.0,5864380.0,330476500.0,166899460.0,250987520.0,106024420.0,20697422.0
2294.0,5340392.5,326354800.0,167277060.0,247258270.0,108465680.0,20694144.0
2295.0,5339319.5,322166370.0,165469600.0,246979300.0,100031440.0,19425162.0
2296.0,5337306.5,308163780.0,165286100.0,246916960.0,119720910.0,19565988.0
2297.0,5330284.5,293125060.0,164895900.0,246887970.0,111152540.0,19186292.0
2298.0,6370109.5,292737730.0,165063520.0,246810670.0,108495380.0,19181628.0
2299.0,5326944.0,313546980.0,164617140.0,246591300.0,105140420.0,19173852.0
2300.0,5318856.0,344337760.0,179802400.0,246967660.0,102909620.0,19175136.0
