time,ACCESS-ESM1-5,CANESM5,ACCESS-CM2,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0
2036.0,43429020000.0,41561070000.0,42885394000.0,44934152000.0,43958387000.0,43339174000.0
2037.0,42973962000.0,41568973000.0,42289690000.0,44691833000.0,43774095000.0,42931380000.0
2038.0,42500338000.0,40607064000.0,41834360000.0,44270830000.0,43380576000.0,42442203000.0
2039.0,42231812000.0,40103360000.0,41399902000.0,44020163000.0,42914490000.0,42073870000.0
2040.0,41675710000.0,39248458000.0,40779825000.0,43382313000.0,42471120000.0,41455075000.0
2041.0,41079020000.0,38525970000.0,40234430000.0,43027087000.0,42207030000.0,40953320000.0
2042.0,40650113000.0,37871948000.0,39738536000.0,42881667000.0,41719325000.0,40530088000.0
2043.0,40094380000.0,37189493000.0,39243580000.0,42426760000.0,41146970000.0,40046105000.0
2044.0,39493386000.0,36617100000.0,38640247000.0,42204840000.0,41531572000.0,39585264000.0
2045.0,38933045000.0,35759160000.0,38017590000.0,41624965000.0,40426648000.0,39150180000.0
2046.0,38516760000.0,35022864000.0,37532668000.0,41178108000.0,39900320000.0,38629913000.0
2047.0,37979087000.0,34334052000.0,36802900000.0,40738130000.0,39513850000.0,38141407000.0
2048.0,37549855000.0,33611002000.0,36330120000.0,40351744000.0,39123590000.0,37696106000.0
2049.0,36836233000.0,33001169000.0,35875504000.0,39864380000.0,38695715000.0,37167350000.0
2050.0,36316692000.0,32355099000.0,35174410000.0,39377220000.0,38362984000.0,36626403000.0
2051.0,35816976000.0,31667167000.0,34505576000.0,38811380000.0,38033834000.0,36150694000.0
2052.0,35214700000.0,31206707000.0,34197537000.0,38651785000.0,37619802000.0,35679314000.0
2053.0,34537628000.0,30577873000.0,33584357000.0,38260060000.0,37138210000.0,35241690000.0
2054.0,34035597000.0,29931260000.0,33079530000.0,37756780000.0,36813152000.0,34802754000.0
2055.0,33601360000.0,29420950000.0,32443410000.0,37280223000.0,36523770000.0,34331333000.0
2056.0,32992150000.0,28837493000.0,31838753000.0,36780884000.0,36063160000.0,34010706000.0
2057.0,32632190000.0,28384403000.0,31325913000.0,36245640000.0,35535938000.0,33401817000.0
2058.0,32119458000.0,27817556000.0,30712545000.0,35653040000.0,35351343000.0,32923345000.0
2059.0,31733516000.0,27252580000.0,30149591000.0,35215310000.0,34797950000.0,32490117000.0
2060.0,31267336000.0,26632892000.0,29845987000.0,34623900000.0,34308123000.0,32045169000.0
2061.0,30758574000.0,26293457000.0,29296943000.0,33926515000.0,34235621000.0,31642438000.0
2062.0,30453360000.0,26213736000.0,28786890000.0,33178345000.0,33565430000.0,31302883000.0
2063.0,29969953000.0,25563144000.0,28288565000.0,32662188000.0,33169037000.0,30753032000.0
2064.0,29663269000.0,25182616000.0,27856337000.0,31983227000.0,33149798000.0,30540810000.0
2065.0,29136802000.0,24694895000.0,27518376000.0,31394904000.0,32698546000.0,30089548000.0
2066.0,28737233000.0,24509637000.0,26982201000.0,30828505000.0,32675920000.0,29641957000.0
2067.0,28586168000.0,24011596000.0,26492471000.0,30123090000.0,31979954000.0,29398847000.0
2068.0,28413817000.0,23527490000.0,26146060000.0,29607094000.0,31892400000.0,29371228000.0
2069.0,27778294000.0,23432284000.0,25673750000.0,29100558000.0,31664155000.0,28911614000.0
2070.0,27389456000.0,23116556000.0,25181640000.0,28557425000.0,31194472000.0,29711403000.0
2071.0,26924415000.0,23153136000.0,24901250000.0,28007365000.0,30794875000.0,28436398000.0
2072.0,26596352000.0,22482672000.0,24522121000.0,27429425000.0,30380829000.0,28971506000.0
2073.0,26287933000.0,22246828000.0,24164106000.0,27008494000.0,30178753000.0,28423911000.0
2074.0,26003788000.0,21784642000.0,23766622000.0,26633085000.0,29779520000.0,27701045000.0
2075.0,25830994000.0,21421597000.0,23443845000.0,26339252000.0,29418824000.0,27755657000.0
2076.0,25352235000.0,21910387000.0,23301702000.0,26385844000.0,29268724000.0,27044174000.0
2077.0,25056135000.0,21454518000.0,22955530000.0,25636290000.0,29006236000.0,28122140000.0
2078.0,24762980000.0,20901112000.0,22684336000.0,25236658000.0,29087520000.0,26907500000.0
2079.0,24524351000.0,20584665000.0,22455320000.0,25150358000.0,28662686000.0,26706582000.0
2080.0,24187165000.0,20267321000.0,22193168000.0,24673833000.0,28357670000.0,26256902000.0
2081.0,24115384000.0,20079157000.0,21792815000.0,24523297000.0,28114213000.0,26986947000.0
2082.0,24089907000.0,20012945000.0,21560308000.0,24165067000.0,27983960000.0,26166856000.0
2083.0,23850678000.0,19628747000.0,21660068000.0,24295170000.0,27605410000.0,25666220000.0
2084.0,23628070000.0,19341079000.0,21096636000.0,23861758000.0,27857785000.0,25677707000.0
2085.0,23218643000.0,19174797000.0,20858513000.0,23448834000.0,27373537000.0,25721730000.0
2086.0,23130474000.0,20792193000.0,20607120000.0,23140596000.0,28114379000.0,25408283000.0
2087.0,22755790000.0,20151652000.0,20318951000.0,22861488000.0,27043940000.0,25534992000.0
2088.0,22579310000.0,18989162000.0,20059148000.0,22701586000.0,26762232000.0,25272435000.0
2089.0,22234059000.0,18782755000.0,19921760000.0,22586198000.0,26457754000.0,24914209000.0
2090.0,22034455000.0,19087245000.0,19699186000.0,22318647000.0,26710610000.0,26971490000.0
2091.0,21788158000.0,18462460000.0,19386757000.0,22277882000.0,26098252000.0,25406589000.0
2092.0,21749297000.0,18215688000.0,19222952000.0,21790976000.0,26660987000.0,26672097000.0
2093.0,21891320000.0,18160433000.0,19167937000.0,21753754000.0,26010034000.0,24842134000.0
2094.0,21519768000.0,18188614000.0,18963567000.0,21407971000.0,25750952000.0,25144500000.0
2095.0,21567035000.0,17833400000.0,18798821000.0,21686723000.0,25536137000.0,24890310000.0
2096.0,24028996000.0,18355876000.0,19058055000.0,21409900000.0,25312164000.0,24914120000.0
2097.0,21999135000.0,20495663000.0,18434386000.0,20937396000.0,25096206000.0,25382648000.0
2098.0,21259512000.0,18071343000.0,18396980000.0,20899220000.0,25065726000.0,25848453000.0
2099.0,20849461000.0,17998154000.0,18220388000.0,20738300000.0,24693210000.0,25282644000.0
2100.0,20831250000.0,18061765000.0,17945750000.0,20708560000.0,25053796000.0,25953126000.0
2101.0,20996014000.0,18413545000.0,17850892000.0,20691925000.0,24543517000.0,24802144000.0
2102.0,20369041000.0,17764145000.0,17596890000.0,20475826000.0,24313217000.0,24290765000.0
2103.0,20608594000.0,17410056000.0,17510017000.0,21451878000.0,24463000000.0,25232644000.0
2104.0,20177870000.0,17103713000.0,17282914000.0,20424014000.0,24529424000.0,24102500000.0
2105.0,20304667000.0,17003507000.0,17104831000.0,20115917000.0,24969515000.0,24526342000.0
2106.0,19965606000.0,18940260000.0,16959423000.0,20267956000.0,23987753000.0,24122737000.0
2107.0,19876480000.0,17593014000.0,16873802000.0,20015380000.0,24394727000.0,24124283000.0
2108.0,19667192000.0,17270288000.0,16929785000.0,19753744000.0,25190910000.0,24744124000.0
2109.0,19546278000.0,17247920000.0,16607837000.0,19581900000.0,24320050000.0,23650744000.0
2110.0,19367041000.0,18445543000.0,16457789000.0,19823230000.0,24949928000.0,23998087000.0
2111.0,19362023000.0,18075961000.0,16385035000.0,19788202000.0,24672745000.0,23741100000.0
2112.0,19442973000.0,16716336000.0,16492491000.0,19869620000.0,23592657000.0,23823092000.0
2113.0,19171570000.0,16473279000.0,16108047000.0,19424152000.0,23710240000.0,25996317000.0
2114.0,19050525000.0,16804261000.0,16158708000.0,19299768000.0,23206826000.0,24127336000.0
2115.0,18878069000.0,17086298000.0,16240466000.0,19668224000.0,23616840000.0,25630636000.0
2116.0,18816700000.0,16602122000.0,16123133000.0,20030444000.0,23217099000.0,23931271000.0
2117.0,18672010000.0,17030707000.0,15774386000.0,19314370000.0,23767448000.0,24934146000.0
2118.0,18569626000.0,17324520000.0,15649621000.0,19125967000.0,23887070000.0,24145095000.0
2119.0,18630564000.0,17974125000.0,15563690000.0,19464886000.0,23474320000.0,25588191000.0
2120.0,18723695000.0,16663398000.0,15587855000.0,19827102000.0,24541340000.0,24564376000.0
2121.0,18560836000.0,16412614000.0,15401973000.0,19155196000.0,24808262000.0,23931662000.0
2122.0,18926047000.0,18801700000.0,15277915000.0,19144808000.0,23277654000.0,26870618000.0
2123.0,18734307000.0,19513459000.0,15228537000.0,18904982000.0,23067500000.0,25886640000.0
2124.0,18715116000.0,19386770000.0,15125065000.0,18987571000.0,22762117000.0,24869577000.0
2125.0,18161009000.0,18247221000.0,14982523000.0,18953136000.0,25359639000.0,24201783000.0
2126.0,18064091000.0,17965801000.0,14966736000.0,18797404000.0,23127736000.0,25647540000.0
2127.0,18141956000.0,17242163000.0,15003412000.0,18780682000.0,24475415000.0,26870708000.0
2128.0,17871942000.0,16510981000.0,14835504000.0,18502949000.0,23252898000.0,26229307000.0
2129.0,18274410000.0,16474597000.0,14719232000.0,18784602000.0,22571776000.0,25308660000.0
2130.0,19642456000.0,16860784000.0,14959716000.0,18767070000.0,22504780000.0,25865093000.0
2131.0,19171412000.0,18092284000.0,14677069000.0,18452713000.0,23410553000.0,26269397000.0
2132.0,18097684000.0,17195133000.0,14533714000.0,18379596000.0,23683363000.0,26747187000.0
2133.0,18006743000.0,16609018000.0,14566896000.0,18647366000.0,23334349000.0,26170024000.0
2134.0,17823846000.0,16334089000.0,14366459000.0,19159626000.0,23461655000.0,26433049000.0
2135.0,17707583000.0,16324960000.0,14250372000.0,18910589000.0,22777430000.0,28976820000.0
2136.0,17786060000.0,16305420000.0,14419382000.0,18586802000.0,24030452000.0,27801100000.0
2137.0,17717613000.0,16600722000.0,15033679000.0,18523083000.0,22554345000.0,26863417000.0
2138.0,17590350000.0,16045204000.0,14705246000.0,18273087000.0,23741346000.0,26412278000.0
2139.0,18729542000.0,16153815000.0,14247992000.0,20536478000.0,23847148000.0,26926850000.0
2140.0,17818632000.0,16034331000.0,14779376000.0,18715212000.0,23621300000.0,26832941000.0
2141.0,18119180000.0,16320685000.0,14164509000.0,18851615000.0,22720963000.0,26765380000.0
2142.0,17545382000.0,16124092000.0,14886712000.0,18562015000.0,22738820000.0,28539830000.0
2143.0,18452863000.0,16355632000.0,14324703000.0,18600825000.0,22976039000.0,27318813000.0
2144.0,18505626000.0,15923140000.0,14413184000.0,18332303000.0,23394095000.0,26757847000.0
2145.0,18843582000.0,16698120000.0,15392910000.0,18356326000.0,23948913000.0,30833222000.0
2146.0,17602750000.0,16447109000.0,14342382000.0,18509367000.0,23344112000.0,29375594000.0
2147.0,17556447000.0,16233510000.0,14519949000.0,18374386000.0,23725935000.0,28343760000.0
2148.0,17685210000.0,16006148000.0,14084120000.0,18225541000.0,22884864000.0,28983830000.0
2149.0,17527558000.0,16169969000.0,14176999000.0,18725935000.0,24605266000.0,31147209000.0
2150.0,18767645000.0,17295882000.0,13850352000.0,18773443000.0,25134006000.0,29250417000.0
2151.0,18425790000.0,17453347000.0,13998703000.0,18194905000.0,23341760000.0,28417630000.0
2152.0,18117335000.0,15952392000.0,16726305000.0,18325053000.0,23199660000.0,30702492000.0
2153.0,18207710000.0,16263209000.0,14995997000.0,18041410000.0,23501263000.0,29661913000.0
2154.0,17874246000.0,15781796000.0,14661691000.0,18169299000.0,24143796000.0,29430596000.0
2155.0,18328285000.0,16718419000.0,14905580000.0,18625001000.0,23799536000.0,30618950000.0
2156.0,17929650000.0,16178873000.0,14336088000.0,18222215000.0,25153610000.0,32236595000.0
2157.0,17721780000.0,16434641000.0,14249862000.0,18082724000.0,23989244000.0,29883922000.0
2158.0,17863868000.0,16222364000.0,14108470000.0,17926728000.0,23379786000.0,29965584000.0
2159.0,18291413000.0,16032142000.0,16185780000.0,18119780000.0,23116425000.0,29030360000.0
2160.0,17877848000.0,16296112000.0,14391452000.0,18930366000.0,25044955000.0,29886525000.0
2161.0,18376786000.0,15827303000.0,15587006000.0,18202470000.0,27453768000.0,30637961000.0
2162.0,17667793000.0,15986263000.0,15112109000.0,18561903000.0,24680850000.0,29389967000.0
2163.0,20559528000.0,17343922000.0,14357453000.0,18812873000.0,26770630000.0,31168897000.0
2164.0,19356463000.0,16491484000.0,14563784000.0,19944524000.0,25291320000.0,31232117000.0
2165.0,18194794000.0,16676440000.0,14354657000.0,19900363000.0,25461068000.0,30437482000.0
2166.0,19514622000.0,16853411000.0,14290073000.0,19521559000.0,25353505000.0,32752058000.0
2167.0,18344612000.0,16072992000.0,14063971000.0,18711079000.0,24101080000.0,30925056000.0
2168.0,17710242000.0,17010441000.0,13967252000.0,18801650000.0,24885254000.0,32170695000.0
2169.0,20827546000.0,16357558000.0,14660211000.0,19282987000.0,24092756000.0,31103370000.0
2170.0,18712689000.0,16507196000.0,13953298000.0,18988700000.0,24280380000.0,31089478000.0
2171.0,18048922000.0,16070462000.0,14316510000.0,18493170000.0,24360122000.0,34635493000.0
2172.0,17900485000.0,15859702000.0,14146020000.0,18654562000.0,23845718000.0,34127671000.0
2173.0,18855080000.0,16953190000.0,13924718000.0,18342030000.0,23836137000.0,38646817000.0
2174.0,21118235000.0,17471166000.0,16105751000.0,18206575000.0,23727250000.0,36452372000.0
2175.0,19393153000.0,20661033000.0,15561956000.0,18706188000.0,24411181000.0,34542910000.0
2176.0,18411434000.0,18355909000.0,15361525000.0,18287440000.0,25413230000.0,34140710000.0
2177.0,18103710000.0,17663013000.0,15020890000.0,18484185000.0,24323254000.0,35110050000.0
2178.0,17993458000.0,17343345000.0,14946649000.0,18278646000.0,24538774000.0,34140738000.0
2179.0,17800714000.0,19318536000.0,15047145000.0,18347680000.0,24366893000.0,34804142000.0
2180.0,18228040000.0,17477999000.0,14792567000.0,18493850000.0,28747926000.0,35906170000.0
2181.0,17895221000.0,18560301000.0,14341624000.0,18191620000.0,25432007000.0,34941235000.0
2182.0,17834025000.0,18166702000.0,15276968000.0,18784694000.0,24645827000.0,35718840000.0
2183.0,18387065000.0,17891910000.0,17074839000.0,19419412000.0,24358070000.0,36213047000.0
2184.0,17767922000.0,17671176000.0,15156805000.0,18984837000.0,25084660000.0,34242908000.0
2185.0,17788262000.0,21576632000.0,14658565000.0,21322723000.0,24561461000.0,35285270000.0
2186.0,19018883000.0,19409193000.0,14598419000.0,22078196000.0,24184375000.0,37748183000.0
2187.0,17793490000.0,19142388000.0,14857734000.0,20150380000.0,24102988000.0,36775660000.0
2188.0,17763963000.0,19086946000.0,14707884000.0,19094403000.0,25858425000.0,37164650000.0
2189.0,17913740000.0,18557196000.0,14301561000.0,18683662000.0,24680786000.0,35243786000.0
2190.0,17970227000.0,18494188000.0,14750573000.0,18654204000.0,25309145000.0,35056770000.0
2191.0,17552090000.0,22759980000.0,14609110000.0,18537470000.0,25393605000.0,36046143000.0
2192.0,17580740000.0,20044485000.0,14372551000.0,18523038000.0,25077715000.0,35507950000.0
2193.0,17425960000.0,20025274000.0,14432819000.0,18348235000.0,24918602000.0,34651430000.0
2194.0,17536453000.0,21976599000.0,14165498000.0,18252947000.0,24934228000.0,35519590000.0
2195.0,18202337000.0,20545276000.0,14438280000.0,18272027000.0,25756617000.0,36118760000.0
2196.0,17922263000.0,20507355000.0,14336960000.0,18531682000.0,26085347000.0,37115986000.0
2197.0,17492200000.0,20486560000.0,16097565000.0,18415230000.0,25093760000.0,36348445000.0
2198.0,18899030000.0,21717990000.0,14944046000.0,18929754000.0,25293277000.0,40604180000.0
2199.0,17825647000.0,19556979000.0,14450431000.0,18527949000.0,25818920000.0,36671775000.0
2200.0,17937930000.0,20255920000.0,14119709000.0,18382852000.0,26135867000.0,36426600000.0
2201.0,18538787000.0,21010997000.0,14323023000.0,18815633000.0,25086710000.0,36756320000.0
2202.0,18064440000.0,21591968000.0,14097733000.0,18241872000.0,25598245000.0,37544800000.0
2203.0,17725649000.0,21607864000.0,14385976000.0,18639585000.0,25650660000.0,39444406000.0
2204.0,18088432000.0,21179048000.0,14234428000.0,18474553000.0,25834138000.0,39297737000.0
2205.0,17599200000.0,20110234000.0,14245431000.0,18198663000.0,25242200000.0,38952264000.0
2206.0,17529743000.0,19769344000.0,15000943000.0,18326987000.0,26830709000.0,38108013000.0
2207.0,17406734000.0,22933887000.0,14209819000.0,18323444000.0,27562210000.0,38564880000.0
2208.0,18279535000.0,22235206000.0,14129892000.0,18140768000.0,25807348000.0,38500307000.0
2209.0,17830580000.0,21973459000.0,14386892000.0,18126238000.0,27744633000.0,38013186000.0
2210.0,17290250000.0,22068445000.0,14463930000.0,18027300000.0,26901062000.0,37878700000.0
2211.0,17249532000.0,21898045000.0,14434147000.0,18499994000.0,25293680000.0,37481816000.0
2212.0,17357896000.0,21299065000.0,14646054000.0,18074235000.0,27277883000.0,37618410000.0
2213.0,17177794000.0,21273465000.0,14928157000.0,18295140000.0,25374626000.0,42162176000.0
2214.0,17149123000.0,21704704000.0,14845607000.0,18747159000.0,26027921000.0,40978747000.0
2215.0,17022273000.0,23396872000.0,14447134000.0,18294936000.0,25459225000.0,40769950000.0
2216.0,17255827000.0,21147824000.0,14787849000.0,18794764000.0,25298520000.0,39851090000.0
2217.0,17073203000.0,20226198000.0,15006297000.0,18343682000.0,26635762000.0,39466480000.0
2218.0,17069744000.0,21865812000.0,14891213000.0,18070655000.0,27087370000.0,39254876000.0
2219.0,17048088000.0,21606203000.0,14852981000.0,19042806000.0,28386945000.0,40878612000.0
2220.0,16921516000.0,20897188000.0,14827706000.0,18563490000.0,29998477000.0,39012336000.0
2221.0,16887679000.0,20199426000.0,15064304000.0,18084737000.0,27766735000.0,39007605000.0
2222.0,17220830000.0,21085633000.0,15643919000.0,18311200000.0,26388630000.0,39933846000.0
2223.0,17112365000.0,20341502000.0,14843614000.0,19564196000.0,26231210000.0,38944793000.0
2224.0,17339394000.0,20332329000.0,14606526000.0,18236922000.0,26385523000.0,38683464000.0
2225.0,16965506000.0,19831656000.0,15323626000.0,17988092000.0,26179805000.0,39881830000.0
2226.0,16918483000.0,20055042000.0,15041870000.0,17897998000.0,26069369000.0,41521990000.0
2227.0,16779862000.0,20330557000.0,14651921000.0,18064011000.0,25712056000.0,39167058000.0
2228.0,16793364000.0,20010360000.0,14855374000.0,17849070000.0,25855623000.0,38693646000.0
2229.0,16720931000.0,20311380000.0,14438681000.0,17991442000.0,26070006000.0,40669670000.0
2230.0,17143016000.0,21962717000.0,14703910000.0,17949264000.0,26453918000.0,40096450000.0
2231.0,16844519000.0,21767598000.0,14537491000.0,18382805000.0,26823188000.0,40497914000.0
2232.0,17532862000.0,21314613000.0,14823903000.0,18459208000.0,25816259000.0,39701537000.0
2233.0,17417021000.0,20169734000.0,14345816000.0,18433910000.0,26249120000.0,39456290000.0
2234.0,20174774000.0,19920038000.0,14732325000.0,18240737000.0,27176528000.0,41054933000.0
2235.0,17689380000.0,19879346000.0,14721430000.0,18304715000.0,27409627000.0,39862804000.0
2236.0,17657338000.0,21298231000.0,14751767000.0,18752305000.0,27043373000.0,40823680000.0
2237.0,17481730000.0,20557912000.0,14592824000.0,18266670000.0,26221566000.0,39973150000.0
2238.0,17583716000.0,20242498000.0,14655399000.0,18151391000.0,25977880000.0,39522623000.0
2239.0,17394567000.0,21626590000.0,14652344000.0,18025767000.0,31033575000.0,41425138000.0
2240.0,19161550000.0,20290716000.0,14415305000.0,18224140000.0,27178252000.0,41220223000.0
2241.0,17931055000.0,20796322000.0,15338615000.0,18820436000.0,27823835000.0,42588135000.0
2242.0,17023775000.0,20969261000.0,15327551000.0,18082595000.0,26455470000.0,41795068000.0
2243.0,17179489000.0,20574850000.0,14451162000.0,20368452000.0,27749247000.0,42090684000.0
2244.0,19297825000.0,21237348000.0,14354422000.0,19643351000.0,27264440000.0,41027777000.0
2245.0,16982584000.0,22132077000.0,14929805000.0,19301970000.0,27081282000.0,40583570000.0
2246.0,16903521000.0,20503753000.0,14357813000.0,18844440000.0,27003675000.0,41194750000.0
2247.0,16781588000.0,21683610000.0,14275543000.0,20170703000.0,26373300000.0,42234650000.0
2248.0,16788190000.0,22016641000.0,14123916000.0,20686842000.0,26360898000.0,40833300000.0
2249.0,16644338000.0,25900341000.0,14467481000.0,19881198000.0,27576553000.0,41189958000.0
2250.0,17554217000.0,22779492000.0,14076296000.0,20098816000.0,26265633000.0,42340573000.0
2251.0,16866767000.0,23024357000.0,14898960000.0,18923932000.0,26671040000.0,42025964000.0
2252.0,17278011000.0,22087475000.0,14130825000.0,19920056000.0,28098456000.0,45101570000.0
2253.0,16657743000.0,21289495000.0,14231497000.0,19637561000.0,26830035000.0,43102085000.0
2254.0,16804050000.0,21137175000.0,14040868000.0,19890060000.0,26822177000.0,43078200000.0
2255.0,17969152000.0,20915223000.0,14859524000.0,19807832000.0,30539526000.0,41980953000.0
2256.0,17284837000.0,20396730000.0,14055267000.0,19267530000.0,31743316000.0,41581584000.0
2257.0,17310556000.0,20983214000.0,14035124000.0,19323138000.0,28935926000.0,41450710000.0
2258.0,17401550000.0,21808863000.0,14415724000.0,19253164000.0,27835818000.0,42175090000.0
2259.0,17443365000.0,21698056000.0,16302957000.0,19049302000.0,29016596000.0,44212466000.0
2260.0,17726319000.0,21498024000.0,15049583000.0,19874445000.0,27115583000.0,42226053000.0
2261.0,17189927000.0,20612766000.0,14503524000.0,19339672000.0,32996717000.0,41555775000.0
2262.0,17012362000.0,20623657000.0,14553426000.0,19301636000.0,30220302000.0,42843116000.0
2263.0,16983273000.0,20565215000.0,14277762000.0,20267796000.0,28202291000.0,41679810000.0
2264.0,17670443000.0,21829650000.0,14057845000.0,19984108000.0,28703620000.0,42612003000.0
2265.0,16968476000.0,21607810000.0,13904307000.0,20830263000.0,27609496000.0,42717960000.0
2266.0,17369596000.0,23103752000.0,14637192000.0,19778683000.0,28623809000.0,42318254000.0
2267.0,16772636000.0,21351210000.0,14805519000.0,20552716000.0,27553536000.0,43411018000.0
2268.0,16705949000.0,20659427000.0,14519758000.0,19484850000.0,27189787000.0,43713550000.0
2269.0,16808333000.0,20740405000.0,14108720000.0,20441203000.0,27599043000.0,43321262000.0
2270.0,16746157000.0,20785244000.0,14669655000.0,19839797000.0,28983430000.0,45103227000.0
2271.0,18237696000.0,22863186000.0,14105377000.0,21381956000.0,28688667000.0,43805330000.0
2272.0,17031120000.0,21719982000.0,14146918000.0,20385434000.0,29049704000.0,44148190000.0
2273.0,16946122000.0,22067253000.0,13958509000.0,21196284000.0,27801598000.0,44250770000.0
2274.0,16928364000.0,21748152000.0,13901990000.0,20008448000.0,27166036000.0,44572713000.0
2275.0,17232431000.0,22872550000.0,14137639000.0,20190353000.0,27383773000.0,43647140000.0
2276.0,17675217000.0,21715080000.0,14089521000.0,19901410000.0,27332570000.0,43568900000.0
2277.0,16808890000.0,20971897000.0,14465629000.0,19828873000.0,28017627000.0,44560130000.0
2278.0,17924160000.0,23278760000.0,14410422000.0,19610390000.0,28375235000.0,44914713000.0
2279.0,18138196000.0,21479713000.0,13911988000.0,19412701000.0,28067922000.0,44016267000.0
2280.0,17739315000.0,23537195000.0,14200855000.0,20442814000.0,28243038000.0,44729700000.0
2281.0,17294684000.0,22009350000.0,14056460000.0,19679787000.0,29972652000.0,46474736000.0
2282.0,17543496000.0,21982042000.0,14122528000.0,20961145000.0,28575506000.0,46301766000.0
2283.0,17312125000.0,21420663000.0,14529159000.0,19948423000.0,28337797000.0,45550050000.0
2284.0,17353732000.0,20994966000.0,14945233000.0,20657213000.0,30286113000.0,44707615000.0
2285.0,17243400000.0,21045934000.0,13860333000.0,20463313000.0,30125595000.0,44854680000.0
2286.0,19001414000.0,22458534000.0,13847374000.0,20205961000.0,28172696000.0,44654810000.0
2287.0,17854312000.0,20909250000.0,13832486000.0,19990788000.0,28237507000.0,45465244000.0
2288.0,17901191000.0,21920199000.0,14340977000.0,19830233000.0,27697248000.0,45253140000.0
2289.0,17832770000.0,22686022000.0,14097839000.0,20066636000.0,27707564000.0,45608755000.0
2290.0,17648509000.0,22747976000.0,14031101000.0,21278317000.0,30501087000.0,45511770000.0
2291.0,17359544000.0,21674965000.0,13819831000.0,20321370000.0,27872584000.0,45229445000.0
2292.0,17904738000.0,21260966000.0,13775404000.0,20090255000.0,28103905000.0,45034170000.0
2293.0,18178904000.0,21327712000.0,13732082000.0,20068585000.0,28842439000.0,44750030000.0
2294.0,19541928000.0,21521486000.0,13696499000.0,20281512000.0,28525462000.0,46615250000.0
