time,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2047.0,37526245000.0,37676913000.0,29375810000.0,35382505000.0
2048.0,36766966000.0,36852863000.0,28554658000.0,34587670000.0
2049.0,36190440000.0,36154590000.0,27492454000.0,33880870000.0
2050.0,35548280000.0,35336630000.0,26547505000.0,33087099000.0
2051.0,34868978000.0,34363400000.0,25791658000.0,32378430000.0
2052.0,34274101000.0,33796180000.0,24815868000.0,31649250000.0
2053.0,33651323000.0,32882162000.0,23973048000.0,30924802000.0
2054.0,33000305000.0,32044306000.0,23106898000.0,30294145000.0
2055.0,32565240000.0,31274078000.0,22407006000.0,29623773000.0
2056.0,31954629000.0,30641900000.0,21552474000.0,28929729000.0
2057.0,31259247000.0,29872247000.0,20824189000.0,28354828000.0
2058.0,30791836000.0,29166553000.0,20207952000.0,27789515000.0
2059.0,30119496000.0,28429148000.0,19465069000.0,27252849000.0
2060.0,29495794000.0,27483562000.0,18875680000.0,26650130000.0
2061.0,29005568000.0,26879707000.0,18484804000.0,26109837000.0
2062.0,28510614000.0,26144315000.0,17865202000.0,25649870000.0
2063.0,28111729000.0,25584007000.0,17342732000.0,25403064000.0
2064.0,27605336000.0,25030040000.0,16843171000.0,24910311000.0
2065.0,27130638000.0,24426605000.0,16385261000.0,24505145000.0
2066.0,26518397000.0,23967873000.0,15980386000.0,24136014000.0
2067.0,26012210000.0,23531614000.0,15519198000.0,23907914000.0
2068.0,25598013000.0,23120222000.0,15090114000.0,23509305000.0
2069.0,25376014000.0,22765111000.0,14604448000.0,23111630000.0
2070.0,24807821000.0,22407143000.0,14209241000.0,23007312000.0
2071.0,24751820000.0,21831465000.0,14395569000.0,22511147000.0
2072.0,24143415000.0,21438104000.0,13615740000.0,22244686000.0
2073.0,24098425000.0,21122693000.0,13162146000.0,21903325000.0
2074.0,23538686000.0,20764258000.0,12787064000.0,21771428000.0
2075.0,24471644000.0,20454314000.0,12432925000.0,21493664000.0
2076.0,23061703000.0,20270948000.0,12107462000.0,21159444000.0
2077.0,22931945000.0,19898139000.0,11835030000.0,21531169000.0
2078.0,22587494000.0,19518070000.0,11673680000.0,21881154000.0
2079.0,22293713000.0,19266382000.0,11321777000.0,21229083000.0
2080.0,22713926000.0,19009868000.0,11032830000.0,21383018000.0
2081.0,23649700000.0,18700284000.0,10830768000.0,20703377000.0
2082.0,23824466000.0,18400200000.0,10755636000.0,20391627000.0
2083.0,23274865000.0,18265250000.0,10792767000.0,20243163000.0
2084.0,22689360000.0,17910307000.0,11124598000.0,20014420000.0
2085.0,22264293000.0,17645200000.0,10383097000.0,19997432000.0
2086.0,21825645000.0,17441920000.0,10326305000.0,19657333000.0
2087.0,21721203000.0,17215949000.0,10161000000.0,19581219000.0
2088.0,21547287000.0,17016521000.0,10577093000.0,21190680000.0
2089.0,21562845000.0,16851768000.0,10450465000.0,20575210000.0
2090.0,21526594000.0,16733221000.0,9989280000.0,20024433000.0
2091.0,21119922000.0,16695916000.0,10221262000.0,19750480000.0
2092.0,21020785000.0,16548242000.0,9820589000.0,19880186000.0
2093.0,21285276000.0,16230960000.0,9725202000.0,19564243000.0
2094.0,21128730000.0,16481194000.0,9907927000.0,19863374000.0
2095.0,21051030000.0,15973038000.0,9616370000.0,20592530000.0
2096.0,20709080000.0,16221496000.0,9738400000.0,20033327000.0
2097.0,20415293000.0,15655039000.0,9454588000.0,19115434000.0
2098.0,20233951000.0,15962581000.0,9553471000.0,19160609000.0
2099.0,20191035000.0,15869661000.0,9603162000.0,19430658000.0
2100.0,20488080000.0,15826486000.0,9537014000.0,21259684000.0
2101.0,22538308000.0,16279884000.0,9796995000.0,22288871000.0
2102.0,20679750000.0,15864072000.0,9666119000.0,20735000000.0
2103.0,19999998000.0,15355279000.0,9983659000.0,20637958000.0
2104.0,20008580000.0,15344554000.0,10805463000.0,23077085000.0
2105.0,19781708000.0,15698295000.0,9885977000.0,21477265000.0
2106.0,21689156000.0,15548676000.0,9593930000.0,20782008000.0
2107.0,19891020000.0,15225346000.0,9412332000.0,21604463000.0
2108.0,20324246000.0,15028215000.0,9823462000.0,20635150000.0
2109.0,19902327000.0,15053110000.0,9621981000.0,21510156000.0
2110.0,22159540000.0,14904239000.0,9412810000.0,24660910000.0
2111.0,20632530000.0,14839798000.0,9255630000.0,23613403000.0
2112.0,22181060000.0,14667232000.0,9118583000.0,22127112000.0
2113.0,25391624000.0,15003333000.0,9186309000.0,24874244000.0
2114.0,23655526000.0,14644357000.0,9325460000.0,23073954000.0
2115.0,22082623000.0,15150509000.0,9665349000.0,23582970000.0
2116.0,21433661000.0,15705214000.0,9260839000.0,24340238000.0
2117.0,23165303000.0,15096054000.0,10029642000.0,23175140000.0
2118.0,21432795000.0,15115096000.0,10453012000.0,22743340000.0
2119.0,25534753000.0,18066620000.0,11991073000.0,22142374000.0
2120.0,22922107000.0,16237396000.0,10813599000.0,23511929000.0
2121.0,22154730000.0,15596074000.0,11523875000.0,21884500000.0
2122.0,22845010000.0,15667850000.0,10648413000.0,24252963000.0
2123.0,22044912000.0,16267038000.0,10664076000.0,23885650000.0
2124.0,23066122000.0,15685173000.0,10996554000.0,25860878000.0
2125.0,24880622000.0,17720890000.0,10496086000.0,23926082000.0
2126.0,22622337000.0,17401970000.0,10094189000.0,27525153000.0
2127.0,22540830000.0,15702370000.0,14147336000.0,27083661000.0
2128.0,28062638000.0,15531843000.0,14679621000.0,27341257000.0
2129.0,25828813000.0,15166010000.0,11825719000.0,26522905000.0
2130.0,23751145000.0,15116029000.0,11786356000.0,26883146000.0
2131.0,23830276000.0,15023195000.0,12549228000.0,25699009000.0
2132.0,23199570000.0,15123931000.0,11432687000.0,27003113000.0
2133.0,24612260000.0,15181442000.0,11202609000.0,31975209000.0
2134.0,24167956000.0,15825583000.0,12078090000.0,27442573000.0
2135.0,23171555000.0,15429335000.0,12583737000.0,27002296000.0
2136.0,22988860000.0,15219623000.0,12069989000.0,27092582000.0
2137.0,23252464000.0,14816206000.0,13718945000.0,30628944000.0
2138.0,26086423000.0,14946559000.0,12818356000.0,28756095000.0
2139.0,23663313000.0,14742546000.0,13817161000.0,29288560000.0
2140.0,24501000000.0,14821489000.0,13604376000.0,29283211000.0
2141.0,26388300000.0,15274185000.0,13197480000.0,31591800000.0
2142.0,26115009000.0,17176875000.0,14020691000.0,30687724000.0
2143.0,24980797000.0,15282793000.0,15236621000.0,32179261000.0
2144.0,26386459000.0,15283207000.0,16852294000.0,31173130000.0
2145.0,25375290000.0,15423745000.0,14612914000.0,30679896000.0
2146.0,25900487000.0,15019108000.0,15195919000.0,33080746000.0
2147.0,25108543000.0,15055224000.0,14472904000.0,33431790000.0
2148.0,25214614000.0,15310421000.0,13647064000.0,31945157000.0
2149.0,25619495000.0,15291155000.0,16838057000.0,31858698000.0
2150.0,27209920000.0,16385106000.0,16355303000.0,31396438000.0
2151.0,28834392000.0,16521388000.0,15624908000.0,36222366000.0
2152.0,26080975000.0,15732891000.0,14434710000.0,33686004000.0
2153.0,26312161000.0,15259525000.0,17764980000.0,31058323000.0
2154.0,26052581000.0,14882765000.0,16325998000.0,31017566000.0
2155.0,26503400000.0,14833707000.0,14887731000.0,31274197000.0
2156.0,26334520000.0,14834299000.0,16026920000.0,34051095000.0
2157.0,25757258000.0,15087916000.0,15859232000.0,32582785000.0
2158.0,28295709000.0,15458627000.0,15913362000.0,31820931000.0
2159.0,28263703000.0,15214000000.0,15317011000.0,32295645000.0
2160.0,26664330000.0,15312276000.0,18903390000.0,31618669000.0
2161.0,27877235000.0,15300149000.0,17662804000.0,31322026000.0
2162.0,29339953000.0,15650224000.0,18122566000.0,36332843000.0
2163.0,28649734000.0,15210443000.0,16186163000.0,33057382000.0
2164.0,27131510000.0,15124718000.0,17342759000.0,33450422000.0
2165.0,27451908000.0,15540819000.0,16231850000.0,35352814000.0
2166.0,27953910000.0,15057069000.0,15906974000.0,38811615000.0
2167.0,26774174000.0,15547675000.0,15054405000.0,36855017000.0
2168.0,28239780000.0,15674797000.0,16935506000.0,34864850000.0
2169.0,27199977000.0,15643927000.0,17059937000.0,37130666000.0
2170.0,30370669000.0,17999819000.0,17919439000.0,33807237000.0
2171.0,28343144000.0,16353745000.0,15539794000.0,34866870000.0
2172.0,26946615000.0,15375116000.0,15356785000.0,35268950000.0
2173.0,29081969000.0,15824128000.0,14737416000.0,35302298000.0
2174.0,28769503000.0,15494822000.0,15668220000.0,39347410000.0
2175.0,28205158000.0,16580904000.0,15750887000.0,36743600000.0
2176.0,28204710000.0,16769896000.0,16303901000.0,37659808000.0
2177.0,27195275000.0,16032293000.0,18046990000.0,35690664000.0
2178.0,26959300000.0,16090698000.0,18054530000.0,36709806000.0
2179.0,27823737000.0,15428176000.0,18258418000.0,35247063000.0
2180.0,28079830000.0,15693103000.0,15876622000.0,38655690000.0
2181.0,27258868000.0,15973692000.0,15744124000.0,39978066000.0
2182.0,26909098000.0,15437104000.0,15750504000.0,36492550000.0
2183.0,28148961000.0,16165004000.0,16103992000.0,35477500000.0
2184.0,28100424000.0,16382037000.0,16622276000.0,38467437000.0
2185.0,27660409000.0,17058940000.0,15535165000.0,37607660000.0
2186.0,27651242000.0,15669813000.0,17316390000.0,35936000000.0
2187.0,27475884000.0,15657738000.0,16849190000.0,37317665000.0
2188.0,27355214000.0,15405932000.0,18093470000.0,37554606000.0
2189.0,28578890000.0,16021474000.0,19927654000.0,37142962000.0
2190.0,27590892000.0,15688264000.0,19814898000.0,38532116000.0
2191.0,27377508000.0,16611184000.0,20903186000.0,38219514000.0
2192.0,28022735000.0,16136982000.0,18381169000.0,36439515000.0
2193.0,28331719000.0,16109294000.0,17759248000.0,39652600000.0
2194.0,27471993000.0,16749308000.0,17647397000.0,40431380000.0
2195.0,27249551000.0,16892134000.0,18768417000.0,39267725000.0
2196.0,28409221000.0,15917264000.0,18038043000.0,39544332000.0
2197.0,27439923000.0,15674300000.0,20123353000.0,38991016000.0
2198.0,27477891000.0,16336115000.0,18705928000.0,37492118000.0
2199.0,35005490000.0,16246471000.0,17828764000.0,39721595000.0
2200.0,32352821000.0,15996109000.0,18708249000.0,38251540000.0
2201.0,31305552000.0,18103011000.0,17585631000.0,37302866000.0
2202.0,29299325000.0,17129738000.0,17135678000.0,36990190000.0
2203.0,28308353000.0,16608976000.0,17162509000.0,38074670000.0
2204.0,27567729000.0,16121695000.0,17706500000.0,37293875000.0
2205.0,27895466000.0,16169731000.0,16778855000.0,39966790000.0
2206.0,27540546000.0,15846945000.0,17126311000.0,39400944000.0
2207.0,27294962000.0,16581421000.0,16975700000.0,38993940000.0
2208.0,27973929000.0,16831934000.0,19577737000.0,39341117000.0
2209.0,27531639000.0,16995079000.0,18272166000.0,42862250000.0
2210.0,28194580000.0,17536450000.0,17303384000.0,41026703000.0
2211.0,28625408000.0,17203442000.0,16887631000.0,38832964000.0
2212.0,27874181000.0,16778652000.0,17343699000.0,40204173000.0
2213.0,27674920000.0,16949435000.0,18499437000.0,40537600000.0
2214.0,28365982000.0,17241956000.0,17346097000.0,39808946000.0
2215.0,28227193000.0,17348500000.0,17239500000.0,39471505000.0
2216.0,27423932000.0,17418010000.0,17804898000.0,39925826000.0
2217.0,28293122000.0,16819678000.0,18554835000.0,39271936000.0
2218.0,27621937000.0,16848284000.0,17700063000.0,38895653000.0
2219.0,27479355000.0,16784621000.0,17542068000.0,39531557000.0
2220.0,27198362000.0,16822499000.0,17080137000.0,44193247000.0
2221.0,27484830000.0,17259465000.0,16819731000.0,40820480000.0
2222.0,27200880000.0,17735766000.0,19186268000.0,41051038000.0
2223.0,27371573000.0,17542052000.0,21059037000.0,40707006000.0
2224.0,27222655000.0,17006970000.0,19301855000.0,41033507000.0
2225.0,27051792000.0,18361633000.0,18719863000.0,40055296000.0
2226.0,26927403000.0,17691425000.0,19060576000.0,40789370000.0
2227.0,27582165000.0,17516677000.0,19010337000.0,43279550000.0
2228.0,28070408000.0,17696471000.0,18557827000.0,40980644000.0
2229.0,28299903000.0,17402446000.0,17988460000.0,42887725000.0
2230.0,27100550000.0,16796587000.0,17597920000.0,42348347000.0
2231.0,26781942000.0,16694009000.0,19831550000.0,41761174000.0
2232.0,26750865000.0,17396902000.0,18555810000.0,41610430000.0
2233.0,26817534000.0,17431523000.0,18770600000.0,42036646000.0
2234.0,26602664000.0,17000879000.0,18430704000.0,41463402000.0
2235.0,26577977000.0,17343998000.0,17873717000.0,41566355000.0
2236.0,27822864000.0,16901677000.0,17272807000.0,41275523000.0
2237.0,28956604000.0,16733338000.0,17563090000.0,41173600000.0
2238.0,27441396000.0,16482154000.0,17556943000.0,41924334000.0
2239.0,26791916000.0,16369659000.0,17744048000.0,41834177000.0
2240.0,29508743000.0,16650177000.0,17982507000.0,42228880000.0
2241.0,27219300000.0,16488414000.0,21427618000.0,44128570000.0
2242.0,26981503000.0,18110233000.0,18947588000.0,42277160000.0
2243.0,27089035000.0,16733786000.0,18932150000.0,41613378000.0
2244.0,26585768000.0,16617745000.0,18556797000.0,41664420000.0
2245.0,26519409000.0,16814544000.0,21485630000.0,41350150000.0
2246.0,26324687000.0,16809144000.0,21665647000.0,43514704000.0
2247.0,26839920000.0,16916572000.0,20262054000.0,43499598000.0
2248.0,26117935000.0,16409315000.0,19129470000.0,43570815000.0
2249.0,25977580000.0,17076686000.0,19880250000.0,44256522000.0
2250.0,25880502000.0,17325750000.0,18642495000.0,44899086000.0
2251.0,26064703000.0,16981214000.0,20860082000.0,44620784000.0
2252.0,26477003000.0,17752818000.0,19509862000.0,44244787000.0
2253.0,25881227000.0,16833290000.0,21239067000.0,46007930000.0
2254.0,25898140000.0,16542406000.0,22080918000.0,45730628000.0
2255.0,25633536000.0,16416962000.0,21431160000.0,44969910000.0
2256.0,26177892000.0,16702896000.0,20107686000.0,46784303000.0
2257.0,25586356000.0,16926237000.0,19531469000.0,44963762000.0
2258.0,26509513000.0,16442863000.0,22258072000.0,43879140000.0
2259.0,25931713000.0,17043874000.0,23007156000.0,44835394000.0
2260.0,25508968000.0,16745789000.0,21367603000.0,44972265000.0
2261.0,25385861000.0,16303284000.0,20873790000.0,43800166000.0
2262.0,25693264000.0,16412618000.0,20293607000.0,48201626000.0
2263.0,25283817000.0,16531647000.0,20235977000.0,44573757000.0
2264.0,25493475000.0,16570747000.0,19666598000.0,44123180000.0
2265.0,25169852000.0,17281337000.0,21821020000.0,44353917000.0
2266.0,25033590000.0,16766563000.0,22511972000.0,45636452000.0
2267.0,24913030000.0,16598784000.0,22692657000.0,44821430000.0
2268.0,24843215000.0,16216651000.0,21036964000.0,45482720000.0
2269.0,24940681000.0,17436430000.0,21414775000.0,44846203000.0
2270.0,24910385000.0,16729371000.0,20643170000.0,44649157000.0
2271.0,24790260000.0,18138767000.0,21492134000.0,46050140000.0
2272.0,24667177000.0,21089042000.0,24946264000.0,45361540000.0
2273.0,24551676000.0,18190641000.0,23788534000.0,44993370000.0
2274.0,24803308000.0,17253067000.0,24425613000.0,47962526000.0
2275.0,24761475000.0,16689720000.0,23143463000.0,45583053000.0
2276.0,24646226000.0,16493876000.0,22391093000.0,45696766000.0
2277.0,24541587000.0,16852273000.0,21949057000.0,45645566000.0
2278.0,24478943000.0,17063142000.0,21803495000.0,45517480000.0
2279.0,24268405000.0,17363325000.0,21360646000.0,46129394000.0
2280.0,24402490000.0,17157463000.0,22780082000.0,45679060000.0
2281.0,24639910000.0,17226416000.0,22151463000.0,45980530000.0
2282.0,24102240000.0,16930267000.0,22397200000.0,47781270000.0
2283.0,24048257000.0,16954978000.0,23156877000.0,46494605000.0
2284.0,23953017000.0,16994644000.0,24630970000.0,48041873000.0
2285.0,23857484000.0,17081193000.0,23498045000.0,46471918000.0
2286.0,24681892000.0,16872219000.0,22348536000.0,46133190000.0
2287.0,24067324000.0,17014802000.0,21364179000.0,45997375000.0
2288.0,23857865000.0,16666082000.0,21480036000.0,46280307000.0
2289.0,25119572000.0,17556271000.0,21744212000.0,47244878000.0
2290.0,23979117000.0,17111747000.0,21521650000.0,46797080000.0
2291.0,23652098000.0,18491430000.0,23302509000.0,46734655000.0
2292.0,23944856000.0,17770844000.0,25193520000.0,46605255000.0
2293.0,23758789000.0,17414554000.0,25360505000.0,46825820000.0
2294.0,24170828000.0,17577478000.0,23271586000.0,46445720000.0
2295.0,23487838000.0,18660358000.0,22704325000.0,45968065000.0
2296.0,23450243000.0,17720478000.0,24252390000.0,46077207000.0
2297.0,23409537000.0,18418272000.0,22894236000.0,46054113000.0
2298.0,23243990000.0,17630927000.0,22532448000.0,46678240000.0
2299.0,23483212000.0,17503767000.0,23737643000.0,46510590000.0
2300.0,23081818000.0,17968860000.0,23238167000.0,46269137000.0
