time,MPI-ESM1-2-HR,BCC-CSM2-MR,FGOALS-F3-L,INM-CM4-8,INM-CM5-0,MRI-ESM2-0,EC-EARTH3,CESM2,CESM2-WACCM,CAMS-CSM1-0,GFDL-ESM4,EC-EARTH3-VEG,NORESM2-MM
2000.0,14919741000.0,14919741000.0,14919741000.0,14919741000.0,14919741000.0,14919741000.0,14919741000.0,14919741000.0,14919741000.0,14919741000.0,14919741000.0,14919741000.0,14919741000.0
2001.0,14949329000.0,14949329000.0,14949329000.0,14949329000.0,14949329000.0,14949329000.0,14949329000.0,14949329000.0,14949329000.0,14949329000.0,14949329000.0,14949329000.0,14949329000.0
2002.0,14959975000.0,14959975000.0,14959975000.0,14959975000.0,14959975000.0,14959975000.0,14959975000.0,14959975000.0,14959975000.0,14959975000.0,14959975000.0,14959975000.0,14959975000.0
2003.0,14985912000.0,14985912000.0,14985912000.0,14985912000.0,14985912000.0,14985912000.0,14985912000.0,14985912000.0,14985912000.0,14985912000.0,14985912000.0,14985912000.0,14985912000.0
2004.0,14973322000.0,14973322000.0,14973322000.0,14973322000.0,14973322000.0,14973322000.0,14973322000.0,14973322000.0,14973322000.0,14973322000.0,14973322000.0,14973322000.0,14973322000.0
2005.0,14978955000.0,14978955000.0,14978955000.0,14978955000.0,14978955000.0,14978955000.0,14978955000.0,14978955000.0,14978955000.0,14978955000.0,14978955000.0,14978955000.0,14978955000.0
2006.0,14958559000.0,14958559000.0,14958559000.0,14958559000.0,14958559000.0,14958559000.0,14958559000.0,14958559000.0,14958559000.0,14958559000.0,14958559000.0,14958559000.0,14958559000.0
2007.0,14913043000.0,14913043000.0,14913043000.0,14913043000.0,14913043000.0,14913043000.0,14913043000.0,14913043000.0,14913043000.0,14913043000.0,14913043000.0,14913043000.0,14913043000.0
2008.0,14866310000.0,14866310000.0,14866310000.0,14866310000.0,14866310000.0,14866310000.0,14866310000.0,14866310000.0,14866310000.0,14866310000.0,14866310000.0,14866310000.0,14866310000.0
2009.0,14860156000.0,14860156000.0,14860156000.0,14860156000.0,14860156000.0,14860156000.0,14860156000.0,14860156000.0,14860156000.0,14860156000.0,14860156000.0,14860156000.0,14860156000.0
2010.0,14777998000.0,14777998000.0,14777998000.0,14777998000.0,14777998000.0,14777998000.0,14777998000.0,14777998000.0,14777998000.0,14777998000.0,14777998000.0,14777998000.0,14777998000.0
2011.0,14736210000.0,14736210000.0,14736210000.0,14736210000.0,14736210000.0,14736210000.0,14736210000.0,14736210000.0,14736210000.0,14736210000.0,14736210000.0,14736210000.0,14736210000.0
2012.0,14669479000.0,14669479000.0,14669479000.0,14669479000.0,14669479000.0,14669479000.0,14669479000.0,14669479000.0,14669479000.0,14669479000.0,14669479000.0,14669479000.0,14669479000.0
2013.0,14583341000.0,14583341000.0,14583341000.0,14583341000.0,14583341000.0,14583341000.0,14583341000.0,14583341000.0,14583341000.0,14583341000.0,14583341000.0,14583341000.0,14583341000.0
2014.0,14552294000.0,14552294000.0,14552294000.0,14552294000.0,14552294000.0,14552294000.0,14552294000.0,14552294000.0,14552294000.0,14552294000.0,14552294000.0,14552294000.0,14552294000.0
2015.0,14462127000.0,14462127000.0,14462127000.0,14462127000.0,14462127000.0,14462127000.0,14462127000.0,14462127000.0,14462127000.0,14462127000.0,14462127000.0,14462127000.0,14462127000.0
2016.0,14406241000.0,14406241000.0,14406241000.0,14406241000.0,14406241000.0,14406241000.0,14406241000.0,14406241000.0,14406241000.0,14406241000.0,14406241000.0,14406241000.0,14406241000.0
2017.0,14314560000.0,14314560000.0,14314560000.0,14314560000.0,14314560000.0,14314560000.0,14314560000.0,14314560000.0,14314560000.0,14314560000.0,14314560000.0,14314560000.0,14314560000.0
2018.0,14230169000.0,14230169000.0,14230169000.0,14230169000.0,14230169000.0,14230169000.0,14230169000.0,14230169000.0,14230169000.0,14230169000.0,14230169000.0,14230169000.0,14230169000.0
2019.0,14116851000.0,14116851000.0,14116851000.0,14116851000.0,14116851000.0,14116851000.0,14116851000.0,14116851000.0,14116851000.0,14116851000.0,14116851000.0,14116851000.0,14116851000.0
2020.0,14066936000.0,14066936000.0,14066936000.0,14066936000.0,14066936000.0,14066936000.0,14066936000.0,14066936000.0,14066936000.0,14066936000.0,14066936000.0,14066936000.0,14066936000.0
2021.0,13951790000.0,13942813000.0,13982322000.0,13940480000.0,13889050000.0,13907909000.0,13946607000.0,13968053000.0,13915279000.0,13913174000.0,13945779000.0,13949655000.0,13862684000.0
2022.0,13818712000.0,13972792000.0,13793121000.0,13850864000.0,13771437000.0,13748972000.0,13760358000.0,13810126000.0,13768951000.0,13821838000.0,13812328000.0,13924873000.0,13727813000.0
2023.0,13703654000.0,13792186000.0,13650141000.0,13724849000.0,13615572000.0,13616929000.0,13616700000.0,13657571000.0,13621632000.0,13744797000.0,13726935000.0,13757389000.0,13631086000.0
2024.0,13576453000.0,13603716000.0,13488355000.0,13616900000.0,13493134000.0,13448161000.0,13495200000.0,13848289000.0,13681508000.0,13720826000.0,13579530000.0,13643096000.0,13532400000.0
2025.0,13432893000.0,13472903000.0,13385642000.0,13527154000.0,13342979000.0,13270414000.0,13342444000.0,13449865000.0,13359236000.0,13464675000.0,13431747000.0,13532356000.0,13383405000.0
2026.0,13373467000.0,13341394000.0,13252256000.0,13399730000.0,13249390000.0,13142407000.0,13209040000.0,13289601000.0,13183743000.0,13292413000.0,13278915000.0,13401486000.0,13214860000.0
2027.0,13227181000.0,13190918000.0,13013942000.0,13303289000.0,13064923000.0,12983513000.0,13053702000.0,13134062000.0,13039235000.0,13132766000.0,13105382000.0,13278538000.0,13061249000.0
2028.0,13101933000.0,13083923000.0,12814681000.0,13164040000.0,12936832000.0,12758786000.0,12906395000.0,12986941000.0,12837550000.0,13164346000.0,12970364000.0,13172002000.0,12962480000.0
2029.0,13006240000.0,12954087000.0,12635863000.0,13039450000.0,12755007000.0,12548036000.0,12722961000.0,12801378000.0,12741156000.0,13083781000.0,12831393000.0,13043757000.0,12799076000.0
2030.0,12829368000.0,12804244000.0,12430488000.0,12870326000.0,12603765000.0,12374090000.0,12539346000.0,12716359000.0,12602761000.0,12898968000.0,12712335000.0,12943687000.0,12638494000.0
2031.0,12764095000.0,12628315000.0,12356120000.0,12741567000.0,12438204000.0,12211908000.0,12344898000.0,12492861000.0,12369175000.0,12938868000.0,12514777000.0,12751704000.0,12454042000.0
2032.0,12663487000.0,12537027000.0,12107983000.0,12575821000.0,12347490000.0,12007276000.0,12148591000.0,12311161000.0,12249603000.0,12717030000.0,12378864000.0,12612356000.0,12243649000.0
2033.0,12489805000.0,12299599000.0,11936931000.0,12462153000.0,12126382000.0,11870602000.0,11941267000.0,12149417000.0,12090441000.0,12602352000.0,12239470000.0,12556059000.0,12071471000.0
2034.0,12386599000.0,12114872000.0,11698252000.0,12363163000.0,11919917000.0,11698333000.0,11768996000.0,11985938000.0,11872900000.0,12423500000.0,12104821000.0,12375250000.0,11875765000.0
2035.0,12246620000.0,11954103000.0,11561044000.0,12163565000.0,11754511000.0,11524119000.0,11570513000.0,11789490000.0,11823551000.0,12346903000.0,11927229000.0,12221173000.0,11675330000.0
2036.0,12239189000.0,11783694000.0,11355075000.0,12096565000.0,11630684000.0,11337202000.0,11380545000.0,11620429000.0,11614818000.0,12196828000.0,11757344000.0,12085831000.0,11694994000.0
2037.0,11974915000.0,11661999000.0,11098982000.0,11921490000.0,11432540000.0,11144859000.0,11159821000.0,11430575000.0,11467738000.0,12062810000.0,11553046000.0,11966384000.0,11483693000.0
2038.0,11789154000.0,11484835000.0,10851642000.0,11853797000.0,11251033000.0,10916447000.0,10982102000.0,11267784000.0,11343702000.0,12027394000.0,11412116000.0,11785190000.0,11193382000.0
2039.0,11616019000.0,11314405000.0,10642440000.0,11664179000.0,11061107000.0,10741357000.0,10770644000.0,11091439000.0,11148190000.0,11849569000.0,11270016000.0,11590222000.0,10947099000.0
2040.0,11611856000.0,11106469000.0,10512869000.0,11562945000.0,10898438000.0,10548111000.0,10558631000.0,10898469000.0,11091659000.0,11712463000.0,11091267000.0,11526340000.0,10790614000.0
2041.0,11377497000.0,11069757000.0,10210864000.0,11506615000.0,10639887000.0,10354156000.0,10329402000.0,10724392000.0,10892619000.0,11642604000.0,10942523000.0,11341379000.0,10577979000.0
2042.0,11248921000.0,10842084000.0,9935842000.0,11312234000.0,10430129000.0,10151844000.0,10133206000.0,10487842000.0,10695495000.0,11637616000.0,10869198000.0,11139782000.0,10533200000.0
2043.0,11169132000.0,10723552000.0,9683333000.0,11190973000.0,10273703000.0,9955032000.0,9913337000.0,10261584000.0,10511874000.0,11339711000.0,10684245000.0,11020380000.0,10228157000.0
2044.0,11017230000.0,10601732000.0,9418100000.0,11025257000.0,10158109000.0,9747593000.0,9665308000.0,10063624000.0,10262278000.0,11193794000.0,10523527000.0,10820909000.0,10024322000.0
2045.0,10836302000.0,10443898000.0,9232815000.0,10899505000.0,10072662000.0,9560324000.0,9443378000.0,9872938000.0,10044229000.0,11060357000.0,10323894000.0,10639525000.0,9822469000.0
2046.0,10684708000.0,10228840000.0,9075848000.0,10759066000.0,9961487000.0,9323993000.0,9241955000.0,9721106000.0,9843213000.0,11015964000.0,10157232000.0,10478698000.0,9613699000.0
2047.0,10513257000.0,10111561000.0,8992364000.0,10606502000.0,9741220000.0,9206620000.0,9063313000.0,9533450000.0,9627825000.0,10859369000.0,9970242000.0,10240853000.0,9446800000.0
2048.0,10360652000.0,9922910000.0,8609834000.0,10455597000.0,9622736000.0,8966211000.0,8886435000.0,9331703000.0,9421289000.0,10657696000.0,9918926000.0,10056652000.0,9261546000.0
2049.0,10208729000.0,9759140000.0,8458195000.0,10276690000.0,9446330000.0,8759920000.0,8686957000.0,9134748000.0,9301688000.0,10514779000.0,9705494000.0,9897577000.0,9066725000.0
2050.0,10066901000.0,9545185000.0,8379061000.0,10136113000.0,9262492000.0,8558145500.0,8481025500.0,8950137000.0,9072712000.0,10324705000.0,9514787000.0,9690294000.0,8856852000.0
2051.0,9910611000.0,9374402000.0,8097088500.0,9999514000.0,9089627000.0,8413451300.0,8294327000.0,8763066000.0,8850095000.0,10149932000.0,9365786000.0,9499047000.0,8671092000.0
2052.0,9752478000.0,9215786000.0,7860643300.0,9868747000.0,8949572000.0,8217102000.0,8083815400.0,8513668600.0,8799513000.0,9985323000.0,9196336000.0,9302900000.0,8621700000.0
2053.0,9589365000.0,9146777000.0,7653817000.0,9754559000.0,8841453000.0,7983839700.0,7885900300.0,8292955000.0,8482928000.0,9850198000.0,9032059000.0,9122895000.0,8321548000.0
2054.0,9414397000.0,8939795000.0,7486028000.0,9610473000.0,8687544000.0,7796249600.0,7704825000.0,8091294000.0,8270910000.0,9707418000.0,8856311000.0,8902621000.0,8123940400.0
2055.0,9207995000.0,8725374000.0,7295077400.0,9509126000.0,8543797000.0,7615833000.0,7512295400.0,7913920000.0,8092661000.0,9578140000.0,8719213000.0,8710155000.0,7954333000.0
2056.0,9041804000.0,8582219000.0,7124974000.0,9362644000.0,8431563300.0,7454873600.0,7340135400.0,7764664300.0,7927033300.0,9424710000.0,8526919700.0,8528049000.0,7787780600.0
2057.0,8833686000.0,8375309000.0,6906988000.0,9157997000.0,8289728000.0,7306200000.0,7107160000.0,7557080000.0,7773874000.0,9251738000.0,8346756000.0,8356769000.0,7628403700.0
2058.0,8607277000.0,8184986000.0,6751060500.0,8983867000.0,8164519400.0,7138872300.0,6902212000.0,7359701500.0,7578970600.0,9281292000.0,8262269000.0,8134341600.0,7462796000.0
2059.0,8404890000.0,8022466600.0,6550687000.0,8777705000.0,8065498600.0,6988871700.0,6733503000.0,7196787000.0,7395676000.0,8954926000.0,7989154000.0,7981186600.0,7255083000.0
2060.0,8188524000.0,7776517000.0,6593743000.0,8651112000.0,7934220300.0,6801911300.0,6582735400.0,7030111000.0,7213739500.0,8787490000.0,7844233000.0,7781258000.0,7105038000.0
2061.0,7939534300.0,7579314700.0,6303859700.0,8448750000.0,7791618600.0,6629445600.0,6398250500.0,6826296300.0,7039551500.0,8820127000.0,7562389000.0,7603780000.0,6933910500.0
2062.0,7782275000.0,7386124000.0,6144336000.0,8276337000.0,7669715500.0,6550004700.0,6275461000.0,6712354300.0,6892961000.0,8699035000.0,7381003000.0,7411664400.0,6779058700.0
2063.0,7556009000.0,7217723000.0,6049122300.0,8127058000.0,7572581400.0,6350335500.0,6100644000.0,6548156000.0,6724619300.0,8513875000.0,7181745000.0,7223319000.0,6797065700.0
2064.0,7355928000.0,7048436000.0,5834891000.0,7993968600.0,7439681500.0,6175792600.0,5933144600.0,6359975400.0,6508571600.0,8338828300.0,6960183000.0,6986126300.0,6587048000.0
2065.0,7150232600.0,6857880000.0,5698693600.0,7832088600.0,7302391300.0,6024197000.0,5781090000.0,6206223400.0,6296316400.0,8108505000.0,6793001000.0,6800254500.0,6423223000.0
2066.0,7047880000.0,6639598600.0,5555741000.0,7717018600.0,7210790000.0,5855972400.0,5678507500.0,6095847400.0,6113102000.0,7943735300.0,6580832000.0,6600334000.0,6278878700.0
2067.0,6823975400.0,6446342000.0,5448087000.0,7573865500.0,7131156500.0,5672535600.0,5565402600.0,5935997400.0,5959362600.0,7927480300.0,6409652700.0,6399798000.0,6122540000.0
2068.0,6696174600.0,6261501000.0,5314012700.0,7447817000.0,7001061400.0,5518185500.0,5408154000.0,5761576000.0,5892261000.0,7716166000.0,6269637000.0,6234082000.0,5994611000.0
2069.0,6497745000.0,6038277000.0,5247561000.0,7354531300.0,6907403300.0,5370774000.0,5278259000.0,5607205400.0,5675953700.0,7623832600.0,6112521000.0,6043231000.0,5876519400.0
2070.0,6306285600.0,5869813000.0,5128832000.0,7277120000.0,6801503000.0,5279140000.0,5137193500.0,5491887000.0,5514732000.0,7486134300.0,5972184000.0,5858695700.0,5748843500.0
2071.0,6142711300.0,5677368300.0,4967636000.0,7144806000.0,6726003000.0,5110200000.0,5003515000.0,5317125600.0,5358087700.0,7349057000.0,5796689000.0,5784328000.0,5631556000.0
2072.0,5992983000.0,5562704000.0,4840103400.0,6967707600.0,6608957400.0,4982130000.0,4854833000.0,5176249300.0,5237433300.0,7180952600.0,5638335000.0,5604909000.0,5508456000.0
2073.0,5857791000.0,5447612000.0,4891709400.0,6854695000.0,6489117700.0,4849560000.0,4689648000.0,5030672000.0,5096384000.0,7072483300.0,5490740000.0,5442483700.0,5396064000.0
2074.0,5722337000.0,5258845000.0,4662740000.0,6743260700.0,6405673500.0,4684394500.0,4565252600.0,4918809000.0,4918332400.0,6993657300.0,5327022600.0,5288728000.0,5270105000.0
2075.0,5548983300.0,5084175000.0,4580185600.0,6612674000.0,6310261000.0,4560484400.0,4453181400.0,4793250000.0,4809683500.0,6897234400.0,5178449400.0,5131455500.0,5146901500.0
2076.0,5439423000.0,4928980500.0,4457215000.0,6496842000.0,6237458400.0,4476298000.0,4348543000.0,4667157500.0,4712713000.0,6789953500.0,5024905700.0,4967931000.0,5034311700.0
2077.0,5311454000.0,4769469000.0,4354302000.0,6393498000.0,6129519600.0,4339409000.0,4229514800.0,4527581700.0,4568914000.0,6668548600.0,5040106500.0,4812383000.0,4942842000.0
2078.0,5213542000.0,4604397600.0,4280703500.0,6278352400.0,6026697000.0,4232489700.0,4120001800.0,4393170400.0,4500375600.0,6553356300.0,4721027600.0,4642603000.0,4807722000.0
2079.0,5074609000.0,4450027500.0,4218893800.0,6164648400.0,5934718000.0,4142854000.0,4039561200.0,4261062700.0,4368003000.0,6509853700.0,4556950500.0,4514370000.0,4714511400.0
2080.0,4954468400.0,4319838000.0,4076406800.0,6044683000.0,5864478700.0,4046451700.0,3916285700.0,4113814000.0,4244311000.0,6338784000.0,4425743000.0,4423168500.0,4602241500.0
2081.0,4858460000.0,4329089000.0,3999728600.0,5929220000.0,5799383000.0,3929522200.0,3798390500.0,3978450400.0,4124421400.0,6242443000.0,4309360000.0,4268216000.0,4793957400.0
2082.0,4748625000.0,4152196000.0,3876335600.0,5810789000.0,5696750000.0,3843691300.0,3703841300.0,3875550700.0,4102587400.0,6110083600.0,4178410800.0,4133652700.0,4421991400.0
2083.0,4689696300.0,4017204500.0,3776728800.0,5696957400.0,5641950000.0,3739317000.0,3622649000.0,3754723000.0,3959707100.0,6111846000.0,4063445800.0,4006903600.0,4306967000.0
2084.0,4597468000.0,3952915000.0,3682629600.0,5583248000.0,5503061000.0,3643474400.0,3560548000.0,3628744400.0,3858031600.0,5932367400.0,3962415600.0,3879424000.0,4192608800.0
2085.0,4491149000.0,3809024300.0,3583771600.0,5504113000.0,5446150000.0,3569901000.0,3453484300.0,3506245400.0,3786566700.0,5827072000.0,3822452500.0,3777870300.0,4105670400.0
2086.0,4388991500.0,3667359700.0,3659014400.0,5409774600.0,5377059000.0,3476643800.0,3379287800.0,3405452800.0,3682668500.0,5719063000.0,3737564000.0,3658117400.0,3989338000.0
2087.0,4261419300.0,3540503300.0,3464090400.0,5371947500.0,5249181000.0,3415902500.0,3287568600.0,3293177300.0,3612949500.0,5608595000.0,3610678500.0,3531157200.0,3918043600.0
2088.0,4172460000.0,3454393900.0,3387102500.0,5281410600.0,5164676000.0,3332335600.0,3210900000.0,3184419600.0,3526830000.0,5482482700.0,3512364500.0,3469795600.0,3830882600.0
2089.0,4115538000.0,3364919000.0,3329965600.0,5186282000.0,5088128000.0,3232329200.0,3137730300.0,3060658700.0,3451907000.0,5376868400.0,3395415000.0,3327083800.0,3753134800.0
2090.0,4115808800.0,3296212000.0,3206500000.0,5097469000.0,5007864300.0,3148490500.0,3056100400.0,2938774300.0,3379597600.0,5764991000.0,3304476000.0,3201422000.0,3719497200.0
2091.0,4010800400.0,3209344000.0,3146088000.0,5073405400.0,4924088000.0,3092164600.0,2998387000.0,2876528600.0,3290347800.0,5190183000.0,3245071000.0,3075764500.0,3602093600.0
2092.0,3933888000.0,3115197400.0,3195921000.0,4969768400.0,4838771000.0,3032970800.0,2938156800.0,2795771100.0,3245980400.0,5041021000.0,3139636200.0,2921250300.0,3498162200.0
2093.0,3862027000.0,3034430500.0,3140288500.0,4886153700.0,4757652500.0,2967019800.0,2858947000.0,2715813000.0,3127454500.0,4902653000.0,3076487700.0,2830817000.0,3405902000.0
2094.0,3778707000.0,2935178000.0,3006996700.0,4807959600.0,4696386600.0,2890221600.0,2787732000.0,2616507400.0,3060425000.0,4777803000.0,3040613000.0,2729620700.0,3363662600.0
2095.0,3712243700.0,2859905800.0,2957261000.0,4748599300.0,4609121300.0,2935789300.0,2718026500.0,2549804500.0,2977783300.0,4685900300.0,2950703600.0,2614488600.0,3279651600.0
2096.0,3643254300.0,2774121000.0,2935828200.0,4683000300.0,4514412500.0,2804844800.0,2651676400.0,2456950000.0,2916505900.0,4578627600.0,2886068000.0,2499176200.0,3242420200.0
2097.0,3634464300.0,2706257200.0,2856016600.0,4607359000.0,4452158500.0,2751407600.0,2574559000.0,2400965400.0,2819907000.0,4640057000.0,2835377700.0,2403893800.0,3164669700.0
2098.0,3532062700.0,2637192000.0,2818098200.0,4512104000.0,4388356000.0,2693837300.0,2494064400.0,2325556200.0,2753940700.0,4414416400.0,2778802400.0,2330501400.0,3117942800.0
2099.0,3469470000.0,2575500500.0,2823377000.0,4443379000.0,4326058500.0,2627964400.0,2425406700.0,2247038700.0,2707424000.0,4328112600.0,2731525400.0,2222081500.0,3053709000.0
2100.0,3407984000.0,2485498000.0,2720635000.0,4378798000.0,4255067400.0,2630662700.0,2350805800.0,2188707000.0,2630268400.0,4203475000.0,2658411800.0,2135541800.0,2989928400.0
