time,CESM1-CAM5,CANESM2,MPI-ESM-LR
2000.0,45082745000000.0,45082745000000.0,45082745000000.0
2001.0,45076403000000.0,45076403000000.0,45076403000000.0
2002.0,45071437000000.0,45071437000000.0,45071437000000.0
2003.0,44951600000000.0,44951600000000.0,44951600000000.0
2004.0,44916100000000.0,44916100000000.0,44916100000000.0
2005.0,44889220000000.0,44889220000000.0,44889220000000.0
2006.0,44918730000000.0,44918730000000.0,44918730000000.0
2007.0,44819376000000.0,44819376000000.0,44819376000000.0
2008.0,44763777000000.0,44763777000000.0,44763777000000.0
2009.0,44745040000000.0,44745040000000.0,44745040000000.0
2010.0,44660634000000.0,44660634000000.0,44660634000000.0
2011.0,44635250000000.0,44635250000000.0,44635250000000.0
2012.0,44570545000000.0,44570545000000.0,44570545000000.0
2013.0,44577013000000.0,44577013000000.0,44577013000000.0
2014.0,44477754000000.0,44477754000000.0,44477754000000.0
2015.0,44562643000000.0,44562643000000.0,44562643000000.0
2016.0,44532400000000.0,44532400000000.0,44532400000000.0
2017.0,44544250000000.0,44544250000000.0,44544250000000.0
2018.0,44403234000000.0,44403234000000.0,44403234000000.0
2019.0,44366440000000.0,44366440000000.0,44366440000000.0
2020.0,44350336000000.0,44350336000000.0,44350336000000.0
2021.0,44216516000000.0,44148180000000.0,44317847000000.0
2022.0,44127320000000.0,44068797000000.0,44264038000000.0
2023.0,44062057000000.0,44000266000000.0,44249730000000.0
2024.0,43963176000000.0,43907908000000.0,44212760000000.0
2025.0,43857417000000.0,43907640000000.0,44236137000000.0
2026.0,43734125000000.0,43844200000000.0,44194295000000.0
2027.0,43570950000000.0,43847984000000.0,44138930000000.0
2028.0,43432957000000.0,43878875000000.0,44113250000000.0
2029.0,43313575000000.0,43768380000000.0,44112950000000.0
2030.0,43185980000000.0,43642513000000.0,44107340000000.0
2031.0,42984763000000.0,43518820000000.0,44062472000000.0
2032.0,42766940000000.0,43429600000000.0,44000260000000.0
2033.0,42647990000000.0,43202780000000.0,44006503000000.0
2034.0,42548802000000.0,43104984000000.0,43887070000000.0
2035.0,42350445000000.0,42921626000000.0,43841898000000.0
2036.0,42199790000000.0,42815860000000.0,43809060000000.0
2037.0,42117137000000.0,42650883000000.0,43725615000000.0
2038.0,42033250000000.0,42420690000000.0,43630165000000.0
2039.0,41911872000000.0,42274120000000.0,43603860000000.0
2040.0,41788870000000.0,42104080000000.0,43591947000000.0
2041.0,41473050000000.0,42062270000000.0,43512550000000.0
2042.0,41149876000000.0,41920290000000.0,43480720000000.0
2043.0,40874403000000.0,41778997000000.0,43399474000000.0
2044.0,40759445000000.0,41687393000000.0,43382120000000.0
2045.0,40628335000000.0,41571380000000.0,43369020000000.0
2046.0,40413805000000.0,41483730000000.0,43259636000000.0
2047.0,40234330000000.0,41406626000000.0,43203910000000.0
2048.0,39993690000000.0,41240860000000.0,43156444000000.0
2049.0,39730410000000.0,41140405000000.0,43143647000000.0
2050.0,39500220000000.0,41052526000000.0,43047333000000.0
2051.0,39217443000000.0,40789896000000.0,43045120000000.0
2052.0,38963260000000.0,40526003000000.0,43017197000000.0
2053.0,38701883000000.0,40435320000000.0,42973430000000.0
2054.0,38504063000000.0,40264425000000.0,43006070000000.0
2055.0,38330998000000.0,40038897000000.0,42974260000000.0
2056.0,38235393000000.0,39902972000000.0,43028413000000.0
2057.0,37993750000000.0,39759970000000.0,43032485000000.0
2058.0,37828256000000.0,39642490000000.0,43099305000000.0
2059.0,37562924000000.0,39478340000000.0,43138730000000.0
2060.0,37416576000000.0,39336884000000.0,43146377000000.0
2061.0,37070274000000.0,39263945000000.0,43126987000000.0
2062.0,36796740000000.0,39097180000000.0,43061753000000.0
2063.0,36459210000000.0,38949985000000.0,43083150000000.0
2064.0,36220214000000.0,38842080000000.0,43102110000000.0
2065.0,36031575000000.0,38717926000000.0,43053797000000.0
2066.0,35787886000000.0,38414267000000.0,42981650000000.0
2067.0,35544554000000.0,38283967000000.0,43048893000000.0
2068.0,35344740000000.0,38075003000000.0,42987320000000.0
2069.0,35184550000000.0,37898930000000.0,42941146000000.0
2070.0,35028786000000.0,37893045000000.0,42910762000000.0
2071.0,34743024000000.0,37764993000000.0,42856476000000.0
2072.0,34501552000000.0,37726234000000.0,42817280000000.0
2073.0,34242891000000.0,37577063000000.0,42848560000000.0
2074.0,34003118000000.0,37510300000000.0,42812997000000.0
2075.0,33875451000000.0,37475817000000.0,42793074000000.0
2076.0,33667127000000.0,37474110000000.0,42810057000000.0
2077.0,33462373000000.0,37397325000000.0,42805733000000.0
2078.0,33378743000000.0,37354920000000.0,42714226000000.0
2079.0,33158297000000.0,37335958000000.0,42706330000000.0
2080.0,32740766000000.0,37301573000000.0,42716885000000.0
2081.0,32543672000000.0,37187207000000.0,42692630000000.0
2082.0,32388747000000.0,37167364000000.0,42673885000000.0
2083.0,32255966000000.0,37126276000000.0,42692155000000.0
2084.0,32125145000000.0,36985660000000.0,42619680000000.0
2085.0,31916230000000.0,36847380000000.0,42635687000000.0
2086.0,31722542000000.0,36723547000000.0,42623150000000.0
2087.0,31591408000000.0,36612554000000.0,42664520000000.0
2088.0,31360540000000.0,36598503000000.0,42704100000000.0
2089.0,31160999000000.0,36548890000000.0,42720416000000.0
2090.0,30950365000000.0,36437924000000.0,42724493000000.0
2091.0,30729434000000.0,36324840000000.0,42691287000000.0
2092.0,30544402000000.0,36178166000000.0,42713483000000.0
2093.0,30297200000000.0,36042490000000.0,42664834000000.0
2094.0,30127160000000.0,35850067000000.0,42719376000000.0
2095.0,29965364000000.0,35717216000000.0,42682722000000.0
2096.0,29734015000000.0,35633863000000.0,42638740000000.0
2097.0,29519925000000.0,35533196000000.0,42534785000000.0
2098.0,29330480000000.0,35406180000000.0,42499850000000.0
2099.0,29078583000000.0,35311850000000.0,42404630000000.0
2100.0,28821363000000.0,35171040000000.0,42373490000000.0
2101.0,28607085000000.0,35030575000000.0,42271945000000.0
2102.0,28417993000000.0,34936694000000.0,42211945000000.0
2103.0,28260170000000.0,34734789000000.0,42194182000000.0
2104.0,28089415000000.0,34604512000000.0,42092957000000.0
2105.0,27928186000000.0,34481216000000.0,42066705000000.0
2106.0,27736542000000.0,34392022000000.0,41986254000000.0
2107.0,27612848000000.0,34339962000000.0,41922387000000.0
2108.0,27503777000000.0,34198900000000.0,41922937000000.0
2109.0,27364646000000.0,34105306000000.0,41934194000000.0
2110.0,27173820000000.0,34002170000000.0,41905130000000.0
2111.0,27022905000000.0,33901404000000.0,41905830000000.0
2112.0,26919666000000.0,33741300000000.0,41862895000000.0
2113.0,26744970000000.0,33616153000000.0,41888187000000.0
2114.0,26584370000000.0,33549376000000.0,41937700000000.0
2115.0,26483605000000.0,33387100000000.0,42002200000000.0
2116.0,26376388000000.0,33292512000000.0,42020440000000.0
2117.0,26191436000000.0,33184470000000.0,42018978000000.0
2118.0,26056627000000.0,33110777000000.0,41974078000000.0
2119.0,25965090000000.0,32984548000000.0,41924937000000.0
2120.0,25719529000000.0,32942920000000.0,41940290000000.0
2121.0,25547766000000.0,32838036000000.0,41983536000000.0
2122.0,25390777000000.0,32731256000000.0,41988010000000.0
2123.0,25254022000000.0,32649125000000.0,42003880000000.0
2124.0,25097070000000.0,32539673000000.0,42032400000000.0
2125.0,24923000000000.0,32371148000000.0,42049190000000.0
2126.0,24833065000000.0,32236860000000.0,42082440000000.0
2127.0,24803410000000.0,32136646000000.0,42068450000000.0
2128.0,24691790000000.0,32012254000000.0,42033740000000.0
2129.0,24575163000000.0,31948855000000.0,42056802000000.0
2130.0,24397272000000.0,31811237000000.0,42102180000000.0
2131.0,24247470000000.0,31754235000000.0,42122426000000.0
2132.0,24121728000000.0,31722075000000.0,42129690000000.0
2133.0,23960470000000.0,31688126000000.0,42110480000000.0
2134.0,23891592000000.0,31643990000000.0,42050586000000.0
2135.0,23825108000000.0,31590854000000.0,42044513000000.0
2136.0,23664938000000.0,31558832000000.0,41989727000000.0
2137.0,23538230000000.0,31381927000000.0,41969700000000.0
2138.0,23377396000000.0,31290718000000.0,41902560000000.0
2139.0,23250438000000.0,31173607000000.0,41917446000000.0
2140.0,23150478000000.0,31091602000000.0,41912960000000.0
2141.0,22999310000000.0,31031518000000.0,41908068000000.0
2142.0,22916536000000.0,30958927000000.0,41890640000000.0
2143.0,22670716000000.0,30869857000000.0,41841206000000.0
2144.0,22580570000000.0,30863373000000.0,41825200000000.0
2145.0,22405220000000.0,30813040000000.0,41827450000000.0
2146.0,22256581000000.0,30711890000000.0,41831744000000.0
2147.0,22142157000000.0,30670950000000.0,41855630000000.0
2148.0,22093560000000.0,30634152000000.0,41850207000000.0
2149.0,21998084000000.0,30584716000000.0,41854876000000.0
2150.0,21885860000000.0,30510095000000.0,41814820000000.0
2151.0,21746615000000.0,30468905000000.0,41882880000000.0
2152.0,21574390000000.0,30392883000000.0,41937604000000.0
2153.0,21447462000000.0,30384750000000.0,41958324000000.0
2154.0,21325467000000.0,30366943000000.0,41967526000000.0
2155.0,21160337000000.0,30286935000000.0,41931250000000.0
2156.0,21077416000000.0,30178750000000.0,41944793000000.0
2157.0,20982872000000.0,30120713000000.0,42003006000000.0
2158.0,20774283000000.0,30108606000000.0,42025010000000.0
2159.0,20639035000000.0,30047130000000.0,42036600000000.0
2160.0,20541306000000.0,29972001000000.0,42005430000000.0
2161.0,20408040000000.0,29907840000000.0,41998390000000.0
2162.0,20321082000000.0,29838786000000.0,41968470000000.0
2163.0,20178316000000.0,29750765000000.0,41942880000000.0
2164.0,20007195000000.0,29713098000000.0,41955060000000.0
2165.0,19966756000000.0,29662523000000.0,41957370000000.0
2166.0,19932855000000.0,29632050000000.0,41882734000000.0
2167.0,19828048000000.0,29505826000000.0,41894084000000.0
2168.0,19688750000000.0,29458143000000.0,41948576000000.0
2169.0,19587718000000.0,29384606000000.0,41903030000000.0
2170.0,19464085000000.0,29335330000000.0,41898960000000.0
2171.0,19367882000000.0,29314884000000.0,41971297000000.0
2172.0,19271390000000.0,29245982000000.0,41962460000000.0
2173.0,19209330000000.0,29165183000000.0,41940360000000.0
2174.0,19115788000000.0,29143939000000.0,41931862000000.0
2175.0,19040274000000.0,29096258000000.0,41884668000000.0
2176.0,19004538000000.0,29050588000000.0,41898966000000.0
2177.0,18943828000000.0,28873155000000.0,41909364000000.0
2178.0,18931088000000.0,28858397000000.0,41990250000000.0
2179.0,18839335000000.0,28760796000000.0,42012020000000.0
2180.0,18750317000000.0,28645232000000.0,42068735000000.0
2181.0,18670303000000.0,28575479000000.0,42077800000000.0
2182.0,18589118000000.0,28482080000000.0,42120988000000.0
2183.0,18549940000000.0,28368882000000.0,42190030000000.0
2184.0,18463379000000.0,28295640000000.0,42236750000000.0
2185.0,18411336000000.0,28202910000000.0,42267640000000.0
2186.0,18347289000000.0,28102778000000.0,42295513000000.0
2187.0,18271330000000.0,28036613000000.0,42353230000000.0
2188.0,18218198000000.0,27958803000000.0,42341163000000.0
2189.0,18144045000000.0,27940803000000.0,42350953000000.0
2190.0,18077970000000.0,27905868000000.0,42433383000000.0
2191.0,18005753000000.0,27767163000000.0,42484357000000.0
2192.0,17921313000000.0,27729053000000.0,42506914000000.0
2193.0,17915733000000.0,27666508000000.0,42490334000000.0
2194.0,17858600000000.0,27604516000000.0,42484560000000.0
2195.0,17832660000000.0,27539995000000.0,42423800000000.0
2196.0,17755650000000.0,27472456000000.0,42453294000000.0
2197.0,17745964000000.0,27404225000000.0,42530863000000.0
2198.0,17696480000000.0,27358835000000.0,42564036000000.0
2199.0,17687537000000.0,27313027000000.0,42559347000000.0
2200.0,17649789000000.0,27129165000000.0,42600153000000.0
2201.0,17563579000000.0,27071464000000.0,42650917000000.0
2202.0,17511860000000.0,26969345000000.0,42669187000000.0
2203.0,17409845000000.0,26942271000000.0,42660420000000.0
2204.0,17331322000000.0,26895303000000.0,42706580000000.0
2205.0,17244965000000.0,26870744000000.0,42658020000000.0
2206.0,17224861000000.0,26782869000000.0,42671580000000.0
2207.0,17192292000000.0,26742218000000.0,42733268000000.0
2208.0,17156260000000.0,26719891000000.0,42761454000000.0
2209.0,17123711000000.0,26649370000000.0,42807650000000.0
2210.0,17067603000000.0,26574389000000.0,42826054000000.0
2211.0,17032145000000.0,26470571000000.0,42922787000000.0
2212.0,16989314000000.0,26384343000000.0,42939368000000.0
2213.0,16945655000000.0,26350550000000.0,42895785000000.0
