time,CSIRO-MK3-6-0,CCSM4,MPI-ESM-LR
2000.0,45082745000000.0,45082745000000.0,45082745000000.0
2001.0,45076403000000.0,45076403000000.0,45076403000000.0
2002.0,45071437000000.0,45071437000000.0,45071437000000.0
2003.0,44951600000000.0,44951600000000.0,44951600000000.0
2004.0,44916100000000.0,44916100000000.0,44916100000000.0
2005.0,44889220000000.0,44889220000000.0,44889220000000.0
2006.0,44918730000000.0,44918730000000.0,44918730000000.0
2007.0,44819376000000.0,44819376000000.0,44819376000000.0
2008.0,44763777000000.0,44763777000000.0,44763777000000.0
2009.0,44745040000000.0,44745040000000.0,44745040000000.0
2010.0,44660634000000.0,44660634000000.0,44660634000000.0
2011.0,44635250000000.0,44635250000000.0,44635250000000.0
2012.0,44570545000000.0,44570545000000.0,44570545000000.0
2013.0,44577013000000.0,44577013000000.0,44577013000000.0
2014.0,44477754000000.0,44477754000000.0,44477754000000.0
2015.0,44562643000000.0,44562643000000.0,44562643000000.0
2016.0,44532400000000.0,44532400000000.0,44532400000000.0
2017.0,44544250000000.0,44544250000000.0,44544250000000.0
2018.0,44403234000000.0,44403234000000.0,44403234000000.0
2019.0,44366440000000.0,44366440000000.0,44366440000000.0
2020.0,44350336000000.0,44350336000000.0,44350336000000.0
2021.0,44281960000000.0,44251694000000.0,44252373000000.0
2022.0,44110015000000.0,44178340000000.0,44229863000000.0
2023.0,43949880000000.0,44000530000000.0,44194828000000.0
2024.0,43807345000000.0,43886202000000.0,44108440000000.0
2025.0,43601174000000.0,43755466000000.0,44036200000000.0
2026.0,43474817000000.0,43667230000000.0,44045783000000.0
2027.0,43362996000000.0,43532240000000.0,43898270000000.0
2028.0,43260720000000.0,43307510000000.0,43882770000000.0
2029.0,43269620000000.0,43117684000000.0,43796710000000.0
2030.0,43247976000000.0,43082075000000.0,43699140000000.0
2031.0,43183960000000.0,42988743000000.0,43623073000000.0
2032.0,43073757000000.0,42852638000000.0,43564760000000.0
2033.0,42986490000000.0,42672534000000.0,43498363000000.0
2034.0,42935584000000.0,42562340000000.0,43341600000000.0
2035.0,42746576000000.0,42394230000000.0,43257707000000.0
2036.0,42602783000000.0,42231510000000.0,43180660000000.0
2037.0,42427876000000.0,42087135000000.0,43050273000000.0
2038.0,42264965000000.0,41822835000000.0,42944925000000.0
2039.0,42063810000000.0,41703436000000.0,42860000000000.0
2040.0,41814673000000.0,41556970000000.0,42844446000000.0
2041.0,41673392000000.0,41351006000000.0,42697218000000.0
2042.0,41410506000000.0,41213772000000.0,42577953000000.0
2043.0,41249880000000.0,41124366000000.0,42500910000000.0
2044.0,41050123000000.0,40949490000000.0,42302110000000.0
2045.0,40854040000000.0,40811824000000.0,42145790000000.0
2046.0,40630386000000.0,40655867000000.0,41989433000000.0
2047.0,40426400000000.0,40541677000000.0,41802573000000.0
2048.0,40175653000000.0,40419790000000.0,41673950000000.0
2049.0,39929890000000.0,40207013000000.0,41477790000000.0
2050.0,39764397000000.0,40001673000000.0,41389807000000.0
2051.0,39628992000000.0,39654133000000.0,41258018000000.0
2052.0,39388445000000.0,39462894000000.0,41127450000000.0
2053.0,39144743000000.0,39137575000000.0,40987737000000.0
2054.0,38852266000000.0,38978397000000.0,40827380000000.0
2055.0,38538226000000.0,38759230000000.0,40779450000000.0
2056.0,38204780000000.0,38515128000000.0,40801070000000.0
2057.0,37974930000000.0,38312417000000.0,40637055000000.0
2058.0,37699020000000.0,37975550000000.0,40579390000000.0
2059.0,37406628000000.0,37675770000000.0,40481740000000.0
2060.0,37179300000000.0,37462760000000.0,40384960000000.0
2061.0,36928364000000.0,37215833000000.0,40244544000000.0
2062.0,36423690000000.0,36899473000000.0,40104700000000.0
2063.0,36145505000000.0,36625078000000.0,39850790000000.0
2064.0,35801130000000.0,36304276000000.0,39679760000000.0
2065.0,35479748000000.0,36068833000000.0,39552810000000.0
2066.0,35154660000000.0,35748896000000.0,39450030000000.0
2067.0,34683810000000.0,35466053000000.0,39249410000000.0
2068.0,34261743000000.0,35177925000000.0,39066990000000.0
2069.0,33816182000000.0,34892287000000.0,38788220000000.0
2070.0,33448641000000.0,34514220000000.0,38587496000000.0
2071.0,32943087000000.0,34136218000000.0,38403890000000.0
2072.0,32639696000000.0,33725744000000.0,38179436000000.0
2073.0,32287293000000.0,33488307000000.0,38011280000000.0
2074.0,31968022000000.0,33109303000000.0,37855360000000.0
2075.0,31579238000000.0,32789406000000.0,37688288000000.0
2076.0,31133327000000.0,32310366000000.0,37532980000000.0
2077.0,30658294000000.0,31888293000000.0,37313078000000.0
2078.0,30249226000000.0,31501123000000.0,37132920000000.0
2079.0,29903880000000.0,31082440000000.0,36909825000000.0
2080.0,29389006000000.0,30499202000000.0,36628840000000.0
2081.0,28908600000000.0,30073843000000.0,36380370000000.0
2082.0,28406700000000.0,29534045000000.0,36089940000000.0
2083.0,27930718000000.0,28974277000000.0,35725770000000.0
2084.0,27459769000000.0,28291772000000.0,35440392000000.0
2085.0,26962500000000.0,27700115000000.0,35068764000000.0
2086.0,26474140000000.0,27255003000000.0,34839833000000.0
2087.0,26050570000000.0,26697548000000.0,34442154000000.0
2088.0,25413443000000.0,26246352000000.0,34114200000000.0
2089.0,24850250000000.0,25574922000000.0,33719620000000.0
2090.0,24232839000000.0,25131733000000.0,33419277000000.0
2091.0,23656755000000.0,24639783000000.0,33177590000000.0
2092.0,22991667000000.0,24149464000000.0,32879060000000.0
2093.0,22441565000000.0,23474884000000.0,32558662000000.0
2094.0,21827523000000.0,22801359000000.0,32332747000000.0
2095.0,21156548000000.0,22315392000000.0,32094530000000.0
2096.0,20427401000000.0,21803565000000.0,31774280000000.0
2097.0,19760640000000.0,21298604000000.0,31423656000000.0
2098.0,19179562000000.0,20772842000000.0,31098717000000.0
2099.0,18507314000000.0,20250351000000.0,30799064000000.0
2100.0,17911888000000.0,19715624000000.0,30503931000000.0
2101.0,17317554000000.0,19180575000000.0,30242630000000.0
2102.0,16742101000000.0,18497866000000.0,29856120000000.0
2103.0,16184164000000.0,17990827000000.0,29549876000000.0
2104.0,15588293000000.0,17398301000000.0,29288407000000.0
2105.0,15033341000000.0,16651242000000.0,28906474000000.0
2106.0,14553982000000.0,16146187000000.0,28649332000000.0
2107.0,14044554000000.0,15622148000000.0,28365789000000.0
2108.0,13552461000000.0,15144519000000.0,28045770000000.0
2109.0,13075193000000.0,14583877000000.0,27658330000000.0
2110.0,12635257000000.0,14105040000000.0,27256685000000.0
2111.0,12129488000000.0,13507329000000.0,26768424000000.0
2112.0,11635022000000.0,13026707000000.0,26364592000000.0
2113.0,11209357000000.0,12670584000000.0,25913295000000.0
2114.0,10810659000000.0,12211263000000.0,25582050000000.0
2115.0,10390462000000.0,11764432000000.0,25258730000000.0
2116.0,10068746000000.0,11361101000000.0,24949515000000.0
2117.0,9686435000000.0,10988008000000.0,24575815000000.0
2118.0,9355604000000.0,10590847000000.0,24183761000000.0
2119.0,9053433000000.0,10249704000000.0,23817135000000.0
2120.0,8764246000000.0,9962815000000.0,23446950000000.0
2121.0,8418327000000.0,9676843000000.0,22929740000000.0
2122.0,8087706000000.0,9310141000000.0,22520890000000.0
2123.0,7790316000000.0,9045577000000.0,22058377000000.0
2124.0,7471748000000.0,8793042700000.0,21617881000000.0
2125.0,7201821000000.0,8479074400000.0,21149077000000.0
2126.0,6921172000000.0,8128832000000.0,20703129000000.0
2127.0,6655479600000.0,7849652500000.0,20325478000000.0
2128.0,6398898300000.0,7561296000000.0,19824036000000.0
2129.0,6180682300000.0,7251752400000.0,19437613000000.0
2130.0,5950123500000.0,6993268400000.0,19023056000000.0
2131.0,5687766000000.0,6757577400000.0,18653072000000.0
2132.0,5454682000000.0,6520669000000.0,18226530000000.0
2133.0,5249353000000.0,6303631500000.0,17812572000000.0
2134.0,5020938400000.0,6092523300000.0,17408348000000.0
2135.0,4798990500000.0,5877344000000.0,17006790000000.0
2136.0,4594669000000.0,5597501600000.0,16646290000000.0
2137.0,4406648500000.0,5356484300000.0,16317554000000.0
2138.0,4219451200000.0,5121814000000.0,16040381000000.0
2139.0,4049947900000.0,4879130000000.0,15661845000000.0
2140.0,3905445200000.0,4684993000000.0,15320106000000.0
2141.0,3747969000000.0,4502160700000.0,15016240000000.0
2142.0,3587135800000.0,4333634600000.0,14729238000000.0
2143.0,3437916300000.0,4134521500000.0,14332572000000.0
2144.0,3272560300000.0,3941775000000.0,13930298000000.0
2145.0,3107735200000.0,3759583500000.0,13597510000000.0
2146.0,2944555800000.0,3602403600000.0,13263565000000.0
2147.0,2792161000000.0,3413493200000.0,12945325000000.0
2148.0,2670982300000.0,3275270700000.0,12614238000000.0
2149.0,2529134400000.0,3110022200000.0,12314502000000.0
2150.0,2403520000000.0,2959116300000.0,12070826000000.0
2151.0,2256622300000.0,2827600000000.0,11739964000000.0
2152.0,2127912800000.0,2665126800000.0,11374633000000.0
2153.0,2035353100000.0,2531473500000.0,11001560000000.0
2154.0,1948964900000.0,2418765700000.0,10674355000000.0
2155.0,1842393900000.0,2313673200000.0,10409218000000.0
2156.0,1752275600000.0,2197234000000.0,10198307000000.0
2157.0,1666458300000.0,2074612900000.0,9950218000000.0
2158.0,1590487500000.0,1963361300000.0,9683789000000.0
2159.0,1505534000000.0,1876890100000.0,9385574000000.0
2160.0,1424976400000.0,1767865800000.0,9168045000000.0
2161.0,1344975400000.0,1665625400000.0,8937545000000.0
2162.0,1269037800000.0,1572799100000.0,8729093000000.0
2163.0,1201892200000.0,1477644100000.0,8494743300000.0
2164.0,1133563600000.0,1395009300000.0,8286910000000.0
2165.0,1059157250000.0,1318147600000.0,8064802500000.0
2166.0,1003456700000.0,1244069500000.0,7842974000000.0
2167.0,947184700000.0,1175639300000.0,7620346000000.0
2168.0,895596040000.0,1116433700000.0,7409146000000.0
2169.0,853282600000.0,1058239300000.0,7195809000000.0
2170.0,809790200000.0,995325440000.0,6987456000000.0
2171.0,771733900000.0,935226300000.0,6832930700000.0
2172.0,744586600000.0,877348800000.0,6685908300000.0
2173.0,720687500000.0,837344700000.0,6531319000000.0
2174.0,690844100000.0,804773760000.0,6378625700000.0
2175.0,662122140000.0,766926260000.0,6251296600000.0
2176.0,640952600000.0,733788700000.0,6113938000000.0
2177.0,620914500000.0,690718600000.0,5984864400000.0
2178.0,604007760000.0,654844040000.0,5846192400000.0
2179.0,583309070000.0,620743400000.0,5695530000000.0
2180.0,558066900000.0,583830340000.0,5533129500000.0
2181.0,541502100000.0,558863300000.0,5380183000000.0
2182.0,528940730000.0,537250100000.0,5250407700000.0
2183.0,516233660000.0,514450000000.0,5103120500000.0
2184.0,506637840000.0,491251700000.0,4979203500000.0
2185.0,495256270000.0,471202630000.0,4858332600000.0
2186.0,480902940000.0,451747100000.0,4734077000000.0
2187.0,471829580000.0,438412870000.0,4614782500000.0
2188.0,461628340000.0,426708900000.0,4479595000000.0
2189.0,448317360000.0,413111350000.0,4349964800000.0
2190.0,438175300000.0,401487330000.0,4219656500000.0
2191.0,425088200000.0,392072170000.0,4114361400000.0
2192.0,412600830000.0,383535600000.0,4011004500000.0
2193.0,401734530000.0,376156850000.0,3921522500000.0
2194.0,392991280000.0,367769200000.0,3820412700000.0
2195.0,384558920000.0,359824260000.0,3723513800000.0
2196.0,374676320000.0,354315860000.0,3611760300000.0
2197.0,366299020000.0,347009580000.0,3485851200000.0
2198.0,357899340000.0,344001680000.0,3416570700000.0
2199.0,348490400000.0,337851150000.0,3321801200000.0
2200.0,338850220000.0,329667250000.0,3228963400000.0
2201.0,328023900000.0,321689900000.0,3147241000000.0
2202.0,317343760000.0,313690620000.0,3059566800000.0
2203.0,308825300000.0,306510430000.0,2981108400000.0
2204.0,299745770000.0,298497470000.0,2896930800000.0
2205.0,291048200000.0,293776700000.0,2836613300000.0
2206.0,285375800000.0,288038160000.0,2773119700000.0
2207.0,280697000000.0,278216200000.0,2713792800000.0
2208.0,274416010000.0,273899860000.0,2638800700000.0
2209.0,268670220000.0,267535520000.0,2555861500000.0
2210.0,264092340000.0,259402190000.0,2493951200000.0
2211.0,258195960000.0,254612340000.0,2441778000000.0
2212.0,251533820000.0,250884550000.0,2390482500000.0
2213.0,243558170000.0,247673680000.0,2327548500000.0
2214.0,236656500000.0,243669160000.0,2271225000000.0
2215.0,230031110000.0,239155130000.0,2229870500000.0
2216.0,223527650000.0,235499130000.0,2183940300000.0
