time,MPI-ESM1-2-HR,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4
2031.0,876054100.0,911362000.0,915824600.0,896860400.0,894722940.0
2032.0,850711040.0,881609200.0,886247230.0,869226600.0,870795140.0
2033.0,843499300.0,857375200.0,865234560.0,838373600.0,841407100.0
2034.0,823619650.0,831476600.0,850916030.0,814536400.0,820614400.0
2035.0,806742460.0,800513540.0,840138560.0,801228100.0,784169700.0
2036.0,814132700.0,766010300.0,806014460.0,776245600.0,789665340.0
2037.0,774625200.0,750728400.0,778662400.0,758405440.0,765503400.0
2038.0,807995840.0,729312000.0,767693060.0,737229000.0,743702200.0
2039.0,755500700.0,709726700.0,745012000.0,749514940.0,726067400.0
2040.0,742161900.0,702171400.0,726127700.0,716384960.0,703947840.0
2041.0,735385150.0,673681500.0,710967360.0,709642400.0,686987500.0
2042.0,712775360.0,657465400.0,688623040.0,680061760.0,675390400.0
2043.0,728131840.0,635558340.0,680941200.0,662272960.0,693452100.0
2044.0,694074240.0,615461250.0,657959940.0,644189630.0,680726300.0
2045.0,708440400.0,589912300.0,672974100.0,633701200.0,645511230.0
2046.0,722799900.0,579093500.0,625217150.0,631540000.0,638226940.0
2047.0,678216060.0,574515500.0,609986370.0,607809000.0,679574700.0
2048.0,658250100.0,574529300.0,596135300.0,586245440.0,642915650.0
2049.0,638256600.0,538746940.0,582804500.0,593401900.0,626850940.0
2050.0,620936300.0,515252740.0,567407100.0,591428000.0,611075460.0
2051.0,603984400.0,501913630.0,555936640.0,577428400.0,600939140.0
2052.0,601921200.0,488334430.0,541466800.0,590366600.0,595111000.0
2053.0,599000450.0,466402750.0,526338080.0,683498300.0,580249500.0
2054.0,584367000.0,452959360.0,613630400.0,555857600.0,569910340.0
2055.0,648201200.0,433461860.0,514440420.0,546895800.0,562247700.0
2056.0,612224450.0,425622460.0,611416770.0,549088000.0,555780200.0
2057.0,571108000.0,415502660.0,506911550.0,536765220.0,545097900.0
2058.0,560114240.0,398109060.0,500179680.0,525668130.0,536007170.0
2059.0,558330050.0,377594430.0,485484380.0,514566140.0,529971940.0
2060.0,622884740.0,370353500.0,474760800.0,502323330.0,525802900.0
2061.0,578226700.0,374809200.0,461902800.0,522852670.0,521960960.0
2062.0,603554600.0,343952100.0,453213300.0,501020860.0,516441020.0
2063.0,558603970.0,332583300.0,443873000.0,490224640.0,562907970.0
2064.0,661048700.0,316751200.0,434177180.0,483093600.0,506598620.0
2065.0,555260900.0,304357570.0,422308500.0,540651460.0,497185920.0
2066.0,549264260.0,291893950.0,418361250.0,480422700.0,499030600.0
2067.0,591736260.0,280701150.0,410425200.0,477536000.0,540223200.0
2068.0,850359100.0,275088860.0,403937400.0,480332380.0,512883940.0
2069.0,625137700.0,259207310.0,399558940.0,481554180.0,501459040.0
2070.0,567312500.0,252893250.0,402898720.0,466439300.0,495420160.0
2071.0,554314000.0,273821500.0,403266620.0,457972540.0,490061340.0
2072.0,545054400.0,245333460.0,385569700.0,458143070.0,540858050.0
2073.0,536224900.0,234028450.0,381560030.0,450515620.0,491515360.0
2074.0,534353180.0,227596860.0,382498370.0,473560000.0,503647680.0
2075.0,529521250.0,222708130.0,371024860.0,479184350.0,503473400.0
2076.0,529126000.0,222909040.0,365750560.0,642084740.0,481555000.0
2077.0,528248160.0,214957920.0,364452670.0,453197150.0,476505440.0
2078.0,569675600.0,211086880.0,437319780.0,440884030.0,470007600.0
2079.0,526081500.0,208197520.0,362014980.0,457312930.0,498778270.0
2080.0,520881570.0,232872980.0,347738900.0,469485660.0,487406430.0
2081.0,519018300.0,208964160.0,346465800.0,437947800.0,476659420.0
2082.0,519833250.0,211726370.0,331673820.0,437278430.0,481009730.0
2083.0,513910900.0,200712780.0,329159580.0,459131740.0,467918600.0
2084.0,515032220.0,201916080.0,323988380.0,435180130.0,464506850.0
2085.0,511120700.0,196198620.0,318911420.0,455589340.0,462402900.0
2086.0,514158900.0,200533340.0,342513820.0,450125820.0,458981950.0
2087.0,505771140.0,206324000.0,342931680.0,434174600.0,461969250.0
2088.0,502797760.0,187210990.0,341895580.0,445381570.0,460290980.0
2089.0,500464770.0,182641470.0,461031040.0,437575870.0,453767550.0
2090.0,510895070.0,376327970.0,343041950.0,544426750.0,451725380.0
2091.0,516164030.0,248392460.0,331897060.0,534040770.0,451528640.0
2092.0,494309280.0,211202580.0,320658200.0,532864500.0,449385700.0
2093.0,491205860.0,206678380.0,315584900.0,497564930.0,445621860.0
2094.0,487544000.0,210108850.0,319313730.0,465630200.0,452974820.0
2095.0,502504930.0,214243400.0,312184580.0,463162700.0,515969200.0
2096.0,488525100.0,204539920.0,310937860.0,455222660.0,743768770.0
2097.0,479297950.0,204643380.0,306217860.0,459939460.0,617805760.0
2098.0,478598980.0,200655200.0,303656830.0,499087400.0,539253200.0
2099.0,700193500.0,202301520.0,408634100.0,484881440.0,464504480.0
2100.0,540914100.0,196505250.0,323036350.0,472748200.0,446793860.0
