time,TAIESM1,MPI-ESM1-2-HR,CESM2,NORESM2-MM,EC-EARTH3,IPSL-CM6A-LR,INM-CM4-8,INM-CM5-0,CESM2-WACCM,ACCESS-CM2,CAMS-CSM1-0,EC-EARTH3-VEG,ACCESS-ESM1-5,MRI-ESM2-0,GFDL-ESM4,CANESM5,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR
2039.0,9309714000.0,11971360000.0,9808360000.0,10667110000.0,10338460000.0,9533371000.0,10036655000.0,10911906000.0,8184404500.0,9996628000.0,11871401000.0,10526345000.0,9895514000.0,10275165000.0,11737259000.0,9188722000.0,11280537000.0,10424221000.0,11275122000.0
2040.0,8821563000.0,12024230000.0,9459702000.0,10381800000.0,9941976000.0,9188285000.0,9758728000.0,10750359000.0,7934862000.0,9644723000.0,11786288000.0,10295525000.0,9358190000.0,9893251000.0,11564658000.0,8674941000.0,11019500000.0,10420909000.0,10999877000.0
2041.0,8387029500.0,11854397000.0,8955473000.0,10026505000.0,9431851000.0,9032553000.0,9487604000.0,10569960000.0,7602084000.0,9200156000.0,11671824000.0,10081491000.0,9006750000.0,9505133000.0,11509002000.0,8263590400.0,10708511000.0,10030546000.0,10690695000.0
2042.0,7829499400.0,11607160000.0,8699191000.0,9650228000.0,9158356000.0,8521099300.0,9066204000.0,10252427000.0,7106855400.0,8851292000.0,11731499000.0,9774388000.0,8723390000.0,9175527000.0,11233707000.0,7964240000.0,10398475000.0,9748785000.0,10476891000.0
2043.0,7382988300.0,11429036000.0,8326534000.0,9435053000.0,9281151000.0,8232183300.0,8784375000.0,10086930000.0,6769185000.0,8536057000.0,11624021000.0,9508285000.0,8318743600.0,8810444000.0,10962909000.0,7704764400.0,10202491000.0,9439473000.0,10327550000.0
2044.0,6889208000.0,11224585000.0,7999048700.0,9141531000.0,8888664000.0,7900236000.0,8561539600.0,9950723000.0,6508171000.0,8072357000.0,11288362000.0,9311708000.0,7970395000.0,8417543000.0,10633177000.0,7240953300.0,9810086000.0,9082920000.0,10087000000.0
2045.0,6425579000.0,11008902000.0,7656752000.0,8710522000.0,8496323000.0,7489067000.0,8407242000.0,9735656000.0,6123204000.0,7686306000.0,11367244000.0,9068820000.0,7635524600.0,8036815000.0,10239105000.0,6752277000.0,9594363000.0,8706692000.0,9809663000.0
2046.0,6045072400.0,10878276000.0,7413804500.0,8408019000.0,8170932000.0,7159593000.0,8069145600.0,9549117000.0,5799863000.0,7212234000.0,11091858000.0,8837036000.0,7311320600.0,7732772400.0,10048655000.0,6409047000.0,9502867000.0,8437430300.0,9454367000.0
2047.0,5652627500.0,10693301000.0,7096825300.0,7882128400.0,7802214000.0,6922481700.0,7765850600.0,9275352000.0,5525371000.0,6954366500.0,10838535000.0,8586158000.0,7029293600.0,7485876700.0,9890936000.0,6149276700.0,9130629000.0,8122152400.0,9259540000.0
2048.0,5231797000.0,10518650000.0,6796774000.0,7477181000.0,7415246000.0,6586162700.0,7527694300.0,8985122000.0,5294571000.0,6871617500.0,10692274000.0,8330790000.0,6794511000.0,7159757000.0,9627448000.0,5719843300.0,8737190000.0,7721894000.0,9051481000.0
2049.0,4793134000.0,10246616000.0,6591028700.0,7126495700.0,7297745000.0,6303291000.0,7353618000.0,8713674000.0,4918789000.0,6425059300.0,10439069000.0,8045409300.0,6497028600.0,6833269000.0,9355727000.0,5419531000.0,8381573600.0,7319949000.0,8768729000.0
2050.0,4501432000.0,10057277000.0,6336438000.0,6783491600.0,6990141000.0,5952201700.0,7291999000.0,8357324300.0,4583186400.0,5964412400.0,10320616000.0,7767735300.0,6255664600.0,6530680300.0,9060044000.0,5198518000.0,8061262300.0,7144861000.0,8386675000.0
2051.0,4237207800.0,9833240000.0,5973188600.0,6521647600.0,6726888400.0,5700843500.0,7159536600.0,8088733000.0,4454119400.0,5545734000.0,10132610000.0,7424599000.0,5902190000.0,6315294700.0,8882287000.0,4911354000.0,7810290700.0,6952099000.0,8121082000.0
2052.0,4003666200.0,9657746000.0,5666264000.0,6160317400.0,6388288500.0,5370915000.0,7006612000.0,7931494000.0,4303501000.0,5316123000.0,10014254000.0,7185150500.0,5692306400.0,6674606600.0,8689493000.0,4597913600.0,7572860400.0,6722194000.0,7826572000.0
2053.0,3723860000.0,9507437000.0,5323965000.0,5887396400.0,6029095400.0,5204346400.0,6771258400.0,7997973500.0,4138957800.0,4909010000.0,9845047000.0,6980075500.0,5368093700.0,5869150000.0,8449849000.0,4351326700.0,7239918000.0,6385577500.0,7629017600.0
2054.0,3465310500.0,9319088000.0,5073582600.0,5625181700.0,5923604000.0,4864243000.0,6667506000.0,7625030000.0,3836137500.0,4531641000.0,9645181000.0,6750401500.0,5138985500.0,5674188000.0,8152490000.0,4166366000.0,6859064000.0,6138028500.0,7330112500.0
2055.0,3250395000.0,9047674000.0,4772580400.0,5387629600.0,5681647000.0,4599021000.0,6430066700.0,7422289400.0,3624908800.0,4232856300.0,9408371000.0,6506732000.0,4875132000.0,5476226600.0,7998027300.0,3886825000.0,6563417600.0,5976005000.0,7058404000.0
2056.0,2986403800.0,8765764000.0,4532906000.0,5188475400.0,5615101400.0,4314361300.0,6100415000.0,7305220000.0,3452358400.0,3955033300.0,9849304000.0,6246949000.0,4607193000.0,5121008600.0,7688770600.0,3635515400.0,6156927000.0,5682864600.0,6774115000.0
2057.0,2812994600.0,8546948600.0,4250708200.0,4919584000.0,5299525000.0,4066421200.0,5865854000.0,6994739000.0,3227287600.0,3675108000.0,9204472000.0,6080288300.0,4370076000.0,4867199000.0,7430712300.0,3342238700.0,5822015000.0,5319404500.0,6575491000.0
2058.0,2589399800.0,8255114000.0,4033791000.0,4688265700.0,5044474400.0,3796872200.0,5713207300.0,6727442400.0,3042283500.0,3457084400.0,9168777000.0,5719499000.0,4111623700.0,4630365000.0,7145484300.0,3103975200.0,5451985000.0,5089872000.0,6293766700.0
2059.0,2337369600.0,8004190700.0,3853458200.0,4442099000.0,4899260000.0,3597587200.0,5534688000.0,6530065400.0,2883062800.0,3212923100.0,8934281000.0,5411169000.0,3891733800.0,4484661000.0,7009175600.0,2932689700.0,5242055000.0,4883128000.0,5930705400.0
2060.0,2127276200.0,7768549400.0,3593112600.0,4121549000.0,4652742700.0,3339027200.0,5393727000.0,6367140000.0,2702281700.0,2998734300.0,8803128000.0,5128608000.0,3663410200.0,4244822800.0,6704534500.0,2736454100.0,4967797000.0,4679879000.0,5611828000.0
2061.0,1961387900.0,7530358300.0,3358274300.0,3889363200.0,4481799000.0,3119985000.0,5219351600.0,6184847400.0,2474372900.0,2760259300.0,8630878000.0,4871260700.0,3389563400.0,4082901000.0,6443403000.0,2571290000.0,4658298400.0,4477524000.0,5305223000.0
2062.0,1858399400.0,7234529000.0,3146497800.0,3610117000.0,4292095000.0,2914396200.0,5051831300.0,6042167300.0,2377500000.0,2565155000.0,8359642600.0,4778695000.0,3178039800.0,3984873200.0,6158977000.0,2356145200.0,4369210400.0,4253493800.0,4991866400.0
2063.0,1741052900.0,7055035400.0,2996303000.0,3347332600.0,4069194200.0,2728017200.0,4892333000.0,5840696300.0,2218271000.0,2364762400.0,8091563000.0,4542280700.0,2997061000.0,3803522600.0,5957530600.0,2212721700.0,4067893200.0,4041147100.0,4694788600.0
2064.0,1678414200.0,6804093400.0,2770189300.0,3135190500.0,3934609200.0,2553105700.0,4758374000.0,5567716000.0,2103358600.0,2185425200.0,7927396400.0,4360340000.0,2817431000.0,3662375200.0,5759798300.0,2082382800.0,3900300300.0,3854578700.0,4397106700.0
2065.0,1528978200.0,6543041000.0,2606480000.0,2908719400.0,3813554200.0,2382096400.0,4618425300.0,5349181400.0,1958802300.0,2052478300.0,7825732000.0,4132170800.0,2627023400.0,3585653200.0,5553042400.0,1969989900.0,3675918000.0,3607884500.0,4145639200.0
2066.0,1363363000.0,6149213000.0,2458329300.0,2733101300.0,3672886300.0,2218968300.0,4462635500.0,5213833000.0,1793746200.0,1897471700.0,7594041300.0,3891487000.0,2478846700.0,3420658200.0,5344773600.0,1822401900.0,3439170300.0,3375786800.0,3935897900.0
2067.0,1186035000.0,5968521000.0,2320485600.0,2555670500.0,3509006800.0,2027232000.0,4309787600.0,4962514400.0,1686358000.0,1779082400.0,7554042000.0,3678834400.0,2331256800.0,3271201300.0,5142875000.0,1661207400.0,3237566500.0,3204847900.0,3745445000.0
2068.0,995940200.0,5790218000.0,2188487200.0,2409563100.0,3273995300.0,1823174800.0,4161150700.0,4820536000.0,1544138500.0,1670136800.0,7540553700.0,3569513500.0,2099844900.0,3111387100.0,5006195000.0,1537212700.0,3016731100.0,3052462000.0,3446264000.0
2069.0,896943740.0,5601417700.0,2062537900.0,2257167000.0,3122181600.0,1659947900.0,4021229800.0,4637962000.0,1440305900.0,1531389800.0,7247915500.0,3346777000.0,1926633300.0,3002210000.0,4805372000.0,1420384600.0,2791969800.0,2871735300.0,3269034200.0
2070.0,756995000.0,5330623000.0,1884918300.0,2109007100.0,2963076600.0,1488196700.0,3926619100.0,4480130600.0,1308718500.0,1342336600.0,6973428700.0,3273695000.0,1745273500.0,2947268900.0,4597976000.0,1256673400.0,2621400600.0,2674460000.0,3019551700.0
2071.0,664441900.0,5079927300.0,1781716400.0,1940465900.0,2775273700.0,1333612500.0,3803592400.0,4290313700.0,1133580500.0,1156489000.0,6841899500.0,3067474200.0,1529835600.0,2753563100.0,4299826000.0,1081667600.0,2437706000.0,2494549800.0,2842668800.0
2072.0,588377000.0,4868821500.0,1634382800.0,1834203100.0,2539336400.0,1211595500.0,3669815800.0,4122675200.0,1003101600.0,1044865600.0,6695569000.0,2921549800.0,1373131400.0,2593845800.0,4308843500.0,960889700.0,2314079000.0,2345166600.0,2669881900.0
2073.0,547124350.0,4637817300.0,1519911800.0,1691812400.0,2377307100.0,1078654500.0,3561480700.0,3946317000.0,849675200.0,953028030.0,6592320500.0,2743948800.0,1246092500.0,2474593800.0,4101585000.0,840248450.0,2165951500.0,2239916300.0,2482006500.0
2074.0,474391260.0,4428889000.0,1339804500.0,1568947200.0,2247300000.0,913715700.0,3426069200.0,3848036600.0,748791300.0,821418000.0,6447625000.0,2590992100.0,1063242240.0,2359323600.0,3986257000.0,743785860.0,2007790300.0,2123691900.0,2323616300.0
2075.0,407793630.0,4211999700.0,1189120100.0,1412686300.0,2076418600.0,780621000.0,3297350400.0,3755971800.0,642757900.0,715453100.0,6398971400.0,2469053700.0,922666800.0,2239178500.0,3834678000.0,643444700.0,1847914800.0,2027838500.0,2167604700.0
2076.0,326400160.0,4050621400.0,1028959040.0,1268886100.0,1902487400.0,667926340.0,3116263400.0,3542531600.0,573373900.0,655831200.0,6234072600.0,2311964700.0,826381630.0,2106784900.0,3707825000.0,561289100.0,1757079600.0,1885354600.0,2054566300.0
2077.0,264031150.0,3793021200.0,933667400.0,1180704400.0,1781815900.0,584653400.0,3009404700.0,3400204500.0,504983230.0,592508350.0,6075604500.0,2135829600.0,717977540.0,2037103500.0,3621504000.0,511145150.0,1632561300.0,1787883800.0,1960421900.0
2078.0,209319860.0,3628353800.0,831547500.0,1011645440.0,1579018000.0,497904860.0,2901548300.0,3253127400.0,432343100.0,510017920.0,5902933000.0,1992377200.0,643688700.0,1945927300.0,3494950400.0,427472030.0,1478329700.0,1698168600.0,1870135000.0
2079.0,174039500.0,3447001600.0,746220160.0,923337400.0,1430041000.0,416759870.0,2817364500.0,3168831700.0,383239460.0,464101220.0,5878799400.0,1803408100.0,571999940.0,1877670100.0,3326364200.0,367163300.0,1322387500.0,1536563700.0,1744915300.0
2080.0,150189330.0,3314893600.0,672139100.0,838886100.0,1285628900.0,319596580.0,2718458400.0,3087843000.0,318265300.0,392314500.0,5656742400.0,1703936100.0,495512930.0,1740066700.0,3206628400.0,342885000.0,1139339300.0,1444076500.0,1650781000.0
2081.0,127794744.0,3191050800.0,597427840.0,751355400.0,1192899500.0,253470780.0,2619858400.0,2950198000.0,247002860.0,323220600.0,5515191300.0,1516151800.0,394550500.0,1621750500.0,3080005600.0,272322780.0,1030655900.0,1327875200.0,1525751700.0
2082.0,106982790.0,3021202000.0,530968060.0,672517900.0,1085439900.0,189978750.0,2521789400.0,2867884000.0,220184400.0,261532370.0,5320284000.0,1415951400.0,313409600.0,1533290000.0,2987220200.0,208672100.0,909920700.0,1178878800.0,1428377600.0
2083.0,97977810.0,2822656500.0,458553820.0,595664960.0,910388030.0,169069470.0,2424621300.0,2740949800.0,168890190.0,239166510.0,5152363500.0,1319544800.0,241167490.0,1480308500.0,2857404200.0,164086740.0,816801100.0,1099894700.0,1330614800.0
2084.0,86316770.0,2683773700.0,398569000.0,527848350.0,783133900.0,152607220.0,2346006300.0,2649382400.0,144249360.0,206317680.0,4988387300.0,1166528500.0,210922670.0,1338719200.0,2765472500.0,143223340.0,693152900.0,1029121200.0,1219583100.0
2085.0,79912840.0,2545522200.0,360805820.0,457289800.0,739951700.0,126880740.0,2248847000.0,2553365800.0,125700210.0,175393630.0,4857574400.0,1049734900.0,179100930.0,1260669000.0,2662951200.0,128683384.0,623533500.0,956943300.0,1119948900.0
2086.0,69032560.0,2449460700.0,305393100.0,418231420.0,649601540.0,113000984.0,2181136000.0,2451931000.0,108563830.0,160972430.0,4751091700.0,923321300.0,148748910.0,1188759200.0,2560101400.0,106456750.0,553163500.0,906066700.0,1007248600.0
2087.0,61363290.0,2372338400.0,256821020.0,339893100.0,564371600.0,99786536.0,2086702500.0,2370276600.0,98158070.0,145921420.0,4527515000.0,813838850.0,129261030.0,1140047400.0,2443018200.0,85671624.0,499408220.0,790285060.0,907726600.0
2088.0,56299576.0,2203394600.0,234393470.0,291506400.0,499139040.0,92069690.0,2010184400.0,2270707200.0,84835810.0,135019460.0,4359181000.0,749453440.0,118773940.0,1062016960.0,2352926500.0,74580850.0,432199300.0,706489900.0,829152800.0
2089.0,52132816.0,2051576200.0,177472560.0,266740820.0,465484540.0,86846100.0,1860675600.0,2171562200.0,79454490.0,121209260.0,4249939500.0,696966340.0,101044540.0,992620400.0,2270173200.0,68879690.0,385890370.0,614608800.0,754575900.0
2090.0,48624124.0,1889936100.0,146971070.0,220937250.0,419749400.0,74762010.0,1708428300.0,2078412500.0,76422540.0,113155920.0,4164556800.0,599221600.0,91173144.0,949970200.0,2169349400.0,64143356.0,334810530.0,546129660.0,696496960.0
2091.0,45330516.0,1715051300.0,125849290.0,190113200.0,324893060.0,68035250.0,1623460700.0,1985312000.0,69214820.0,106611190.0,3988741000.0,547879940.0,81903990.0,914563800.0,2073948500.0,59645184.0,269349280.0,517211360.0,636140700.0
2092.0,42400316.0,1567808500.0,105645720.0,172124260.0,276718370.0,61853280.0,1507761800.0,1917151900.0,60879636.0,97478490.0,3860796400.0,477653100.0,72448664.0,845140030.0,1955964500.0,50313852.0,224893570.0,488250560.0,588307300.0
2093.0,41036980.0,1395749800.0,99597900.0,158818160.0,248222510.0,58052996.0,1426324500.0,1722701600.0,55977240.0,89620830.0,3717357800.0,388235940.0,67058700.0,791094850.0,1861881500.0,45508956.0,190748800.0,431929440.0,539735000.0
2094.0,35995496.0,1294341200.0,90331770.0,136710380.0,205140770.0,50947250.0,1351220100.0,1639444000.0,51218916.0,85590220.0,3581687300.0,313643460.0,62325364.0,716336400.0,1741779000.0,39632430.0,158426260.0,395750080.0,505704160.0
2095.0,32549086.0,1183751200.0,82600710.0,121892000.0,159368770.0,47326004.0,1267924600.0,1585254900.0,47512960.0,81441730.0,3389217000.0,269829980.0,55324820.0,675026940.0,1647595400.0,37972324.0,134783970.0,369370180.0,465761730.0
2096.0,31483352.0,1075562400.0,67478630.0,112986400.0,139642400.0,44265224.0,1178866300.0,1512055000.0,43587244.0,71341120.0,3233104600.0,225675340.0,53643148.0,640198700.0,1506738000.0,33180374.0,120190250.0,333650780.0,418376320.0
2097.0,30878750.0,976515840.0,62471004.0,106122130.0,117924630.0,42337216.0,1103641500.0,1422764300.0,40769572.0,61913024.0,3078021400.0,206359550.0,51772652.0,590620500.0,1458124300.0,32363118.0,109155530.0,276184830.0,381254940.0
2098.0,30631258.0,921929150.0,58785620.0,97622424.0,107245050.0,37071400.0,1046064000.0,1325088600.0,39849830.0,59835900.0,2943832300.0,180072020.0,47917612.0,559150400.0,1405538000.0,31457618.0,94525830.0,240200180.0,359409860.0
2099.0,30220772.0,852044740.0,52965990.0,90902136.0,96068290.0,36024172.0,949476030.0,1246171300.0,39375144.0,58321544.0,2809132300.0,145218660.0,44314010.0,543237570.0,1337528600.0,30830724.0,89851010.0,216065250.0,329237280.0
