time,IPSL-CM6A-LR,EC-EARTH3,INM-CM4-8,INM-CM5-0,CAMS-CSM1-0,ACCESS-CM2,CESM2-WACCM,CESM2,MPI-ESM1-2-HR,NORESM2-MM,BCC-CSM2-MR,FGOALS-F3-L,EC-EARTH3-VEG,MRI-ESM2-0,ACCESS-ESM1-5,GFDL-ESM4,CANESM5
2028.0,13169584000.0,13195989000.0,13211514000.0,13145744000.0,13512183000.0,12864028000.0,12706039000.0,13171250000.0,13193102000.0,12802899000.0,13411095000.0,12945139000.0,13162056000.0,13201825000.0,13220978000.0,13276065000.0,12701262000.0
2029.0,12971515000.0,13026237000.0,13111467000.0,13058858000.0,13438007000.0,12617214000.0,12448657000.0,12942829000.0,13068590000.0,12615076000.0,13328705000.0,12670527000.0,13122829000.0,13099363000.0,12947461000.0,13119710000.0,12621300000.0
2030.0,12850094000.0,12966406000.0,13025489000.0,12862619000.0,13420426000.0,12308171000.0,12141727000.0,12631413000.0,12792924000.0,12444606000.0,13128959000.0,12409585000.0,12936239000.0,12877156000.0,12737294000.0,12930796000.0,12318370000.0
2031.0,12759123000.0,12934389000.0,12800253000.0,12827294000.0,13312712000.0,11978523000.0,11948075000.0,12338701000.0,12736791000.0,12227952000.0,12991900000.0,12141144000.0,12685446000.0,12767233000.0,12554017000.0,12791954000.0,12040774000.0
2032.0,12452296000.0,12685025000.0,12736078000.0,12636029000.0,13089762000.0,11759842000.0,11825763000.0,12049510000.0,12758297000.0,11908137000.0,12956201000.0,12048473000.0,12508364000.0,12519091000.0,12315720000.0,12508703000.0,11775421000.0
2033.0,12139214000.0,12444006000.0,12462361000.0,12510633000.0,12921839000.0,11351580000.0,11422114000.0,11833004000.0,12483194000.0,11613794000.0,12707595000.0,11699759000.0,12289321000.0,12323328000.0,12077144000.0,12259049000.0,11441474000.0
2034.0,11840934000.0,12266837000.0,12343949000.0,12348112000.0,12813927000.0,11268431000.0,11081883000.0,11566433000.0,12271632000.0,11383483000.0,12545158000.0,11215197000.0,12119948000.0,12106344000.0,11866575000.0,12055610000.0,11214075000.0
2035.0,11554466000.0,12114308000.0,12234460000.0,12343516000.0,12651944000.0,10938588000.0,10849041000.0,11343764000.0,12261843000.0,11108680000.0,12361040000.0,11009143000.0,11890613000.0,11733094000.0,11616859000.0,11929761000.0,10982648000.0
2036.0,11204504000.0,12041027000.0,12146088000.0,11909078000.0,12499624000.0,10612040000.0,10443118000.0,11052322000.0,11920888000.0,10883891000.0,12125922000.0,10656397000.0,11658318000.0,11882622000.0,11269410000.0,11593359000.0,10672813000.0
2037.0,10930230000.0,11715100000.0,12039010000.0,11766296000.0,12499581000.0,10162682000.0,10127305000.0,10744129000.0,11689698000.0,10611056000.0,11932066000.0,10389786000.0,11436670000.0,11392683000.0,10944781000.0,11381555000.0,10500966000.0
2038.0,10567913000.0,11387501000.0,11815892000.0,11519742000.0,12329047000.0,9880157000.0,9683986000.0,10408515000.0,11788009000.0,10254482000.0,11797638000.0,10572455000.0,11384510000.0,11067485000.0,10712168000.0,11204421000.0,10118159000.0
2039.0,10183807000.0,11134107000.0,11657133000.0,11337542000.0,12281719000.0,9445755000.0,9286400000.0,10072754000.0,11432194000.0,10076886000.0,11553786000.0,9842780000.0,11149226000.0,10952596000.0,10448428000.0,11028024000.0,9776305000.0
2040.0,9775174000.0,10875514000.0,11801006000.0,11076720000.0,12475459000.0,9046657000.0,8891117000.0,9895424000.0,11297115000.0,9702907000.0,11335745000.0,9685053000.0,10936579000.0,10697339000.0,10277811000.0,10704191000.0,9496796000.0
2041.0,9524770000.0,10617249000.0,11482342000.0,10905645000.0,12181216000.0,8742711000.0,8503066000.0,9622924000.0,11303288000.0,9324272000.0,11132996000.0,9372293000.0,10956764000.0,10424067000.0,10036329000.0,10550656000.0,9119117000.0
2042.0,9130249000.0,10456174000.0,11277111000.0,10673436000.0,11919682000.0,8428559400.0,8141400000.0,9187343000.0,10977542000.0,8997298000.0,11139434000.0,9024173000.0,10598489000.0,10219004000.0,9658146000.0,10241221000.0,8829408000.0
2043.0,8808928000.0,10413854000.0,11158730000.0,10473201000.0,11869813000.0,8182704000.0,7873527300.0,8756538000.0,10851536000.0,8807708000.0,10808838000.0,8660766000.0,10398670000.0,10075835000.0,9328715000.0,9960827000.0,8563340300.0
2044.0,8538863000.0,10097195000.0,10933307000.0,10242543000.0,11831576000.0,7898483000.0,7581533700.0,8432286000.0,10551729000.0,8485109000.0,10467492000.0,8420291600.0,10403048000.0,9746435000.0,9215548000.0,9709563000.0,8337825000.0
2045.0,8346614000.0,9870978000.0,10798800000.0,10112578000.0,11695800000.0,7802959400.0,7270421000.0,8439336400.0,10385419000.0,8134627000.0,10231549000.0,8076204500.0,10087227000.0,9488089000.0,8871310000.0,9604048000.0,8060817400.0
2046.0,8028840400.0,9671671000.0,10669150000.0,9904513000.0,11971298000.0,7395125000.0,7067048000.0,8039779000.0,10192767000.0,7953837600.0,10085744000.0,7766678000.0,9877605000.0,9202071000.0,8768869000.0,9255930000.0,7874775000.0
2047.0,7783958000.0,9398781000.0,10364060000.0,9734139000.0,11684553000.0,7175250000.0,6822769000.0,7748065000.0,10084702000.0,7637152000.0,9908069000.0,7521758700.0,9682882000.0,9033309000.0,8453810000.0,9143053000.0,7559213000.0
2048.0,7496878600.0,9080336000.0,10200170000.0,9556964000.0,11452273000.0,6725411000.0,6539222500.0,7566696000.0,9883415000.0,7291345400.0,9809426000.0,7290027500.0,9454029000.0,8787266000.0,8217396000.0,8962573000.0,7338139000.0
2049.0,7331622400.0,8920558000.0,10047356000.0,9278578000.0,11476130000.0,6424463000.0,6318777000.0,7300776000.0,9848662000.0,7091251700.0,9804942000.0,7194428000.0,9186873000.0,8566387000.0,7945853400.0,8735337000.0,7206240000.0
2050.0,7132592000.0,8688105000.0,9819491000.0,9570609000.0,12586180000.0,6224121000.0,6166003700.0,7081540600.0,9626949000.0,6861071400.0,9462012000.0,7163622400.0,8793701000.0,8430806500.0,7655203000.0,8681516000.0,6988472300.0
2051.0,6807956500.0,8482035000.0,9761114000.0,9179494000.0,11361443000.0,6102397400.0,5922487000.0,6761126000.0,9668932000.0,6647935000.0,9232045000.0,6893057500.0,8539857400.0,8129381400.0,7414731000.0,8368171000.0,6792013300.0
2052.0,6591551000.0,8242519600.0,9606876000.0,8899167000.0,11143700000.0,5864941600.0,5654309000.0,6531900400.0,9590945000.0,6336276500.0,9067082000.0,6706072000.0,9321372000.0,7905320400.0,7267461000.0,8314948000.0,6657091000.0
2053.0,6419478500.0,8014795000.0,9436955000.0,8621728000.0,11080948000.0,5613251600.0,5381228500.0,6345692000.0,9250640000.0,6199577600.0,8855786000.0,7008094700.0,8501686300.0,7761426000.0,7060303000.0,8099318000.0,6381187000.0
2054.0,6255480300.0,7819857000.0,9454826000.0,8552090000.0,11443891000.0,5432390700.0,5178851000.0,6010196000.0,8982503000.0,6023028700.0,8684885000.0,6828583000.0,8386587600.0,7593356000.0,6908143000.0,8013341700.0,6204927000.0
2055.0,6041575400.0,7571224000.0,9315161000.0,8309844500.0,11342393000.0,5177268700.0,5002653000.0,5812799000.0,8843739000.0,5831170000.0,8530830300.0,6478380500.0,7954648000.0,7332224500.0,6657462300.0,7824694000.0,5964749300.0
2056.0,5852642300.0,7459452400.0,9078164000.0,8213822500.0,11772104000.0,5035956000.0,4919067600.0,5920422000.0,8687277000.0,5661241300.0,8524717600.0,6244164000.0,7977758700.0,7163959000.0,6726426600.0,7667678700.0,5815527000.0
2057.0,5615677000.0,7398369000.0,8971420000.0,8028325400.0,11024828000.0,4856494600.0,4662544000.0,5611137000.0,8913782000.0,5492750000.0,8281340000.0,7456742000.0,7651161000.0,7111807500.0,6422853000.0,7479259000.0,5603207000.0
2058.0,5563024400.0,7140937700.0,8793341000.0,7991363600.0,10877877000.0,4716843000.0,4498127400.0,5354615300.0,8570525700.0,5315330600.0,8552875500.0,5998150700.0,7393396000.0,7212672000.0,6194500600.0,7376917500.0,5351960000.0
2059.0,5313304600.0,7007578600.0,8663132000.0,7830678500.0,10888790000.0,4551609000.0,4369586000.0,5072974300.0,8425814000.0,5172793300.0,8009437700.0,6055464400.0,7280573400.0,6852707000.0,5981536000.0,7147051500.0,5146766300.0
2060.0,5105593000.0,6806446000.0,8516645000.0,7775972000.0,10712886000.0,4406305300.0,4196311600.0,4865166000.0,8291307000.0,5205318000.0,7845847600.0,6069326300.0,7013765600.0,6693038600.0,5801385500.0,7028468000.0,4950288000.0
2061.0,5295625700.0,6836778500.0,8416839000.0,7635252700.0,10550439000.0,4200728800.0,4056175600.0,4686514700.0,8304387000.0,4979537000.0,7709951000.0,5745046000.0,6844402000.0,6550827500.0,5669801500.0,6869557000.0,4771856000.0
2062.0,4907966000.0,7018802000.0,8310560300.0,7510692400.0,10424733000.0,4093619000.0,3964988000.0,4592861700.0,8135284700.0,4737469400.0,7619714600.0,5974997000.0,6814549000.0,6494851600.0,5536951000.0,6652229600.0,4659686000.0
2063.0,4690845000.0,6486578000.0,8175962000.0,7326093000.0,10326779000.0,3981584100.0,3903049000.0,4440686000.0,7929174500.0,4595804000.0,7420549000.0,5525077500.0,6591492600.0,6497825000.0,5504926000.0,6559430700.0,4526118000.0
2064.0,4514429400.0,6590812700.0,8048193000.0,7090559500.0,10273360000.0,3849447200.0,3752205800.0,4274203100.0,8006712000.0,4446362000.0,7358045700.0,5391286000.0,6459634700.0,6402550300.0,5255814700.0,6529561000.0,4382346000.0
2065.0,4404424000.0,6190183400.0,7867725000.0,7014870000.0,11119286000.0,3716831700.0,3611033300.0,4183586300.0,7904888000.0,4372091400.0,7342905300.0,5999288000.0,6143768600.0,6102153000.0,5191609300.0,6305017300.0,4215165400.0
2066.0,4277747500.0,6149328400.0,7854911500.0,6826881000.0,10876865000.0,3687699500.0,3534251800.0,4064314400.0,7686084600.0,4312248000.0,7126247400.0,5299135000.0,5997239000.0,5946210300.0,5373187000.0,6405142000.0,4187512000.0
2067.0,4246998300.0,5935551500.0,7636225000.0,6732168700.0,10309341000.0,3531914500.0,3441272300.0,3933422800.0,7456961500.0,4136046600.0,6992447000.0,5172260400.0,5972101000.0,5874916400.0,4932050000.0,6091155500.0,4011414000.0
2068.0,4098748400.0,5753636000.0,7514517000.0,6728396000.0,10224494000.0,3382869000.0,3298360800.0,3751178200.0,7330747400.0,3989462800.0,8161467400.0,6211398000.0,5768639000.0,6301719600.0,4839274500.0,6072311300.0,3904284000.0
2069.0,3962676700.0,5687534000.0,7454828500.0,6621644000.0,10419596000.0,3272534500.0,3211613200.0,3613708300.0,7226833000.0,3985174500.0,7085665300.0,6042732000.0,5556705300.0,5723297300.0,4742824000.0,5924743700.0,3797210600.0
2070.0,3783778000.0,5507073500.0,7252844000.0,6410609000.0,10287758000.0,3162660600.0,3149785300.0,3541670100.0,7085032400.0,3823202600.0,6880123000.0,5160307000.0,5804796000.0,5613648400.0,4672234500.0,5806317600.0,3694011600.0
2071.0,3689881000.0,5392801000.0,7233253400.0,6301042000.0,10309699000.0,3079796000.0,3246242300.0,3378182000.0,7148840000.0,3770845000.0,6806153700.0,5006630000.0,6079548400.0,5685793000.0,4517617700.0,5706241500.0,3576495900.0
2072.0,3559578600.0,5242039000.0,7075095000.0,6325253600.0,9942178000.0,3116262000.0,3015989500.0,3247315000.0,7081551400.0,3639465200.0,6538614000.0,4904822000.0,5240792600.0,5837268000.0,4504576000.0,5606210000.0,3478319600.0
2073.0,3465844000.0,5201604000.0,7065822700.0,6129923600.0,9883186000.0,2916256300.0,3011040000.0,3127901200.0,6907535400.0,3557119700.0,6419531000.0,4849326000.0,5176375000.0,5542857000.0,4378240500.0,5506721000.0,3301812000.0
2074.0,3345300700.0,5015564000.0,6989111000.0,5973460500.0,10080141000.0,2829454600.0,3071572700.0,2971931100.0,6750619600.0,3495824100.0,6302034400.0,4887719400.0,5257831000.0,5714019300.0,4268312600.0,5432380000.0,3228276500.0
2075.0,3241943800.0,4799412000.0,6856253000.0,6202224600.0,9824942000.0,2736022000.0,2837264000.0,2876374300.0,6851009500.0,3409670400.0,6167458300.0,4678220300.0,5028035000.0,5335723500.0,4177370600.0,5310218000.0,3138067500.0
2076.0,3156828000.0,4648751600.0,6777989600.0,6487995400.0,9773295000.0,2653729800.0,2909757000.0,2805135000.0,6700802600.0,3365700400.0,6051754000.0,4912779000.0,4837746700.0,5223736000.0,4109193000.0,5285925000.0,3193938200.0
2077.0,3050176500.0,4535484000.0,6656070000.0,5956130300.0,10214283000.0,2670976000.0,3080625200.0,2707887600.0,6611914000.0,3820528600.0,6533574700.0,4653616000.0,4723703000.0,5145596000.0,4232450000.0,5323128000.0,2983312000.0
2078.0,2927862500.0,5730531000.0,6654571500.0,5667620400.0,9840621000.0,2553323000.0,2735063300.0,2607810000.0,6330823000.0,3369684500.0,6341664300.0,4490007600.0,4615986700.0,5076565500.0,3958626600.0,5135006000.0,2899247400.0
2079.0,3060830000.0,4569274400.0,6488217000.0,5648530400.0,9710161000.0,2384018000.0,2769814000.0,2492671700.0,6182260000.0,3166883300.0,5978160000.0,4413161500.0,4473297400.0,4972870700.0,3948909600.0,5057856500.0,2800617000.0
2080.0,2791618800.0,4496024600.0,6390661600.0,5554972000.0,9970270000.0,2290054100.0,2572929800.0,2425889300.0,6127090000.0,3180967200.0,5784926700.0,4382578000.0,4312500700.0,4855594000.0,3811549000.0,4997947000.0,2729612800.0
2081.0,2743537000.0,4507329500.0,6335591000.0,6226806300.0,9932375000.0,2344974300.0,2651283200.0,2330528300.0,6086130700.0,3259207700.0,5753001000.0,4247222000.0,4285333500.0,5085461000.0,3747330800.0,4918054000.0,2665549000.0
2082.0,2643529200.0,4268410600.0,6294119000.0,5615520000.0,9635983000.0,2268969200.0,2898602200.0,2353696500.0,5999645700.0,3105090800.0,5637511000.0,4266259200.0,4221853400.0,4791388700.0,3595558000.0,4823205400.0,2638060300.0
2083.0,2579805000.0,4113297700.0,6636336000.0,5531107300.0,9560422000.0,2073381100.0,2783080200.0,2368729000.0,6308807000.0,3717974800.0,5592508400.0,4428719000.0,4024696300.0,4748219400.0,3587285500.0,4780555300.0,2765848800.0
2084.0,2514570500.0,4038975500.0,6247661000.0,5683419600.0,9501492000.0,2395364900.0,2408534500.0,2181282800.0,5811290600.0,3144961300.0,5695648300.0,4134591500.0,3945547300.0,4635016700.0,3412849200.0,4873439700.0,2511037400.0
2085.0,2402634800.0,4160268800.0,6051766000.0,5350757000.0,9700465000.0,2005450600.0,2314196200.0,2882283300.0,5877918700.0,2973570800.0,5411911700.0,4227161300.0,4356542000.0,4578679300.0,3357480700.0,5445904000.0,2443048700.0
2086.0,2365454000.0,3990559200.0,5948341000.0,5209039400.0,9900347000.0,2006212600.0,2231314700.0,2332143600.0,5699077600.0,2890801000.0,5328544300.0,3991697000.0,3758841900.0,4509697000.0,3220810000.0,5077786600.0,2309222000.0
2087.0,2605961500.0,5036914700.0,5858246700.0,5166891000.0,9551947000.0,1854494000.0,2195978500.0,2040502900.0,5555556000.0,3090122200.0,5400649000.0,3966819000.0,3702007800.0,4411479000.0,3081878000.0,4539606500.0,2176737500.0
2088.0,2305374700.0,4135629000.0,5821422000.0,5105789000.0,9434434000.0,1790863000.0,2336797200.0,2073455500.0,5449557000.0,3124216600.0,5245285000.0,3965014300.0,3669283000.0,4374449700.0,3023903500.0,4497033700.0,2368557600.0
2089.0,2208155100.0,3972405500.0,5701136000.0,5021688000.0,10387118000.0,1704004100.0,2092767500.0,1888106900.0,5548745000.0,2911514000.0,5430919000.0,3821179400.0,3495519700.0,4291413000.0,3172881200.0,4381477400.0,2182971400.0
2090.0,2268813600.0,5217662500.0,5671823000.0,5075033000.0,9607277000.0,1647152500.0,1980712800.0,1778293200.0,5523182600.0,2730546000.0,5114012000.0,3724337700.0,3381397500.0,4245876500.0,2939246300.0,4448343000.0,2102009500.0
2091.0,2064557000.0,3874806000.0,5921288000.0,5016361500.0,9498546000.0,1575841200.0,2035911400.0,1708313500.0,5307633700.0,2622539300.0,5067335700.0,4346417000.0,3305592600.0,4157320700.0,2823567600.0,4276569300.0,1981343600.0
2092.0,1996891600.0,3716654800.0,5755280400.0,4921934300.0,9738168000.0,1501127800.0,1954325900.0,1810815200.0,5607132000.0,2560158200.0,5039837000.0,3657751600.0,5345949700.0,4088294700.0,2724072200.0,4491934700.0,1960192900.0
2093.0,2241680000.0,4332545000.0,5553193000.0,5209272000.0,9394999000.0,1444586000.0,1863630200.0,1671687800.0,5283752400.0,2510217500.0,4931363300.0,3609304600.0,5220573700.0,4037271800.0,2621130200.0,4399864000.0,2262089700.0
2094.0,1977507500.0,3729785900.0,5501772300.0,4843242000.0,9627861000.0,1402626600.0,1855597700.0,1594545700.0,6569369000.0,2450009600.0,5127462000.0,3543219000.0,4097326300.0,4239010000.0,2579133200.0,4486130700.0,1881699700.0
2095.0,1936038000.0,3543271400.0,5396338700.0,4792192500.0,10254682000.0,1360084200.0,1745781100.0,1536933200.0,5590697000.0,2435028500.0,4900877000.0,3751708000.0,3539659000.0,4111078700.0,2507305700.0,4217651700.0,1799964800.0
2096.0,1917034000.0,3497781200.0,5391322000.0,4739817000.0,9494497000.0,1325804000.0,1677986800.0,1482685700.0,5261202000.0,2422873300.0,4932434400.0,3949222100.0,3036149500.0,3873031400.0,2586503000.0,4132147700.0,1797348200.0
2097.0,2164790000.0,3412703700.0,5327878000.0,4781127700.0,9927039000.0,1277183600.0,1656146000.0,1537728500.0,5200180000.0,2786168000.0,4891666400.0,3433113900.0,2919220700.0,3869399000.0,2539220700.0,4260843500.0,1712467500.0
2098.0,1870165100.0,3366401000.0,5207234000.0,5862162400.0,9374374000.0,1244011400.0,1666951800.0,1379759500.0,5342290400.0,2297299000.0,4742862000.0,3385082600.0,2828391400.0,3898305300.0,2489682400.0,4041026600.0,1675820900.0
2099.0,1700637200.0,3293419500.0,5332692500.0,4881437000.0,9259581000.0,1213388200.0,1572974800.0,1419985400.0,5118582000.0,2223162600.0,4666205000.0,3418780400.0,5278046700.0,3770479400.0,2366297900.0,4026584000.0,1730049500.0
2100.0,1670688900.0,3402735900.0,5999218700.0,5366851000.0,9341678000.0,1194539100.0,1572776100.0,1353693400.0,4945257000.0,2269811500.0,4583000000.0,3243842800.0,2785404400.0,3906456000.0,2303301400.0,3994384100.0,1767908400.0
