time,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,BCC-CSM2-MR,FGOALS-F3-L,NORESM2-MM,CESM2,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2-WACCM,INM-CM4-8,INM-CM5-0,EC-EARTH3
2016.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0
2017.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0
2018.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0
2019.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0
2020.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0
2021.0,14023710000.0,13967891000.0,14045760000.0,13939725000.0,13990983000.0,13983251000.0,13943841000.0,14086562000.0,14043265000.0,13973287000.0,13970703000.0,13988904000.0,13939481000.0
2022.0,13911623000.0,13876809000.0,13879548000.0,13858226000.0,13856137000.0,13859590000.0,13877819000.0,14348320000.0,13868943000.0,13863578000.0,14103598000.0,13865216000.0,13801554000.0
2023.0,13715562000.0,13743587000.0,13767086000.0,13760913000.0,13745847000.0,13698739000.0,13880608000.0,14071464000.0,13765980000.0,13711531000.0,13791956000.0,13760958000.0,13681994000.0
2024.0,13681828000.0,13647915000.0,13777179000.0,13637211000.0,13556428000.0,13665783000.0,13631106000.0,13888613000.0,13673015000.0,13604840000.0,13668451000.0,13696903000.0,13497802000.0
2025.0,13579924000.0,13528580000.0,13698132000.0,13693218000.0,13468711000.0,13531060000.0,13414652000.0,13716260000.0,13595693000.0,13399650000.0,13535174000.0,13619138000.0,13643202000.0
2026.0,13389986000.0,13357424000.0,13466957000.0,13349770000.0,13457742000.0,13496519000.0,13241283000.0,13588332000.0,13687814000.0,13222339000.0,13416474000.0,13471299000.0,13477158000.0
2027.0,13294056000.0,13128470000.0,13351003000.0,13221005000.0,13211816000.0,13313002000.0,13002532000.0,13517872000.0,13516622000.0,13022852000.0,13358633000.0,13328659000.0,13226467000.0
2028.0,13170614000.0,12895599000.0,13257013000.0,12994125000.0,13122520000.0,13106976000.0,12894596000.0,13374651000.0,13349685000.0,12874402000.0,13151892000.0,13440510000.0,12973962000.0
2029.0,13321800000.0,12699270000.0,13275802000.0,12719978000.0,12896637000.0,12829651000.0,12627560000.0,13496238000.0,13256607000.0,12544308000.0,12914813000.0,13143366000.0,13052977000.0
2030.0,12973011000.0,12472376000.0,13016257000.0,12460322000.0,12753271000.0,12861037000.0,12371196000.0,13207606000.0,13268378000.0,12234314000.0,12663022000.0,12953528000.0,12866227000.0
2031.0,12808472000.0,12246657000.0,12891439000.0,12223491000.0,12444649000.0,12588748000.0,12189398000.0,13340549000.0,13402479000.0,12015770000.0,12474042000.0,12817466000.0,12784099000.0
2032.0,12627447000.0,11969404000.0,12759552000.0,12004934000.0,12288622000.0,12322227000.0,12031501000.0,13054112000.0,13005739000.0,11687426000.0,12266503000.0,12691248000.0,12461815000.0
2033.0,12457429000.0,11812851000.0,12581061000.0,11782080000.0,12443517000.0,12184750000.0,11640100000.0,12949043000.0,12866881000.0,11506216000.0,12375735000.0,12460170000.0,12558098000.0
2034.0,12301320000.0,11562376000.0,12411507000.0,11457996000.0,11986895000.0,11962796000.0,11260387000.0,12637446000.0,13134598000.0,11429541000.0,11968242000.0,12334208000.0,12070937000.0
2035.0,12022678000.0,11290045000.0,12384938000.0,11203943000.0,11782004000.0,11822578000.0,10817801000.0,12494123000.0,12642399000.0,11410340000.0,11858969000.0,12156141000.0,11885975000.0
2036.0,11907058000.0,10930809000.0,12138847000.0,10860367000.0,11489840000.0,11603359000.0,10577525000.0,12297596000.0,12660753000.0,11103882000.0,11546847000.0,11931649000.0,12029403000.0
2037.0,11550428000.0,10772403000.0,12036953000.0,10702803000.0,11369643000.0,11336913000.0,10283942000.0,12081571000.0,12679536000.0,10789124000.0,11238000000.0,11720363000.0,11769250000.0
2038.0,11310782000.0,10422637000.0,11721002000.0,10358499000.0,11123064000.0,11001716000.0,9828067000.0,11920070000.0,12464138000.0,10366243000.0,10957372000.0,11522213000.0,11465962000.0
2039.0,11151610000.0,10273295000.0,11770571000.0,10214261000.0,10813637000.0,10780328000.0,9607115000.0,11894132000.0,12375138000.0,10021075000.0,10841558000.0,11260745000.0,11344584000.0
2040.0,10955136000.0,9977982000.0,11548970000.0,9930496000.0,10422617000.0,10548524000.0,9423274000.0,11588824000.0,13201032000.0,9720650000.0,10518107000.0,11067619000.0,11034832000.0
2041.0,10771678000.0,9598506000.0,11268261000.0,9744545000.0,10389063000.0,10353486000.0,9161124000.0,11415485000.0,12625789000.0,9508392000.0,10327351000.0,10867460000.0,10779248000.0
2042.0,10581072000.0,9184137000.0,11084998000.0,9458963000.0,9975656000.0,10068401000.0,8886188000.0,11175641000.0,12276905000.0,9167365000.0,10176256000.0,10738456000.0,10578842000.0
2043.0,10332298000.0,8977593000.0,10817626000.0,9188959000.0,9823142000.0,9846676000.0,8587959300.0,11050888000.0,12029915000.0,8848935000.0,9872452000.0,10779043000.0,10328676000.0
2044.0,10204258000.0,8754383000.0,10610626000.0,8881319000.0,9448379000.0,9505030000.0,8316328000.0,10745097000.0,11961782000.0,8561487000.0,9727648000.0,10475957000.0,10061414000.0
2045.0,9996123000.0,8488300500.0,10432749000.0,8730809000.0,9046631000.0,9320733000.0,8019385000.0,10625319000.0,12899420000.0,8160936400.0,9616632000.0,10246025000.0,9872891000.0
2046.0,9696267000.0,8309869000.0,10176255000.0,8552240600.0,8682007000.0,9087638000.0,7747162000.0,10470462000.0,12096027000.0,7972509700.0,9271100000.0,9999180000.0,9463537000.0
2047.0,9440729000.0,8105771500.0,9984507000.0,8215760400.0,8349124600.0,8820721000.0,7539532300.0,10257276000.0,11937948000.0,7666980400.0,9063392000.0,9876316000.0,9193140000.0
2048.0,9229641000.0,7861319700.0,9665030000.0,8072858600.0,8062397400.0,8541731300.0,7482983000.0,10035458000.0,11665427000.0,7470520000.0,8738951000.0,9611756000.0,8924772000.0
2049.0,9040384000.0,7613999600.0,9386433000.0,7828877300.0,7870750700.0,8454299600.0,7149139000.0,9781238000.0,11615888000.0,7190412000.0,8672755000.0,9468007000.0,8715732000.0
2050.0,8822769000.0,7331236000.0,9196959000.0,7703799000.0,7458977000.0,8406952000.0,6913732600.0,9577718000.0,11506273000.0,6918031000.0,8436896000.0,9113279000.0,8496630000.0
2051.0,8680188000.0,7028562400.0,8961721000.0,7380895000.0,7147505700.0,8009641000.0,6470971400.0,9357139000.0,11329062000.0,6723217400.0,8214655500.0,8910429000.0,8516152300.0
2052.0,8482325000.0,6785070600.0,8975119000.0,7188154400.0,6798376400.0,7708196000.0,6259779600.0,9125216000.0,11256905000.0,6403634700.0,8014562000.0,8737046000.0,8125747000.0
2053.0,8715080000.0,6543632000.0,8609403000.0,6885878300.0,6465680000.0,7307034000.0,6026301400.0,8951542000.0,11118402000.0,6452502000.0,7869227500.0,8542979000.0,7757932500.0
2054.0,8178413600.0,6364589000.0,8256755000.0,6616623000.0,8013009400.0,7004006400.0,5797110000.0,8686022000.0,11167023000.0,6278398000.0,7602522000.0,8249100000.0,7493260300.0
2055.0,7897153000.0,6175120000.0,7951148500.0,6335292000.0,6232073700.0,6809210000.0,5534866400.0,8438658000.0,10951923000.0,5995962000.0,7437112000.0,8011810300.0,7304825300.0
2056.0,7794247000.0,6066377000.0,7680307000.0,6062935000.0,6056323000.0,6488438000.0,5373473300.0,8268955600.0,10833054000.0,5706690600.0,7206329300.0,7899731000.0,7006124000.0
2057.0,7558932000.0,5817890000.0,7485987000.0,5767309000.0,5820889600.0,6127289300.0,5189801000.0,8037922000.0,11000708000.0,5478335500.0,6988139000.0,8446955500.0,6727237600.0
2058.0,7389732000.0,5577512000.0,7167342600.0,5493453300.0,5632900000.0,5888868400.0,5024062500.0,7795577000.0,10618742000.0,5249302000.0,6826228700.0,7582351000.0,6298266000.0
2059.0,7163067400.0,5388548600.0,6955604500.0,5242109400.0,5432749600.0,5683506700.0,4837523000.0,7428264000.0,10488787000.0,5013634600.0,6622317000.0,7447864300.0,5908138500.0
2060.0,6995585000.0,5248668000.0,6457469000.0,4967852000.0,5258459000.0,5457209000.0,4703974400.0,7244133000.0,10370234000.0,4800921600.0,6405610500.0,7289082000.0,5721402000.0
2061.0,6707475000.0,5165724700.0,6126334500.0,4729698000.0,5077555000.0,5258175500.0,4613367000.0,7155197400.0,10269811000.0,4602290000.0,6229958000.0,7251599000.0,5348825000.0
2062.0,6519077000.0,5082706400.0,5876198000.0,4479735000.0,4881785300.0,5050513000.0,4464101400.0,6891804000.0,10071383000.0,4389381000.0,6060583000.0,7041051600.0,5102337000.0
2063.0,6331126300.0,4890971600.0,5613573000.0,4225240000.0,4722214000.0,4872515000.0,4349461500.0,6675602000.0,9941777000.0,4156288000.0,5853221000.0,6789233700.0,4841457000.0
2064.0,6127960600.0,4811986400.0,5448791000.0,4120902000.0,4541847000.0,4695583000.0,4235049500.0,6524211700.0,9832045000.0,3961213700.0,5637390300.0,6684158000.0,4606275600.0
2065.0,5899692000.0,4647195600.0,5224745000.0,3918394000.0,4392332300.0,4360912000.0,3977581000.0,6315053000.0,9625966000.0,3766192600.0,5466266000.0,6749832000.0,4349463000.0
2066.0,5683828700.0,4503716000.0,4994181000.0,3693725400.0,4233174000.0,4149011000.0,3776507600.0,6137063400.0,9424994000.0,3613371400.0,5354153500.0,7383861000.0,4168756700.0
2067.0,5550920700.0,4391880700.0,4746781700.0,3501470700.0,4048276500.0,3918712000.0,3618262000.0,5968635000.0,9348468000.0,3445506600.0,5114777000.0,6246660000.0,3856365300.0
2068.0,5395086300.0,4292514800.0,4430601700.0,3315911000.0,3979976000.0,3768654300.0,3490936600.0,5674183000.0,9132436000.0,3247657700.0,4957374000.0,6033131000.0,3643945000.0
2069.0,5238137300.0,4171799600.0,4397268500.0,3069668600.0,3724171500.0,3597890300.0,3314850600.0,5535803000.0,9078260000.0,3113859600.0,4782551000.0,5839276500.0,3475370000.0
2070.0,5078068700.0,4030841300.0,4166896400.0,2918716400.0,3594624500.0,3435318800.0,3114110500.0,5390163500.0,8974737000.0,2913392600.0,4565351400.0,5679410700.0,3238130200.0
2071.0,4914601000.0,3907699500.0,4073987600.0,2730265900.0,3446626600.0,3313336600.0,2960649200.0,5256311300.0,8732571000.0,2718298400.0,4417528300.0,5561571300.0,3078690300.0
2072.0,4852002000.0,3763130000.0,3850568400.0,2616296000.0,3278819300.0,3136443400.0,2842249000.0,5141033500.0,8455679500.0,2539700000.0,4296100400.0,5388359700.0,2930601700.0
2073.0,4620594700.0,3644187400.0,3644014000.0,2511444500.0,3147203600.0,2969954300.0,2685939500.0,4938835500.0,8247335000.0,2371443700.0,4188926000.0,5258368500.0,2955814700.0
2074.0,4470217000.0,3516825000.0,3435269400.0,2401191200.0,2992004000.0,2835053000.0,2525788200.0,4813682000.0,8222975000.0,2156365800.0,4087007000.0,5702663000.0,2756013600.0
2075.0,4228718800.0,3361602000.0,3244348400.0,2292024600.0,2887884300.0,2686868700.0,2402141700.0,4592225000.0,8090809300.0,1959387100.0,3966130200.0,5051939000.0,2604237800.0
2076.0,4158399200.0,3285216000.0,3091467300.0,2142380200.0,2728056600.0,2541798000.0,2279853000.0,4410641400.0,7762313000.0,1851476600.0,3832257000.0,4939094000.0,2490413600.0
2077.0,4038494200.0,3126513000.0,2925008000.0,2015336200.0,2620404700.0,2438217200.0,2171455000.0,4276319700.0,7646587400.0,1709055200.0,3689606700.0,4863694300.0,2355487500.0
2078.0,3907246300.0,3000426800.0,2799962400.0,1883435000.0,2520468500.0,2399306200.0,2064715100.0,4108896500.0,7359230500.0,1543455700.0,3590166800.0,4708117000.0,2187763200.0
2079.0,3739707400.0,2890010600.0,2660500500.0,1743244800.0,2353541000.0,2310536200.0,1939408600.0,3966281500.0,7134062000.0,1425522000.0,3452381000.0,4577101000.0,2003728500.0
2080.0,3630602500.0,2778105300.0,2467707100.0,1623808600.0,2214369500.0,2124950100.0,1790084700.0,3798214400.0,7133464600.0,1331104600.0,3295196200.0,4471414300.0,1886940800.0
2081.0,3497140200.0,2618611000.0,2297240600.0,1528009500.0,2092967800.0,2030521900.0,1678647000.0,3633185500.0,6840121300.0,1210117900.0,3202259000.0,4297834500.0,1767768200.0
2082.0,3329256400.0,2505283800.0,2194484700.0,1379214600.0,1987666800.0,1904256100.0,1533924200.0,3485093400.0,6514585600.0,1132989000.0,3176834300.0,4120998400.0,1643170000.0
2083.0,3197707500.0,2393605000.0,2059012200.0,1287007400.0,1847993300.0,1743401500.0,1469262100.0,3341582600.0,6296044500.0,1044454400.0,3028768800.0,4014401500.0,1464850800.0
2084.0,3085042200.0,2310016300.0,1866439600.0,1213516000.0,1734475600.0,1597584500.0,1369461200.0,3227775700.0,6073802000.0,933060500.0,2833622300.0,3893765600.0,1369439700.0
2085.0,2956347000.0,2225760000.0,1721921300.0,1130854000.0,1613000400.0,1532076800.0,1221955500.0,3069261000.0,5923753000.0,810074100.0,2759065600.0,3766788600.0,1412143700.0
2086.0,2859266800.0,2118703600.0,1558320900.0,1028578800.0,1505574400.0,1427142700.0,1160995100.0,2969499600.0,5691954000.0,715731900.0,2630769700.0,3629513500.0,1230162000.0
2087.0,2762655500.0,1925207200.0,1424864400.0,942683000.0,1414205600.0,1284294400.0,1047748030.0,2829173800.0,5503723000.0,638268800.0,2556870100.0,3513526800.0,1138887800.0
2088.0,2722216000.0,1815825000.0,1288051200.0,894887300.0,1309960300.0,1248957000.0,975998300.0,2716241000.0,5342738400.0,576969340.0,2456579000.0,3406343200.0,1039372540.0
2089.0,2601049000.0,1756472800.0,1167644900.0,827259300.0,1179208300.0,1147210600.0,897779400.0,2560072000.0,5190538000.0,530080770.0,2362093800.0,3307207000.0,928179700.0
2090.0,2500888300.0,1648675500.0,1067192700.0,754747260.0,1064015300.0,1013007000.0,811924860.0,2440006100.0,5040239600.0,494659460.0,2303357000.0,3183516200.0,859000900.0
2091.0,2386351900.0,1524509800.0,1019426600.0,699941300.0,994858050.0,947757800.0,722297600.0,2339024100.0,4878370300.0,446444670.0,2151235600.0,3102058200.0,783610500.0
2092.0,2305809400.0,1481875200.0,924019200.0,631344900.0,1010088900.0,999438600.0,655001860.0,2230230800.0,4735837000.0,411924400.0,2052996600.0,3078679800.0,745450200.0
2093.0,2218832400.0,1374453800.0,833760500.0,583915400.0,875767400.0,838133950.0,608368200.0,2172462600.0,4487189500.0,372367840.0,1921851900.0,2933653200.0,689613000.0
2094.0,2101531600.0,1282645100.0,765199100.0,541921300.0,829735400.0,755862700.0,573677060.0,1950995800.0,4406583000.0,352674780.0,1785672600.0,2840398000.0,632509950.0
2095.0,2001580500.0,1166478700.0,692660800.0,519327840.0,781921540.0,678908740.0,527902560.0,1844170100.0,4602978000.0,306846240.0,1661595300.0,2718481000.0,557665400.0
2096.0,1905099300.0,1090226700.0,612165760.0,483135200.0,742689100.0,637084200.0,475669730.0,1707482900.0,4200497400.0,253008340.0,1583055000.0,2639739100.0,532908930.0
2097.0,1838512900.0,1010750200.0,555676000.0,444273570.0,692319800.0,602602400.0,439170720.0,1603531300.0,4042232000.0,216424000.0,1504361300.0,2527216400.0,490976670.0
2098.0,1710212200.0,973046850.0,522658880.0,412474980.0,653485800.0,570149800.0,408889800.0,1519016400.0,3890347000.0,202995330.0,1444760000.0,2467303200.0,444698900.0
2099.0,1630198100.0,922122560.0,491499100.0,378478140.0,609253000.0,504567650.0,384267870.0,1426720400.0,3772259000.0,185056450.0,1362771600.0,2373046000.0,410714780.0
2100.0,1566480500.0,865813300.0,436207260.0,345958240.0,587100600.0,459984130.0,361644160.0,1339997200.0,3885259500.0,173193520.0,1321725300.0,2371793000.0,357369630.0
