time,MRI-ESM2-0,EC-EARTH3-VEG,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,CESM2,CESM2-WACCM,FGOALS-F3-L,CMCC-CM2-SR5,INM-CM5-0,NORESM2-MM,CAMS-CSM1-0,GFDL-ESM4,BCC-CSM2-MR
2000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0,104715790000.0
2001.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0,104671584000.0
2002.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0,104648180000.0
2003.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0,104614090000.0
2004.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0,104580735000.0
2005.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0,104738290000.0
2006.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0,104588700000.0
2007.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0,104812050000.0
2008.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0,104588650000.0
2009.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0,104504074000.0
2010.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0,104435670000.0
2011.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0,104394280000.0
2012.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0,104335190000.0
2013.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0,104274290000.0
2014.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0,105788550000.0
2015.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0,104383060000.0
2016.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0,104242980000.0
2017.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0,104229290000.0
2018.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0,104234140000.0
2019.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0,104291320000.0
2020.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0,104354210000.0
2021.0,104226865000.0,104215240000.0,104256380000.0,104223590000.0,104209490000.0,104200520000.0,104234254000.0,104194650000.0,104814350000.0,104313330000.0,104222780000.0,104178260000.0,104277190000.0,104208425000.0
2022.0,104225235000.0,104174490000.0,104276090000.0,104130550000.0,104167555000.0,104118395000.0,104240190000.0,104129970000.0,104388690000.0,104239415000.0,104127670000.0,104120750000.0,104225660000.0,104151745000.0
2023.0,104258250000.0,104171950000.0,104131550000.0,104312730000.0,104302460000.0,104073150000.0,104164910000.0,104115380000.0,104234746000.0,104217550000.0,104114930000.0,104067424000.0,104232124000.0,104305115000.0
2024.0,104162350000.0,104132480000.0,104130240000.0,104080870000.0,104149524000.0,104034664000.0,104138770000.0,104099130000.0,104191820000.0,104177530000.0,104081380000.0,104059175000.0,104252250000.0,104211140000.0
2025.0,104122060000.0,104084860000.0,104040680000.0,104042226000.0,104095400000.0,103973520000.0,104082660000.0,104108640000.0,104125010000.0,104115040000.0,104048100000.0,104126325000.0,104194380000.0,104083710000.0
2026.0,104126500000.0,104058820000.0,103956810000.0,104015450000.0,104040735000.0,103964670000.0,104067280000.0,104057740000.0,104149600000.0,104068270000.0,104023335000.0,104033400000.0,104106440000.0,104217970000.0
2027.0,104072890000.0,104118070000.0,103902290000.0,103965710000.0,104025230000.0,103867190000.0,104018260000.0,103972170000.0,104224950000.0,104026685000.0,103986140000.0,104034780000.0,104081670000.0,104202150000.0
2028.0,103994690000.0,103942470000.0,103854960000.0,103923030000.0,103993870000.0,103855330000.0,103968310000.0,103940930000.0,104212570000.0,103983470000.0,104050900000.0,104021170000.0,104064336000.0,104102200000.0
2029.0,104292870000.0,104175165000.0,103784050000.0,103848810000.0,103950750000.0,103908440000.0,103918985000.0,103910330000.0,104054235000.0,103942710000.0,103932040000.0,103915500000.0,104025100000.0,104103420000.0
2030.0,104134810000.0,104788420000.0,103716856000.0,103758620000.0,103897340000.0,103753870000.0,103843580000.0,103853870000.0,104015220000.0,103891310000.0,103911514000.0,103862450000.0,103965930000.0,103990485000.0
2031.0,103981530000.0,103938270000.0,103659970000.0,103697560000.0,103840860000.0,103693520000.0,103777980000.0,103774840000.0,104247860000.0,103841600000.0,103864435000.0,103839105000.0,103897940000.0,103984870000.0
2032.0,103908810000.0,103786815000.0,103628170000.0,103701680000.0,103891070000.0,103633460000.0,103762050000.0,103751870000.0,104144470000.0,103842324000.0,103810270000.0,103838410000.0,103840890000.0,103908340000.0
