time,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR
2039.0,3505296200000.0,3826645000000.0,3811797000000.0,3671432400000.0
2040.0,3484344000000.0,3824050500000.0,3799522200000.0,3642165600000.0
2041.0,3432126000000.0,3819826800000.0,3753862000000.0,3611882400000.0
2042.0,3399689200000.0,3787244000000.0,3734960900000.0,3592019500000.0
2043.0,3361619000000.0,3753672000000.0,3708175300000.0,3568430000000.0
2044.0,3335510000000.0,3742973300000.0,3666023000000.0,3545277000000.0
2045.0,3321170000000.0,3722927400000.0,3634663300000.0,3504847000000.0
2046.0,3271806200000.0,3696137300000.0,3619938600000.0,3478987500000.0
2047.0,3228439200000.0,3664595400000.0,3591384600000.0,3431183000000.0
2048.0,3171033500000.0,3660440400000.0,3574129800000.0,3414251000000.0
2049.0,3136574000000.0,3646584000000.0,3567485200000.0,3409668700000.0
2050.0,3112264500000.0,3643159300000.0,3574066300000.0,3389770000000.0
2051.0,3096776500000.0,3636378700000.0,3551568900000.0,3383949500000.0
2052.0,3078083600000.0,3610197600000.0,3527437200000.0,3384320000000.0
2053.0,3050833200000.0,3565891400000.0,3511787500000.0,3368973200000.0
2054.0,3025094300000.0,3544828000000.0,3491580300000.0,3333165200000.0
2055.0,2996114000000.0,3511398400000.0,3470568000000.0,3315540200000.0
2056.0,2948948800000.0,3476428000000.0,3468112200000.0,3297146300000.0
2057.0,2915463600000.0,3438498000000.0,3470112800000.0,3261229700000.0
2058.0,2883855300000.0,3419463700000.0,3442439000000.0,3243876000000.0
2059.0,2873963000000.0,3400556000000.0,3427391200000.0,3221854600000.0
2060.0,2858306800000.0,3390078700000.0,3402368500000.0,3195184300000.0
2061.0,2835197200000.0,3397789700000.0,3390485800000.0,3175749800000.0
2062.0,2811193500000.0,3386939000000.0,3378439000000.0,3151000800000.0
2063.0,2784924300000.0,3352054500000.0,3364412500000.0,3134752300000.0
2064.0,2760239500000.0,3338921800000.0,3356171000000.0,3133558800000.0
2065.0,2737275400000.0,3327087600000.0,3348997000000.0,3131293300000.0
2066.0,2715534200000.0,3316366700000.0,3345664400000.0,3125536400000.0
2067.0,2678736600000.0,3289765000000.0,3321408300000.0,3087834300000.0
2068.0,2667010000000.0,3269926600000.0,3298246500000.0,3077880700000.0
2069.0,2649146500000.0,3252642000000.0,3288646300000.0,3054057300000.0
2070.0,2636333400000.0,3240421200000.0,3270474700000.0,3037023200000.0
2071.0,2622888000000.0,3241106700000.0,3255946000000.0,3025566000000.0
2072.0,2618779200000.0,3228029700000.0,3233018500000.0,3011283500000.0
2073.0,2592701200000.0,3220571400000.0,3221551000000.0,3010261400000.0
2074.0,2582778700000.0,3195213200000.0,3202276700000.0,3008162700000.0
2075.0,2564526200000.0,3172011000000.0,3212164000000.0,2997200400000.0
2076.0,2549639500000.0,3166756400000.0,3202671400000.0,2971004600000.0
2077.0,2520566000000.0,3147709300000.0,3199789700000.0,2946944700000.0
2078.0,2513362000000.0,3140821000000.0,3198162300000.0,2933306700000.0
2079.0,2496582400000.0,3129282700000.0,3195722300000.0,2927656400000.0
2080.0,2456566400000.0,3110233400000.0,3189435500000.0,2906177000000.0
2081.0,2433377000000.0,3085616500000.0,3159518300000.0,2901072000000.0
2082.0,2412567900000.0,3078877600000.0,3153400400000.0,2895944600000.0
2083.0,2403535000000.0,3077176600000.0,3133644200000.0,2880157500000.0
2084.0,2403664400000.0,3069928000000.0,3132974700000.0,2858779400000.0
2085.0,2383859700000.0,3066720700000.0,3123980800000.0,2826511000000.0
2086.0,2370131500000.0,3066993000000.0,3113197500000.0,2810157500000.0
2087.0,2359186400000.0,3058164600000.0,3100776900000.0,2792399600000.0
2088.0,2358691500000.0,3048583500000.0,3083244000000.0,2785064500000.0
2089.0,2342646200000.0,3041851300000.0,3072519600000.0,2761590000000.0
2090.0,2339283400000.0,3039684200000.0,3071840600000.0,2750649500000.0
2091.0,2326781000000.0,3031320200000.0,3071114000000.0,2732007600000.0
2092.0,2309023300000.0,3015447700000.0,3060190000000.0,2720793000000.0
2093.0,2296827000000.0,3011042600000.0,3065860600000.0,2707596500000.0
2094.0,2291488000000.0,2997524600000.0,3069610800000.0,2686319300000.0
2095.0,2279523200000.0,2995274400000.0,3089359000000.0,2666330000000.0
2096.0,2259398700000.0,2984401200000.0,3107724500000.0,2649601900000.0
2097.0,2261464000000.0,2966721700000.0,3105510000000.0,2659053700000.0
2098.0,2254941700000.0,2964364500000.0,3093477200000.0,2657070400000.0
2099.0,2254300500000.0,2960453000000.0,3100061700000.0,2643088400000.0
2100.0,2250715700000.0,2954208200000.0,3103563400000.0,2636257700000.0
