time,CAMS-CSM1-0,MPI-ESM1-2-HR,BCC-CSM2-MR,EC-EARTH3-VEG,FGOALS-F3-L,EC-EARTH3,ACCESS-CM2,IPSL-CM6A-LR,INM-CM4-8,NORESM2-MM,CANESM5,INM-CM5-0,CESM2,CESM2-WACCM,ACCESS-ESM1-5,MRI-ESM2-0,GFDL-ESM4
2047.0,2049049600.0,2091009900.0,1956891600.0,1926544400.0,2065742800.0,1758819700.0,1821054100.0,2036710300.0,2279277300.0,2120605700.0,1447538800.0,2029817500.0,2074743600.0,1968594800.0,2304612900.0,2006121700.0,2163385600.0
2048.0,1991147100.0,2096192500.0,1936337900.0,1887433900.0,2035163500.0,1705119900.0,1768968100.0,1977354000.0,2250044200.0,2093996400.0,1402179600.0,1986361000.0,2048862000.0,1901658000.0,2274775600.0,1972885900.0,2130897000.0
2049.0,1986318500.0,2089490800.0,1872504200.0,1833537400.0,2000693600.0,1667645700.0,1689246000.0,1996800300.0,2217662700.0,2061918600.0,1366078300.0,1950796500.0,1996566500.0,1865898800.0,2263425500.0,1950014500.0,2162059800.0
2050.0,1947932300.0,2169657900.0,1837361900.0,1836132900.0,1966851600.0,1617156900.0,1635781900.0,1900900900.0,2194031400.0,2023831600.0,1334738700.0,1917830000.0,1961857800.0,1802147600.0,2241499100.0,1924126100.0,2062777000.0
2051.0,1913441300.0,2009077900.0,1798422300.0,1777409200.0,2027780900.0,1574644500.0,1571471700.0,1858147300.0,2221252400.0,1975044600.0,1319376100.0,1870921000.0,1932661500.0,1775301900.0,2216452900.0,1935196800.0,2034046200.0
2052.0,1879520900.0,1967333100.0,1753414800.0,1769895700.0,1948533000.0,1567799200.0,1508501500.0,1806190300.0,2148958500.0,1939468700.0,1287421200.0,1858830300.0,1908179000.0,1762428800.0,2247184600.0,1875306900.0,2086215700.0
2053.0,1850937100.0,1997194600.0,1701158500.0,1739451600.0,1902211800.0,1502538500.0,1473540600.0,1743971100.0,2180511200.0,1912801700.0,1228963800.0,1841110900.0,1871885600.0,1732883500.0,2186186000.0,1853548800.0,1977170000.0
2054.0,1846808600.0,1940818600.0,1683105300.0,1684052600.0,1863793700.0,1460343200.0,1413641000.0,1706209700.0,2103687200.0,1883588900.0,1181772000.0,1896734000.0,1840414300.0,1716543400.0,2164098000.0,1812599900.0,1941182000.0
2055.0,1790362400.0,1941371900.0,1654359400.0,1642635100.0,1846815600.0,1404144600.0,1391996800.0,1663707300.0,2062456400.0,1840016800.0,1143109100.0,1799051500.0,1811788400.0,1675016400.0,2127428100.0,1804928100.0,1907401000.0
2056.0,1740212200.0,1879222900.0,1626145400.0,1618168200.0,1784092800.0,1365504500.0,1359143700.0,1622923900.0,2042292500.0,1786370300.0,1104094800.0,1785871200.0,1781846500.0,1637185900.0,2275293400.0,1757792100.0,1874486000.0
2057.0,1713491700.0,1852173300.0,1597146100.0,1625319700.0,1786020400.0,1332029000.0,1306361900.0,1567891700.0,2028762500.0,1744326900.0,1076884600.0,1772474200.0,1747896200.0,1609023400.0,2505951200.0,1720921100.0,1828177200.0
2058.0,1667981300.0,1873121000.0,1568398600.0,1536577800.0,1760937700.0,1297858600.0,1309545900.0,1519460100.0,1999423000.0,1714896300.0,1036829700.0,1724472800.0,1749121800.0,1784129000.0,2337876700.0,1687475200.0,1797920400.0
2059.0,1678323200.0,1811798100.0,1538625300.0,1521547000.0,1712677100.0,1285029100.0,1253460000.0,1469488000.0,1957080000.0,1701034200.0,1004964900.0,1685588000.0,1728791200.0,1618891800.0,2314575000.0,1658300400.0,1760478100.0
2060.0,1628452500.0,1762276000.0,1501186200.0,1465890200.0,1697089000.0,1251886600.0,1200212900.0,1440545700.0,1957550600.0,1659513600.0,970656450.0,1633254400.0,1701941100.0,1569895600.0,2158573600.0,1620174500.0,1780381300.0
2061.0,1565071400.0,1736926700.0,1471422000.0,1415919100.0,1699075500.0,1220945300.0,1163488600.0,1418905300.0,1913384300.0,1635542900.0,949083800.0,1595765600.0,1696196100.0,1580592900.0,2076450300.0,1587705700.0,1723245000.0
2062.0,1529840800.0,1703892700.0,1426518900.0,1462764500.0,1640632200.0,1196529800.0,1137055600.0,1383623400.0,1889340800.0,1594644100.0,908699460.0,1563812400.0,1651608700.0,1537845200.0,2057176200.0,1550003300.0,1695558900.0
2063.0,1496518500.0,1701063400.0,1386582900.0,1367534800.0,1664004600.0,1177165000.0,1098365400.0,1343474000.0,1889076500.0,1571136400.0,874536800.0,1534066800.0,1614913200.0,1509470700.0,2094263200.0,1538390500.0,1678616800.0
2064.0,1466115000.0,1660628200.0,1350986800.0,1334122000.0,1597795500.0,1136335600.0,1046208800.0,1296027500.0,1826519900.0,1531252400.0,840100100.0,1508474900.0,1568302000.0,1534809500.0,2193553200.0,1640223600.0,1662301300.0
2065.0,1440050000.0,1630110000.0,1315358800.0,1303415600.0,1573195500.0,1134651500.0,1000596350.0,1366657300.0,1781727700.0,1461928100.0,808392770.0,1498109200.0,1715494700.0,1471020700.0,2048441300.0,1563911600.0,1624834600.0
2066.0,1414355000.0,1605461200.0,1294814800.0,1317571000.0,1537548200.0,1108265900.0,979956000.0,1244860800.0,1754363000.0,1430052100.0,784423360.0,1470831000.0,1772794500.0,1435640400.0,2042966900.0,1610836000.0,1588694800.0
2067.0,1410207500.0,1587108500.0,1269152800.0,1310883000.0,2107907200.0,1081805600.0,943457860.0,1221158900.0,1729366900.0,1404825100.0,757332860.0,1429807500.0,1747879600.0,1420269700.0,1988164000.0,1527788500.0,1559545500.0
2068.0,1764358000.0,1549887200.0,1246553300.0,1232062600.0,1792186900.0,1045603000.0,915210800.0,1207328100.0,1730662100.0,1386219900.0,735011140.0,1388155600.0,1622155000.0,1390463600.0,1945530500.0,1474009100.0,1528936400.0
2069.0,1479879400.0,1545170600.0,1215958700.0,1208551800.0,1627567200.0,1009781700.0,874319170.0,1171554800.0,1687780500.0,1359520800.0,707766660.0,1340402200.0,1719600800.0,1372714600.0,1922526500.0,1446359000.0,1504858100.0
2070.0,1380317000.0,1500365600.0,1188339600.0,1230935700.0,1517986600.0,973367300.0,858646700.0,1130254600.0,1666935200.0,1339750700.0,681606600.0,1319239800.0,1691925100.0,1358704900.0,1894706200.0,1411622400.0,1478755300.0
2071.0,1361800400.0,1480891600.0,1166130300.0,1155888300.0,1466148400.0,953741000.0,832352800.0,1091457500.0,1654088600.0,1354163600.0,649803700.0,1293899100.0,1516668400.0,1813304400.0,1863431800.0,1620212600.0,1453479000.0
2072.0,1325405300.0,1459468000.0,1128270000.0,1127185000.0,1451278200.0,924693950.0,807784200.0,1056859900.0,1636656400.0,1320398500.0,627816000.0,1262755600.0,1670851700.0,1473355500.0,1834014500.0,1405989400.0,1515974800.0
2073.0,1263684100.0,1501472400.0,1119554200.0,1147608400.0,1479030000.0,927350200.0,792381700.0,1027679170.0,1632806900.0,1282938000.0,609431000.0,1247386200.0,1496471000.0,1398153500.0,1813329200.0,1458105500.0,1428218500.0
2074.0,1239611100.0,1434840600.0,1076721800.0,1091599600.0,1454368300.0,888867600.0,773453800.0,996548100.0,1629350300.0,1327987300.0,592913860.0,1221139600.0,1481552400.0,1313861900.0,1774499200.0,1443511900.0,1386173800.0
2075.0,1232161700.0,1440119900.0,1054122430.0,1070746240.0,1395036700.0,861641900.0,752787900.0,1025943100.0,1582062300.0,1248037800.0,563620540.0,1198506900.0,1459513500.0,1291366400.0,1740076700.0,1351165600.0,1369694600.0
2076.0,1262350800.0,1395428200.0,1041577540.0,1038239000.0,1390186500.0,836862800.0,733567200.0,953730700.0,1547142900.0,1224221400.0,546067650.0,1172307600.0,1498264200.0,1273340900.0,1705523100.0,1340970400.0,1349898500.0
2077.0,1217106300.0,1367586000.0,1032772600.0,1015537860.0,1374561500.0,813054300.0,717159200.0,925881150.0,1534959400.0,1209544600.0,527662850.0,1159705700.0,1423882200.0,1257736700.0,1682855800.0,1319223700.0,1326032000.0
2078.0,1177699100.0,1353913700.0,1009288100.0,986412200.0,1367067000.0,802000060.0,704497000.0,907332860.0,1498985700.0,1346506100.0,513815780.0,1130538800.0,1577550600.0,1225309600.0,1636825700.0,1415094100.0,1581868200.0
2079.0,1146608900.0,1315116800.0,989479000.0,994269760.0,1327508700.0,776728260.0,677726460.0,900599500.0,1476626000.0,1224555800.0,499333400.0,1100044300.0,1432006300.0,1892388700.0,1617484700.0,1311027700.0,1343321500.0
2080.0,1119432400.0,1284452000.0,968192960.0,945232260.0,1307822800.0,759839740.0,665230850.0,930842240.0,1454318000.0,1172078800.0,488366100.0,1149263200.0,1892986400.0,1422748400.0,1602301000.0,1348113200.0,1309783800.0
2081.0,1102143900.0,1267424900.0,942160400.0,944936960.0,1306185100.0,751509100.0,648047360.0,899913540.0,1446854400.0,1178037800.0,474825820.0,1060729540.0,1424465200.0,1289494000.0,1569831700.0,1278626600.0,1455265900.0
2082.0,1076009500.0,1357453200.0,924165250.0,917791740.0,1280167300.0,723738750.0,626252350.0,845347650.0,1437625700.0,1419170200.0,470453220.0,1056064300.0,1413097300.0,1766982900.0,1537519900.0,1277586600.0,1258681300.0
2083.0,1055489660.0,1245630500.0,907228400.0,887707260.0,1300297900.0,711736500.0,605544260.0,830944600.0,1670390800.0,1165914100.0,443777470.0,1026777540.0,1593615600.0,1239526800.0,1508703100.0,1264081500.0,1227206100.0
2084.0,1095418600.0,1217497700.0,896750000.0,858112960.0,1523434100.0,689991230.0,594194400.0,814862600.0,1447816200.0,1109224800.0,427321600.0,1000454000.0,1622192800.0,1242315300.0,1483624600.0,1745810700.0,1203122600.0
2085.0,1036377600.0,1199220200.0,882810560.0,841658100.0,1400624100.0,671973200.0,578843800.0,805054340.0,1372410200.0,1097797500.0,416876450.0,980425200.0,1504757100.0,1233500000.0,1457328400.0,1639796600.0,1191612000.0
2086.0,1019171840.0,1183708300.0,892101060.0,824440450.0,1278794500.0,652509200.0,554496100.0,782520200.0,1346163100.0,1093491800.0,395573220.0,955825540.0,1790983200.0,1214365400.0,1543196800.0,1386617500.0,1179139500.0
2087.0,995939460.0,1173361700.0,855256960.0,794610940.0,1228746800.0,709545700.0,536580640.0,756876600.0,1316410600.0,1071673660.0,382143300.0,935028400.0,1384135200.0,1165999000.0,1465699000.0,1396647200.0,1151020800.0
2088.0,978723500.0,1137873900.0,843444600.0,789763700.0,1206029200.0,639140540.0,513568930.0,747391170.0,1293942000.0,1098979800.0,367027000.0,919381440.0,1601848300.0,1159288400.0,1413476200.0,1266444400.0,1156525000.0
2089.0,974494600.0,1216377900.0,823123400.0,761438000.0,1231967100.0,618175800.0,505381570.0,736658240.0,1270794500.0,1228128100.0,358683360.0,906966400.0,1658106500.0,1214143600.0,1388418000.0,1240923400.0,1430714500.0
2090.0,945053630.0,1113446400.0,813826400.0,743418900.0,1171894800.0,610420100.0,489794020.0,709037440.0,1244646400.0,1069429950.0,347398940.0,926729000.0,1396360000.0,1128944500.0,1379196700.0,1200336100.0,1158596400.0
2091.0,926831600.0,1134368500.0,814704640.0,742676350.0,1149421600.0,589788000.0,478221500.0,683952100.0,1222835100.0,1028032450.0,328343700.0,947454460.0,1326153500.0,1126137900.0,1340755200.0,1210892900.0,1108503000.0
2092.0,910421000.0,1082266400.0,823522750.0,908565300.0,1119405400.0,583785400.0,458510560.0,663100740.0,1208474600.0,1007386050.0,316233820.0,873144200.0,1290629100.0,1096575900.0,1319934500.0,1243603600.0,1093758300.0
2093.0,1118921500.0,1059274500.0,797626600.0,756290000.0,1096796900.0,571953540.0,439146180.0,641464400.0,1186619000.0,1006932400.0,324488830.0,895878140.0,1270783400.0,1088541600.0,1301712300.0,1193279500.0,1164012900.0
2094.0,904447700.0,1095741700.0,835768900.0,707784770.0,1085842200.0,550913340.0,423740480.0,623593200.0,1324589300.0,1064173630.0,299079200.0,849752450.0,1245314400.0,1071143100.0,1278249100.0,1157405600.0,1119745800.0
2095.0,886723200.0,1043134460.0,768408800.0,677172700.0,1095530500.0,549721900.0,406829660.0,613849860.0,1181395700.0,1367102800.0,291539140.0,828951200.0,1749808300.0,1047771800.0,1292256900.0,1146420700.0,1055050200.0
2096.0,926732200.0,1021734140.0,754154500.0,662539460.0,1153916900.0,538789900.0,382881820.0,596281100.0,1169715700.0,1002856060.0,281681760.0,815832500.0,1436862800.0,1547776400.0,1259798300.0,1165554800.0,1070853060.0
2097.0,864468300.0,1001410240.0,761917900.0,653461100.0,1061631200.0,515590240.0,365787940.0,680592400.0,1125927200.0,966959100.0,266619700.0,853058400.0,1239171300.0,1367657700.0,1230997600.0,1772205300.0,1048562200.0
2098.0,1028190800.0,989556000.0,868329300.0,629735300.0,1110625400.0,507780770.0,351829630.0,585137150.0,1228255400.0,948010900.0,267193230.0,809759300.0,1234479600.0,1131497100.0,1195294100.0,1451902100.0,1027105300.0
2099.0,908119400.0,980391230.0,760292160.0,614649660.0,1035616100.0,496396960.0,338358340.0,575296400.0,1095962100.0,944769100.0,249523330.0,931571400.0,1335725600.0,1098460200.0,1179339500.0,1407887100.0,1312729200.0
2100.0,1027946600.0,963332000.0,764654100.0,600034560.0,1020486800.0,474898800.0,329054940.0,548751600.0,1078021000.0,946522050.0,236603250.0,783788000.0,1278379300.0,1039426900.0,1160073700.0,1386782700.0,1026014300.0
