time,CANESM2,MPI-ESM-LR,CESM1-CAM5
2059.0,36179763000.0,42433340000.0,41185407000.0
2060.0,34532220000.0,41883275000.0,40300620000.0
2061.0,33580286000.0,41408640000.0,39686214000.0
2062.0,32291710000.0,40975434000.0,38865273000.0
2063.0,31619088000.0,39959163000.0,38304910000.0
2064.0,30841358000.0,39036070000.0,37254130000.0
2065.0,30495429000.0,38950797000.0,36664934000.0
2066.0,29708313000.0,38940440000.0,35755670000.0
2067.0,29117581000.0,38341943000.0,35160930000.0
2068.0,28675484000.0,38140305000.0,34541625000.0
2069.0,28178268000.0,37923500000.0,34645398000.0
2070.0,27596857000.0,37590880000.0,33435611000.0
2071.0,27454636000.0,37580400000.0,32953487000.0
2072.0,27515902000.0,37275660000.0,32565402000.0
2073.0,27496217000.0,38005334000.0,32127273000.0
2074.0,27088407000.0,37729694000.0,31619650000.0
2075.0,26777428000.0,37548745000.0,31519402000.0
2076.0,26610326000.0,37160825000.0,31341265000.0
2077.0,26218590000.0,37050630000.0,30807783000.0
2078.0,25960706000.0,36637733000.0,30669963000.0
2079.0,25905682000.0,36645100000.0,30585526000.0
2080.0,25814968000.0,36806030000.0,30683113000.0
2081.0,25414752000.0,36331040000.0,30011144000.0
2082.0,25200239000.0,36373950000.0,30067458000.0
2083.0,24768209000.0,36568015000.0,29663252000.0
2084.0,24528374000.0,36379100000.0,29329252000.0
2085.0,24295320000.0,36270694000.0,29557238000.0
2086.0,24199465000.0,35796010000.0,29193853000.0
2087.0,23839138000.0,35646430000.0,28509241000.0
2088.0,23301116000.0,35974620000.0,28387244000.0
2089.0,23126532000.0,35549620000.0,28087770000.0
2090.0,22954818000.0,35614630000.0,27715934000.0
2091.0,22639028000.0,35466744000.0,27078672000.0
2092.0,22461362000.0,35394208000.0,26435695000.0
2093.0,22287854000.0,35282285000.0,26295423000.0
2094.0,22326684000.0,34852720000.0,26110085000.0
2095.0,22169672000.0,34825265000.0,26182257000.0
2096.0,22183528000.0,34955020000.0,25854466000.0
2097.0,21956930000.0,34989270000.0,25691689000.0
2098.0,21738357000.0,35425268000.0,25466040000.0
2099.0,21671380000.0,35295146000.0,25512342000.0
2100.0,21600821000.0,35609657000.0,25627818000.0
2101.0,21667975000.0,35279110000.0,25509833000.0
2102.0,21753160000.0,34935472000.0,25201433000.0
2103.0,21685232000.0,34869530000.0,24983192000.0
2104.0,21807088000.0,34837140000.0,24616458000.0
2105.0,21521857000.0,35061682000.0,24243850000.0
2106.0,21422279000.0,34632036000.0,24245676000.0
2107.0,21479152000.0,34347622000.0,24123430000.0
2108.0,21486158000.0,34317867000.0,24259305000.0
2109.0,21220790000.0,34330175000.0,24338057000.0
2110.0,21198560000.0,34186205000.0,24158708000.0
2111.0,21368110000.0,34152270000.0,24083223000.0
2112.0,21245168000.0,34433106000.0,23959532000.0
2113.0,21435849000.0,34401830000.0,24186057000.0
2114.0,21384135000.0,34785726000.0,24300333000.0
2115.0,21204982000.0,34857610000.0,24131752000.0
2116.0,21199090000.0,34929594000.0,24198440000.0
2117.0,20981166000.0,34727485000.0,24254511000.0
2118.0,20912626000.0,35209687000.0,24268143000.0
2119.0,20813590000.0,35164393000.0,24390190000.0
2120.0,20854510000.0,34785410000.0,24635169000.0
2121.0,20527485000.0,34910093000.0,24366582000.0
2122.0,20575097000.0,34926404000.0,24214727000.0
2123.0,20497154000.0,35138052000.0,24560280000.0
2124.0,20415970000.0,35226630000.0,24864100000.0
2125.0,20456987000.0,35196424000.0,24772925000.0
2126.0,20460472000.0,35427672000.0,24982060000.0
2127.0,20338794000.0,35626267000.0,25177160000.0
2128.0,20281416000.0,35710894000.0,25139680000.0
2129.0,20265765000.0,35261145000.0,25027322000.0
2130.0,20375996000.0,35182625000.0,25238196000.0
2131.0,20206002000.0,34756534000.0,25214250000.0
2132.0,20404126000.0,34261369000.0,25169580000.0
2133.0,20520796000.0,34247533000.0,25021389000.0
2134.0,20408291000.0,34214488000.0,25206637000.0
2135.0,20486871000.0,34473450000.0,25114055000.0
2136.0,21139735000.0,34410150000.0,25250701000.0
2137.0,20821540000.0,34423665000.0,25360780000.0
2138.0,20863242000.0,34936930000.0,25233680000.0
2139.0,20952160000.0,34989564000.0,25100214000.0
2140.0,21337080000.0,34880184000.0,25284588000.0
2141.0,21521550000.0,35409514000.0,25052463000.0
2142.0,21539498000.0,35244335000.0,25063354000.0
2143.0,21625207000.0,35027620000.0,24911944000.0
2144.0,22019926000.0,35468950000.0,24956731000.0
2145.0,22274374000.0,35442258000.0,24800373000.0
2146.0,22531193000.0,35446600000.0,24695579000.0
2147.0,22368885000.0,35379405000.0,24239223000.0
2148.0,22276820000.0,35915936000.0,23951235000.0
2149.0,22453322000.0,36380942000.0,23442567000.0
2150.0,22634756000.0,36119800000.0,23514984000.0
2151.0,22767133000.0,35942994000.0,23587240000.0
2152.0,22754042000.0,36041675000.0,23571665000.0
2153.0,22908588000.0,36080595000.0,23746770000.0
2154.0,23083741000.0,35921076000.0,23831607000.0
2155.0,23360737000.0,36060287000.0,23783664000.0
2156.0,23539479000.0,36181316000.0,23801980000.0
2157.0,23459312000.0,36732342000.0,23966767000.0
2158.0,23562630000.0,36199380000.0,23976845000.0
2159.0,23508510000.0,35945470000.0,23808895000.0
2160.0,23485323000.0,36401640000.0,24209824000.0
2161.0,23582497000.0,36445917000.0,24032530000.0
2162.0,23326202000.0,36660834000.0,24024826000.0
2163.0,23424860000.0,37169603000.0,24051896000.0
2164.0,23229178000.0,37442550000.0,24068160000.0
2165.0,23450278000.0,37053153000.0,24150055000.0
2166.0,23443704000.0,37344780000.0,24159377000.0
2167.0,23391814000.0,37174817000.0,23894495000.0
2168.0,23545960000.0,37356028000.0,23782124000.0
2169.0,23683121000.0,37002895000.0,23461036000.0
2170.0,23535538000.0,36990587000.0,23246537000.0
2171.0,23782640000.0,37070440000.0,22931501000.0
2172.0,23586793000.0,37695975000.0,22795608000.0
2173.0,23566752000.0,38357627000.0,22861066000.0
2174.0,23452836000.0,38071460000.0,22834717000.0
2175.0,23589792000.0,37896565000.0,22841391000.0
2176.0,23338736000.0,37814430000.0,22635465000.0
2177.0,23523138000.0,37750903000.0,22687592000.0
2178.0,23777452000.0,38085964000.0,22725652000.0
2179.0,23969933000.0,37954840000.0,22841606000.0
2180.0,23978846000.0,38367162000.0,22766811000.0
2181.0,23950442000.0,38188155000.0,22619390000.0
2182.0,24098028000.0,38186240000.0,22833256000.0
2183.0,24184764000.0,37966926000.0,22898153000.0
2184.0,24408908000.0,38372990000.0,23186821000.0
2185.0,24675803000.0,38715760000.0,23055645000.0
2186.0,24755390000.0,39416816000.0,22987790000.0
2187.0,24573874000.0,39315386000.0,23158591000.0
2188.0,24825215000.0,39499547000.0,23268033000.0
2189.0,24771174000.0,39649580000.0,23166902000.0
2190.0,24906138000.0,39895572000.0,23155240000.0
2191.0,25309980000.0,39698313000.0,23296500000.0
2192.0,25027205000.0,39557304000.0,23355466000.0
2193.0,25307111000.0,39752524000.0,23203754000.0
2194.0,25324460000.0,39808946000.0,23261549000.0
2195.0,25200935000.0,39937946000.0,23184824000.0
2196.0,25446633000.0,39973003000.0,23318284000.0
2197.0,25678862000.0,39841420000.0,23626471000.0
2198.0,25946841000.0,39925154000.0,23461800000.0
2199.0,25984252000.0,39674585000.0,23735605000.0
2200.0,26125156000.0,40237270000.0,23890727000.0
2201.0,26350768000.0,40543904000.0,23980464000.0
2202.0,26217611000.0,41363812000.0,23825347000.0
2203.0,26108320000.0,41791803000.0,23811348000.0
2204.0,25906207000.0,41784670000.0,24102044000.0
2205.0,26099270000.0,42120330000.0,24165180000.0
2206.0,26306710000.0,42208630000.0,24319365000.0
2207.0,26390897000.0,42351084000.0,24228028000.0
2208.0,26647521000.0,42459845000.0,24307622000.0
2209.0,27158550000.0,42479784000.0,24625725000.0
2210.0,27233583000.0,43123827000.0,24642550000.0
2211.0,27385530000.0,43166614000.0,24493713000.0
2212.0,27700430000.0,43909380000.0,24348418000.0
2213.0,27797973000.0,44228840000.0,24336796000.0
2214.0,27947096000.0,44176240000.0,24252076000.0
2215.0,28131370000.0,44198130000.0,24411216000.0
2216.0,28250160000.0,44074900000.0,24542898000.0
2217.0,28432075000.0,44543760000.0,24553204000.0
2218.0,28723085000.0,44764540000.0,24657345000.0
2219.0,28595646000.0,44732436000.0,24686180000.0
2220.0,28768348000.0,44704035000.0,25026922000.0
2221.0,29037380000.0,45133525000.0,24881422000.0
2222.0,29327760000.0,44830982000.0,24890528000.0
2223.0,29560152000.0,44777935000.0,24625154000.0
2224.0,28992848000.0,45073090000.0,24640740000.0
2225.0,28907334000.0,44796105000.0,24790573000.0
2226.0,28818530000.0,45084080000.0,24783276000.0
2227.0,28593848000.0,45241100000.0,24625877000.0
2228.0,28481974000.0,45403767000.0,24464865000.0
2229.0,28419570000.0,45507310000.0,24845984000.0
2230.0,28623387000.0,45459570000.0,24926323000.0
2231.0,28230234000.0,45605800000.0,25065798000.0
2232.0,28460624000.0,45785750000.0,25078309000.0
2233.0,28661629000.0,45992337000.0,25177367000.0
2234.0,28622232000.0,45707760000.0,25493875000.0
2235.0,28615920000.0,45617830000.0,25611758000.0
2236.0,28724304000.0,45631360000.0,25621678000.0
2237.0,28504020000.0,45498000000.0,25729487000.0
2238.0,28590002000.0,45631726000.0,25802320000.0
2239.0,28958835000.0,45503283000.0,25907982000.0
2240.0,29169439000.0,45150167000.0,26083815000.0
2241.0,29151275000.0,45094638000.0,25893812000.0
2242.0,29215580000.0,45641355000.0,25882102000.0
2243.0,29625627000.0,45503700000.0,25700846000.0
2244.0,29397135000.0,45837525000.0,25886419000.0
2245.0,29038950000.0,45452632000.0,26366233000.0
2246.0,28971737000.0,44990300000.0,26502040000.0
2247.0,28731898000.0,44881617000.0,26819627000.0
2248.0,28875571000.0,44902613000.0,26800593000.0
2249.0,28846875000.0,45384774000.0,26889605000.0
2250.0,29058324000.0,45194818000.0,27076168000.0
2251.0,29291964000.0,45378140000.0,27112620000.0
2252.0,29142483000.0,45763830000.0,27296266000.0
2253.0,28897948000.0,45522248000.0,27467405000.0
2254.0,28968602000.0,45328208000.0,27618111000.0
2255.0,28990075000.0,45986230000.0,27649670000.0
2256.0,28829583000.0,46064100000.0,27621874000.0
2257.0,28991912000.0,46469485000.0,27650860000.0
2258.0,28990050000.0,46364020000.0,27497398000.0
2259.0,28978004000.0,46102344000.0,27404995000.0
2260.0,29010614000.0,46718860000.0,27458947000.0
2261.0,29072510000.0,47197530000.0,27513733000.0
2262.0,29259311000.0,47184390000.0,27640560000.0
2263.0,29022044000.0,48255996000.0,27628840000.0
2264.0,29014872000.0,48556330000.0,27721560000.0
2265.0,29103098000.0,48577550000.0,27727331000.0
2266.0,29097052000.0,48752740000.0,27576072000.0
2267.0,29305663000.0,49084215000.0,27502176000.0
2268.0,29396793000.0,49472560000.0,27370158000.0
2269.0,29205316000.0,49475764000.0,27496706000.0
2270.0,29488340000.0,50000654000.0,27201937000.0
2271.0,29794288000.0,50436540000.0,27185480000.0
2272.0,29729444000.0,50534666000.0,27388670000.0
2273.0,29830476000.0,50588553000.0,27337574000.0
2274.0,30123465000.0,50517156000.0,27467598000.0
2275.0,30302850000.0,50514903000.0,27619977000.0
2276.0,30467322000.0,50688057000.0,27684774000.0
2277.0,30431193000.0,50188788000.0,27775126000.0
2278.0,30463592000.0,50608230000.0,27762889000.0
2279.0,30213669000.0,50874800000.0,27761127000.0
2280.0,30463072000.0,50470863000.0,27462777000.0
2281.0,30490040000.0,50091490000.0,27170419000.0
2282.0,30190098000.0,50074464000.0,27371980000.0
2283.0,30617293000.0,50464444000.0,27452066000.0
2284.0,30784227000.0,50546630000.0,27179147000.0
2285.0,30918947000.0,50564112000.0,27184050000.0
2286.0,31055958000.0,51297542000.0,27663745000.0
2287.0,31154200000.0,50932752000.0,27329163000.0
2288.0,31045069000.0,51233006000.0,26991802000.0
2289.0,31743150000.0,51630220000.0,27128715000.0
2290.0,31048196000.0,51509230000.0,27231510000.0
2291.0,31019438000.0,51380146000.0,27143438000.0
2292.0,30898799000.0,51735245000.0,27108223000.0
2293.0,31069321000.0,51997004000.0,27349217000.0
2294.0,30625880000.0,52361445000.0,27697484000.0
2295.0,30920081000.0,52657074000.0,28431063000.0
2296.0,31181156000.0,52186190000.0,28488284000.0
2297.0,31516914000.0,52967620000.0,28225487000.0
2298.0,31080905000.0,53341070000.0,28151536000.0
2299.0,31029635000.0,53518844000.0,28412560000.0
2300.0,30961750000.0,53205010000.0,28302825000.0
