time,MPI-ESM-LR,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0
2064.0,36884520000.0,29445083000.0,25995190000.0,31568337000.0
2065.0,35821638000.0,28640924000.0,24586224000.0,30558839000.0
2066.0,35135947000.0,27690975000.0,23623152000.0,29863338000.0
2067.0,34593403000.0,26762690000.0,22874798000.0,28939657000.0
2068.0,33947585000.0,25963682000.0,22166880000.0,28319842000.0
2069.0,33584937000.0,24960471000.0,21158353000.0,27202590000.0
2070.0,32529746000.0,24173519000.0,20585240000.0,26193668000.0
2071.0,32053287000.0,23445842000.0,20317714000.0,25592984000.0
2072.0,31402467000.0,22795480000.0,19628028000.0,24991210000.0
2073.0,30528487000.0,22027198000.0,19121846000.0,24553520000.0
2074.0,29897892000.0,21613494000.0,18533840000.0,23607558000.0
2075.0,29167684000.0,20876708000.0,18247449000.0,23033522000.0
2076.0,28667912000.0,20314774000.0,17750760000.0,22608462000.0
2077.0,28369584000.0,19667319000.0,17151092000.0,22127290000.0
2078.0,28020136000.0,19117437000.0,16588880000.0,21602770000.0
2079.0,27825742000.0,18657747000.0,16106153000.0,21241182000.0
2080.0,27801221000.0,18335916000.0,15633378000.0,20712907000.0
2081.0,27139619000.0,17919615000.0,15368872000.0,20455391000.0
2082.0,26689410000.0,17213671000.0,15115160000.0,20269711000.0
2083.0,25956336000.0,16706007000.0,14819979000.0,19681310000.0
2084.0,25607092000.0,16301073000.0,14585505000.0,19374936000.0
2085.0,25512714000.0,16106658000.0,14234282000.0,19185207000.0
2086.0,25334526000.0,15816718000.0,14066918000.0,19139674000.0
2087.0,24779598000.0,15497917000.0,13776869000.0,18883908000.0
2088.0,24722440000.0,15165766000.0,13478821000.0,18560080000.0
2089.0,24459862000.0,14971272000.0,13105464000.0,18650446000.0
2090.0,23944050000.0,14799143000.0,13005523000.0,18759289000.0
2091.0,23519390000.0,14529637000.0,12804759000.0,18589166000.0
2092.0,23089363000.0,14360027000.0,12765798000.0,18872693000.0
2093.0,22829052000.0,14088649000.0,12571868000.0,18819658000.0
2094.0,22830250000.0,13836605000.0,12600698000.0,18619535000.0
2095.0,22225168000.0,13611482000.0,12595716000.0,18631725000.0
2096.0,22083602000.0,13315878000.0,12469938000.0,18566510000.0
2097.0,21889147000.0,13243455000.0,12425521000.0,18499013000.0
2098.0,21566222000.0,13121308000.0,12393845000.0,18344843000.0
2099.0,21660963000.0,12939900000.0,12217794000.0,18106022000.0
2100.0,21285378000.0,12827605000.0,12145089000.0,18002311000.0
2101.0,21174704000.0,12744992000.0,12058090000.0,17759846000.0
2102.0,20975077000.0,12561704000.0,11889757000.0,17427309000.0
2103.0,20664410000.0,12322365000.0,11853464000.0,17328198000.0
2104.0,20667113000.0,12243637000.0,11772547000.0,17267726000.0
2105.0,20487311000.0,12137030000.0,11724259000.0,17063669000.0
2106.0,20226398000.0,12019108000.0,11778164000.0,16935761000.0
2107.0,20103516000.0,11951801000.0,11923980000.0,16983294000.0
2108.0,19999705000.0,11683596000.0,11784320000.0,16871396000.0
2109.0,19865027000.0,11669773000.0,11588033000.0,16751771000.0
2110.0,19711267000.0,11477681000.0,11506563000.0,16710271000.0
2111.0,19383697000.0,11421008000.0,11359437000.0,16560116000.0
2112.0,18950476000.0,11350249000.0,11337818000.0,16623057000.0
2113.0,18810956000.0,11270578000.0,11310933000.0,16409698000.0
2114.0,18605332000.0,11266940000.0,11238990000.0,16155818000.0
2115.0,18386799000.0,11187508000.0,11154614000.0,16143458000.0
2116.0,18221896000.0,11163492000.0,11068001000.0,16009054000.0
2117.0,18116174000.0,11065606000.0,11097391000.0,15842244000.0
2118.0,17864060000.0,10886613000.0,11034653000.0,15713886000.0
2119.0,17879753000.0,10741589000.0,11071831000.0,15631871000.0
2120.0,17772840000.0,10668824000.0,11060566000.0,15404291000.0
2121.0,17748190000.0,10492542000.0,11084305000.0,15214941000.0
2122.0,17332860000.0,10410820000.0,11145595000.0,15103733000.0
2123.0,17184627000.0,10375479000.0,11094377000.0,14861409000.0
2124.0,17109406000.0,10274072000.0,11102154000.0,14523338000.0
2125.0,17042657000.0,10271649000.0,10987254000.0,14359811000.0
2126.0,16818609000.0,10171866000.0,11012710000.0,14143771000.0
2127.0,16841975000.0,10156541000.0,10809146000.0,13875766000.0
2128.0,16707929000.0,10133717000.0,10819259000.0,13609506000.0
2129.0,16544778000.0,10032346000.0,10856114000.0,13288038000.0
2130.0,16487732000.0,9930725000.0,10844520000.0,13259506000.0
2131.0,16211587000.0,9814850000.0,10812159000.0,13036277000.0
2132.0,16167003000.0,9780156000.0,10787581000.0,12697040000.0
2133.0,15998017000.0,9750769000.0,10685521000.0,12583252000.0
2134.0,15956447000.0,9726675000.0,10820814000.0,12488030000.0
2135.0,15831413000.0,9699474000.0,10795605000.0,12299562000.0
2136.0,15711357000.0,9659367000.0,10686690000.0,12047321000.0
2137.0,15594561000.0,9635532000.0,10642745000.0,11842160000.0
2138.0,15523213000.0,9592284000.0,10634618000.0,11810299000.0
2139.0,15387022000.0,9478150000.0,10573085000.0,11586417000.0
2140.0,15438263000.0,9457014000.0,10475030000.0,11577759000.0
2141.0,15271156000.0,9440540000.0,10473096000.0,11610138000.0
2142.0,15122442000.0,9421583000.0,10358504000.0,11549310000.0
2143.0,14954144000.0,9243415000.0,10326392000.0,11442963000.0
2144.0,14871945000.0,9243412000.0,10236563000.0,11299659000.0
2145.0,14898592000.0,9288316000.0,10169113000.0,11209069000.0
2146.0,14662770000.0,9281681000.0,10078820000.0,11131788000.0
2147.0,14669014000.0,9333132000.0,10034940000.0,11086311000.0
2148.0,14657393000.0,9275774000.0,10099472000.0,11073602000.0
2149.0,14826813000.0,9171690000.0,10025244000.0,11081643000.0
2150.0,14646777000.0,9136416000.0,9943611000.0,11052698000.0
2151.0,14640421000.0,9148327000.0,9884229000.0,11108560000.0
2152.0,14475843000.0,9295645000.0,9886972000.0,11080501000.0
2153.0,14335991000.0,9173262000.0,9831179000.0,11185882000.0
2154.0,14222973000.0,9092086000.0,9895595000.0,11154451000.0
2155.0,14189751000.0,9014602000.0,9830978000.0,11078170000.0
2156.0,14014143000.0,9067089000.0,9839470000.0,10947423000.0
2157.0,13860720000.0,8975993000.0,9806072000.0,10935815000.0
2158.0,13737829000.0,8845650000.0,9787721000.0,10717705000.0
2159.0,13549015000.0,8813458000.0,9815612000.0,10640316000.0
2160.0,13528637000.0,8745948000.0,9747653000.0,10461640000.0
2161.0,13383812000.0,8683027000.0,9666372000.0,10437534000.0
2162.0,13214554000.0,8652822000.0,9586228000.0,10439897000.0
2163.0,13139929000.0,8625256000.0,9515265000.0,10449156000.0
2164.0,13025349000.0,8623015000.0,9471238000.0,10407594000.0
2165.0,12941189000.0,8533441500.0,9467591000.0,10336263000.0
2166.0,12931085000.0,8488800000.0,9296197000.0,10304388000.0
2167.0,12890234000.0,8364871000.0,9228282000.0,10330999000.0
2168.0,12937123000.0,8372526600.0,9285335000.0,10478099000.0
2169.0,12872492000.0,8298966000.0,9212584000.0,10437594000.0
2170.0,12874356000.0,8362163000.0,9188627000.0,10372355000.0
2171.0,12963326000.0,8376217000.0,9140932000.0,10310499000.0
2172.0,13014065000.0,8344406000.0,9127538000.0,10248539000.0
2173.0,12980990000.0,8293332500.0,9081681000.0,10318273000.0
2174.0,12918643000.0,8228957000.0,8985927000.0,10225669000.0
2175.0,12877935000.0,8232657400.0,9032619000.0,10189260000.0
2176.0,12823643000.0,8253459000.0,9065944000.0,10099737000.0
2177.0,12911982000.0,8236615700.0,8977956000.0,10040514000.0
2178.0,12954569000.0,8190532000.0,8936312000.0,9924684000.0
2179.0,12826130000.0,8164629000.0,8830005000.0,9921586000.0
2180.0,12906490000.0,8168128500.0,8752220000.0,9850430000.0
2181.0,12811081000.0,8134640000.0,8713840000.0,9847072000.0
2182.0,12801977000.0,8099818000.0,8675524000.0,9844204000.0
2183.0,12776620000.0,8087154000.0,8557291000.0,9789215000.0
2184.0,12588067000.0,8060748000.0,8494257700.0,9726480000.0
2185.0,12588270000.0,7944467000.0,8435153400.0,9669220000.0
2186.0,12754699000.0,7960506000.0,8440484000.0,9672056000.0
2187.0,12743551000.0,8000605000.0,8462629400.0,9646051000.0
2188.0,12662493000.0,8003268600.0,8425863700.0,9604603000.0
2189.0,12687063000.0,8020168700.0,8377105000.0,9426964000.0
2190.0,12790643000.0,8061439500.0,8395907600.0,9478710000.0
2191.0,12890039000.0,8053241000.0,8358505000.0,9418424000.0
2192.0,12884316000.0,7938670000.0,8370225700.0,9390918000.0
2193.0,12919053000.0,7970756000.0,8269060600.0,9268456000.0
2194.0,12882829000.0,7912281600.0,8341385000.0,9176594000.0
2195.0,12929839000.0,7920564700.0,8294932500.0,9118151000.0
2196.0,12721124000.0,7965871600.0,8283490300.0,9013643000.0
2197.0,12783129000.0,7927163000.0,8242523600.0,8967969000.0
2198.0,12662944000.0,7948459000.0,8209709000.0,8806799000.0
2199.0,12653058000.0,7929344500.0,8316887600.0,8846769000.0
2200.0,12616528000.0,7915925500.0,8222459000.0,8754011000.0
2201.0,12676953000.0,7858643000.0,8167735000.0,8789221000.0
2202.0,12687928000.0,7847959000.0,8108995600.0,8689770000.0
2203.0,12552193000.0,7879817000.0,8042812000.0,8605323000.0
2204.0,12503039000.0,7959880700.0,8027661300.0,8526895600.0
2205.0,12390779000.0,7942455000.0,8033471500.0,8598791000.0
2206.0,12408967000.0,7882598400.0,8002058000.0,8565359600.0
2207.0,12310280000.0,7901969400.0,7923659000.0,8561564700.0
2208.0,12253197000.0,7903294000.0,7837835000.0,8550086700.0
2209.0,12219151000.0,8033754000.0,7733010400.0,8474245000.0
2210.0,12308875000.0,7967619000.0,7718832600.0,8339423700.0
2211.0,12230893000.0,7939583000.0,7631750700.0,8294886000.0
2212.0,12292180000.0,8004724700.0,7567201300.0,8265299000.0
2213.0,12181236000.0,7989659000.0,7585006000.0,8225709600.0
2214.0,12153098000.0,8028045300.0,7552858600.0,8192469000.0
2215.0,12183742000.0,8053162000.0,7496870400.0,8137960000.0
2216.0,12197114000.0,7958874000.0,7438228500.0,8215453000.0
2217.0,12231086000.0,7954090000.0,7402349600.0,8224789000.0
2218.0,12131850000.0,7968122000.0,7336653300.0,8212378000.0
2219.0,12104862000.0,7928035000.0,7295962600.0,8173023000.0
2220.0,12014075000.0,7946882600.0,7244745000.0,8024386600.0
2221.0,12050397000.0,7945330700.0,7226003000.0,7973016000.0
2222.0,12090045000.0,7845744600.0,7148160500.0,7808584000.0
2223.0,12049099000.0,7823812600.0,7169329000.0,7784961500.0
2224.0,12096369000.0,7816781300.0,7074144000.0,7703150600.0
2225.0,11936931000.0,7842739000.0,7036349400.0,7718429000.0
2226.0,12057279000.0,7798121000.0,7065830400.0,7644822500.0
2227.0,12069243000.0,7724964400.0,7085922000.0,7645447000.0
2228.0,12096733000.0,7697229300.0,7114267600.0,7598590500.0
2229.0,12134781000.0,7666877000.0,7149963300.0,7537469000.0
2230.0,11974762000.0,7739556000.0,7114496000.0,7596583400.0
2231.0,11921338000.0,7686551600.0,7038713000.0,7584130600.0
2232.0,11947847000.0,7607831600.0,7008942600.0,7529821000.0
2233.0,11891812000.0,7552086000.0,7009433600.0,7611242000.0
2234.0,11908868000.0,7461256700.0,7027666400.0,7518128000.0
2235.0,11844243000.0,7478979600.0,6953236000.0,7476948000.0
2236.0,11771441000.0,7432452000.0,6948933600.0,7478364700.0
2237.0,11708276000.0,7413794300.0,6942480000.0,7486593500.0
2238.0,11706429000.0,7431335000.0,6979257000.0,7489566000.0
2239.0,11681329000.0,7377919500.0,6979501000.0,7481570300.0
2240.0,11645735000.0,7324313600.0,6977620500.0,7530633700.0
2241.0,11661167000.0,7342180400.0,6874409500.0,7486104000.0
2242.0,11571027000.0,7294775300.0,6841536500.0,7483143000.0
2243.0,11643805000.0,7270061000.0,6689729000.0,7465587000.0
2244.0,11670085000.0,7260328000.0,6676529700.0,7447163000.0
2245.0,11652409000.0,7193357300.0,6712137700.0,7425015300.0
2246.0,11591517000.0,7144664000.0,6748639700.0,7413100000.0
2247.0,11611427000.0,7124880000.0,6790978000.0,7402168000.0
2248.0,11605108000.0,6999021000.0,6736388600.0,7442350000.0
2249.0,11558679000.0,6946022000.0,6685722000.0,7461190000.0
2250.0,11400106000.0,6943643600.0,6723062000.0,7422187500.0
2251.0,11473626000.0,6980940000.0,6650717700.0,7413191000.0
2252.0,11520570000.0,6945449000.0,6570945500.0,7398435300.0
2253.0,11548695000.0,6850117000.0,6501062700.0,7366253000.0
2254.0,11532865000.0,6851889700.0,6478055400.0,7339495000.0
2255.0,11620872000.0,6885285400.0,6458703400.0,7374318600.0
2256.0,11635600000.0,6877684000.0,6411889000.0,7402238500.0
2257.0,11598730000.0,6781767700.0,6356399600.0,7321954000.0
2258.0,11547735000.0,6747033600.0,6251925500.0,7279616500.0
2259.0,11483370000.0,6687241700.0,6195875000.0,7363070500.0
2260.0,11500424000.0,6750932000.0,6193214500.0,7310374400.0
2261.0,11531084000.0,6860664000.0,6249327000.0,7273075000.0
2262.0,11526914000.0,6848572000.0,6243376000.0,7240293400.0
2263.0,11616206000.0,6910520000.0,6302565400.0,7181605000.0
2264.0,11643596000.0,6941361000.0,6371305500.0,7255922700.0
2265.0,11813522000.0,6897818000.0,6349770000.0,7203126300.0
2266.0,11747285000.0,6907985400.0,6321993700.0,7177158700.0
2267.0,11922980000.0,6956087000.0,6276005400.0,7106774000.0
2268.0,11938416000.0,6980313600.0,6287657000.0,7088122000.0
2269.0,12066873000.0,6927634400.0,6198761000.0,7078988000.0
2270.0,12012448000.0,6931287600.0,6189381600.0,7090892000.0
2271.0,12189646000.0,6943664600.0,6202458000.0,7119429600.0
2272.0,12133976000.0,6906004500.0,6246056000.0,7075108000.0
2273.0,12167729000.0,6875008000.0,6265751000.0,7076082000.0
2274.0,12145901000.0,6824733700.0,6335875000.0,7099917000.0
2275.0,12169002000.0,6764390000.0,6307865000.0,7052244500.0
2276.0,12037247000.0,6750050300.0,6287590000.0,7025988000.0
2277.0,12017764000.0,6809772500.0,6303090000.0,6988437500.0
2278.0,11976234000.0,6811776000.0,6368622600.0,6960623000.0
2279.0,11994727000.0,6770659300.0,6333236000.0,7016204000.0
2280.0,11997138000.0,6715695600.0,6418159000.0,6999181000.0
2281.0,11923233000.0,6658760700.0,6370656000.0,6907770000.0
2282.0,11880708000.0,6637784000.0,6354649000.0,6967149600.0
2283.0,11947461000.0,6622685000.0,6366109700.0,6962253000.0
2284.0,12054012000.0,6671463000.0,6386370000.0,7037907000.0
2285.0,12178714000.0,6615354400.0,6410220000.0,7033345000.0
2286.0,12160500000.0,6617454600.0,6434440000.0,7059505700.0
2287.0,12113217000.0,6548827000.0,6431999000.0,7080147000.0
2288.0,12099856000.0,6509714000.0,6476434000.0,7085498400.0
2289.0,12125130000.0,6492117000.0,6540737000.0,7072572400.0
2290.0,12224726000.0,6494686700.0,6515926500.0,7091214300.0
2291.0,12140086000.0,6532699600.0,6525137400.0,7151141400.0
2292.0,12375865000.0,6540678700.0,6558270500.0,7137165000.0
2293.0,12359747000.0,6589489000.0,6497472000.0,7115337000.0
2294.0,12442003000.0,6545992700.0,6518101500.0,7141491700.0
2295.0,12510310000.0,6446670000.0,6476373000.0,7105186000.0
2296.0,12598015000.0,6434672000.0,6488600600.0,7093448000.0
2297.0,12610822000.0,6388709000.0,6531547600.0,7130558000.0
2298.0,12560308000.0,6394672600.0,6560118000.0,7017278000.0
2299.0,12602573000.0,6411641000.0,6511388000.0,6974595600.0
2300.0,12739249000.0,6418889000.0,6526599700.0,6979999000.0
