time,MRI-ESM2-0,GFDL-ESM4,MPI-ESM1-2-HR,IPSL-CM6A-LR,UKESM1-0-LL
2046.0,850161400.0,904301060.0,986098240.0,809147200.0,543790200.0
2047.0,838310300.0,890576400.0,928229760.0,771091000.0,528680900.0
2048.0,825495000.0,876459840.0,890734600.0,744641300.0,506152000.0
2049.0,797222850.0,916913100.0,877173400.0,714357760.0,486279740.0
2050.0,771250050.0,864052000.0,866790850.0,690957700.0,466682850.0
2051.0,769845950.0,854528500.0,839933950.0,677164900.0,441867800.0
2052.0,716700540.0,847363300.0,821350100.0,668344450.0,436769300.0
2053.0,677275700.0,849493950.0,795364100.0,636121300.0,419272200.0
2054.0,676732740.0,845096640.0,769830200.0,612310900.0,401943740.0
2055.0,640525000.0,821822700.0,740560830.0,596134800.0,385787970.0
2056.0,619963500.0,837514050.0,710751400.0,572430800.0,378040000.0
2057.0,602232960.0,807225300.0,672473660.0,551943100.0,362102880.0
2058.0,587423000.0,785792830.0,646133700.0,528214400.0,347248830.0
2059.0,570105660.0,775065700.0,619667650.0,518105440.0,335682270.0
2060.0,565420800.0,776546200.0,599714100.0,490734900.0,324118880.0
2061.0,546292400.0,747348030.0,594510140.0,465590530.0,310780930.0
2062.0,527410560.0,771093000.0,579756500.0,447621800.0,295824540.0
2063.0,515289470.0,731697500.0,578970940.0,433579460.0,284790660.0
2064.0,511054940.0,709384300.0,547206850.0,420071200.0,294442430.0
2065.0,489206300.0,755506900.0,536952000.0,406898900.0,272134180.0
2066.0,479624100.0,688313860.0,544668800.0,393913000.0,263170130.0
2067.0,471996700.0,675584300.0,518793020.0,383697860.0,249634750.0
2068.0,461294530.0,661160100.0,503555170.0,372153120.0,241192020.0
2069.0,459521020.0,646960600.0,495042750.0,360701000.0,233286560.0
2070.0,444066900.0,637355260.0,485086100.0,344850750.0,226152270.0
2071.0,436631100.0,616571800.0,482871780.0,328499940.0,220005840.0
2072.0,427653980.0,595397800.0,467031000.0,316397060.0,211707940.0
2073.0,414270560.0,583156700.0,454830080.0,306686400.0,206484050.0
2074.0,409409570.0,556726400.0,446727000.0,292776350.0,202394060.0
2075.0,401059330.0,557474800.0,438236600.0,284076580.0,194587900.0
2076.0,392502560.0,542794600.0,426477980.0,277762080.0,191883570.0
2077.0,389620670.0,522599900.0,416777900.0,271005760.0,182093680.0
2078.0,380144480.0,511530430.0,408398720.0,261665980.0,175279680.0
2079.0,376475800.0,501128770.0,400923840.0,254259500.0,166415300.0
2080.0,368579870.0,474636320.0,394984740.0,243879020.0,159958820.0
2081.0,361647300.0,457834750.0,390447230.0,236594380.0,152976540.0
2082.0,359211140.0,443587620.0,386434940.0,274707000.0,147377860.0
2083.0,348661760.0,432420900.0,380349760.0,227336830.0,137253360.0
2084.0,339781000.0,419558530.0,371114660.0,215887820.0,129102550.0
2085.0,334949600.0,403659360.0,359282900.0,209520780.0,121810136.0
2086.0,331854340.0,395362460.0,348932800.0,199525140.0,116842730.0
2087.0,328609000.0,384882500.0,336624930.0,192929170.0,110773304.0
2088.0,323373400.0,372993920.0,324292670.0,188388930.0,106919150.0
2089.0,314655040.0,356971230.0,315270300.0,177133220.0,91705490.0
2090.0,302772160.0,345583970.0,301153280.0,167577580.0,87878550.0
2091.0,292446370.0,334006300.0,289945300.0,162259500.0,84739830.0
2092.0,287125220.0,325688700.0,280786050.0,158596270.0,81080750.0
2093.0,305336900.0,313483650.0,271146780.0,150632640.0,78700350.0
2094.0,283688030.0,318236830.0,258289780.0,144873620.0,77142904.0
2095.0,272493950.0,301317220.0,244585150.0,137987760.0,76378010.0
2096.0,263500820.0,289416030.0,244996270.0,131386530.0,73663430.0
2097.0,258826260.0,283975460.0,235107570.0,125630230.0,68003176.0
2098.0,251061550.0,276348670.0,229266370.0,125793016.0,64502460.0
2099.0,238506850.0,266518830.0,222803540.0,121516640.0,63002816.0
2100.0,230265440.0,262424370.0,214286990.0,120010376.0,55631024.0
