time,NORESM1-M,CSIRO-MK3-6-0,MPI-ESM-LR,CESM1-CAM5
2053.0,12081849000000.0,13082360000000.0,12037604000000.0,10647825000000.0
2054.0,11967544000000.0,13018766000000.0,11961224000000.0,10495196000000.0
2055.0,11898131000000.0,12947290000000.0,11883763000000.0,10329585000000.0
2056.0,11823844000000.0,12853255000000.0,11766052000000.0,10149118000000.0
2057.0,11721117000000.0,12735864000000.0,11693727000000.0,9965277000000.0
2058.0,11607442000000.0,12708786000000.0,11591902000000.0,9859281000000.0
2059.0,11457445000000.0,12669627000000.0,11517578000000.0,9753526000000.0
2060.0,11395797000000.0,12639185000000.0,11422049000000.0,9610895000000.0
2061.0,11272092000000.0,12581674000000.0,11292404000000.0,9502581000000.0
2062.0,11136729000000.0,12538707000000.0,11185802000000.0,9380823000000.0
2063.0,11068317000000.0,12474801000000.0,11117917000000.0,9271674000000.0
2064.0,10933507000000.0,12423065000000.0,11024209000000.0,9088546000000.0
2065.0,10862799000000.0,12375621000000.0,10949616000000.0,8934856000000.0
2066.0,10760810000000.0,12276714000000.0,10881088000000.0,8776712000000.0
2067.0,10653531000000.0,12264671000000.0,10801771000000.0,8642351300000.0
2068.0,10565300000000.0,12209735000000.0,10688571000000.0,8507544000000.0
2069.0,10467991000000.0,12152747000000.0,10582566000000.0,8366901400000.0
2070.0,10329359000000.0,12111794000000.0,10514400000000.0,8246363400000.0
2071.0,10241447000000.0,12067459000000.0,10419625000000.0,8125883600000.0
2072.0,10177466000000.0,12027002000000.0,10342050000000.0,8001496300000.0
2073.0,10070383000000.0,12022441000000.0,10249082000000.0,7902752000000.0
2074.0,9963811000000.0,11989910000000.0,10143711000000.0,7785994000000.0
2075.0,9868998000000.0,11952407000000.0,10033233000000.0,7684459000000.0
2076.0,9784152000000.0,11857741000000.0,9947321000000.0,7565600600000.0
2077.0,9711977000000.0,11784323000000.0,9853742000000.0,7463408500000.0
2078.0,9629762000000.0,11699335000000.0,9750843000000.0,7335785000000.0
2079.0,9512497000000.0,11635675000000.0,9628452000000.0,7228375400000.0
2080.0,9444837000000.0,11564860000000.0,9529924000000.0,7076872500000.0
2081.0,9355748000000.0,11542330000000.0,9433817000000.0,6918847300000.0
2082.0,9248908000000.0,11509126000000.0,9379022000000.0,6789493000000.0
2083.0,9133354000000.0,11464043000000.0,9272570000000.0,6671786600000.0
2084.0,9031850000000.0,11386688000000.0,9162576000000.0,6563765000000.0
2085.0,8936493000000.0,11324547000000.0,9083824000000.0,6463243000000.0
2086.0,8862686000000.0,11274864000000.0,8998382000000.0,6389717000000.0
2087.0,8765478000000.0,11196690000000.0,8962295000000.0,6294842400000.0
2088.0,8682788000000.0,11126966000000.0,8877820000000.0,6180582000000.0
2089.0,8603271400000.0,11070157000000.0,8822006000000.0,6059627400000.0
2090.0,8506108000000.0,11014534000000.0,8749689000000.0,5942746000000.0
2091.0,8414267700000.0,10983555000000.0,8684341600000.0,5825997300000.0
2092.0,8313083300000.0,10917105000000.0,8592880000000.0,5722791000000.0
2093.0,8196604300000.0,10857867000000.0,8533482400000.0,5618658000000.0
2094.0,8146494000000.0,10778107000000.0,8457485000000.0,5513283000000.0
2095.0,8066479000000.0,10732683000000.0,8387691000000.0,5461029000000.0
2096.0,7970185000000.0,10679920000000.0,8323793400000.0,5372681700000.0
2097.0,7895070000000.0,10693299000000.0,8247104000000.0,5287272000000.0
2098.0,7821406000000.0,10686900000000.0,8171694000000.0,5190148000000.0
2099.0,7715821000000.0,10627082000000.0,8119847000000.0,5050996400000.0
2100.0,7687469300000.0,10587393000000.0,8060841500000.0,4958425400000.0
2101.0,7637085000000.0,10526623000000.0,7999471000000.0,4848900600000.0
2102.0,7562666700000.0,10455840000000.0,7925929600000.0,4782548000000.0
2103.0,7448495000000.0,10461850000000.0,7844813000000.0,4704385000000.0
2104.0,7357198000000.0,10417532000000.0,7790519600000.0,4612966000000.0
2105.0,7259371000000.0,10352875000000.0,7698184000000.0,4545611000000.0
2106.0,7201460000000.0,10307627000000.0,7642997600000.0,4462655600000.0
2107.0,7092693000000.0,10283073000000.0,7592927600000.0,4368052500000.0
2108.0,6998482500000.0,10286074000000.0,7536055000000.0,4264540500000.0
2109.0,6942386300000.0,10262120000000.0,7468807000000.0,4164218800000.0
2110.0,6878620300000.0,10229930000000.0,7392999000000.0,4066592700000.0
2111.0,6797220000000.0,10176055000000.0,7330634000000.0,3998463000000.0
2112.0,6699750500000.0,10135676000000.0,7259531000000.0,3924493300000.0
2113.0,6623219000000.0,10102855000000.0,7178840700000.0,3860485000000.0
2114.0,6523244000000.0,10050096000000.0,7111021000000.0,3775604500000.0
2115.0,6471789600000.0,10014518000000.0,7028013000000.0,3699919600000.0
2116.0,6436843700000.0,9963843000000.0,6967219000000.0,3609535700000.0
2117.0,6391536000000.0,9922027000000.0,6917835000000.0,3547741300000.0
2118.0,6297125000000.0,9872295000000.0,6863282000000.0,3488412900000.0
2119.0,6192896000000.0,9839291000000.0,6796150000000.0,3448167700000.0
2120.0,6117272300000.0,9807034000000.0,6756537700000.0,3398934700000.0
2121.0,6021994000000.0,9729785000000.0,6678311300000.0,3345984000000.0
2122.0,5934926000000.0,9720589000000.0,6597875600000.0,3283414700000.0
2123.0,5895765000000.0,9700799000000.0,6527101400000.0,3217286500000.0
2124.0,5841587000000.0,9670358000000.0,6460360600000.0,3141681300000.0
2125.0,5791861000000.0,9616936000000.0,6402050400000.0,3089402000000.0
2126.0,5703921000000.0,9563450000000.0,6361624600000.0,3015927400000.0
2127.0,5632946600000.0,9511914000000.0,6291568700000.0,2946172500000.0
2128.0,5570213400000.0,9488466000000.0,6232355000000.0,2888409300000.0
2129.0,5564850000000.0,9440738000000.0,6194339500000.0,2830893800000.0
2130.0,5505676000000.0,9405336000000.0,6149000000000.0,2779912300000.0
2131.0,5455837400000.0,9359734000000.0,6106257000000.0,2739845700000.0
2132.0,5374405000000.0,9300751000000.0,6051013300000.0,2685116600000.0
2133.0,5319334000000.0,9253322000000.0,5997708400000.0,2638176000000.0
2134.0,5271682000000.0,9193344000000.0,5938576600000.0,2603456100000.0
2135.0,5184658300000.0,9159994000000.0,5876798700000.0,2560690500000.0
2136.0,5145387000000.0,9095488000000.0,5826501000000.0,2512018700000.0
2137.0,5077237000000.0,9012979000000.0,5781063700000.0,2466966400000.0
2138.0,5014063400000.0,8990935000000.0,5719123300000.0,2417413300000.0
2139.0,4956759000000.0,8931337000000.0,5661149600000.0,2361747000000.0
2140.0,4892366700000.0,8899323000000.0,5625393000000.0,2315714000000.0
2141.0,4840950000000.0,8869288000000.0,5579498600000.0,2278931800000.0
2142.0,4766653000000.0,8805877000000.0,5532844300000.0,2224285500000.0
2143.0,4708892000000.0,8771698400000.0,5494323000000.0,2177170300000.0
2144.0,4651152000000.0,8746150400000.0,5462374000000.0,2129778300000.0
2145.0,4615070000000.0,8765634500000.0,5433965700000.0,2082058100000.0
2146.0,4572065600000.0,8761839000000.0,5375659600000.0,2042174100000.0
2147.0,4528816000000.0,8712738600000.0,5342007000000.0,2007170300000.0
2148.0,4486549000000.0,8682117000000.0,5300219300000.0,1963705100000.0
2149.0,4442587000000.0,8636994700000.0,5232095000000.0,1918957400000.0
2150.0,4389740500000.0,8601202600000.0,5201435600000.0,1875418500000.0
2151.0,4351655000000.0,8542637000000.0,5139058400000.0,1840282200000.0
2152.0,4319955000000.0,8496413700000.0,5093073000000.0,1802026500000.0
2153.0,4280845300000.0,8458452000000.0,5052871700000.0,1772385000000.0
2154.0,4245767000000.0,8453719300000.0,5005454600000.0,1732982300000.0
2155.0,4192903000000.0,8420555500000.0,4955145500000.0,1717068400000.0
2156.0,4147281400000.0,8374410300000.0,4911972000000.0,1680395100000.0
2157.0,4106117000000.0,8337208000000.0,4867551700000.0,1651276500000.0
2158.0,4068676500000.0,8285443000000.0,4813505400000.0,1623122500000.0
2159.0,4051775300000.0,8260192600000.0,4774282000000.0,1580974100000.0
2160.0,4007525400000.0,8242603000000.0,4732897000000.0,1557971000000.0
2161.0,3959822000000.0,8238001600000.0,4703069000000.0,1514228000000.0
2162.0,3913094300000.0,8192731000000.0,4664670000000.0,1486856800000.0
2163.0,3884285200000.0,8180590400000.0,4625645700000.0,1447260800000.0
2164.0,3846967000000.0,8167887500000.0,4604036600000.0,1419176800000.0
2165.0,3808228800000.0,8124913000000.0,4549410600000.0,1394572300000.0
2166.0,3771508000000.0,8110744300000.0,4512356000000.0,1372055700000.0
2167.0,3749171700000.0,8096164000000.0,4484646300000.0,1336516400000.0
2168.0,3720405800000.0,8097172000000.0,4443697000000.0,1304987400000.0
2169.0,3677062700000.0,8119696500000.0,4402265500000.0,1277372900000.0
2170.0,3632961200000.0,8062763000000.0,4366555000000.0,1246679800000.0
2171.0,3600746000000.0,8032747500000.0,4338215600000.0,1216889400000.0
2172.0,3562030500000.0,8005397000000.0,4307501000000.0,1203907700000.0
2173.0,3531045300000.0,7940540000000.0,4280373500000.0,1180943000000.0
2174.0,3485822600000.0,7901636700000.0,4244193000000.0,1159086600000.0
2175.0,3443500000000.0,7853056000000.0,4202496500000.0,1157657000000.0
2176.0,3418246000000.0,7831504300000.0,4165298800000.0,1141888000000.0
2177.0,3383637300000.0,7823087000000.0,4133734000000.0,1131860900000.0
2178.0,3341209600000.0,7790859000000.0,4085913500000.0,1110007000000.0
2179.0,3309405700000.0,7799227000000.0,4055414300000.0,1083854950000.0
2180.0,3270160200000.0,7806644600000.0,4032160600000.0,1060717130000.0
2181.0,3237958600000.0,7795361400000.0,3999629800000.0,1037941540000.0
2182.0,3214283400000.0,7781155000000.0,3965544600000.0,1018887300000.0
2183.0,3196558000000.0,7741461000000.0,3931537000000.0,1000348450000.0
2184.0,3172706800000.0,7711902700000.0,3901476800000.0,983785540000.0
2185.0,3158117200000.0,7675498000000.0,3886303200000.0,965899300000.0
2186.0,3138343400000.0,7671008000000.0,3874561000000.0,956193800000.0
2187.0,3112132700000.0,7677821300000.0,3837881200000.0,941469660000.0
2188.0,3082465800000.0,7686558600000.0,3797015000000.0,920656300000.0
2189.0,3039411800000.0,7646225000000.0,3767299500000.0,912578450000.0
2190.0,3003128500000.0,7584440400000.0,3749536900000.0,898561740000.0
2191.0,2978795000000.0,7543275000000.0,3719939800000.0,889459440000.0
2192.0,2965538600000.0,7507467000000.0,3695726000000.0,879542670000.0
2193.0,2933786000000.0,7504184500000.0,3672637200000.0,870835300000.0
2194.0,2903526900000.0,7461193400000.0,3643055800000.0,856090100000.0
2195.0,2876253000000.0,7440927000000.0,3619773200000.0,845208800000.0
2196.0,2840901200000.0,7414151000000.0,3595153400000.0,826551570000.0
2197.0,2831236500000.0,7402820700000.0,3567974600000.0,811884540000.0
2198.0,2824449000000.0,7356659300000.0,3545863000000.0,798982700000.0
2199.0,2803378200000.0,7294737000000.0,3528280200000.0,791961860000.0
2200.0,2770624000000.0,7277195000000.0,3502885600000.0,776225800000.0
2201.0,2753105200000.0,7247069400000.0,3477935800000.0,761028940000.0
2202.0,2720924000000.0,7197794000000.0,3452621300000.0,753911400000.0
2203.0,2681370300000.0,7154657400000.0,3435352600000.0,743801950000.0
2204.0,2659884000000.0,7113725700000.0,3407866200000.0,734459270000.0
2205.0,2636214200000.0,7047927000000.0,3381842000000.0,720035500000.0
2206.0,2609226200000.0,7013452500000.0,3355277000000.0,703620300000.0
2207.0,2579779000000.0,6976271000000.0,3331583600000.0,693110400000.0
2208.0,2549958000000.0,6942941500000.0,3324174000000.0,678287400000.0
2209.0,2521557600000.0,6901949500000.0,3303592200000.0,678729800000.0
2210.0,2497614000000.0,6885039000000.0,3285136200000.0,662586100000.0
2211.0,2468431300000.0,6868089400000.0,3285925500000.0,652626100000.0
2212.0,2451794300000.0,6852659000000.0,3247768300000.0,643016160000.0
2213.0,2434816500000.0,6805601600000.0,3223127300000.0,635609900000.0
2214.0,2422129600000.0,6777354000000.0,3210636400000.0,624739900000.0
2215.0,2398676000000.0,6744589700000.0,3192076600000.0,614888800000.0
2216.0,2391719300000.0,6680575700000.0,3170238000000.0,602603600000.0
2217.0,2375433800000.0,6655360000000.0,3162479000000.0,596132600000.0
2218.0,2344389700000.0,6632357000000.0,3135430200000.0,589535250000.0
2219.0,2324222200000.0,6628083500000.0,3102032000000.0,576292800000.0
2220.0,2312409200000.0,6583647500000.0,3069396400000.0,563864000000.0
2221.0,2277411000000.0,6532795700000.0,3061653200000.0,559856000000.0
2222.0,2258194000000.0,6501473700000.0,3028247600000.0,547384460000.0
2223.0,2245286200000.0,6492229500000.0,3008874400000.0,535639820000.0
2224.0,2230946400000.0,6475431300000.0,2987359500000.0,525268100000.0
2225.0,2209871300000.0,6460527300000.0,2974384000000.0,522117350000.0
2226.0,2197864400000.0,6440632000000.0,2954110200000.0,513735980000.0
2227.0,2181925700000.0,6399404000000.0,2944582800000.0,504825600000.0
2228.0,2172191500000.0,6371482000000.0,2926017000000.0,492171130000.0
2229.0,2165925600000.0,6359634400000.0,2911337400000.0,486011800000.0
2230.0,2156626400000.0,6363568000000.0,2888918400000.0,477445320000.0
2231.0,2138864500000.0,6348802000000.0,2868435500000.0,468437730000.0
2232.0,2112502600000.0,6320993000000.0,2856792000000.0,462598140000.0
2233.0,2106496000000.0,6302028300000.0,2842755000000.0,451047900000.0
2234.0,2095150100000.0,6272302700000.0,2826060200000.0,443341640000.0
2235.0,2080107100000.0,6256524000000.0,2811818700000.0,440885150000.0
2236.0,2060960900000.0,6256371700000.0,2788135500000.0,431338300000.0
2237.0,2046469900000.0,6226842000000.0,2773010600000.0,418235000000.0
2238.0,2031807900000.0,6200681300000.0,2758142000000.0,410278170000.0
2239.0,2031847100000.0,6187984600000.0,2729335600000.0,403310540000.0
2240.0,2038105800000.0,6165416600000.0,2707001200000.0,393530500000.0
2241.0,2029977500000.0,6163421700000.0,2698499600000.0,387322900000.0
2242.0,2018929300000.0,6162157700000.0,2681951700000.0,384970620000.0
2243.0,2005043400000.0,6128276600000.0,2659869500000.0,377398070000.0
2244.0,1989902700000.0,6097726300000.0,2640349000000.0,370984350000.0
2245.0,1977792000000.0,6044948400000.0,2622978800000.0,369590960000.0
2246.0,1959831900000.0,6011269000000.0,2598309500000.0,364500940000.0
2247.0,1932198400000.0,5986850000000.0,2575195400000.0,363943800000.0
2248.0,1924033400000.0,5983613000000.0,2560697000000.0,356749100000.0
2249.0,1914113000000.0,5931553000000.0,2535573700000.0,356510070000.0
2250.0,1915340300000.0,5892931000000.0,2512436600000.0,350416200000.0
2251.0,1900839700000.0,5865958500000.0,2497098000000.0,343021300000.0
2252.0,1889508800000.0,5854663000000.0,2473317400000.0,332216400000.0
2253.0,1872459600000.0,5828684000000.0,2460164800000.0,324343040000.0
2254.0,1867998700000.0,5809419300000.0,2447314500000.0,323692800000.0
2255.0,1861525200000.0,5801985000000.0,2429588300000.0,318434050000.0
2256.0,1844565100000.0,5776902000000.0,2405433900000.0,313795970000.0
2257.0,1842759100000.0,5750126500000.0,2387140400000.0,309204060000.0
2258.0,1822438200000.0,5718025000000.0,2372559400000.0,308212560000.0
2259.0,1801105000000.0,5707403400000.0,2356563400000.0,302991440000.0
2260.0,1789529600000.0,5736440000000.0,2348275200000.0,297027170000.0
2261.0,1769003800000.0,5732413000000.0,2336216000000.0,291807430000.0
2262.0,1750982200000.0,5714282500000.0,2319066000000.0,288196070000.0
2263.0,1728458300000.0,5714529500000.0,2305243500000.0,285818220000.0
2264.0,1729031800000.0,5702343000000.0,2286636800000.0,279438070000.0
2265.0,1707989900000.0,5671227000000.0,2273667700000.0,276278480000.0
2266.0,1694303600000.0,5651834000000.0,2255462000000.0,273612750000.0
2267.0,1674544400000.0,5614801000000.0,2239729000000.0,265363750000.0
2268.0,1670619700000.0,5603701000000.0,2218614800000.0,260464050000.0
2269.0,1647455200000.0,5574262500000.0,2193363600000.0,255959920000.0
2270.0,1622230700000.0,5535988400000.0,2178456400000.0,252926200000.0
2271.0,1613938200000.0,5487735000000.0,2163591300000.0,250776980000.0
2272.0,1609611000000.0,5454605300000.0,2160147000000.0,249023150000.0
2273.0,1595829800000.0,5439610700000.0,2140072400000.0,244654870000.0
2274.0,1587682300000.0,5417084600000.0,2129409000000.0,242676960000.0
2275.0,1571998800000.0,5385340600000.0,2115757000000.0,239541550000.0
2276.0,1573872600000.0,5361162000000.0,2106952600000.0,236359300000.0
2277.0,1564456600000.0,5354837000000.0,2099488200000.0,232894200000.0
2278.0,1554861900000.0,5311872600000.0,2096539500000.0,227699340000.0
2279.0,1536839900000.0,5293022000000.0,2088011600000.0,225121620000.0
2280.0,1527179600000.0,5282196000000.0,2070174200000.0,223018300000.0
2281.0,1523120300000.0,5261335500000.0,2053444000000.0,218286360000.0
2282.0,1518452300000.0,5240768000000.0,2033770400000.0,217101600000.0
2283.0,1513224700000.0,5211350400000.0,2037591200000.0,212181680000.0
2284.0,1505182400000.0,5189757600000.0,2022952900000.0,210931380000.0
2285.0,1501258200000.0,5186834700000.0,2018607400000.0,207247160000.0
2286.0,1497659500000.0,5175333400000.0,2009844500000.0,204274450000.0
2287.0,1500015000000.0,5154889000000.0,1993443900000.0,201434330000.0
2288.0,1501541200000.0,5126989000000.0,1980358000000.0,202968760000.0
2289.0,1495898000000.0,5112300000000.0,1971505300000.0,198499910000.0
2290.0,1486969900000.0,5103685000000.0,1960331200000.0,192876410000.0
2291.0,1480997200000.0,5105205000000.0,1946693500000.0,191872250000.0
2292.0,1466523600000.0,5118835600000.0,1938838800000.0,188471660000.0
2293.0,1473200400000.0,5113148600000.0,1931503600000.0,186412020000.0
2294.0,1468599200000.0,5094882400000.0,1920030600000.0,185214160000.0
2295.0,1457188100000.0,5093609000000.0,1907028800000.0,180451180000.0
2296.0,1466559400000.0,5077013000000.0,1895426000000.0,179097340000.0
2297.0,1464083500000.0,5073386600000.0,1888266000000.0,177909840000.0
2298.0,1464755600000.0,5061434400000.0,1886996000000.0,174631260000.0
2299.0,1453150000000.0,5049619000000.0,1881162800000.0,173423350000.0
2300.0,1450227900000.0,5019781000000.0,1868825100000.0,172548080000.0
