time,MPI-ESM-LR,CANESM2,CESM1-CAM5
2000.0,15331977000000.0,15331977000000.0,15331977000000.0
2001.0,15299929000000.0,15299929000000.0,15299929000000.0
2002.0,15270556000000.0,15270556000000.0,15270556000000.0
2003.0,15204357000000.0,15204357000000.0,15204357000000.0
2004.0,15101432000000.0,15101432000000.0,15101432000000.0
2005.0,15055764000000.0,15055764000000.0,15055764000000.0
2006.0,15014718000000.0,15014718000000.0,15014718000000.0
2007.0,14999434000000.0,14999434000000.0,14999434000000.0
2008.0,14959111000000.0,14959111000000.0,14959111000000.0
2009.0,14906986000000.0,14906986000000.0,14906986000000.0
2010.0,14824772000000.0,14824772000000.0,14824772000000.0
2011.0,14746603000000.0,14746603000000.0,14746603000000.0
2012.0,14711515000000.0,14711515000000.0,14711515000000.0
2013.0,14685102000000.0,14685102000000.0,14685102000000.0
2014.0,14671528000000.0,14671528000000.0,14671528000000.0
2015.0,14636127000000.0,14636127000000.0,14636127000000.0
2016.0,14646599000000.0,14646599000000.0,14646599000000.0
2017.0,14612340000000.0,14612340000000.0,14612340000000.0
2018.0,14596337000000.0,14596337000000.0,14596337000000.0
2019.0,14631684000000.0,14631684000000.0,14631684000000.0
2020.0,14547510000000.0,14547510000000.0,14547510000000.0
2021.0,14496735000000.0,14521543000000.0,14441315000000.0
2022.0,14438495000000.0,14452322000000.0,14315386000000.0
2023.0,14396383000000.0,14382397000000.0,14269504000000.0
2024.0,14346451000000.0,14373760000000.0,14228157000000.0
2025.0,14285164000000.0,14333082000000.0,14128274000000.0
2026.0,14235108000000.0,14278665000000.0,14017149000000.0
2027.0,14201783000000.0,14201552000000.0,13911411000000.0
2028.0,14106917000000.0,14145897000000.0,13825456000000.0
2029.0,14012486000000.0,14056738000000.0,13735701000000.0
2030.0,13931664000000.0,13946129000000.0,13622466000000.0
2031.0,13860148000000.0,13884767000000.0,13507780000000.0
2032.0,13772297000000.0,13841202000000.0,13405187000000.0
2033.0,13677344000000.0,13776436000000.0,13279007000000.0
2034.0,13611879000000.0,13669548000000.0,13180413000000.0
2035.0,13484465000000.0,13600988000000.0,13050650000000.0
2036.0,13401752000000.0,13502720000000.0,12940558000000.0
2037.0,13356988000000.0,13420712000000.0,12847844000000.0
2038.0,13270919000000.0,13328771000000.0,12735240000000.0
2039.0,13180163000000.0,13236242000000.0,12648840000000.0
2040.0,13088351000000.0,13169553000000.0,12514007000000.0
2041.0,13025329000000.0,13111146000000.0,12421831000000.0
2042.0,12951998000000.0,13065725000000.0,12287558000000.0
2043.0,12871009000000.0,12983464000000.0,12140708000000.0
2044.0,12796655000000.0,12920141000000.0,12074984000000.0
2045.0,12695148000000.0,12829718000000.0,12004519000000.0
2046.0,12615941000000.0,12759382000000.0,11918433000000.0
2047.0,12504314000000.0,12695160000000.0,11844042000000.0
2048.0,12430796000000.0,12621021000000.0,11753848000000.0
2049.0,12351038000000.0,12554163000000.0,11654638000000.0
2050.0,12276581000000.0,12476443000000.0,11557197000000.0
2051.0,12236373000000.0,12370785000000.0,11477940000000.0
2052.0,12112735000000.0,12300191000000.0,11374062000000.0
2053.0,12018477000000.0,12209499000000.0,11265593000000.0
2054.0,11938663000000.0,12117910000000.0,11154060000000.0
2055.0,11854754000000.0,12065705000000.0,11049262000000.0
2056.0,11787755000000.0,11978869000000.0,10917967000000.0
2057.0,11730164000000.0,11876172000000.0,10809240000000.0
2058.0,11672038000000.0,11845940000000.0,10681279000000.0
2059.0,11617256000000.0,11766711000000.0,10575004000000.0
2060.0,11533664000000.0,11660630000000.0,10468184000000.0
2061.0,11447840000000.0,11586746000000.0,10349460000000.0
2062.0,11384801000000.0,11500304000000.0,10205952000000.0
2063.0,11312570000000.0,11407624000000.0,10047854000000.0
2064.0,11266830000000.0,11334288000000.0,9899920000000.0
2065.0,11206620000000.0,11282786000000.0,9752088000000.0
2066.0,11132661000000.0,11203814000000.0,9665655000000.0
2067.0,11055280000000.0,11144725000000.0,9552755000000.0
2068.0,10976374000000.0,11053439000000.0,9461988000000.0
2069.0,10917185000000.0,11008115000000.0,9353413000000.0
2070.0,10869161000000.0,10890883000000.0,9223607000000.0
2071.0,10822358000000.0,10798655000000.0,9104333000000.0
2072.0,10761384000000.0,10739856000000.0,8964200000000.0
2073.0,10711049000000.0,10678024000000.0,8832485000000.0
2074.0,10652655000000.0,10631665000000.0,8736257000000.0
2075.0,10571896000000.0,10558690000000.0,8644970000000.0
2076.0,10490387000000.0,10460170000000.0,8545684700000.0
2077.0,10431825000000.0,10366095000000.0,8452240300000.0
2078.0,10354939000000.0,10300865000000.0,8367717000000.0
2079.0,10300212000000.0,10208371000000.0,8281452400000.0
2080.0,10255614000000.0,10163281000000.0,8164852000000.0
2081.0,10186456000000.0,10103073000000.0,8057498000000.0
2082.0,10147604000000.0,10026808000000.0,7971147400000.0
2083.0,10102370000000.0,9923151000000.0,7884458400000.0
2084.0,10024812000000.0,9861267000000.0,7820303000000.0
2085.0,9993657000000.0,9826988000000.0,7738894600000.0
2086.0,9915565000000.0,9711056000000.0,7680710700000.0
2087.0,9831264000000.0,9637366000000.0,7612059000000.0
2088.0,9787858000000.0,9603641000000.0,7521571400000.0
2089.0,9762644000000.0,9522262000000.0,7407500500000.0
2090.0,9725764000000.0,9480280000000.0,7304232000000.0
2091.0,9688855000000.0,9375491000000.0,7232989700000.0
2092.0,9643746000000.0,9299688000000.0,7144521300000.0
2093.0,9611610000000.0,9209512000000.0,7041800000000.0
2094.0,9558724000000.0,9172772000000.0,6957204000000.0
2095.0,9536530000000.0,9097280000000.0,6890852000000.0
2096.0,9485909000000.0,9032774000000.0,6824526000000.0
2097.0,9451354000000.0,8991949000000.0,6750164500000.0
2098.0,9394690000000.0,8937330000000.0,6681510500000.0
2099.0,9379246000000.0,8898538000000.0,6591570500000.0
2100.0,9355000000000.0,8831474000000.0,6530435400000.0
2101.0,9294573000000.0,8780559400000.0,6465832000000.0
2102.0,9263604000000.0,8724730000000.0,6381635600000.0
2103.0,9234638000000.0,8661758400000.0,6321972000000.0
2104.0,9202756000000.0,8615364700000.0,6258722000000.0
2105.0,9145525000000.0,8554205000000.0,6181898000000.0
2106.0,9104639000000.0,8492080400000.0,6116214000000.0
2107.0,9046468000000.0,8447974700000.0,6043332500000.0
2108.0,9014647000000.0,8387191400000.0,5978661600000.0
2109.0,8961731000000.0,8317297500000.0,5900250000000.0
2110.0,8934227000000.0,8286276000000.0,5828877000000.0
2111.0,8881660000000.0,8215470300000.0,5759652300000.0
2112.0,8856349000000.0,8171249700000.0,5693373400000.0
2113.0,8834116000000.0,8126460000000.0,5625393000000.0
2114.0,8793722700000.0,8094362000000.0,5547510000000.0
2115.0,8749427700000.0,8034681000000.0,5494111000000.0
2116.0,8689988000000.0,7953270000000.0,5458601400000.0
2117.0,8658018600000.0,7896635000000.0,5381595000000.0
2118.0,8601063000000.0,7880403000000.0,5324000500000.0
2119.0,8591189000000.0,7826621000000.0,5281266300000.0
2120.0,8554437700000.0,7786022300000.0,5232726000000.0
2121.0,8514408000000.0,7740598000000.0,5181490000000.0
2122.0,8449978500000.0,7694799300000.0,5117601400000.0
2123.0,8428497000000.0,7665721300000.0,5062926500000.0
2124.0,8418267500000.0,7648654000000.0,5009127000000.0
2125.0,8387044600000.0,7612761400000.0,4969077400000.0
2126.0,8364393000000.0,7599384700000.0,4924007000000.0
2127.0,8327821500000.0,7602603300000.0,4899419500000.0
2128.0,8300190000000.0,7570513700000.0,4844311500000.0
2129.0,8261117000000.0,7481526000000.0,4800448000000.0
2130.0,8225517000000.0,7464350000000.0,4751275600000.0
2131.0,8191486700000.0,7411186000000.0,4700760000000.0
2132.0,8180964000000.0,7362548600000.0,4650015000000.0
2133.0,8142982000000.0,7332253700000.0,4585378300000.0
2134.0,8105305300000.0,7320167000000.0,4550637400000.0
2135.0,8094511000000.0,7287950300000.0,4497470000000.0
2136.0,8078392600000.0,7262370000000.0,4464434000000.0
2137.0,8043314500000.0,7219561600000.0,4408881400000.0
2138.0,7988826000000.0,7182847000000.0,4345564000000.0
2139.0,8006660500000.0,7132497000000.0,4281379600000.0
2140.0,7987091500000.0,7110664400000.0,4226925200000.0
2141.0,7954223300000.0,7072637000000.0,4176614300000.0
2142.0,7928975000000.0,7040927000000.0,4140250000000.0
2143.0,7932700300000.0,7027453000000.0,4118431100000.0
2144.0,7898582000000.0,7008621000000.0,4075288500000.0
2145.0,7875551000000.0,6972463600000.0,4035808000000.0
2146.0,7844027000000.0,6944459000000.0,4009126500000.0
2147.0,7816597000000.0,6939602300000.0,3978707900000.0
2148.0,7794509000000.0,6870639600000.0,3958121200000.0
2149.0,7788685700000.0,6841653000000.0,3920683300000.0
2150.0,7781415000000.0,6801460300000.0,3880003300000.0
2151.0,7755967500000.0,6768133400000.0,3861182700000.0
2152.0,7726983300000.0,6729215500000.0,3837297400000.0
2153.0,7696559000000.0,6692705000000.0,3814265500000.0
2154.0,7672427400000.0,6654406000000.0,3779335000000.0
2155.0,7663963300000.0,6605883000000.0,3741796500000.0
2156.0,7632701600000.0,6562742000000.0,3703959000000.0
2157.0,7641184600000.0,6540111000000.0,3689526600000.0
2158.0,7630747000000.0,6518627400000.0,3648874000000.0
2159.0,7624615000000.0,6504884700000.0,3623169800000.0
2160.0,7612355600000.0,6468678500000.0,3592215600000.0
2161.0,7592061000000.0,6456879000000.0,3564454300000.0
2162.0,7592893500000.0,6427108700000.0,3537010200000.0
2163.0,7576491000000.0,6407575300000.0,3532280800000.0
2164.0,7565944000000.0,6385460000000.0,3515359000000.0
2165.0,7537614000000.0,6380090600000.0,3491186600000.0
2166.0,7504239500000.0,6341973000000.0,3469120000000.0
2167.0,7483180000000.0,6333174600000.0,3441366700000.0
2168.0,7465064000000.0,6292145000000.0,3418758600000.0
2169.0,7460536500000.0,6257773000000.0,3387833500000.0
2170.0,7443122000000.0,6227815000000.0,3358908200000.0
2171.0,7406806400000.0,6218131000000.0,3338376300000.0
2172.0,7381089000000.0,6187743400000.0,3329615200000.0
2173.0,7371449000000.0,6179361700000.0,3291968700000.0
2174.0,7344292400000.0,6172420000000.0,3276320500000.0
2175.0,7348819000000.0,6170983500000.0,3240075500000.0
2176.0,7345803000000.0,6165668300000.0,3199731000000.0
2177.0,7324438600000.0,6167559000000.0,3182392800000.0
2178.0,7304342700000.0,6131441000000.0,3164772500000.0
2179.0,7294693000000.0,6097127600000.0,3152334600000.0
2180.0,7271704000000.0,6082548000000.0,3118415500000.0
2181.0,7281361600000.0,6062141000000.0,3100102000000.0
2182.0,7285004300000.0,6024312400000.0,3068547000000.0
2183.0,7267640000000.0,6020868000000.0,3050429500000.0
2184.0,7256997000000.0,6002512500000.0,3031798400000.0
2185.0,7259147500000.0,5987761700000.0,2998863100000.0
2186.0,7242079000000.0,5961357500000.0,2973278400000.0
2187.0,7209222000000.0,5948005400000.0,2953097200000.0
2188.0,7196988000000.0,5924006700000.0,2943067600000.0
2189.0,7182299000000.0,5874852000000.0,2920774400000.0
2190.0,7180205000000.0,5894815000000.0,2898711800000.0
2191.0,7165607700000.0,5878378400000.0,2874699000000.0
2192.0,7154731000000.0,5856436000000.0,2837412800000.0
2193.0,7148101000000.0,5801699000000.0,2815049600000.0
2194.0,7128574000000.0,5788065600000.0,2787491000000.0
2195.0,7123897000000.0,5759742500000.0,2758040000000.0
2196.0,7103099000000.0,5749089500000.0,2736622400000.0
2197.0,7091135700000.0,5742740400000.0,2709341600000.0
2198.0,7097928000000.0,5747963000000.0,2679365200000.0
2199.0,7091048000000.0,5738460600000.0,2653021800000.0
2200.0,7100701300000.0,5728371000000.0,2613978900000.0
2201.0,7081287000000.0,5716386500000.0,2609038200000.0
2202.0,7083082000000.0,5724129000000.0,2586411300000.0
2203.0,7095706500000.0,5681406000000.0,2566646700000.0
2204.0,7097722000000.0,5670763500000.0,2553081200000.0
2205.0,7066414500000.0,5660632000000.0,2534497000000.0
2206.0,7046307000000.0,5634486000000.0,2514109900000.0
2207.0,7036908000000.0,5624483500000.0,2496863700000.0
2208.0,7033412600000.0,5625953600000.0,2473127000000.0
2209.0,7026108000000.0,5612234600000.0,2480047000000.0
2210.0,7024676400000.0,5594271000000.0,2483973500000.0
2211.0,7011193300000.0,5578341500000.0,2466886000000.0
2212.0,7012527600000.0,5573360000000.0,2459460400000.0
2213.0,7002045500000.0,5560897000000.0,2445384400000.0
2214.0,7018068300000.0,5572505600000.0,2450465800000.0
2215.0,7020719000000.0,5558141000000.0,2437641400000.0
2216.0,7036769700000.0,5560957700000.0,2433557500000.0
2217.0,7042947400000.0,5546212600000.0,2418197400000.0
2218.0,7035819000000.0,5513988000000.0,2411288900000.0
2219.0,7052160700000.0,5521454700000.0,2403534000000.0
2220.0,7054287700000.0,5525614400000.0,2395463000000.0
2221.0,7051878600000.0,5535173700000.0,2383279300000.0
2222.0,7047358000000.0,5544518000000.0,2372685300000.0
2223.0,7043176000000.0,5521270600000.0,2370099700000.0
2224.0,7026851000000.0,5511602000000.0,2360823300000.0
2225.0,7031481700000.0,5503110000000.0,2358010400000.0
2226.0,7021373000000.0,5506199500000.0,2358129700000.0
2227.0,7033219000000.0,5463034000000.0,2357486200000.0
2228.0,7028366400000.0,5461142000000.0,2343069500000.0
2229.0,7021444000000.0,5452460000000.0,2336366800000.0
2230.0,7015802000000.0,5443928700000.0,2345777800000.0
2231.0,7011722300000.0,5428555500000.0,2334166000000.0
2232.0,7030405000000.0,5414088300000.0,2314228200000.0
2233.0,7029582000000.0,5415091300000.0,2309835000000.0
2234.0,7028433000000.0,5417529000000.0,2298042400000.0
2235.0,7026355700000.0,5422455500000.0,2298048000000.0
2236.0,7029906700000.0,5425091600000.0,2290170000000.0
2237.0,7014258000000.0,5420785000000.0,2282992700000.0
2238.0,7015981600000.0,5409999400000.0,2265802600000.0
2239.0,6987049300000.0,5381872400000.0,2264279800000.0
2240.0,6974044000000.0,5351257700000.0,2272712200000.0
2241.0,6964535000000.0,5353366400000.0,2270562400000.0
2242.0,6950062400000.0,5333339000000.0,2272912500000.0
2243.0,6919787000000.0,5315747600000.0,2255389200000.0
2244.0,6905010000000.0,5298501000000.0,2244422000000.0
2245.0,6906478000000.0,5325821300000.0,2233703600000.0
2246.0,6885715500000.0,5323614000000.0,2213413000000.0
2247.0,6882557700000.0,5349012700000.0,2195562400000.0
2248.0,6874262400000.0,5355302000000.0,2181679000000.0
2249.0,6867497000000.0,5313488500000.0,2188461300000.0
2250.0,6869970600000.0,5300488000000.0,2181772700000.0
2251.0,6867069000000.0,5294745000000.0,2173222600000.0
2252.0,6848617400000.0,5290210600000.0,2174921000000.0
2253.0,6847849300000.0,5279469500000.0,2169649200000.0
2254.0,6837036400000.0,5289638600000.0,2172510000000.0
2255.0,6849508000000.0,5287376000000.0,2166552300000.0
2256.0,6842766300000.0,5278864500000.0,2165537600000.0
2257.0,6834743000000.0,5271489300000.0,2162920400000.0
2258.0,6820588400000.0,5294554000000.0,2155112800000.0
2259.0,6811238000000.0,5278095000000.0,2149430700000.0
2260.0,6787507000000.0,5266580400000.0,2149815200000.0
2261.0,6768706500000.0,5306188000000.0,2137029900000.0
2262.0,6758407300000.0,5296376000000.0,2138556900000.0
2263.0,6777230000000.0,5272151500000.0,2131324400000.0
2264.0,6778856700000.0,5252937000000.0,2123936200000.0
2265.0,6785419700000.0,5260682700000.0,2116678200000.0
2266.0,6785564000000.0,5287365300000.0,2132533400000.0
2267.0,6784216500000.0,5287820000000.0,2144087800000.0
2268.0,6778325600000.0,5252322000000.0,2138635800000.0
2269.0,6775379000000.0,5234900300000.0,2123384500000.0
2270.0,6792991000000.0,5227582300000.0,2114337900000.0
2271.0,6791972000000.0,5205210000000.0,2105955700000.0
2272.0,6792857000000.0,5195724500000.0,2113416100000.0
2273.0,6795468700000.0,5201660000000.0,2098754400000.0
2274.0,6773715500000.0,5173601000000.0,2093626200000.0
2275.0,6767822500000.0,5164320700000.0,2109349300000.0
2276.0,6782779400000.0,5148597300000.0,2106755400000.0
2277.0,6779875000000.0,5146958000000.0,2095080000000.0
2278.0,6790579000000.0,5156007600000.0,2090101200000.0
2279.0,6784812000000.0,5110406000000.0,2081389400000.0
2280.0,6796673500000.0,5090959700000.0,2079961600000.0
2281.0,6778210000000.0,5081053300000.0,2068176000000.0
2282.0,6779876400000.0,5066614400000.0,2059913700000.0
2283.0,6786970600000.0,5072462300000.0,2056869900000.0
2284.0,6791027500000.0,5071182000000.0,2051803400000.0
2285.0,6768419000000.0,5068649000000.0,2049866900000.0
2286.0,6751055000000.0,5061287000000.0,2044572200000.0
2287.0,6742479500000.0,5052830300000.0,2045094000000.0
2288.0,6740055700000.0,5056263400000.0,2027067100000.0
2289.0,6726804300000.0,5054652000000.0,2019479100000.0
2290.0,6726898700000.0,5083357000000.0,2010182000000.0
2291.0,6766621000000.0,5099403000000.0,1997518900000.0
2292.0,6753840300000.0,5090780400000.0,1999817500000.0
2293.0,6751372400000.0,5072437600000.0,1990972800000.0
2294.0,6738054000000.0,5069490600000.0,1982992900000.0
2295.0,6737384400000.0,5052492000000.0,2001924700000.0
2296.0,6722833000000.0,5057802700000.0,1988964300000.0
2297.0,6722336000000.0,5048261000000.0,1981030600000.0
2298.0,6698854500000.0,5048267000000.0,1973399700000.0
2299.0,6689025000000.0,5037915000000.0,1965846300000.0
2300.0,6695078000000.0,5028496500000.0,1952874400000.0
