time,MPI-ESM-LR,CSIRO-MK3-6-0,CCSM4
2000.0,15331977000000.0,15331977000000.0,15331977000000.0
2001.0,15299929000000.0,15299929000000.0,15299929000000.0
2002.0,15270556000000.0,15270556000000.0,15270556000000.0
2003.0,15204357000000.0,15204357000000.0,15204357000000.0
2004.0,15101432000000.0,15101432000000.0,15101432000000.0
2005.0,15055764000000.0,15055764000000.0,15055764000000.0
2006.0,15014718000000.0,15014718000000.0,15014718000000.0
2007.0,14999434000000.0,14999434000000.0,14999434000000.0
2008.0,14959111000000.0,14959111000000.0,14959111000000.0
2009.0,14906986000000.0,14906986000000.0,14906986000000.0
2010.0,14824772000000.0,14824772000000.0,14824772000000.0
2011.0,14746603000000.0,14746603000000.0,14746603000000.0
2012.0,14711515000000.0,14711515000000.0,14711515000000.0
2013.0,14685102000000.0,14685102000000.0,14685102000000.0
2014.0,14671528000000.0,14671528000000.0,14671528000000.0
2015.0,14636127000000.0,14636127000000.0,14636127000000.0
2016.0,14646599000000.0,14646599000000.0,14646599000000.0
2017.0,14612340000000.0,14612340000000.0,14612340000000.0
2018.0,14596337000000.0,14596337000000.0,14596337000000.0
2019.0,14631684000000.0,14631684000000.0,14631684000000.0
2020.0,14547510000000.0,14547510000000.0,14547510000000.0
2021.0,14462882000000.0,14488399000000.0,14530817000000.0
2022.0,14448552000000.0,14393160000000.0,14496223000000.0
2023.0,14377705000000.0,14345463000000.0,14486181000000.0
2024.0,14320066000000.0,14332979000000.0,14433889000000.0
2025.0,14276367000000.0,14253269000000.0,14386085000000.0
2026.0,14238954000000.0,14197356000000.0,14361549000000.0
2027.0,14159622000000.0,14137285000000.0,14335417000000.0
2028.0,14093112000000.0,14061652000000.0,14290251000000.0
2029.0,14033618000000.0,13999504000000.0,14264126000000.0
2030.0,13985002000000.0,13944550000000.0,14210239000000.0
2031.0,13888129000000.0,13887478000000.0,14183031000000.0
2032.0,13810566000000.0,13875231000000.0,14153608000000.0
2033.0,13732313000000.0,13880527000000.0,14090643000000.0
2034.0,13633376000000.0,13803572000000.0,14112626000000.0
2035.0,13570698000000.0,13748134000000.0,14073549000000.0
2036.0,13499852000000.0,13697358000000.0,14038342000000.0
2037.0,13426824000000.0,13669074000000.0,13975989000000.0
2038.0,13296160000000.0,13587198000000.0,13931060000000.0
2039.0,13225751000000.0,13517555000000.0,13889247000000.0
2040.0,13137413000000.0,13413464000000.0,13853278000000.0
2041.0,13031243000000.0,13362671000000.0,13828624000000.0
2042.0,12917127000000.0,13306078000000.0,13820350000000.0
2043.0,12837534000000.0,13234910000000.0,13752638000000.0
2044.0,12662485000000.0,13179536000000.0,13679256000000.0
2045.0,12545239000000.0,13043692000000.0,13579765000000.0
2046.0,12438516000000.0,12969802000000.0,13516859000000.0
2047.0,12309130000000.0,12932003000000.0,13434737000000.0
2048.0,12185748000000.0,12830807000000.0,13299266000000.0
2049.0,12091175000000.0,12763529000000.0,13204216000000.0
2050.0,12003629000000.0,12707665000000.0,13156238000000.0
2051.0,11850599000000.0,12639475000000.0,13126453000000.0
2052.0,11733768000000.0,12608731000000.0,13006848000000.0
2053.0,11619366000000.0,12526350000000.0,12933239000000.0
2054.0,11500777000000.0,12430430000000.0,12847756000000.0
2055.0,11395671000000.0,12403995000000.0,12795683000000.0
2056.0,11276074000000.0,12349620000000.0,12736330000000.0
2057.0,11118924000000.0,12290711000000.0,12638220000000.0
2058.0,11001437000000.0,12209058000000.0,12582170000000.0
2059.0,10877683000000.0,12126763000000.0,12465417000000.0
2060.0,10768245000000.0,12056345000000.0,12361442000000.0
2061.0,10640615000000.0,12009323000000.0,12254504000000.0
2062.0,10487136000000.0,11951105000000.0,12110416000000.0
2063.0,10357018000000.0,11901543000000.0,12003181000000.0
2064.0,10238087000000.0,11876658000000.0,11897097000000.0
2065.0,10090857000000.0,11831931000000.0,11772759000000.0
2066.0,9956788000000.0,11780896000000.0,11668176000000.0
2067.0,9835848000000.0,11690025000000.0,11556200000000.0
2068.0,9715910000000.0,11626230000000.0,11390653000000.0
2069.0,9603032000000.0,11536835000000.0,11238112000000.0
2070.0,9503202000000.0,11496865000000.0,11130662000000.0
2071.0,9355164000000.0,11388954000000.0,10982458000000.0
2072.0,9217005000000.0,11328555000000.0,10854395000000.0
2073.0,9092549000000.0,11233138000000.0,10685888000000.0
2074.0,8924109000000.0,11128843000000.0,10560292000000.0
2075.0,8773160000000.0,11049830000000.0,10502595000000.0
2076.0,8622354000000.0,10984897000000.0,10339245000000.0
2077.0,8496020000000.0,10919120000000.0,10235222000000.0
2078.0,8348161000000.0,10868535000000.0,10103543000000.0
2079.0,8216707600000.0,10739360000000.0,9954258000000.0
2080.0,8102679700000.0,10581328000000.0,9797390000000.0
2081.0,7948063000000.0,10477934000000.0,9668423000000.0
2082.0,7808386300000.0,10328339000000.0,9528158000000.0
2083.0,7709184000000.0,10223617000000.0,9397038000000.0
2084.0,7577155000000.0,10081630000000.0,9304640000000.0
2085.0,7427337000000.0,9945130000000.0,9210275000000.0
2086.0,7296000700000.0,9899240000000.0,9114067000000.0
2087.0,7176391000000.0,9832870000000.0,8967163000000.0
2088.0,7032040600000.0,9763800000000.0,8820171000000.0
2089.0,6894924000000.0,9663090000000.0,8696266000000.0
2090.0,6753488500000.0,9515839000000.0,8590259000000.0
2091.0,6635265700000.0,9389250000000.0,8443381000000.0
2092.0,6504372000000.0,9246176000000.0,8338593000000.0
2093.0,6394947000000.0,9135670000000.0,8237075700000.0
2094.0,6266717000000.0,8990496000000.0,8106559400000.0
2095.0,6167618000000.0,8882010000000.0,7958445400000.0
2096.0,6044866600000.0,8759618300000.0,7814129400000.0
2097.0,5933070500000.0,8628061300000.0,7694093600000.0
2098.0,5806912000000.0,8511971400000.0,7585476000000.0
2099.0,5704978000000.0,8422918000000.0,7456775000000.0
2100.0,5579080000000.0,8283844000000.0,7350053000000.0
2101.0,5498207700000.0,8108880000000.0,7237140000000.0
2102.0,5400314000000.0,7996326300000.0,7102389000000.0
2103.0,5304022000000.0,7846798300000.0,6994422400000.0
2104.0,5205904000000.0,7717446000000.0,6891526000000.0
2105.0,5104973000000.0,7616914000000.0,6770077000000.0
2106.0,5013927600000.0,7467032000000.0,6673952400000.0
2107.0,4940026600000.0,7335111000000.0,6543995000000.0
2108.0,4833480000000.0,7227726400000.0,6398804500000.0
2109.0,4760639400000.0,7120579000000.0,6276652000000.0
2110.0,4664807400000.0,7010316700000.0,6190561000000.0
2111.0,4581726600000.0,6906816500000.0,6084198700000.0
2112.0,4478335500000.0,6739740600000.0,5974220000000.0
2113.0,4380646000000.0,6617849400000.0,5896202000000.0
2114.0,4286770800000.0,6468300000000.0,5814064000000.0
2115.0,4212751600000.0,6353899000000.0,5716071400000.0
2116.0,4121028700000.0,6227238000000.0,5623511500000.0
2117.0,4030882600000.0,6121815000000.0,5517639400000.0
2118.0,3956954600000.0,6044985600000.0,5440491000000.0
2119.0,3871167000000.0,5926265300000.0,5372582000000.0
2120.0,3785092200000.0,5846969400000.0,5295925400000.0
2121.0,3714760600000.0,5749512000000.0,5217879300000.0
2122.0,3644918900000.0,5637984000000.0,5153263500000.0
2123.0,3567529000000.0,5563399300000.0,5072801000000.0
2124.0,3485961000000.0,5476800000000.0,5006767400000.0
2125.0,3411156100000.0,5375908000000.0,4955662500000.0
2126.0,3343399300000.0,5291186000000.0,4893372300000.0
2127.0,3277397200000.0,5184824000000.0,4817076000000.0
2128.0,3206372000000.0,5112433000000.0,4716864000000.0
2129.0,3144118400000.0,4988127400000.0,4633896000000.0
2130.0,3081384000000.0,4876415000000.0,4565375000000.0
2131.0,3020964800000.0,4759332300000.0,4484302400000.0
2132.0,2952768500000.0,4697083600000.0,4424134000000.0
2133.0,2885357700000.0,4617671000000.0,4312971300000.0
2134.0,2814698800000.0,4538252700000.0,4257347800000.0
2135.0,2748964700000.0,4490730700000.0,4175684200000.0
2136.0,2693600000000.0,4428480400000.0,4059395000000.0
2137.0,2635114200000.0,4325841800000.0,3960346800000.0
2138.0,2566223800000.0,4253922400000.0,3882666000000.0
2139.0,2511393800000.0,4182178800000.0,3808581000000.0
2140.0,2443221700000.0,4094958000000.0,3724737800000.0
2141.0,2373336200000.0,3972337800000.0,3645847000000.0
2142.0,2317697200000.0,3894301700000.0,3577340500000.0
2143.0,2253630000000.0,3811374800000.0,3497584800000.0
2144.0,2197259200000.0,3764463600000.0,3432792500000.0
2145.0,2139724700000.0,3674131000000.0,3335059100000.0
2146.0,2085401500000.0,3593224000000.0,3249837700000.0
2147.0,2025915500000.0,3527661000000.0,3169685000000.0
2148.0,1967978400000.0,3431335200000.0,3098436700000.0
2149.0,1915357000000.0,3370489200000.0,3035579800000.0
2150.0,1867669200000.0,3280950000000.0,2977585000000.0
2151.0,1818605000000.0,3175057500000.0,2897936400000.0
2152.0,1766825400000.0,3095086800000.0,2840597000000.0
2153.0,1709815400000.0,3022782200000.0,2780686500000.0
2154.0,1659850500000.0,2917127700000.0,2690811200000.0
2155.0,1606527900000.0,2826537000000.0,2639109800000.0
2156.0,1561861200000.0,2743573000000.0,2577686000000.0
2157.0,1515880700000.0,2648558500000.0,2492141400000.0
2158.0,1471971700000.0,2556375300000.0,2429820000000.0
2159.0,1423090800000.0,2459940200000.0,2366024000000.0
2160.0,1380912900000.0,2330330100000.0,2302298800000.0
2161.0,1341184800000.0,2197328200000.0,2250136000000.0
2162.0,1293735700000.0,2055043700000.0,2201398800000.0
2163.0,1251346000000.0,1922069300000.0,2160518000000.0
2164.0,1212361700000.0,1794770600000.0,2105751900000.0
2165.0,1177334800000.0,1679940400000.0,2039663200000.0
2166.0,1138215700000.0,1552575400000.0,1987191200000.0
2167.0,1101767200000.0,1424165200000.0,1945164200000.0
2168.0,1068704460000.0,1321701600000.0,1878995900000.0
2169.0,1031653500000.0,1213573900000.0,1816017500000.0
2170.0,1000304930000.0,1100806900000.0,1761960100000.0
2171.0,971482800000.0,994019100000.0,1701699600000.0
2172.0,939920850000.0,898998900000.0,1650678400000.0
2173.0,907461100000.0,807670450000.0,1606511800000.0
2174.0,877483850000.0,721650200000.0,1561262000000.0
2175.0,852942800000.0,632393800000.0,1521338800000.0
2176.0,825805100000.0,562258250000.0,1483840000000.0
2177.0,798972700000.0,499555170000.0,1444704300000.0
2178.0,774215400000.0,439327230000.0,1410959400000.0
2179.0,752442340000.0,383336250000.0,1373137800000.0
2180.0,732190500000.0,331613700000.0,1332779500000.0
2181.0,712023340000.0,291629400000.0,1285141300000.0
2182.0,691810400000.0,253448750000.0,1243993200000.0
2183.0,673788130000.0,222873980000.0,1211151300000.0
2184.0,657243400000.0,194118070000.0,1171089300000.0
2185.0,639641300000.0,174293650000.0,1135623400000.0
2186.0,624161400000.0,153108790000.0,1096285100000.0
2187.0,607605800000.0,135696350000.0,1054296000000.0
2188.0,591972470000.0,120494990000.0,1014862800000.0
2189.0,580463300000.0,106254160000.0,974269250000.0
2190.0,565294700000.0,92493230000.0,934680300000.0
2191.0,549208560000.0,79308240000.0,905464700000.0
2192.0,534255240000.0,65878634000.0,867081650000.0
2193.0,522190420000.0,52311716000.0,830601100000.0
2194.0,508267500000.0,41033183000.0,800210940000.0
2195.0,496934940000.0,30593720000.0,759729000000.0
2196.0,487080700000.0,21559165000.0,724675000000.0
2197.0,475491730000.0,13680464000.0,692966000000.0
2198.0,465024350000.0,6706613000.0,667064500000.0
2199.0,453589100000.0,1536202400.0,639486400000.0
2200.0,443495450000.0,797877600.0,609137300000.0
2201.0,434968170000.0,751632960.0,586900440000.0
2202.0,425589150000.0,702878300.0,565860600000.0
2203.0,416424530000.0,659632960.0,541503520000.0
2204.0,406922130000.0,613645100.0,519193300000.0
2205.0,398454650000.0,567703740.0,495565200000.0
2206.0,392161000000.0,532103200.0,478207280000.0
2207.0,385856340000.0,491003070.0,459646170000.0
2208.0,378191450000.0,454599700.0,440431080000.0
2209.0,370702250000.0,416645980.0,421389300000.0
2210.0,365760870000.0,385885600.0,404389330000.0
2211.0,359460100000.0,348500030.0,389318600000.0
2212.0,352865880000.0,317799940.0,376353200000.0
2213.0,346967930000.0,295425570.0,361085570000.0
2214.0,341256800000.0,272936200.0,345380620000.0
2215.0,335978270000.0,254877260.0,330119400000.0
2216.0,330771070000.0,243309940.0,314919800000.0
2217.0,325280700000.0,234044560.0,302807320000.0
2218.0,320691570000.0,227145650.0,291494900000.0
2219.0,315425100000.0,222360180.0,278288500000.0
2220.0,309897360000.0,218688180.0,268030800000.0
2221.0,304554380000.0,212673010.0,255531650000.0
2222.0,299078100000.0,210336100.0,244238040000.0
2223.0,294357530000.0,208953490.0,232861760000.0
2224.0,291658830000.0,207157470.0,223327750000.0
2225.0,288020730000.0,207607150.0,213356270000.0
2226.0,282679770000.0,206141710.0,203193480000.0
2227.0,278465580000.0,205484400.0,191758070000.0
2228.0,274830770000.0,203985470.0,181832070000.0
2229.0,271048820000.0,204033760.0,171977300000.0
2230.0,267370100000.0,202398290.0,162295370000.0
2231.0,263738690000.0,201414880.0,151485580000.0
2232.0,260821880000.0,202243710.0,143270050000.0
2233.0,258239860000.0,202547490.0,134836860000.0
2234.0,255144900000.0,201972500.0,126763160000.0
2235.0,251777830000.0,201619920.0,117306370000.0
2236.0,247989100000.0,200893400.0,108295094000.0
2237.0,244018530000.0,200581700.0,100587600000.0
2238.0,241352880000.0,200483870.0,93214786000.0
2239.0,239716600000.0,199137200.0,87096860000.0
2240.0,236420400000.0,198827410.0,80486160000.0
2241.0,233306180000.0,199181620.0,73944930000.0
2242.0,230634010000.0,197733920.0,67461370000.0
2243.0,227473130000.0,197735300.0,60394790000.0
2244.0,224848970000.0,196003300.0,53754266000.0
2245.0,221945300000.0,195907920.0,48073527000.0
2246.0,219799800000.0,195868750.0,43828367000.0
2247.0,218118590000.0,195976580.0,39078880000.0
2248.0,215232820000.0,196071170.0,34250460000.0
2249.0,213097200000.0,193984160.0,29848347000.0
2250.0,210189420000.0,193804080.0,26210707000.0
2251.0,207724740000.0,193280480.0,23433828000.0
2252.0,204529060000.0,193539230.0,20254341000.0
2253.0,202943480000.0,193259520.0,18600620000.0
2254.0,200630030000.0,192777500.0,16879078000.0
2255.0,198020500000.0,192892240.0,15446384000.0
2256.0,195627090000.0,192116480.0,14302989000.0
2257.0,193286900000.0,192206510.0,13750050000.0
2258.0,191411770000.0,193369230.0,13170380000.0
2259.0,189055200000.0,192467020.0,12201517000.0
2260.0,187494100000.0,192111120.0,11728156000.0
2261.0,185386680000.0,192083400.0,11421182000.0
2262.0,183180210000.0,192621580.0,10766624000.0
2263.0,181166330000.0,192020560.0,10056622000.0
2264.0,178696450000.0,191580110.0,9791131000.0
2265.0,176874930000.0,191705380.0,9341688000.0
2266.0,174253110000.0,191655840.0,8976268000.0
2267.0,171785980000.0,191488980.0,8743182000.0
2268.0,169179500000.0,191073800.0,8276044300.0
2269.0,167934510000.0,191879470.0,7981134000.0
2270.0,166494800000.0,190719860.0,7647891500.0
2271.0,164753720000.0,189685650.0,7172288500.0
2272.0,163108650000.0,188219260.0,6978554400.0
2273.0,161849740000.0,188983470.0,6517646000.0
2274.0,159482630000.0,189079660.0,6344834600.0
2275.0,157107290000.0,189798200.0,6006064000.0
2276.0,154245940000.0,188842560.0,5808407000.0
2277.0,152363060000.0,187653900.0,5638017500.0
2278.0,151005220000.0,187985710.0,5612436000.0
2279.0,148583900000.0,187042940.0,5474134500.0
2280.0,147455570000.0,187830110.0,5365532700.0
2281.0,145759700000.0,187777870.0,5256809000.0
2282.0,143255470000.0,187247360.0,5161214000.0
2283.0,141157150000.0,186680880.0,5122828300.0
2284.0,139405640000.0,186957680.0,5091976000.0
2285.0,136575180000.0,187228260.0,4976343000.0
2286.0,135257820000.0,186892030.0,4953273300.0
2287.0,133738000000.0,186072290.0,4862546000.0
2288.0,131080710000.0,184380690.0,4800408000.0
2289.0,129471630000.0,183677980.0,4806390000.0
2290.0,128088015000.0,183429170.0,4763740000.0
2291.0,125975920000.0,181323340.0,4774473700.0
2292.0,125231555000.0,181619620.0,4804581000.0
2293.0,122989430000.0,181180480.0,4780986400.0
2294.0,121435080000.0,181004460.0,4793373000.0
2295.0,118922630000.0,181728560.0,4747523000.0
2296.0,117198406000.0,181602060.0,4739098600.0
2297.0,115202100000.0,180412060.0,4726518300.0
2298.0,113164435000.0,180849090.0,4692782000.0
2299.0,111579500000.0,180585170.0,4720912000.0
2300.0,109516490000.0,180032220.0,4716639700.0
