time,CAMS-CSM1-0,CESM2-WACCM,MRI-ESM2-0,MPI-ESM1-2-HR,EC-EARTH3,CESM2,INM-CM4-8,INM-CM5-0,NORESM2-MM,CANESM5,GFDL-ESM4,FGOALS-F3-L,BCC-CSM2-MR,ACCESS-CM2,IPSL-CM6A-LR,EC-EARTH3-VEG,ACCESS-ESM1-5
2027.0,14463043000000.0,14149990000000.0,14019286000000.0,14452614000000.0,14050580000000.0,14249942000000.0,14368860000000.0,14428732000000.0,14255136000000.0,14306388000000.0,14439991000000.0,14347533000000.0,14531458000000.0,14387875000000.0,14396422000000.0,14314919000000.0,14369500000000.0
2028.0,14397265000000.0,14083504000000.0,13897357000000.0,14400244000000.0,13894621000000.0,14210046000000.0,14301183000000.0,14372122000000.0,14173491000000.0,14265767000000.0,14380498000000.0,14375229000000.0,14478076000000.0,14321650000000.0,14329987000000.0,14218095000000.0,14264651000000.0
2029.0,14353617000000.0,14037650000000.0,13803719000000.0,14373212000000.0,13736273000000.0,14150451000000.0,14223499000000.0,14305880000000.0,14071566000000.0,14201514000000.0,14299695000000.0,14335239000000.0,14423751000000.0,14220325000000.0,14279997000000.0,14158753000000.0,14186880000000.0
2030.0,14257062000000.0,13957722000000.0,13722905000000.0,14275447000000.0,13582037000000.0,14082522000000.0,14132600000000.0,14276390000000.0,13990957000000.0,14123707000000.0,14239432000000.0,14275507000000.0,14353489000000.0,14142681000000.0,14224656000000.0,14087598000000.0,14115237000000.0
2031.0,14180518000000.0,13859363000000.0,13623519000000.0,14234015000000.0,13447182000000.0,14010132000000.0,14091475000000.0,14214993000000.0,13919811000000.0,14046883000000.0,14196217000000.0,14223801000000.0,14268298000000.0,14043432000000.0,14197334000000.0,14037692000000.0,14058263000000.0
2032.0,14115453000000.0,13723126000000.0,13503880000000.0,14192157000000.0,13321060000000.0,13916512000000.0,14009363000000.0,14156766000000.0,13856671000000.0,13995747000000.0,14163911000000.0,14170977000000.0,14209748000000.0,13946455000000.0,14189492000000.0,13961471000000.0,14013120000000.0
2033.0,14079763000000.0,13637944000000.0,13481637000000.0,14141617000000.0,13201348000000.0,13818250000000.0,13950350000000.0,14086690000000.0,13833751000000.0,13893455000000.0,14113960000000.0,14102712000000.0,14127933000000.0,13935091000000.0,14070449000000.0,13877196000000.0,13928319000000.0
2034.0,14015413000000.0,13587295000000.0,13409269000000.0,14072203000000.0,13075182000000.0,13707066000000.0,13894913000000.0,14021719000000.0,13790857000000.0,13809804000000.0,14029892000000.0,14091625000000.0,14120198000000.0,13894741000000.0,14009195000000.0,13793780000000.0,13860471000000.0
2035.0,13989803000000.0,13522354000000.0,13292217000000.0,14061489000000.0,12958120000000.0,13630538000000.0,13877941000000.0,13936687000000.0,13717999000000.0,13698374000000.0,13943894000000.0,14029662000000.0,14080733000000.0,13825747000000.0,13915842000000.0,13730723000000.0,13808390000000.0
2036.0,13914225000000.0,13429598000000.0,13204662000000.0,14008527000000.0,12840774000000.0,13543955000000.0,13810796000000.0,13892514000000.0,13658453000000.0,13598327000000.0,13904902000000.0,13938182000000.0,14025668000000.0,13796563000000.0,13799557000000.0,13610588000000.0,13745648000000.0
2037.0,13874756000000.0,13305369000000.0,13134804000000.0,13990164000000.0,12732968000000.0,13480048000000.0,13709726000000.0,13829423000000.0,13574942000000.0,13487103000000.0,13880859000000.0,13895914000000.0,13974957000000.0,13783452000000.0,13757439000000.0,13509432000000.0,13739580000000.0
2038.0,13818595000000.0,13248675000000.0,13018948000000.0,13958101000000.0,12566097000000.0,13386181000000.0,13634965000000.0,13779251000000.0,13490646000000.0,13378683000000.0,13837531000000.0,13851159000000.0,13929003000000.0,13754728000000.0,13709396000000.0,13452252000000.0,13694688000000.0
2039.0,13811412000000.0,13146783000000.0,12931457000000.0,13934897000000.0,12425911000000.0,13315318000000.0,13553728000000.0,13680264000000.0,13420272000000.0,13243362000000.0,13732797000000.0,13809635000000.0,13856995000000.0,13639217000000.0,13640742000000.0,13399678000000.0,13660435000000.0
2040.0,13734391000000.0,13061570000000.0,12862801000000.0,13879898000000.0,12254812000000.0,13215956000000.0,13491725000000.0,13576556000000.0,13379818000000.0,13162829000000.0,13665765000000.0,13747347000000.0,13832641000000.0,13560714000000.0,13557771000000.0,13345412000000.0,13612563000000.0
2041.0,13648662000000.0,12950591000000.0,12800573000000.0,13867983000000.0,12130502000000.0,13138780000000.0,13381285000000.0,13497255000000.0,13332854000000.0,13079464000000.0,13644777000000.0,13701242000000.0,13822710000000.0,13447138000000.0,13533712000000.0,13293275000000.0,13555820000000.0
2042.0,13628195000000.0,12867150000000.0,12745915000000.0,13813406000000.0,12030775000000.0,13033829000000.0,13331799000000.0,13407663000000.0,13294696000000.0,12926341000000.0,13592828000000.0,13648397000000.0,13819391000000.0,13362756000000.0,13461899000000.0,13234000000000.0,13517849000000.0
2043.0,13563942000000.0,12797278000000.0,12695121000000.0,13816787000000.0,11902489000000.0,12947641000000.0,13270089000000.0,13344973000000.0,13186257000000.0,12838296000000.0,13585691000000.0,13614429000000.0,13728700000000.0,13299067000000.0,13431364000000.0,13134301000000.0,13490258000000.0
2044.0,13497572000000.0,12757866000000.0,12660580000000.0,13812461000000.0,11748521000000.0,12833438000000.0,13197813000000.0,13272572000000.0,13069463000000.0,12756126000000.0,13543684000000.0,13573699000000.0,13682080000000.0,13198092000000.0,13349847000000.0,13054449000000.0,13384656000000.0
2045.0,13438913000000.0,12680256000000.0,12585475000000.0,13789739000000.0,11629609000000.0,12754582000000.0,13112724000000.0,13175936000000.0,13003124000000.0,12633013000000.0,13474274000000.0,13497238000000.0,13653952000000.0,13102135000000.0,13306347000000.0,12975244000000.0,13317378000000.0
2046.0,13399391000000.0,12587357000000.0,12486296000000.0,13769701000000.0,11458872000000.0,12636508000000.0,12994370000000.0,13092847000000.0,12905519000000.0,12513115000000.0,13381716000000.0,13473687000000.0,13632665000000.0,12992797000000.0,13287647000000.0,12911174000000.0,13261579000000.0
2047.0,13336236000000.0,12507311000000.0,12377980000000.0,13701294000000.0,11311883000000.0,12538979000000.0,12950648000000.0,13021351000000.0,12822961000000.0,12424936000000.0,13345461000000.0,13433911000000.0,13599461000000.0,12919579000000.0,13228629000000.0,12845182000000.0,13181521000000.0
2048.0,13263013000000.0,12411307000000.0,12329161000000.0,13658688000000.0,11117154000000.0,12440013000000.0,12869966000000.0,12940167000000.0,12771799000000.0,12354990000000.0,13268764000000.0,13373260000000.0,13537391000000.0,12780846000000.0,13134038000000.0,12785729000000.0,13094598000000.0
2049.0,13211633000000.0,12298976000000.0,12279882000000.0,13649063000000.0,10976321000000.0,12343017000000.0,12779215000000.0,12882225000000.0,12677008000000.0,12257848000000.0,13205924000000.0,13302933000000.0,13470761000000.0,12705256000000.0,13063695000000.0,12718638000000.0,13063650000000.0
2050.0,13126440000000.0,12195277000000.0,12214107000000.0,13616773000000.0,10854151000000.0,12236929000000.0,12743289000000.0,12829932000000.0,12594569000000.0,12181124000000.0,13153568000000.0,13289582000000.0,13404318000000.0,12618827000000.0,12947190000000.0,12629927000000.0,13025587000000.0
2051.0,13061068000000.0,12110805000000.0,12152187000000.0,13532724000000.0,10726234000000.0,12109097000000.0,12655892000000.0,12757555000000.0,12506726000000.0,12120367000000.0,13093942000000.0,13215112000000.0,13391371000000.0,12490873000000.0,12872236000000.0,12538091000000.0,12958959000000.0
2052.0,13010091000000.0,12101021000000.0,12094440000000.0,13478722000000.0,10611070000000.0,11992479000000.0,12597460000000.0,12687049000000.0,12456010000000.0,12057517000000.0,13026260000000.0,13171281000000.0,13343698000000.0,12406753000000.0,12763222000000.0,12467178000000.0,12917972000000.0
2053.0,12915246000000.0,12046399000000.0,12013082000000.0,13431590000000.0,10464434000000.0,11877795000000.0,12541868000000.0,12609339000000.0,12422868000000.0,11966861000000.0,12983326000000.0,13146827000000.0,13296994000000.0,12281080000000.0,12690354000000.0,12409545000000.0,12855539000000.0
2054.0,12863172000000.0,12026638000000.0,11933146000000.0,13348097000000.0,10299657000000.0,11730669000000.0,12494619000000.0,12556634000000.0,12357417000000.0,11840034000000.0,12937093000000.0,13079350000000.0,13223398000000.0,12156567000000.0,12623177000000.0,12318563000000.0,12795056000000.0
2055.0,12788100000000.0,11969174000000.0,11850136000000.0,13356579000000.0,10200661000000.0,11647985000000.0,12436059000000.0,12507507000000.0,12296773000000.0,11749128000000.0,12913454000000.0,12971323000000.0,13160255000000.0,12047095000000.0,12548711000000.0,12205672000000.0,12740350000000.0
2056.0,12737760000000.0,11883826000000.0,11803115000000.0,13290991000000.0,10112980000000.0,11543854000000.0,12376392000000.0,12433342000000.0,12245648000000.0,11670267000000.0,12892540000000.0,12931853000000.0,13134336000000.0,11953020000000.0,12489685000000.0,12132124000000.0,12695353000000.0
2057.0,12705344000000.0,11852187000000.0,11709273000000.0,13245417000000.0,10019484000000.0,11491521000000.0,12338310000000.0,12393381000000.0,12167004000000.0,11579574000000.0,12797759000000.0,12878559000000.0,13068302000000.0,11864326000000.0,12426156000000.0,12061944000000.0,12638956000000.0
2058.0,12642013000000.0,11811417000000.0,11629330000000.0,13201595000000.0,9882778000000.0,11413331000000.0,12275284000000.0,12291404000000.0,12101930000000.0,11471481000000.0,12748324000000.0,12835493000000.0,13005847000000.0,11795016000000.0,12363009000000.0,11980323000000.0,12560231000000.0
2059.0,12552647000000.0,11737249000000.0,11554095000000.0,13185451000000.0,9773027000000.0,11286942000000.0,12193170000000.0,12224366000000.0,12014366000000.0,11386263000000.0,12704533000000.0,12799892000000.0,12957083000000.0,11699008000000.0,12289589000000.0,11870728000000.0,12467399000000.0
2060.0,12456096000000.0,11644025000000.0,11482759000000.0,13149488000000.0,9674173000000.0,11244850000000.0,12130746000000.0,12177274000000.0,11952035000000.0,11214297000000.0,12698690000000.0,12739373000000.0,12936384000000.0,11613909000000.0,12212151000000.0,11776659000000.0,12407441000000.0
2061.0,12399099000000.0,11594043000000.0,11420879000000.0,13092874000000.0,9572492000000.0,11114901000000.0,12078915000000.0,12084833000000.0,11888954000000.0,11129421000000.0,12654920000000.0,12698249000000.0,12873297000000.0,11509556000000.0,12100757000000.0,11654047000000.0,12366478000000.0
2062.0,12337469000000.0,11525668000000.0,11364416000000.0,13034497000000.0,9473521000000.0,11007115000000.0,11986064000000.0,12053681000000.0,11823324000000.0,11026975000000.0,12598707000000.0,12655599000000.0,12810900000000.0,11439908000000.0,12022245000000.0,11555667000000.0,12328063000000.0
2063.0,12303797000000.0,11433222000000.0,11287949000000.0,13012946000000.0,9342037000000.0,10877339000000.0,11939817000000.0,11972751000000.0,11744045000000.0,10937065000000.0,12573149000000.0,12619668000000.0,12757701000000.0,11364712000000.0,11932747000000.0,11460106000000.0,12248209000000.0
2064.0,12268763000000.0,11376879000000.0,11277496000000.0,12986566000000.0,9217948000000.0,10749863000000.0,11906045000000.0,11905172000000.0,11664586000000.0,10892663000000.0,12558226000000.0,12587885000000.0,12698672000000.0,11283456000000.0,11821973000000.0,11407365000000.0,12173699000000.0
2065.0,12225714000000.0,11337731000000.0,11248572000000.0,12955268000000.0,9108709000000.0,10686900000000.0,11834786000000.0,11871483000000.0,11606879000000.0,10802947000000.0,12496832000000.0,12561254000000.0,12673122000000.0,11218801000000.0,11754372000000.0,11335566000000.0,12129827000000.0
2066.0,12185647000000.0,11260139000000.0,11228009000000.0,12908354000000.0,9012926000000.0,10601414000000.0,11747160000000.0,11845653000000.0,11546726000000.0,10654523000000.0,12461124000000.0,12546741000000.0,12610703000000.0,11155518000000.0,11662668000000.0,11243923000000.0,12061012000000.0
2067.0,12148769000000.0,11196259000000.0,11182381000000.0,12874120000000.0,8901345000000.0,10517002000000.0,11639692000000.0,11778219000000.0,11515508000000.0,10598465000000.0,12418808000000.0,12536548000000.0,12561614000000.0,11103669000000.0,11551440000000.0,11185877000000.0,12026489000000.0
2068.0,12118454000000.0,11132210000000.0,11111117000000.0,12833794000000.0,8809033000000.0,10422713000000.0,11587609000000.0,11720021000000.0,11456410000000.0,10532068000000.0,12358544000000.0,12493783000000.0,12545237000000.0,11011140000000.0,11491102000000.0,11083729000000.0,11977064000000.0
2069.0,12069417000000.0,11087720000000.0,11049776000000.0,12786799000000.0,8711236000000.0,10353028000000.0,11511742000000.0,11637890000000.0,11355090000000.0,10463686000000.0,12317404000000.0,12442133000000.0,12519810000000.0,10967851000000.0,11406987000000.0,10966408000000.0,11917949000000.0
2070.0,12026213000000.0,11040783000000.0,10992999000000.0,12733807000000.0,8592319000000.0,10289657000000.0,11439781000000.0,11570056000000.0,11285233000000.0,10357171000000.0,12299941000000.0,12391974000000.0,12472264000000.0,10865929000000.0,11318850000000.0,10896940000000.0,11847491000000.0
2071.0,11990378000000.0,10976077000000.0,10939578000000.0,12688284000000.0,8460240400000.0,10245327000000.0,11396319000000.0,11502053000000.0,11240942000000.0,10250573000000.0,12267821000000.0,12359996000000.0,12405486000000.0,10790219000000.0,11226959000000.0,10799678000000.0,11807304000000.0
2072.0,11982330000000.0,10919072000000.0,10897291000000.0,12605082000000.0,8330472000000.0,10145885000000.0,11369498000000.0,11444617000000.0,11179461000000.0,10159697000000.0,12221544000000.0,12323456000000.0,12351248000000.0,10693947000000.0,11096438000000.0,10741670000000.0,11756309000000.0
2073.0,11973650000000.0,10867695000000.0,10851726000000.0,12564970000000.0,8218991400000.0,10057879000000.0,11285917000000.0,11403718000000.0,11109475000000.0,10104670000000.0,12208123000000.0,12254577000000.0,12305355000000.0,10623055000000.0,10974057000000.0,10647907000000.0,11688972000000.0
2074.0,11943245000000.0,10789723000000.0,10777418000000.0,12522575000000.0,8115936000000.0,9957160000000.0,11197117000000.0,11352430000000.0,11032878000000.0,9989453000000.0,12162208000000.0,12171346000000.0,12224688000000.0,10553101000000.0,10945939000000.0,10550248000000.0,11653351000000.0
2075.0,11877448000000.0,10724915000000.0,10722554000000.0,12470021000000.0,8013848000000.0,9878077000000.0,11142760000000.0,11316444000000.0,10952838000000.0,9868010000000.0,12128223000000.0,12142114000000.0,12247121000000.0,10495598000000.0,10866307000000.0,10471396000000.0,11587021000000.0
2076.0,11857751000000.0,10673798000000.0,10699440000000.0,12408479000000.0,7872870000000.0,9767913000000.0,11107713000000.0,11255184000000.0,10863211000000.0,9772529000000.0,12082959000000.0,12118501000000.0,12164996000000.0,10446144000000.0,10775775000000.0,10427724000000.0,11569676000000.0
2077.0,11851059000000.0,10633455000000.0,10660996000000.0,12420148000000.0,7795266600000.0,9671012000000.0,11045170000000.0,11194118000000.0,10820436000000.0,9706653000000.0,12036323000000.0,12060557000000.0,12128378000000.0,10398119000000.0,10693693000000.0,10346039000000.0,11476760000000.0
2078.0,11825081000000.0,10564795000000.0,10678441000000.0,12403959000000.0,7716409400000.0,9608949000000.0,11031929000000.0,11117557000000.0,10765871000000.0,9618888000000.0,12000221000000.0,12022198000000.0,12071189000000.0,10343457000000.0,10617602000000.0,10260324000000.0,11400245000000.0
2079.0,11786946000000.0,10493399000000.0,10619065000000.0,12352992000000.0,7615718400000.0,9565941000000.0,10959893000000.0,11048498000000.0,10724968000000.0,9544735000000.0,11980131000000.0,11984120000000.0,12005781000000.0,10229062000000.0,10557786000000.0,10177120000000.0,11301655000000.0
2080.0,11757745000000.0,10429676000000.0,10593342000000.0,12297499000000.0,7533256000000.0,9477600000000.0,10908283000000.0,10994008000000.0,10640554000000.0,9483768000000.0,11926707000000.0,11930987000000.0,11975964000000.0,10158327000000.0,10513357000000.0,10115065000000.0,11251310000000.0
2081.0,11761581000000.0,10331818000000.0,10548532000000.0,12268533000000.0,7427053000000.0,9375197000000.0,10819777000000.0,10944713000000.0,10564166000000.0,9400798000000.0,11914792000000.0,11919184000000.0,11916643000000.0,10071982000000.0,10436843000000.0,10045064000000.0,11171844000000.0
2082.0,11757217000000.0,10277529000000.0,10496545000000.0,12252577000000.0,7335378400000.0,9301575000000.0,10759661000000.0,10915807000000.0,10499465000000.0,9321299000000.0,11852846000000.0,11893787000000.0,11863289000000.0,9996336000000.0,10403003000000.0,9968846000000.0,11112571000000.0
2083.0,11749137000000.0,10225964000000.0,10423398000000.0,12197127000000.0,7256868400000.0,9221450000000.0,10707802000000.0,10848953000000.0,10444470000000.0,9258030000000.0,11790744000000.0,11862206000000.0,11795975000000.0,9929287000000.0,10302330000000.0,9900035000000.0,11049426000000.0
2084.0,11706054000000.0,10137846000000.0,10396535000000.0,12161768000000.0,7147453000000.0,9161298000000.0,10630430000000.0,10798717000000.0,10363118000000.0,9188571000000.0,11741630000000.0,11807554000000.0,11756105000000.0,9845711000000.0,10231064000000.0,9800868000000.0,11007260000000.0
2085.0,11660504000000.0,10054462000000.0,10370428000000.0,12091488000000.0,7068280400000.0,9104721000000.0,10563922000000.0,10762234000000.0,10304415000000.0,9126803000000.0,11716958000000.0,11779338000000.0,11716528000000.0,9770973000000.0,10132412000000.0,9715646000000.0,10981812000000.0
2086.0,11661694000000.0,9973283000000.0,10357389000000.0,12039147000000.0,6955195000000.0,9065462000000.0,10497024000000.0,10714497000000.0,10220660000000.0,9025235000000.0,11646601000000.0,11705611000000.0,11689985000000.0,9715983000000.0,10050776000000.0,9615792000000.0,10920479000000.0
2087.0,11643234000000.0,9881360000000.0,10308570000000.0,11992765000000.0,6872099000000.0,9013805000000.0,10451358000000.0,10649732000000.0,10147278000000.0,8957264000000.0,11617057000000.0,11662765000000.0,11623771000000.0,9630559000000.0,9998329000000.0,9553089000000.0,10871681000000.0
2088.0,11593886000000.0,9811856000000.0,10234869000000.0,11932706000000.0,6789573000000.0,8913298000000.0,10394860000000.0,10599225000000.0,10070387000000.0,8881360000000.0,11575657000000.0,11581997000000.0,11562645000000.0,9554338000000.0,9942344000000.0,9428519000000.0,10792858000000.0
2089.0,11588693000000.0,9739351000000.0,10207622000000.0,11868396000000.0,6708086700000.0,8831698000000.0,10345502000000.0,10554170000000.0,10018230000000.0,8823466000000.0,11574670000000.0,11497268000000.0,11517304000000.0,9469578000000.0,9856965000000.0,9335031000000.0,10763348000000.0
2090.0,11513533000000.0,9663312000000.0,10147942000000.0,11847913000000.0,6634629000000.0,8769248000000.0,10296836000000.0,10543049000000.0,9961552000000.0,8795394700000.0,11509946000000.0,11454293000000.0,11486920000000.0,9414285000000.0,9775522000000.0,9249358000000.0,10733156000000.0
2091.0,11441800000000.0,9615905000000.0,10123233000000.0,11806876000000.0,6554978400000.0,8705998000000.0,10254013000000.0,10468399000000.0,9896279000000.0,8734689500000.0,11480530000000.0,11440229000000.0,11453164000000.0,9346116000000.0,9737739000000.0,9193360000000.0,10703416000000.0
2092.0,11400187000000.0,9590814000000.0,10101153000000.0,11773356000000.0,6479896000000.0,8598092000000.0,10194931000000.0,10374679000000.0,9814452000000.0,8668655400000.0,11403885000000.0,11435810000000.0,11419102000000.0,9275337000000.0,9723801000000.0,9126195000000.0,10673002000000.0
2093.0,11372153000000.0,9557767000000.0,10098939000000.0,11690576000000.0,6428632000000.0,8518378000000.0,10137582000000.0,10354260000000.0,9755541000000.0,8654712500000.0,11362037000000.0,11347768000000.0,11401153000000.0,9256857000000.0,9671992000000.0,9082971000000.0,10618693000000.0
2094.0,11341230000000.0,9515067000000.0,10076677000000.0,11687434000000.0,6342353000000.0,8436382000000.0,10069311000000.0,10319877000000.0,9700517000000.0,8596556000000.0,11327365000000.0,11372314000000.0,11379544000000.0,9184307000000.0,9636033000000.0,9033433000000.0,10604844000000.0
2095.0,11297755000000.0,9451480000000.0,10067999000000.0,11644172000000.0,6283156500000.0,8342298000000.0,10040596000000.0,10287357000000.0,9628103000000.0,8539599000000.0,11289867000000.0,11362155000000.0,11355317000000.0,9106952000000.0,9580952000000.0,8948002000000.0,10582179000000.0
