time,EC-EARTH3-VEG,FGOALS-F3-L,BCC-CSM2-MR,GFDL-ESM4,NORESM2-MM,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,EC-EARTH3,CESM2,MRI-ESM2-0,CAMS-CSM1-0,CESM2-WACCM
2038.0,13528450000000.0,14020680000000.0,13974012000000.0,13805762000000.0,13751446000000.0,13749093000000.0,13594493000000.0,13774687000000.0,12923445000000.0,13405530000000.0,13388913000000.0,13853267000000.0,13931562000000.0
2039.0,13414948000000.0,13942766000000.0,13918081000000.0,13720291000000.0,13628694000000.0,13657701000000.0,13518845000000.0,13687764000000.0,12783261000000.0,13276738000000.0,13346606000000.0,13814107000000.0,13857241000000.0
2040.0,13296032000000.0,13886472000000.0,13929254000000.0,13675412000000.0,13555771000000.0,13573099000000.0,13422076000000.0,13633761000000.0,12633355000000.0,13213759000000.0,13245316000000.0,13707015000000.0,13822335000000.0
2041.0,13268056000000.0,13789003000000.0,13872507000000.0,13598982000000.0,13408950000000.0,13497677000000.0,13341806000000.0,13593179000000.0,12496301000000.0,13095558000000.0,13210991000000.0,13638828000000.0,13747825000000.0
2042.0,13175790000000.0,13742257000000.0,13758501000000.0,13558826000000.0,13330467000000.0,13409086000000.0,13217324000000.0,13529074000000.0,12403093000000.0,13045790000000.0,13164981000000.0,13609330000000.0,13625231000000.0
2043.0,13093945000000.0,13689779000000.0,13703140000000.0,13527854000000.0,13239956000000.0,13338009000000.0,13087332000000.0,13468185000000.0,12223744000000.0,12981053000000.0,13076273000000.0,13532881000000.0,13515156000000.0
2044.0,13020085000000.0,13610202000000.0,13593670000000.0,13480448000000.0,13168819000000.0,13264843000000.0,13005153000000.0,13405372000000.0,12090141000000.0,12909885000000.0,12950142000000.0,13486172000000.0,13460378000000.0
2045.0,12897644000000.0,13528867000000.0,13542171000000.0,13457373000000.0,13134660000000.0,13215015000000.0,12935758000000.0,13340816000000.0,11992153000000.0,12816197000000.0,12888618000000.0,13424388000000.0,13414267000000.0
2046.0,12770137000000.0,13509874000000.0,13469396000000.0,13370927000000.0,13030907000000.0,13167097000000.0,12873879000000.0,13281702000000.0,11872787000000.0,12674600000000.0,12815121000000.0,13357863000000.0,13320784000000.0
2047.0,12617330000000.0,13445223000000.0,13409175000000.0,13309188000000.0,12942904000000.0,13092966000000.0,12788458000000.0,13241602000000.0,11737697000000.0,12563006000000.0,12741890000000.0,13270114000000.0,13224525000000.0
2048.0,12495814000000.0,13439333000000.0,13341247000000.0,13224102000000.0,12863765000000.0,13028801000000.0,12711083000000.0,13174457000000.0,11607922000000.0,12472980000000.0,12605019000000.0,13182120000000.0,13151768000000.0
2049.0,12378927000000.0,13359718000000.0,13221552000000.0,13197950000000.0,12771381000000.0,12952194000000.0,12614050000000.0,13108219000000.0,11480802000000.0,12369759000000.0,12481977000000.0,13112088000000.0,13087306000000.0
2050.0,12231911000000.0,13253877000000.0,13100996000000.0,13129291000000.0,12676092000000.0,12881975000000.0,12527242000000.0,13037109000000.0,11300057000000.0,12289732000000.0,12428929000000.0,13071294000000.0,12956779000000.0
2051.0,12102675000000.0,13198337000000.0,13001858000000.0,13098971000000.0,12617371000000.0,12833474000000.0,12468308000000.0,12960017000000.0,11174427000000.0,12159037000000.0,12355407000000.0,13027071000000.0,12833477000000.0
2052.0,11983004000000.0,13120017000000.0,12967292000000.0,13050781000000.0,12500551000000.0,12737311000000.0,12371870000000.0,12869004000000.0,11021893000000.0,12050987000000.0,12275529000000.0,12932560000000.0,12762201000000.0
2053.0,11849417000000.0,13028323000000.0,12859290000000.0,12983875000000.0,12391010000000.0,12640583000000.0,12284056000000.0,12781611000000.0,10852411000000.0,11965169000000.0,12183806000000.0,12913186000000.0,12678441000000.0
2054.0,11649475000000.0,12980436000000.0,12783361000000.0,12901870000000.0,12284372000000.0,12523812000000.0,12193964000000.0,12694624000000.0,10686182000000.0,11851889000000.0,12061889000000.0,12842788000000.0,12599950000000.0
2055.0,11472346000000.0,12883727000000.0,12668878000000.0,12832531000000.0,12193099000000.0,12450579000000.0,12136991000000.0,12647605000000.0,10488136000000.0,11739343000000.0,11881186000000.0,12797099000000.0,12520427000000.0
2056.0,11329598000000.0,12800071000000.0,12614393000000.0,12797503000000.0,12142915000000.0,12360078000000.0,12062022000000.0,12558044000000.0,10319182000000.0,11668742000000.0,11728855000000.0,12737787000000.0,12415371000000.0
2057.0,11177294000000.0,12750218000000.0,12553136000000.0,12768737000000.0,12101694000000.0,12259946000000.0,11984646000000.0,12477327000000.0,10112050000000.0,11598597000000.0,11609423000000.0,12663719000000.0,12325340000000.0
2058.0,11014565000000.0,12657967000000.0,12432428000000.0,12673992000000.0,12005083000000.0,12153038000000.0,11932298000000.0,12383952000000.0,9920254000000.0,11496228000000.0,11551566000000.0,12584896000000.0,12184329000000.0
2059.0,10858656000000.0,12561100000000.0,12352572000000.0,12572659000000.0,11920431000000.0,12045707000000.0,11828601000000.0,12313399000000.0,9722628000000.0,11395602000000.0,11460279000000.0,12534869000000.0,12135087000000.0
2060.0,10721456000000.0,12467122000000.0,12250598000000.0,12468344000000.0,11846707000000.0,11959242000000.0,11742131000000.0,12217277000000.0,9518272000000.0,11249712000000.0,11418895000000.0,12470633000000.0,12056742000000.0
2061.0,10576337000000.0,12379663000000.0,12168134000000.0,12386463000000.0,11789695000000.0,11887806000000.0,11686251000000.0,12147824000000.0,9367407000000.0,11139138000000.0,11327887000000.0,12422008000000.0,11955945000000.0
2062.0,10433140000000.0,12234985000000.0,12041975000000.0,12336165000000.0,11697810000000.0,11774347000000.0,11612509000000.0,12083500000000.0,9168521000000.0,11056243000000.0,11229153000000.0,12364182000000.0,11852755000000.0
2063.0,10275873000000.0,12083812000000.0,11928770000000.0,12224388000000.0,11586935000000.0,11719636000000.0,11541383000000.0,11993491000000.0,8970191000000.0,10908006000000.0,11102737000000.0,12282932000000.0,11749698000000.0
2064.0,10105064000000.0,11996449000000.0,11842559000000.0,12156971000000.0,11492043000000.0,11651865000000.0,11474470000000.0,11922024000000.0,8825818000000.0,10786339000000.0,10979329000000.0,12212823000000.0,11686382000000.0
2065.0,9945893000000.0,11882584000000.0,11719076000000.0,12014857000000.0,11403518000000.0,11564418000000.0,11378771000000.0,11824643000000.0,8696702700000.0,10656535000000.0,10902191000000.0,12179448000000.0,11590739000000.0
2066.0,9765585000000.0,11804357000000.0,11613160000000.0,11926758000000.0,11278973000000.0,11479925000000.0,11271872000000.0,11757516000000.0,8516995600000.0,10571342000000.0,10796757000000.0,12133098000000.0,11503684000000.0
2067.0,9584856000000.0,11742760000000.0,11495440000000.0,11786625000000.0,11148994000000.0,11398164000000.0,11187545000000.0,11696090000000.0,8327733000000.0,10423310000000.0,10716272000000.0,12075329000000.0,11364326000000.0
2068.0,9406717000000.0,11626470000000.0,11418933000000.0,11690526000000.0,11049753000000.0,11303890000000.0,11143708000000.0,11637107000000.0,8194374500000.0,10285690000000.0,10534355000000.0,11988949000000.0,11219068000000.0
2069.0,9189287000000.0,11513211000000.0,11322575000000.0,11597355000000.0,10946449000000.0,11223679000000.0,11115255000000.0,11556646000000.0,8026467000000.0,10188859000000.0,10428410000000.0,11937347000000.0,11123954000000.0
2070.0,8982951000000.0,11429404000000.0,11253801000000.0,11515165000000.0,10794339000000.0,11133049000000.0,11063473000000.0,11473404000000.0,7841712700000.0,10026698000000.0,10321653000000.0,11887970000000.0,10989403000000.0
2071.0,8817408000000.0,11349373000000.0,11127280000000.0,11478788000000.0,10705072000000.0,11036865000000.0,10995104000000.0,11385542000000.0,7677109300000.0,9873515000000.0,10194410000000.0,11838193000000.0,10865254000000.0
2072.0,8616927000000.0,11268164000000.0,11063638000000.0,11399177000000.0,10578550000000.0,10956732000000.0,10929178000000.0,11329064000000.0,7521401000000.0,9739315000000.0,10041183000000.0,11795998000000.0,10755812000000.0
2073.0,8442859000000.0,11236383000000.0,10927270000000.0,11378873000000.0,10462217000000.0,10860134000000.0,10826936000000.0,11247229000000.0,7361258000000.0,9612629000000.0,9947952000000.0,11760496000000.0,10634699000000.0
2074.0,8255281600000.0,11146325000000.0,10806925000000.0,11277979000000.0,10374058000000.0,10775622000000.0,10716079000000.0,11186472000000.0,7187850600000.0,9456830000000.0,9829814000000.0,11704568000000.0,10517191000000.0
2075.0,8108539600000.0,11065544000000.0,10699197000000.0,11202316000000.0,10259425000000.0,10687435000000.0,10663796000000.0,11092918000000.0,7025944700000.0,9378648000000.0,9723830000000.0,11617318000000.0,10392131000000.0
2076.0,7933933000000.0,10972121000000.0,10594090000000.0,11204329000000.0,10141237000000.0,10576485000000.0,10593025000000.0,11015295000000.0,6859182000000.0,9238292000000.0,9563599000000.0,11565778000000.0,10208870000000.0
2077.0,7761817000000.0,10894230000000.0,10475354000000.0,11102315000000.0,10046193000000.0,10485858000000.0,10507700000000.0,10940416000000.0,6694902000000.0,9108962000000.0,9425031000000.0,11488786000000.0,10089629000000.0
2078.0,7571555000000.0,10790841000000.0,10361548000000.0,11052560000000.0,9928799000000.0,10374100000000.0,10431447000000.0,10858742000000.0,6530851000000.0,9002139000000.0,9262880000000.0,11424272000000.0,9948262000000.0
2079.0,7419754000000.0,10686564000000.0,10258886000000.0,10976173000000.0,9799426000000.0,10282274000000.0,10361729000000.0,10761629000000.0,6303901000000.0,8862634000000.0,9127549000000.0,11425315000000.0,9818447000000.0
2080.0,7254160000000.0,10565018000000.0,10151076000000.0,10890503000000.0,9699481000000.0,10174817000000.0,10290164000000.0,10666535000000.0,6111171700000.0,8707082600000.0,9024441000000.0,11363763000000.0,9696129000000.0
2081.0,7019800000000.0,10484129000000.0,10070984000000.0,10769057000000.0,9584637000000.0,10056872000000.0,10204253000000.0,10566683000000.0,5925251300000.0,8608418000000.0,8904414000000.0,11316047000000.0,9544516000000.0
2082.0,6814137000000.0,10418893000000.0,10009701000000.0,10666302000000.0,9476190000000.0,9980613000000.0,10124629000000.0,10539494000000.0,5767074000000.0,8484444000000.0,8741580700000.0,11220209000000.0,9401859000000.0
2083.0,6585364500000.0,10349224000000.0,9900457000000.0,10581708000000.0,9324737000000.0,9916624000000.0,10042670000000.0,10470913000000.0,5624372000000.0,8342498000000.0,8594353000000.0,11168954000000.0,9264916000000.0
2084.0,6399845700000.0,10272762000000.0,9813378000000.0,10509000000000.0,9232632000000.0,9808842000000.0,9969612000000.0,10398485000000.0,5443791400000.0,8226751400000.0,8465837000000.0,11090221000000.0,9133660000000.0
2085.0,6183224000000.0,10186489000000.0,9653197000000.0,10370383000000.0,9096630000000.0,9716825000000.0,9889129000000.0,10368480000000.0,5285050600000.0,8106262000000.0,8297603000000.0,11016318000000.0,8993010000000.0
2086.0,6000204000000.0,10081375000000.0,9574624000000.0,10338010000000.0,8984984000000.0,9638927000000.0,9795573000000.0,10306831000000.0,5102074000000.0,8006306600000.0,8154242400000.0,10959637000000.0,8817259000000.0
2087.0,5823595000000.0,10014075000000.0,9469203000000.0,10235504000000.0,8818118000000.0,9555612000000.0,9681568000000.0,10240413000000.0,4939674300000.0,7886819000000.0,7990756000000.0,10896784000000.0,8652429000000.0
2088.0,5625210700000.0,9918674000000.0,9345536000000.0,10143561000000.0,8690291000000.0,9425780000000.0,9655398000000.0,10180236000000.0,4779657000000.0,7747895000000.0,7835407600000.0,10824343000000.0,8514538000000.0
2089.0,5434547000000.0,9810614000000.0,9249154000000.0,10073453000000.0,8597796000000.0,9363101000000.0,9573163000000.0,10073548000000.0,4613313400000.0,7596310300000.0,7694595400000.0,10770411000000.0,8395200400000.0
2090.0,5251194000000.0,9694483000000.0,9131027000000.0,9952601000000.0,8474667000000.0,9254558000000.0,9514312000000.0,9998918000000.0,4428162700000.0,7467409300000.0,7558151000000.0,10737433000000.0,8240420000000.0
2091.0,5071195600000.0,9640887000000.0,9064861000000.0,9853949000000.0,8368784700000.0,9179807000000.0,9450428000000.0,9942066000000.0,4256287400000.0,7311682000000.0,7414656000000.0,10657560000000.0,8107318600000.0
2092.0,4888090600000.0,9539388000000.0,8933835000000.0,9792046000000.0,8239760000000.0,9083292000000.0,9351218000000.0,9860726000000.0,4135403700000.0,7187166400000.0,7307123500000.0,10603508000000.0,7982829500000.0
2093.0,4745050000000.0,9413972000000.0,8855204000000.0,9670595000000.0,8132676300000.0,8995537000000.0,9275066000000.0,9797603000000.0,3973131800000.0,7031596000000.0,7132108300000.0,10544525000000.0,7885112700000.0
2094.0,4571259700000.0,9333536000000.0,8710353600000.0,9601955000000.0,8036408000000.0,8873066000000.0,9186028000000.0,9736776000000.0,3808326800000.0,6919673000000.0,6999618000000.0,10476543000000.0,7745058000000.0
2095.0,4393305000000.0,9252819000000.0,8529222000000.0,9480673000000.0,7917205000000.0,8787575000000.0,9106692000000.0,9687317000000.0,3660265600000.0,6800715000000.0,6881340300000.0,10404737000000.0,7643186300000.0
2096.0,4216418200000.0,9110528000000.0,8428128000000.0,9400125000000.0,7801119700000.0,8701074700000.0,9052219000000.0,9596834000000.0,3530921600000.0,6672407300000.0,6741254700000.0,10321096000000.0,7534089300000.0
2097.0,4034564000000.0,9050288000000.0,8348865400000.0,9288824000000.0,7695743000000.0,8628038000000.0,8977239000000.0,9529274000000.0,3395153600000.0,6542867300000.0,6619243000000.0,10256029000000.0,7409189000000.0
2098.0,3844659000000.0,8917744000000.0,8165776700000.0,9185561000000.0,7569375500000.0,8604729500000.0,8888745000000.0,9442166000000.0,3281896000000.0,6419129000000.0,6469224000000.0,10198995000000.0,7292481700000.0
2099.0,3670864000000.0,8804648000000.0,8079293000000.0,9076721000000.0,7452184000000.0,8498076700000.0,8825658000000.0,9359778000000.0,3145084200000.0,6309009700000.0,6322733400000.0,10107427000000.0,7173992000000.0
2100.0,3501730000000.0,8711688000000.0,7928574600000.0,8962719000000.0,7354790700000.0,8411677700000.0,8787285500000.0,9322099000000.0,3014466000000.0,6203506700000.0,6224308000000.0,10014428000000.0,7098861600000.0
