time,EC-EARTH3-VEG,GFDL-ESM4,CAMS-CSM1-0,MRI-ESM2-0
2048.0,32014414000.0,32868473000.0,32729563000.0,32451344000.0
2049.0,31903916000.0,32841460000.0,32680000000.0,32366760000.0
2050.0,31753760000.0,32783995000.0,32634933000.0,32278305000.0
2051.0,31596702000.0,32756486000.0,32605716000.0,32101755000.0
2052.0,31369058000.0,32686983000.0,32552516000.0,32028875000.0
2053.0,31150098000.0,32647606000.0,32408203000.0,31956396000.0
2054.0,30962997000.0,32573305000.0,32347990000.0,31855028000.0
2055.0,30720688000.0,32548514000.0,32281135000.0,31766080000.0
2056.0,30493628000.0,32496196000.0,32266981000.0,31635323000.0
2057.0,30197758000.0,32525724000.0,32192016000.0,31544855000.0
2058.0,29925400000.0,32425923000.0,32066367000.0,31400980000.0
2059.0,29687417000.0,32365486000.0,31957363000.0,31244102000.0
2060.0,29459139000.0,32387434000.0,31828834000.0,31083864000.0
2061.0,29170997000.0,32309880000.0,31757871000.0,30910327000.0
2062.0,28880876000.0,32268986000.0,31685499000.0,30701105000.0
2063.0,28583924000.0,32207137000.0,31602268000.0,30484752000.0
2064.0,28324440000.0,32164067000.0,31499516000.0,30241550000.0
2065.0,28068729000.0,32124178000.0,31388609000.0,30094803000.0
2066.0,27795087000.0,32067566000.0,31244597000.0,29860647000.0
2067.0,27561249000.0,32024408000.0,31165520000.0,29813082000.0
2068.0,27296334000.0,31970840000.0,31057097000.0,29612240000.0
2069.0,27060820000.0,31883960000.0,31004557000.0,29435105000.0
2070.0,26819643000.0,31897740000.0,30936375000.0,29214036000.0
2071.0,26525194000.0,31787430000.0,30835198000.0,29026404000.0
2072.0,26128642000.0,31708780000.0,30736536000.0,28864664000.0
2073.0,25839251000.0,31609065000.0,30659138000.0,28645452000.0
2074.0,25588654000.0,31563125000.0,30564180000.0,28461650000.0
2075.0,25342685000.0,31495133000.0,30464707000.0,28257235000.0
2076.0,25062056000.0,31482448000.0,30363080000.0,28007315000.0
2077.0,24775297000.0,31400104000.0,30273753000.0,27828308000.0
2078.0,24480514000.0,31351288000.0,30224542000.0,27608306000.0
2079.0,24218647000.0,31445221000.0,30119623000.0,27328565000.0
2080.0,23995089000.0,31280155000.0,30345243000.0,27114756000.0
2081.0,23836220000.0,31224040000.0,30077714000.0,26951713000.0
2082.0,23607402000.0,31159415000.0,30019699000.0,26770127000.0
2083.0,23293720000.0,31119139000.0,29884137000.0,26577750000.0
2084.0,23035673000.0,31063063000.0,29788877000.0,26422395000.0
2085.0,22741717000.0,31056603000.0,29717486000.0,26681997000.0
2086.0,22505028000.0,30952495000.0,29616835000.0,26166310000.0
2087.0,22171496000.0,30932806000.0,29548577000.0,26059006000.0
2088.0,21897656000.0,31007797000.0,29524531000.0,25904509000.0
2089.0,21623910000.0,30816856000.0,29311800000.0,25866530000.0
2090.0,21327938000.0,30811677000.0,29269020000.0,25629403000.0
2091.0,21022296000.0,30742286000.0,29166250000.0,25561666000.0
2092.0,20659490000.0,30673252000.0,29348290000.0,25443295000.0
2093.0,20375022000.0,30621747000.0,29102563000.0,25300955000.0
2094.0,20089459000.0,30580700000.0,29063080000.0,25180344000.0
2095.0,19836912000.0,30526777000.0,28941652000.0,24986474000.0
2096.0,19606122000.0,30469577000.0,28884414000.0,25013434000.0
2097.0,19291195000.0,30426872000.0,28759892000.0,24871287000.0
2098.0,18951332000.0,30403215000.0,28693068000.0,24592558000.0
2099.0,18690392000.0,30293178000.0,28640890000.0,24440236000.0
2100.0,18349430000.0,30230634000.0,28660165000.0,24189592000.0
