time,GFDL-ESM4,EC-Earth3-Veg,MRI-ESM2-0,CAMS-CSM1-0
2000.0,19678393000000.0,19678393000000.0,19678393000000.0,19678393000000.0
2001.0,19717346000000.0,19717346000000.0,19717346000000.0,19717346000000.0
2002.0,19695193000000.0,19695193000000.0,19695193000000.0,19695193000000.0
2003.0,19648536000000.0,19648536000000.0,19648536000000.0,19648536000000.0
2004.0,19586007000000.0,19586007000000.0,19586007000000.0,19586007000000.0
2005.0,19500292000000.0,19500292000000.0,19500292000000.0,19500292000000.0
2006.0,19422687000000.0,19422687000000.0,19422687000000.0,19422687000000.0
2007.0,19375195000000.0,19375195000000.0,19375195000000.0,19375195000000.0
2008.0,19291360000000.0,19291360000000.0,19291360000000.0,19291360000000.0
2009.0,19311054000000.0,19311054000000.0,19311054000000.0,19311054000000.0
2010.0,19226643000000.0,19226643000000.0,19226643000000.0,19226643000000.0
2011.0,19144064000000.0,19144064000000.0,19144064000000.0,19144064000000.0
2012.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0
2013.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0
2014.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0
2015.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0
2016.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0
2017.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0
2018.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0
2019.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0
2020.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0
2021.0,18064470000000.0,18041377000000.0,18110302000000.0,17997690000000.0
2022.0,17881560000000.0,17841743000000.0,17980763000000.0,17842492000000.0
2023.0,17726700000000.0,17710480000000.0,17856410000000.0,17660402000000.0
2024.0,17601470000000.0,17558423000000.0,17735138000000.0,17474689000000.0
2025.0,17474037000000.0,17371394000000.0,17631501000000.0,17404066000000.0
2026.0,17332000000000.0,17192043000000.0,17557626000000.0,17233667000000.0
2027.0,17239849000000.0,17034152000000.0,17473274000000.0,17069624000000.0
2028.0,17210522000000.0,16865549000000.0,17347426000000.0,16898721000000.0
2029.0,17103375000000.0,16716791000000.0,17192108000000.0,16785859000000.0
2030.0,16942225000000.0,16565838000000.0,17024225000000.0,16629608000000.0
2031.0,16897968000000.0,16383846000000.0,16888239000000.0,16495863000000.0
2032.0,16744758000000.0,16197016000000.0,16710255000000.0,16362590000000.0
2033.0,16614579000000.0,15992366000000.0,16549654000000.0,16241809000000.0
2034.0,16551799000000.0,15710124000000.0,16431622000000.0,16224313000000.0
2035.0,16453283000000.0,15540459000000.0,16331073000000.0,16144007000000.0
2036.0,16303555000000.0,15454813000000.0,16145296000000.0,16040878000000.0
2037.0,16118057000000.0,15286394000000.0,15992785000000.0,16019883000000.0
2038.0,15931074000000.0,15150382000000.0,15833292000000.0,15915159000000.0
2039.0,15872018000000.0,14978437000000.0,15664633000000.0,15737323000000.0
2040.0,15838302000000.0,14843867000000.0,15548955000000.0,15618632000000.0
2041.0,15701869000000.0,14726051000000.0,15447003000000.0,15603069000000.0
2042.0,15577619000000.0,14569755000000.0,15277072000000.0,15448246000000.0
2043.0,15444866000000.0,14468305000000.0,15118879000000.0,15363462000000.0
2044.0,15286340000000.0,14347618000000.0,15072151000000.0,15288882000000.0
2045.0,15221426000000.0,14208016000000.0,14958471000000.0,15165276000000.0
2046.0,15131852000000.0,13915340000000.0,14859367000000.0,15060884000000.0
2047.0,14986844000000.0,13806668000000.0,14771621000000.0,14979682000000.0
