time,NORESM1-M,GFDL-CM3,CCSM4,CESM1-CAM5,CSIRO-MK3-6-0,MPI-ESM-LR,GFDL-ESM2G,GISS-E2-R,CNRM-CM5,IPSL-CM5A-LR,CANESM2
2000.0,3128847600.0,3128847600.0,3128847600.0,3128847600.0,3128847600.0,3128847600.0,3128847600.0,3128847600.0,3128847600.0,3128847600.0,3128847600.0
2001.0,3197783800.0,3197783800.0,3197783800.0,3197783800.0,3197783800.0,3197783800.0,3197783800.0,3197783800.0,3197783800.0,3197783800.0,3197783800.0
2002.0,3108803600.0,3108803600.0,3108803600.0,3108803600.0,3108803600.0,3108803600.0,3108803600.0,3108803600.0,3108803600.0,3108803600.0,3108803600.0
2003.0,3049828600.0,3049828600.0,3049828600.0,3049828600.0,3049828600.0,3049828600.0,3049828600.0,3049828600.0,3049828600.0,3049828600.0,3049828600.0
2004.0,3062468900.0,3062468900.0,3062468900.0,3062468900.0,3062468900.0,3062468900.0,3062468900.0,3062468900.0,3062468900.0,3062468900.0,3062468900.0
2005.0,3028912000.0,3028912000.0,3028912000.0,3028912000.0,3028912000.0,3028912000.0,3028912000.0,3028912000.0,3028912000.0,3028912000.0,3028912000.0
2006.0,3073374000.0,3073374000.0,3073374000.0,3073374000.0,3073374000.0,3073374000.0,3073374000.0,3073374000.0,3073374000.0,3073374000.0,3073374000.0
2007.0,3008371500.0,3008371500.0,3008371500.0,3008371500.0,3008371500.0,3008371500.0,3008371500.0,3008371500.0,3008371500.0,3008371500.0,3008371500.0
2008.0,3128812500.0,3128812500.0,3128812500.0,3128812500.0,3128812500.0,3128812500.0,3128812500.0,3128812500.0,3128812500.0,3128812500.0,3128812500.0
2009.0,3046552600.0,3046552600.0,3046552600.0,3046552600.0,3046552600.0,3046552600.0,3046552600.0,3046552600.0,3046552600.0,3046552600.0,3046552600.0
2010.0,2993984800.0,2993984800.0,2993984800.0,2993984800.0,2993984800.0,2993984800.0,2993984800.0,2993984800.0,2993984800.0,2993984800.0,2993984800.0
2011.0,2990708200.0,2990708200.0,2990708200.0,2990708200.0,2990708200.0,2990708200.0,2990708200.0,2990708200.0,2990708200.0,2990708200.0,2990708200.0
2012.0,3023347000.0,3023347000.0,3023347000.0,3023347000.0,3023347000.0,3023347000.0,3023347000.0,3023347000.0,3023347000.0,3023347000.0,3023347000.0
2013.0,3075451000.0,3075451000.0,3075451000.0,3075451000.0,3075451000.0,3075451000.0,3075451000.0,3075451000.0,3075451000.0,3075451000.0,3075451000.0
2014.0,2984463400.0,2984463400.0,2984463400.0,2984463400.0,2984463400.0,2984463400.0,2984463400.0,2984463400.0,2984463400.0,2984463400.0,2984463400.0
2015.0,2963041500.0,2963041500.0,2963041500.0,2963041500.0,2963041500.0,2963041500.0,2963041500.0,2963041500.0,2963041500.0,2963041500.0,2963041500.0
2016.0,3265781800.0,3265781800.0,3265781800.0,3265781800.0,3265781800.0,3265781800.0,3265781800.0,3265781800.0,3265781800.0,3265781800.0,3265781800.0
2017.0,2997635300.0,2997635300.0,2997635300.0,2997635300.0,2997635300.0,2997635300.0,2997635300.0,2997635300.0,2997635300.0,2997635300.0,2997635300.0
2018.0,3066436400.0,3066436400.0,3066436400.0,3066436400.0,3066436400.0,3066436400.0,3066436400.0,3066436400.0,3066436400.0,3066436400.0,3066436400.0
2019.0,2942238700.0,2942238700.0,2942238700.0,2942238700.0,2942238700.0,2942238700.0,2942238700.0,2942238700.0,2942238700.0,2942238700.0,2942238700.0
2020.0,2969406000.0,2969406000.0,2969406000.0,2969406000.0,2969406000.0,2969406000.0,2969406000.0,2969406000.0,2969406000.0,2969406000.0,2969406000.0
2021.0,2932774400.0,2921796400.0,2941442600.0,2903774500.0,2922181000.0,2910524000.0,3019763500.0,2925231900.0,2945220400.0,3017323000.0,2929285600.0
2022.0,2933743600.0,2889978000.0,2906827300.0,2941358800.0,2942189600.0,2896393000.0,2955681300.0,3025711900.0,2911951400.0,2963622400.0,2945111300.0
2023.0,3011743200.0,2863745800.0,2882206000.0,2907045000.0,2902966000.0,2873210000.0,2943775000.0,2915706400.0,2905160400.0,2897346600.0,3034152400.0
2024.0,2922056200.0,2845971000.0,2868047400.0,2894615600.0,2909995000.0,2910284800.0,3003884500.0,2931955700.0,2901811700.0,2880360000.0,2940791800.0
2025.0,2917268000.0,2815456300.0,2895334400.0,2855829000.0,2915336700.0,2901599200.0,2986808600.0,2895855600.0,3017329400.0,2972808000.0,2890850000.0
2026.0,2891921400.0,2791498200.0,2852686600.0,2834830800.0,2860226000.0,2823084500.0,3003259000.0,2885577200.0,2910683100.0,2918742300.0,2885700000.0
2027.0,2863643100.0,2761886500.0,2815440100.0,2821902300.0,2844871000.0,2806049500.0,3128065800.0,3024043300.0,3014179000.0,3155751000.0,2857184500.0
2028.0,2865347000.0,2728006400.0,2809882000.0,2806515500.0,2859099400.0,2786434600.0,2953373400.0,2907671600.0,3282008300.0,2889352700.0,2830486000.0
2029.0,2824159000.0,2698678800.0,2789279500.0,2802254000.0,2851591700.0,2750171100.0,2934586600.0,2886568700.0,2998514700.0,2839174100.0,2804943600.0
2030.0,2808968200.0,2670471700.0,2769370600.0,2777371000.0,2847692300.0,2722444500.0,2908576300.0,2848102100.0,2912002300.0,2815535600.0,2783783700.0
2031.0,2805919000.0,2642178600.0,2738812000.0,2760283400.0,2850884000.0,2725317600.0,2881582800.0,2818212900.0,2961685500.0,2828010200.0,2769030000.0
2032.0,2804205600.0,2593286100.0,2700996000.0,2735935500.0,3069969000.0,2705422000.0,2859196400.0,2902327800.0,3166696400.0,2862641700.0,2768648200.0
2033.0,2775743500.0,2542807300.0,2715206700.0,2696006700.0,2837656300.0,2677532400.0,2827511300.0,2861122000.0,3077675500.0,2838193700.0,2829738800.0
2034.0,2800993800.0,2502388700.0,2687927800.0,2641161500.0,2797875700.0,2641492000.0,2810099500.0,2796743200.0,3054598000.0,2924217300.0,2733286100.0
2035.0,2767647200.0,2448814800.0,2710998500.0,2637831700.0,2860143400.0,2606986000.0,2797902000.0,2792731100.0,2980583200.0,2774543600.0,2736029400.0
2036.0,2738031400.0,2394968800.0,2717671200.0,2599195000.0,2825324000.0,2575877400.0,2776739600.0,2775533300.0,2938696400.0,2742424300.0,2725619000.0
2037.0,2713567500.0,2320305700.0,2670806000.0,2549798100.0,2805974300.0,2550364000.0,2759252500.0,2745563000.0,2875459300.0,2782176300.0,2676392200.0
2038.0,2687031600.0,2279350500.0,2684638500.0,2511504100.0,2822672100.0,2507848700.0,2766493200.0,2716191500.0,2875891500.0,2675432000.0,2655439000.0
2039.0,2690910000.0,2220636700.0,2605775400.0,2479988500.0,2809995000.0,2465547800.0,2735891700.0,2691903700.0,2848682500.0,2639591700.0,2665146600.0
2040.0,2685798100.0,2171958500.0,2565408500.0,2481940200.0,2759825000.0,2453997300.0,2692290300.0,2818563600.0,2814220500.0,2747718700.0,2615039200.0
2041.0,2980345900.0,2112817400.0,2519208200.0,2414590200.0,2768206600.0,2494695000.0,2658225000.0,2705282000.0,2821959700.0,2598049000.0,2693994000.0
2042.0,2676994600.0,2050629000.0,2487414800.0,2356107500.0,2737734000.0,2400109600.0,2630459000.0,2634089000.0,2806150100.0,2546554000.0,2573859000.0
2043.0,2655434000.0,1994750500.0,2439998500.0,2304858400.0,2747051500.0,2359688400.0,2596578800.0,2644167200.0,2956112000.0,2508541200.0,2573448400.0
2044.0,2622319900.0,1927543200.0,2400833800.0,2370073900.0,2700496400.0,2326503200.0,2588427800.0,2610573300.0,2865748700.0,2496245200.0,2531099000.0
2045.0,2591992600.0,1850797600.0,2367396000.0,2245206000.0,2689134600.0,2310060300.0,2544984300.0,2572525600.0,2836970200.0,2480088000.0,2682956800.0
2046.0,2609354800.0,1770772400.0,2387808000.0,2176013000.0,2704304000.0,2250556000.0,2517388800.0,2551043000.0,2801504300.0,2394968300.0,2527129000.0
2047.0,2554893600.0,1710171500.0,2314248000.0,2114356600.0,2679877000.0,2170765800.0,2495967500.0,2525647600.0,2957212700.0,2364780800.0,2466939400.0
2048.0,2539581200.0,1653685100.0,2357879300.0,2159704600.0,2650396200.0,2273251300.0,2495584000.0,2501848300.0,2796943400.0,2317914000.0,2438402300.0
2049.0,2514212900.0,1616439700.0,2387029200.0,2032302800.0,2662526500.0,2107193000.0,2519145200.0,2546960100.0,2807985200.0,2274106400.0,2394691600.0
2050.0,2500007000.0,1550246800.0,2291986700.0,1976706000.0,2706361000.0,2084556900.0,2645081600.0,2558466800.0,2779320600.0,2333514800.0,2424791000.0
2051.0,2468959500.0,1495712900.0,2229659000.0,1924561200.0,2595444500.0,2025902200.0,2447558400.0,2488672000.0,2856089600.0,2192227800.0,2348826400.0
2052.0,2479044000.0,1442959200.0,2181727000.0,1846764800.0,2770019300.0,1951337900.0,2395299600.0,2659154200.0,2750071600.0,2103770400.0,2356063000.0
2053.0,2418120400.0,1422502800.0,2157021400.0,1795547800.0,2580944600.0,1898839600.0,2363440400.0,2750947600.0,2698483700.0,2050752500.0,2278540800.0
2054.0,2385079600.0,1347224600.0,2231009500.0,1737472300.0,2547931400.0,1851228200.0,2344877300.0,2557764900.0,2669599500.0,2006186200.0,2227332000.0
2055.0,2508887300.0,1297672100.0,2097962100.0,1697086000.0,2538239500.0,1802408400.0,2333263400.0,2449035300.0,2636464600.0,1961067500.0,2198280400.0
2056.0,2374057200.0,1245465700.0,2052385900.0,1631648400.0,2523098000.0,1760740700.0,2264175900.0,2392676000.0,2591993900.0,1910666800.0,2141045400.0
2057.0,2305312500.0,1207135500.0,2002337000.0,1601189500.0,2488387000.0,1728616100.0,2247938300.0,2338942700.0,2564740400.0,1848716900.0,2103715800.0
2058.0,2262911500.0,1170522000.0,2157169200.0,1540846000.0,2513924400.0,1701142500.0,2290863000.0,2471811600.0,2534668800.0,1797215900.0,2337054700.0
2059.0,2220576800.0,1147387400.0,1987371400.0,1494986900.0,2565918200.0,1934364500.0,2226702800.0,2580547600.0,2508888000.0,1760637800.0,2061885600.0
2060.0,2194093000.0,1111765100.0,1966733000.0,1468200800.0,2502660000.0,1731179100.0,2153813200.0,2482577200.0,2491284500.0,1777019400.0,2011936400.0
2061.0,2163800000.0,1088602100.0,2152791600.0,1407786400.0,2455661800.0,1633945900.0,2110483100.0,2323026000.0,2471489000.0,1671804400.0,2034886700.0
2062.0,2149348000.0,1060021100.0,1907439100.0,1367563000.0,2406216400.0,1693057300.0,2065379800.0,2363417300.0,2466559000.0,1598942500.0,1954256400.0
2063.0,2101551400.0,1037399600.0,1857422500.0,1306652500.0,2392370700.0,1582943000.0,2037278500.0,2266451700.0,2417100300.0,1555232400.0,1945546800.0
2064.0,2109320400.0,1048640200.0,1914972900.0,1325648000.0,2388176100.0,1571333000.0,2043252600.0,2248765700.0,2704211000.0,1503599700.0,1871389200.0
2065.0,2163329000.0,990493200.0,2465708800.0,1254956300.0,2380530200.0,1533558800.0,2000657800.0,2204179000.0,2469121800.0,1453169300.0,2050450600.0
2066.0,2038312600.0,974364200.0,1976329300.0,1210309600.0,2707467300.0,1504981400.0,1945248300.0,2486153500.0,2697107500.0,1394859000.0,1852585500.0
2067.0,1994900700.0,946187300.0,1813154700.0,1196870500.0,3146663000.0,1483695900.0,1927320200.0,2785274000.0,2734938400.0,1341504100.0,1805487400.0
2068.0,1950652500.0,911836400.0,1781758800.0,1204794000.0,2728323300.0,1457735800.0,1891469600.0,2915383300.0,2460034600.0,1293141200.0,1770584400.0
2069.0,1902061800.0,881120400.0,1735368600.0,1141117700.0,2766609700.0,1422978000.0,2354085000.0,2287820800.0,2427083500.0,1271737200.0,2018608100.0
2070.0,1873793900.0,854213950.0,1877929200.0,1114837900.0,2453683000.0,1397428500.0,1962368900.0,2216068600.0,2373963800.0,1219779200.0,1902311400.0
2071.0,1848008800.0,826507000.0,1693168100.0,1093299800.0,2460302300.0,1424960300.0,1914859500.0,2164438000.0,2316742400.0,1183490600.0,1771444500.0
2072.0,1809150800.0,799086340.0,1675632000.0,1066641200.0,2414520600.0,1709855900.0,1852588400.0,2294573000.0,2300095500.0,1148535700.0,1705985800.0
2073.0,1782503700.0,772324030.0,1645899900.0,1030103500.0,2324287700.0,1392292000.0,1810314000.0,2173690400.0,2252851000.0,1122413600.0,1672873100.0
2074.0,1773310300.0,745644860.0,1949712300.0,1001748540.0,2282324200.0,1868628400.0,1918779400.0,2124166300.0,2299723300.0,1103756000.0,1627183200.0
2075.0,1743424900.0,727306500.0,1648307700.0,975507800.0,2286777900.0,1361476200.0,1925706400.0,2163868400.0,2329671400.0,1082282200.0,1604426800.0
2076.0,1702298800.0,699687550.0,1740781600.0,962556800.0,2212482600.0,1334799600.0,2374936300.0,2317608200.0,2342188500.0,1042301400.0,1706153900.0
2077.0,1676866700.0,674161540.0,1627908200.0,972630100.0,2197396000.0,1350771200.0,2123979000.0,2070396700.0,2197550000.0,1021938400.0,1554436200.0
2078.0,1654723500.0,654613100.0,1572571300.0,912476500.0,2181990700.0,1290314000.0,1884031000.0,2260225300.0,2382026500.0,1017087300.0,1590459100.0
2079.0,1648178200.0,642587200.0,1638191400.0,888634400.0,2166029600.0,1402747600.0,2457990100.0,2425448000.0,2215953200.0,1030949200.0,1488247000.0
2080.0,1613802400.0,623731100.0,1523001900.0,870790200.0,2204556800.0,1228662800.0,2104895900.0,2218551300.0,2206371000.0,987925060.0,1469292500.0
2081.0,1585196000.0,609228740.0,1664178800.0,851792700.0,2383638800.0,1200299500.0,1822088800.0,2116049400.0,2258594600.0,954383100.0,1437696600.0
2082.0,1593795800.0,594167700.0,1548633100.0,833837060.0,2128686600.0,1244991000.0,1838232700.0,2068078300.0,2149441000.0,933720600.0,1402582300.0
2083.0,1541272300.0,642180030.0,1563570700.0,860347970.0,2104228000.0,1206801300.0,1763445400.0,2019646500.0,2144273500.0,913514800.0,1557733200.0
2084.0,1513239000.0,569854100.0,1519850000.0,808292800.0,2132702800.0,1154304600.0,1787289000.0,2011842000.0,2100251900.0,889518800.0,1403297400.0
2085.0,1472181600.0,554711000.0,1450831600.0,790297700.0,2071099800.0,1122317000.0,1729785100.0,1963908500.0,2073697000.0,861142500.0,1356953300.0
2086.0,1438433300.0,542490100.0,1419878000.0,769772700.0,2090776600.0,1550367500.0,1781398800.0,2031455100.0,2050011600.0,846651840.0,1317128100.0
2087.0,1416750000.0,531635940.0,1400174100.0,802906700.0,2048773000.0,1182501600.0,1824716400.0,2040060700.0,2024556300.0,825099600.0,1298080300.0
2088.0,1393035800.0,516433440.0,1377247700.0,749264500.0,2029163600.0,1707791000.0,1839762600.0,2240468000.0,2094394200.0,974228300.0,1271788400.0
2089.0,1355334400.0,499297150.0,1379663700.0,1534356700.0,2094269400.0,1675551900.0,1848660100.0,1968222000.0,2000736100.0,797050000.0,1240664700.0
2090.0,1346747800.0,485621340.0,1351588000.0,1204114400.0,2016532500.0,1233153700.0,2007323300.0,1932408200.0,2211425300.0,803615400.0,1214650500.0
2091.0,1288960100.0,492843230.0,1328585200.0,890090940.0,1966221800.0,1154742400.0,1658696700.0,1907218000.0,2270118400.0,756037300.0,1191246300.0
2092.0,1282994400.0,479355840.0,1307574000.0,771004000.0,1945332000.0,1109632000.0,1809793700.0,1895766800.0,2022431000.0,737575100.0,1197715800.0
2093.0,1252471000.0,464259550.0,1283618200.0,713065660.0,1926142500.0,1111456300.0,1728469000.0,1873879300.0,2002529700.0,716343400.0,1164854500.0
2094.0,1224676000.0,453007740.0,1330585500.0,690372900.0,1912371700.0,1028527500.0,2341863000.0,1934875300.0,1955324000.0,696368060.0,1146814800.0
2095.0,1199626200.0,441243200.0,1287258500.0,670713500.0,1917627800.0,1008264060.0,1842943200.0,2145234400.0,2085970700.0,758388860.0,1119629200.0
2096.0,1188794500.0,429012740.0,1252812200.0,659885500.0,1876303200.0,993737700.0,1721023500.0,1838306400.0,2384549000.0,665999400.0,1094400600.0
2097.0,1151970400.0,419860960.0,1260803300.0,735943400.0,1864929200.0,977397200.0,1663686500.0,2011138200.0,1920188300.0,645474000.0,1100505500.0
2098.0,1166557400.0,464210850.0,1220157600.0,627852860.0,2238698000.0,1232358900.0,2510258000.0,1900126600.0,1898021500.0,632878460.0,1057217540.0
2099.0,1179578200.0,401493400.0,1202625200.0,613291900.0,1862916400.0,996887740.0,2019076500.0,1841079000.0,2055347800.0,688295700.0,1093545500.0
2100.0,1116406100.0,392408740.0,1263141400.0,605663600.0,1815232800.0,989132300.0,1713921400.0,2104061400.0,1854186900.0,642132200.0,1040069500.0
