time,FGOALS-F3-L,BCC-CSM2-MR,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CMCC-CM2-SR5,CESM2,CESM2-WACCM,CAMS-CSM1-0,NORESM2-MM,EC-EARTH3,MPI-ESM1-2-HR,INM-CM5-0,INM-CM4-8
2010.0,120761745000.0,120761745000.0,120761745000.0,120761745000.0,120761745000.0,120761745000.0,120761745000.0,120761745000.0,120761745000.0,120761745000.0,120761745000.0,120761745000.0,120761745000.0,120761745000.0
2011.0,119271850000.0,119271850000.0,119271850000.0,119271850000.0,119271850000.0,119271850000.0,119271850000.0,119271850000.0,119271850000.0,119271850000.0,119271850000.0,119271850000.0,119271850000.0,119271850000.0
2012.0,117383250000.0,117383250000.0,117383250000.0,117383250000.0,117383250000.0,117383250000.0,117383250000.0,117383250000.0,117383250000.0,117383250000.0,117383250000.0,117383250000.0,117383250000.0,117383250000.0
2013.0,115975930000.0,115975930000.0,115975930000.0,115975930000.0,115975930000.0,115975930000.0,115975930000.0,115975930000.0,115975930000.0,115975930000.0,115975930000.0,115975930000.0,115975930000.0,115975930000.0
2014.0,115214840000.0,115214840000.0,115214840000.0,115214840000.0,115214840000.0,115214840000.0,115214840000.0,115214840000.0,115214840000.0,115214840000.0,115214840000.0,115214840000.0,115214840000.0,115214840000.0
2015.0,113599275000.0,113599275000.0,113599275000.0,113599275000.0,113599275000.0,113599275000.0,113599275000.0,113599275000.0,113599275000.0,113599275000.0,113599275000.0,113599275000.0,113599275000.0,113599275000.0
2016.0,111849000000.0,111849000000.0,111849000000.0,111849000000.0,111849000000.0,111849000000.0,111849000000.0,111849000000.0,111849000000.0,111849000000.0,111849000000.0,111849000000.0,111849000000.0,111849000000.0
2017.0,109499560000.0,109499560000.0,109499560000.0,109499560000.0,109499560000.0,109499560000.0,109499560000.0,109499560000.0,109499560000.0,109499560000.0,109499560000.0,109499560000.0,109499560000.0,109499560000.0
2018.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0
2019.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0
2020.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0
2021.0,103280590000.0,104398365000.0,105279960000.0,102442290000.0,103336900000.0,104164790000.0,103153074000.0,104110055000.0,104810684000.0,103785720000.0,101580790000.0,103667520000.0,103308030000.0,104380750000.0
2022.0,101579410000.0,103158645000.0,105030200000.0,98874515000.0,101816020000.0,102215350000.0,100286340000.0,103252060000.0,103088140000.0,102666650000.0,98127730000.0,103296430000.0,102724480000.0,103916140000.0
2023.0,98997084000.0,101084190000.0,102952570000.0,96170570000.0,99981210000.0,101080010000.0,97567695000.0,102471780000.0,100533930000.0,100529280000.0,95231255000.0,101709520000.0,101863590000.0,101500070000.0
2024.0,96240540000.0,99088330000.0,102143650000.0,93397120000.0,97724020000.0,99565306000.0,94298230000.0,100634720000.0,99419790000.0,97935040000.0,90893020000.0,98935200000.0,100443400000.0,99968836000.0
2025.0,94138810000.0,97408340000.0,102121340000.0,90974010000.0,96065190000.0,98273985000.0,91793470000.0,98854780000.0,98380644000.0,95714190000.0,86949350000.0,96755840000.0,99463840000.0,96492260000.0
2026.0,92030665000.0,95857900000.0,101281890000.0,89293990000.0,93971310000.0,97729810000.0,89602966000.0,96452930000.0,96499410000.0,93439650000.0,83676650000.0,93954220000.0,97261180000.0,93884070000.0
2027.0,89806210000.0,94418320000.0,100486005000.0,87742080000.0,92866890000.0,96233234000.0,87501230000.0,94345470000.0,95532630000.0,91873305000.0,80607945000.0,92203730000.0,95177520000.0,91855766000.0
2028.0,87006780000.0,93442800000.0,98994780000.0,84789650000.0,91163220000.0,94232100000.0,86034680000.0,91665514000.0,94904280000.0,90874830000.0,77180500000.0,89843770000.0,93060040000.0,89826970000.0
2029.0,84869760000.0,91489935000.0,97710440000.0,83211125000.0,88830440000.0,93254950000.0,83518980000.0,89874610000.0,94590060000.0,88858720000.0,73951674000.0,88182300000.0,90707950000.0,88276020000.0
2030.0,81162930000.0,89081094000.0,95671620000.0,80378260000.0,85967815000.0,92810680000.0,81827170000.0,87630530000.0,95308070000.0,86954640000.0,69987780000.0,86059440000.0,87551180000.0,86111900000.0
2031.0,79001070000.0,87617850000.0,93927170000.0,78364110000.0,83021960000.0,92098790000.0,80326250000.0,85954520000.0,94011420000.0,84965760000.0,66243604000.0,85722430000.0,85169920000.0,83505390000.0
2032.0,76583620000.0,84959460000.0,93253340000.0,76055870000.0,80396540000.0,91223400000.0,78658790000.0,83248960000.0,93995110000.0,82016160000.0,62473273000.0,82002310000.0,83074785000.0,80926170000.0
2033.0,74508804000.0,82666440000.0,91197374000.0,74039420000.0,78091580000.0,89339560000.0,76240850000.0,81409440000.0,92866950000.0,79390630000.0,59342840000.0,78612550000.0,82428310000.0,78223230000.0
2034.0,72305330000.0,81533280000.0,88869780000.0,72233690000.0,74958730000.0,89049580000.0,73599820000.0,78880100000.0,93363070000.0,76636905000.0,56159592000.0,76184560000.0,80879510000.0,76137360000.0
2035.0,70156970000.0,80872070000.0,86559280000.0,69735640000.0,72884960000.0,86811460000.0,71092314000.0,77079050000.0,92278970000.0,74134176000.0,53216047000.0,74608720000.0,78285980000.0,74860904000.0
2036.0,67650250000.0,79203885000.0,85137700000.0,67427025000.0,70223420000.0,83844300000.0,68550630000.0,74957620000.0,90717840000.0,72276820000.0,50148930000.0,71690010000.0,75461570000.0,72585820000.0
2037.0,64916980000.0,77320150000.0,82894320000.0,64355234000.0,67281396000.0,81608970000.0,65671290000.0,73309390000.0,90158900000.0,70474930000.0,48090170000.0,70068980000.0,73712640000.0,70559240000.0
2038.0,63723450000.0,75243610000.0,80615604000.0,62140530000.0,65236718000.0,80462690000.0,63734740000.0,71516045000.0,87949650000.0,68236026000.0,46220110000.0,67786965000.0,71113710000.0,67536794000.0
2039.0,62266520000.0,73687340000.0,77747000000.0,60142424000.0,63533797000.0,78761760000.0,61378757000.0,69130570000.0,87543680000.0,65889927000.0,43590350000.0,65803383000.0,69473410000.0,66222730000.0
2040.0,59542376000.0,71840930000.0,75853040000.0,58377890000.0,60560884000.0,75965860000.0,59730215000.0,67260760000.0,85577660000.0,64259355000.0,41044200000.0,64267150000.0,67837440000.0,64380870000.0
2041.0,58063356000.0,70139240000.0,74574840000.0,56372380000.0,57773027000.0,73820270000.0,57417240000.0,64958300000.0,83721750000.0,61579952000.0,38637036000.0,62331940000.0,65368502000.0,62930506000.0
2042.0,55624434000.0,68672106000.0,72609540000.0,53530770000.0,55481090000.0,71961895000.0,55313437000.0,62264830000.0,81600370000.0,59622875000.0,36846756000.0,59593530000.0,63933460000.0,60936270000.0
2043.0,54404100000.0,65862840000.0,71316340000.0,51674270000.0,53056782000.0,69763260000.0,53201570000.0,60709380000.0,80514120000.0,58228230000.0,34679250000.0,57465508000.0,62229740000.0,57530704000.0
2044.0,53115840000.0,63630450000.0,69160480000.0,49474280000.0,49993355000.0,67412656000.0,50286930000.0,58131137000.0,79642350000.0,56223547000.0,32342946000.0,55668118000.0,60842030000.0,55304372000.0
2045.0,51438916000.0,61922380000.0,66284390000.0,46764980000.0,47309200000.0,65189286000.0,48013580000.0,56418700000.0,77678330000.0,54225710000.0,30974888000.0,53921698000.0,59264450000.0,52885010000.0
2046.0,49977864000.0,60404540000.0,64187430000.0,44990005000.0,45050480000.0,63007203000.0,46053930000.0,54239730000.0,75218760000.0,52075143000.0,30098082000.0,52371186000.0,57869988000.0,51390136000.0
2047.0,49390305000.0,58248080000.0,62434275000.0,43002650000.0,43350760000.0,61441970000.0,44810584000.0,52623864000.0,74289545000.0,49048970000.0,28836370000.0,50409288000.0,56203610000.0,49877980000.0
2048.0,48309277000.0,56412160000.0,61344375000.0,41206100000.0,41216030000.0,59046855000.0,42264957000.0,50688995000.0,72677425000.0,46851256000.0,27719836000.0,48240587000.0,54626476000.0,47832720000.0
2049.0,46966514000.0,55276716000.0,59756030000.0,39461212000.0,39402177000.0,56594874000.0,40231023000.0,48748122000.0,70774490000.0,44421240000.0,26432040000.0,46931902000.0,53298516000.0,46265455000.0
2050.0,45416780000.0,53518380000.0,57395245000.0,37521924000.0,37108040000.0,54363615000.0,38677590000.0,46754950000.0,69415730000.0,42662630000.0,24823680000.0,45222840000.0,51423450000.0,44970643000.0
2051.0,43762336000.0,51848462000.0,55197536000.0,35909650000.0,35927986000.0,53014495000.0,37189546000.0,44703986000.0,67799515000.0,40959420000.0,23561613000.0,43921150000.0,49629606000.0,43080962000.0
2052.0,42497462000.0,50656453000.0,53737607000.0,34578970000.0,34132350000.0,50814730000.0,35749958000.0,43168970000.0,65903854000.0,39564227000.0,22187560000.0,43129192000.0,48081590000.0,41958340000.0
2053.0,40887550000.0,48951860000.0,51892150000.0,34376806000.0,33279460000.0,48936264000.0,34470080000.0,40979570000.0,64435925000.0,37717176000.0,20804400000.0,41836552000.0,46424113000.0,40689150000.0
2054.0,39380410000.0,47257494000.0,50726570000.0,32937138000.0,31838892000.0,47200760000.0,33245395000.0,39571206000.0,62241554000.0,35933200000.0,19997383000.0,40527200000.0,45524095000.0,39465550000.0
2055.0,38233550000.0,45423400000.0,49822794000.0,31868953000.0,30411522000.0,45697530000.0,31824460000.0,37953696000.0,61025890000.0,34164621000.0,19114756000.0,39413293000.0,44592210000.0,38504157000.0
2056.0,37460570000.0,43466994000.0,48328360000.0,30803070000.0,29177928000.0,43959670000.0,30403498000.0,36265060000.0,60555956000.0,32974135000.0,17968126000.0,38100420000.0,43455332000.0,37489850000.0
2057.0,35728744000.0,42483700000.0,46795317000.0,29077393000.0,28122546000.0,41970170000.0,29246654000.0,34955125000.0,60492685000.0,31862915000.0,16965130000.0,37055180000.0,42848317000.0,36258734000.0
2058.0,34690160000.0,41480340000.0,44686130000.0,27836908000.0,27739150000.0,40679480000.0,28646943000.0,33784222000.0,60157125000.0,30308831000.0,16416582000.0,35918852000.0,41483320000.0,34579722000.0
2059.0,33652584000.0,39428616000.0,43492934000.0,26908291000.0,26621798000.0,38836695000.0,27465923000.0,32387449000.0,58290934000.0,29156735000.0,15776399000.0,34784707000.0,40975010000.0,33412585000.0
2060.0,32115850000.0,38110093000.0,42378228000.0,25812040000.0,25379273000.0,36915745000.0,26588326000.0,31106982000.0,56806875000.0,28298811000.0,15171536000.0,33673646000.0,39630205000.0,32827011000.0
2061.0,31219890000.0,36446454000.0,41368040000.0,24794851000.0,24406900000.0,35611860000.0,25814143000.0,29931147000.0,55288943000.0,27302020000.0,14291141000.0,32624749000.0,37845520000.0,31669815000.0
2062.0,30531090000.0,35390108000.0,40239730000.0,24250493000.0,23646458000.0,34101780000.0,24988068000.0,28912663000.0,54861570000.0,26466787000.0,13434655000.0,32295614000.0,36721373000.0,31158020000.0
2063.0,29790610000.0,33750970000.0,39731850000.0,23281437000.0,22565616000.0,32739234000.0,24062654000.0,27785505000.0,54282605000.0,25971718000.0,12912168000.0,31278713000.0,35423437000.0,30364810000.0
2064.0,28895398000.0,32437666000.0,38241993000.0,22436893000.0,21809770000.0,31244335000.0,23641168000.0,27149590000.0,53265690000.0,25199817000.0,12313652000.0,30561140000.0,34454077000.0,29615864000.0
2065.0,28034710000.0,31061332000.0,37557870000.0,22131220000.0,21304805000.0,29989941000.0,22973342000.0,26475940000.0,52501852000.0,24489420000.0,11876433000.0,29798519000.0,34219573000.0,28194280000.0
2066.0,27242109000.0,29484726000.0,36526563000.0,21796481000.0,20517585000.0,28638044000.0,22224202000.0,26195650000.0,50803155000.0,24708944000.0,11397588000.0,28986448000.0,33589789000.0,27690148000.0
2067.0,26290942000.0,28584202000.0,35727372000.0,21472428000.0,19697514000.0,27622402000.0,21906428000.0,25532650000.0,50419380000.0,24305310000.0,10979471000.0,28337975000.0,32863717000.0,26922588000.0
2068.0,25500717000.0,27352426000.0,35135603000.0,20941494000.0,19213167000.0,26200041000.0,21382214000.0,24833157000.0,49950560000.0,23941493000.0,10638062000.0,27927837000.0,32185983000.0,26459404000.0
2069.0,24826737000.0,26249880000.0,34680975000.0,20658426000.0,18673762000.0,25393998000.0,20896256000.0,23688405000.0,48537567000.0,23111014000.0,10307091000.0,27282858000.0,31473418000.0,25925034000.0
2070.0,24317960000.0,25741677000.0,33656932000.0,20267203000.0,17701644000.0,24317602000.0,20191824000.0,23408556000.0,47622260000.0,22219422000.0,10181655000.0,26617156000.0,30857538000.0,25205991000.0
2071.0,23571423000.0,25075360000.0,33217161000.0,19743584000.0,17046261000.0,23376419000.0,19462908000.0,22799938000.0,46938880000.0,21589010000.0,9814716000.0,26047769000.0,29982350000.0,24655364000.0
2072.0,23024017000.0,24454496000.0,32693346000.0,19346756000.0,16538200000.0,22551870000.0,18704605000.0,21960473000.0,45520430000.0,20804536000.0,9562587000.0,25430247000.0,29275398000.0,24035574000.0
2073.0,22476927000.0,23397181000.0,31966677000.0,19018564000.0,16183225000.0,21703043000.0,18104000000.0,21462520000.0,44760035000.0,20276515000.0,9324816000.0,24902935000.0,28856773000.0,23641289000.0
2074.0,22042560000.0,22533485000.0,31606716000.0,18360328000.0,16150409000.0,20689316000.0,17575160000.0,21196265000.0,44333842000.0,19906327000.0,9072782000.0,24146833000.0,28401398000.0,23153857000.0
2075.0,21223600000.0,21649623000.0,31191888000.0,17990253000.0,16010278000.0,19682578000.0,17204210000.0,20516803000.0,44257812000.0,19361763000.0,8833622000.0,23881122000.0,28222267000.0,22549109000.0
2076.0,20350403000.0,21340387000.0,30640554000.0,17542656000.0,15576636000.0,18921150000.0,16705080000.0,19897770000.0,43908750000.0,19008793000.0,8676320000.0,23408447000.0,27884100000.0,22068193000.0
2077.0,20031298000.0,20816763000.0,29859234000.0,17405872000.0,15224499000.0,18290483000.0,16153696000.0,19108387000.0,44052970000.0,18717060000.0,8516951600.0,22573472000.0,27941122000.0,21751521000.0
2078.0,19562242000.0,20071414000.0,29378855000.0,17024555000.0,14726845000.0,17567736000.0,15798068000.0,18472819000.0,43672240000.0,18383077000.0,8398822400.0,22081350000.0,27090575000.0,21409333000.0
2079.0,18852508000.0,19821416000.0,28553155000.0,16718230000.0,14511868000.0,16687002000.0,15412687000.0,18049952000.0,42317353000.0,17869853000.0,8203895300.0,21494129000.0,26734268000.0,21286451000.0
2080.0,18639080000.0,19357264000.0,27706006000.0,16506876000.0,14429158000.0,15837191000.0,15040057000.0,17519174000.0,41648873000.0,17576364000.0,8031471600.0,21431038000.0,26384368000.0,20904788000.0
2081.0,18117042000.0,19170960000.0,26846657000.0,16357981000.0,13974199000.0,15297479000.0,14595285000.0,17162562000.0,41444860000.0,17129404000.0,7847254000.0,20692191000.0,26288384000.0,20688577000.0
2082.0,17580073000.0,18878427000.0,26329606000.0,16161255000.0,13743072000.0,14757755000.0,14210564000.0,16518564000.0,40793014000.0,16794632000.0,7729963500.0,20477088000.0,26002043000.0,20182690000.0
2083.0,17077414000.0,18037537000.0,25720770000.0,16012890000.0,13411541000.0,14196496000.0,13946138000.0,16048464000.0,39951790000.0,16265413000.0,7647119000.0,19669137000.0,25496699000.0,19757560000.0
2084.0,16735917000.0,17392861000.0,24940597000.0,15629948000.0,13318424000.0,13767807000.0,13639874000.0,15371045000.0,40094114000.0,16000124000.0,7600161000.0,19459908000.0,25209490000.0,19648440000.0
2085.0,16505985000.0,17052197000.0,24366135000.0,15303022000.0,13005176000.0,13190213000.0,13301489000.0,15075035000.0,40892834000.0,15662134000.0,7576297500.0,19045833000.0,24559407000.0,19492573000.0
2086.0,16239541000.0,16623121000.0,24232210000.0,14945966000.0,12831651000.0,12817582000.0,12820816000.0,14710500000.0,40194520000.0,15220754000.0,7492404000.0,18818644000.0,24445604000.0,19528348000.0
2087.0,15964621000.0,16078275000.0,23916476000.0,14772503000.0,12516601000.0,12428213000.0,12430679000.0,14435750000.0,39616360000.0,14987813000.0,7312307700.0,18490915000.0,23770962000.0,19329212000.0
2088.0,15734892000.0,15359597000.0,23376759000.0,14556585000.0,12254633000.0,11958766000.0,12223724000.0,14006222000.0,39622950000.0,14746280000.0,7015954400.0,18399302000.0,23142502000.0,18866016000.0
2089.0,15455818000.0,14974472000.0,22690589000.0,14527532000.0,11769144000.0,11699257000.0,12081840000.0,13516014000.0,39053540000.0,14396720000.0,6914376700.0,18073639000.0,22826095000.0,18771847000.0
2090.0,15449814000.0,14460911000.0,21910462000.0,14540245000.0,11361834000.0,11382830000.0,11976956000.0,13227853000.0,39072666000.0,14091113000.0,6855153000.0,17903210000.0,22662005000.0,18724508000.0
2091.0,15081733000.0,14035566000.0,21723603000.0,14361127000.0,11114981000.0,11082349000.0,11840214000.0,12877455000.0,38399640000.0,13870573000.0,6713797600.0,17740710000.0,22208338000.0,18458986000.0
2092.0,14948599000.0,13763089000.0,21443875000.0,14326773000.0,10874339000.0,10649305000.0,11538753000.0,12785581000.0,38013202000.0,13627953000.0,6653306000.0,17557742000.0,21859803000.0,18426515000.0
2093.0,14814777000.0,13410720000.0,21178229000.0,14268905000.0,10536637000.0,10296723000.0,11382192000.0,12569363000.0,37515665000.0,13476534000.0,6609256400.0,17390020000.0,21752594000.0,18225742000.0
2094.0,14522931000.0,13064115000.0,20735115000.0,14342330000.0,10105056000.0,9977930000.0,11339776000.0,12400905000.0,37201470000.0,13154480000.0,6468587000.0,17120516000.0,21712867000.0,18196087000.0
2095.0,14289180000.0,12742006000.0,20498020000.0,14191744000.0,9816996000.0,9833659000.0,11118627000.0,12297850000.0,37457535000.0,13050163000.0,6346704000.0,16882538000.0,21686012000.0,17983803000.0
2096.0,14178239000.0,12394179000.0,20126570000.0,14104553000.0,9476091000.0,9643280000.0,11108461000.0,12066441000.0,37405704000.0,12861834000.0,6294906000.0,16498590000.0,21581758000.0,17672489000.0
2097.0,14206704000.0,12224776000.0,19908899000.0,13987413000.0,9293968000.0,9440693000.0,11117435000.0,11936438000.0,37468406000.0,12701549000.0,6181027300.0,16196506000.0,21253313000.0,17513925000.0
2098.0,14026137000.0,12017213000.0,19514014000.0,13917097000.0,9134740000.0,9240905000.0,11030451000.0,11921398000.0,37072916000.0,12463704000.0,6100079000.0,16059493000.0,21025280000.0,17231300000.0
2099.0,13894762000.0,11729864000.0,19231498000.0,14003220000.0,8999311000.0,9110824000.0,10902545000.0,11840722000.0,36227564000.0,12162966000.0,5981845000.0,15830383000.0,20486795000.0,17345014000.0
2100.0,13677437000.0,11312984000.0,18816377000.0,13981671000.0,8861909000.0,8979052000.0,10756082000.0,11635157000.0,36163940000.0,11963965000.0,5901348400.0,15421215000.0,20395332000.0,17106492000.0
