time,IITM-ESM,CNRM-CM6-1,MIROC6,CESM2-WACCM,CANESM5,TAIESM1,IPSL-CM6A-LR,EC-EARTH3,MPI-ESM1-2-HR,CNRM-ESM2-1,KACE-1-0-G,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0
2037.0,2906361400000.0,2530179500000.0,2358064000000.0,2380970900000.0,1554392800000.0,2250699000000.0,2474001000000.0,2196071900000.0,2455420000000.0,2383828000000.0,2236985400000.0,2129900600000.0,2499747000000.0,2295784000000.0
2038.0,2899882800000.0,2500948100000.0,2328620400000.0,2339512800000.0,1484569700000.0,2184179200000.0,2449837000000.0,2141470200000.0,2409849700000.0,2367653700000.0,2187351800000.0,2076450600000.0,2474212600000.0,2239846000000.0
2039.0,2900443000000.0,2443913700000.0,2273094400000.0,2288794700000.0,1404108900000.0,2126756200000.0,2400414300000.0,2081235300000.0,2389779700000.0,2340316300000.0,2127712200000.0,2009714800000.0,2428058200000.0,2168058800000.0
2040.0,2883849800000.0,2410215600000.0,2215352000000.0,2237652800000.0,1357991800000.0,2066166600000.0,2349132200000.0,2015132100000.0,2349210800000.0,2307212200000.0,2093689100000.0,1957103800000.0,2397114200000.0,2126977700000.0
2041.0,2853577000000.0,2367971000000.0,2200970000000.0,2177779100000.0,1293306200000.0,2023280500000.0,2289212300000.0,1976011300000.0,2301463000000.0,2285945000000.0,2029612400000.0,1907658200000.0,2365034000000.0,2071906400000.0
2042.0,2841257400000.0,2336791700000.0,2164704700000.0,2144921800000.0,1228806700000.0,1992423900000.0,2237535400000.0,1934127100000.0,2274052800000.0,2255958300000.0,1956556700000.0,1853113900000.0,2330260700000.0,2042155800000.0
2043.0,2830517700000.0,2294270100000.0,2126449300000.0,2099007200000.0,1169519000000.0,1939870300000.0,2177835200000.0,1859494300000.0,2240102000000.0,2210063700000.0,1927769800000.0,1799151300000.0,2304966100000.0,1996601300000.0
2044.0,2823186300000.0,2253615500000.0,2082776800000.0,2049455600000.0,1109486600000.0,1884347400000.0,2121970500000.0,1803614300000.0,2206610000000.0,2182639600000.0,1870638700000.0,1745761100000.0,2272336000000.0,1951714800000.0
2045.0,2789338300000.0,2210262200000.0,2039916300000.0,2002195600000.0,1070093900000.0,1839378100000.0,2062715700000.0,1739417300000.0,2173850100000.0,2152933000000.0,1813513900000.0,1687809200000.0,2248633200000.0,1900757800000.0
2046.0,2768774000000.0,2176815500000.0,1998212700000.0,1967453900000.0,1023100500000.0,1787901900000.0,2020063700000.0,1678357200000.0,2138816000000.0,2115441900000.0,1772111700000.0,1630202500000.0,2200905700000.0,1852501900000.0
2047.0,2740064600000.0,2122902800000.0,1941699400000.0,1909142700000.0,968456860000.0,1734053300000.0,1970445600000.0,1635710100000.0,2112475400000.0,2078872800000.0,1714156200000.0,1567015000000.0,2162057000000.0,1801655000000.0
2048.0,2707791800000.0,2065493100000.0,1887195800000.0,1869149600000.0,917679300000.0,1672777300000.0,1917336600000.0,1594714900000.0,2068216300000.0,2046969100000.0,1667192000000.0,1514297400000.0,2128757400000.0,1764786800000.0
2049.0,2671725500000.0,2013873000000.0,1843706700000.0,1828394600000.0,865931000000.0,1623780000000.0,1853858800000.0,1539360800000.0,2028072500000.0,1998668400000.0,1627173600000.0,1474315300000.0,2107419900000.0,1716289300000.0
2050.0,2658193400000.0,1970211500000.0,1812014800000.0,1787786300000.0,824063700000.0,1578889900000.0,1791109600000.0,1488215900000.0,1995111400000.0,1969005400000.0,1580359500000.0,1414210800000.0,2060988800000.0,1676828700000.0
2051.0,2660120700000.0,1922084900000.0,1770615200000.0,1747696200000.0,791850700000.0,1530935500000.0,1726976100000.0,1447819600000.0,1953349100000.0,1923854600000.0,1515037100000.0,1358501400000.0,2017903200000.0,1637274400000.0
2052.0,2639074000000.0,1872788600000.0,1715895700000.0,1689405900000.0,748776060000.0,1478733900000.0,1681741600000.0,1408954300000.0,1905686200000.0,1883894600000.0,1456671200000.0,1302624200000.0,1966930800000.0,1595794500000.0
2053.0,2629733700000.0,1829349800000.0,1662909400000.0,1636515200000.0,709971740000.0,1437763900000.0,1622165300000.0,1386111800000.0,1859955000000.0,1851244500000.0,1412892000000.0,1242343700000.0,1923254200000.0,1546790600000.0
2054.0,2617410300000.0,1781395500000.0,1597924400000.0,1610763200000.0,669048240000.0,1383328000000.0,1560181500000.0,1351027100000.0,1810230400000.0,1808409300000.0,1373323400000.0,1179486400000.0,1894816800000.0,1523961700000.0
2055.0,2607091000000.0,1733226000000.0,1562262200000.0,1557133000000.0,630557640000.0,1344942600000.0,1509025900000.0,1301114500000.0,1779350900000.0,1769296400000.0,1341435000000.0,1116266800000.0,1867521700000.0,1479088800000.0
2056.0,2598389700000.0,1685480400000.0,1526751700000.0,1511447500000.0,592302800000.0,1314491100000.0,1454074200000.0,1255187200000.0,1730085800000.0,1741677100000.0,1287133700000.0,1064634350000.0,1830707800000.0,1438779600000.0
2057.0,2575547200000.0,1630547600000.0,1486206000000.0,1482405800000.0,562147000000.0,1261838700000.0,1404397600000.0,1227307200000.0,1683440700000.0,1703042100000.0,1239790100000.0,1017532800000.0,1794056400000.0,1403795400000.0
2058.0,2557265300000.0,1584221800000.0,1421943000000.0,1448268900000.0,533146960000.0,1213176000000.0,1357329300000.0,1194752700000.0,1657868900000.0,1654808900000.0,1207301600000.0,966699900000.0,1759283400000.0,1366556000000.0
2059.0,2537075800000.0,1529424200000.0,1386592000000.0,1401981500000.0,501686240000.0,1169437400000.0,1297947800000.0,1168228200000.0,1620969100000.0,1618630700000.0,1157150900000.0,918341550000.0,1718290000000.0,1329275000000.0
2060.0,2483551700000.0,1477277400000.0,1343234200000.0,1366201700000.0,475223260000.0,1121961000000.0,1245396100000.0,1138944100000.0,1586752700000.0,1576645200000.0,1118875500000.0,884458700000.0,1672506900000.0,1292554900000.0
2061.0,2445272200000.0,1435363400000.0,1292188900000.0,1318067100000.0,448291050000.0,1074886740000.0,1203620400000.0,1096806370000.0,1559910300000.0,1531025800000.0,1072586200000.0,850144400000.0,1629515200000.0,1252043500000.0
2062.0,2425253500000.0,1387077600000.0,1232819800000.0,1282042600000.0,423828720000.0,1037492600000.0,1161059600000.0,1050693100000.0,1522025400000.0,1497673800000.0,1026002600000.0,814185600000.0,1604268900000.0,1209610900000.0
2063.0,2411877600000.0,1344116500000.0,1195935000000.0,1254109200000.0,407399170000.0,998002660000.0,1115420400000.0,1014743000000.0,1473945300000.0,1454901700000.0,997149800000.0,784196240000.0,1582284300000.0,1171951000000.0
2064.0,2399813500000.0,1295369400000.0,1166554800000.0,1218362600000.0,385708720000.0,961945800000.0,1075565900000.0,987131740000.0,1424025700000.0,1424989000000.0,955190200000.0,750110970000.0,1556925600000.0,1123239600000.0
2065.0,2374305300000.0,1247953200000.0,1130118000000.0,1188007000000.0,362748700000.0,921335000000.0,1033259650000.0,958596000000.0,1374954700000.0,1377488300000.0,929743240000.0,714339200000.0,1532671400000.0,1096310260000.0
2066.0,2352035400000.0,1199564500000.0,1105304500000.0,1160691300000.0,338787860000.0,885507360000.0,996256250000.0,925873400000.0,1357291200000.0,1337600600000.0,893222300000.0,688273750000.0,1499014100000.0,1065871340000.0
2067.0,2334781000000.0,1168604100000.0,1068190400000.0,1126524100000.0,321601830000.0,856755540000.0,963856800000.0,891069200000.0,1325123400000.0,1303254700000.0,863589900000.0,650744600000.0,1470984900000.0,1037939200000.0
2068.0,2305270000000.0,1126481500000.0,1049609600000.0,1086643300000.0,307272100000.0,810115470000.0,922626700000.0,871772700000.0,1281259600000.0,1262069000000.0,831085940000.0,614920950000.0,1441859400000.0,996870500000.0
2069.0,2266574000000.0,1078261600000.0,1022022500000.0,1061842800000.0,288001600000.0,775005300000.0,887186060000.0,838048150000.0,1249634700000.0,1213904500000.0,799943400000.0,578619300000.0,1412090400000.0,974598200000.0
2070.0,2258988000000.0,1036977600000.0,1010571300000.0,1027390000000.0,269579570000.0,747655140000.0,844464800000.0,814313500000.0,1225541600000.0,1180355700000.0,771118600000.0,545397440000.0,1388983500000.0,946974200000.0
2071.0,2236613400000.0,996760900000.0,982726500000.0,995314570000.0,255504090000.0,715624940000.0,807896300000.0,784403800000.0,1195187000000.0,1153337800000.0,742634400000.0,516580900000.0,1365408700000.0,917998000000.0
2072.0,2201298100000.0,954647700000.0,951526200000.0,966973900000.0,239475900000.0,688518700000.0,772955200000.0,754870200000.0,1155096500000.0,1122088800000.0,717797000000.0,493827620000.0,1331581700000.0,887272500000.0
2073.0,2147416500000.0,922674600000.0,929512000000.0,937259430000.0,223175640000.0,660706800000.0,736181900000.0,726855700000.0,1126481500000.0,1095389300000.0,681498250000.0,474884870000.0,1301466400000.0,864165040000.0
2074.0,2141009300000.0,886621340000.0,912415260000.0,902770400000.0,210902020000.0,636241250000.0,704118800000.0,696510800000.0,1100482500000.0,1060378900000.0,643075400000.0,449704330000.0,1279008200000.0,839730660000.0
2075.0,2106193300000.0,852143800000.0,885981300000.0,868954800000.0,196286640000.0,614139900000.0,669750460000.0,664836500000.0,1059461700000.0,1029551160000.0,620415940000.0,415506860000.0,1259352100000.0,813851600000.0
2076.0,2066716700000.0,817021850000.0,864520600000.0,839750300000.0,182891270000.0,585776560000.0,633170700000.0,644106550000.0,1019786400000.0,999838600000.0,597633400000.0,389341640000.0,1233607000000.0,779412050000.0
2077.0,2051549000000.0,778762260000.0,828496200000.0,809515940000.0,170386920000.0,555183200000.0,601278500000.0,620713200000.0,988742940000.0,972780000000.0,569142400000.0,362882600000.0,1208158500000.0,758498460000.0
2078.0,2028345400000.0,737625600000.0,794704740000.0,775982500000.0,162748920000.0,530739820000.0,572150900000.0,596870400000.0,954551100000.0,945061300000.0,545654700000.0,344363570000.0,1184251100000.0,729867900000.0
2079.0,2010485100000.0,707438700000.0,756559500000.0,744634650000.0,151517400000.0,512127500000.0,538541230000.0,568600360000.0,922319600000.0,910636300000.0,523709580000.0,317641360000.0,1152767900000.0,697957350000.0
2080.0,1985171600000.0,673485950000.0,730417600000.0,720607200000.0,141222400000.0,490636940000.0,503400460000.0,549059070000.0,886241400000.0,884740850000.0,503974430000.0,300543050000.0,1121931800000.0,675249400000.0
2081.0,1957747400000.0,645865700000.0,707364060000.0,701836700000.0,134988600000.0,464983800000.0,474049220000.0,521945100000.0,860253800000.0,859440000000.0,475402670000.0,272408050000.0,1094247700000.0,654437100000.0
2082.0,1942140200000.0,620645100000.0,683351200000.0,669442440000.0,128268470000.0,450367850000.0,442154600000.0,494543800000.0,830915900000.0,828002000000.0,455498560000.0,251636780000.0,1065657300000.0,630953350000.0
2083.0,1910405700000.0,591529900000.0,657495900000.0,637611930000.0,116773210000.0,427617880000.0,413683000000.0,478675470000.0,806568070000.0,796147650000.0,435417200000.0,228539300000.0,1032650700000.0,616385100000.0
2084.0,1884366200000.0,555866460000.0,628155700000.0,615296860000.0,108791980000.0,402755750000.0,386902070000.0,454447960000.0,771991300000.0,771905900000.0,414460970000.0,211212830000.0,1000813600000.0,586718900000.0
2085.0,1848993900000.0,529708420000.0,605950640000.0,592317450000.0,101394590000.0,378875580000.0,363424400000.0,428099960000.0,745975400000.0,742715560000.0,393161150000.0,193972470000.0,969894500000.0,566139940000.0
2086.0,1826427100000.0,501207470000.0,587936960000.0,570396250000.0,95145710000.0,356405120000.0,337200700000.0,399182630000.0,716545060000.0,714315700000.0,367226600000.0,174757380000.0,950577460000.0,544636730000.0
2087.0,1804517000000.0,475880100000.0,571975340000.0,544350800000.0,87249110000.0,335761080000.0,313825330000.0,380083770000.0,696358700000.0,690096200000.0,346968750000.0,156035240000.0,926717800000.0,522457740000.0
2088.0,1792841000000.0,446226920000.0,550808700000.0,525001560000.0,81187480000.0,318213980000.0,290420880000.0,355977460000.0,661602000000.0,662319800000.0,328704920000.0,141580040000.0,897773140000.0,504545970000.0
2089.0,1758609900000.0,423236800000.0,528229040000.0,507064400000.0,75551660000.0,300530570000.0,272244380000.0,331810960000.0,633270760000.0,636932060000.0,311838500000.0,128732500000.0,879525760000.0,482515260000.0
2090.0,1730624200000.0,394125050000.0,514305130000.0,486040540000.0,69018690000.0,278399700000.0,254575560000.0,309242040000.0,605952000000.0,611166900000.0,292787950000.0,114675810000.0,850894900000.0,466561100000.0
2091.0,1681093200000.0,367464020000.0,500823520000.0,459172770000.0,64577780000.0,262373820000.0,235021370000.0,293100780000.0,582814140000.0,581262700000.0,274829590000.0,102617850000.0,819200260000.0,450329380000.0
2092.0,1654805500000.0,344644580000.0,483420270000.0,438312960000.0,61901455000.0,242843340000.0,216385900000.0,278184700000.0,562912170000.0,553081000000.0,250849700000.0,90473636000.0,798022600000.0,436918600000.0
2093.0,1630658900000.0,324906020000.0,464874900000.0,411261040000.0,58937460000.0,224410960000.0,200060500000.0,260129880000.0,536636230000.0,527558100000.0,228344500000.0,80085210000.0,772760500000.0,414711120000.0
2094.0,1597012400000.0,304120000000.0,443224420000.0,392215270000.0,55376916000.0,208222450000.0,185915180000.0,241789960000.0,512563870000.0,506573980000.0,209936650000.0,71177970000.0,747185050000.0,396480600000.0
2095.0,1581277400000.0,280515540000.0,423526240000.0,374349700000.0,53299552000.0,192023280000.0,172868620000.0,226531510000.0,491958200000.0,480516200000.0,195528720000.0,65460687000.0,731927300000.0,375633500000.0
2096.0,1546517300000.0,258992670000.0,406745740000.0,354240860000.0,50056840000.0,174188230000.0,160697810000.0,207050820000.0,473905950000.0,458894180000.0,179781960000.0,59152916000.0,715537060000.0,355623240000.0
2097.0,1519690300000.0,240883000000.0,383563700000.0,337792400000.0,46227915000.0,161445250000.0,148438560000.0,189786140000.0,453536120000.0,433424760000.0,170325930000.0,53557064000.0,693589970000.0,340607240000.0
2098.0,1489278100000.0,224859100000.0,364341040000.0,316822950000.0,43403805000.0,147291210000.0,135181440000.0,174806070000.0,433677760000.0,412320860000.0,155645530000.0,49388614000.0,665261240000.0,318061180000.0
2099.0,1460641500000.0,209738470000.0,341786720000.0,297607400000.0,41016310000.0,135418100000.0,122443580000.0,158041820000.0,417472740000.0,390871900000.0,146434870000.0,45079740000.0,637952400000.0,301458600000.0
2100.0,1445000800000.0,196046390000.0,324658270000.0,276209100000.0,38364290000.0,125352075000.0,114826180000.0,146085200000.0,398706300000.0,363710320000.0,137614020000.0,41429365000.0,614314700000.0,289525140000.0
