time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,3261691900000.0,3261691900000.0
2001.0,3256017200000.0,3256017200000.0
2002.0,3244047200000.0,3244047200000.0
2003.0,3238926200000.0,3238926200000.0
2004.0,3249195700000.0,3249195700000.0
2005.0,3252072500000.0,3252072500000.0
2006.0,3245444700000.0,3245444700000.0
2007.0,3224093300000.0,3224093300000.0
2008.0,3204348600000.0,3204348600000.0
2009.0,3181821600000.0,3181821600000.0
2010.0,3167242200000.0,3167242200000.0
2011.0,3165112000000.0,3165112000000.0
2012.0,3145556000000.0,3145556000000.0
2013.0,3121788000000.0,3121788000000.0
2014.0,3109638600000.0,3109638600000.0
2015.0,3099394600000.0,3099394600000.0
2016.0,3087599700000.0,3087599700000.0
2017.0,3078583000000.0,3078583000000.0
2018.0,3071971700000.0,3071971700000.0
2019.0,3058857000000.0,3058857000000.0
2020.0,3046471600000.0,3046471600000.0
2021.0,3018786300000.0,3021908700000.0
2022.0,2987683200000.0,2973961000000.0
2023.0,2953531600000.0,2936500000000.0
2024.0,2913466300000.0,2891075800000.0
2025.0,2875192000000.0,2862914700000.0
2026.0,2842450000000.0,2850369000000.0
2027.0,2811309600000.0,2813794500000.0
2028.0,2785705200000.0,2769435800000.0
2029.0,2761609700000.0,2733895300000.0
2030.0,2725757000000.0,2693703400000.0
2031.0,2695799500000.0,2667374200000.0
2032.0,2654339000000.0,2620337400000.0
2033.0,2625368800000.0,2577301000000.0
2034.0,2593335500000.0,2534893200000.0
2035.0,2565739400000.0,2481207600000.0
2036.0,2521898200000.0,2432339300000.0
2037.0,2475064600000.0,2380328900000.0
2038.0,2434477000000.0,2348362500000.0
2039.0,2385042200000.0,2305144400000.0
2040.0,2370525700000.0,2244302900000.0
2041.0,2321272800000.0,2196367500000.0
2042.0,2290416400000.0,2154229400000.0
2043.0,2256682600000.0,2129574000000.0
2044.0,2218149500000.0,2082387900000.0
2045.0,2177007000000.0,2034804700000.0
2046.0,2142778000000.0,1986559500000.0
2047.0,2103985800000.0,1948836200000.0
2048.0,2069805800000.0,1906966800000.0
2049.0,2020705300000.0,1866337400000.0
2050.0,1973681900000.0,1835737700000.0
2051.0,1939056600000.0,1794821800000.0
2052.0,1898447800000.0,1749999400000.0
2053.0,1857216700000.0,1698396600000.0
2054.0,1817862500000.0,1659074600000.0
2055.0,1778706500000.0,1613004100000.0
2056.0,1728811400000.0,1578811000000.0
2057.0,1706143000000.0,1539935200000.0
2058.0,1674554100000.0,1503859600000.0
2059.0,1640788100000.0,1466932500000.0
2060.0,1602083400000.0,1435557700000.0
2061.0,1557471000000.0,1402277000000.0
2062.0,1522964900000.0,1362078000000.0
2063.0,1493061900000.0,1326326500000.0
2064.0,1465569800000.0,1293192900000.0
2065.0,1433519400000.0,1263872500000.0
2066.0,1414720100000.0,1224413700000.0
2067.0,1384329100000.0,1191879000000.0
2068.0,1362356300000.0,1161105900000.0
2069.0,1338360200000.0,1126535900000.0
2070.0,1316442600000.0,1086801200000.0
2071.0,1291674800000.0,1054824800000.0
2072.0,1268618000000.0,1033255450000.0
2073.0,1236995400000.0,1003202540000.0
2074.0,1208208900000.0,980223200000.0
2075.0,1181385900000.0,955522550000.0
2076.0,1164265400000.0,928014470000.0
2077.0,1140340300000.0,904408140000.0
2078.0,1116177400000.0,875167200000.0
2079.0,1093995100000.0,843944760000.0
2080.0,1067572600000.0,816888550000.0
2081.0,1050167200000.0,792791900000.0
2082.0,1040557870000.0,768142930000.0
2083.0,1021566800000.0,739349800000.0
2084.0,994457400000.0,719871150000.0
2085.0,977455150000.0,697936250000.0
2086.0,952867100000.0,672154100000.0
2087.0,934386300000.0,651611700000.0
2088.0,918238000000.0,626682230000.0
2089.0,903860060000.0,610487240000.0
2090.0,884150800000.0,585469300000.0
2091.0,870575640000.0,570284000000.0
2092.0,852534950000.0,548264400000.0
2093.0,845458050000.0,528038950000.0
2094.0,825356400000.0,511910540000.0
2095.0,809059940000.0,491780960000.0
2096.0,794553200000.0,474528380000.0
2097.0,780193560000.0,454191320000.0
2098.0,763822870000.0,440450780000.0
2099.0,748085300000.0,424309520000.0
2100.0,731167260000.0,412932700000.0
