time,EC-EARTH3,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0,UKESM1-0-LL,KACE-1-0-G,CNRM-ESM2-1,MPI-ESM1-2-HR,CANESM5,MIROC6,CESM2-WACCM,CNRM-CM6-1,TAIESM1
2025.0,2822464600000.0,2913592000000.0,2931497600000.0,2879218500000.0,2840444500000.0,2855858000000.0,2870170000000.0,2828345500000.0,2594550600000.0,2853377000000.0,2906806600000.0,2927515700000.0,2865127800000.0
2026.0,2775067700000.0,2895758500000.0,2897354700000.0,2838608500000.0,2775665600000.0,2803764000000.0,2858921200000.0,2810542300000.0,2507149100000.0,2804390800000.0,2865401000000.0,2886877600000.0,2844374300000.0
2027.0,2726212100000.0,2837945800000.0,2880626500000.0,2812862300000.0,2729082600000.0,2754029300000.0,2842184600000.0,2779623500000.0,2428810000000.0,2775362000000.0,2827507200000.0,2854806400000.0,2786452800000.0
2028.0,2679892300000.0,2791393200000.0,2841038600000.0,2781039000000.0,2683475000000.0,2678116000000.0,2816894800000.0,2754782700000.0,2352794000000.0,2775708600000.0,2792976300000.0,2842366800000.0,2761992000000.0
2029.0,2621823300000.0,2736865000000.0,2819343000000.0,2730903200000.0,2630941000000.0,2622050500000.0,2780217000000.0,2726094700000.0,2272604500000.0,2748736300000.0,2764929200000.0,2805236500000.0,2729923600000.0
2030.0,2561238400000.0,2697662300000.0,2796274600000.0,2693995200000.0,2571822400000.0,2569147800000.0,2756410600000.0,2681775300000.0,2185997700000.0,2725551000000.0,2724599400000.0,2778961000000.0,2690705300000.0
2031.0,2496985000000.0,2662848800000.0,2761204700000.0,2651791800000.0,2513393700000.0,2517799300000.0,2740166000000.0,2656838400000.0,2094581400000.0,2719191000000.0,2677589400000.0,2757103700000.0,2675696200000.0
2032.0,2439336000000.0,2621898200000.0,2717514200000.0,2626368000000.0,2438640000000.0,2468001300000.0,2699657200000.0,2644939400000.0,2017020900000.0,2697819000000.0,2664834300000.0,2730433200000.0,2621974500000.0
2033.0,2404350000000.0,2560580400000.0,2704807300000.0,2606637000000.0,2373219000000.0,2416966400000.0,2664482500000.0,2609733200000.0,1948856500000.0,2683782000000.0,2626792200000.0,2698485700000.0,2581653600000.0
2034.0,2347444000000.0,2522131700000.0,2676330300000.0,2564560300000.0,2312419000000.0,2348048700000.0,2640131700000.0,2600808000000.0,1872980600000.0,2660915700000.0,2583631500000.0,2653845700000.0,2528834000000.0
2035.0,2319979000000.0,2491130800000.0,2637523600000.0,2525033000000.0,2266993000000.0,2297777000000.0,2609011800000.0,2575024800000.0,1792738600000.0,2629293000000.0,2531576800000.0,2616041000000.0,2470643000000.0
2036.0,2260635000000.0,2454184800000.0,2625902700000.0,2482778400000.0,2208082000000.0,2229126300000.0,2577123200000.0,2549568000000.0,1734995900000.0,2583742000000.0,2501213200000.0,2592674000000.0,2425150800000.0
2037.0,2196757000000.0,2407403000000.0,2601859000000.0,2436796800000.0,2153700000000.0,2188523000000.0,2542632200000.0,2506127800000.0,1663066600000.0,2545145600000.0,2469583400000.0,2559418000000.0,2382975000000.0
2038.0,2155284800000.0,2376907400000.0,2565647400000.0,2396193800000.0,2099507900000.0,2133582500000.0,2508984400000.0,2465410800000.0,1588998700000.0,2509716000000.0,2448520000000.0,2530244600000.0,2346390000000.0
2039.0,2114209300000.0,2325107000000.0,2528154200000.0,2345166000000.0,2042647000000.0,2097013200000.0,2472463800000.0,2443774800000.0,1523035800000.0,2480956000000.0,2417170300000.0,2513164300000.0,2288939000000.0
2040.0,2081097400000.0,2288402000000.0,2503669200000.0,2303950300000.0,1981429700000.0,2056088300000.0,2452707600000.0,2445199300000.0,1461303900000.0,2460650600000.0,2379662800000.0,2489576800000.0,2254929100000.0
2041.0,2028923700000.0,2232788500000.0,2478803500000.0,2265858400000.0,1909783400000.0,2010380200000.0,2428066000000.0,2420567200000.0,1397061000000.0,2434745200000.0,2354506400000.0,2466438400000.0,2226865600000.0
2042.0,1998806600000.0,2189622200000.0,2449361600000.0,2218328900000.0,1850441500000.0,1974824300000.0,2406562400000.0,2363894800000.0,1331036600000.0,2405128500000.0,2304853000000.0,2432165200000.0,2188842800000.0
2043.0,1955779800000.0,2147753900000.0,2422421600000.0,2176801300000.0,1781572400000.0,1912094300000.0,2383683800000.0,2325639300000.0,1253988000000.0,2362862700000.0,2271808300000.0,2393396000000.0,2125417700000.0
2044.0,1912696000000.0,2098945600000.0,2400083500000.0,2141715300000.0,1720716600000.0,1866339800000.0,2354405400000.0,2309705200000.0,1197082400000.0,2330169000000.0,2235151700000.0,2342738000000.0,2086395400000.0
2045.0,1862388400000.0,2047477200000.0,2370474000000.0,2098454000000.0,1663212700000.0,1800652700000.0,2308136500000.0,2269524300000.0,1142495000000.0,2292428000000.0,2174629700000.0,2296122700000.0,2052686900000.0
2046.0,1812719700000.0,2010477100000.0,2337450500000.0,2049291300000.0,1608787400000.0,1754901600000.0,2273280300000.0,2226417800000.0,1092167340000.0,2268331000000.0,2138743600000.0,2240707800000.0,2017524700000.0
2047.0,1766158900000.0,1960471800000.0,2300727800000.0,2025299400000.0,1561469400000.0,1713960900000.0,2254211400000.0,2190136600000.0,1026793200000.0,2236796000000.0,2111206600000.0,2201336200000.0,1980489700000.0
2048.0,1726574200000.0,1898821200000.0,2271686000000.0,1984687600000.0,1507728300000.0,1660925200000.0,2212424000000.0,2179456000000.0,965456300000.0,2202481000000.0,2069027400000.0,2164552600000.0,1936992100000.0
2049.0,1686075000000.0,1862238100000.0,2234885900000.0,1940698700000.0,1466934100000.0,1594377600000.0,2168723500000.0,2114634100000.0,909727200000.0,2163927400000.0,2029740100000.0,2113127400000.0,1904673000000.0
2050.0,1648430500000.0,1812027400000.0,2177236900000.0,1910337700000.0,1421908600000.0,1544161500000.0,2127008900000.0,2073148300000.0,876498650000.0,2126294200000.0,1983265000000.0,2085146100000.0,1863860500000.0
2051.0,1591276200000.0,1766506400000.0,2130663200000.0,1862528900000.0,1385828200000.0,1503716300000.0,2078805500000.0,2061002300000.0,840449200000.0,2106218000000.0,1944463300000.0,2055388700000.0,1819017200000.0
2052.0,1539580000000.0,1724771500000.0,2100646100000.0,1818202600000.0,1339813000000.0,1466670900000.0,2056369200000.0,2021142700000.0,797648550000.0,2094583600000.0,1922358000000.0,2022069800000.0,1762344600000.0
2053.0,1508463000000.0,1690609600000.0,2055058100000.0,1784019200000.0,1311080200000.0,1428213300000.0,2024748100000.0,1987839800000.0,754108400000.0,2066931400000.0,1884375400000.0,1984972200000.0,1715823800000.0
2054.0,1483063000000.0,1657968700000.0,2041133300000.0,1748721000000.0,1267969000000.0,1379006800000.0,1990029300000.0,1946264800000.0,707742800000.0,2037357200000.0,1843005200000.0,1955632400000.0,1688619800000.0
2055.0,1444843700000.0,1610759800000.0,1992112200000.0,1717082100000.0,1218885300000.0,1339216400000.0,1973539200000.0,1896982900000.0,676172700000.0,1984444600000.0,1789479100000.0,1903971400000.0,1666202900000.0
2056.0,1403322600000.0,1577000600000.0,1955403400000.0,1674713000000.0,1172227900000.0,1295680100000.0,1930961700000.0,1865254300000.0,641655500000.0,1945403800000.0,1758551600000.0,1872605100000.0,1631519800000.0
2057.0,1349463200000.0,1533756000000.0,1936340700000.0,1630793200000.0,1130357600000.0,1269500600000.0,1911134900000.0,1829494600000.0,608489100000.0,1916717200000.0,1708798200000.0,1832996000000.0,1586620500000.0
2058.0,1313787000000.0,1499220500000.0,1903188400000.0,1594845700000.0,1089087730000.0,1238729000000.0,1881526800000.0,1802471900000.0,577695100000.0,1869075200000.0,1658124400000.0,1797862200000.0,1554289100000.0
2059.0,1290987100000.0,1459927800000.0,1857837100000.0,1555450300000.0,1055253300000.0,1189921700000.0,1846162200000.0,1761513700000.0,544701600000.0,1832200300000.0,1619219800000.0,1752914100000.0,1515514200000.0
2060.0,1243667900000.0,1412383000000.0,1820794600000.0,1524496100000.0,1012973600000.0,1158077900000.0,1823159600000.0,1708834600000.0,520468040000.0,1804948300000.0,1593250300000.0,1717277800000.0,1483466300000.0
2061.0,1213338400000.0,1374081800000.0,1766507500000.0,1483185700000.0,971249750000.0,1124413300000.0,1779920500000.0,1675008400000.0,492415940000.0,1786722800000.0,1553806000000.0,1677585800000.0,1436759900000.0
2062.0,1187082700000.0,1347031800000.0,1733141900000.0,1458913800000.0,930505800000.0,1085509600000.0,1750192200000.0,1631581400000.0,463635970000.0,1768988600000.0,1524887700000.0,1640365300000.0,1380916900000.0
2063.0,1151837800000.0,1311502500000.0,1697659000000.0,1434166600000.0,901891100000.0,1039935000000.0,1725653600000.0,1611932500000.0,439166860000.0,1735157600000.0,1485272900000.0,1613936700000.0,1350356600000.0
2064.0,1107924500000.0,1264962500000.0,1655542600000.0,1399358500000.0,866743700000.0,1004450900000.0,1694141300000.0,1597510500000.0,417171440000.0,1719739900000.0,1435448400000.0,1574753300000.0,1329994500000.0
2065.0,1090362400000.0,1219349000000.0,1627427700000.0,1374187800000.0,842663260000.0,963157800000.0,1651642000000.0,1552082800000.0,398556140000.0,1694753400000.0,1385921900000.0,1534626000000.0,1288870600000.0
2066.0,1068177900000.0,1169361900000.0,1593868300000.0,1336669100000.0,812539900000.0,943244200000.0,1615155800000.0,1513799800000.0,377879230000.0,1672784000000.0,1345515600000.0,1490592600000.0,1247970300000.0
2067.0,1038369950000.0,1132705000000.0,1555930200000.0,1302814700000.0,780233150000.0,909752500000.0,1588966700000.0,1486010800000.0,360313850000.0,1631782200000.0,1319045800000.0,1466242200000.0,1226297300000.0
2068.0,1009736160000.0,1100609100000.0,1513983600000.0,1282558300000.0,757106900000.0,879522500000.0,1555696600000.0,1464732200000.0,348361850000.0,1601201400000.0,1287128000000.0,1424593900000.0,1200167700000.0
2069.0,986125900000.0,1070626440000.0,1485500600000.0,1257715800000.0,717731660000.0,847497900000.0,1528812000000.0,1435077200000.0,334790800000.0,1587931900000.0,1263825800000.0,1391366800000.0,1150226000000.0
2070.0,959287660000.0,1036288700000.0,1464056700000.0,1222685100000.0,691992800000.0,813177700000.0,1491085700000.0,1391897200000.0,318739100000.0,1564646300000.0,1233112100000.0,1370632700000.0,1113587700000.0
2071.0,929099150000.0,1007768300000.0,1428715600000.0,1175937600000.0,661512200000.0,788099400000.0,1459989400000.0,1356442000000.0,301138440000.0,1550733100000.0,1204299500000.0,1339211800000.0,1079215900000.0
2072.0,906856100000.0,974651900000.0,1392276000000.0,1154355000000.0,628194150000.0,759942550000.0,1414568300000.0,1323162800000.0,283463480000.0,1501177300000.0,1177485200000.0,1293284900000.0,1056011300000.0
2073.0,884145000000.0,933860000000.0,1363052000000.0,1124566400000.0,602627640000.0,734371400000.0,1390271400000.0,1304598700000.0,267699180000.0,1457474600000.0,1146895900000.0,1261605000000.0,1029386300000.0
2074.0,863032440000.0,900892800000.0,1333790600000.0,1098887800000.0,572813150000.0,704055740000.0,1365402000000.0,1272568000000.0,255904300000.0,1419204400000.0,1115576000000.0,1212461400000.0,996891500000.0
2075.0,843715200000.0,870839350000.0,1308261400000.0,1080880600000.0,545836560000.0,676063800000.0,1331332800000.0,1255645500000.0,240725930000.0,1382831100000.0,1091240900000.0,1179346400000.0,958035850000.0
2076.0,825013700000.0,842948740000.0,1281488500000.0,1045789900000.0,517669900000.0,656765100000.0,1296367400000.0,1221090300000.0,231855800000.0,1346966500000.0,1067595000000.0,1148597800000.0,939864950000.0
2077.0,801706900000.0,807957800000.0,1236294300000.0,1015486350000.0,489740000000.0,632523850000.0,1262309700000.0,1187503500000.0,220962230000.0,1328752800000.0,1037130300000.0,1106150200000.0,907628200000.0
2078.0,783949000000.0,777483900000.0,1208262300000.0,989713860000.0,462843380000.0,603839860000.0,1225995500000.0,1144385300000.0,211370100000.0,1294739400000.0,1022433950000.0,1067796500000.0,891332600000.0
2079.0,767285500000.0,752531340000.0,1185217000000.0,966984000000.0,437701000000.0,579249600000.0,1198336500000.0,1108396000000.0,201816010000.0,1266550800000.0,991732200000.0,1047642400000.0,851169200000.0
2080.0,743125800000.0,726585200000.0,1160046300000.0,944648550000.0,415243500000.0,560350560000.0,1153954900000.0,1079187730000.0,192903730000.0,1245591000000.0,962164560000.0,1016491700000.0,825701100000.0
2081.0,713243700000.0,698867500000.0,1140627900000.0,920469240000.0,396989530000.0,533400700000.0,1109541100000.0,1045720900000.0,181362130000.0,1216344200000.0,941869040000.0,974553500000.0,799049800000.0
2082.0,688108600000.0,668033600000.0,1123424100000.0,903684360000.0,374808380000.0,515013800000.0,1071044600000.0,1013309440000.0,171267960000.0,1192491700000.0,922450500000.0,953795000000.0,772670700000.0
2083.0,668704000000.0,642421500000.0,1102809300000.0,882052400000.0,352301880000.0,500662040000.0,1034730600000.0,992438100000.0,163138490000.0,1166433300000.0,895992860000.0,915071300000.0,751407140000.0
2084.0,650975000000.0,615154300000.0,1068940000000.0,857325800000.0,329436820000.0,482991730000.0,1001187250000.0,974927300000.0,152806280000.0,1128997800000.0,873077500000.0,877171250000.0,728250500000.0
2085.0,626970460000.0,589389560000.0,1047903400000.0,824366470000.0,310857430000.0,464232000000.0,966449000000.0,946923300000.0,145131240000.0,1098120700000.0,853719650000.0,841777500000.0,702718600000.0
2086.0,599514100000.0,570447040000.0,1029298000000.0,808525400000.0,288491400000.0,447731430000.0,934059050000.0,923577100000.0,138179380000.0,1064117500000.0,833970900000.0,815017500000.0,680660400000.0
2087.0,578453200000.0,546353680000.0,1012588600000.0,785470260000.0,264792740000.0,430462470000.0,905209000000.0,900454300000.0,128931620000.0,1020487900000.0,808367300000.0,787174260000.0,658803060000.0
2088.0,558763150000.0,524760000000.0,994848300000.0,766451600000.0,242254700000.0,410321940000.0,873445460000.0,862167200000.0,122746340000.0,993699600000.0,790709800000.0,755583100000.0,635023600000.0
2089.0,540536770000.0,500920200000.0,981207100000.0,742418700000.0,225496970000.0,395377740000.0,845643640000.0,844089260000.0,116041440000.0,969661300000.0,768152630000.0,736113850000.0,610080850000.0
2090.0,528182580000.0,481139430000.0,959038600000.0,724635900000.0,211699000000.0,382449220000.0,818241000000.0,827090670000.0,109090050000.0,939689700000.0,746850200000.0,713728700000.0,583773650000.0
2091.0,508765470000.0,458440050000.0,943168950000.0,707578100000.0,200069680000.0,363556300000.0,791250900000.0,797463800000.0,102769566000.0,913794300000.0,731004530000.0,684267900000.0,565561200000.0
2092.0,490998170000.0,429086970000.0,927154300000.0,690797700000.0,179376200000.0,347806140000.0,765455560000.0,771442540000.0,97548665000.0,902072600000.0,707805400000.0,654835840000.0,540572400000.0
2093.0,469641360000.0,409001130000.0,895527600000.0,672269100000.0,164270030000.0,327193070000.0,738044940000.0,751213940000.0,92308140000.0,879983200000.0,686102100000.0,630379500000.0,519701040000.0
2094.0,453835620000.0,387862460000.0,873569650000.0,654375000000.0,150159750000.0,316465500000.0,713001860000.0,726501160000.0,87612570000.0,842218540000.0,672501200000.0,606379050000.0,490813800000.0
2095.0,438511630000.0,368493430000.0,856262640000.0,631896300000.0,137621770000.0,307578400000.0,689055330000.0,705131900000.0,82477670000.0,808591100000.0,649150000000.0,575948850000.0,469866600000.0
2096.0,415867370000.0,349996060000.0,837613400000.0,617997400000.0,125751820000.0,292839060000.0,668457240000.0,680836660000.0,79351460000.0,801094500000.0,632941700000.0,552380600000.0,446377300000.0
2097.0,397923320000.0,326664780000.0,820699700000.0,602932640000.0,118033950000.0,280407200000.0,649479500000.0,654726700000.0,75581374000.0,789824400000.0,614551100000.0,531540840000.0,427464850000.0
2098.0,383246240000.0,306964200000.0,803559200000.0,590157800000.0,107611100000.0,266635800000.0,627352200000.0,630130700000.0,72123100000.0,767926000000.0,597843050000.0,504047080000.0,402244240000.0
2099.0,369430360000.0,292550900000.0,786789500000.0,575903960000.0,101075124000.0,256359990000.0,611270460000.0,612929500000.0,67985290000.0,755094260000.0,582753600000.0,479394300000.0,384827420000.0
2100.0,354981000000.0,278252000000.0,768592000000.0,556357200000.0,93949530000.0,243622640000.0,593702500000.0,589487800000.0,66733347000.0,742024500000.0,555188160000.0,456539670000.0,362602460000.0
