time,CESM2,BCC-CSM2-MR,MPI-ESM1-2-HR,INM-CM5-0,CAMS-CSM1-0,NORESM2-MM,FGOALS-F3-L,EC-EARTH3-VEG,GFDL-ESM4,CESM2-WACCM,EC-EARTH3,INM-CM4-8,MRI-ESM2-0
2010.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0
2011.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0
2012.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0
2013.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0
2014.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0
2015.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0
2016.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0
2017.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0
2018.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0
2019.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0
2020.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0
2021.0,7312632700000.0,7308288000000.0,7309551000000.0,7277399500000.0,7293899400000.0,7320204000000.0,7313326000000.0,7294837000000.0,7297753000000.0,7307262400000.0,7270428600000.0,7286548300000.0,7301472000000.0
2022.0,7274111000000.0,7290273000000.0,7290966000000.0,7250574300000.0,7273944400000.0,7320088000000.0,7289575600000.0,7270939000000.0,7290105000000.0,7304027000000.0,7223513000000.0,7271462000000.0,7297020000000.0
2023.0,7256717400000.0,7269685000000.0,7256650300000.0,7217031000000.0,7246939000000.0,7316772000000.0,7257616000000.0,7222907600000.0,7293178000000.0,7309797400000.0,7166779500000.0,7254673700000.0,7271574700000.0
2024.0,7258838000000.0,7252115000000.0,7241319000000.0,7201833000000.0,7215018700000.0,7310301000000.0,7239955400000.0,7179530000000.0,7290439600000.0,7292479000000.0,7100144000000.0,7228147000000.0,7246077500000.0
2025.0,7238836600000.0,7234792700000.0,7230577000000.0,7168365400000.0,7193845300000.0,7298374700000.0,7226138000000.0,7148538400000.0,7275179000000.0,7272232600000.0,7065326000000.0,7218661400000.0,7240670000000.0
2026.0,7227643500000.0,7209039000000.0,7209275000000.0,7137869700000.0,7169123500000.0,7273305300000.0,7222116500000.0,7112853000000.0,7260089600000.0,7263076000000.0,7029346300000.0,7207237000000.0,7227264500000.0
2027.0,7185952000000.0,7188869000000.0,7179473000000.0,7099829500000.0,7135931000000.0,7268318000000.0,7211795300000.0,7073545300000.0,7221556000000.0,7250424400000.0,6982199000000.0,7197243000000.0,7219787600000.0
2028.0,7154633000000.0,7175725000000.0,7153392300000.0,7069284400000.0,7120272500000.0,7244723000000.0,7174309000000.0,7039320000000.0,7193135000000.0,7249477000000.0,6943153300000.0,7179700500000.0,7173090000000.0
2029.0,7134025600000.0,7168022500000.0,7130678000000.0,7039552000000.0,7073827400000.0,7224730600000.0,7173165000000.0,6984223400000.0,7163268000000.0,7223999000000.0,6886076700000.0,7173069000000.0,7127370300000.0
2030.0,7094854500000.0,7165608700000.0,7124876000000.0,7004919700000.0,7056526400000.0,7218008000000.0,7133504500000.0,6953413000000.0,7143304500000.0,7224030000000.0,6836139000000.0,7170829600000.0,7095421000000.0
2031.0,7058905000000.0,7146920000000.0,7110091000000.0,6965972400000.0,7038936500000.0,7203704500000.0,7093955000000.0,6920150700000.0,7130866000000.0,7223992400000.0,6766609300000.0,7133994000000.0,7066153400000.0
2032.0,7027307300000.0,7110701600000.0,7099850400000.0,6936592000000.0,7024184700000.0,7199846300000.0,7075608000000.0,6889582000000.0,7126423000000.0,7207050000000.0,6712332000000.0,7119149500000.0,6995964000000.0
2033.0,6985160300000.0,7088432000000.0,7084285400000.0,6911606000000.0,7005127000000.0,7196058000000.0,7069715400000.0,6845986500000.0,7121410000000.0,7216854000000.0,6674606000000.0,7115093600000.0,6983804000000.0
2034.0,6954377300000.0,7056345500000.0,7040918400000.0,6903371400000.0,6980591000000.0,7176389000000.0,7030247000000.0,6795708300000.0,7082819500000.0,7190544400000.0,6610618400000.0,7092150000000.0,6943485700000.0
2035.0,6906333000000.0,7050687400000.0,7022070700000.0,6858525000000.0,6944169000000.0,7170715300000.0,7003778000000.0,6760623000000.0,7068679400000.0,7156414300000.0,6551852500000.0,7069218400000.0,6894425500000.0
2036.0,6872531700000.0,7024041000000.0,7010151600000.0,6823224000000.0,6924724600000.0,7149444400000.0,6983308000000.0,6740872500000.0,7071990300000.0,7144505600000.0,6494617600000.0,7054740000000.0,6860344700000.0
2037.0,6843142000000.0,6995866000000.0,6990861400000.0,6789811000000.0,6894153000000.0,7128878000000.0,6944996000000.0,6699089000000.0,7055998000000.0,7136064000000.0,6430286000000.0,7026038000000.0,6820693300000.0
2038.0,6818222000000.0,6977133500000.0,6977323000000.0,6744757000000.0,6874507000000.0,7110654400000.0,6912624000000.0,6669606600000.0,7043991000000.0,7099627600000.0,6345188700000.0,6998039000000.0,6740170000000.0
2039.0,6769719400000.0,6962826700000.0,6944168300000.0,6704874400000.0,6849463600000.0,7106193000000.0,6878249600000.0,6629850300000.0,7020030700000.0,7088747600000.0,6261756700000.0,6980601000000.0,6702217000000.0
2040.0,6747413500000.0,6936981000000.0,6920034000000.0,6672041000000.0,6825416600000.0,7096172000000.0,6829914500000.0,6565904000000.0,6998967500000.0,7067817000000.0,6168927000000.0,6968401500000.0,6644394000000.0
2041.0,6730463000000.0,6901688000000.0,6879285000000.0,6645197300000.0,6792642000000.0,7061914000000.0,6810090600000.0,6481013400000.0,6975447400000.0,7052869500000.0,6065014000000.0,6949718000000.0,6591699000000.0
2042.0,6665784500000.0,6866120000000.0,6833591300000.0,6628437400000.0,6758593000000.0,7076919000000.0,6790890000000.0,6412065300000.0,6955167400000.0,7029061600000.0,5981758000000.0,6946162000000.0,6541929300000.0
2043.0,6635462000000.0,6836664700000.0,6779493700000.0,6593872000000.0,6729681600000.0,7057724400000.0,6745045000000.0,6341156400000.0,6926988500000.0,7004539000000.0,5891549000000.0,6932134400000.0,6482407000000.0
2044.0,6601517300000.0,6796814600000.0,6763975300000.0,6571967000000.0,6699855400000.0,7058440600000.0,6692241700000.0,6276900700000.0,6918590000000.0,7007121700000.0,5799346700000.0,6905695000000.0,6422884000000.0
2045.0,6557237000000.0,6786293700000.0,6720349000000.0,6549158000000.0,6670405600000.0,7056722000000.0,6651841600000.0,6196139400000.0,6884916000000.0,6958052500000.0,5713936500000.0,6855827400000.0,6371160400000.0
2046.0,6514435000000.0,6757542000000.0,6666941000000.0,6502881400000.0,6651265400000.0,7052159000000.0,6610481000000.0,6140077300000.0,6859920500000.0,6947021000000.0,5626414000000.0,6822104000000.0,6328858000000.0
2047.0,6489769500000.0,6712501000000.0,6628170000000.0,6479962700000.0,6625087000000.0,7055471000000.0,6594479000000.0,6052592500000.0,6821303500000.0,6926304000000.0,5525938000000.0,6801969400000.0,6236505000000.0
2048.0,6459591000000.0,6682619400000.0,6598108400000.0,6443578000000.0,6596997400000.0,7039690000000.0,6557219000000.0,5976729000000.0,6782536000000.0,6883053000000.0,5428439700000.0,6776806700000.0,6171742700000.0
2049.0,6447650300000.0,6658579000000.0,6568294000000.0,6422902300000.0,6571233000000.0,6992594700000.0,6508970500000.0,5883709400000.0,6746451500000.0,6846946000000.0,5338334000000.0,6759987500000.0,6086430000000.0
2050.0,6415192000000.0,6629852400000.0,6541853300000.0,6354218000000.0,6545487000000.0,6977302300000.0,6472863000000.0,5778531000000.0,6720915500000.0,6832195000000.0,5238041300000.0,6736574400000.0,6002090400000.0
2051.0,6384133300000.0,6601499500000.0,6490605000000.0,6313005000000.0,6493140700000.0,6951226300000.0,6409436000000.0,5671310000000.0,6700479300000.0,6817257000000.0,5133948000000.0,6702370400000.0,5931995000000.0
2052.0,6329082000000.0,6541726400000.0,6447761500000.0,6266872000000.0,6462089000000.0,6921901300000.0,6373073000000.0,5575095600000.0,6642148600000.0,6810551500000.0,5042438000000.0,6668989500000.0,5853215000000.0
2053.0,6263040000000.0,6510416000000.0,6411489000000.0,6238265000000.0,6423475000000.0,6902389000000.0,6335603000000.0,5474962400000.0,6585368700000.0,6787199000000.0,4955634000000.0,6630143400000.0,5747011000000.0
2054.0,6219446600000.0,6477812000000.0,6341012000000.0,6198862000000.0,6385612000000.0,6868663000000.0,6299965700000.0,5353787000000.0,6528566000000.0,6739444400000.0,4854732300000.0,6579073600000.0,5671259500000.0
2055.0,6176909600000.0,6420992400000.0,6280913000000.0,6160768000000.0,6319292500000.0,6858131000000.0,6265669000000.0,5220031500000.0,6499453000000.0,6718822000000.0,4731595000000.0,6548349000000.0,5581921300000.0
2056.0,6110024600000.0,6363717000000.0,6255510000000.0,6101492300000.0,6286515600000.0,6843972700000.0,6236989000000.0,5103164600000.0,6476605700000.0,6694349000000.0,4630339600000.0,6515809300000.0,5491373600000.0
2057.0,6060443700000.0,6298519700000.0,6193990300000.0,6065828000000.0,6261061500000.0,6821925000000.0,6180933500000.0,5009023400000.0,6478231000000.0,6690137000000.0,4515588000000.0,6462452500000.0,5385608000000.0
2058.0,6019570000000.0,6205998600000.0,6121724000000.0,6033974500000.0,6213616500000.0,6790077000000.0,6134996400000.0,4906052000000.0,6439546000000.0,6662582700000.0,4392051800000.0,6414654000000.0,5263252000000.0
2059.0,5975658500000.0,6141958000000.0,6090263600000.0,5999158600000.0,6171365000000.0,6750559300000.0,6109866000000.0,4775140000000.0,6393020000000.0,6616051000000.0,4268647300000.0,6383467000000.0,5156635700000.0
2060.0,5926611000000.0,6067904000000.0,6046134000000.0,5961849000000.0,6141757000000.0,6704257300000.0,6074401300000.0,4641168000000.0,6361009600000.0,6594407000000.0,4150152700000.0,6358071000000.0,5071884000000.0
2061.0,5867756300000.0,6000134000000.0,5999920000000.0,5903718000000.0,6097967500000.0,6686500000000.0,6023933000000.0,4512649000000.0,6308163000000.0,6543951500000.0,4040782800000.0,6309002300000.0,4959014000000.0
2062.0,5788118500000.0,5935992000000.0,5927916300000.0,5858466500000.0,6061474000000.0,6661691000000.0,5990804600000.0,4359012000000.0,6263096700000.0,6533680700000.0,3921620800000.0,6263413400000.0,4885366000000.0
2063.0,5745980500000.0,5895405700000.0,5896979600000.0,5817870300000.0,6027098000000.0,6605267000000.0,5943520700000.0,4221727400000.0,6202804000000.0,6508607000000.0,3801560400000.0,6177933500000.0,4792662000000.0
2064.0,5688933000000.0,5853596000000.0,5861895300000.0,5761364000000.0,5972809500000.0,6568721500000.0,5898106000000.0,4059597600000.0,6164086000000.0,6437922000000.0,3671241300000.0,6124084400000.0,4708035500000.0
2065.0,5615468400000.0,5793844300000.0,5818382000000.0,5706395700000.0,5930003500000.0,6527371000000.0,5824340000000.0,3885861200000.0,6130188700000.0,6394556700000.0,3544155400000.0,6056532500000.0,4591084600000.0
2066.0,5544439000000.0,5732718000000.0,5770579500000.0,5662027000000.0,5913700000000.0,6493861000000.0,5776528600000.0,3695353300000.0,6071509000000.0,6328985000000.0,3401942300000.0,5966780000000.0,4491626700000.0
2067.0,5456773000000.0,5653471400000.0,5735902600000.0,5629056400000.0,5875330000000.0,6433494000000.0,5733184700000.0,3544804500000.0,6037400000000.0,6273038000000.0,3288304500000.0,5887342000000.0,4426567000000.0
2068.0,5408034400000.0,5575134400000.0,5686752000000.0,5576686000000.0,5812599000000.0,6381073000000.0,5699274000000.0,3398448000000.0,5974406000000.0,6222803000000.0,3176943000000.0,5842872000000.0,4322643700000.0
2069.0,5311511400000.0,5499080000000.0,5645217600000.0,5523212600000.0,5776781300000.0,6317012000000.0,5606261400000.0,3239402300000.0,5933439600000.0,6179242600000.0,3044076000000.0,5776079000000.0,4218472000000.0
2070.0,5225220400000.0,5465664700000.0,5595310000000.0,5460198000000.0,5685774000000.0,6237960300000.0,5504131700000.0,3087312000000.0,5862961000000.0,6096442000000.0,2920362000000.0,5710348300000.0,4105941500000.0
2071.0,5121623000000.0,5396361000000.0,5544459000000.0,5403991000000.0,5632151000000.0,6175766600000.0,5430132000000.0,2905377300000.0,5787915600000.0,6040546400000.0,2807708000000.0,5632914000000.0,3987568600000.0
2072.0,5068469300000.0,5341699400000.0,5498981600000.0,5350078500000.0,5592173000000.0,6137839600000.0,5330819400000.0,2719932500000.0,5730684400000.0,5969908600000.0,2684769000000.0,5565197600000.0,3902604800000.0
2073.0,5004814500000.0,5256992000000.0,5461125000000.0,5300534400000.0,5565148000000.0,6085232600000.0,5249550500000.0,2533623000000.0,5675553400000.0,5916594300000.0,2567852300000.0,5459878600000.0,3815243300000.0
2074.0,4906983000000.0,5162788700000.0,5417400300000.0,5250604000000.0,5504524400000.0,6007236300000.0,5149944700000.0,2349261000000.0,5609948700000.0,5844121400000.0,2455565200000.0,5351718000000.0,3695958800000.0
2075.0,4816390600000.0,5087766000000.0,5376296600000.0,5201121000000.0,5461382000000.0,5952538400000.0,5068307000000.0,2164147600000.0,5540471000000.0,5778671400000.0,2346553000000.0,5255500000000.0,3623493000000.0
2076.0,4752803000000.0,5010001000000.0,5334196000000.0,5153729500000.0,5415159000000.0,5868938600000.0,5004396600000.0,1998761100000.0,5443902000000.0,5741302000000.0,2248763000000.0,5187308600000.0,3505475000000.0
2077.0,4678063500000.0,4956537500000.0,5286870400000.0,5093212000000.0,5366748000000.0,5798709700000.0,4905594500000.0,1849618100000.0,5353967000000.0,5680753300000.0,2149054800000.0,5111137400000.0,3389316000000.0
2078.0,4607093000000.0,4907601500000.0,5237346700000.0,5039297400000.0,5321057600000.0,5753808600000.0,4835526000000.0,1722736800000.0,5273765300000.0,5612168500000.0,2047474700000.0,5061048000000.0,3285889300000.0
2079.0,4518844000000.0,4825340000000.0,5211108700000.0,4994196000000.0,5302142400000.0,5709055000000.0,4765608000000.0,1595115000000.0,5208100000000.0,5564350000000.0,1945851700000.0,5003436000000.0,3193958800000.0
2080.0,4427915700000.0,4729820700000.0,5181031300000.0,4928648000000.0,5241556000000.0,5657390000000.0,4680550700000.0,1460529500000.0,5153643600000.0,5531933000000.0,1841539800000.0,4916914400000.0,3077335400000.0
2081.0,4352096900000.0,4630808400000.0,5142721000000.0,4885458700000.0,5156835400000.0,5568556700000.0,4604628600000.0,1341906600000.0,5072131000000.0,5458148000000.0,1744449300000.0,4849220000000.0,2956346000000.0
2082.0,4264503800000.0,4553665000000.0,5105231000000.0,4829247000000.0,5110804000000.0,5511650000000.0,4529822000000.0,1228587700000.0,5020308000000.0,5418440000000.0,1648166200000.0,4753688000000.0,2861556800000.0
2083.0,4166975800000.0,4461153000000.0,5071221000000.0,4769210400000.0,5054989300000.0,5409181500000.0,4406684700000.0,1131592300000.0,4952088400000.0,5364609700000.0,1559387800000.0,4656792600000.0,2759980500000.0
2084.0,4092884000000.0,4358478200000.0,5028874600000.0,4702842000000.0,5000700000000.0,5338843600000.0,4333279600000.0,1051160150000.0,4887451000000.0,5298063000000.0,1476568500000.0,4554528700000.0,2666021500000.0
2085.0,4012425300000.0,4285322200000.0,4980213000000.0,4650430400000.0,4972669000000.0,5242832000000.0,4276175500000.0,966666550000.0,4856749000000.0,5206864600000.0,1381735500000.0,4465362500000.0,2591376800000.0
2086.0,3901155000000.0,4183392300000.0,4923758500000.0,4583397000000.0,4930669600000.0,5155963500000.0,4201614000000.0,889029850000.0,4802387000000.0,5108421600000.0,1297171900000.0,4380007000000.0,2506042400000.0
2087.0,3836146000000.0,4115026100000.0,4861740000000.0,4518958300000.0,4903301300000.0,5077894400000.0,4091420900000.0,806464650000.0,4745214300000.0,5027096000000.0,1200482500000.0,4298405300000.0,2434226700000.0
2088.0,3727966900000.0,4017666400000.0,4794601000000.0,4459897000000.0,4866221000000.0,5013100000000.0,4021624200000.0,715507000000.0,4659494000000.0,4950624000000.0,1112986500000.0,4232695300000.0,2379493400000.0
2089.0,3607924800000.0,3913762500000.0,4746327400000.0,4402775600000.0,4828125700000.0,4920869000000.0,3959826200000.0,642740500000.0,4597739400000.0,4899887000000.0,1025479600000.0,4152568300000.0,2304110000000.0
2090.0,3517496400000.0,3827861300000.0,4659443000000.0,4339870700000.0,4748578700000.0,4850900000000.0,3904634600000.0,579104900000.0,4540312000000.0,4822597000000.0,947195100000.0,4065492200000.0,2234308600000.0
2091.0,3445615000000.0,3753670000000.0,4584002000000.0,4294597000000.0,4673492000000.0,4720184000000.0,3813381000000.0,514013720000.0,4462984000000.0,4756893000000.0,872843500000.0,3997240100000.0,2146514100000.0
2092.0,3379874000000.0,3674398000000.0,4524944700000.0,4236264600000.0,4620237700000.0,4599557700000.0,3746294700000.0,452210920000.0,4377511700000.0,4690877000000.0,802571100000.0,3913556700000.0,2078930900000.0
2093.0,3318319700000.0,3614071300000.0,4463438000000.0,4191878000000.0,4566421600000.0,4504073000000.0,3665402300000.0,400338030000.0,4320305300000.0,4629268500000.0,733561900000.0,3839196000000.0,2010355100000.0
2094.0,3244978300000.0,3567962300000.0,4406967300000.0,4136223400000.0,4489238000000.0,4428451000000.0,3612158700000.0,349494380000.0,4254469700000.0,4548941300000.0,670016700000.0,3751623000000.0,1957161700000.0
2095.0,3171505100000.0,3472741600000.0,4356799500000.0,4085381900000.0,4403328700000.0,4330944700000.0,3564119000000.0,300527260000.0,4210397800000.0,4476094600000.0,608445500000.0,3682142000000.0,1911860600000.0
2096.0,3079806000000.0,3404892200000.0,4309839500000.0,4029049700000.0,4356905000000.0,4235852300000.0,3495212400000.0,258228500000.0,4142954700000.0,4412759000000.0,553781760000.0,3628019700000.0,1863803200000.0
2097.0,3010436300000.0,3343866000000.0,4270642000000.0,3986091000000.0,4319291400000.0,4115831500000.0,3432100400000.0,223060720000.0,4105018000000.0,4316161400000.0,499755160000.0,3538536600000.0,1809657900000.0
2098.0,2950586400000.0,3278447300000.0,4213532800000.0,3939243000000.0,4244844800000.0,4020418400000.0,3348869400000.0,188952610000.0,4052449800000.0,4201020400000.0,448637000000.0,3440863000000.0,1750367300000.0
2099.0,2880747600000.0,3187030400000.0,4158427500000.0,3878132000000.0,4191617800000.0,3912630000000.0,3288538000000.0,164236330000.0,3985429800000.0,4111772400000.0,401516000000.0,3376644400000.0,1695641000000.0
2100.0,2828408500000.0,3131682600000.0,4092063400000.0,3823039700000.0,4129800000000.0,3828373800000.0,3224125600000.0,143489970000.0,3937738200000.0,4001963400000.0,359045070000.0,3310030700000.0,1649960800000.0
