time,EC-EARTH3-VEG,GFDL-ESM4,CAMS-CSM1-0,MRI-ESM2-0
2053.0,5602676000000.0,6550834000000.0,6459149000000.0,6184208000000.0
2054.0,5525551400000.0,6516170000000.0,6419963700000.0,6136768500000.0
2055.0,5414466000000.0,6504337400000.0,6390677500000.0,6092161000000.0
2056.0,5324273600000.0,6479802000000.0,6389391000000.0,6035641000000.0
2057.0,5217669000000.0,6474550000000.0,6376634400000.0,5995595000000.0
2058.0,5117349000000.0,6463989000000.0,6325218000000.0,5929824000000.0
2059.0,5046802000000.0,6438004000000.0,6278449500000.0,5882360400000.0
2060.0,4980714000000.0,6439887700000.0,6240646700000.0,5812451000000.0
2061.0,4882457700000.0,6429578600000.0,6205917000000.0,5740700000000.0
2062.0,4785654700000.0,6420786000000.0,6171357000000.0,5660381000000.0
2063.0,4704064000000.0,6401210400000.0,6143474000000.0,5596798000000.0
2064.0,4628131000000.0,6391638000000.0,6113950000000.0,5511619000000.0
2065.0,4536195000000.0,6378306400000.0,6082132000000.0,5447521000000.0
2066.0,4447545000000.0,6360871700000.0,6045615000000.0,5359030000000.0
2067.0,4367775700000.0,6354376000000.0,6021323000000.0,5331904000000.0
2068.0,4286311800000.0,6344807000000.0,5983107500000.0,5258907000000.0
2069.0,4211971000000.0,6302737600000.0,5970541000000.0,5205116600000.0
2070.0,4134554800000.0,6298360300000.0,5951724700000.0,5130396000000.0
2071.0,4048432400000.0,6278071000000.0,5918382600000.0,5063341000000.0
2072.0,3956649500000.0,6254799400000.0,5904839000000.0,5008500700000.0
2073.0,3879111000000.0,6236640000000.0,5883432500000.0,4945820000000.0
2074.0,3820201400000.0,6218428400000.0,5848671700000.0,4891291400000.0
2075.0,3767469900000.0,6200133000000.0,5819991000000.0,4823747000000.0
2076.0,3699415400000.0,6193718000000.0,5780366400000.0,4756140500000.0
2077.0,3633708800000.0,6173948000000.0,5754931600000.0,4704420500000.0
2078.0,3555842600000.0,6157420700000.0,5748367000000.0,4637307000000.0
2079.0,3489013400000.0,6158453000000.0,5724138000000.0,4557473600000.0
2080.0,3436411000000.0,6138550000000.0,5729660400000.0,4502899000000.0
2081.0,3396661700000.0,6122521000000.0,5712464300000.0,4469552600000.0
2082.0,3349854000000.0,6097326000000.0,5706561000000.0,4432092000000.0
2083.0,3291283200000.0,6086375000000.0,5687960700000.0,4387103800000.0
2084.0,3223996600000.0,6070216400000.0,5676642300000.0,4357511000000.0
2085.0,3164379800000.0,6062041000000.0,5655337400000.0,4345963000000.0
2086.0,3117271000000.0,6050092000000.0,5627166000000.0,4300481000000.0
2087.0,3055041600000.0,6037481000000.0,5607393300000.0,4276404600000.0
2088.0,3007483500000.0,6037345700000.0,5602149000000.0,4249991000000.0
2089.0,2947567300000.0,6007489600000.0,5568011400000.0,4233881000000.0
2090.0,2887778800000.0,6002517700000.0,5555873000000.0,4201551500000.0
2091.0,2834045000000.0,5983925400000.0,5528350600000.0,4180857800000.0
2092.0,2775306200000.0,5964522600000.0,5530919000000.0,4163893200000.0
2093.0,2720801800000.0,5952591000000.0,5514318000000.0,4140071600000.0
2094.0,2658172400000.0,5941000000000.0,5504632000000.0,4118249000000.0
2095.0,2614598600000.0,5929813000000.0,5482616500000.0,4077187200000.0
2096.0,2566397000000.0,5915751000000.0,5467734500000.0,4058050500000.0
2097.0,2502466200000.0,5903763400000.0,5449616000000.0,4029731000000.0
2098.0,2444702300000.0,5896181000000.0,5432100000000.0,3989661300000.0
2099.0,2397996600000.0,5879209400000.0,5420418600000.0,3962845800000.0
2100.0,2349887000000.0,5860320000000.0,5416623000000.0,3923662300000.0
