time,CESM2-WACCM,CANESM5,EC-EARTH3,MRI-ESM2-0,INM-CM4-8,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,CAMS-CSM1-0,TAIESM1,INM-CM5-0,NORESM2-MM,CMCC-CM2-SR5,IPSL-CM6A-LR,ACCESS-CM2,FGOALS-F3-L,GFDL-ESM4,EC-EARTH3-VEG
2010.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0
2011.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0
2012.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0
2013.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0
2014.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0
2015.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0
2016.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0
2017.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0
2018.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0
2019.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0
2020.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0
2021.0,7305863600000.0,7269163000000.0,7285361300000.0,7293532000000.0,7297281600000.0,7301544500000.0,7291326000000.0,7268279000000.0,7312047600000.0,7299899000000.0,7296036400000.0,7302463000000.0,7290360000000.0,7313511400000.0,7290916700000.0,7312314500000.0,7304841000000.0,7281452000000.0,7274315000000.0
2022.0,7289585500000.0,7227665500000.0,7258642000000.0,7275590700000.0,7286536000000.0,7281752700000.0,7289848700000.0,7235846500000.0,7296564000000.0,7283172000000.0,7246044000000.0,7285719400000.0,7281784000000.0,7297828000000.0,7284661000000.0,7308930000000.0,7289704000000.0,7284417000000.0,7247912500000.0
2023.0,7281933000000.0,7166503000000.0,7226362700000.0,7242184700000.0,7275277000000.0,7273610000000.0,7280003600000.0,7222351400000.0,7289962500000.0,7265713000000.0,7225455700000.0,7272113000000.0,7257277000000.0,7271003000000.0,7280091000000.0,7290296500000.0,7272023500000.0,7257649600000.0,7202099000000.0
2024.0,7266326500000.0,7103985500000.0,7189066400000.0,7180778500000.0,7265087000000.0,7273744000000.0,7279159000000.0,7193621000000.0,7292869000000.0,7248941000000.0,7182117500000.0,7245014000000.0,7252565600000.0,7260467600000.0,7269229000000.0,7266799000000.0,7252836000000.0,7247546500000.0,7154367000000.0
2025.0,7257298300000.0,7017195000000.0,7121817600000.0,7147312600000.0,7251833000000.0,7246243700000.0,7271300000000.0,7168880000000.0,7275053300000.0,7222766000000.0,7148654000000.0,7214909600000.0,7233758000000.0,7250028500000.0,7265411000000.0,7256046300000.0,7255084000000.0,7216553000000.0,7114250000000.0
2026.0,7249684600000.0,6934856000000.0,7061522000000.0,7101169500000.0,7249950000000.0,7224730000000.0,7283483300000.0,7136851500000.0,7269689300000.0,7199763000000.0,7111520000000.0,7191198700000.0,7208305700000.0,7243694000000.0,7261623000000.0,7241097300000.0,7228418400000.0,7205274000000.0,7057712300000.0
2027.0,7239539000000.0,6839799000000.0,7010904000000.0,7061855000000.0,7222810000000.0,7204361000000.0,7272279000000.0,7117088000000.0,7256722600000.0,7188266400000.0,7088659500000.0,7148552000000.0,7180253700000.0,7223890000000.0,7233606000000.0,7209128000000.0,7209431000000.0,7189442000000.0,7015098000000.0
2028.0,7237199000000.0,6749260600000.0,6988399400000.0,7016177000000.0,7205774000000.0,7198178000000.0,7261930400000.0,7097119400000.0,7222582000000.0,7168341300000.0,7018225000000.0,7115677000000.0,7164589000000.0,7200351700000.0,7216386000000.0,7177062300000.0,7179188000000.0,7170835300000.0,6965713400000.0
2029.0,7226765300000.0,6659631000000.0,6903182700000.0,6969940000000.0,7186840300000.0,7195411300000.0,7236348000000.0,7081015400000.0,7190495000000.0,7148690000000.0,6970122700000.0,7097532000000.0,7141948000000.0,7158708000000.0,7200718700000.0,7145893000000.0,7148788500000.0,7158349400000.0,6909327300000.0
2030.0,7216603000000.0,6580974000000.0,6841093300000.0,6912788000000.0,7167208300000.0,7177146000000.0,7217289000000.0,7058230300000.0,7177623300000.0,7116812000000.0,6923689000000.0,7045398000000.0,7110231000000.0,7102693600000.0,7165484500000.0,7127549600000.0,7139776500000.0,7128198700000.0,6845712000000.0
2031.0,7198920000000.0,6472823500000.0,6759921500000.0,6872303000000.0,7148975000000.0,7161465300000.0,7201799000000.0,7036255300000.0,7156450500000.0,7087804400000.0,6887133700000.0,6992957000000.0,7100844500000.0,7080087400000.0,7134876500000.0,7108029300000.0,7118762000000.0,7101701700000.0,6788811300000.0
2032.0,7186389400000.0,6386802000000.0,6675930000000.0,6827277300000.0,7120672500000.0,7149882700000.0,7189340600000.0,7001955000000.0,7136238000000.0,7070960000000.0,6826119000000.0,6971973400000.0,7098796600000.0,7039867000000.0,7109815000000.0,7082818000000.0,7080208500000.0,7084710600000.0,6740534000000.0
2033.0,7167132000000.0,6280262000000.0,6566708000000.0,6783938000000.0,7106954000000.0,7147610400000.0,7188405000000.0,6958687500000.0,7122460300000.0,7049114600000.0,6755617600000.0,6933818000000.0,7085409400000.0,7007049000000.0,7078270000000.0,7067061000000.0,7039616500000.0,7064727000000.0,6685232500000.0
2034.0,7152668000000.0,6181721000000.0,6473413300000.0,6735399500000.0,7087923000000.0,7133213000000.0,7164806600000.0,6925917400000.0,7101844000000.0,7019134000000.0,6690959000000.0,6889937600000.0,7050193000000.0,6963290700000.0,7063222000000.0,7024346000000.0,7026291000000.0,7042844600000.0,6628375000000.0
2035.0,7148095400000.0,6059350000000.0,6345737600000.0,6657012700000.0,7061331500000.0,7116604000000.0,7167543300000.0,6884784300000.0,7081794500000.0,6987709400000.0,6622563300000.0,6845073700000.0,7048385300000.0,6914750000000.0,7038207300000.0,7001416400000.0,6990876000000.0,7032259000000.0,6547364000000.0
2036.0,7123118000000.0,5949040400000.0,6236941000000.0,6608947000000.0,7034550000000.0,7099325600000.0,7157018300000.0,6874707500000.0,7057557000000.0,6969984300000.0,6555981300000.0,6803145400000.0,7026559000000.0,6871454000000.0,7006500400000.0,6976294000000.0,6946910000000.0,7029180600000.0,6487583000000.0
2037.0,7110932300000.0,5816392000000.0,6130601300000.0,6537170000000.0,6997331000000.0,7081231000000.0,7115309600000.0,6836206400000.0,7030117500000.0,6944941700000.0,6502677000000.0,6757372400000.0,6986692300000.0,6820424300000.0,6973731400000.0,6926996000000.0,6923873000000.0,7022854500000.0,6425107000000.0
2038.0,7084093500000.0,5675283000000.0,6028121300000.0,6466794000000.0,6990929000000.0,7080439000000.0,7086107300000.0,6790586600000.0,7005161000000.0,6930513000000.0,6415011000000.0,6690229000000.0,6948703000000.0,6746803300000.0,6954589600000.0,6901419000000.0,6888930000000.0,7007899000000.0,6343148700000.0
2039.0,7063520000000.0,5532041000000.0,5911027000000.0,6376258500000.0,6977684500000.0,7066458500000.0,7056810000000.0,6752801700000.0,6965764000000.0,6876897500000.0,6323509400000.0,6657351400000.0,6932055700000.0,6680213000000.0,6907115300000.0,6859202000000.0,6839341700000.0,6958536500000.0,6278170500000.0
2040.0,7042067000000.0,5399121000000.0,5785624500000.0,6258831000000.0,6968078000000.0,7048462000000.0,7031764000000.0,6704419300000.0,6920514000000.0,6864626500000.0,6227457000000.0,6624788300000.0,6895112000000.0,6615536000000.0,6852296000000.0,6833224000000.0,6809161600000.0,6933211000000.0,6189603600000.0
2041.0,7015140700000.0,5263850000000.0,5659391000000.0,6160327000000.0,6956397000000.0,7027835300000.0,6977156000000.0,6668432700000.0,6883156000000.0,6831716000000.0,6150092000000.0,6594797000000.0,6867952000000.0,6581750000000.0,6824358000000.0,6812128000000.0,6800784000000.0,6932937600000.0,6107860300000.0
2042.0,6981021600000.0,5121975500000.0,5529978500000.0,6056368400000.0,6923730000000.0,7005835600000.0,6959397300000.0,6631320500000.0,6820052000000.0,6804743400000.0,6073355300000.0,6536566000000.0,6848189600000.0,6522497700000.0,6760900300000.0,6792603000000.0,6782306500000.0,6929777000000.0,6013601000000.0
2043.0,6944820000000.0,4968855000000.0,5390172000000.0,5966899700000.0,6886551000000.0,6987080300000.0,6927379600000.0,6587915700000.0,6760789700000.0,6763571000000.0,5997620400000.0,6484670300000.0,6827951500000.0,6458591000000.0,6709771000000.0,6757601000000.0,6735651000000.0,6899659400000.0,5954189000000.0
2044.0,6920229400000.0,4814238000000.0,5257286000000.0,5852947000000.0,6863522400000.0,6930640000000.0,6870910600000.0,6551749000000.0,6729597000000.0,6729603500000.0,5874111000000.0,6438515600000.0,6798893400000.0,6385947000000.0,6654667000000.0,6713340000000.0,6678079600000.0,6857521000000.0,5878692000000.0
2045.0,6885264600000.0,4672531000000.0,5121929000000.0,5756213500000.0,6850451000000.0,6875676400000.0,6840639000000.0,6518612000000.0,6699685000000.0,6712082300000.0,5773652400000.0,6384445300000.0,6762473700000.0,6294846000000.0,6605893000000.0,6669777500000.0,6631477000000.0,6848300700000.0,5784228000000.0
2046.0,6854847000000.0,4523762400000.0,4973403300000.0,5632141000000.0,6823495600000.0,6821629700000.0,6791552000000.0,6477163500000.0,6659985000000.0,6671769300000.0,5683550000000.0,6356266400000.0,6722160700000.0,6214031000000.0,6536047400000.0,6610136000000.0,6589020400000.0,6831847000000.0,5689992300000.0
2047.0,6809574700000.0,4378656500000.0,4836887600000.0,5531350000000.0,6793183000000.0,6786072000000.0,6719046000000.0,6438600000000.0,6621994400000.0,6645459500000.0,5566490500000.0,6292757300000.0,6712602400000.0,6144953000000.0,6466883300000.0,6567131300000.0,6535873300000.0,6821494000000.0,5588511000000.0
2048.0,6793171000000.0,4225042700000.0,4713591300000.0,5419808300000.0,6768431000000.0,6760523400000.0,6677496600000.0,6401483000000.0,6580994600000.0,6622689000000.0,5443002300000.0,6237542000000.0,6693875400000.0,6055887000000.0,6409824500000.0,6537456600000.0,6475764000000.0,6820952000000.0,5500391400000.0
2049.0,6748449000000.0,4080657200000.0,4554104000000.0,5318776000000.0,6734224000000.0,6727224000000.0,6640453000000.0,6336860400000.0,6521012400000.0,6599670000000.0,5314805500000.0,6175518600000.0,6676512500000.0,6004647000000.0,6354131000000.0,6459380000000.0,6429069000000.0,6791721000000.0,5417211500000.0
2050.0,6736090000000.0,3936768800000.0,4415703000000.0,5181180000000.0,6697475600000.0,6687180700000.0,6577245400000.0,6268694600000.0,6486646300000.0,6572941500000.0,5207312300000.0,6114044000000.0,6658284600000.0,5936392000000.0,6298112400000.0,6409989000000.0,6347391000000.0,6749184000000.0,5292858300000.0
2051.0,6687637400000.0,3797286000000.0,4270811500000.0,5097188000000.0,6657082000000.0,6639536600000.0,6514531600000.0,6202955000000.0,6461295000000.0,6559173000000.0,5087526000000.0,6048114500000.0,6615357500000.0,5873802000000.0,6219040300000.0,6347982600000.0,6313796400000.0,6716172300000.0,5178224300000.0
2052.0,6639969000000.0,3653850000000.0,4137769800000.0,4992415000000.0,6636972300000.0,6581264600000.0,6475773000000.0,6123678600000.0,6412040000000.0,6532913000000.0,4966733000000.0,5995989300000.0,6591918000000.0,5800199000000.0,6150479000000.0,6278672300000.0,6252148000000.0,6692667400000.0,5056171000000.0
2053.0,6611437400000.0,3509039700000.0,4018835300000.0,4870437300000.0,6607085000000.0,6485132700000.0,6406349000000.0,6046550000000.0,6362865000000.0,6504273400000.0,4851444000000.0,5931360000000.0,6564141300000.0,5712932500000.0,6078365000000.0,6207528000000.0,6187181000000.0,6619879000000.0,4922955300000.0
2054.0,6558708700000.0,3377095000000.0,3890380000000.0,4782632700000.0,6564451700000.0,6438054000000.0,6362489700000.0,5988839600000.0,6326367300000.0,6485072000000.0,4724448300000.0,5874041000000.0,6538755300000.0,5603893700000.0,6007706600000.0,6093703500000.0,6116798400000.0,6569912000000.0,4804274300000.0
2055.0,6505720000000.0,3238541700000.0,3753095000000.0,4672844000000.0,6531073400000.0,6374483300000.0,6313327700000.0,5938781000000.0,6257993000000.0,6455980000000.0,4588865300000.0,5820582500000.0,6485345000000.0,5510649000000.0,5949194000000.0,5997176000000.0,6062834000000.0,6535687000000.0,4665085300000.0
2056.0,6459603600000.0,3105374600000.0,3644797500000.0,4567447600000.0,6478142400000.0,6306480500000.0,6259992000000.0,5869508000000.0,6206827500000.0,6415451000000.0,4462607300000.0,5757077600000.0,6449227400000.0,5439271500000.0,5869882300000.0,5912323400000.0,5987909500000.0,6459603600000.0,4543056700000.0
2057.0,6428623400000.0,2972262900000.0,3524319200000.0,4491888300000.0,6444808000000.0,6266017000000.0,6200068000000.0,5798704400000.0,6166366000000.0,6379770000000.0,4367967300000.0,5699494500000.0,6426383000000.0,5348676000000.0,5800710000000.0,5837004000000.0,5920085000000.0,6428748700000.0,4407542400000.0
2058.0,6372110000000.0,2831602000000.0,3395476300000.0,4393436000000.0,6380653000000.0,6219239000000.0,6127661000000.0,5730787700000.0,6127731300000.0,6349438600000.0,4233109400000.0,5642377500000.0,6393038000000.0,5259177000000.0,5722184000000.0,5766755000000.0,5866221700000.0,6412813500000.0,4267681800000.0
2059.0,6319889000000.0,2704092200000.0,3286576700000.0,4315073500000.0,6338550000000.0,6178479300000.0,6049771000000.0,5648631700000.0,6081131600000.0,6308500000000.0,4098621000000.0,5598727000000.0,6365199000000.0,5174771300000.0,5640574500000.0,5693025000000.0,5786316000000.0,6392762000000.0,4128177400000.0
2060.0,6226117000000.0,2576221700000.0,3174699400000.0,4210798600000.0,6262404700000.0,6141155700000.0,5975174000000.0,5540099400000.0,6033955000000.0,6272593700000.0,3945553700000.0,5534216000000.0,6327201000000.0,5066782700000.0,5569347000000.0,5607972000000.0,5709351600000.0,6366270300000.0,4007704100000.0
2061.0,6151857500000.0,2442767000000.0,3066560800000.0,4107491600000.0,6183798000000.0,6090860300000.0,5912402000000.0,5448336400000.0,5995967300000.0,6257557600000.0,3811140000000.0,5469259000000.0,6291501600000.0,4979261000000.0,5496034600000.0,5523101000000.0,5632494000000.0,6341735000000.0,3851977000000.0
2062.0,6077178400000.0,2317838200000.0,2960745600000.0,4005641300000.0,6082694500000.0,6052320400000.0,5807683000000.0,5344436700000.0,5947316500000.0,6201681000000.0,3697915000000.0,5415203000000.0,6250444000000.0,4874493000000.0,5414024400000.0,5423995000000.0,5557132500000.0,6296399000000.0,3711204900000.0
2063.0,6013599600000.0,2191756600000.0,2876551700000.0,3905392700000.0,5988104000000.0,6016146600000.0,5693007500000.0,5285072600000.0,5896250300000.0,6170932000000.0,3595563000000.0,5348111400000.0,6193303500000.0,4746213600000.0,5321444600000.0,5338924000000.0,5452986300000.0,6250064500000.0,3597335300000.0
2064.0,5955115000000.0,2063589300000.0,2765278400000.0,3813149200000.0,5873149000000.0,5964572400000.0,5604967400000.0,5160206000000.0,5844656700000.0,6110869700000.0,3480647400000.0,5282090500000.0,6132066000000.0,4634483600000.0,5241535000000.0,5247457000000.0,5370704600000.0,6190086500000.0,3464195700000.0
2065.0,5886388000000.0,1938016600000.0,2666522500000.0,3720170400000.0,5767856400000.0,5905373000000.0,5483685000000.0,5082829000000.0,5804756000000.0,6060172000000.0,3347769500000.0,5225927000000.0,6112952000000.0,4531597300000.0,5164367300000.0,5148289000000.0,5302980700000.0,6149560000000.0,3327312500000.0
2066.0,5783404000000.0,1815631800000.0,2564974700000.0,3637560000000.0,5659557400000.0,5857395300000.0,5370423500000.0,4967040000000.0,5758252000000.0,6020953300000.0,3220749000000.0,5167108300000.0,6077313000000.0,4435609000000.0,5100309000000.0,5022982000000.0,5241836700000.0,6094646000000.0,3201858000000.0
2067.0,5700391000000.0,1705569300000.0,2451801600000.0,3549628200000.0,5555513500000.0,5765755600000.0,5278880000000.0,4872358300000.0,5727813000000.0,5978982000000.0,3099413700000.0,5108630300000.0,6018415000000.0,4327573000000.0,5000443000000.0,4883308000000.0,5169587000000.0,6051721600000.0,3068336000000.0
2068.0,5617155600000.0,1590051600000.0,2318336800000.0,3456403500000.0,5455194000000.0,5714913300000.0,5189283600000.0,4823475300000.0,5671731300000.0,5931734000000.0,2991124000000.0,5061549000000.0,5957407500000.0,4214198000000.0,4909396000000.0,4730001600000.0,5108335600000.0,6001912700000.0,2931425300000.0
2069.0,5545320000000.0,1485344600000.0,2213134700000.0,3369842200000.0,5368793500000.0,5636334600000.0,5084793500000.0,4765327000000.0,5618328000000.0,5896748400000.0,2859872800000.0,5000437700000.0,5905296400000.0,4102670300000.0,4815632500000.0,4563455000000.0,5065416000000.0,5960980000000.0,2800486700000.0
2070.0,5484482400000.0,1382438500000.0,2092034000000.0,3282926600000.0,5281764300000.0,5562346500000.0,5003658000000.0,4684860000000.0,5560980000000.0,5867423000000.0,2719134800000.0,4944451600000.0,5824916000000.0,3983988800000.0,4704583500000.0,4383256300000.0,4987495000000.0,5928416000000.0,2688288300000.0
2071.0,5402630000000.0,1286247800000.0,1974917700000.0,3193062300000.0,5170526000000.0,5482696700000.0,4887389000000.0,4594213600000.0,5506225700000.0,5807365000000.0,2582572000000.0,4870616000000.0,5761283400000.0,3882863600000.0,4608735000000.0,4206489000000.0,4903020300000.0,5859414400000.0,2562814600000.0
2072.0,5307443400000.0,1198607000000.0,1865232800000.0,3101262000000.0,5084561300000.0,5401406300000.0,4771271000000.0,4514482500000.0,5453177000000.0,5726200000000.0,2475522000000.0,4806631000000.0,5711017000000.0,3764535200000.0,4505424400000.0,4036845000000.0,4816261000000.0,5805585700000.0,2411519300000.0
2073.0,5223176700000.0,1119192100000.0,1752468200000.0,3022750000000.0,4960936000000.0,5314373000000.0,4653668400000.0,4451466000000.0,5392353000000.0,5681027000000.0,2339182000000.0,4738335600000.0,5642787500000.0,3645322600000.0,4396579800000.0,3861418600000.0,4729318400000.0,5762294000000.0,2262613000000.0
2074.0,5130104600000.0,1041729900000.0,1638824000000.0,2951511800000.0,4857141000000.0,5234674000000.0,4542113000000.0,4341340600000.0,5318110000000.0,5611148000000.0,2213101200000.0,4662733000000.0,5591427700000.0,3542204800000.0,4314498300000.0,3680950800000.0,4604220700000.0,5690370000000.0,2132507800000.0
2075.0,5021835000000.0,969026440000.0,1524124700000.0,2865923000000.0,4718120000000.0,5143102000000.0,4447672500000.0,4238240000000.0,5239963000000.0,5531937000000.0,2094720500000.0,4608120000000.0,5534049600000.0,3426800000000.0,4202828100000.0,3486799000000.0,4503631300000.0,5658752600000.0,2001168900000.0
2076.0,4937459700000.0,903236600000.0,1405612600000.0,2782535400000.0,4642000300000.0,5045964000000.0,4340892800000.0,4149336900000.0,5182852000000.0,5484007400000.0,1963145000000.0,4529202400000.0,5471961000000.0,3331037300000.0,4094527300000.0,3297622400000.0,4370053500000.0,5613823000000.0,1868262400000.0
2077.0,4824870400000.0,838565400000.0,1300565300000.0,2693323300000.0,4561495000000.0,4940277000000.0,4192867000000.0,4044661000000.0,5101223000000.0,5454473000000.0,1840019100000.0,4449001500000.0,5385855000000.0,3213810000000.0,4012009000000.0,3099702000000.0,4253422500000.0,5551064000000.0,1738420500000.0
2078.0,4705316500000.0,777011500000.0,1194944800000.0,2618072200000.0,4472768000000.0,4839366000000.0,4101003800000.0,3929481200000.0,5042952700000.0,5402132500000.0,1731002100000.0,4381442300000.0,5323424000000.0,3084276000000.0,3932481400000.0,2963651000000.0,4159462200000.0,5512152000000.0,1593554600000.0
2079.0,4600244500000.0,721228300000.0,1102064100000.0,2526180500000.0,4388797000000.0,4740128000000.0,4012617500000.0,3830908200000.0,4987971700000.0,5289143000000.0,1622466000000.0,4318384400000.0,5259112500000.0,2948154500000.0,3832555800000.0,2826965600000.0,4052031400000.0,5459582000000.0,1472365700000.0
2080.0,4509228000000.0,666759270000.0,1003828740000.0,2450909600000.0,4272602700000.0,4610433000000.0,3922888000000.0,3740197700000.0,4939542700000.0,5178036000000.0,1515130200000.0,4249909000000.0,5147494700000.0,2829084800000.0,3754156000000.0,2689854000000.0,3934127400000.0,5404031000000.0,1357874600000.0
2081.0,4394972600000.0,615538360000.0,907360100000.0,2366083700000.0,4185158800000.0,4491553000000.0,3808595800000.0,3644511200000.0,4877301300000.0,5137538500000.0,1408550200000.0,4178719300000.0,5030187400000.0,2707362200000.0,3633353000000.0,2562643500000.0,3806837000000.0,5357258700000.0,1235255800000.0
2082.0,4289160800000.0,568462200000.0,814364500000.0,2280272000000.0,4098937600000.0,4359653000000.0,3707000600000.0,3536360800000.0,4806974000000.0,5075752000000.0,1312101100000.0,4111250500000.0,4930701000000.0,2587716500000.0,3525573600000.0,2408386100000.0,3664635500000.0,5297316300000.0,1126940300000.0
2083.0,4160029700000.0,526284260000.0,723366250000.0,2194558600000.0,4007655400000.0,4248478000000.0,3600825500000.0,3417781800000.0,4719593400000.0,5038832000000.0,1228270300000.0,4050154200000.0,4816911700000.0,2477753600000.0,3410452300000.0,2249616300000.0,3524812000000.0,5242211000000.0,1009277800000.0
2084.0,4003475200000.0,485032700000.0,647830200000.0,2127063200000.0,3933925000000.0,4162664000000.0,3519559000000.0,3299951200000.0,4660589500000.0,4979886700000.0,1143872600000.0,3987133000000.0,4747257400000.0,2364849300000.0,3321761600000.0,2126839500000.0,3377443400000.0,5182287500000.0,906408000000.0
2085.0,3855474200000.0,446917080000.0,574875040000.0,2055950300000.0,3841169600000.0,4045322300000.0,3432685500000.0,3174614400000.0,4573019000000.0,4938805500000.0,1065302800000.0,3922648000000.0,4645490500000.0,2255824400000.0,3226899000000.0,1952564100000.0,3252386800000.0,5127164000000.0,807419100000.0
