time,INM-CM5-0,CAMS-CSM1-0,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,FGOALS-F3-L,ACCESS-CM2,EC-EARTH3-VEG,GFDL-ESM4,NORESM2-MM,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,ACCESS-ESM1-5,MRI-ESM2-0,INM-CM4-8,EC-EARTH3
2016.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0
2017.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0
2018.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0
2019.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0
2020.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0
2021.0,7281716500000.0,7286146000000.0,7308152000000.0,7289594400000.0,7295652000000.0,7294198000000.0,7297524000000.0,7256461000000.0,7304458500000.0,7295296000000.0,7266802000000.0,7297429400000.0,7286351700000.0,7305974000000.0,7309307000000.0,7290458000000.0,7263193000000.0
2022.0,7268371000000.0,7268843700000.0,7297226500000.0,7261994000000.0,7274527000000.0,7256458400000.0,7267598000000.0,7205874600000.0,7285185700000.0,7286476000000.0,7233534400000.0,7287740000000.0,7234485500000.0,7282806500000.0,7294394000000.0,7272643700000.0,7199797500000.0
2023.0,7233477300000.0,7247511400000.0,7285177000000.0,7245100000000.0,7282723700000.0,7230071000000.0,7250318500000.0,7142482000000.0,7270133400000.0,7290509300000.0,7222898700000.0,7282187000000.0,7203096400000.0,7265320000000.0,7280814700000.0,7279152700000.0,7133005300000.0
2024.0,7195724300000.0,7241786700000.0,7255620600000.0,7220223300000.0,7244039000000.0,7211979400000.0,7231510700000.0,7105375400000.0,7261323000000.0,7278885000000.0,7190534000000.0,7263588700000.0,7147085600000.0,7237563600000.0,7269103700000.0,7260126300000.0,7056535300000.0
2025.0,7195192000000.0,7222264000000.0,7261765000000.0,7179685000000.0,7215813500000.0,7196406000000.0,7212436600000.0,7026554000000.0,7247219400000.0,7264097000000.0,7161131000000.0,7252042000000.0,7082573600000.0,7222312600000.0,7249749000000.0,7248835000000.0,7014827000000.0
2026.0,7178209000000.0,7204127600000.0,7242028000000.0,7137926000000.0,7182308300000.0,7189938300000.0,7197962000000.0,6963938700000.0,7222026000000.0,7251550000000.0,7144453000000.0,7242895600000.0,6987114300000.0,7200843500000.0,7213370000000.0,7238232600000.0,6940167500000.0
2027.0,7139279500000.0,7174471000000.0,7212284000000.0,7115813000000.0,7156623500000.0,7170987400000.0,7158332000000.0,6907040000000.0,7197090600000.0,7234720400000.0,7104243000000.0,7231505000000.0,6910713000000.0,7184069000000.0,7175255600000.0,7216883600000.0,6877877400000.0
2028.0,7103740000000.0,7138554000000.0,7193978500000.0,7089224700000.0,7118505000000.0,7150599000000.0,7118999500000.0,6826162700000.0,7173286000000.0,7223377400000.0,7067941700000.0,7237522700000.0,6833270000000.0,7166234700000.0,7134398000000.0,7206571000000.0,6823144300000.0
2029.0,7065619000000.0,7100014000000.0,7154676300000.0,7054108400000.0,7117494300000.0,7110205600000.0,7096454600000.0,6772573600000.0,7148876600000.0,7190218300000.0,7041383400000.0,7228842000000.0,6766996000000.0,7155411300000.0,7105596000000.0,7186033000000.0,6762913600000.0
2030.0,7025728000000.0,7083181700000.0,7149855400000.0,7022164000000.0,7094357000000.0,7093357600000.0,7056001000000.0,6718257400000.0,7130469400000.0,7160568000000.0,7022000000000.0,7222258000000.0,6706521000000.0,7134484000000.0,7047573700000.0,7178222600000.0,6704218500000.0
2031.0,6991447600000.0,7071128000000.0,7116775500000.0,7000257700000.0,7086045000000.0,7050807000000.0,7017867500000.0,6670432000000.0,7115304000000.0,7147863700000.0,6963730000000.0,7216215600000.0,6607620000000.0,7119294000000.0,7020265600000.0,7171425700000.0,6643656000000.0
2032.0,6951554500000.0,7056441500000.0,7111670500000.0,6980947000000.0,7059331000000.0,7026054300000.0,6992778000000.0,6635036600000.0,7056419500000.0,7135414000000.0,6921838000000.0,7199800700000.0,6521285000000.0,7114400500000.0,6992317000000.0,7157110000000.0,6560700400000.0
2033.0,6915908700000.0,7019797400000.0,7079747600000.0,6961228000000.0,7022548000000.0,6989535000000.0,6957855000000.0,6597444600000.0,7039646000000.0,7129110000000.0,6885068000000.0,7182134300000.0,6434272000000.0,7103261000000.0,6952286400000.0,7128973000000.0,6500037000000.0
2034.0,6896990000000.0,6998466000000.0,7061461500000.0,6906556400000.0,7016076000000.0,6947351300000.0,6941163000000.0,6559926000000.0,7022495000000.0,7120834500000.0,6855406400000.0,7170461500000.0,6330880400000.0,7105928500000.0,6896934000000.0,7112076300000.0,6429237300000.0
2035.0,6869635000000.0,6972422000000.0,7042401600000.0,6879378400000.0,7013805000000.0,6912917000000.0,6913302000000.0,6517475500000.0,6992511000000.0,7127160000000.0,6803182600000.0,7146675600000.0,6224891000000.0,7091476500000.0,6841266300000.0,7117523000000.0,6370706000000.0
2036.0,6826190400000.0,6949183700000.0,7024835000000.0,6851973300000.0,6990778600000.0,6896020000000.0,6868714000000.0,6488279000000.0,6969988500000.0,7106852300000.0,6760775000000.0,7129951400000.0,6140834000000.0,7070901300000.0,6785649300000.0,7101058000000.0,6293411000000.0
2037.0,6784983000000.0,6926083000000.0,7007970500000.0,6824926400000.0,6976325600000.0,6864781700000.0,6808810300000.0,6466410000000.0,6959140400000.0,7084725000000.0,6701111600000.0,7115635000000.0,6039115700000.0,7076443600000.0,6749901300000.0,7099138400000.0,6228589000000.0
2038.0,6748753000000.0,6883212500000.0,6981722000000.0,6797914500000.0,6965708700000.0,6840838000000.0,6762999600000.0,6428855600000.0,6948345000000.0,7061083000000.0,6651980500000.0,7082218000000.0,5946619700000.0,7072280000000.0,6711852000000.0,7088790600000.0,6166431000000.0
2039.0,6711274400000.0,6845920000000.0,6939453400000.0,6773905300000.0,6953806300000.0,6827639600000.0,6707989700000.0,6409191000000.0,6915093400000.0,7048346500000.0,6610265600000.0,7072767300000.0,5838131000000.0,7064259700000.0,6636439000000.0,7077448600000.0,6095214500000.0
2040.0,6701120000000.0,6807907000000.0,6886367000000.0,6754562000000.0,6927421000000.0,6772003000000.0,6661340700000.0,6392101500000.0,6906238000000.0,7040708000000.0,6575362700000.0,7028260000000.0,5742796000000.0,7064899300000.0,6566787000000.0,7059411600000.0,6012769000000.0
2041.0,6674601500000.0,6777624000000.0,6869417000000.0,6706386000000.0,6921765500000.0,6753993400000.0,6600935300000.0,6364333600000.0,6894839700000.0,7019406000000.0,6528938000000.0,6986500000000.0,5622409000000.0,7053929000000.0,6519971000000.0,7056673000000.0,5942298000000.0
2042.0,6644521500000.0,6738884000000.0,6860656600000.0,6666071300000.0,6907824700000.0,6714007500000.0,6535879000000.0,6331207000000.0,6882813500000.0,7003660000000.0,6462936400000.0,6967972600000.0,5487318300000.0,7044399600000.0,6486949400000.0,7042300400000.0,5886632300000.0
2043.0,6631495600000.0,6713629000000.0,6851356000000.0,6621150000000.0,6882846600000.0,6677314000000.0,6462984700000.0,6294108000000.0,6865277700000.0,6988563500000.0,6423066400000.0,6928473000000.0,5364934000000.0,7018184700000.0,6454704600000.0,7035102400000.0,5835535000000.0
2044.0,6607237300000.0,6673786700000.0,6832984000000.0,6590141300000.0,6816449000000.0,6668854000000.0,6409291300000.0,6277502000000.0,6842331000000.0,6957368300000.0,6377290300000.0,6894208400000.0,5233321700000.0,6993086000000.0,6395389000000.0,7025678000000.0,5763014600000.0
2045.0,6581153000000.0,6641278000000.0,6811488400000.0,6553310000000.0,6790251500000.0,6655385300000.0,6347276000000.0,6265711400000.0,6823056000000.0,6939901000000.0,6342775000000.0,6858034000000.0,5098803000000.0,6982520500000.0,6346081600000.0,7012707000000.0,5697296700000.0
2046.0,6553964400000.0,6629527400000.0,6796372600000.0,6509139300000.0,6772218000000.0,6632540500000.0,6272544400000.0,6234291300000.0,6801488600000.0,6905431300000.0,6293079000000.0,6834154000000.0,4980756000000.0,6946566000000.0,6280470000000.0,7000578000000.0,5621647700000.0
2047.0,6528371000000.0,6598971000000.0,6767141500000.0,6453735000000.0,6742961000000.0,6594944300000.0,6221861000000.0,6210444000000.0,6776508400000.0,6886811000000.0,6240927000000.0,6793404600000.0,4875875000000.0,6917580000000.0,6204073400000.0,6984215600000.0,5535886000000.0
2048.0,6502193000000.0,6574146300000.0,6733964500000.0,6432987000000.0,6686219700000.0,6557368000000.0,6146873600000.0,6165148700000.0,6763565300000.0,6865731700000.0,6209099300000.0,6747174500000.0,4744724600000.0,6886108000000.0,6124593500000.0,6982009000000.0,5469288000000.0
2049.0,6480938400000.0,6556455300000.0,6691889300000.0,6380516000000.0,6672226000000.0,6539367700000.0,6050017000000.0,6126735700000.0,6751651000000.0,6844826000000.0,6158465600000.0,6707823000000.0,4646015000000.0,6851003400000.0,6045425000000.0,6969516600000.0,5412531000000.0
2050.0,6448543700000.0,6528313600000.0,6665696000000.0,6340103600000.0,6677401000000.0,6500460000000.0,5958788000000.0,6090749000000.0,6737810000000.0,6819777300000.0,6137429000000.0,6677570000000.0,4532344500000.0,6844732000000.0,5972285000000.0,6938983700000.0,5364148000000.0
2051.0,6426766300000.0,6495995000000.0,6652809400000.0,6309096700000.0,6651171600000.0,6472308600000.0,5904372600000.0,6069814300000.0,6714081000000.0,6783786500000.0,6089398600000.0,6661194000000.0,4407232000000.0,6831221500000.0,5932214400000.0,6930972500000.0,5317436400000.0
2052.0,6413616700000.0,6499168000000.0,6645875000000.0,6278116000000.0,6623846000000.0,6444535000000.0,5861882000000.0,6042206300000.0,6698160000000.0,6746869000000.0,6042886000000.0,6642848000000.0,4281069000000.0,6795035700000.0,5840534000000.0,6912914000000.0,5273580000000.0
2053.0,6385734500000.0,6475475300000.0,6626390600000.0,6238079000000.0,6595558000000.0,6431362000000.0,5819703000000.0,6020937500000.0,6663919600000.0,6724851300000.0,5984558000000.0,6634285000000.0,4157198000000.0,6758072300000.0,5757373000000.0,6890071000000.0,5205962000000.0
2054.0,6368042000000.0,6457232700000.0,6591639700000.0,6189783000000.0,6573596000000.0,6402849000000.0,5762187000000.0,5978015700000.0,6642661000000.0,6708974300000.0,5931703700000.0,6613010000000.0,4034836300000.0,6726308000000.0,5685983000000.0,6860392400000.0,5135827700000.0
2055.0,6332389000000.0,6431100600000.0,6568917600000.0,6158636500000.0,6547459000000.0,6371020400000.0,5720987700000.0,5948895700000.0,6630995400000.0,6701282000000.0,5907325000000.0,6587713300000.0,3918453800000.0,6679812400000.0,5637335000000.0,6827162000000.0,5094621300000.0
2056.0,6320286000000.0,6415025000000.0,6552487500000.0,6108364000000.0,6517395300000.0,6355078300000.0,5672552400000.0,5915758000000.0,6590476300000.0,6674327000000.0,5891307000000.0,6547875300000.0,3815609500000.0,6653682400000.0,5563782000000.0,6802023400000.0,5043923000000.0
2057.0,6303279000000.0,6406200600000.0,6519366600000.0,6069957000000.0,6499440000000.0,6337743000000.0,5622101000000.0,5873215000000.0,6570598000000.0,6639153300000.0,5836227000000.0,6505641000000.0,3709095000000.0,6631404000000.0,5472311600000.0,6757207000000.0,4995626300000.0
2058.0,6287410600000.0,6384970000000.0,6473872000000.0,6011959000000.0,6477199000000.0,6320350000000.0,5571911000000.0,5815443400000.0,6558504000000.0,6614491300000.0,5770739400000.0,6486338000000.0,3600196800000.0,6611092000000.0,5391428600000.0,6718858700000.0,4960257000000.0
2059.0,6258560000000.0,6347613000000.0,6432957700000.0,5957412700000.0,6450095600000.0,6276419400000.0,5525390000000.0,5748454600000.0,6525559000000.0,6610747000000.0,5720472000000.0,6457091000000.0,3498520600000.0,6584444400000.0,5298131000000.0,6698457000000.0,4921557500000.0
2060.0,6229897000000.0,6341235600000.0,6414152500000.0,5915802600000.0,6383836600000.0,6256133000000.0,5497216000000.0,5662797000000.0,6517182000000.0,6600269000000.0,5681834400000.0,6419033000000.0,3398668400000.0,6553995300000.0,5212644000000.0,6676484000000.0,4886762600000.0
2061.0,6200808000000.0,6307807000000.0,6402792000000.0,5879398700000.0,6355045300000.0,6249778000000.0,5450240000000.0,5594639500000.0,6508252000000.0,6547006000000.0,5655142300000.0,6392014000000.0,3299222000000.0,6526705600000.0,5137907600000.0,6657442000000.0,4844850000000.0
2062.0,6180160700000.0,6275717400000.0,6370589000000.0,5833228300000.0,6327801000000.0,6222771000000.0,5404654000000.0,5541910000000.0,6488358600000.0,6510058000000.0,5619673000000.0,6352278700000.0,3202491000000.0,6502740000000.0,5065847300000.0,6646607600000.0,4796050300000.0
2063.0,6167069000000.0,6255009000000.0,6333174000000.0,5774157300000.0,6296102000000.0,6198285000000.0,5346399000000.0,5457485000000.0,6477716000000.0,6463319700000.0,5565418300000.0,6329414500000.0,3097217000000.0,6484482000000.0,4995663500000.0,6608328300000.0,4729038400000.0
2064.0,6140136500000.0,6238953000000.0,6313418400000.0,5696216600000.0,6279000500000.0,6170874000000.0,5289120600000.0,5370846600000.0,6455094700000.0,6402660600000.0,5532198000000.0,6308013000000.0,3006403400000.0,6460818300000.0,4904619300000.0,6553653500000.0,4670767500000.0
2065.0,6106512400000.0,6222986600000.0,6276377000000.0,5636233400000.0,6228600700000.0,6165242000000.0,5238962000000.0,5302831000000.0,6418490000000.0,6355917700000.0,5498069000000.0,6284963000000.0,2933136000000.0,6430951700000.0,4826246000000.0,6515028000000.0,4628017600000.0
2066.0,6065952000000.0,6195372000000.0,6239545700000.0,5590336700000.0,6199453400000.0,6131205300000.0,5183493400000.0,5242239000000.0,6357400400000.0,6324142000000.0,5446861600000.0,6255213500000.0,2863977700000.0,6398802000000.0,4731763000000.0,6480590300000.0,4562776000000.0
2067.0,6039488400000.0,6176763300000.0,6209927600000.0,5562188700000.0,6168109400000.0,6115218000000.0,5129179000000.0,5199682300000.0,6325562500000.0,6297207000000.0,5416535000000.0,6222896400000.0,2790880400000.0,6341706000000.0,4646700600000.0,6456245500000.0,4504552500000.0
2068.0,6004343300000.0,6159134000000.0,6207043500000.0,5519143000000.0,6120620000000.0,6079206400000.0,5088757700000.0,5113303000000.0,6307233000000.0,6285407000000.0,5366700600000.0,6188813500000.0,2710683000000.0,6281331500000.0,4572000600000.0,6447548000000.0,4447269000000.0
2069.0,5955436700000.0,6124862000000.0,6180422300000.0,5466991000000.0,6087290000000.0,6058130000000.0,5016968000000.0,5033753000000.0,6289496700000.0,6265881000000.0,5340613600000.0,6146283000000.0,2625791600000.0,6219207500000.0,4497002000000.0,6411699400000.0,4385801200000.0
2070.0,5924482000000.0,6092136000000.0,6164816000000.0,5423830700000.0,6059391500000.0,6043927000000.0,4977183400000.0,4955128000000.0,6254837600000.0,6242846600000.0,5287406000000.0,6118645400000.0,2544497600000.0,6139790500000.0,4412117000000.0,6383002500000.0,4309836400000.0
2071.0,5907369400000.0,6062453300000.0,6138232300000.0,5371621000000.0,6034583000000.0,6025196300000.0,4915693400000.0,4888401000000.0,6231124000000.0,6229752000000.0,5245552300000.0,6103896000000.0,2472379200000.0,6085550000000.0,4322404900000.0,6366520400000.0,4234635400000.0
2072.0,5887995000000.0,6041722400000.0,6118840000000.0,5340205700000.0,6017546000000.0,6005283000000.0,4859808000000.0,4814015600000.0,6226261000000.0,6208091600000.0,5180676400000.0,6074934000000.0,2397831000000.0,6008178000000.0,4260007500000.0,6351753000000.0,4138587700000.0
2073.0,5867362000000.0,6012046000000.0,6086859400000.0,5283438400000.0,5998463000000.0,5976200000000.0,4803770000000.0,4746855000000.0,6210280500000.0,6189608000000.0,5129371600000.0,6028464000000.0,2319629700000.0,5941327000000.0,4169168600000.0,6320977600000.0,4080595400000.0
2074.0,5832817000000.0,5988655000000.0,6053751700000.0,5237159000000.0,5975207600000.0,5953282000000.0,4784929000000.0,4679782000000.0,6198512300000.0,6179399400000.0,5096064700000.0,5981488500000.0,2264873000000.0,5886278000000.0,4110117000000.0,6299905000000.0,4016306400000.0
2075.0,5785675400000.0,5968030600000.0,6036483000000.0,5184475400000.0,5926936400000.0,5925858400000.0,4731942500000.0,4625232600000.0,6188492700000.0,6134013400000.0,5049721300000.0,5952272600000.0,2200767600000.0,5815034400000.0,4061457000000.0,6256423600000.0,3932106000000.0
2076.0,5742414000000.0,5949731000000.0,6019837000000.0,5147325400000.0,5902263000000.0,5905022000000.0,4686510000000.0,4542297000000.0,6165611700000.0,6106455700000.0,5012933000000.0,5914681000000.0,2140917500000.0,5752559000000.0,4001847600000.0,6232265500000.0,3862073700000.0
2077.0,5709658000000.0,5955226400000.0,5992810000000.0,5091113000000.0,5860605000000.0,5880582500000.0,4645187500000.0,4456838000000.0,6139704500000.0,6087335000000.0,4953121000000.0,5895037000000.0,2076977800000.0,5701845000000.0,3946582600000.0,6220231000000.0,3792972300000.0
2078.0,5677386000000.0,5921941500000.0,5950707600000.0,5059603600000.0,5827859000000.0,5862383400000.0,4594959600000.0,4380174300000.0,6123248000000.0,6070555600000.0,4920232600000.0,5848561600000.0,2006183600000.0,5648025000000.0,3899455400000.0,6190829400000.0,3736273400000.0
2079.0,5653216600000.0,5894075000000.0,5907957000000.0,5009088000000.0,5792680400000.0,5835656000000.0,4547406700000.0,4308120400000.0,6101235000000.0,6050048600000.0,4873481400000.0,5826478000000.0,1940117500000.0,5591802600000.0,3827308000000.0,6155611400000.0,3669354600000.0
2080.0,5631315500000.0,5850022000000.0,5883812600000.0,4977062300000.0,5779434000000.0,5824599600000.0,4501831400000.0,4204337000000.0,6086818000000.0,6001115300000.0,4820123500000.0,5799737300000.0,1878507500000.0,5547117500000.0,3771476500000.0,6150214000000.0,3617271800000.0
2081.0,5610877000000.0,5827935000000.0,5865592600000.0,4938088000000.0,5761318500000.0,5811976300000.0,4445988500000.0,4132342000000.0,6067511600000.0,5974636000000.0,4781136400000.0,5764860600000.0,1826479100000.0,5485517000000.0,3726003100000.0,6127716000000.0,3564432800000.0
2082.0,5571850300000.0,5810048500000.0,5847218000000.0,4913655400000.0,5727578000000.0,5778762600000.0,4410498000000.0,4028468300000.0,6020550600000.0,5957679000000.0,4735891000000.0,5739121000000.0,1771989500000.0,5424964700000.0,3680700200000.0,6109041500000.0,3504359900000.0
2083.0,5549510000000.0,5793330000000.0,5829645300000.0,4884719500000.0,5679720400000.0,5758394600000.0,4374263800000.0,3955425300000.0,5992150500000.0,5942048000000.0,4703655000000.0,5694311400000.0,1718749400000.0,5386168400000.0,3640018000000.0,6109716300000.0,3462961800000.0
2084.0,5505323400000.0,5781171700000.0,5812521000000.0,4851002500000.0,5648044000000.0,5739230000000.0,4322951700000.0,3872123000000.0,5961131000000.0,5902709000000.0,4664044600000.0,5667159000000.0,1670382500000.0,5354693000000.0,3600671000000.0,6077047400000.0,3415719800000.0
2085.0,5480892000000.0,5764654600000.0,5787013300000.0,4818356000000.0,5609600600000.0,5690072500000.0,4267789000000.0,3803257800000.0,5932421000000.0,5867522500000.0,4627991400000.0,5619955000000.0,1626253400000.0,5323747000000.0,3565216000000.0,6038895500000.0,3376187400000.0
2086.0,5442184000000.0,5726609000000.0,5752567600000.0,4789025400000.0,5587749000000.0,5694673600000.0,4178702200000.0,3700796000000.0,5906634000000.0,5830247700000.0,4595119000000.0,5586331600000.0,1575878400000.0,5280445000000.0,3527562000000.0,6029669000000.0,3341505300000.0
2087.0,5417742000000.0,5693058000000.0,5717936300000.0,4741326700000.0,5556067600000.0,5653226600000.0,4127559500000.0,3605196700000.0,5885456300000.0,5792918400000.0,4548439000000.0,5549643500000.0,1528765100000.0,5255947400000.0,3469786700000.0,6009050000000.0,3303765000000.0
2088.0,5394559700000.0,5662351300000.0,5700306600000.0,4711277000000.0,5526791400000.0,5625178000000.0,4078973500000.0,3528689500000.0,5857581000000.0,5772781000000.0,4511206000000.0,5522745000000.0,1490568700000.0,5224333300000.0,3429191400000.0,6000318300000.0,3265047300000.0
2089.0,5382759500000.0,5627743600000.0,5673910300000.0,4679186500000.0,5505182000000.0,5612365700000.0,4042541200000.0,3449981500000.0,5838261000000.0,5752198000000.0,4472474400000.0,5490452000000.0,1453337100000.0,5198735500000.0,3386104300000.0,5988308500000.0,3219257000000.0
2090.0,5352794000000.0,5603832000000.0,5649652000000.0,4634506000000.0,5470413000000.0,5583303000000.0,3987850700000.0,3366805000000.0,5821202000000.0,5722915500000.0,4444507000000.0,5464107000000.0,1417105800000.0,5158451000000.0,3356710400000.0,5972030400000.0,3175185400000.0
2091.0,5348654600000.0,5585519500000.0,5624006000000.0,4598236000000.0,5445510000000.0,5582680500000.0,3933885200000.0,3290234000000.0,5790775600000.0,5682375400000.0,4413498300000.0,5426555000000.0,1376777100000.0,5135914000000.0,3313276800000.0,5951518000000.0,3134299300000.0
2092.0,5321597600000.0,5568707000000.0,5612127000000.0,4543033000000.0,5418946400000.0,5558616700000.0,3877496400000.0,3220529700000.0,5765363000000.0,5658320000000.0,4377790000000.0,5357149600000.0,1340377000000.0,5107602700000.0,3288960900000.0,5926271000000.0,3104853000000.0
2093.0,5314345700000.0,5553519000000.0,5609625000000.0,4487595000000.0,5384397000000.0,5542447000000.0,3792004200000.0,3146062500000.0,5750034300000.0,5625691000000.0,4333244300000.0,5327612300000.0,1300455400000.0,5084928300000.0,3262527800000.0,5918453400000.0,3081783200000.0
2094.0,5296361000000.0,5534649000000.0,5590374000000.0,4429808000000.0,5378679000000.0,5520541400000.0,3712027200000.0,3065341800000.0,5723935000000.0,5610645000000.0,4296597300000.0,5273134600000.0,1257439200000.0,5047966500000.0,3225815600000.0,5904091000000.0,3050884300000.0
2095.0,5262012000000.0,5506320600000.0,5571410000000.0,4387474500000.0,5375917000000.0,5496322000000.0,3623157000000.0,3002124500000.0,5704415000000.0,5591530500000.0,4266674600000.0,5219717500000.0,1220019200000.0,5008047000000.0,3198868300000.0,5887372000000.0,3026100000000.0
