time,CCSM4,GISS-E2-R,GFDL-ESM2G,CSIRO-MK3-6-0,NORESM1-M,GFDL-CM3,IPSL-CM5A-LR
2000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0
2001.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0
2002.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0
2003.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0
2004.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0
2005.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0
2006.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0
2007.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0
2008.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0
2009.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0
2010.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0
2011.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0
2012.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0
2013.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0
2014.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0
2015.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0
2016.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0
2017.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0
2018.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0
2019.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0
2020.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0
2021.0,40752247000.0,40929427000.0,40561996000.0,40622465000.0,40585390000.0,40526082000.0,40551120000.0
2022.0,40741230000.0,40774900000.0,40529790000.0,40948974000.0,40593256000.0,40458960000.0,40494610000.0
2023.0,40587506000.0,40744653000.0,40505070000.0,40703336000.0,40486728000.0,40393904000.0,40432100000.0
2024.0,40524870000.0,40639160000.0,40445620000.0,40667873000.0,40445915000.0,40340200000.0,40381694000.0
2025.0,40473223000.0,40549840000.0,40459727000.0,40538784000.0,40411177000.0,40288740000.0,40418365000.0
2026.0,40423547000.0,40591815000.0,40414405000.0,40462426000.0,40348578000.0,40194036000.0,40328130000.0
2027.0,40390490000.0,40632860000.0,40427323000.0,40510280000.0,40295820000.0,40117613000.0,40240170000.0
2028.0,40340976000.0,40484127000.0,40370786000.0,40404540000.0,40240775000.0,40017097000.0,40185684000.0
2029.0,40290350000.0,40408220000.0,40406733000.0,40494133000.0,40191885000.0,39925903000.0,40180190000.0
2030.0,40237625000.0,40404710000.0,40375517000.0,40374403000.0,40146424000.0,39846900000.0,40069980000.0
2031.0,40285106000.0,40321106000.0,40287478000.0,40290726000.0,40104760000.0,39746494000.0,40026120000.0
2032.0,40177017000.0,40316396000.0,40236634000.0,40292348000.0,40046880000.0,39628788000.0,39929754000.0
2033.0,40210665000.0,40260297000.0,40282087000.0,40212074000.0,40004650000.0,39528874000.0,39843340000.0
2034.0,40094204000.0,40179120000.0,40296505000.0,40140018000.0,39948313000.0,39398093000.0,39779717000.0
2035.0,40042287000.0,40250495000.0,40307597000.0,40084290000.0,39874363000.0,39259644000.0,39681016000.0
2036.0,40033845000.0,40205574000.0,40228573000.0,40053070000.0,39799886000.0,39083966000.0,39575507000.0
2037.0,39965487000.0,40091955000.0,40093390000.0,40027380000.0,39745126000.0,38890217000.0,39461660000.0
2038.0,40125243000.0,40035996000.0,39996110000.0,39963795000.0,39662130000.0,38730715000.0,39380267000.0
2039.0,39875207000.0,39988216000.0,39967494000.0,40141406000.0,39696360000.0,38529170000.0,39246180000.0
2040.0,39842607000.0,39928594000.0,39906066000.0,39903310000.0,39545295000.0,38373750000.0,39139135000.0
2041.0,39790027000.0,39868460000.0,39848165000.0,39808287000.0,39415005000.0,38167163000.0,39125586000.0
2042.0,39672710000.0,39966458000.0,39757165000.0,39753236000.0,39335050000.0,37947340000.0,38973055000.0
2043.0,39615607000.0,39834784000.0,39723352000.0,39678000000.0,39230190000.0,37737116000.0,38843105000.0
2044.0,39538905000.0,39712040000.0,39699470000.0,39600763000.0,39121883000.0,37530470000.0,38815973000.0
2045.0,39453360000.0,39623987000.0,39632626000.0,39514526000.0,39020910000.0,37291070000.0,38656780000.0
2046.0,39363207000.0,39619932000.0,39626715000.0,39435026000.0,38887330000.0,37034860000.0,38511400000.0
2047.0,39378813000.0,39477207000.0,39645372000.0,39518327000.0,38763676000.0,36835774000.0,38398018000.0
2048.0,39230440000.0,39433298000.0,39676125000.0,39340920000.0,38616350000.0,36560610000.0,38233660000.0
2049.0,39121600000.0,39321432000.0,39571870000.0,39282037000.0,38522640000.0,36293087000.0,38055090000.0
2050.0,39011010000.0,39255245000.0,39430513000.0,39160906000.0,38387618000.0,36032078000.0,37871776000.0
2051.0,38975824000.0,39146440000.0,39321907000.0,39139295000.0,38288680000.0,35712760000.0,37732962000.0
2052.0,38818066000.0,39071720000.0,39255580000.0,39017780000.0,38125695000.0,35390550000.0,37511545000.0
2053.0,38671106000.0,38997230000.0,39142540000.0,38912754000.0,37957820000.0,35055006000.0,37381194000.0
2054.0,38512132000.0,38933840000.0,39128957000.0,38806393000.0,37810500000.0,34719486000.0,37175296000.0
2055.0,38393893000.0,38873750000.0,38972015000.0,38750253000.0,37645970000.0,34366145000.0,36999377000.0
2056.0,38261410000.0,38800480000.0,38917150000.0,38621807000.0,37468720000.0,33951918000.0,36760050000.0
2057.0,38108760000.0,38705623000.0,38964530000.0,38519288000.0,37256053000.0,33562220000.0,36579730000.0
2058.0,37992874000.0,38569603000.0,38864986000.0,38403200000.0,37060583000.0,33175611000.0,36309170000.0
2059.0,37858034000.0,38473785000.0,38757420000.0,38288564000.0,36881540000.0,32750612000.0,36112870000.0
2060.0,37685240000.0,38361907000.0,38738290000.0,38242160000.0,36675437000.0,32346653000.0,35820030000.0
2061.0,37561004000.0,38187127000.0,38654595000.0,38159122000.0,36444460000.0,31939805000.0,35540270000.0
2062.0,37378430000.0,38201360000.0,38475870000.0,38058058000.0,36211510000.0,31497884000.0,35218940000.0
2063.0,37199688000.0,38030840000.0,38341583000.0,38126567000.0,35959546000.0,31006839000.0,34922246000.0
2064.0,37082400000.0,37921026000.0,38234284000.0,37856210000.0,35717070000.0,30527197000.0,34603983000.0
2065.0,36927996000.0,37992243000.0,38132410000.0,37799264000.0,35444027000.0,29955817000.0,34306849000.0
2066.0,36714426000.0,37769440000.0,38198997000.0,37600543000.0,35143320000.0,29572751000.0,33998070000.0
2067.0,36520000000.0,37643430000.0,38002668000.0,37460955000.0,34860150000.0,29077068000.0,33751587000.0
2068.0,36359010000.0,37500658000.0,37853086000.0,37372723000.0,34600700000.0,28618471000.0,33559706000.0
2069.0,36213880000.0,37376120000.0,37710990000.0,37226918000.0,34390077000.0,28193702000.0,33245536000.0
2070.0,36045558000.0,37205135000.0,37574260000.0,37075124000.0,34156782000.0,27730120000.0,32966486000.0
2071.0,35860177000.0,37061788000.0,37455540000.0,37044620000.0,33784252000.0,27302408000.0,32687565000.0
2072.0,35658310000.0,36896510000.0,37343617000.0,36855357000.0,33425398000.0,26752756000.0,32384393000.0
2073.0,35551236000.0,36765320000.0,37237470000.0,36864774000.0,33096112000.0,26220400000.0,32009748000.0
2074.0,35412496000.0,36625576000.0,37086052000.0,36629885000.0,32804164000.0,25756383000.0,31733815000.0
2075.0,35242250000.0,36490256000.0,36931040000.0,36393610000.0,32460442000.0,25166619000.0,31380584000.0
2076.0,35014877000.0,36373970000.0,36819206000.0,36228375000.0,32058356000.0,24735740000.0,31096963000.0
2077.0,34759320000.0,36194804000.0,36668150000.0,36116357000.0,31669840000.0,24261798000.0,30890234000.0
2078.0,34541300000.0,36020420000.0,36511384000.0,35895493000.0,31340317000.0,23689660000.0,30578385000.0
2079.0,34343838000.0,35904467000.0,36380130000.0,35719803000.0,31006850000.0,23170922000.0,30230235000.0
2080.0,34199296000.0,35707118000.0,36449130000.0,35531882000.0,30603758000.0,22760686000.0,29900012000.0
2081.0,33964888000.0,35548725000.0,36219118000.0,35286032000.0,30230934000.0,22224316000.0,29557805000.0
2082.0,33779837000.0,35420870000.0,36006638000.0,35079684000.0,29799662000.0,21671567000.0,29220545000.0
2083.0,33553938000.0,35228643000.0,35858215000.0,34873450000.0,29344168000.0,21129146000.0,28772846000.0
2084.0,33305490000.0,35169010000.0,35797920000.0,34676540000.0,28963460000.0,20590875000.0,28433031000.0
2085.0,33038070000.0,34960690000.0,35671343000.0,34466243000.0,28578857000.0,19904217000.0,28146145000.0
2086.0,32796656000.0,34953806000.0,35459740000.0,34271347000.0,28188254000.0,19421014000.0,27788915000.0
2087.0,32569194000.0,34709193000.0,35311150000.0,34060245000.0,27793170000.0,18925535000.0,27432882000.0
2088.0,32337945000.0,34484320000.0,35137933000.0,33812947000.0,27424560000.0,18336453000.0,26994426000.0
2089.0,32148658000.0,34307176000.0,34978873000.0,33549824000.0,27116954000.0,17908234000.0,26584314000.0
2090.0,31922633000.0,34085095000.0,34779910000.0,33357644000.0,26663710000.0,17430888000.0,26266114000.0
2091.0,31612359000.0,33977434000.0,34580062000.0,33157489000.0,26160863000.0,16938096000.0,25854030000.0
2092.0,31300434000.0,33792758000.0,34469736000.0,32938113000.0,25786958000.0,16447797000.0,25462790000.0
2093.0,31070589000.0,33536553000.0,34316740000.0,32756103000.0,25395208000.0,15925997000.0,25056620000.0
2094.0,30840750000.0,33337287000.0,34202784000.0,32488962000.0,24988383000.0,15453804000.0,24702646000.0
2095.0,30538445000.0,33188300000.0,34054690000.0,32278776000.0,24674488000.0,15051613000.0,24436292000.0
2096.0,30234294000.0,33018974000.0,33868749000.0,32028654000.0,24231786000.0,14486733000.0,24146463000.0
2097.0,29915660000.0,32821890000.0,33728328000.0,31759864000.0,23766290000.0,14099066000.0,23788320000.0
2098.0,29697733000.0,32621679000.0,33604592000.0,31428698000.0,23379145000.0,13696546000.0,23478800000.0
2099.0,29356825000.0,32450877000.0,33404879000.0,31130642000.0,23069147000.0,13287867000.0,23182225000.0
2100.0,29095594000.0,32299938000.0,33266550000.0,30834040000.0,22689096000.0,12979983000.0,22845710000.0
