time,CANESM2,MPI-ESM-LR,GFDL-ESM2G,GISS-E2-R,CNRM-CM5,CCSM4,IPSL-CM5A-LR,GFDL-CM3,NORESM1-M,CSIRO-MK3-6-0
2034.0,39919997000.0,40146110000.0,40382697000.0,39987646000.0,40385552000.0,40273883000.0,39598170000.0,39375570000.0,39908078000.0,39945080000.0
2035.0,39868580000.0,40026046000.0,40417747000.0,39992193000.0,40322097000.0,40183206000.0,39541228000.0,39248708000.0,39781683000.0,40003285000.0
2036.0,39834317000.0,39971357000.0,40332268000.0,39898386000.0,40607322000.0,40142963000.0,39407810000.0,39075394000.0,39680455000.0,39861890000.0
2037.0,39805354000.0,39980786000.0,40348262000.0,39912423000.0,40412684000.0,40102703000.0,39285230000.0,38899966000.0,39598686000.0,39787270000.0
2038.0,39681618000.0,39882256000.0,40262740000.0,40190290000.0,40469960000.0,40029893000.0,39173920000.0,38737980000.0,39511773000.0,39989820000.0
2039.0,39685150000.0,39791360000.0,40176386000.0,39927984000.0,40398040000.0,40081297000.0,39033176000.0,38537830000.0,39439315000.0,39779574000.0
2040.0,39564180000.0,39721284000.0,40151790000.0,39766280000.0,40196235000.0,39929754000.0,38925607000.0,38273670000.0,39320674000.0,39671042000.0
2041.0,39575732000.0,39673700000.0,40078340000.0,39670895000.0,40145060000.0,39880487000.0,38764454000.0,38031622000.0,39216746000.0,39598727000.0
2042.0,39790760000.0,39680033000.0,40023146000.0,39551468000.0,40050580000.0,39850550000.0,38672320000.0,37749273000.0,39077163000.0,39511126000.0
2043.0,39474606000.0,39613895000.0,39974203000.0,39588750000.0,40038540000.0,39781925000.0,38561570000.0,37535050000.0,38958887000.0,39482340000.0
2044.0,39387620000.0,39515193000.0,39887086000.0,39454843000.0,39926366000.0,39711908000.0,38428107000.0,37254030000.0,38827840000.0,39388350000.0
2045.0,39259927000.0,39379837000.0,39843504000.0,39343540000.0,39850762000.0,39626280000.0,38243537000.0,36930564000.0,38680584000.0,39322960000.0
2046.0,39186250000.0,39320830000.0,39817400000.0,39458353000.0,40018900000.0,39610188000.0,38066680000.0,36596605000.0,38566340000.0,39238910000.0
2047.0,39103406000.0,39287660000.0,39910500000.0,39263257000.0,39816060000.0,39572830000.0,37909700000.0,36278900000.0,38437847000.0,39157860000.0
2048.0,38994410000.0,39191155000.0,39692042000.0,39119614000.0,40220217000.0,39493170000.0,37736590000.0,35912524000.0,38309910000.0,39145460000.0
2049.0,38992716000.0,39172500000.0,39651455000.0,39189283000.0,39949742000.0,39654695000.0,37587360000.0,35561390000.0,38201254000.0,39009677000.0
2050.0,38833377000.0,39034974000.0,39584854000.0,38962060000.0,39670760000.0,39590056000.0,37310783000.0,35178713000.0,37987980000.0,38959520000.0
2051.0,38749970000.0,38911468000.0,39547806000.0,38799890000.0,39795597000.0,39446655000.0,37143790000.0,34791068000.0,37808720000.0,38841647000.0
2052.0,38642856000.0,38828368000.0,39448895000.0,38929203000.0,39582937000.0,39334330000.0,36875047000.0,34471150000.0,37613650000.0,38727512000.0
2053.0,38546830000.0,38700550000.0,39509864000.0,38869914000.0,39468438000.0,39182303000.0,36663860000.0,34060218000.0,37546720000.0,38631916000.0
2054.0,38404070000.0,38583714000.0,39419154000.0,38772780000.0,39416430000.0,39188140000.0,36422490000.0,33606290000.0,37351200000.0,38526214000.0
2055.0,38280280000.0,38495162000.0,39430656000.0,38638910000.0,39321180000.0,39060644000.0,36224630000.0,33128522000.0,37137680000.0,38427406000.0
2056.0,38163436000.0,38382060000.0,39338360000.0,38504657000.0,39192687000.0,39182110000.0,36023250000.0,32717187000.0,36980490000.0,38390526000.0
2057.0,38034540000.0,38423097000.0,39205210000.0,38496820000.0,39163388000.0,39202832000.0,35806270000.0,32212832000.0,36823320000.0,38265920000.0
2058.0,37928657000.0,38304862000.0,39148077000.0,38277180000.0,39047172000.0,39074267000.0,35496710000.0,31826358000.0,36618320000.0,38175785000.0
2059.0,37778366000.0,38169883000.0,39012880000.0,38175384000.0,38916678000.0,38976184000.0,35276950000.0,31393792000.0,36412846000.0,38065607000.0
2060.0,37650977000.0,38054257000.0,39103693000.0,38026007000.0,38820790000.0,38810710000.0,34957820000.0,31050740000.0,36221022000.0,37911368000.0
2061.0,37574100000.0,37930897000.0,38903333000.0,38006620000.0,38692774000.0,38756690000.0,34756710000.0,30625049000.0,35984744000.0,37922060000.0
2062.0,37427110000.0,37786900000.0,38848205000.0,37904120000.0,38571192000.0,38687494000.0,34487644000.0,30192720000.0,35717915000.0,37715825000.0
2063.0,37317450000.0,37683245000.0,38714090000.0,37753344000.0,38480785000.0,38626110000.0,34268275000.0,29720940000.0,35470037000.0,37582975000.0
2064.0,37203333000.0,37519700000.0,38619767000.0,37693520000.0,38305480000.0,38456930000.0,34043404000.0,29248051000.0,35292930000.0,37502080000.0
2065.0,37021164000.0,37565330000.0,38558986000.0,37531840000.0,38183727000.0,38420680000.0,33766599000.0,28822934000.0,35034700000.0,37356335000.0
2066.0,36862010000.0,37318890000.0,38563040000.0,37378724000.0,38106145000.0,38293940000.0,33528950000.0,28406670000.0,34773422000.0,37225923000.0
2067.0,36745736000.0,37145203000.0,38955114000.0,37281985000.0,37962310000.0,38194770000.0,33201260000.0,28000780000.0,34561820000.0,37088190000.0
2068.0,36621492000.0,37009900000.0,38439690000.0,37359624000.0,37918773000.0,38280524000.0,32886755000.0,27542534000.0,34329463000.0,37037260000.0
2069.0,36531050000.0,36981707000.0,38391878000.0,37201854000.0,37793776000.0,38132170000.0,32649839000.0,27080659000.0,34162244000.0,36963200000.0
2070.0,36263813000.0,36839395000.0,38299435000.0,37331034000.0,37831127000.0,37981830000.0,32345522000.0,26695760000.0,33928493000.0,36812157000.0
2071.0,36044685000.0,36704485000.0,38233190000.0,37478076000.0,37572866000.0,37840593000.0,31982830000.0,26277018000.0,33682463000.0,36695785000.0
2072.0,36009060000.0,36516123000.0,38406080000.0,37087050000.0,37469315000.0,37707067000.0,31664026000.0,25872636000.0,33423647000.0,36545890000.0
2073.0,35780112000.0,36375527000.0,38162000000.0,36917727000.0,37301790000.0,37603414000.0,31355904000.0,25446724000.0,33202954000.0,36443770000.0
2074.0,35598176000.0,36223230000.0,38036152000.0,38264656000.0,37242724000.0,37482336000.0,31112905000.0,25038858000.0,33091895000.0,36289212000.0
2075.0,35416592000.0,36075213000.0,38285240000.0,37492183000.0,37181720000.0,37411650000.0,30839706000.0,24609634000.0,32810850000.0,36169390000.0
2076.0,35255620000.0,36044990000.0,38037524000.0,37125825000.0,37109793000.0,37247898000.0,30541353000.0,24189129000.0,32647066000.0,36034820000.0
2077.0,35103257000.0,35900985000.0,37903760000.0,36821447000.0,37256320000.0,37294543000.0,30321666000.0,23741166000.0,32441182000.0,35889828000.0
2078.0,34917600000.0,35806495000.0,38261703000.0,36575610000.0,36967440000.0,37166424000.0,30044967000.0,23331946000.0,32196704000.0,35718173000.0
2079.0,34726300000.0,35649585000.0,37800133000.0,36399706000.0,36749040000.0,37018490000.0,29806459000.0,22915220000.0,31928640000.0,35659035000.0
2080.0,34527700000.0,35456487000.0,37612614000.0,36450910000.0,36669387000.0,36879710000.0,29498309000.0,22574793000.0,31642694000.0,35509150000.0
2081.0,34312690000.0,35336480000.0,37499343000.0,36238488000.0,36621308000.0,36865036000.0,29242870000.0,22351167000.0,31369814000.0,35295072000.0
2082.0,34169594000.0,35345080000.0,37714526000.0,36048750000.0,36485500000.0,36694570000.0,28914180000.0,21930037000.0,31086166000.0,35143720000.0
2083.0,33968953000.0,35162600000.0,37419323000.0,36127010000.0,36326003000.0,36611314000.0,29236451000.0,21541837000.0,30831528000.0,35005776000.0
2084.0,33722552000.0,34945750000.0,37246340000.0,36088185000.0,36256140000.0,36461298000.0,28543394000.0,21219445000.0,30575034000.0,34811003000.0
2085.0,33503504000.0,34944147000.0,37253810000.0,35956605000.0,36173850000.0,36331266000.0,28252606000.0,20875661000.0,30500182000.0,34702377000.0
2086.0,33372312000.0,34626114000.0,37101044000.0,35822010000.0,36361130000.0,36248130000.0,27908470000.0,20359110000.0,30133390000.0,34603420000.0
2087.0,33129277000.0,34426454000.0,37057094000.0,35735216000.0,35993756000.0,36107700000.0,27827646000.0,19927560000.0,29852766000.0,34545310000.0
2088.0,32875809000.0,34329290000.0,37410193000.0,35685910000.0,35898730000.0,36011647000.0,27561080000.0,19627207000.0,29562046000.0,34312300000.0
2089.0,32684855000.0,34345253000.0,37155996000.0,35572118000.0,35724366000.0,36015710000.0,27335332000.0,19197784000.0,29401442000.0,34279254000.0
2090.0,32449606000.0,34065873000.0,36931908000.0,35446764000.0,35782324000.0,35776913000.0,27016962000.0,18874229000.0,29005617000.0,34101424000.0
2091.0,32266033000.0,33957945000.0,36825997000.0,35313115000.0,35542135000.0,35643224000.0,26935572000.0,18554257000.0,28713042000.0,33856393000.0
2092.0,31988620000.0,33845154000.0,36716335000.0,35214393000.0,35338453000.0,35781263000.0,26556148000.0,18177024000.0,28415617000.0,34029685000.0
2093.0,31733037000.0,33606111000.0,36555362000.0,35163670000.0,35238834000.0,35570663000.0,26415735000.0,17800040000.0,28153012000.0,33724944000.0
2094.0,31587944000.0,33509267000.0,36431745000.0,34927910000.0,35106040000.0,35339780000.0,26072373000.0,17711817000.0,27826016000.0,33487682000.0
2095.0,31371141000.0,33321892000.0,36316054000.0,34781245000.0,34920380000.0,35204366000.0,25822499000.0,17283308000.0,27559715000.0,33336068000.0
2096.0,31197368000.0,33224325000.0,36294558000.0,34650214000.0,34842063000.0,35101475000.0,25524679000.0,17105436000.0,27374758000.0,33229668000.0
2097.0,30992757000.0,33113287000.0,36206764000.0,34540052000.0,34729144000.0,34942616000.0,25407252000.0,16669565000.0,27101852000.0,33079865000.0
2098.0,30719384000.0,33062980000.0,36095640000.0,34515700000.0,34551870000.0,34830400000.0,25121049000.0,16374170000.0,26860538000.0,33423140000.0
2099.0,30509440000.0,32888519000.0,35988900000.0,34465354000.0,34720730000.0,34728284000.0,24862976000.0,16066956000.0,26658419000.0,32803185000.0
2100.0,30336006000.0,32722926000.0,35864904000.0,34352900000.0,34389606000.0,34547896000.0,24697115000.0,15718062000.0,26453078000.0,32613116000.0
