time,CNRM-CM5,GISS-E2-R,CCSM4,CANESM2,GFDL-ESM2G,MPI-ESM-LR,NORESM1-M,CSIRO-MK3-6-0,IPSL-CM5A-LR,GFDL-CM3
2034.0,39752983000.0,39861027000.0,40125830000.0,39931220000.0,40128352000.0,40140270000.0,39764337000.0,40060592000.0,39924077000.0,39302000000.0
2035.0,39748542000.0,39761203000.0,40047112000.0,39859335000.0,40002265000.0,40088480000.0,39668883000.0,40002230000.0,39865537000.0,39170634000.0
2036.0,39696376000.0,39698210000.0,40201400000.0,39820235000.0,39972710000.0,40058835000.0,39586110000.0,40072150000.0,39765172000.0,39032110000.0
2037.0,39553024000.0,39596323000.0,39948050000.0,39716800000.0,39922570000.0,40009420000.0,39469950000.0,39918035000.0,39674580000.0,38858883000.0
2038.0,39496090000.0,39512940000.0,39855970000.0,39659352000.0,39870587000.0,39916364000.0,39360160000.0,39869850000.0,39608005000.0,38659654000.0
2039.0,39368590000.0,39431320000.0,39766300000.0,39541547000.0,39786684000.0,39827505000.0,39227126000.0,39783272000.0,39520276000.0,38491353000.0
2040.0,39354044000.0,39353033000.0,39666790000.0,39440270000.0,39710142000.0,39751530000.0,39117844000.0,39725662000.0,39548895000.0,38257330000.0
2041.0,39231360000.0,39251694000.0,39591584000.0,39351845000.0,39619654000.0,39699520000.0,38993494000.0,39723926000.0,39325080000.0,38021014000.0
2042.0,39076130000.0,39121277000.0,39501947000.0,39259263000.0,39535227000.0,39698715000.0,38859720000.0,39608037000.0,39226307000.0,37769600000.0
2043.0,38944800000.0,39069250000.0,39388422000.0,39151020000.0,39460987000.0,39553970000.0,38698746000.0,39499657000.0,39092490000.0,37485842000.0
2044.0,38824010000.0,38908380000.0,39303184000.0,39015526000.0,39372540000.0,39454093000.0,38541980000.0,39410897000.0,38943756000.0,37182763000.0
2045.0,38671634000.0,38741955000.0,39186907000.0,38875787000.0,39319355000.0,39373476000.0,38391520000.0,39366390000.0,38907350000.0,36844708000.0
2046.0,38541270000.0,38584975000.0,39109700000.0,38718720000.0,39242396000.0,39260398000.0,38236205000.0,39244206000.0,38711943000.0,36510945000.0
2047.0,38381540000.0,38408053000.0,38994977000.0,38608204000.0,39139010000.0,39145000000.0,38056450000.0,39155245000.0,38573620000.0,36129194000.0
2048.0,38197793000.0,38257030000.0,38849487000.0,38391812000.0,39017513000.0,39133598000.0,37894636000.0,39080313000.0,38432080000.0,35743480000.0
2049.0,38099337000.0,38104576000.0,38739456000.0,38210638000.0,38907470000.0,38953410000.0,37716830000.0,39013577000.0,38260850000.0,35331854000.0
2050.0,37907292000.0,37939503000.0,38640157000.0,38050090000.0,38786028000.0,38817740000.0,37536120000.0,38891380000.0,38090830000.0,34862900000.0
2051.0,37754946000.0,37769847000.0,38483337000.0,37928366000.0,38667547000.0,38695670000.0,37331677000.0,38795280000.0,37889850000.0,34376528000.0
2052.0,37514560000.0,37627870000.0,38344434000.0,37683642000.0,38575575000.0,38579257000.0,37112656000.0,38706545000.0,37669994000.0,33826695000.0
2053.0,37311267000.0,37501080000.0,38131450000.0,37465068000.0,38472053000.0,38463025000.0,36894786000.0,38566846000.0,37482996000.0,33246257000.0
2054.0,37149573000.0,37287670000.0,37936103000.0,37266444000.0,38352347000.0,38321160000.0,36719790000.0,38467110000.0,37285840000.0,32723214000.0
2055.0,37028766000.0,37071233000.0,37809377000.0,37073190000.0,38173532000.0,38167884000.0,36502980000.0,38304137000.0,37059138000.0,32216834000.0
2056.0,36785530000.0,36906234000.0,37605614000.0,36823052000.0,38027977000.0,38036046000.0,36253704000.0,38217703000.0,36791050000.0,31599254000.0
2057.0,36603850000.0,37043847000.0,37440434000.0,36582674000.0,37851566000.0,37909873000.0,35920265000.0,38070820000.0,36541200000.0,30941110000.0
2058.0,36448457000.0,36674010000.0,37255050000.0,36379587000.0,37719290000.0,37732840000.0,35603137000.0,37890884000.0,36213064000.0,30223970000.0
2059.0,36243510000.0,36610350000.0,37047353000.0,36077048000.0,37572624000.0,37568168000.0,35278123000.0,37803848000.0,35918713000.0,29579483000.0
2060.0,36073730000.0,36323660000.0,36919017000.0,35874013000.0,37393637000.0,37425426000.0,34940383000.0,37612974000.0,35592684000.0,28988703000.0
2061.0,35821056000.0,36042285000.0,36650140000.0,35602866000.0,37277524000.0,37336773000.0,34658656000.0,37439540000.0,35218596000.0,28376664000.0
2062.0,35535184000.0,35846000000.0,36322267000.0,35288440000.0,37093240000.0,37110550000.0,34355306000.0,37279440000.0,34844025000.0,27770442000.0
2063.0,35265913000.0,35640530000.0,36065075000.0,34971320000.0,36931228000.0,36906164000.0,34021112000.0,37089980000.0,34521790000.0,27171340000.0
2064.0,34958310000.0,35594093000.0,35768160000.0,34725950000.0,36737933000.0,36725170000.0,33634804000.0,36939410000.0,34107265000.0,26587419000.0
2065.0,34713270000.0,35249115000.0,35527040000.0,34421862000.0,36574930000.0,36504030000.0,33205960000.0,36783620000.0,33771844000.0,26036263000.0
2066.0,34390696000.0,34989236000.0,35273458000.0,34136371000.0,36673487000.0,36314034000.0,32819660000.0,36594490000.0,33361205000.0,25468688000.0
2067.0,34071850000.0,34754610000.0,35174340000.0,33891803000.0,36278493000.0,36097460000.0,32431976000.0,36392083000.0,32893049000.0,24803742000.0
2068.0,33764762000.0,34540356000.0,34826002000.0,33499646000.0,36143792000.0,35844096000.0,31981464000.0,36130898000.0,32436142000.0,24288915000.0
2069.0,33546842000.0,34296054000.0,34525020000.0,33091244000.0,36022764000.0,35641876000.0,31502166000.0,35913482000.0,31987732000.0,23627715000.0
2070.0,33232828000.0,33976463000.0,34304731000.0,32697647000.0,35882017000.0,35460650000.0,31024763000.0,35660860000.0,31515087000.0,23050756000.0
2071.0,32973343000.0,33720723000.0,34023088000.0,32334246000.0,35672310000.0,35218063000.0,30600364000.0,35428696000.0,31000790000.0,22368422000.0
2072.0,32705845000.0,33530518000.0,33776232000.0,31937161000.0,35435078000.0,34950850000.0,30173016000.0,35169610000.0,30449074000.0,21798924000.0
2073.0,32318160000.0,33260497000.0,33480497000.0,31515212000.0,35362955000.0,34671140000.0,29688046000.0,34929713000.0,29989562000.0,21301098000.0
2074.0,31947125000.0,32993456000.0,33167593000.0,31043248000.0,35154633000.0,34403127000.0,29177221000.0,34615165000.0,29524554000.0,20644346000.0
2075.0,31528903000.0,32695680000.0,32925878000.0,30611896000.0,34902385000.0,34132718000.0,28730685000.0,34309390000.0,29041156000.0,20017189000.0
2076.0,31153410000.0,32419273000.0,32608975000.0,30203156000.0,34696315000.0,33871663000.0,28225730000.0,33933826000.0,28446431000.0,19479468000.0
2077.0,30790457000.0,32125602000.0,32334828000.0,29743575000.0,34417136000.0,33602929000.0,27738530000.0,33618164000.0,27900838000.0,18771292000.0
2078.0,30381928000.0,31778087000.0,32086807000.0,29290256000.0,34138313000.0,33313830000.0,27295541000.0,33244346000.0,27269910000.0,18134792000.0
2079.0,29956321000.0,31439143000.0,31752280000.0,28821280000.0,33903776000.0,33082726000.0,26684447000.0,32920259000.0,26754180000.0,17512434000.0
2080.0,29471664000.0,31053750000.0,31483310000.0,28345287000.0,33658194000.0,32676004000.0,26122363000.0,32538466000.0,26275056000.0,16955005000.0
2081.0,29064212000.0,30821212000.0,31168842000.0,27980134000.0,33415490000.0,32357798000.0,25545339000.0,32201628000.0,25798285000.0,16385529000.0
2082.0,28693527000.0,30511567000.0,30790701000.0,27494402000.0,33191555000.0,32042088000.0,25050220000.0,31821787000.0,25247453000.0,15798619000.0
2083.0,28230232000.0,30125044000.0,30531092000.0,27104035000.0,32973785000.0,31723737000.0,24567040000.0,31406498000.0,24765313000.0,15241805000.0
2084.0,27784534000.0,29872796000.0,30280229000.0,26608632000.0,32841271000.0,31561714000.0,24020970000.0,30948930000.0,24290714000.0,14594945000.0
2085.0,27304510000.0,29520265000.0,29873537000.0,26128288000.0,32655960000.0,31102620000.0,23508930000.0,30526600000.0,23671830000.0,14005207000.0
2086.0,26921191000.0,29314642000.0,29497740000.0,25630345000.0,32390724000.0,30760483000.0,23059935000.0,30018214000.0,23158862000.0,13496473000.0
2087.0,26436567000.0,29040183000.0,29158797000.0,25128608000.0,32105560000.0,30498462000.0,22620078000.0,29607885000.0,22671845000.0,13087138000.0
2088.0,25891322000.0,28709660000.0,28819094000.0,24665588000.0,31818177000.0,30184399000.0,22170554000.0,29033871000.0,22195458000.0,12529892000.0
2089.0,25438886000.0,28367989000.0,28434098000.0,24191662000.0,31556477000.0,29853469000.0,21370642000.0,28554480000.0,21649504000.0,12031089000.0
2090.0,24955920000.0,27943905000.0,28020857000.0,23762151000.0,31275618000.0,29483295000.0,20967213000.0,28098849000.0,21149805000.0,11637529000.0
2091.0,24471536000.0,27685153000.0,27631475000.0,23257725000.0,31096584000.0,29204586000.0,20451938000.0,27596167000.0,20651862000.0,11250736000.0
2092.0,24112914000.0,27426798000.0,27250633000.0,22767163000.0,30781490000.0,28868925000.0,19987500000.0,27111055000.0,20148943000.0,10914700000.0
2093.0,23665424000.0,27004926000.0,26914080000.0,22254754000.0,30497513000.0,28563005000.0,19496167000.0,26565482000.0,19494290000.0,10540377000.0
2094.0,23330972000.0,26587623000.0,26432504000.0,21747272000.0,30269512000.0,28192938000.0,18883674000.0,25985825000.0,18891278000.0,10190836000.0
2095.0,22712087000.0,26209612000.0,26052434000.0,21270270000.0,30024348000.0,27756341000.0,18368369000.0,25438775000.0,18173990000.0,9889863000.0
2096.0,22275170000.0,25881910000.0,25711368000.0,20830872000.0,29689170000.0,27332241000.0,17857698000.0,24984777000.0,17628735000.0,9613588000.0
2097.0,21770881000.0,25567384000.0,25342906000.0,20391348000.0,29353648000.0,26980772000.0,17325363000.0,24553095000.0,16992382000.0,9231162000.0
2098.0,21473636000.0,25243590000.0,25016283000.0,19837182000.0,29041254000.0,26601601000.0,16891890000.0,23986150000.0,16297186000.0,8950001000.0
2099.0,21123854000.0,24958829000.0,24703377000.0,19345926000.0,28681542000.0,26245245000.0,16424442000.0,23299865000.0,15693988000.0,8599582000.0
2100.0,20626026000.0,24619852000.0,24273766000.0,18954230000.0,28346829000.0,25823418000.0,15935586000.0,22777348000.0,15116368000.0,8134548500.0
