time,FGOALS-F3-L,INM-CM4-8,MPI-ESM1-2-HR,CANESM5,EC-EARTH3,ACCESS-CM2,CAMS-CSM1-0,CESM2,BCC-CSM2-MR,NORESM2-MM,EC-EARTH3-VEG,TAIESM1,GFDL-ESM4,IPSL-CM6A-LR,CMCC-CM2-SR5,MRI-ESM2-0,INM-CM5-0,CESM2-WACCM,ACCESS-ESM1-5
2000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0
2001.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0
2002.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0
2003.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0
2004.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0
2005.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0
2006.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0
2007.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0
2008.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0
2009.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0
2010.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0
2011.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0
2012.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0
2013.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0
2014.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0
2015.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0
2016.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0
2017.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0
2018.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0
2019.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0
2020.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0
2021.0,69802410000.0,71968930000.0,71232180000.0,70736720000.0,72766510000.0,69352325000.0,72058690000.0,71968480000.0,72286540000.0,70641240000.0,72390430000.0,70979854000.0,73100040000.0,73168390000.0,71968195000.0,73012480000.0,71435500000.0,69286540000.0,72967870000.0
2022.0,65024578000.0,70307030000.0,70611984000.0,68679510000.0,71999046000.0,64671960000.0,71397170000.0,69727490000.0,70419096000.0,68838330000.0,70931870000.0,70018400000.0,71229180000.0,69715680000.0,69476040000.0,70544390000.0,70029200000.0,63295490000.0,71911990000.0
2023.0,64432407000.0,68036407000.0,69018410000.0,66776117000.0,67447950000.0,64534385000.0,70170710000.0,65255612000.0,69397730000.0,66738280000.0,67972750000.0,69803210000.0,68786330000.0,68037350000.0,67915436000.0,69512856000.0,68234700000.0,60535534000.0,71877820000.0
2024.0,65034710000.0,64678183000.0,68868440000.0,61628910000.0,68405090000.0,61278556000.0,67471593000.0,63642850000.0,67360854000.0,66481672000.0,63069340000.0,67035038000.0,68905040000.0,67379024000.0,66507067000.0,68671463000.0,66517656000.0,58729140000.0,71403390000.0
2025.0,61380596000.0,61826806000.0,67432090000.0,59421710000.0,68575930000.0,60334674000.0,62778550000.0,59336310000.0,65257210000.0,63624880000.0,61626820000.0,63543890000.0,68332216000.0,66920360000.0,65331900000.0,66271478000.0,64113066000.0,56573665000.0,68860720000.0
2026.0,60482007000.0,58794385000.0,66933883000.0,58349515000.0,65608030000.0,57668440000.0,63484486000.0,56680550000.0,63702810000.0,58382344000.0,62152733000.0,61955486000.0,65827246000.0,64881330000.0,64236536000.0,63297446000.0,63825390000.0,50500790000.0,66344620000.0
2027.0,59713155000.0,57194947000.0,65579553000.0,54696020000.0,63990518000.0,55664787000.0,63180657000.0,54737490000.0,63412480000.0,56892965000.0,61149560000.0,60905927000.0,64200580000.0,64085635000.0,63096750000.0,61395804000.0,61826810000.0,47399105000.0,62048326000.0
2028.0,55480070000.0,55997260000.0,64333980000.0,53233172000.0,62668640000.0,51901768000.0,60403010000.0,53687407000.0,61069480000.0,56836440000.0,56988780000.0,57119097000.0,63802100000.0,62801830000.0,62823916000.0,58659475000.0,59920597000.0,45161583000.0,59357356000.0
2029.0,51302474000.0,55928680000.0,64464175000.0,51509297000.0,59573330000.0,48844200000.0,61876957000.0,51282686000.0,57818380000.0,56986845000.0,51635565000.0,53636297000.0,60932220000.0,59024760000.0,61831193000.0,55596270000.0,59821910000.0,41881883000.0,57003655000.0
2030.0,51794952000.0,53429776000.0,61242740000.0,50049683000.0,58343930000.0,48202470000.0,61652255000.0,48145494000.0,57063326000.0,57277116000.0,51792265000.0,50962040000.0,56493265000.0,54889878000.0,59577045000.0,53629860000.0,60847040000.0,40829137000.0,50679790000.0
2031.0,49095460000.0,52059427000.0,55774330000.0,49246680000.0,59424498000.0,45782024000.0,60651480000.0,47642542000.0,55938030000.0,55833293000.0,51766284000.0,49447297000.0,57318070000.0,50267873000.0,55017415000.0,50947514000.0,60848337000.0,39535657000.0,43786592000.0
2032.0,44451990000.0,51993030000.0,50657580000.0,46142968000.0,57013314000.0,42569572000.0,56793326000.0,45900268000.0,54098360000.0,50196190000.0,49694073000.0,47540000000.0,56231453000.0,48449122000.0,52883775000.0,48412115000.0,59271700000.0,37802144000.0,39833248000.0
2033.0,42849313000.0,50886103000.0,49105605000.0,43470800000.0,53813408000.0,42175513000.0,55696163000.0,42218836000.0,52919103000.0,48518947000.0,47748150000.0,44699650000.0,52270640000.0,47915282000.0,51807613000.0,43987304000.0,59693450000.0,36503620000.0,38040880000.0
2034.0,42564076000.0,49181745000.0,49000882000.0,38802416000.0,52392927000.0,40556397000.0,54283690000.0,41594320000.0,52111446000.0,47311237000.0,45996573000.0,39402480000.0,50561536000.0,47303750000.0,51535030000.0,42471490000.0,59150213000.0,36183912000.0,36360405000.0
2035.0,38946763000.0,47857070000.0,47033418000.0,36972260000.0,52689183000.0,38995116000.0,50675770000.0,40230724000.0,49731360000.0,45059800000.0,44113700000.0,34224058000.0,50621518000.0,45407003000.0,51607794000.0,41539050000.0,58059390000.0,34661536000.0,34770330000.0
2036.0,38382050000.0,46592758000.0,44495820000.0,36122874000.0,51041268000.0,37590397000.0,47130145000.0,36976353000.0,47353704000.0,40908624000.0,42351800000.0,32726170000.0,51461560000.0,45143216000.0,50723180000.0,39483007000.0,57913540000.0,32982036000.0,33765736000.0
2037.0,37964120000.0,45993260000.0,43837534000.0,33523253000.0,45160480000.0,36020170000.0,44429267000.0,36434825000.0,44537220000.0,40604100000.0,40315937000.0,31145535000.0,49726513000.0,43700920000.0,47843738000.0,37065335000.0,55824175000.0,30695127000.0,32675006000.0
2038.0,36348293000.0,44866056000.0,43483898000.0,31804078000.0,44806885000.0,33199927000.0,40441483000.0,34684965000.0,41460180000.0,41046910000.0,37565362000.0,28506216000.0,47793537000.0,42520190000.0,43914590000.0,34795930000.0,52054200000.0,27944116000.0,31444070000.0
2039.0,34439600000.0,43226878000.0,41579532000.0,31206986000.0,43685347000.0,32397033000.0,40451715000.0,30574905000.0,39604314000.0,39508170000.0,34260392000.0,25888991000.0,47001380000.0,39882000000.0,40233940000.0,32972726000.0,49038130000.0,27786105000.0,28974930000.0
2040.0,34807517000.0,42326757000.0,40898044000.0,29082397000.0,40382788000.0,32083436000.0,41387060000.0,27548846000.0,37886420000.0,37668897000.0,34532620000.0,24116292000.0,45650907000.0,37818225000.0,37481040000.0,31372081000.0,47236575000.0,26850933000.0,25511502000.0
2041.0,33519469000.0,41103360000.0,41905705000.0,27532534000.0,34022550000.0,30047500000.0,41085730000.0,25683081000.0,36786600000.0,34184032000.0,33841592000.0,22335830000.0,44389376000.0,36959224000.0,35142420000.0,29372420000.0,45449556000.0,26038520000.0,23497216000.0
2042.0,30933488000.0,40069260000.0,41996910000.0,26102512000.0,28415455000.0,28040380000.0,40227713000.0,23685861000.0,34594840000.0,31051920000.0,32669886000.0,19659450000.0,43122397000.0,35617157000.0,32901728000.0,27409967000.0,42964260000.0,25026802000.0,23115864000.0
2043.0,31121740000.0,40538587000.0,40465770000.0,24077046000.0,28950010000.0,27510761000.0,41323400000.0,20948666000.0,32502067000.0,30091248000.0,32514066000.0,18353123000.0,42672017000.0,33540571000.0,29869531000.0,24955556000.0,42317033000.0,21916295000.0,22154535000.0
2044.0,29239054000.0,39415767000.0,37255627000.0,21910098000.0,27923558000.0,25278106000.0,39831970000.0,20131120000.0,32008434000.0,29061245000.0,30670494000.0,17329592000.0,40675574000.0,29813965000.0,25995160000.0,23451648000.0,41005200000.0,21218585000.0,20668508000.0
