time,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,CESM2-WACCM
2000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0
2001.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0
2002.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0
2003.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0
2004.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0
2005.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0
2006.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0
2007.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0
2008.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0
2009.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0
2010.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0
2011.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0
2012.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0
2013.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0
2014.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0
2015.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0
2016.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0
2017.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0
2018.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0
2019.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0
2020.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0
2021.0,70736720000.0,73168390000.0,73012480000.0,69286540000.0
2022.0,68679510000.0,69715680000.0,70544390000.0,63295490000.0
2023.0,66776117000.0,68037350000.0,69512856000.0,60535534000.0
2024.0,61628910000.0,67379024000.0,68671463000.0,58729140000.0
2025.0,59421710000.0,66920360000.0,66271478000.0,56573665000.0
2026.0,58349515000.0,64881330000.0,63297446000.0,50500790000.0
2027.0,54696020000.0,64085635000.0,61395804000.0,47399105000.0
2028.0,53233172000.0,62801830000.0,58659475000.0,45161583000.0
2029.0,51509297000.0,59024760000.0,55596270000.0,41881883000.0
2030.0,50049683000.0,54889878000.0,53629860000.0,40829137000.0
2031.0,49216950000.0,50262100000.0,50952503000.0,39537185000.0
2032.0,46052770000.0,48409174000.0,48417866000.0,37797024000.0
2033.0,43333366000.0,47799190000.0,44017287000.0,36523037000.0
2034.0,38650982000.0,47155890000.0,42550030000.0,36215060000.0
2035.0,36822450000.0,45252186000.0,41642850000.0,34681823000.0
2036.0,35961240000.0,44984020000.0,39589020000.0,33009648000.0
2037.0,33375020000.0,43522814000.0,37172875000.0,30722484000.0
2038.0,31685290000.0,42329223000.0,34912485000.0,27960203000.0
2039.0,31106578000.0,39689744000.0,33109213000.0,27797766000.0
2040.0,29018251000.0,37626106000.0,31543046000.0,26861324000.0
2041.0,26279037000.0,36417655000.0,29640913000.0,26137594000.0
2042.0,23423232000.0,33151764000.0,27178600000.0,23750865000.0
2043.0,21836700000.0,28882768000.0,26193340000.0,23386943000.0
2044.0,20878727000.0,27674218000.0,25726415000.0,22006714000.0
2045.0,19310040000.0,25859226000.0,24302752000.0,19891431000.0
2046.0,17854554000.0,23768870000.0,23177509000.0,19473416000.0
2047.0,17960446000.0,22032500000.0,22078659000.0,18005590000.0
2048.0,16874682000.0,20546556000.0,20350611000.0,16223560000.0
2049.0,16012852000.0,19503737000.0,20304185000.0,15158241000.0
2050.0,15668796000.0,18157814000.0,20131127000.0,13932027000.0
2051.0,15232708000.0,16913639000.0,19459267000.0,13525875000.0
2052.0,13804745000.0,16582240000.0,18935470000.0,12536898000.0
2053.0,13652188000.0,16626144000.0,18230827000.0,12223943000.0
2054.0,13656691000.0,15811655000.0,18131750000.0,11060219000.0
2055.0,13354358000.0,14854242000.0,18193910000.0,11063016000.0
2056.0,12643055000.0,14684121000.0,17794730000.0,10153772000.0
2057.0,11973816000.0,14493516000.0,17019866000.0,9531116000.0
2058.0,11669114000.0,14068474000.0,16800223000.0,9563367000.0
2059.0,11115093000.0,13611362000.0,16592377000.0,9053267000.0
2060.0,10648332000.0,13758143000.0,15880049000.0,9119244000.0
2061.0,10766841000.0,13508661000.0,15658628000.0,8889016000.0
2062.0,10334745000.0,13038415000.0,15782061000.0,8621145000.0
2063.0,9897952000.0,13001483000.0,15085203000.0,8505134000.0
2064.0,9434754000.0,12860266000.0,14470072000.0,8043437600.0
2065.0,9291741000.0,12273558000.0,13932988000.0,8119763500.0
2066.0,8911473000.0,12412152000.0,14341151000.0,8021104000.0
2067.0,9075376000.0,12451687000.0,14644190000.0,7989692400.0
2068.0,8929047000.0,11650786000.0,14289707000.0,8196230000.0
2069.0,8924005000.0,10932909000.0,14337803000.0,7946029000.0
2070.0,8724816000.0,10913606000.0,14453657000.0,7968073700.0
2071.0,8524690400.0,11287349000.0,14241270000.0,7676352000.0
2072.0,8156010000.0,11400285000.0,13933576000.0,7892545000.0
2073.0,7900257000.0,11522359000.0,13846376000.0,7895414000.0
2074.0,8009305600.0,11494558000.0,13663417000.0,7854072300.0
2075.0,7785154600.0,11116243000.0,13918192000.0,7769830000.0
2076.0,7753907000.0,11387629000.0,14325549000.0,7489169400.0
2077.0,7645207000.0,11724960000.0,14498458000.0,7891411500.0
2078.0,7625952000.0,11838312000.0,14726796000.0,7809975300.0
2079.0,7959417300.0,11516457000.0,14635598000.0,7787228000.0
2080.0,8251905000.0,11611394000.0,14523660000.0,7852639000.0
2081.0,8292649500.0,11661466000.0,14590177000.0,7710745600.0
2082.0,8356415000.0,11230078000.0,14090262000.0,7771810300.0
2083.0,8044080000.0,11321090000.0,14122033000.0,7589323300.0
2084.0,7890007000.0,11417616000.0,14491440000.0,7856140300.0
2085.0,8069643300.0,11681543000.0,14747193000.0,7801650700.0
