time,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,CESM2-WACCM
2086.0,8433949700.0,11967028000.0,14758031000.0,7933980000.0
2087.0,8556886000.0,12182866000.0,15023487000.0,7780598000.0
2088.0,8700868000.0,11839443000.0,14766575000.0,7778568700.0
2089.0,8844356000.0,12041779000.0,14918396000.0,7637247500.0
2090.0,9167795000.0,12016300000.0,15368218000.0,8012912600.0
2091.0,9383001000.0,11682137000.0,15597579000.0,7825520600.0
2092.0,9645110000.0,11484638000.0,15920873000.0,8240986600.0
2093.0,9705638000.0,11965626000.0,16015991000.0,8221210000.0
2094.0,9794180000.0,12588052000.0,16172019000.0,8206064600.0
2095.0,9681543000.0,12356247000.0,16389351000.0,8361742300.0
2096.0,9688147000.0,12537507000.0,16167723000.0,8139878400.0
2097.0,9943570000.0,12846145000.0,16147508000.0,8336162300.0
2098.0,10202026000.0,12857941000.0,16487994000.0,8569969700.0
2099.0,10299189000.0,12926365000.0,16992139000.0,9086056000.0
2100.0,10540760000.0,12927902000.0,17383936000.0,9312539000.0
