time,CESM2-WACCM,MRI-ESM2-0,INM-CM5-0,CMCC-CM2-SR5,GFDL-ESM4,BCC-CSM2-MR,CESM2,NORESM2-MM,EC-EARTH3-VEG,CAMS-CSM1-0,EC-EARTH3,FGOALS-F3-L,INM-CM4-8,MPI-ESM1-2-HR
2035.0,41570517000.0,44105036000.0,60999156000.0,51832873000.0,53327962000.0,52184658000.0,43898310000.0,52794700000.0,44928240000.0,58455660000.0,48074400000.0,42022322000.0,49851814000.0,51369520000.0
2036.0,38287460000.0,42587455000.0,59802165000.0,48866255000.0,52761563000.0,51082020000.0,41694106000.0,53713020000.0,43534550000.0,59492560000.0,44978233000.0,41474744000.0,50254640000.0,49323356000.0
2037.0,38592570000.0,40816116000.0,57711730000.0,46178214000.0,52458110000.0,50337882000.0,40315195000.0,52970086000.0,42269870000.0,58215100000.0,45812965000.0,37774074000.0,50264250000.0,49432998000.0
2038.0,38162387000.0,37891230000.0,56828630000.0,42197787000.0,50336825000.0,48187820000.0,39899210000.0,49396085000.0,42703712000.0,59181277000.0,45705340000.0,37009450000.0,50103580000.0,48809325000.0
2039.0,34799477000.0,36344967000.0,54534000000.0,41468252000.0,49255920000.0,45038817000.0,37488824000.0,45513994000.0,43061125000.0,59672584000.0,43294966000.0,37054120000.0,49051894000.0,46985265000.0
2040.0,34461872000.0,34772070000.0,53083267000.0,40621232000.0,47707673000.0,41299972000.0,36383855000.0,45366210000.0,39575454000.0,59004314000.0,41042743000.0,34102596000.0,49433320000.0,46436086000.0
2041.0,31443634000.0,34545330000.0,51707320000.0,40812660000.0,46713010000.0,38447990000.0,34786290000.0,45670773000.0,35626885000.0,56061325000.0,40460460000.0,32300590000.0,49861685000.0,44456190000.0
2042.0,32276175000.0,34504240000.0,49487670000.0,40293327000.0,44920260000.0,36663198000.0,32000348000.0,45045870000.0,37251965000.0,56989065000.0,38853456000.0,32387164000.0,47487697000.0,44069910000.0
2043.0,33479450000.0,33675210000.0,49787707000.0,39006090000.0,45480133000.0,34725827000.0,30727430000.0,43653640000.0,38664786000.0,56152773000.0,35756683000.0,31667634000.0,47017740000.0,44132480000.0
2044.0,31715848000.0,32864244000.0,50599940000.0,36049076000.0,44077916000.0,32522934000.0,28959113000.0,43016024000.0,37691670000.0,53900313000.0,36809146000.0,30818281000.0,46364530000.0,45479690000.0
2045.0,28916965000.0,32119497000.0,51225910000.0,33226670000.0,43330760000.0,31356461000.0,26761271000.0,42673410000.0,34194872000.0,52296688000.0,37603308000.0,31220042000.0,45766906000.0,46734795000.0
2046.0,28711905000.0,30688537000.0,49212715000.0,32879630000.0,42940432000.0,28561682000.0,26055975000.0,41162486000.0,33021374000.0,50077102000.0,37205856000.0,31519130000.0,43433767000.0,46207740000.0
2047.0,26244448000.0,30200508000.0,46834274000.0,32737240000.0,41413120000.0,25977262000.0,25094922000.0,37439648000.0,32184586000.0,49911270000.0,34657333000.0,29825480000.0,41900794000.0,44533563000.0
2048.0,24760746000.0,29608116000.0,46857986000.0,31328582000.0,39603417000.0,25915316000.0,23959888000.0,35012090000.0,31315208000.0,46425833000.0,32811104000.0,29948660000.0,42069246000.0,40435757000.0
2049.0,22920595000.0,28249645000.0,45292760000.0,29325238000.0,39588490000.0,25290541000.0,23958399000.0,33730937000.0,29690331000.0,44720304000.0,33839140000.0,28820306000.0,41039696000.0,37631850000.0
2050.0,20919345000.0,28059507000.0,43892126000.0,27187313000.0,37684097000.0,25059030000.0,23720135000.0,31783096000.0,28143567000.0,42112426000.0,33713553000.0,26703560000.0,38712226000.0,37033886000.0
2051.0,20259414000.0,27311825000.0,42377335000.0,26942544000.0,37060022000.0,25559468000.0,22052108000.0,30575516000.0,28306725000.0,41503633000.0,30504186000.0,27456066000.0,38384990000.0,35742786000.0
2052.0,19673563000.0,26402273000.0,41213137000.0,26194835000.0,35855090000.0,24837714000.0,21291368000.0,29325308000.0,27603497000.0,38813690000.0,30058852000.0,26035149000.0,37889802000.0,32525453000.0
2053.0,18073549000.0,25678074000.0,40523313000.0,24630428000.0,35144835000.0,24497350000.0,20117803000.0,26439910000.0,25693247000.0,35506290000.0,29984473000.0,23620460000.0,36522600000.0,30314312000.0
2054.0,18708840000.0,24657800000.0,40380645000.0,24219177000.0,33252915000.0,24653920000.0,19238664000.0,24936493000.0,24532613000.0,35197980000.0,28932194000.0,24073832000.0,37123953000.0,29647294000.0
2055.0,18980310000.0,24045818000.0,40127455000.0,24225833000.0,32645454000.0,24123159000.0,17843972000.0,24568445000.0,24866933000.0,34368480000.0,26437087000.0,23397915000.0,36884650000.0,28266357000.0
2056.0,17580493000.0,23530670000.0,39078605000.0,23660450000.0,31351165000.0,24540543000.0,17846522000.0,23246184000.0,24187636000.0,32935676000.0,26291106000.0,21472110000.0,36680790000.0,27683908000.0
2057.0,16139133000.0,22534433000.0,39193590000.0,23147751000.0,29177740000.0,23706407000.0,16832211000.0,22775067000.0,23321803000.0,31989127000.0,25174966000.0,21496252000.0,35063230000.0,28434156000.0
2058.0,15820438000.0,21606158000.0,39366533000.0,22271656000.0,27180737000.0,23326230000.0,15988275000.0,23147720000.0,22083270000.0,31428792000.0,24289673000.0,20660580000.0,34431860000.0,28129080000.0
2059.0,15686362000.0,20788242000.0,38330130000.0,20977811000.0,28030880000.0,23213785000.0,15208466000.0,22809200000.0,20927130000.0,29634875000.0,23992226000.0,19774520000.0,33757762000.0,26450480000.0
2060.0,14583142000.0,19167773000.0,36718457000.0,20822979000.0,27768396000.0,22790370000.0,15018349000.0,21860723000.0,20011545000.0,29247355000.0,23123771000.0,19708223000.0,33234205000.0,24731083000.0
2061.0,14090923000.0,18551935000.0,36840833000.0,20655430000.0,26180663000.0,22309850000.0,14209522000.0,20983394000.0,18064003000.0,29628174000.0,20968446000.0,18635987000.0,31254580000.0,24490654000.0
2062.0,12691921000.0,17788930000.0,36620550000.0,20500722000.0,25263153000.0,21413861000.0,14121164000.0,20412900000.0,18312468000.0,28381397000.0,20819872000.0,18776728000.0,30362081000.0,25139132000.0
2063.0,12643870000.0,16263472000.0,35246310000.0,20102859000.0,25165350000.0,21419153000.0,13359005000.0,18984335000.0,18795168000.0,27547544000.0,20277348000.0,19672736000.0,28602667000.0,25603123000.0
2064.0,12418224000.0,15358368000.0,35591692000.0,19532340000.0,24634923000.0,20546840000.0,13119985000.0,19178240000.0,18618954000.0,27701550000.0,18660370000.0,18692604000.0,28261407000.0,24165085000.0
2065.0,12616272000.0,14598658000.0,35993203000.0,18574944000.0,23066876000.0,20033538000.0,12705778000.0,19474715000.0,18269968000.0,26839069000.0,17640282000.0,18187323000.0,28186917000.0,23175918000.0
2066.0,12621994000.0,13793884000.0,34652824000.0,17735344000.0,23752774000.0,19389550000.0,12232358000.0,19841143000.0,17747340000.0,25996958000.0,17001131000.0,17965236000.0,27410990000.0,22533423000.0
2067.0,13193259000.0,13717417000.0,33776990000.0,17466137000.0,23521750000.0,18709862000.0,11967198000.0,20941630000.0,17093005000.0,24715323000.0,15644975000.0,17315332000.0,26308798000.0,20814432000.0
2068.0,13144885000.0,13719656000.0,33927248000.0,17284854000.0,23421305000.0,18730947000.0,11420028000.0,21337528000.0,16834877000.0,23748910000.0,15434250000.0,17310214000.0,25587999000.0,20492147000.0
2069.0,12313204000.0,13782783000.0,34113016000.0,16580953000.0,22580040000.0,18143646000.0,11281432000.0,21455800000.0,16329305000.0,23218248000.0,15287677000.0,17104506000.0,25282652000.0,21096712000.0
2070.0,12651647000.0,13894863000.0,34530615000.0,15574015000.0,22068673000.0,16964682000.0,10892084000.0,20270486000.0,15461451000.0,22809571000.0,15379990000.0,16096164000.0,24890087000.0,21448104000.0
2071.0,12262059000.0,13737532000.0,34467217000.0,14310052000.0,22278347000.0,16929522000.0,10799689000.0,19297415000.0,15324063000.0,21815454000.0,15178439000.0,16341961000.0,25544206000.0,21154384000.0
2072.0,11044663000.0,13627561000.0,33104433000.0,14083826000.0,22063600000.0,17046607000.0,10574801000.0,18709303000.0,15413875000.0,21037304000.0,14883773000.0,16748293000.0,25947990000.0,20470120000.0
2073.0,11456564000.0,13320375000.0,31166167000.0,14195372000.0,21545610000.0,16844360000.0,9887621000.0,18242339000.0,15680077000.0,19805270000.0,14832297000.0,15910110000.0,26524097000.0,20677437000.0
2074.0,11692307000.0,13304980000.0,29376040000.0,14005960000.0,21469088000.0,16229296000.0,9536039000.0,17016507000.0,14796392000.0,19845716000.0,14262528000.0,16034641000.0,25855236000.0,20192993000.0
2075.0,11507261000.0,13718655000.0,29921884000.0,13308059000.0,21454551000.0,15737599000.0,8990874000.0,16798666000.0,13394494000.0,19863530000.0,13063262000.0,16404993000.0,25553320000.0,18939838000.0
2076.0,10642354000.0,13742196000.0,29550533000.0,12623106000.0,21009973000.0,15672074000.0,8884954000.0,16711625000.0,14211705000.0,19182790000.0,13562625000.0,15505353000.0,25532004000.0,17800292000.0
2077.0,10627620000.0,13081144000.0,29648090000.0,12053255000.0,20269246000.0,15329215000.0,8780891000.0,16302179000.0,14289992000.0,18546390000.0,13761707000.0,15495947000.0,25239513000.0,17180703000.0
2078.0,10619856000.0,13346693000.0,29708605000.0,11840953000.0,19150940000.0,15068553000.0,8483428400.0,16007121000.0,13690933000.0,18755748000.0,13310488000.0,15405640000.0,24943320000.0,16975625000.0
2079.0,10339677000.0,13311928000.0,29566634000.0,11799260000.0,19076510000.0,14148028000.0,8194269700.0,16078419000.0,13964446000.0,18230747000.0,13552424000.0,14423894000.0,23649126000.0,17456777000.0
2080.0,9610054000.0,13142207000.0,30024112000.0,11215763000.0,18964530000.0,13668793000.0,8337033700.0,15407806000.0,13888892000.0,18552603000.0,13487532000.0,13960830000.0,23632531000.0,17593072000.0
2081.0,9173505000.0,12921407000.0,30505275000.0,9998719000.0,18403252000.0,14035474000.0,7974965000.0,14367594000.0,12538828000.0,18905244000.0,12243608000.0,14881447000.0,23324955000.0,17363118000.0
2082.0,8640265000.0,12013836000.0,29932896000.0,9294583000.0,18809934000.0,14297544000.0,7749505500.0,13934904000.0,12884024000.0,19464522000.0,11965893000.0,14583978000.0,23013153000.0,16714035000.0
2083.0,8220476000.0,12055903000.0,29861150000.0,8587768300.0,18179807000.0,14787189000.0,7231810000.0,13956376000.0,12963470000.0,19002444000.0,12412548000.0,13691259000.0,22545721000.0,16196995000.0
2084.0,7637541400.0,11871121000.0,29188874000.0,8211599400.0,17240193000.0,14737920000.0,7040919000.0,13879860000.0,12551386000.0,19297976000.0,12764629000.0,13892732000.0,22811443000.0,15996683000.0
2085.0,7105007000.0,11539650000.0,27530146000.0,8323967500.0,17538273000.0,14787175000.0,6869468700.0,12919707000.0,11102577000.0,19951374000.0,12967442000.0,13783287000.0,22815600000.0,15988212000.0
2086.0,7522185700.0,11388958000.0,25995545000.0,8353774000.0,16809755000.0,14789603000.0,7056782000.0,12858371000.0,11131181000.0,20988475000.0,12224745000.0,13109582000.0,22471756000.0,16153063000.0
2087.0,7282729500.0,10980728000.0,25543846000.0,8433836500.0,15690651000.0,14443077000.0,6763023400.0,12460834000.0,11224413000.0,20905400000.0,11292004000.0,12721523000.0,21608587000.0,15855841000.0
2088.0,6928841000.0,11077382000.0,24610564000.0,8503732000.0,16310343000.0,14167120000.0,6342713000.0,12337900000.0,10622129000.0,20128060000.0,11863713000.0,12631954000.0,21761298000.0,15593009000.0
2089.0,6451609600.0,11065551000.0,24057213000.0,8754889000.0,16145961000.0,13832786000.0,6257588000.0,11860472000.0,10531176000.0,20764436000.0,12023524000.0,12853388000.0,22300623000.0,14974236000.0
2090.0,6555950000.0,10880486000.0,22966368000.0,8545482000.0,15427712000.0,13610823000.0,6305821700.0,11120677000.0,10691831000.0,20857266000.0,11559515000.0,12654891000.0,21983326000.0,14617162000.0
2091.0,6388950500.0,10760421000.0,21959516000.0,7768462300.0,15233620000.0,13660998000.0,6173326000.0,11180182000.0,10596185000.0,20418673000.0,10923108000.0,12925048000.0,21094259000.0,14671642000.0
2092.0,6540922000.0,10070128000.0,21652718000.0,7635915000.0,15719011000.0,13546817000.0,6050807300.0,11225487000.0,9691917000.0,20790262000.0,10969971000.0,12385489000.0,21056557000.0,15077305000.0
2093.0,6469873700.0,10416665000.0,22251842000.0,7758878000.0,15109177000.0,13211465000.0,5798568400.0,11007753000.0,10236976000.0,20660482000.0,10860238000.0,12618768000.0,20394377000.0,15272061000.0
2094.0,6213393000.0,10280607000.0,22699170000.0,8018362400.0,15047035000.0,13321605000.0,5860260000.0,11134084000.0,10328717000.0,19899085000.0,10092516000.0,12401641000.0,19902915000.0,15160348000.0
2095.0,6343689000.0,10089642000.0,22398847000.0,8091165000.0,15004200000.0,12654225000.0,5652636700.0,11335435000.0,9451404000.0,19838507000.0,10539356000.0,11523937000.0,19856382000.0,14756309000.0
2096.0,6283592000.0,10410267000.0,22376116000.0,8177065500.0,14575967000.0,12492674000.0,5848297000.0,11053881000.0,9649243000.0,19849380000.0,10287293000.0,11355625000.0,19625535000.0,14755434000.0
2097.0,6071950000.0,10416650000.0,22118076000.0,8037581000.0,15023971000.0,12561191000.0,5678157300.0,10579520000.0,9387395000.0,19371080000.0,9427484000.0,11120538000.0,19860713000.0,14466979000.0
2098.0,6352704500.0,10503908000.0,21897955000.0,7946823000.0,14728979000.0,12305223000.0,5395077600.0,11211275000.0,8299906600.0,18365155000.0,9928432000.0,11009744000.0,19657576000.0,13759290000.0
2099.0,6481075000.0,10497039000.0,22000937000.0,8020184600.0,14194037000.0,12103941000.0,5575415300.0,11251135000.0,8154940000.0,18460570000.0,10098201000.0,11323954000.0,19664159000.0,13424888000.0
2100.0,6229730300.0,10421281000.0,22206958000.0,8058586600.0,14628379000.0,12072502000.0,5600157000.0,10523934000.0,8592894000.0,18338646000.0,9800634000.0,11074863000.0,19755315000.0,13535135000.0
