time,GFDL-ESM4,MRI-ESM2-0,INM-CM5-0,CESM2-WACCM,FGOALS-F3-L,MPI-ESM1-2-HR,INM-CM4-8,EC-EARTH3,CAMS-CSM1-0,CESM2,BCC-CSM2-MR,EC-EARTH3-VEG,NORESM2-MM
2000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0
2001.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0
2002.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0
2003.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0
2004.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0
2005.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0
2006.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0
2007.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0
2008.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0
2009.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0
2010.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0
2011.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0
2012.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0
2013.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0
2014.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0
2015.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0
2016.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0
2017.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0
2018.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0
2019.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0
2020.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0
2021.0,72735800000.0,72379130000.0,72835190000.0,74123920000.0,67757236000.0,74298640000.0,74023200000.0,73815210000.0,69677230000.0,69370840000.0,70786540000.0,69832925000.0,72221730000.0
2022.0,70957425000.0,71716860000.0,72482820000.0,72498730000.0,66458178000.0,75667956000.0,73797280000.0,72778530000.0,68575740000.0,67167306000.0,70300320000.0,65220674000.0,72446165000.0
2023.0,68834140000.0,67426103000.0,70735800000.0,70546120000.0,65755353000.0,76625175000.0,73550090000.0,68040970000.0,68038525000.0,64078840000.0,70989290000.0,63423193000.0,73606840000.0
2024.0,70076630000.0,64934613000.0,67169415000.0,68958765000.0,61629243000.0,74181240000.0,72334475000.0,63869000000.0,64768393000.0,64033920000.0,69398030000.0,62430503000.0,72360280000.0
2025.0,69718970000.0,63156540000.0,65161904000.0,64098947000.0,58171875000.0,74944560000.0,71577210000.0,64031592000.0,62140068000.0,62815638000.0,69187050000.0,60532910000.0,70647824000.0
2026.0,66008056000.0,61322550000.0,63450124000.0,62793920000.0,58254946000.0,72805515000.0,69687255000.0,64106406000.0,62645430000.0,60521968000.0,68229222000.0,55714378000.0,68682097000.0
2027.0,65050726000.0,57638380000.0,60464824000.0,62200775000.0,54552764000.0,69656290000.0,69199000000.0,60136090000.0,60885885000.0,56637230000.0,64557000000.0,55661322000.0,68663833000.0
2028.0,64357003000.0,53572450000.0,60314763000.0,59977460000.0,50800640000.0,65137490000.0,65719450000.0,54899696000.0,59693576000.0,53529006000.0,61622686000.0,55563186000.0,65366260000.0
2029.0,63354680000.0,51023745000.0,59707728000.0,55986405000.0,51277060000.0,63204143000.0,62296818000.0,55132668000.0,57647202000.0,51968815000.0,60621464000.0,54302500000.0,60786340000.0
2030.0,60536780000.0,49558290000.0,59377990000.0,54677344000.0,50243273000.0,63423975000.0,61987960000.0,54518546000.0,58677592000.0,49031848000.0,58352787000.0,53930934000.0,59651030000.0
2031.0,59358212000.0,48897440000.0,59003527000.0,55024075000.0,46032847000.0,62030830000.0,61169443000.0,51225960000.0,58235163000.0,45351810000.0,57471058000.0,54220210000.0,58950470000.0
2032.0,58522374000.0,47128244000.0,57676090000.0,51448152000.0,44417036000.0,60777640000.0,59605684000.0,50681557000.0,57323614000.0,46016480000.0,54020770000.0,51918787000.0,59157107000.0
2033.0,55884450000.0,46846020000.0,54392640000.0,49302450000.0,44471575000.0,59338260000.0,58543387000.0,50175740000.0,55841264000.0,45851340000.0,50195730000.0,46558660000.0,56669060000.0
2034.0,53130015000.0,46953095000.0,53651878000.0,49167870000.0,42342470000.0,55443240000.0,57108607000.0,45625700000.0,55097967000.0,41875165000.0,49168953000.0,47242720000.0,55952560000.0
2035.0,51107640000.0,45370986000.0,53815857000.0,49904865000.0,41902567000.0,53271140000.0,55210630000.0,45106102000.0,53148990000.0,39313555000.0,48993270000.0,47522877000.0,56245096000.0
2036.0,49802326000.0,43701150000.0,52796780000.0,50457543000.0,40058310000.0,51186900000.0,53129937000.0,46055140000.0,50780385000.0,37590893000.0,46692237000.0,45962850000.0,55988970000.0
2037.0,46895194000.0,42864935000.0,52096580000.0,50509690000.0,36994277000.0,49498866000.0,51762890000.0,47088470000.0,51862016000.0,37453960000.0,44822560000.0,41115800000.0,53974335000.0
2038.0,43723020000.0,41526673000.0,52912816000.0,47832257000.0,37006234000.0,48979980000.0,50140480000.0,47022370000.0,50202018000.0,33937926000.0,41509593000.0,39448576000.0,50141835000.0
2039.0,43501140000.0,40833610000.0,51624186000.0,44814530000.0,35505600000.0,47728920000.0,47771730000.0,44958150000.0,47385000000.0,30683750000.0,38983717000.0,38792204000.0,49137054000.0
2040.0,43060306000.0,39856157000.0,49727370000.0,42260790000.0,32490858000.0,46186580000.0,47433548000.0,42786198000.0,47627000000.0,30415786000.0,37950910000.0,35132020000.0,48599155000.0
2041.0,42502005000.0,38058365000.0,47960250000.0,38873090000.0,32451506000.0,44073160000.0,47329415000.0,41996284000.0,47278002000.0,30024868000.0,37295120000.0,32841390000.0,48255690000.0
2042.0,39976907000.0,34563230000.0,46571725000.0,34244831000.0,31870235000.0,43784790000.0,46446555000.0,41111724000.0,45078397000.0,29057057000.0,37278120000.0,32891290000.0,47330816000.0
2043.0,37121233000.0,33762804000.0,46290924000.0,31938160000.0,29131002000.0,43692896000.0,46346985000.0,38652793000.0,43700584000.0,28601660000.0,34701574000.0,32463240000.0,43759410000.0
2044.0,36831965000.0,33120424000.0,45684806000.0,29737744000.0,27222250000.0,41667460000.0,44833116000.0,33691083000.0,43116500000.0,27261389000.0,33064184000.0,29821061000.0,41680800000.0
2045.0,35727930000.0,32108761000.0,44647666000.0,28817924000.0,27508695000.0,39639015000.0,43797647000.0,33127746000.0,42246960000.0,26622487000.0,31221270000.0,29269123000.0,39535886000.0
2046.0,33224170000.0,31264639000.0,43262720000.0,27738395000.0,26204944000.0,39763767000.0,43001810000.0,30814378000.0,42789736000.0,26089050000.0,31040350000.0,28303688000.0,38274044000.0
