time,CESM2,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,INM-CM5-0,CESM2-WACCM,CAMS-CSM1-0,CMCC-CM2-SR5,MRI-ESM2-0,TAIESM1,ACCESS-CM2,IPSL-CM6A-LR,EC-EARTH3-VEG,ACCESS-ESM1-5,CANESM5,NORESM2-MM,GFDL-ESM4,BCC-CSM2-MR,FGOALS-F3-L
2028.0,86432660000.0,86495140000.0,86779120000.0,86791380000.0,86756860000.0,86918690000.0,86615760000.0,86727020000.0,86580700000.0,86209090000.0,86736355000.0,86649300000.0,86477210000.0,86593670000.0,86277510000.0,86463280000.0,87060230000.0,86801050000.0,86736340000.0
2029.0,86549280000.0,86226715000.0,86905030000.0,86386770000.0,86641930000.0,86486710000.0,86431310000.0,86616820000.0,86333964000.0,86028720000.0,86473750000.0,86379370000.0,86174380000.0,86475610000.0,86043710000.0,86485330000.0,86628890000.0,86862610000.0,86661510000.0
2030.0,86269280000.0,86022906000.0,86848860000.0,86090420000.0,86301180000.0,86389610000.0,86245590000.0,86360270000.0,86180870000.0,85676870000.0,86232740000.0,86215970000.0,86077235000.0,86242410000.0,85914755000.0,86157525000.0,86290465000.0,86178510000.0,86524880000.0
2031.0,85908860000.0,85591320000.0,86426060000.0,86032760000.0,86176465000.0,86129390000.0,86183380000.0,86194930000.0,85893290000.0,85328550000.0,85952740000.0,86401884000.0,85844484000.0,86062180000.0,85838330000.0,85971970000.0,86107100000.0,86123960000.0,86412710000.0
2032.0,85681460000.0,85479060000.0,86225830000.0,85720560000.0,85706830000.0,86069130000.0,86481820000.0,86000390000.0,85605384000.0,85045250000.0,85722730000.0,85727420000.0,86012355000.0,85872020000.0,85194010000.0,85782360000.0,85895670000.0,85859240000.0,86329614000.0
2033.0,85413000000.0,85072640000.0,86650800000.0,85726660000.0,85427640000.0,85763540000.0,86081460000.0,85745840000.0,85471860000.0,84721130000.0,85618380000.0,85453730000.0,85471805000.0,85663930000.0,85265420000.0,85776720000.0,85662876000.0,85623070000.0,85961640000.0
2034.0,85173770000.0,84877754000.0,86996220000.0,85304050000.0,85412910000.0,85514680000.0,85701240000.0,85416720000.0,85124580000.0,84196660000.0,85618360000.0,85197630000.0,85199680000.0,85317790000.0,84630610000.0,85376100000.0,85547320000.0,85412086000.0,85731380000.0
2035.0,84932630000.0,84299230000.0,86309450000.0,85111420000.0,85135024000.0,85418070000.0,85535020000.0,85221580000.0,84890020000.0,83770420000.0,85110505000.0,85191115000.0,84858810000.0,85069190000.0,84485800000.0,85254636000.0,85739930000.0,85565710000.0,85468730000.0
2036.0,84935300000.0,84079860000.0,86019620000.0,84811506000.0,84739050000.0,85472730000.0,85325210000.0,84933730000.0,84852580000.0,83317375000.0,84934660000.0,84937820000.0,84511760000.0,84926276000.0,83870150000.0,85031890000.0,85499404000.0,85945920000.0,85789790000.0
2037.0,84609290000.0,83645750000.0,85638865000.0,84537434000.0,84418510000.0,85027440000.0,85153160000.0,84665850000.0,84520670000.0,82696454000.0,84466524000.0,84737330000.0,84151435000.0,84638286000.0,83540830000.0,84868850000.0,85472560000.0,85081550000.0,85334020000.0
2038.0,84175660000.0,83128435000.0,85467330000.0,84211190000.0,84144360000.0,84724130000.0,84760986000.0,84257595000.0,84077000000.0,82197030000.0,84122430000.0,84540830000.0,83842190000.0,84559610000.0,83269845000.0,84495426000.0,86101490000.0,84944420000.0,85338670000.0
2039.0,83794650000.0,82799180000.0,85242730000.0,84159910000.0,83831520000.0,84412060000.0,84612170000.0,83888560000.0,83777270000.0,81813540000.0,83841190000.0,83952430000.0,83468394000.0,84260086000.0,83063910000.0,84479760000.0,84837200000.0,84701680000.0,85038105000.0
2040.0,83378520000.0,82209770000.0,84981130000.0,83855835000.0,83600680000.0,84013000000.0,84438950000.0,83696530000.0,83830555000.0,81073790000.0,83452900000.0,84891320000.0,83139390000.0,83932390000.0,82397130000.0,84083780000.0,85158710000.0,84500914000.0,84911530000.0
2041.0,83022560000.0,81614060000.0,85020750000.0,83431070000.0,83160310000.0,83721910000.0,84029104000.0,83556300000.0,83155170000.0,80358900000.0,83219810000.0,84163960000.0,82614870000.0,83591090000.0,81837015000.0,83741750000.0,84208345000.0,84138566000.0,85196915000.0
2042.0,82578920000.0,80921260000.0,86051520000.0,83009720000.0,82881500000.0,83512975000.0,83765130000.0,83061180000.0,82917630000.0,79499670000.0,82853085000.0,83446030000.0,82106310000.0,83429010000.0,81180490000.0,83483810000.0,83873570000.0,83835310000.0,84312680000.0
2043.0,82222195000.0,80395090000.0,84992620000.0,82692850000.0,82766810000.0,83043550000.0,83535530000.0,82583220000.0,82393110000.0,78657250000.0,82467185000.0,82799300000.0,81558150000.0,83354485000.0,81682970000.0,83128850000.0,83621390000.0,83678224000.0,84049945000.0
2044.0,81790900000.0,79735685000.0,84774670000.0,82202200000.0,82509420000.0,82860130000.0,83305270000.0,82022290000.0,81862910000.0,78114140000.0,82099810000.0,82666400000.0,80907756000.0,82785810000.0,80199130000.0,82705370000.0,83132650000.0,83503380000.0,83782790000.0
2045.0,81390215000.0,79176510000.0,84526540000.0,81799040000.0,81964170000.0,82187910000.0,83030620000.0,81652750000.0,81468130000.0,77251640000.0,81706070000.0,82458600000.0,80455510000.0,82457690000.0,79678600000.0,82364980000.0,83134080000.0,82988870000.0,83372330000.0
2046.0,80975560000.0,78335160000.0,85128690000.0,81525990000.0,81499000000.0,81674560000.0,82880995000.0,81079320000.0,80941890000.0,76441625000.0,81210800000.0,81750974000.0,79887150000.0,82139730000.0,78910680000.0,82077270000.0,82577736000.0,83270060000.0,83060376000.0
2047.0,80526590000.0,77506806000.0,84007590000.0,81005740000.0,81109200000.0,81295385000.0,82696360000.0,80523790000.0,80412790000.0,75400030000.0,81241140000.0,81256645000.0,79370810000.0,81629550000.0,78047170000.0,81657240000.0,82303345000.0,82657850000.0,82732750000.0
2048.0,79956050000.0,76835360000.0,84002144000.0,80633380000.0,80811590000.0,80972890000.0,82335560000.0,79905110000.0,79757240000.0,74450620000.0,80474460000.0,80910350000.0,78712000000.0,81347980000.0,77421650000.0,81297050000.0,82087150000.0,82677510000.0,82354815000.0
2049.0,79646330000.0,76178040000.0,83411600000.0,80067674000.0,80417940000.0,80409076000.0,82774850000.0,79280040000.0,79234500000.0,73462825000.0,79977540000.0,80208314000.0,78089510000.0,80992800000.0,76667140000.0,80788790000.0,81677115000.0,82274990000.0,82142470000.0
2050.0,78981640000.0,75423050000.0,83158210000.0,79515840000.0,79992410000.0,79827240000.0,82045430000.0,78621050000.0,78604345000.0,72209290000.0,79457080000.0,79710690000.0,77504365000.0,80616520000.0,76003885000.0,80343300000.0,82012660000.0,81703520000.0,81906050000.0
2051.0,78343670000.0,74573470000.0,82774380000.0,78951750000.0,79632490000.0,79524000000.0,81647310000.0,78064680000.0,78116610000.0,71015290000.0,79193650000.0,79467770000.0,76778890000.0,80214565000.0,75194300000.0,79835850000.0,82223950000.0,81187470000.0,81296310000.0
2052.0,77878820000.0,73693340000.0,82575790000.0,78401830000.0,79089430000.0,78785520000.0,81719026000.0,77344150000.0,77560390000.0,69812180000.0,78578410000.0,78957090000.0,76104120000.0,79661090000.0,74319790000.0,79537820000.0,81061265000.0,81345310000.0,80737730000.0
2053.0,77106635000.0,72808920000.0,82844434000.0,77765590000.0,78724915000.0,78276846000.0,81232380000.0,76957650000.0,76962790000.0,68628988000.0,78067880000.0,78176985000.0,75357270000.0,79222370000.0,73567450000.0,79088950000.0,80460290000.0,80486924000.0,80417210000.0
2054.0,76469320000.0,72009286000.0,82056630000.0,77277340000.0,78219930000.0,77660320000.0,80952950000.0,76123200000.0,76304990000.0,67402720000.0,77635270000.0,77519176000.0,74500350000.0,78784610000.0,72810004000.0,78629740000.0,80427190000.0,80141060000.0,80097250000.0
2055.0,75815330000.0,71032635000.0,81580820000.0,76810070000.0,77780754000.0,76940214000.0,80685060000.0,75333280000.0,75563650000.0,65880770000.0,77195290000.0,76728850000.0,73604200000.0,78099100000.0,71937610000.0,78117814000.0,79751830000.0,79714880000.0,79638540000.0
2056.0,75085100000.0,70272705000.0,81230460000.0,76064850000.0,77281780000.0,76712420000.0,80216970000.0,74553890000.0,75051200000.0,64361005000.0,76665450000.0,75974600000.0,72661705000.0,77532070000.0,71109910000.0,77844780000.0,80110060000.0,79335450000.0,79141134000.0
2057.0,74191520000.0,69416305000.0,81012770000.0,75383190000.0,76715730000.0,76001700000.0,79917250000.0,73897020000.0,74492160000.0,63160852000.0,76070210000.0,75226070000.0,71839410000.0,76943250000.0,70211630000.0,77277450000.0,78896360000.0,79165870000.0,78953330000.0
2058.0,73411620000.0,68430140000.0,80721700000.0,74786760000.0,76211266000.0,75513540000.0,79646000000.0,73229530000.0,73812886000.0,62051607000.0,75525760000.0,74576036000.0,70936080000.0,76420910000.0,69434270000.0,76807315000.0,78760050000.0,78630350000.0,78526320000.0
2059.0,72640586000.0,67510444000.0,80314474000.0,74038000000.0,75876160000.0,74862985000.0,79225900000.0,72300270000.0,73231884000.0,60756574000.0,75102290000.0,74320355000.0,69993990000.0,76003200000.0,68663456000.0,76279010000.0,78060710000.0,78169340000.0,78225710000.0
2060.0,71628700000.0,66638017000.0,79932500000.0,73507570000.0,75720930000.0,74049470000.0,78820110000.0,71618670000.0,72629300000.0,59408110000.0,74573680000.0,73428640000.0,69045600000.0,75395890000.0,67722105000.0,75849390000.0,77492420000.0,77736350000.0,77984830000.0
2061.0,71076545000.0,65673900000.0,79589340000.0,73332270000.0,74973260000.0,73314110000.0,78709770000.0,70911410000.0,71816260000.0,58054730000.0,73948780000.0,72674340000.0,68171014000.0,74599965000.0,66774778000.0,75376280000.0,77253540000.0,77210180000.0,77969146000.0
2062.0,70074786000.0,64723513000.0,79287755000.0,72988795000.0,75952140000.0,72747835000.0,78212880000.0,70084936000.0,71089630000.0,56679830000.0,73318280000.0,73162875000.0,67278668000.0,74025665000.0,65683090000.0,74943046000.0,76820670000.0,77691860000.0,77162690000.0
2063.0,69214800000.0,63755764000.0,78843430000.0,72500460000.0,74631680000.0,71923925000.0,78026240000.0,69111300000.0,70489330000.0,55728505000.0,72697260000.0,71583830000.0,66309353000.0,73356000000.0,64744055000.0,74423750000.0,76233300000.0,76955230000.0,76690480000.0
2064.0,68178944000.0,62686250000.0,78493960000.0,71732160000.0,73780360000.0,71236920000.0,77432260000.0,67977626000.0,69658840000.0,54383320000.0,72104750000.0,70704005000.0,65557463000.0,72808690000.0,63719522000.0,73794170000.0,75983660000.0,76425085000.0,76312390000.0
2065.0,67187212000.0,61736640000.0,78008640000.0,70787110000.0,73212750000.0,70518320000.0,77174640000.0,66813784000.0,69389250000.0,53043740000.0,71472830000.0,69987110000.0,64488006000.0,72200495000.0,62729190000.0,73399210000.0,75675170000.0,75568870000.0,75826490000.0
2066.0,66334114000.0,60882338000.0,77677030000.0,70187830000.0,72782050000.0,69770535000.0,76904330000.0,65717445000.0,68842520000.0,51831333000.0,71227270000.0,69314400000.0,63277634000.0,71717120000.0,61654920000.0,72729470000.0,74929890000.0,74908340000.0,75096940000.0
2067.0,65299423000.0,59802450000.0,77185310000.0,69588620000.0,72218400000.0,69072180000.0,76539320000.0,64683610000.0,68045877000.0,50600153000.0,70444294000.0,68719194000.0,62044795000.0,71049440000.0,60881363000.0,72202310000.0,75093350000.0,74249350000.0,74534460000.0
2068.0,64493707000.0,58679345000.0,76740720000.0,68876210000.0,71699910000.0,68583645000.0,76323140000.0,63377590000.0,67346780000.0,49416540000.0,69893095000.0,67840897000.0,60917834000.0,70554760000.0,59989820000.0,71455740000.0,74163010000.0,73756090000.0,74322534000.0
2069.0,63506920000.0,57546790000.0,76298380000.0,68197850000.0,71642554000.0,67521626000.0,75878560000.0,61940535000.0,66692678000.0,48172528000.0,69082050000.0,67273760000.0,59665883000.0,70000470000.0,58930890000.0,70909166000.0,73710820000.0,73272700000.0,73689940000.0
2070.0,62664765000.0,56321350000.0,76075490000.0,67509133000.0,70971260000.0,66588410000.0,75667400000.0,60696576000.0,66104914000.0,46964666000.0,68532620000.0,66549150000.0,58458894000.0,69341040000.0,57970414000.0,70310680000.0,73290340000.0,72708825000.0,73180905000.0
2071.0,61647266000.0,55285617000.0,75662210000.0,66987140000.0,70339670000.0,65862935000.0,75180065000.0,59881386000.0,65257240000.0,45809275000.0,67942027000.0,66484190000.0,57342337000.0,68605080000.0,56852830000.0,69610185000.0,73622560000.0,72019900000.0,72894030000.0
2072.0,60907730000.0,54233956000.0,75141820000.0,66169917000.0,69686755000.0,65199165000.0,74657210000.0,58897430000.0,64384537000.0,44567500000.0,67138736000.0,65146606000.0,55935492000.0,67962610000.0,55634380000.0,68989220000.0,72514445000.0,71435624000.0,72005490000.0
2073.0,59670237000.0,53141950000.0,74936940000.0,65432125000.0,69350550000.0,64204116000.0,74715200000.0,57472623000.0,63749520000.0,43389813000.0,66340774000.0,65331397000.0,54708064000.0,67230160000.0,54728405000.0,68254530000.0,72102800000.0,70830790000.0,71621300000.0
2074.0,58781045000.0,51930130000.0,74560740000.0,64692675000.0,69353420000.0,63207080000.0,74007420000.0,56340530000.0,62879322000.0,42008797000.0,65646950000.0,63744573000.0,53475123000.0,66434355000.0,53674066000.0,67685420000.0,71755465000.0,70131294000.0,70847300000.0
2075.0,57609640000.0,50551718000.0,73855120000.0,64646013000.0,68257112000.0,62249996000.0,73631425000.0,55087450000.0,62072780000.0,40591114000.0,64811220000.0,63026192000.0,52277990000.0,65671610000.0,52629180000.0,66960650000.0,71213660000.0,69501510000.0,70224740000.0
2076.0,56513348000.0,49411680000.0,73239675000.0,63390597000.0,67566860000.0,61283783000.0,73178235000.0,53878000000.0,61302850000.0,39507390000.0,64048476000.0,62171580000.0,50847605000.0,65013002000.0,51415237000.0,66444325000.0,70964270000.0,69178974000.0,69519010000.0
2077.0,55429150000.0,48045048000.0,72629576000.0,62804857000.0,66991500000.0,60414775000.0,73338120000.0,52896420000.0,60397260000.0,38238044000.0,63748452000.0,61251630000.0,49400770000.0,64385060000.0,50231550000.0,65590477000.0,70352970000.0,68409920000.0,68810350000.0
2078.0,54340178000.0,46743028000.0,72120525000.0,62325658000.0,66551906000.0,59137266000.0,73766930000.0,51237356000.0,59784884000.0,36950500000.0,62584090000.0,60574380000.0,47760278000.0,63677858000.0,49216970000.0,64919446000.0,70080680000.0,67830760000.0,68282570000.0
2079.0,53084697000.0,45499347000.0,71790310000.0,61541364000.0,65951457000.0,57980700000.0,72657486000.0,49900196000.0,58746167000.0,35865485000.0,61635162000.0,59784868000.0,46324048000.0,62993830000.0,47852245000.0,64105130000.0,69402804000.0,66989744000.0,67596177000.0
2080.0,51893320000.0,44125970000.0,71329900000.0,61104360000.0,65385214000.0,56798240000.0,71810730000.0,48190607000.0,57832444000.0,34677560000.0,60744536000.0,59100885000.0,44832944000.0,62137663000.0,46849900000.0,63201706000.0,69199110000.0,66426290000.0,66801140000.0
2081.0,50660270000.0,42700124000.0,70735480000.0,60468818000.0,64940245000.0,55908753000.0,71891200000.0,46778827000.0,56975420000.0,33519161000.0,59908362000.0,58038854000.0,42880760000.0,61445734000.0,45762822000.0,62416425000.0,68470110000.0,65745736000.0,66080612000.0
2082.0,49448520000.0,41233215000.0,70286130000.0,59944247000.0,64456990000.0,54663844000.0,71427420000.0,45375010000.0,56101642000.0,32219232000.0,58945503000.0,57165025000.0,41492128000.0,60729840000.0,44587380000.0,61603000000.0,68305637000.0,65125860000.0,65630260000.0
2083.0,48191940000.0,39851127000.0,70018110000.0,59071230000.0,63817890000.0,53515014000.0,70877830000.0,44006340000.0,55468230000.0,30813043000.0,58076086000.0,56247235000.0,39871350000.0,59723440000.0,43742503000.0,60758737000.0,67652248000.0,64236986000.0,64579236000.0
2084.0,47166042000.0,38040027000.0,69137970000.0,58349890000.0,63099780000.0,52306612000.0,70480110000.0,42568004000.0,54665384000.0,29414080000.0,57171440000.0,55516504000.0,38250324000.0,58917190000.0,42575930000.0,59826400000.0,66982027000.0,63289627000.0,63923100000.0
2085.0,46068597000.0,36521010000.0,68875550000.0,58018010000.0,62428680000.0,51233740000.0,70188925000.0,41084830000.0,53742686000.0,28243087000.0,56599630000.0,55043540000.0,36498575000.0,58077938000.0,41528550000.0,58986713000.0,66488926000.0,62500663000.0,63024378000.0
2086.0,44819997000.0,35194830000.0,68037920000.0,57278644000.0,61725397000.0,49962275000.0,69671910000.0,39563674000.0,52756537000.0,27022633000.0,55719430000.0,54234472000.0,34945860000.0,57485414000.0,40429957000.0,58088150000.0,65968845000.0,61816960000.0,62131327000.0
2087.0,43644360000.0,33068433000.0,68377182000.0,57061860000.0,61177110000.0,48897266000.0,69133090000.0,38261473000.0,51657780000.0,25652107000.0,54797525000.0,53149962000.0,33456520000.0,56704350000.0,39270600000.0,57266692000.0,66185590000.0,60804694000.0,61547647000.0
2088.0,42681057000.0,31071056000.0,67077353000.0,56977154000.0,60405460000.0,47679427000.0,68672220000.0,36675730000.0,50629960000.0,24417098000.0,53874960000.0,52351898000.0,31898650000.0,55509610000.0,38169068000.0,56368226000.0,65297900000.0,59997913000.0,60708647000.0
2089.0,41661243000.0,29483299000.0,66488000000.0,56052105000.0,59775713000.0,46672450000.0,68289982000.0,35219320000.0,49379557000.0,23316810000.0,53383430000.0,51532850000.0,29898136000.0,54478200000.0,37197038000.0,55580470000.0,66043384000.0,59070714000.0,60480160000.0
2090.0,40649940000.0,28002918000.0,69223480000.0,55389336000.0,59135214000.0,45665526000.0,67988880000.0,33949225000.0,48277200000.0,22220866000.0,52459950000.0,50313667000.0,28292626000.0,53714400000.0,36267127000.0,54615912000.0,64478777000.0,58134786000.0,59297575000.0
2091.0,39861240000.0,25961425000.0,66144850000.0,55592042000.0,58394063000.0,44558934000.0,67618124000.0,32786180000.0,47230310000.0,21177336000.0,51490990000.0,49192882000.0,26745825000.0,52809576000.0,35205825000.0,53529460000.0,64874330000.0,57363083000.0,58551996000.0
2092.0,38554268000.0,24411740000.0,65113317000.0,54593815000.0,57881944000.0,43211790000.0,67494450000.0,31580822000.0,46160433000.0,20209598000.0,50612154000.0,48032887000.0,24841396000.0,51823337000.0,34369696000.0,52581480000.0,63551880000.0,56613405000.0,57884484000.0
2093.0,37501890000.0,23039304000.0,64587977000.0,53997420000.0,57560375000.0,41978413000.0,66912694000.0,30377103000.0,45163766000.0,19315870000.0,49624347000.0,46921884000.0,23376590000.0,50912190000.0,33302258000.0,51639650000.0,62643294000.0,55768818000.0,56806230000.0
2094.0,36332710000.0,21758435000.0,63976145000.0,53401305000.0,56937345000.0,40739885000.0,66600583000.0,29375343000.0,44650947000.0,18442142000.0,48811890000.0,46401737000.0,21962228000.0,49877390000.0,32472890000.0,50822400000.0,61990494000.0,55069606000.0,57007403000.0
2095.0,35299890000.0,20448248000.0,64040820000.0,52993300000.0,56358100000.0,39540367000.0,66272910000.0,28375247000.0,43654623000.0,17649527000.0,47827423000.0,45745920000.0,20565993000.0,49012978000.0,31566998000.0,49822327000.0,61548570000.0,54189388000.0,56078995000.0
2096.0,34397753000.0,19150250000.0,64277620000.0,52320506000.0,55840285000.0,38341400000.0,66047926000.0,27222090000.0,42542703000.0,16916321000.0,46773584000.0,44815400000.0,19272483000.0,48254652000.0,30402482000.0,48890140000.0,60929560000.0,53580570000.0,54846770000.0
2097.0,33470196000.0,17910831000.0,63393920000.0,51741823000.0,55452287000.0,37298565000.0,65580210000.0,26119786000.0,41592136000.0,16246588000.0,45956256000.0,43884070000.0,18059112000.0,47307035000.0,29281303000.0,47911660000.0,60330500000.0,52764054000.0,54062055000.0
