time,GFDL-ESM4,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG
2059.0,38185435000.0,34870837000.0,38388280000.0,37884790000.0
2060.0,38059225000.0,34680807000.0,38254313000.0,37778452000.0
2061.0,37968360000.0,34481144000.0,38167044000.0,37654397000.0
2062.0,37852967000.0,34485498000.0,38047460000.0,37516214000.0
2063.0,37753480000.0,34136971000.0,37922742000.0,37376475000.0
2064.0,37731815000.0,33919594000.0,37833740000.0,37272834000.0
2065.0,37652900000.0,33804421000.0,37711550000.0,37118435000.0
2066.0,37473290000.0,33724789000.0,37754044000.0,37027607000.0
2067.0,37356220000.0,33545509000.0,37621387000.0,36891185000.0
2068.0,37251070000.0,33320968000.0,37440844000.0,36759460000.0
2069.0,37208162000.0,33242337000.0,37390172000.0,36619858000.0
2070.0,36976760000.0,33210520000.0,37256475000.0,36489730000.0
2071.0,37053950000.0,33360585000.0,37103358000.0,36397290000.0
2072.0,36864530000.0,32877625000.0,37004000000.0,36232640000.0
2073.0,36720880000.0,32737937000.0,36984365000.0,36115310000.0
2074.0,36633465000.0,32510700000.0,36794892000.0,35917144000.0
2075.0,36495663000.0,32444006000.0,36625530000.0,35768230000.0
2076.0,36501524000.0,32334340000.0,36502800000.0,35621986000.0
2077.0,36305695000.0,32008935000.0,36429783000.0,35476476000.0
2078.0,36208800000.0,31875643000.0,36361273000.0,35323224000.0
2079.0,36103290000.0,31693746000.0,36171950000.0,35240428000.0
2080.0,36227230000.0,31605762000.0,36124920000.0,34979226000.0
2081.0,35912090000.0,31349447000.0,36033170000.0,34800873000.0
2082.0,35859960000.0,31144817000.0,35926920000.0,34623644000.0
2083.0,35738137000.0,31099111000.0,35766714000.0,34514477000.0
2084.0,35623092000.0,30870684000.0,35677430000.0,34375860000.0
2085.0,35511476000.0,30635856000.0,35546810000.0,34155065000.0
2086.0,35373752000.0,30513308000.0,35424473000.0,33946225000.0
2087.0,35311870000.0,30387077000.0,35328650000.0,33782520000.0
2088.0,35316752000.0,30246200000.0,35209950000.0,33622890000.0
2089.0,35233370000.0,30384945000.0,35470643000.0,33432918000.0
2090.0,35043852000.0,30382225000.0,35037800000.0,33251482000.0
2091.0,34975630000.0,29915992000.0,34978816000.0,33065466000.0
2092.0,34795500000.0,29828434000.0,34792490000.0,33070664000.0
2093.0,34686853000.0,29753500000.0,35091837000.0,32663077000.0
2094.0,34583933000.0,29597807000.0,34572804000.0,32497470000.0
2095.0,34407460000.0,29612610000.0,34582790000.0,32294033000.0
2096.0,34471360000.0,29293250000.0,34457952000.0,32099910000.0
2097.0,34181929000.0,29458280000.0,34264437000.0,31852515000.0
2098.0,34079885000.0,29254613000.0,34128865000.0,31622939000.0
2099.0,33988460000.0,28913134000.0,34010442000.0,31529947000.0
2100.0,33928552000.0,28862880000.0,33832346000.0,31289088000.0
