time,MRI-ESM2-0,GFDL-ESM4,TAIESM1,ACCESS-ESM1-5,IPSL-CM6A-LR,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3-VEG,NORESM2-MM,CMCC-CM2-SR5,EC-EARTH3,CESM2,CANESM5,BCC-CSM2-MR,FGOALS-F3-L,INM-CM4-8,INM-CM5-0,ACCESS-CM2,MPI-ESM1-2-HR
2022.0,40400146000.0,40367180000.0,40335800000.0,40405025000.0,40377060000.0,40452624000.0,40497148000.0,40362394000.0,40383610000.0,40408203000.0,40366707000.0,40395166000.0,40353608000.0,40407806000.0,40401166000.0,40370180000.0,40378820000.0,40345530000.0,40608936000.0
2023.0,40338880000.0,40334373000.0,40283492000.0,40345317000.0,40346935000.0,40374587000.0,40510755000.0,40302756000.0,40344146000.0,40366883000.0,40327414000.0,40343003000.0,40295068000.0,40339040000.0,40372695000.0,40361595000.0,40341295000.0,40303903000.0,40461697000.0
2024.0,40295690000.0,40277470000.0,40218448000.0,40305496000.0,40363807000.0,40336750000.0,40440840000.0,40244957000.0,40332610000.0,40319476000.0,40262920000.0,40297090000.0,40233234000.0,40307950000.0,40314397000.0,40330387000.0,40289784000.0,40321384000.0,40369000000.0
2025.0,40250167000.0,40246153000.0,40156377000.0,40251474000.0,40275423000.0,40280097000.0,40360090000.0,40195110000.0,40278690000.0,40272994000.0,40200430000.0,40241005000.0,40142516000.0,40302310000.0,40280568000.0,40252637000.0,40247284000.0,40264550000.0,40312082000.0
2026.0,40196067000.0,40190550000.0,40103900000.0,40264130000.0,40199234000.0,40237924000.0,40293860000.0,40144757000.0,40284330000.0,40241332000.0,40164650000.0,40209777000.0,40136286000.0,40226775000.0,40293660000.0,40192130000.0,40201273000.0,40253334000.0,40262414000.0
2027.0,40144640000.0,40135987000.0,40014530000.0,40204394000.0,40155070000.0,40193810000.0,40254853000.0,40087806000.0,40197940000.0,40182637000.0,40105650000.0,40168137000.0,40051085000.0,40274625000.0,40213920000.0,40140020000.0,40148270000.0,40171192000.0,40231977000.0
2028.0,40091770000.0,40094230000.0,39937217000.0,40148193000.0,40109120000.0,40186315000.0,40185950000.0,40067960000.0,40138120000.0,40130310000.0,40042095000.0,40095605000.0,39958974000.0,40185830000.0,40155660000.0,40098996000.0,40238674000.0,40112160000.0,40187417000.0
2029.0,40045570000.0,40045310000.0,39853306000.0,40116530000.0,40041860000.0,40192200000.0,40115495000.0,39985970000.0,40077850000.0,40067580000.0,39973294000.0,40034780000.0,39868805000.0,40091020000.0,40112185000.0,40034250000.0,40089362000.0,40058140000.0,40215876000.0
2030.0,40006280000.0,40031257000.0,39753720000.0,40222560000.0,39985050000.0,40088540000.0,40051350000.0,39932830000.0,39994483000.0,40023200000.0,39902314000.0,39962415000.0,39797887000.0,40034243000.0,40109270000.0,39973986000.0,40022413000.0,39989674000.0,40141520000.0
2031.0,40010707000.0,39957380000.0,39626736000.0,40045040000.0,39943356000.0,40057393000.0,40006267000.0,39897928000.0,39931920000.0,39991420000.0,39832855000.0,39877173000.0,39715447000.0,39988896000.0,40096522000.0,39940215000.0,39958045000.0,39965370000.0,40089630000.0
2032.0,39931380000.0,39895208000.0,39495328000.0,39971900000.0,39858315000.0,40013693000.0,39991894000.0,39842062000.0,39881520000.0,39910744000.0,39756935000.0,39829737000.0,39661760000.0,39997580000.0,40016052000.0,39921877000.0,39905980000.0,39878260000.0,40020990000.0
2033.0,39866335000.0,39889270000.0,39388746000.0,39903580000.0,39872537000.0,39922750000.0,39909240000.0,39754826000.0,39834587000.0,39831410000.0,39659940000.0,39742337000.0,39514550000.0,39899210000.0,39943602000.0,39817966000.0,39841788000.0,39799120000.0,39967633000.0
2034.0,39789030000.0,39802610000.0,39193973000.0,39832370000.0,39746855000.0,39846662000.0,39844315000.0,39751420000.0,39764234000.0,39761805000.0,39564546000.0,39657075000.0,39404650000.0,39871080000.0,39890780000.0,39792480000.0,39798116000.0,39735304000.0,39918535000.0
2035.0,39718810000.0,39747424000.0,39015326000.0,39782940000.0,39694470000.0,39763410000.0,39773336000.0,39627596000.0,39703490000.0,39682910000.0,39455195000.0,39578354000.0,39309816000.0,39785750000.0,39833498000.0,39704090000.0,39734518000.0,39649985000.0,39869230000.0
2036.0,39656470000.0,39680200000.0,38844744000.0,39711744000.0,39604572000.0,39649845000.0,39728173000.0,39573942000.0,39651135000.0,39586857000.0,39353647000.0,39473700000.0,39160336000.0,39758254000.0,39795230000.0,39643050000.0,39757190000.0,39547134000.0,39825146000.0
2037.0,39563485000.0,39648125000.0,38597358000.0,39646670000.0,39548416000.0,39575146000.0,39692517000.0,39539050000.0,39635423000.0,39497030000.0,39244580000.0,39376667000.0,39047000000.0,39721255000.0,39711680000.0,39554210000.0,39612187000.0,39453725000.0,39756603000.0
2038.0,39468716000.0,39604350000.0,38335033000.0,39581848000.0,39430490000.0,39465810000.0,39597834000.0,39422337000.0,39536886000.0,39368716000.0,39145860000.0,39274030000.0,38878430000.0,39637545000.0,39629455000.0,39483175000.0,39537324000.0,39359177000.0,39686648000.0
2039.0,39365333000.0,39522095000.0,38136267000.0,39500104000.0,39386350000.0,39339900000.0,39533154000.0,39277950000.0,39452926000.0,39270530000.0,39016900000.0,39183266000.0,38739476000.0,39539290000.0,39556964000.0,39381524000.0,39498277000.0,39282696000.0,39617073000.0
2040.0,39303012000.0,39423525000.0,37881192000.0,39444218000.0,39286067000.0,39187665000.0,39514640000.0,39180993000.0,39355820000.0,39146287000.0,38855344000.0,39033864000.0,38603104000.0,39487123000.0,39507096000.0,39296733000.0,39415472000.0,39207105000.0,39551760000.0
2041.0,39174644000.0,39346926000.0,37520950000.0,39360467000.0,39176675000.0,39045448000.0,39377770000.0,39076150000.0,39296905000.0,39055974000.0,38697720000.0,38923090000.0,38440570000.0,39414910000.0,39406390000.0,39203590000.0,39330214000.0,39115227000.0,39468052000.0
2042.0,39089250000.0,39263277000.0,37169180000.0,39247016000.0,39047060000.0,38885210000.0,39320970000.0,38964404000.0,39202693000.0,38932554000.0,38489043000.0,38791030000.0,38276657000.0,39310780000.0,39343090000.0,39119483000.0,39250970000.0,38979592000.0,39407493000.0
2043.0,38953460000.0,39205150000.0,36864274000.0,39195740000.0,38926880000.0,38723890000.0,39251200000.0,38844280000.0,39148843000.0,38853830000.0,38302070000.0,38629605000.0,38059758000.0,39209590000.0,39242790000.0,39005820000.0,39189280000.0,38857810000.0,39346934000.0
2044.0,38797000000.0,39111795000.0,36504814000.0,39098114000.0,38795088000.0,38484644000.0,39228744000.0,38709980000.0,38999750000.0,38656352000.0,38115037000.0,38436560000.0,37806223000.0,39158800000.0,39146082000.0,38891180000.0,39104205000.0,38714920000.0,39308304000.0
2045.0,38646240000.0,39004705000.0,36082717000.0,39004110000.0,38628254000.0,38283764000.0,39159300000.0,38580105000.0,38863614000.0,38497096000.0,37900670000.0,38222877000.0,37574430000.0,39058000000.0,39089150000.0,38748668000.0,39009420000.0,38583360000.0,39258630000.0
2046.0,38421856000.0,38893232000.0,35651870000.0,38895616000.0,38466540000.0,38080553000.0,39090622000.0,38450442000.0,38742500000.0,38302237000.0,37603090000.0,38031200000.0,37346468000.0,38951985000.0,38969123000.0,38644937000.0,38928355000.0,38442504000.0,39144140000.0
2047.0,38237880000.0,38783623000.0,35113850000.0,38776603000.0,38293490000.0,37884610000.0,39044740000.0,38267380000.0,38625890000.0,38124863000.0,37282775000.0,37833420000.0,37085802000.0,38824243000.0,38880395000.0,38489297000.0,38829896000.0,38282830000.0,39094653000.0
2048.0,37981987000.0,38628500000.0,34631717000.0,38647812000.0,38078710000.0,37684756000.0,38928830000.0,38151123000.0,38463760000.0,37909512000.0,36939970000.0,37566976000.0,36767570000.0,38705350000.0,38776095000.0,38346750000.0,38724370000.0,38117433000.0,38974920000.0
2049.0,37736694000.0,38524125000.0,34126334000.0,38584566000.0,37843775000.0,37424824000.0,38884758000.0,37932590000.0,38292496000.0,37652922000.0,36630990000.0,37426460000.0,36429070000.0,38591037000.0,38685160000.0,38180626000.0,38611190000.0,37974300000.0,38909190000.0
2050.0,37477036000.0,38399820000.0,33477816000.0,38445890000.0,37569597000.0,37125430000.0,38793290000.0,37770540000.0,38202300000.0,37377823000.0,36294720000.0,37175804000.0,36056424000.0,38466610000.0,38563787000.0,37978833000.0,38524793000.0,37780775000.0,38787540000.0
2051.0,37200753000.0,38352847000.0,32964006000.0,38281322000.0,37323026000.0,36799650000.0,38729347000.0,37546280000.0,38010143000.0,37193798000.0,35925600000.0,36912914000.0,35707953000.0,38309480000.0,38456574000.0,37802488000.0,38399780000.0,37563884000.0,38694610000.0
2052.0,36979770000.0,38139120000.0,32370424000.0,38158197000.0,37082050000.0,36544377000.0,38635352000.0,37364326000.0,37846135000.0,36929147000.0,35520074000.0,36627320000.0,35282133000.0,38164490000.0,38305590000.0,37586805000.0,38301123000.0,37359817000.0,38678688000.0
2053.0,36708020000.0,37979185000.0,31726496000.0,38026047000.0,36775293000.0,36210483000.0,38530945000.0,37169713000.0,37691170000.0,36694434000.0,35171684000.0,36351630000.0,34890367000.0,37962945000.0,38216884000.0,37393674000.0,38161540000.0,37153202000.0,38526947000.0
2054.0,36342227000.0,37816488000.0,31005618000.0,37919797000.0,36457320000.0,35880518000.0,38446277000.0,36900960000.0,37500160000.0,36350850000.0,34783490000.0,36129260000.0,34482754000.0,37849588000.0,38111855000.0,37187592000.0,38027747000.0,36949094000.0,38368403000.0
2055.0,35971640000.0,37649117000.0,30277736000.0,37745582000.0,36120320000.0,35572170000.0,38372184000.0,36670992000.0,37297684000.0,36023800000.0,34311254000.0,35742675000.0,34144500000.0,37670660000.0,38068470000.0,36984620000.0,37853786000.0,36757873000.0,38277313000.0
2056.0,35655480000.0,37471480000.0,29596223000.0,37625127000.0,35708117000.0,35231973000.0,38231024000.0,36353434000.0,37103650000.0,35719040000.0,33862306000.0,35402867000.0,33729440000.0,37628750000.0,37878608000.0,36759335000.0,37717082000.0,36512050000.0,38209864000.0
2057.0,35338965000.0,37302784000.0,28876743000.0,37427690000.0,35295960000.0,34841840000.0,38164926000.0,36126777000.0,36874887000.0,35394680000.0,33394850000.0,35013497000.0,33298557000.0,37403130000.0,37728383000.0,36561957000.0,37551776000.0,36253483000.0,38098547000.0
2058.0,35018785000.0,37149760000.0,28333945000.0,37212880000.0,35033563000.0,34454980000.0,38039073000.0,35813794000.0,36686983000.0,35013607000.0,32963652000.0,34714480000.0,32792720000.0,37217858000.0,37560600000.0,36330635000.0,37409260000.0,35983446000.0,37957660000.0
2059.0,34656440000.0,37018194000.0,27663430000.0,37024063000.0,34611225000.0,34001869000.0,37898000000.0,35478140000.0,36417417000.0,34631647000.0,32423182000.0,34310533000.0,32395735000.0,37040386000.0,37394570000.0,36058477000.0,37202227000.0,35643015000.0,37817197000.0
2060.0,34359247000.0,36860813000.0,27136670000.0,36835750000.0,34203777000.0,33615012000.0,37828022000.0,35125790000.0,36215894000.0,34263333000.0,31904471000.0,33892053000.0,31959314000.0,36881480000.0,37297190000.0,35806732000.0,37037138000.0,35369284000.0,37772510000.0
2061.0,33942817000.0,36722310000.0,26574530000.0,36618570000.0,33784160000.0,33171675000.0,37728616000.0,34684450000.0,35932647000.0,33895012000.0,31394068000.0,33588453000.0,31459877000.0,36650504000.0,37117895000.0,35553354000.0,36814975000.0,35087704000.0,37571363000.0
2062.0,33470499000.0,36528976000.0,25894083000.0,36367490000.0,33207896000.0,32778433000.0,37622350000.0,34293275000.0,35668816000.0,33438603000.0,30883287000.0,33131022000.0,30923720000.0,36427350000.0,36970860000.0,35277443000.0,36585288000.0,34847773000.0,37416972000.0
2063.0,33177604000.0,36329990000.0,25347353000.0,36151690000.0,32596705000.0,32308427000.0,37530796000.0,33873146000.0,35402998000.0,32991187000.0,30419538000.0,32805958000.0,30341794000.0,36292230000.0,36803555000.0,34994086000.0,36363325000.0,34541680000.0,37282560000.0
2064.0,32844044000.0,36160614000.0,24781580000.0,35982460000.0,32061940000.0,31887309000.0,37412442000.0,33480930000.0,35049116000.0,32517685000.0,29844087000.0,32349186000.0,29808860000.0,36089913000.0,36644050000.0,34692600000.0,36165968000.0,34194743000.0,37133430000.0
2065.0,32549108000.0,35908390000.0,24188504000.0,35779514000.0,31480945000.0,31464337000.0,37400814000.0,33066068000.0,34836410000.0,31960947000.0,29319029000.0,31915460000.0,29314572000.0,35851858000.0,36447818000.0,34353983000.0,35940684000.0,33802527000.0,36962020000.0
2066.0,32215919000.0,35672380000.0,23675339000.0,35550986000.0,30786488000.0,30991432000.0,37226260000.0,32580389000.0,34484163000.0,31406184000.0,28776448000.0,31524766000.0,28812933000.0,35565744000.0,36199334000.0,34092850000.0,35775234000.0,33469884000.0,36804070000.0
2067.0,31795552000.0,35441013000.0,23192520000.0,35368636000.0,30162674000.0,30516816000.0,37100708000.0,32096784000.0,34133934000.0,30880608000.0,28227152000.0,31020450000.0,28340767000.0,35354980000.0,35973927000.0,33807591000.0,35556483000.0,33115056000.0,36614200000.0
2068.0,31412523000.0,35179600000.0,22658466000.0,35160310000.0,29571731000.0,30052358000.0,36993724000.0,31572046000.0,33784535000.0,30270503000.0,27669150000.0,30619896000.0,27797930000.0,35124960000.0,35693728000.0,33470493000.0,35288920000.0,32741460000.0,36408332000.0
2069.0,31002310000.0,34971873000.0,22123123000.0,34943500000.0,29023860000.0,29555270000.0,36965573000.0,30966800000.0,33436154000.0,29627769000.0,27036533000.0,30049868000.0,27223310000.0,34945073000.0,35442885000.0,33187985000.0,35040390000.0,32334197000.0,36203380000.0
2070.0,30543753000.0,34713000000.0,21587704000.0,34709850000.0,28433859000.0,29032663000.0,36791726000.0,30438478000.0,33072462000.0,29044025000.0,26430540000.0,29555366000.0,26802276000.0,34751560000.0,35241525000.0,32889328000.0,34809745000.0,31957760000.0,36059677000.0
2071.0,30165148000.0,34422923000.0,21076090000.0,34476892000.0,27801217000.0,28668410000.0,36672463000.0,29863338000.0,32692756000.0,28552428000.0,25886657000.0,29091555000.0,26387923000.0,34365444000.0,34998370000.0,32548630000.0,34603580000.0,31618415000.0,35876570000.0
2072.0,29764220000.0,34162014000.0,20443998000.0,34246400000.0,27048570000.0,28165320000.0,36429780000.0,29265814000.0,32307866000.0,27988926000.0,25378068000.0,28725148000.0,25886999000.0,34138452000.0,34844774000.0,32193657000.0,34325905000.0,31163077000.0,35685683000.0
2073.0,29381276000.0,33869552000.0,19952284000.0,33922960000.0,26332700000.0,27655160000.0,36365480000.0,28688409000.0,31900447000.0,27381720000.0,24890335000.0,28106885000.0,25301160000.0,33882466000.0,34677580000.0,31840293000.0,34094650000.0,30802113000.0,35469853000.0
2074.0,28998451000.0,33629743000.0,19263183000.0,33702377000.0,25631316000.0,27066579000.0,36175720000.0,28114184000.0,31503305000.0,26819592000.0,24316520000.0,27585755000.0,24656910000.0,33395425000.0,34430386000.0,31498820000.0,33891530000.0,30425758000.0,35362693000.0
2075.0,28554732000.0,33262720000.0,18509908000.0,33430614000.0,24881650000.0,26565540000.0,36031120000.0,27576852000.0,31153273000.0,26279250000.0,23750294000.0,27171062000.0,24209256000.0,33040644000.0,34200519000.0,31075037000.0,33668325000.0,30005820000.0,35118952000.0
2076.0,28161315000.0,33024606000.0,17832665000.0,33138481000.0,24199062000.0,26023588000.0,35860365000.0,26913071000.0,30828530000.0,25706750000.0,23195050000.0,26671618000.0,23497964000.0,32816243000.0,33914288000.0,30698180000.0,33411717000.0,29606636000.0,34888675000.0
2077.0,27733688000.0,32693561000.0,17165925000.0,32941451000.0,23457374000.0,25456360000.0,35720190000.0,26296416000.0,30379332000.0,25135235000.0,22700780000.0,26177597000.0,22899018000.0,32562704000.0,33605487000.0,30369282000.0,33149061000.0,29149254000.0,34682294000.0
2078.0,27331557000.0,32405498000.0,16315667000.0,32558934000.0,22602463000.0,24923670000.0,35529114000.0,25721086000.0,30018935000.0,24492392000.0,22058465000.0,25654710000.0,22379340000.0,32206342000.0,33291960000.0,30060130000.0,32898128000.0,28592085000.0,34514850000.0
2079.0,26819550000.0,32093055000.0,15720405000.0,32280635000.0,21889049000.0,24369530000.0,35349246000.0,25125317000.0,29568113000.0,23931320000.0,21605046000.0,25004366000.0,21865755000.0,31805458000.0,33025160000.0,29723090000.0,32655628000.0,28203934000.0,34274777000.0
2080.0,26429915000.0,31790244000.0,15105202000.0,32007784000.0,20916832000.0,23746429000.0,35187122000.0,24554160000.0,29252168000.0,23308884000.0,21053920000.0,24428577000.0,21392814000.0,31442000000.0,32698579000.0,29361426000.0,32389910000.0,27724618000.0,34145145000.0
2081.0,25931410000.0,31466166000.0,14600608000.0,31705300000.0,20181862000.0,23232287000.0,35012362000.0,23934687000.0,28803269000.0,22792278000.0,20417784000.0,23739607000.0,20698714000.0,31092510000.0,32344123000.0,28986262000.0,32051948000.0,27277679000.0,33918423000.0
2082.0,25458792000.0,31161465000.0,14037245000.0,31399907000.0,19232303000.0,22526570000.0,34845600000.0,23373690000.0,28358273000.0,22187434000.0,19868686000.0,23203258000.0,20005333000.0,30717905000.0,32013734000.0,28652235000.0,31747768000.0,26864368000.0,33718610000.0
2083.0,24990167000.0,30918860000.0,13678563000.0,31058391000.0,18531402000.0,21965814000.0,34681053000.0,22904965000.0,28011373000.0,21638337000.0,19270447000.0,22591259000.0,19480918000.0,30308733000.0,31598455000.0,28251656000.0,31481481000.0,26408960000.0,33507180000.0
2084.0,24436330000.0,30516340000.0,13102507000.0,30700878000.0,17695380000.0,21348956000.0,34563390000.0,22243295000.0,27603430000.0,21045664000.0,18536894000.0,22024503000.0,18899708000.0,29832440000.0,31070941000.0,27855073000.0,31192190000.0,25991555000.0,33369300000.0
2085.0,24066073000.0,30219768000.0,12756037000.0,30482067000.0,17051778000.0,20864170000.0,34374308000.0,21642836000.0,27236155000.0,20469131000.0,17941869000.0,21363276000.0,18404477000.0,29454672000.0,30734168000.0,27502137000.0,30897543000.0,25595910000.0,33152655000.0
2086.0,23668613000.0,29868499000.0,12342000000.0,30077895000.0,16262188000.0,20254515000.0,34087940000.0,21054497000.0,26853722000.0,19921998000.0,17236138000.0,20702448000.0,17822263000.0,29036196000.0,30414332000.0,27172043000.0,30604941000.0,25062180000.0,32912000000.0
2087.0,23298843000.0,29493946000.0,11863440000.0,29729704000.0,15496869000.0,19640594000.0,33907280000.0,20446233000.0,26366580000.0,19390312000.0,16279906000.0,19984470000.0,17356310000.0,28630671000.0,30012551000.0,26783484000.0,30264945000.0,24576710000.0,32787237000.0
2088.0,22814833000.0,29107268000.0,11353480000.0,29298254000.0,14737518000.0,18759852000.0,33665530000.0,19789654000.0,25951451000.0,18394563000.0,15601057000.0,19146560000.0,16718048000.0,28116937000.0,29678533000.0,26514151000.0,29952596000.0,24079907000.0,32507640000.0
2089.0,22418115000.0,28786807000.0,10924116000.0,28967834000.0,14072182000.0,18146620000.0,33434655000.0,19069098000.0,25388614000.0,17739983000.0,14883454000.0,18655525000.0,16215324000.0,27502205000.0,29312154000.0,26160840000.0,29641160000.0,23581219000.0,32248844000.0
2090.0,22013140000.0,28405565000.0,10553695000.0,28854413000.0,13428934000.0,17384157000.0,33212572000.0,18246572000.0,24977779000.0,16978700000.0,14269377000.0,18017817000.0,15634317000.0,27092605000.0,28917633000.0,25882919000.0,29330582000.0,23059489000.0,32047346000.0
2091.0,21609800000.0,28066380000.0,10046475000.0,28372382000.0,12667092000.0,16787964000.0,32982130000.0,17535928000.0,24502680000.0,16482289000.0,13654181000.0,17353327000.0,15167821000.0,26712801000.0,28566704000.0,25529390000.0,28989344000.0,22523587000.0,31751180000.0
2092.0,20997218000.0,27692216000.0,9626857000.0,27927011000.0,12098146000.0,16078446000.0,32802494000.0,16712278000.0,24088685000.0,15851437000.0,13183640000.0,16679919000.0,14695839000.0,26193832000.0,28088790000.0,25170129000.0,28636109000.0,22028712000.0,31503632000.0
2093.0,20515197000.0,27358261000.0,9293705000.0,27547787000.0,11462954000.0,15455501000.0,32594848000.0,16120049000.0,23642120000.0,15274647000.0,12635693000.0,16108607000.0,14224506000.0,25782325000.0,27787948000.0,24787060000.0,28309033000.0,21507275000.0,31213322000.0
2094.0,20091683000.0,27023383000.0,8957748000.0,27166546000.0,10925157000.0,14720596000.0,32394519000.0,15433838000.0,23200270000.0,14609018000.0,12265169000.0,15332953000.0,13759079000.0,25517742000.0,27458820000.0,24438400000.0,27992680000.0,20705591000.0,30967493000.0
2095.0,19633025000.0,26666279000.0,8516387300.0,26852534000.0,10328083000.0,14058968000.0,32210800000.0,14738644000.0,22726610000.0,14049832000.0,11781629000.0,14746154000.0,13247619000.0,25140437000.0,27198180000.0,24004311000.0,27639898000.0,20153278000.0,30666190000.0
2096.0,19167132000.0,26279240000.0,8156421600.0,26573620000.0,9717025000.0,13413976000.0,32066100000.0,14053928000.0,22029877000.0,13464448000.0,11361430000.0,14078330000.0,12711704000.0,24818168000.0,26822775000.0,23703181000.0,27266963000.0,19538960000.0,30398970000.0
2097.0,18736187000.0,25828628000.0,7822089000.0,26064345000.0,9184072000.0,12901881000.0,31846234000.0,13476865000.0,21344140000.0,12969462000.0,10879355000.0,13523134000.0,12236468000.0,24372144000.0,26475321000.0,23393425000.0,26960718000.0,19054133000.0,30147506000.0
