time,CESM2-WACCM,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0
2059.0,35239924000.0,32469152000.0,35448496000.0,35477020000.0
2060.0,34886000000.0,32038466000.0,35152870000.0,35252417000.0
2061.0,34540823000.0,31585087000.0,34853306000.0,34930115000.0
2062.0,34235427000.0,31055903000.0,34590597000.0,34691502000.0
2063.0,33879388000.0,30561683000.0,34220763000.0,34372178000.0
2064.0,33593537000.0,30125860000.0,33881125000.0,34052164000.0
2065.0,33207060000.0,29803678000.0,33565147000.0,33726626000.0
2066.0,32857395000.0,29360300000.0,33226545000.0,33416886000.0
2067.0,32549292000.0,29041380000.0,32862908000.0,33112805000.0
2068.0,32182966000.0,28674808000.0,32504635000.0,32876933000.0
2069.0,31838335000.0,28241617000.0,32140825000.0,32655778000.0
2070.0,31501668000.0,27875158000.0,31761980000.0,32381094000.0
2071.0,31263814000.0,27597367000.0,31345703000.0,32101595000.0
2072.0,31004641000.0,27202030000.0,31088708000.0,31719447000.0
2073.0,30718118000.0,26747263000.0,30711763000.0,31458710000.0
2074.0,30362538000.0,26456463000.0,30426294000.0,31135040000.0
2075.0,30059735000.0,26107224000.0,30093603000.0,30824204000.0
2076.0,29727222000.0,25744730000.0,29575453000.0,30602504000.0
2077.0,29515002000.0,25329555000.0,29239054000.0,30344100000.0
2078.0,29185446000.0,25042883000.0,28870220000.0,30138216000.0
2079.0,28854852000.0,24747723000.0,28485634000.0,29912084000.0
2080.0,28542450000.0,24432394000.0,28083808000.0,29783980000.0
2081.0,28250137000.0,24091537000.0,27705965000.0,29407224000.0
2082.0,28004927000.0,23786207000.0,27348308000.0,29156483000.0
2083.0,27709500000.0,23361925000.0,26934366000.0,29143802000.0
2084.0,27426128000.0,23019717000.0,26459556000.0,28781466000.0
2085.0,27180820000.0,22608770000.0,25939522000.0,28480311000.0
2086.0,26944725000.0,22275360000.0,25486168000.0,28213066000.0
2087.0,26722513000.0,21886240000.0,25069943000.0,28070447000.0
2088.0,26367918000.0,21582852000.0,24651686000.0,27960068000.0
2089.0,26054756000.0,21249317000.0,24237595000.0,27616698000.0
2090.0,25809510000.0,20915941000.0,23792955000.0,27466996000.0
2091.0,25572774000.0,20654508000.0,23217584000.0,27260162000.0
2092.0,25283207000.0,20371065000.0,22753632000.0,27051758000.0
2093.0,25016609000.0,20052382000.0,22343356000.0,27156550000.0
2094.0,24775563000.0,19828015000.0,21733136000.0,26689240000.0
2095.0,24662530000.0,19538153000.0,21435906000.0,26479387000.0
2096.0,24381798000.0,19284562000.0,21078514000.0,26614890000.0
2097.0,24217997000.0,18975730000.0,20692505000.0,27714484000.0
2098.0,24012319000.0,18727741000.0,20297912000.0,26814610000.0
2099.0,23757142000.0,18280080000.0,19907631000.0,26284165000.0
2100.0,23876876000.0,18036042000.0,19490398000.0,26232347000.0
