time,CESM1-CAM5,NORESM1-M,CSIRO-MK3-6-0,MPI-ESM-LR
2049.0,39688327000.0,45798916000.0,36350650000.0,37428363000.0
2050.0,38951890000.0,44347680000.0,36054688000.0,37532340000.0
2051.0,38940807000.0,43944563000.0,35561497000.0,37146997000.0
2052.0,38736703000.0,43658330000.0,35761304000.0,36403750000.0
2053.0,37469720000.0,42013897000.0,35630580000.0,36221710000.0
2054.0,36743885000.0,41472684000.0,36484903000.0,36276277000.0
2055.0,35449164000.0,40658285000.0,36867224000.0,36051116000.0
2056.0,34324599000.0,39809303000.0,37435690000.0,36326715000.0
2057.0,33282515000.0,38645756000.0,36735430000.0,35553250000.0
2058.0,31974214000.0,38459884000.0,36714504000.0,34307363000.0
2059.0,31114530000.0,37270100000.0,37111697000.0,33502697000.0
2060.0,29917186000.0,36852765000.0,36348050000.0,33254844000.0
2061.0,28728443000.0,35580700000.0,35679048000.0,32659714000.0
2062.0,27948937000.0,34474828000.0,35755910000.0,32573330000.0
2063.0,27220240000.0,34377610000.0,35298900000.0,33375687000.0
2064.0,26401815000.0,33822128000.0,35591434000.0,34093440000.0
2065.0,25313434000.0,33742666000.0,35631235000.0,33195626000.0
2066.0,24384567000.0,33089520000.0,35525570000.0,32502923000.0
2067.0,24217197000.0,33989181000.0,36107043000.0,31378117000.0
2068.0,23378045000.0,33146202000.0,36464607000.0,30659346000.0
2069.0,22841002000.0,32482499000.0,36836008000.0,30733885000.0
2070.0,22889492000.0,32036452000.0,37417760000.0,30832132000.0
2071.0,22792544000.0,31609539000.0,37173297000.0,30158053000.0
2072.0,22105250000.0,31211616000.0,36385583000.0,29256612000.0
2073.0,21413702000.0,31660032000.0,36985704000.0,28205190000.0
2074.0,21024436000.0,32034255000.0,36124780000.0,27838878000.0
2075.0,20885426000.0,32175555000.0,35385238000.0,27925502000.0
2076.0,20270295000.0,31553919000.0,35301350000.0,27311850000.0
2077.0,19789201000.0,31017218000.0,34639510000.0,26174417000.0
2078.0,19212792000.0,30882542000.0,34051100000.0,25027846000.0
2079.0,18894418000.0,31160592000.0,33844527000.0,24031840000.0
2080.0,18588220000.0,31137450000.0,34582753000.0,24784300000.0
2081.0,17993992000.0,30434430000.0,34644845000.0,25008296000.0
2082.0,17667072000.0,30451532000.0,34102129000.0,25438070000.0
2083.0,17353925000.0,30486794000.0,34796433000.0,25459829000.0
2084.0,16604983000.0,30325211000.0,34777338000.0,25108083000.0
2085.0,16109980000.0,29986836000.0,34167788000.0,24890210000.0
2086.0,16347480000.0,29989093000.0,34056645000.0,25091258000.0
2087.0,16411342000.0,30056600000.0,34445505000.0,25253833000.0
2088.0,16187833000.0,29563902000.0,33785713000.0,25426758000.0
2089.0,16183929000.0,29053854000.0,33267843000.0,24959770000.0
2090.0,16189129000.0,28031540000.0,32108450000.0,25136636000.0
2091.0,16698148000.0,27612385000.0,31587557000.0,25586235000.0
2092.0,16523750000.0,27545487000.0,31754150000.0,25069900000.0
2093.0,16201720000.0,27360670000.0,32121276000.0,24679401000.0
2094.0,16140050000.0,27375137000.0,32180470000.0,24049699000.0
2095.0,15987355000.0,27447333000.0,32356602000.0,23366007000.0
2096.0,15605454000.0,28393363000.0,32190810000.0,23376560000.0
2097.0,15460419000.0,27918543000.0,32428575000.0,22896941000.0
2098.0,15218572000.0,28059994000.0,32479562000.0,22677277000.0
2099.0,15896776000.0,27901518000.0,32208073000.0,21977962000.0
2100.0,15643659000.0,27510628000.0,31967173000.0,22197592000.0
2101.0,15234990000.0,26961107000.0,31633041000.0,22115275000.0
2102.0,15455213000.0,27237108000.0,31065379000.0,22446280000.0
2103.0,15210163000.0,27055436000.0,30812647000.0,21808310000.0
2104.0,15003941000.0,26774888000.0,30418424000.0,21070911000.0
2105.0,14519126000.0,26766336000.0,29914755000.0,20457828000.0
2106.0,14603105000.0,26850658000.0,29301283000.0,20515768000.0
2107.0,15318393000.0,27537185000.0,29094650000.0,20451002000.0
2108.0,14792134000.0,27815383000.0,28886925000.0,20884388000.0
2109.0,14722914000.0,27815406000.0,28377200000.0,20678132000.0
2110.0,14777358000.0,28389114000.0,28183590000.0,20833380000.0
2111.0,14438861000.0,28077607000.0,27057443000.0,20926980000.0
2112.0,14355992000.0,27596435000.0,26699440000.0,21520069000.0
2113.0,13989711000.0,27541200000.0,26519896000.0,21264935000.0
2114.0,14108993000.0,26847003000.0,26390448000.0,20833500000.0
2115.0,13966376000.0,26896546000.0,26103628000.0,21663988000.0
2116.0,13592848000.0,27455502000.0,25988330000.0,21760504000.0
2117.0,13445701000.0,27976470000.0,25949129000.0,21795176000.0
2118.0,13502870000.0,27478417000.0,25806397000.0,21917968000.0
2119.0,14097859000.0,27067138000.0,25886441000.0,22944807000.0
2120.0,13870587000.0,27772369000.0,25754317000.0,23266224000.0
2121.0,13552790000.0,27797300000.0,25369400000.0,23411696000.0
2122.0,13157185000.0,27362032000.0,25125933000.0,24243186000.0
2123.0,12887478000.0,26942638000.0,25246265000.0,25011732000.0
2124.0,12686188000.0,26539960000.0,25370692000.0,24147882000.0
2125.0,12554879000.0,26336324000.0,25295124000.0,24717605000.0
2126.0,12375472000.0,26308790000.0,25118085000.0,24897990000.0
2127.0,12450305000.0,26449727000.0,24996710000.0,24863322000.0
2128.0,12224280000.0,26486995000.0,25384458000.0,25011655000.0
2129.0,12104938000.0,26754520000.0,25352784000.0,25421730000.0
2130.0,12158123000.0,26653530000.0,24594799000.0,25193820000.0
2131.0,12222751000.0,26498613000.0,25027631000.0,24955445000.0
2132.0,11892949000.0,25976377000.0,25251973000.0,24329620000.0
2133.0,11625138000.0,25605833000.0,24901147000.0,24037865000.0
2134.0,11362313000.0,25120184000.0,24870881000.0,24347249000.0
2135.0,11448788000.0,25435558000.0,25276893000.0,25033458000.0
2136.0,11606013000.0,25221077000.0,24980322000.0,25481849000.0
2137.0,11250129000.0,25173613000.0,24938306000.0,25794450000.0
2138.0,10895886000.0,24800221000.0,24545999000.0,24801930000.0
2139.0,10771030000.0,25291690000.0,24215261000.0,25167815000.0
2140.0,10757524000.0,25023541000.0,24225804000.0,24999754000.0
2141.0,10623974000.0,25298313000.0,25212460000.0,24304284000.0
2142.0,10373153000.0,25199225000.0,25247310000.0,24777670000.0
2143.0,10372609000.0,25098783000.0,25356165000.0,25718553000.0
2144.0,10395286000.0,25036591000.0,25866230000.0,26175110000.0
2145.0,10222054000.0,25294877000.0,25562212000.0,25652187000.0
2146.0,10135504000.0,25360077000.0,24992120000.0,25694843000.0
2147.0,9739347000.0,25356364000.0,25428617000.0,25429221000.0
2148.0,9707128000.0,25629526000.0,25064964000.0,25278376000.0
2149.0,9634344000.0,24847815000.0,24770583000.0,24950508000.0
2150.0,9566298000.0,24142900000.0,24350580000.0,24312336000.0
2151.0,9340378000.0,23722533000.0,24061686000.0,24203166000.0
2152.0,9219911000.0,24096985000.0,23942316000.0,23983071000.0
2153.0,9232082000.0,24289823000.0,23870992000.0,23967793000.0
2154.0,9348638000.0,24390950000.0,23687152000.0,24374900000.0
2155.0,9153010000.0,23988412000.0,24269500000.0,23526080000.0
2156.0,9134299000.0,23678839000.0,23995003000.0,23071523000.0
2157.0,9476598000.0,23540722000.0,23504712000.0,23466463000.0
2158.0,9316747000.0,23696407000.0,23924120000.0,23038898000.0
2159.0,9357196000.0,23827550000.0,23753757000.0,22660608000.0
2160.0,9364945000.0,23632660000.0,23871100000.0,22586993000.0
2161.0,9089365000.0,23620571000.0,23871244000.0,22488881000.0
2162.0,9131774000.0,23416177000.0,23684172000.0,21872898000.0
2163.0,9096517000.0,23353141000.0,23912702000.0,22394583000.0
2164.0,9127521000.0,23344390000.0,23117677000.0,22666568000.0
2165.0,9250958000.0,23076440000.0,22408763000.0,23241945000.0
2166.0,9281955000.0,22862725000.0,22206090000.0,23060374000.0
2167.0,9245072000.0,22228408000.0,21870905000.0,23557140000.0
2168.0,9114956000.0,22329160000.0,21621110000.0,23901372000.0
2169.0,8996158000.0,22362400000.0,21271253000.0,23770720000.0
2170.0,9119910000.0,21549380000.0,21034190000.0,24572254000.0
2171.0,9329895000.0,21298108000.0,20571726000.0,24971327000.0
2172.0,9225930000.0,21332150000.0,20385188000.0,25280301000.0
2173.0,9083685000.0,21179906000.0,19769504000.0,25062535000.0
2174.0,9240348000.0,20997544000.0,19859075000.0,24811127000.0
2175.0,9301627000.0,20554540000.0,20049779000.0,25676567000.0
2176.0,9403223000.0,20396896000.0,19991630000.0,25732671000.0
2177.0,9198463000.0,20293267000.0,19204570000.0,25884017000.0
2178.0,9323142000.0,20452983000.0,19070770000.0,26953394000.0
2179.0,9927257000.0,20216740000.0,19208417000.0,27578720000.0
2180.0,9730141000.0,20711477000.0,19139658000.0,28397439000.0
2181.0,9556282000.0,20745687000.0,19092197000.0,29844118000.0
2182.0,9511050000.0,20887054000.0,18537860000.0,29366378000.0
2183.0,9663658000.0,20345604000.0,18194948000.0,29392198000.0
2184.0,9749547000.0,20176920000.0,17927318000.0,29256686000.0
2185.0,9862914000.0,20251894000.0,17922337000.0,29717510000.0
2186.0,9836765000.0,20175618000.0,17600485000.0,30279778000.0
2187.0,9802072000.0,20101970000.0,17663336000.0,30298550000.0
2188.0,9529811000.0,20077396000.0,17699023000.0,29835354000.0
2189.0,9186854000.0,19454208000.0,17265613000.0,30378099000.0
2190.0,9158514000.0,19170660000.0,17020197000.0,31993172000.0
2191.0,9060945000.0,19180628000.0,17062663000.0,31056433000.0
2192.0,9129773000.0,19219376000.0,17255143000.0,30967362000.0
2193.0,9243452000.0,19192162000.0,16807724000.0,30714010000.0
2194.0,9102023000.0,18639962000.0,16604159000.0,30737082000.0
2195.0,9029329000.0,18336586000.0,16863346000.0,30657874000.0
2196.0,9027692000.0,19026504000.0,17496040000.0,31031108000.0
2197.0,9302585000.0,18799774000.0,17250980000.0,30265598000.0
2198.0,9145400000.0,18605746000.0,16743503000.0,29859730000.0
2199.0,9191239000.0,18347594000.0,16880977000.0,29247295000.0
2200.0,9120511000.0,17804397000.0,17050470000.0,29786950000.0
2201.0,8969219000.0,18216813000.0,16771614000.0,29723730000.0
2202.0,9014487000.0,18131806000.0,16906756000.0,29763736000.0
2203.0,8873035000.0,18487845000.0,16799587000.0,29428668000.0
2204.0,8930712000.0,18716676000.0,16648562000.0,29348143000.0
2205.0,8922144000.0,18816295000.0,16289649000.0,28671742000.0
2206.0,8978023000.0,18649836000.0,16230499000.0,28343015000.0
2207.0,8643671000.0,18345100000.0,16174054000.0,27916650000.0
2208.0,8718442000.0,18015494000.0,15948385000.0,27343546000.0
2209.0,8863623000.0,17957591000.0,15777913000.0,27179573000.0
2210.0,8634018000.0,17689512000.0,15366298000.0,27719625000.0
2211.0,8614738000.0,18032140000.0,15402502000.0,28108250000.0
2212.0,8559645700.0,18450561000.0,15134557000.0,28485526000.0
2213.0,8717043000.0,18296977000.0,15068554000.0,28279204000.0
2214.0,8844551000.0,18012439000.0,15369538000.0,27362950000.0
2215.0,8860738000.0,18125767000.0,15189724000.0,27632024000.0
2216.0,8873271000.0,18581567000.0,14904167000.0,27930644000.0
2217.0,8670043000.0,19189678000.0,15318817000.0,26583590000.0
2218.0,8600415000.0,19277636000.0,14779986000.0,25608866000.0
2219.0,8555687400.0,19276995000.0,14530426000.0,25569927000.0
2220.0,8380036600.0,19258540000.0,14398539000.0,25005027000.0
2221.0,8160563000.0,19470586000.0,14651255000.0,24201271000.0
2222.0,7938350000.0,19439067000.0,15004981000.0,22968780000.0
2223.0,8095912400.0,19360910000.0,15046971000.0,22537950000.0
2224.0,8131828000.0,18983526000.0,14773624000.0,22017294000.0
2225.0,7999589400.0,18633132000.0,15166444000.0,22512680000.0
2226.0,7869111300.0,18172707000.0,15177515000.0,22462753000.0
2227.0,7724390400.0,18178499000.0,15354419000.0,22142607000.0
2228.0,7709992000.0,18852225000.0,14934747000.0,22441450000.0
2229.0,7834198500.0,18818406000.0,14130026000.0,22123168000.0
2230.0,7663317000.0,18758105000.0,13679620000.0,21714647000.0
2231.0,7586748000.0,18802174000.0,13598435000.0,21374982000.0
2232.0,7686658000.0,19153687000.0,13578283000.0,21108430000.0
2233.0,7711198700.0,19276198000.0,13363147000.0,21427524000.0
2234.0,7906199600.0,19464454000.0,13283091000.0,21247070000.0
2235.0,8184106500.0,19635296000.0,13145321000.0,21265863000.0
2236.0,8167216000.0,19757093000.0,12792517000.0,22456736000.0
2237.0,8135637500.0,19709831000.0,12633628000.0,22385015000.0
2238.0,7980420600.0,20272634000.0,12864887000.0,22787574000.0
2239.0,7993666600.0,20141398000.0,12810418000.0,23608943000.0
2240.0,8147140600.0,20133251000.0,12674142000.0,24588250000.0
2241.0,7914633700.0,19824810000.0,12411885000.0,25242647000.0
2242.0,7900847600.0,19780964000.0,12254924000.0,24576092000.0
2243.0,7693524000.0,20102275000.0,12066138000.0,24391406000.0
2244.0,7773543400.0,20129399000.0,12006144000.0,24898183000.0
2245.0,7736458000.0,20366557000.0,12014512000.0,25802120000.0
2246.0,7547619000.0,20351846000.0,12135771000.0,25963119000.0
2247.0,7458209300.0,20105847000.0,11985966000.0,25452521000.0
2248.0,7708075000.0,20112878000.0,11964015000.0,25218350000.0
2249.0,7543832600.0,19313295000.0,11958773000.0,25628170000.0
2250.0,7348662000.0,19251260000.0,11704927000.0,26042857000.0
2251.0,7305595000.0,19019667000.0,11464251000.0,26750763000.0
2252.0,7587548000.0,18616988000.0,11739944000.0,26613098000.0
2253.0,7577869300.0,18681799000.0,11843204000.0,25830756000.0
2254.0,7518008300.0,18098029000.0,12020659000.0,25360196000.0
2255.0,7467244000.0,17609202000.0,12208822000.0,25668559000.0
2256.0,7573889000.0,17167376000.0,12551898000.0,25635967000.0
2257.0,7605906000.0,16850286000.0,12919791000.0,24447427000.0
2258.0,7563439000.0,16693096000.0,13032082000.0,23657783000.0
2259.0,7394994700.0,16627370000.0,13200881000.0,24134087000.0
2260.0,7412142600.0,16758551000.0,13194110000.0,23788243000.0
2261.0,7614105000.0,17333879000.0,13081946000.0,23350882000.0
2262.0,7707909000.0,17610883000.0,13130934000.0,23026235000.0
2263.0,7705087000.0,17720525000.0,13103625000.0,22698134000.0
2264.0,7855407600.0,17941766000.0,12920500000.0,22693972000.0
2265.0,7729263600.0,18560940000.0,12686626000.0,22493673000.0
2266.0,7485315600.0,18943867000.0,12679164000.0,23194681000.0
2267.0,7449557500.0,18909670000.0,12744626000.0,23503110000.0
2268.0,7291726000.0,18368123000.0,12310923000.0,23062469000.0
2269.0,7245730300.0,17974815000.0,12423558000.0,22772875000.0
2270.0,7268165000.0,17725884000.0,11964924000.0,23106804000.0
2271.0,7302007000.0,17930318000.0,12000162000.0,22861865000.0
2272.0,7254740000.0,18996118000.0,11950614000.0,22702944000.0
2273.0,7307330600.0,19086254000.0,11908740000.0,22231704000.0
2274.0,7226737000.0,19447708000.0,12015643000.0,21688744000.0
2275.0,7304888000.0,19408095000.0,11957428000.0,23431889000.0
2276.0,7352620500.0,20029993000.0,12218139000.0,23732871000.0
2277.0,7561436700.0,20463372000.0,12141485000.0,23946674000.0
2278.0,7662757000.0,20456083000.0,11942510000.0,24169064000.0
2279.0,7603707400.0,19989256000.0,12036860000.0,24413927000.0
2280.0,7631481000.0,19750633000.0,12221140000.0,24017707000.0
2281.0,7730657300.0,19028873000.0,12317865000.0,24281784000.0
2282.0,7624617500.0,19252687000.0,12255122000.0,24542260000.0
2283.0,7479954000.0,19261987000.0,12463675000.0,24023632000.0
2284.0,7526339000.0,18974170000.0,12691184000.0,23469482000.0
2285.0,7847700000.0,19083130000.0,12553487000.0,22527416000.0
2286.0,7982463500.0,18609906000.0,12636187000.0,22424340000.0
2287.0,7889612000.0,18647345000.0,12746116000.0,22823444000.0
2288.0,7867294700.0,18696698000.0,12661272000.0,22619333000.0
2289.0,7973332500.0,18346750000.0,12498684000.0,23294296000.0
2290.0,7909121000.0,18076826000.0,12750465000.0,24136989000.0
2291.0,7851318300.0,18201045000.0,12847487000.0,24655372000.0
2292.0,7781336600.0,18252341000.0,12521991000.0,25051560000.0
2293.0,7784913400.0,18613203000.0,12332154000.0,25821897000.0
2294.0,7977778700.0,18500755000.0,12208320000.0,27722658000.0
2295.0,7944108500.0,17929413000.0,11867569000.0,28246140000.0
2296.0,7912520000.0,17430378000.0,11477489000.0,27059409000.0
2297.0,7922326000.0,17445542000.0,11433315000.0,26296418000.0
2298.0,7753720000.0,17616180000.0,11624363000.0,26720315000.0
2299.0,7692689000.0,17419300000.0,11477658000.0,26875595000.0
2300.0,7630774300.0,16986129000.0,11160270000.0,27600101000.0
