time,CSIRO-MK3-6-0,CCSM4,MPI-ESM-LR
2000.0,67802790000.0,67802790000.0,67802790000.0
2001.0,68203620000.0,68203620000.0,68203620000.0
2002.0,67092824000.0,67092824000.0,67092824000.0
2003.0,67390013000.0,67390013000.0,67390013000.0
2004.0,67501000000.0,67501000000.0,67501000000.0
2005.0,68650107000.0,68650107000.0,68650107000.0
2006.0,66975720000.0,66975720000.0,66975720000.0
2007.0,67346956000.0,67346956000.0,67346956000.0
2008.0,66357973000.0,66357973000.0,66357973000.0
2009.0,65105760000.0,65105760000.0,65105760000.0
2010.0,65109856000.0,65109856000.0,65109856000.0
2011.0,63591640000.0,63591640000.0,63591640000.0
2012.0,62325084000.0,62325084000.0,62325084000.0
2013.0,61854302000.0,61854302000.0,61854302000.0
2014.0,60450087000.0,60450087000.0,60450087000.0
2015.0,59930956000.0,59930956000.0,59930956000.0
2016.0,59548578000.0,59548578000.0,59548578000.0
2017.0,58674102000.0,58674102000.0,58674102000.0
2018.0,57557930000.0,57557930000.0,57557930000.0
2019.0,55994750000.0,55994750000.0,55994750000.0
2020.0,55352517000.0,55352517000.0,55352517000.0
2021.0,54278443000.0,55311483000.0,56278434000.0
2022.0,54932517000.0,53712126000.0,58790707000.0
2023.0,54794050000.0,53191504000.0,59370890000.0
2024.0,53745930000.0,52204180000.0,57962627000.0
2025.0,52132975000.0,50587450000.0,57281438000.0
2026.0,51380470000.0,50477584000.0,56607150000.0
2027.0,49594098000.0,50926764000.0,56756920000.0
2028.0,50471200000.0,51202257000.0,56002670000.0
2029.0,50727633000.0,50704773000.0,53660774000.0
2030.0,51241190000.0,50435380000.0,52753990000.0
2031.0,49114000000.0,49733630000.0,51812780000.0
2032.0,48345530000.0,48603410000.0,50714784000.0
2033.0,47177667000.0,49463718000.0,49675928000.0
2034.0,45927950000.0,48878666000.0,50443174000.0
2035.0,44500490000.0,47422358000.0,51189576000.0
2036.0,42941886000.0,47636103000.0,49529650000.0
2037.0,41449020000.0,46670025000.0,48085963000.0
2038.0,41572585000.0,45599183000.0,47155773000.0
2039.0,41129255000.0,45026330000.0,47544700000.0
2040.0,40116015000.0,43768754000.0,48437686000.0
2041.0,38495433000.0,41594307000.0,48868150000.0
2042.0,38104015000.0,40157310000.0,47878560000.0
2043.0,37672817000.0,39947860000.0,46980740000.0
2044.0,36011516000.0,39490888000.0,46677467000.0
2045.0,35758285000.0,38252036000.0,45208703000.0
2046.0,35726040000.0,38447727000.0,44032483000.0
2047.0,35955260000.0,36830347000.0,42670470000.0
2048.0,36007390000.0,35719160000.0,40022295000.0
2049.0,35151397000.0,34784584000.0,38815728000.0
2050.0,34782077000.0,33595752000.0,37341102000.0
2051.0,34666148000.0,32900370000.0,36735880000.0
2052.0,33997328000.0,32356299000.0,36787070000.0
2053.0,34447823000.0,31122276000.0,35704885000.0
2054.0,34485477000.0,29787308000.0,34989355000.0
2055.0,34950850000.0,29438095000.0,34588090000.0
2056.0,34922934000.0,29312266000.0,33304482000.0
2057.0,34678570000.0,28783060000.0,31925633000.0
2058.0,34278779000.0,28120383000.0,31078046000.0
2059.0,32875741000.0,27195791000.0,31208470000.0
2060.0,32079810000.0,27453188000.0,30439197000.0
2061.0,32116562000.0,26622510000.0,29061853000.0
2062.0,31074288000.0,26081974000.0,28999875000.0
2063.0,30487120000.0,25926540000.0,28926478000.0
2064.0,29910157000.0,25205727000.0,28677140000.0
2065.0,28679645000.0,24416940000.0,28487039000.0
2066.0,28145512000.0,23940502000.0,27081712000.0
2067.0,27753910000.0,23606587000.0,26368061000.0
2068.0,26353322000.0,22445230000.0,24677593000.0
2069.0,25354620000.0,21492058000.0,24289386000.0
2070.0,25074360000.0,20892957000.0,24049318000.0
2071.0,24649200000.0,20823398000.0,22797648000.0
2072.0,24414034000.0,20111989000.0,21654544000.0
2073.0,24342796000.0,18825544000.0,20957151000.0
2074.0,24807970000.0,18246582000.0,21109027000.0
2075.0,24502073000.0,17473935000.0,19965155000.0
2076.0,23842693000.0,16614882000.0,19363250000.0
2077.0,22831393000.0,15656006000.0,19239784000.0
2078.0,22207877000.0,14800484000.0,19156584000.0
2079.0,21960073000.0,14067244000.0,19066600000.0
2080.0,21877144000.0,13398658000.0,18329973000.0
2081.0,21157090000.0,13018925000.0,17385420000.0
2082.0,20598397000.0,12537052000.0,16325842000.0
2083.0,20181130000.0,12086378000.0,16359099000.0
2084.0,19865252000.0,11304202000.0,15470432000.0
2085.0,19200850000.0,10996730000.0,15038802000.0
2086.0,18955356000.0,10249345000.0,14532381000.0
2087.0,19061960000.0,9858553000.0,14113009000.0
2088.0,19079725000.0,9326039000.0,13990202000.0
2089.0,18922777000.0,8980528000.0,13773243000.0
2090.0,18473044000.0,8528029000.0,13026725000.0
2091.0,18370105000.0,8020919000.0,12706423000.0
2092.0,17403146000.0,7547373600.0,12349593000.0
2093.0,17084461000.0,7269607000.0,12095109000.0
2094.0,17028177000.0,7033688000.0,11836217000.0
2095.0,16315924000.0,6835213000.0,11351877000.0
2096.0,16129708000.0,6810063000.0,10570474000.0
2097.0,15264442000.0,6500641000.0,10316862000.0
2098.0,14753816000.0,6270678000.0,9753555000.0
2099.0,13730872000.0,6202959000.0,9291795000.0
2100.0,13163030000.0,6134673000.0,8649156000.0
2101.0,13032988000.0,5938622500.0,8181821000.0
2102.0,12681410000.0,5705844000.0,7861089000.0
2103.0,12092111000.0,5617438700.0,7698777600.0
2104.0,11538940000.0,5498732500.0,7599529500.0
2105.0,11008314000.0,5325991000.0,7401434600.0
2106.0,10504387000.0,5098535000.0,7061169700.0
2107.0,10376588000.0,4851697700.0,7034270700.0
2108.0,9841678000.0,4652723000.0,7058411000.0
2109.0,9317751000.0,4442344400.0,6795179500.0
2110.0,9421721000.0,4252627500.0,6427221500.0
2111.0,9252375000.0,4107103200.0,6473946000.0
2112.0,8732164000.0,4067833600.0,6312785000.0
2113.0,8501091000.0,3895450000.0,6151314400.0
2114.0,8059872000.0,3857122300.0,5914801000.0
2115.0,7794974000.0,3743000800.0,5655683000.0
2116.0,7683584500.0,3619611000.0,5563454500.0
2117.0,7462995500.0,3577768200.0,5365332000.0
2118.0,7208408600.0,3399707000.0,5311737300.0
2119.0,6978715000.0,3264390100.0,5223353000.0
2120.0,6645977600.0,3147483400.0,5202940000.0
2121.0,6771091500.0,2989227000.0,5145645000.0
2122.0,6664319000.0,2890702600.0,5102031400.0
2123.0,6560522000.0,2874662700.0,4985873400.0
2124.0,6548818000.0,2754472400.0,4768005600.0
2125.0,6481167000.0,2705538300.0,4617189000.0
2126.0,6324117500.0,2597488400.0,4478929400.0
2127.0,6167363600.0,2492139000.0,4302115300.0
2128.0,5913844700.0,2413101600.0,4027690500.0
2129.0,5757396000.0,2292195300.0,3897090300.0
2130.0,5856307700.0,2234709200.0,3634332700.0
2131.0,5857389600.0,2219116000.0,3316866800.0
2132.0,5539924500.0,2111353000.0,3122955500.0
2133.0,5384156700.0,2028588500.0,3072794400.0
2134.0,5186961400.0,1965229800.0,2929833000.0
2135.0,4845698000.0,1936288400.0,2838261800.0
2136.0,4571759600.0,1888295700.0,2740422000.0
2137.0,4415271400.0,1871152100.0,2684079400.0
2138.0,4202117600.0,1858039700.0,2522755300.0
2139.0,4070018800.0,1776469100.0,2444305700.0
2140.0,4021021000.0,1777960000.0,2421040000.0
2141.0,3873523000.0,1732374900.0,2380222000.0
2142.0,3700617500.0,1708298800.0,2367304200.0
2143.0,3541949400.0,1629187800.0,2196126200.0
2144.0,3581303300.0,1553934000.0,2097979100.0
2145.0,3509076200.0,1572825600.0,2072020000.0
2146.0,3467501600.0,1555932400.0,1965466100.0
2147.0,3346964000.0,1549285000.0,2000167800.0
2148.0,3455455500.0,1504149900.0,2012303900.0
2149.0,3378537500.0,1442121100.0,2025938600.0
2150.0,3403759600.0,1388129700.0,1946562400.0
2151.0,3327150600.0,1368807000.0,1823974500.0
2152.0,3291652000.0,1328268700.0,1889182600.0
2153.0,3280090000.0,1287353100.0,1892477400.0
2154.0,3109343500.0,1265951100.0,1796136700.0
2155.0,3146391800.0,1232436100.0,1785690400.0
2156.0,3038990800.0,1214976300.0,1759968600.0
2157.0,2899502600.0,1206835000.0,1700577000.0
2158.0,2791168800.0,1154797400.0,1699252200.0
2159.0,2780916000.0,1114320600.0,1688768600.0
2160.0,2672097500.0,1055739460.0,1575673000.0
2161.0,2617145300.0,991797570.0,1569859100.0
2162.0,2485278000.0,973960200.0,1518278700.0
2163.0,2334563000.0,941421700.0,1443363700.0
2164.0,2256030200.0,936544600.0,1405774700.0
2165.0,2232515300.0,903672640.0,1382472300.0
2166.0,2137161500.0,887217100.0,1359029400.0
2167.0,1989069000.0,834435500.0,1361792900.0
2168.0,1821112600.0,853336260.0,1362566500.0
2169.0,1626175100.0,826433500.0,1338635400.0
2170.0,1483393200.0,786177600.0,1281671400.0
2171.0,1427701200.0,762507970.0,1262284200.0
2172.0,1341572200.0,711956540.0,1189910500.0
2173.0,1232723000.0,683860600.0,1194887600.0
2174.0,1238158200.0,668386370.0,1125923700.0
2175.0,1181526700.0,636853950.0,1091199100.0
2176.0,1136784300.0,613537150.0,1038863800.0
2177.0,1151208700.0,571239360.0,1008105340.0
2178.0,1106644900.0,537272260.0,991699200.0
2179.0,1071244200.0,531140220.0,991360830.0
2180.0,1063129340.0,525483600.0,964800500.0
2181.0,1037397500.0,532526180.0,939307970.0
2182.0,1004869760.0,529257920.0,952300600.0
2183.0,976343700.0,529738780.0,945489600.0
2184.0,958351100.0,506771520.0,915410800.0
2185.0,918448100.0,492059600.0,902414100.0
2186.0,901814850.0,496277570.0,864646200.0
2187.0,869914200.0,494999800.0,829847550.0
2188.0,863347200.0,483652400.0,796761200.0
2189.0,834035800.0,475104260.0,765121540.0
2190.0,802698200.0,458441100.0,780008060.0
2191.0,790547300.0,447821900.0,742317060.0
2192.0,778843260.0,435208420.0,689994600.0
2193.0,742656830.0,417801540.0,619605100.0
2194.0,701817900.0,395142080.0,612435840.0
2195.0,665976500.0,387266430.0,637978000.0
2196.0,659562200.0,385869400.0,603011140.0
2197.0,641794050.0,376666240.0,594940200.0
2198.0,639388600.0,355082100.0,565857100.0
2199.0,615927100.0,338761470.0,552793800.0
2200.0,570393500.0,316877440.0,541008260.0
2201.0,516521440.0,306119680.0,566613000.0
2202.0,508699700.0,287831700.0,560286800.0
2203.0,490040130.0,282600300.0,569195650.0
2204.0,473388500.0,286642780.0,562966700.0
2205.0,472180480.0,287565220.0,576389300.0
2206.0,451437660.0,285264450.0,568958900.0
2207.0,434311520.0,285776220.0,578756100.0
2208.0,413211070.0,284541200.0,596835840.0
2209.0,402220200.0,291044160.0,609774700.0
2210.0,376999420.0,290592830.0,602923000.0
2211.0,365941660.0,288571940.0,586713700.0
2212.0,360059300.0,290137300.0,590518100.0
2213.0,354389440.0,296974500.0,585988300.0
2214.0,337240030.0,300847970.0,552752100.0
2215.0,327803900.0,296091200.0,521563100.0
2216.0,320151550.0,293511700.0,520450140.0
2217.0,304042620.0,293688960.0,502598240.0
2218.0,283139650.0,289575520.0,476426050.0
2219.0,266112200.0,281908930.0,465524060.0
2220.0,261916580.0,282349000.0,460636030.0
2221.0,261290610.0,282420700.0,436456480.0
2222.0,261462720.0,280206080.0,430749630.0
2223.0,258410420.0,273646080.0,417212160.0
2224.0,263435260.0,274611740.0,400870700.0
2225.0,256302980.0,274319780.0,383583170.0
2226.0,259224000.0,268608930.0,370385900.0
2227.0,253007490.0,265954990.0,353367580.0
2228.0,247644830.0,260040900.0,352231650.0
2229.0,242415680.0,262696340.0,347566240.0
2230.0,234758480.0,259661980.0,360433760.0
2231.0,236091700.0,252637330.0,351033000.0
2232.0,222251500.0,248754080.0,356500480.0
2233.0,219401550.0,244650110.0,357431550.0
2234.0,219426850.0,244546140.0,331613570.0
2235.0,214701260.0,243723650.0,302171170.0
2236.0,208416540.0,238226850.0,296576600.0
2237.0,204171140.0,239060400.0,290147260.0
2238.0,202326340.0,230619260.0,293144130.0
2239.0,195306980.0,225650850.0,287419780.0
2240.0,195878980.0,225017580.0,283997860.0
2241.0,192349950.0,226558100.0,274335300.0
2242.0,186913650.0,222377000.0,264550900.0
2243.0,185333230.0,217886780.0,263689280.0
2244.0,184380720.0,216907820.0,276763800.0
2245.0,180743570.0,216756480.0,262006110.0
2246.0,173473340.0,210117250.0,260987280.0
2247.0,168765140.0,207380540.0,260930060.0
2248.0,164491840.0,202774270.0,269930530.0
2249.0,164972220.0,198274800.0,280404480.0
2250.0,162375120.0,196058190.0,277940830.0
2251.0,156155680.0,188863820.0,283576100.0
2252.0,155155650.0,185218450.0,276349500.0
2253.0,155577600.0,179060050.0,277129340.0
2254.0,156217420.0,182628660.0,277838200.0
2255.0,153571360.0,183558140.0,277815170.0
2256.0,150547940.0,181412860.0,267773310.0
2257.0,146204580.0,179478800.0,273250700.0
2258.0,145795170.0,182530530.0,272960500.0
2259.0,141646430.0,185054980.0,270234340.0
2260.0,138829950.0,185354850.0,262589650.0
2261.0,137645020.0,181007840.0,276414200.0
2262.0,137566270.0,180232270.0,273625570.0
2263.0,134906980.0,177411940.0,280384160.0
2264.0,133381110.0,178439360.0,281994370.0
2265.0,131548510.0,182462770.0,286085900.0
2266.0,129188580.0,182929970.0,285646560.0
2267.0,126109310.0,184832200.0,281079360.0
2268.0,125281660.0,187396700.0,280323330.0
2269.0,121515020.0,186545890.0,281664770.0
2270.0,119280184.0,186146500.0,280309630.0
2271.0,118100720.0,184843620.0,285626750.0
2272.0,115411460.0,184657580.0,278816100.0
2273.0,110651290.0,184843460.0,275988670.0
2274.0,109801736.0,183816910.0,273470500.0
2275.0,106200260.0,185287310.0,277235600.0
2276.0,106912230.0,187371470.0,268365460.0
2277.0,105854570.0,185825800.0,265824580.0
2278.0,102316080.0,184252030.0,271517000.0
2279.0,101756310.0,185432260.0,267017710.0
2280.0,100371650.0,183370050.0,277472450.0
2281.0,98757200.0,178563500.0,280358000.0
2282.0,96789010.0,177173810.0,287696600.0
2283.0,96224970.0,178366880.0,285191200.0
2284.0,95187880.0,177033060.0,289916700.0
2285.0,94255400.0,176256200.0,292530720.0
2286.0,92943224.0,174967300.0,294139740.0
2287.0,92970350.0,176020300.0,292549200.0
2288.0,91997590.0,177216060.0,286521500.0
2289.0,91170760.0,176868690.0,274626270.0
2290.0,90918460.0,175388640.0,278659840.0
2291.0,91349610.0,174430270.0,271620200.0
2292.0,90951620.0,172288140.0,261193220.0
2293.0,89943390.0,168610540.0,259542940.0
2294.0,89209030.0,170878180.0,258114750.0
2295.0,88369370.0,167621260.0,256024580.0
2296.0,88579060.0,158867420.0,251903310.0
2297.0,87256056.0,160255980.0,251257500.0
2298.0,87497410.0,160291620.0,258439680.0
2299.0,87104780.0,160588510.0,259987400.0
2300.0,85394420.0,161842640.0,260025260.0
