time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2172.0,7728640500.0,15000557000.0,6586044000.0
2173.0,7675203600.0,14852394000.0,6435004000.0
2174.0,7519388000.0,14829601000.0,6318441500.0
2175.0,7434155000.0,14682216000.0,6192504000.0
2176.0,7329048000.0,14586504000.0,6057979000.0
2177.0,7268500500.0,14542930000.0,5986256400.0
2178.0,7152888300.0,14459880000.0,5821415400.0
2179.0,7084427300.0,14361734000.0,5750499300.0
2180.0,6978780000.0,14298473000.0,5675484000.0
2181.0,6756378000.0,14202855000.0,5601118000.0
2182.0,6624932000.0,14088371000.0,5487405600.0
2183.0,6451996000.0,14002414000.0,5395016000.0
2184.0,6250784300.0,13917623000.0,5244157000.0
2185.0,6074514000.0,13861197000.0,5092306000.0
2186.0,5871403500.0,13842609000.0,4938317000.0
2187.0,5609886000.0,13765971000.0,4865080300.0
2188.0,5402988000.0,13703935000.0,4834073000.0
2189.0,5172320000.0,13647922000.0,4760414000.0
2190.0,4955354000.0,13587087000.0,4749925000.0
2191.0,4695779000.0,13530325000.0,4700515300.0
2192.0,4410670000.0,13448253000.0,4693895000.0
2193.0,4257675800.0,13417033000.0,4667754000.0
2194.0,4027348700.0,13299741000.0,4642288600.0
2195.0,3737928700.0,13246217000.0,4578463000.0
2196.0,3532892200.0,13162851000.0,4573004300.0
2197.0,3432562200.0,13047251000.0,4548787000.0
2198.0,3334673000.0,12996699000.0,4456707600.0
2199.0,3241410300.0,12870398000.0,4372257000.0
2200.0,3202131700.0,12661147000.0,4317809000.0
2201.0,3089671000.0,12647284000.0,4269131000.0
2202.0,3031320800.0,12606107000.0,4200038000.0
2203.0,3002913300.0,12546219000.0,4113645000.0
2204.0,2983996200.0,12495337000.0,4051025000.0
2205.0,2955282700.0,12470878000.0,4006614300.0
2206.0,2907696000.0,12388089000.0,3982926600.0
2207.0,2831841300.0,12353502000.0,3859344100.0
2208.0,2819027700.0,12349440000.0,3800964000.0
2209.0,2806168800.0,12328019000.0,3715798500.0
2210.0,2793854700.0,12284076000.0,3593491000.0
2211.0,2746468600.0,12266715000.0,3534419500.0
2212.0,2736652300.0,12237110000.0,3455509200.0
2213.0,2719684000.0,12228147000.0,3383975200.0
2214.0,2693881300.0,12290681000.0,3278936800.0
2215.0,2653687800.0,12186226000.0,3176181000.0
2216.0,2603590100.0,12158428000.0,3098875000.0
2217.0,2579752400.0,12147900000.0,2966639400.0
2218.0,2522410200.0,12086810000.0,2817086200.0
2219.0,2472576800.0,12012978000.0,2769932800.0
2220.0,2418430200.0,11954646000.0,2711497200.0
2221.0,2354832100.0,11937010000.0,2689631500.0
2222.0,2304118800.0,11910598000.0,2651439400.0
2223.0,2289643300.0,11904686000.0,2623446500.0
2224.0,2228053800.0,11868969000.0,2555905500.0
2225.0,2176635600.0,11832742000.0,2557090600.0
2226.0,2156045800.0,11772889000.0,2523891000.0
2227.0,2137176300.0,11701333000.0,2473747500.0
2228.0,2117087000.0,11664122000.0,2423084300.0
2229.0,2040201200.0,11618284000.0,2420181200.0
2230.0,2011945100.0,11595400000.0,2401711900.0
2231.0,1963743700.0,11573518000.0,2419015000.0
2232.0,1939188400.0,11550534000.0,2394686700.0
2233.0,1886779000.0,11534961000.0,2357021000.0
2234.0,1837233700.0,11489629000.0,2336490500.0
2235.0,1829043100.0,11447843000.0,2279928000.0
2236.0,1801480700.0,11422843000.0,2251362000.0
2237.0,1770216700.0,11383606000.0,2231115000.0
2238.0,1751000600.0,11367226000.0,2193807400.0
2239.0,1731606900.0,11342822000.0,2177683200.0
2240.0,1698543900.0,11320724000.0,2161786400.0
2241.0,1673924200.0,11306728000.0,2154751000.0
2242.0,1598850600.0,11292553000.0,2108158500.0
2243.0,1567582200.0,11232858000.0,2079613700.0
2244.0,1560122100.0,11204569000.0,2078284000.0
2245.0,1556286100.0,11181102000.0,2074604200.0
2246.0,1539209100.0,11171893000.0,2056222600.0
2247.0,1524663400.0,11136994000.0,2038848800.0
2248.0,1517875700.0,11109377000.0,2035094400.0
2249.0,1509696300.0,11075288000.0,2001219300.0
2250.0,1480039800.0,11053523000.0,1987463400.0
2251.0,1443240400.0,11002234000.0,1976954800.0
2252.0,1469914200.0,10986037000.0,1970528300.0
2253.0,1427643800.0,10965145000.0,1970134400.0
2254.0,1425416100.0,10933681000.0,1961315800.0
2255.0,1427967400.0,10919187000.0,1956179000.0
2256.0,1405450600.0,10917020000.0,1939516400.0
2257.0,1394307500.0,10912897000.0,1916493600.0
2258.0,1376735000.0,10874777000.0,1866380500.0
2259.0,1428489000.0,10882635000.0,1851298700.0
2260.0,1367842000.0,10860670000.0,1870179200.0
2261.0,1354388000.0,10874038000.0,1810183700.0
2262.0,1341226600.0,10847369000.0,1795855100.0
2263.0,1334548400.0,10820782000.0,1788740200.0
2264.0,1334369900.0,10791595000.0,1780280800.0
2265.0,1330347300.0,10775310000.0,1758176900.0
2266.0,1325492900.0,10763866000.0,1756621200.0
2267.0,1321410600.0,10745396000.0,1756515100.0
2268.0,1334560000.0,10746324000.0,1748071300.0
2269.0,1317605600.0,10733020000.0,1744811800.0
2270.0,1299231100.0,10714311000.0,1731504400.0
2271.0,1291756800.0,10695802000.0,1740651500.0
2272.0,1289066100.0,10687972000.0,1715113700.0
2273.0,1262161300.0,10664390000.0,1713977100.0
2274.0,1254596500.0,10679068000.0,1711649200.0
2275.0,1249827000.0,10648511000.0,1709313500.0
2276.0,1247389000.0,10656595000.0,1722204000.0
2277.0,1227674900.0,10636765000.0,1697471100.0
2278.0,1209379600.0,10622921000.0,1656730800.0
2279.0,1196226400.0,10622574000.0,1627811200.0
2280.0,1192975200.0,10607964000.0,1624565600.0
2281.0,1191626400.0,10580543000.0,1622682100.0
2282.0,1163495200.0,10688174000.0,1619995100.0
2283.0,1157396400.0,10592191000.0,1623417200.0
2284.0,1155386900.0,10590228000.0,1622025100.0
2285.0,1152123400.0,10611042000.0,1599337000.0
2286.0,1144808300.0,10627764000.0,1596685600.0
2287.0,1141699800.0,10624494000.0,1593817000.0
2288.0,1131962500.0,10607243000.0,1593999200.0
2289.0,1117609500.0,10577277000.0,1590439000.0
2290.0,1115487000.0,10577081000.0,1566793000.0
2291.0,1106935900.0,10559127000.0,1548316000.0
2292.0,1102860200.0,10574463000.0,1549405400.0
2293.0,1092062300.0,10610195000.0,1550718500.0
2294.0,1071941570.0,10580764000.0,1548387800.0
2295.0,1067999550.0,10596769000.0,1546449700.0
2296.0,1059584450.0,10566202000.0,1544948900.0
2297.0,1033087940.0,10547925000.0,1544097700.0
2298.0,998900030.0,10529684000.0,1531070500.0
2299.0,983315800.0,10551572000.0,1534953100.0
2300.0,978031940.0,10531715000.0,1532246500.0
