time,INM-CM4-8,INM-CM5-0,EC-EARTH3,EC-EARTH3-VEG,CAMS-CSM1-0,CESM2-WACCM,CMCC-CM2-SR5,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4,MRI-ESM2-0,CESM2,BCC-CSM2-MR,FGOALS-F3-L
2010.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0
2011.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0
2012.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0
2013.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0
2014.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0
2015.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0
2016.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0
2017.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0
2018.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0
2019.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0
2020.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0
2021.0,4635830500000.0,4660977500000.0,4669306000000.0,4666881500000.0,4661794000000.0,4666980600000.0,4684177700000.0,4647794000000.0,4649716300000.0,4639867000000.0,4695961600000.0,4679473300000.0,4651348400000.0,4668165000000.0
2022.0,4596763700000.0,4646352500000.0,4648547000000.0,4650153500000.0,4619536000000.0,4647627000000.0,4684251000000.0,4615183500000.0,4622098400000.0,4619067500000.0,4681930000000.0,4665088000000.0,4634593000000.0,4647906000000.0
2023.0,4578870000000.0,4627416000000.0,4595717000000.0,4613745000000.0,4597330500000.0,4611764600000.0,4665092600000.0,4580292000000.0,4580703000000.0,4610307000000.0,4665058500000.0,4639581000000.0,4593466500000.0,4612260600000.0
2024.0,4551772000000.0,4615113300000.0,4557851600000.0,4563045700000.0,4583338300000.0,4569067700000.0,4642579000000.0,4537291600000.0,4536459600000.0,4581014000000.0,4628400300000.0,4601951000000.0,4572387500000.0,4564909000000.0
2025.0,4508419000000.0,4596840300000.0,4500275000000.0,4525773600000.0,4565599500000.0,4544813000000.0,4625370000000.0,4527007700000.0,4512810000000.0,4536169000000.0,4627489000000.0,4572032500000.0,4557640000000.0,4538393000000.0
2026.0,4493251400000.0,4570357400000.0,4488655000000.0,4499202000000.0,4542295000000.0,4519815500000.0,4580445000000.0,4512965000000.0,4506492000000.0,4508033000000.0,4610656000000.0,4542773600000.0,4517520700000.0,4502450600000.0
2027.0,4462395000000.0,4557029000000.0,4456944000000.0,4475532000000.0,4501105300000.0,4468580500000.0,4545410000000.0,4510438700000.0,4479320600000.0,4465558000000.0,4607224000000.0,4493210600000.0,4480820000000.0,4460908600000.0
2028.0,4421519000000.0,4533204000000.0,4421277700000.0,4442415400000.0,4467076400000.0,4426951000000.0,4525452000000.0,4472559400000.0,4467990000000.0,4450454000000.0,4561828300000.0,4464486000000.0,4421256000000.0,4436997400000.0
2029.0,4396007300000.0,4494480000000.0,4388435300000.0,4404240400000.0,4457408000000.0,4387868500000.0,4494857300000.0,4460256000000.0,4446830000000.0,4421940000000.0,4522881000000.0,4419074700000.0,4341154400000.0,4397044300000.0
2030.0,4367476300000.0,4462948000000.0,4368965600000.0,4375781000000.0,4438247300000.0,4334905500000.0,4469980400000.0,4403993000000.0,4435831000000.0,4401672000000.0,4488925500000.0,4392427000000.0,4297620500000.0,4362030500000.0
2031.0,4333299300000.0,4420118500000.0,4337255000000.0,4351750800000.0,4404293000000.0,4310445900000.0,4456357300000.0,4357863500000.0,4421420300000.0,4372123000000.0,4463294700000.0,4351482400000.0,4252717500000.0,4308215300000.0
2032.0,4296183400000.0,4380134500000.0,4332923000000.0,4332310500000.0,4363563800000.0,4299991500000.0,4438531500000.0,4326427200000.0,4414553700000.0,4349877800000.0,4451576300000.0,4312465100000.0,4195487000000.0,4268927700000.0
2033.0,4259521200000.0,4353822300000.0,4309423000000.0,4319637100000.0,4329460000000.0,4244847000000.0,4388169400000.0,4300938700000.0,4395979000000.0,4323136000000.0,4439407600000.0,4290310800000.0,4180260200000.0,4238704000000.0
2034.0,4236439000000.0,4334403000000.0,4281289700000.0,4286202800000.0,4315056400000.0,4209180000000.0,4355750000000.0,4256878300000.0,4369805000000.0,4306801000000.0,4427065000000.0,4256013200000.0,4158909800000.0,4196497400000.0
2035.0,4220917600000.0,4322397000000.0,4266936500000.0,4232756000000.0,4291803700000.0,4160571800000.0,4331205800000.0,4224682600000.0,4344507000000.0,4289766000000.0,4415905000000.0,4216537000000.0,4126887000000.0,4157606000000.0
2036.0,4206657000000.0,4297172200000.0,4241219000000.0,4193479000000.0,4271946600000.0,4091066700000.0,4278853600000.0,4219656200000.0,4334273200000.0,4261501000000.0,4399479400000.0,4166232300000.0,4104828700000.0,4102867600000.0
2037.0,4184030600000.0,4281582200000.0,4195715400000.0,4171484400000.0,4249136100000.0,4055368200000.0,4238613400000.0,4201212800000.0,4311105700000.0,4225574600000.0,4378575200000.0,4136801000000.0,4070728300000.0,4061730200000.0
2038.0,4156792800000.0,4257039800000.0,4164921600000.0,4146561300000.0,4217342000000.0,4047647000000.0,4194341200000.0,4156421300000.0,4301440700000.0,4212473700000.0,4335010800000.0,4122660600000.0,4035579500000.0,4020678000000.0
2039.0,4131466200000.0,4255085800000.0,4140495500000.0,4131521600000.0,4183194600000.0,3997525300000.0,4177622700000.0,4114347200000.0,4293190700000.0,4197765600000.0,4309822700000.0,4080463000000.0,3990434000000.0,4008078000000.0
2040.0,4119399000000.0,4233327500000.0,4122439800000.0,4093697000000.0,4159223600000.0,3964397700000.0,4186928000000.0,4099463200000.0,4293392600000.0,4168701200000.0,4288004200000.0,4055633800000.0,3937943000000.0,3964990700000.0
2041.0,4100559500000.0,4198583000000.0,4089511100000.0,4049399700000.0,4129074400000.0,3919169500000.0,4177707000000.0,4085613600000.0,4267711700000.0,4170677000000.0,4268149700000.0,4023908600000.0,3896171800000.0,3919869600000.0
2042.0,4069066300000.0,4186652000000.0,4046566700000.0,4024280800000.0,4097665400000.0,3895909400000.0,4157444700000.0,4066363000000.0,4256634200000.0,4150275000000.0,4259014800000.0,3970440400000.0,3875951300000.0,3895032800000.0
2043.0,4044255400000.0,4157122000000.0,4011938000000.0,3995046500000.0,4067132000000.0,3894815800000.0,4138723400000.0,4034385400000.0,4220783700000.0,4126225500000.0,4245750500000.0,3956196000000.0,3855088000000.0,3870113000000.0
2044.0,4018618800000.0,4136656400000.0,3981266000000.0,3961236800000.0,4048766400000.0,3879954000000.0,4107402200000.0,4017182200000.0,4186251500000.0,4101390700000.0,4215806600000.0,3913895000000.0,3821832000000.0,3838616800000.0
2045.0,3994558100000.0,4126318300000.0,3944152600000.0,3932719400000.0,4032013000000.0,3833170000000.0,4058366600000.0,3987838900000.0,4160195100000.0,4071296000000.0,4182255000000.0,3886208300000.0,3801274400000.0,3802614200000.0
2046.0,3947734500000.0,4111164500000.0,3913556700000.0,3894423800000.0,4016126800000.0,3799280000000.0,4037515100000.0,3966935500000.0,4130010600000.0,4060229700000.0,4154018200000.0,3875847800000.0,3763439700000.0,3782975700000.0
2047.0,3913747300000.0,4089293600000.0,3871966000000.0,3865132100000.0,3995731500000.0,3741210400000.0,4035715300000.0,3928986000000.0,4102983800000.0,4038693000000.0,4136365500000.0,3840996300000.0,3706873000000.0,3746532000000.0
2048.0,3891294400000.0,4058585200000.0,3845823400000.0,3840719500000.0,3944681600000.0,3703909600000.0,4011976800000.0,3901220000000.0,4065212000000.0,4025030300000.0,4106056400000.0,3798789800000.0,3665574200000.0,3727515200000.0
2049.0,3879750600000.0,4028035800000.0,3819048500000.0,3806758700000.0,3929319700000.0,3654125600000.0,3975798000000.0,3885895800000.0,4026516000000.0,3985248400000.0,4079322700000.0,3779489700000.0,3643179500000.0,3690608500000.0
2050.0,3851881500000.0,4016044800000.0,3780012700000.0,3777404000000.0,3906933000000.0,3598244600000.0,3945936000000.0,3866400700000.0,4006436700000.0,3951255400000.0,4049920000000.0,3750700800000.0,3616032000000.0,3642817200000.0
2051.0,3844672800000.0,4002934200000.0,3749064000000.0,3745906700000.0,3892112800000.0,3565587800000.0,3929955600000.0,3854239500000.0,3983157000000.0,3932442600000.0,4023301400000.0,3695116800000.0,3580059500000.0,3619021000000.0
2052.0,3835697000000.0,3976569600000.0,3704269300000.0,3723971000000.0,3869004000000.0,3536100000000.0,3912581800000.0,3827168400000.0,3944374900000.0,3919833000000.0,3986380800000.0,3660169600000.0,3554806300000.0,3580740000000.0
2053.0,3809689500000.0,3961441700000.0,3681335000000.0,3689310800000.0,3831120300000.0,3500764300000.0,3891592000000.0,3779452700000.0,3923621700000.0,3899541200000.0,3945255000000.0,3590379300000.0,3524754000000.0,3522506500000.0
2054.0,3759321000000.0,3949511300000.0,3643958400000.0,3650965200000.0,3815281000000.0,3476487400000.0,3861354400000.0,3745404700000.0,3918588300000.0,3868878700000.0,3939468600000.0,3529554300000.0,3505384000000.0,3484866600000.0
2055.0,3743597000000.0,3919818300000.0,3611014700000.0,3635030000000.0,3796435200000.0,3443690000000.0,3835363000000.0,3729298800000.0,3909560600000.0,3839855400000.0,3927378000000.0,3468545200000.0,3483314000000.0,3447849500000.0
2056.0,3731484800000.0,3900417500000.0,3585200400000.0,3606133600000.0,3780883300000.0,3398885700000.0,3820287700000.0,3716096500000.0,3894015400000.0,3817193600000.0,3896873800000.0,3426748000000.0,3459603500000.0,3412569600000.0
2057.0,3702058400000.0,3874906400000.0,3561479200000.0,3582522300000.0,3754805000000.0,3329474000000.0,3795945500000.0,3703050900000.0,3849297600000.0,3798140500000.0,3868087800000.0,3394505800000.0,3420608300000.0,3388696000000.0
2058.0,3669822800000.0,3855182700000.0,3556153800000.0,3549687000000.0,3724190200000.0,3293974000000.0,3744979500000.0,3677567000000.0,3814171300000.0,3773974000000.0,3833590000000.0,3361612200000.0,3378640600000.0,3338415600000.0
2059.0,3661036000000.0,3830954600000.0,3541328200000.0,3501743400000.0,3703725400000.0,3273824400000.0,3720505200000.0,3651228000000.0,3785372700000.0,3752580600000.0,3788933400000.0,3323112500000.0,3349182400000.0,3297768000000.0
2060.0,3628805400000.0,3813876400000.0,3507849800000.0,3481926000000.0,3672455800000.0,3231160000000.0,3697570000000.0,3625021900000.0,3758046600000.0,3728285600000.0,3761825400000.0,3299861900000.0,3315064000000.0,3259662900000.0
2061.0,3614050400000.0,3795180600000.0,3466185100000.0,3453431300000.0,3639100300000.0,3179383600000.0,3700306000000.0,3575280600000.0,3746533200000.0,3714672800000.0,3748574500000.0,3247445000000.0,3274349200000.0,3222901000000.0
2062.0,3590363300000.0,3760622700000.0,3418932400000.0,3424584000000.0,3615688000000.0,3131781200000.0,3686119000000.0,3536281000000.0,3733337100000.0,3698942800000.0,3734440200000.0,3204385000000.0,3252129000000.0,3205764000000.0
2063.0,3565916000000.0,3740527000000.0,3395467300000.0,3384303700000.0,3574753000000.0,3102963400000.0,3679847400000.0,3513279800000.0,3714676200000.0,3680134800000.0,3702838000000.0,3165008200000.0,3214039000000.0,3186060700000.0
2064.0,3559909500000.0,3731466200000.0,3371059000000.0,3337431800000.0,3550397600000.0,3062952400000.0,3667229100000.0,3486544000000.0,3694226600000.0,3655693800000.0,3654350300000.0,3141461000000.0,3186887800000.0,3158438800000.0
2065.0,3541098300000.0,3713535800000.0,3328245500000.0,3299363800000.0,3534943000000.0,3036014400000.0,3651858000000.0,3490476200000.0,3664908600000.0,3630322000000.0,3650722200000.0,3112254300000.0,3171468200000.0,3121062000000.0
2066.0,3524059000000.0,3684232000000.0,3304857500000.0,3276286200000.0,3497115800000.0,3001157400000.0,3612916000000.0,3486851300000.0,3625805000000.0,3624160000000.0,3617986000000.0,3069444600000.0,3156211400000.0,3102388500000.0
2067.0,3497147500000.0,3671127800000.0,3272222700000.0,3265144300000.0,3476849700000.0,2984219000000.0,3599249400000.0,3480736000000.0,3608514700000.0,3606627000000.0,3616668600000.0,3034581000000.0,3134033800000.0,3067811700000.0
2068.0,3465606300000.0,3649546000000.0,3247740000000.0,3240349100000.0,3467368000000.0,2949886200000.0,3588700000000.0,3478266000000.0,3594843300000.0,3582231000000.0,3595404000000.0,3000658300000.0,3118497300000.0,3034817500000.0
2069.0,3445944000000.0,3631223700000.0,3216431000000.0,3191932500000.0,3461433000000.0,2913438300000.0,3564581000000.0,3479833100000.0,3575299200000.0,3554773800000.0,3579212200000.0,2981450000000.0,3085123700000.0,3014957000000.0
2070.0,3422594800000.0,3609888600000.0,3194230100000.0,3161428300000.0,3440314400000.0,2896705400000.0,3542271100000.0,3431601000000.0,3548634200000.0,3532841300000.0,3550169500000.0,2958574000000.0,3058597400000.0,2983171200000.0
2071.0,3407852900000.0,3581444400000.0,3168107000000.0,3138902000000.0,3409538000000.0,2869907200000.0,3501412300000.0,3410478800000.0,3547322600000.0,3510763000000.0,3522817200000.0,2929314500000.0,3047765600000.0,2966335800000.0
2072.0,3387514200000.0,3569268800000.0,3140476000000.0,3113838000000.0,3398718500000.0,2830286200000.0,3479164000000.0,3391664400000.0,3512031800000.0,3505187500000.0,3492975000000.0,2915217400000.0,3036373800000.0,2956448800000.0
2073.0,3367401700000.0,3546793600000.0,3111813400000.0,3094832200000.0,3361619000000.0,2805489200000.0,3460011000000.0,3345772200000.0,3478888600000.0,3480495600000.0,3469328500000.0,2881464800000.0,3011209300000.0,2941237300000.0
2074.0,3344121700000.0,3532898700000.0,3074964800000.0,3070794400000.0,3355017500000.0,2779182500000.0,3442520600000.0,3304000300000.0,3454626400000.0,3469632900000.0,3451680700000.0,2865710000000.0,2983355000000.0,2913608700000.0
2075.0,3322947600000.0,3523383700000.0,3020408200000.0,3038047000000.0,3344368400000.0,2729344000000.0,3418792100000.0,3290460000000.0,3428238200000.0,3458206000000.0,3423738000000.0,2826739000000.0,2947056400000.0,2905225300000.0
2076.0,3302368200000.0,3506194000000.0,2999397000000.0,3006958400000.0,3326326000000.0,2684840300000.0,3401922600000.0,3272887800000.0,3405825700000.0,3426757400000.0,3374311800000.0,2784488300000.0,2928740700000.0,2884902800000.0
2077.0,3278305200000.0,3490221000000.0,2970976500000.0,2986938000000.0,3306163000000.0,2658709000000.0,3380938500000.0,3248556900000.0,3391080400000.0,3402525000000.0,3331786500000.0,2742761800000.0,2914410000000.0,2864588800000.0
2078.0,3268893500000.0,3467086000000.0,2928551400000.0,2967434200000.0,3294753700000.0,2646660300000.0,3364141000000.0,3217407900000.0,3384136000000.0,3366253000000.0,3306318000000.0,2706903700000.0,2895022400000.0,2838586000000.0
2079.0,3258514700000.0,3441354000000.0,2910014000000.0,2939531300000.0,3279090600000.0,2615853200000.0,3338226400000.0,3189977000000.0,3353205800000.0,3344732000000.0,3295426000000.0,2671944700000.0,2875019000000.0,2814825700000.0
2080.0,3251389900000.0,3422777000000.0,2886713000000.0,2913167200000.0,3263428000000.0,2569578700000.0,3330395000000.0,3170493500000.0,3336241400000.0,3336412300000.0,3267869800000.0,2659147600000.0,2855038000000.0,2782443600000.0
2081.0,3246197800000.0,3403361600000.0,2861189600000.0,2880656400000.0,3251329800000.0,2529588700000.0,3275754300000.0,3125451700000.0,3316072800000.0,3323526600000.0,3236900600000.0,2624302400000.0,2828884200000.0,2760116000000.0
2082.0,3222253000000.0,3391833200000.0,2831412400000.0,2856290400000.0,3237505100000.0,2491659000000.0,3232477500000.0,3126106500000.0,3282445500000.0,3296679000000.0,3200064400000.0,2598394700000.0,2808939800000.0,2735351000000.0
2083.0,3219108700000.0,3369907500000.0,2812639000000.0,2825573400000.0,3217199700000.0,2465471000000.0,3204000800000.0,3113514000000.0,3274695500000.0,3270969400000.0,3174264700000.0,2565025600000.0,2787615700000.0,2686666100000.0
2084.0,3207170000000.0,3339015700000.0,2790023000000.0,2791129000000.0,3213658200000.0,2432356600000.0,3193812800000.0,3097006200000.0,3259206700000.0,3250685000000.0,3159312000000.0,2525389400000.0,2779009800000.0,2663408700000.0
2085.0,3189753000000.0,3315139600000.0,2779240500000.0,2762728300000.0,3200353300000.0,2399420800000.0,3171583000000.0,3062412600000.0,3250628300000.0,3251322000000.0,3134384500000.0,2490898000000.0,2762356300000.0,2649896500000.0
2086.0,3155682000000.0,3304614800000.0,2758426200000.0,2738780000000.0,3194585400000.0,2359921000000.0,3166323300000.0,3037848400000.0,3236723000000.0,3236860500000.0,3104606000000.0,2462204800000.0,2761039300000.0,2627333800000.0
2087.0,3138680800000.0,3284807500000.0,2737455200000.0,2711135700000.0,3189289300000.0,2322522400000.0,3159302000000.0,3007608800000.0,3229826400000.0,3211098300000.0,3071931300000.0,2427726000000.0,2741209100000.0,2615953600000.0
2088.0,3136676400000.0,3250549400000.0,2728873000000.0,2685786000000.0,3167143900000.0,2296791200000.0,3136532000000.0,2986586000000.0,3213816200000.0,3195167000000.0,3041668600000.0,2394452000000.0,2713233400000.0,2598724400000.0
2089.0,3122119600000.0,3227070200000.0,2714898800000.0,2668213300000.0,3148544200000.0,2270003000000.0,3131704000000.0,2972896700000.0,3193004400000.0,3178929600000.0,3030609000000.0,2369349500000.0,2699403200000.0,2581095800000.0
2090.0,3116908400000.0,3206964600000.0,2695285400000.0,2645718000000.0,3144811300000.0,2248308200000.0,3115957000000.0,2955476200000.0,3180889600000.0,3177846700000.0,3002571400000.0,2347104200000.0,2682117400000.0,2561887000000.0
2091.0,3107556200000.0,3188316200000.0,2674657900000.0,2630174400000.0,3128040600000.0,2230995600000.0,3076992300000.0,2943044300000.0,3165491800000.0,3151292500000.0,2981947800000.0,2330654000000.0,2675619400000.0,2538405400000.0
2092.0,3092709600000.0,3179040000000.0,2633668200000.0,2600859000000.0,3118570700000.0,2196635000000.0,3041871800000.0,2925112600000.0,3148264000000.0,3130280600000.0,2952162400000.0,2303839000000.0,2667143200000.0,2506579500000.0
2093.0,3082260600000.0,3167280200000.0,2604870100000.0,2584515700000.0,3105643300000.0,2163510000000.0,3016672100000.0,2907816600000.0,3133101800000.0,3116544800000.0,2927818400000.0,2279862000000.0,2650361000000.0,2480441400000.0
2094.0,3071286700000.0,3151902500000.0,2573084000000.0,2559866300000.0,3090312300000.0,2133484000000.0,2995881000000.0,2899266500000.0,3126307800000.0,3085075000000.0,2898252800000.0,2255777700000.0,2618835300000.0,2467327400000.0
2095.0,3046662200000.0,3138757900000.0,2549189400000.0,2536803000000.0,3085211300000.0,2114518600000.0,2981012000000.0,2894785400000.0,3111393200000.0,3071107700000.0,2877897300000.0,2208983400000.0,2598868600000.0,2427108700000.0
2096.0,3030487000000.0,3128828400000.0,2519012200000.0,2513071800000.0,3069697300000.0,2074506700000.0,2964548700000.0,2868701800000.0,3091530800000.0,3062429600000.0,2875675600000.0,2179725800000.0,2581158000000.0,2405433300000.0
2097.0,3019200300000.0,3115633000000.0,2491798500000.0,2491264300000.0,3051995300000.0,2041238100000.0,2942791800000.0,2841999800000.0,3092507800000.0,3059271600000.0,2854420000000.0,2138269800000.0,2563700000000.0,2383382600000.0
2098.0,3020780700000.0,3108917000000.0,2479808800000.0,2461163300000.0,3036955000000.0,2021219600000.0,2924114300000.0,2837050300000.0,3068223000000.0,3039273400000.0,2841952400000.0,2102388200000.0,2540721100000.0,2360669600000.0
2099.0,3005938700000.0,3105308500000.0,2457286200000.0,2445387000000.0,3020357400000.0,1998044400000.0,2904393800000.0,2824725000000.0,3049544700000.0,3011580300000.0,2823021400000.0,2089697300000.0,2532028700000.0,2341360000000.0
2100.0,2987357400000.0,3092194300000.0,2432332500000.0,2419470600000.0,2993296200000.0,1959369900000.0,2891976800000.0,2765953700000.0,3027192000000.0,2989067300000.0,2801908300000.0,2073661700000.0,2516632700000.0,2319052200000.0
