time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,294520130000.0,294520130000.0
2001.0,295523000000.0,295523000000.0
2002.0,294038800000.0,294038800000.0
2003.0,288999570000.0,288999570000.0
2004.0,286509630000.0,286509630000.0
2005.0,284878370000.0,284878370000.0
2006.0,284771060000.0,284771060000.0
2007.0,280920700000.0,280920700000.0
2008.0,281615600000.0,281615600000.0
2009.0,280683300000.0,280683300000.0
2010.0,276750470000.0,276750470000.0
2011.0,274535190000.0,274535190000.0
2012.0,273861620000.0,273861620000.0
2013.0,274323000000.0,274323000000.0
2014.0,271608430000.0,271608430000.0
2015.0,267881640000.0,267881640000.0
2016.0,269461500000.0,269461500000.0
2017.0,266265660000.0,266265660000.0
2018.0,265924400000.0,265924400000.0
2019.0,261099270000.0,261099270000.0
2020.0,259034120000.0,259034120000.0
2021.0,258492220000.0,253979530000.0
2022.0,258253800000.0,248365320000.0
2023.0,256979660000.0,244547550000.0
2024.0,254505200000.0,242473010000.0
2025.0,250255740000.0,239728410000.0
2026.0,245906300000.0,237582200000.0
2027.0,243985370000.0,233412180000.0
2028.0,241631890000.0,228399300000.0
2029.0,238127330000.0,224241300000.0
2030.0,237100350000.0,214292680000.0
2031.0,234926500000.0,210566820000.0
2032.0,234184310000.0,209079800000.0
2033.0,231754510000.0,205915930000.0
2034.0,230803310000.0,205086950000.0
2035.0,225980070000.0,199990080000.0
2036.0,222944380000.0,195999370000.0
2037.0,221550610000.0,194160400000.0
2038.0,219028110000.0,190972920000.0
2039.0,215184100000.0,188367360000.0
2040.0,214586920000.0,185118280000.0
2041.0,208839490000.0,183353970000.0
2042.0,207388330000.0,182194670000.0
2043.0,204031150000.0,178769990000.0
2044.0,200095470000.0,175089040000.0
2045.0,194761200000.0,171614700000.0
2046.0,191040850000.0,166459670000.0
2047.0,187037680000.0,162852550000.0
2048.0,182350920000.0,160390900000.0
2049.0,179443940000.0,158159220000.0
2050.0,175791180000.0,155507300000.0
2051.0,170598530000.0,151399450000.0
2052.0,168768180000.0,147665030000.0
2053.0,167611860000.0,145787100000.0
2054.0,163518610000.0,144951380000.0
2055.0,161148200000.0,140312330000.0
2056.0,155716500000.0,138801800000.0
2057.0,150124040000.0,135190610000.0
2058.0,145706600000.0,132708780000.0
2059.0,142903020000.0,130010840000.0
2060.0,140810700000.0,125481710000.0
2061.0,138666750000.0,125058450000.0
2062.0,133040690000.0,124396460000.0
2063.0,125715790000.0,119666400000.0
2064.0,122335120000.0,116931700000.0
2065.0,117351680000.0,114210870000.0
2066.0,111619220000.0,113495920000.0
2067.0,107277180000.0,110865410000.0
2068.0,104575470000.0,110711710000.0
2069.0,100046740000.0,109157605000.0
2070.0,95870490000.0,107614750000.0
2071.0,92486164000.0,103463660000.0
2072.0,87447740000.0,100179990000.0
2073.0,83427200000.0,99893576000.0
2074.0,80004070000.0,98946460000.0
2075.0,76980750000.0,97353530000.0
2076.0,74010010000.0,96204980000.0
2077.0,70921940000.0,94404840000.0
2078.0,67958940000.0,92336550000.0
2079.0,65332457000.0,89719940000.0
2080.0,61681996000.0,88033210000.0
2081.0,58452623000.0,87455060000.0
2082.0,54844408000.0,85459030000.0
2083.0,53607680000.0,83336995000.0
2084.0,50767884000.0,81562380000.0
2085.0,47586900000.0,80971500000.0
2086.0,44390730000.0,79814040000.0
2087.0,41650086000.0,77758640000.0
2088.0,39829488000.0,77327090000.0
2089.0,39096545000.0,75918565000.0
2090.0,37359500000.0,73971030000.0
2091.0,34704855000.0,73599550000.0
2092.0,32655032000.0,72222720000.0
2093.0,30860320000.0,71072210000.0
2094.0,29134754000.0,70650420000.0
2095.0,28049097000.0,69515380000.0
2096.0,26078898000.0,67153703000.0
2097.0,25231161000.0,65424660000.0
2098.0,24114682000.0,64992952000.0
2099.0,23029373000.0,64375560000.0
2100.0,21719945000.0,62676780000.0
