time,TAIESM1,IPSL-CM6A-LR,CNRM-CM6-1,CESM2-WACCM,IITM-ESM,CANESM5,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4,CNRM-ESM2-1,EC-EARTH3,MRI-ESM2-0,KACE-1-0-G,MIROC6
2036.0,177847190000.0,214815330000.0,230773000000.0,213017850000.0,236881040000.0,175998140000.0,217501750000.0,164660460000.0,211085820000.0,223050300000.0,162458700000.0,193964820000.0,168253540000.0,244362150000.0
2037.0,174643720000.0,212618580000.0,228581740000.0,209508290000.0,234176270000.0,171573500000.0,215323840000.0,160737950000.0,208520740000.0,220945020000.0,153293550000.0,193983450000.0,161768060000.0,243590900000.0
2038.0,167647410000.0,211494700000.0,225128450000.0,206826000000.0,231371690000.0,165197150000.0,210549310000.0,155350730000.0,206552560000.0,217457100000.0,148307210000.0,187641890000.0,155678410000.0,240091250000.0
2039.0,163368340000.0,205638190000.0,224573240000.0,205947040000.0,225751150000.0,161017680000.0,207643280000.0,148244860000.0,201659600000.0,214102600000.0,144603410000.0,185333650000.0,151618160000.0,234157400000.0
2040.0,156398650000.0,199944550000.0,219280460000.0,203456020000.0,223457560000.0,158718250000.0,202354360000.0,144837790000.0,198314750000.0,211217150000.0,139917030000.0,182339630000.0,146158620000.0,228045640000.0
2041.0,153501040000.0,196478620000.0,215790880000.0,200649640000.0,223947400000.0,154226410000.0,198253630000.0,136485090000.0,191533730000.0,208857810000.0,133787976000.0,178460500000.0,142676750000.0,226766880000.0
2042.0,149842940000.0,192207210000.0,217187610000.0,195506200000.0,223638220000.0,148738020000.0,195564880000.0,133358700000.0,190239210000.0,208731900000.0,128891750000.0,173105020000.0,139867650000.0,223262440000.0
2043.0,145173820000.0,187934570000.0,213849150000.0,190507240000.0,219696480000.0,146729350000.0,190831980000.0,128509840000.0,185147340000.0,208008250000.0,120550105000.0,170173330000.0,137748800000.0,222459940000.0
2044.0,139794320000.0,183968810000.0,211937170000.0,186166210000.0,218401650000.0,139924570000.0,186230230000.0,125085800000.0,180381300000.0,206994440000.0,113722400000.0,163385490000.0,131441210000.0,217723830000.0
2045.0,130306090000.0,180322070000.0,209019580000.0,184395040000.0,219267430000.0,134235740000.0,183175540000.0,118376350000.0,179104270000.0,206646130000.0,107844500000.0,157211330000.0,124070020000.0,212594250000.0
2046.0,128108490000.0,173404850000.0,208099200000.0,179685900000.0,214658810000.0,129658356000.0,179959610000.0,112576680000.0,176959720000.0,205933630000.0,104265350000.0,152657200000.0,118084220000.0,210467800000.0
2047.0,123248310000.0,166637940000.0,205629920000.0,176991980000.0,213372980000.0,126193750000.0,176853660000.0,107660796000.0,174221250000.0,203405430000.0,97891385000.0,147947000000.0,112534310000.0,207962300000.0
2048.0,117407465000.0,161850180000.0,203349160000.0,173378860000.0,210717600000.0,121738486000.0,174323860000.0,100805830000.0,173351940000.0,200178810000.0,93973070000.0,142445990000.0,109695290000.0,204419830000.0
2049.0,111981030000.0,156891530000.0,199844360000.0,168835420000.0,208793000000.0,117181920000.0,172392000000.0,96498246000.0,170309860000.0,200752320000.0,87848770000.0,137495070000.0,104299270000.0,201019900000.0
2050.0,107287710000.0,152552900000.0,192877610000.0,165816520000.0,204651790000.0,110785570000.0,169723050000.0,93049250000.0,166016780000.0,200215300000.0,83579036000.0,133399560000.0,99641065000.0,199475070000.0
2051.0,101688370000.0,146591150000.0,188730180000.0,162959500000.0,197530080000.0,105989370000.0,168810460000.0,89207644000.0,163838600000.0,196958630000.0,78353850000.0,128940030000.0,95260120000.0,195088170000.0
2052.0,99170165000.0,141919370000.0,186398150000.0,158881510000.0,195093610000.0,99779590000.0,165114100000.0,84241555000.0,159229400000.0,192073990000.0,73847300000.0,123565785000.0,91400270000.0,193898050000.0
2053.0,94074840000.0,137384034000.0,184151900000.0,156740300000.0,192841500000.0,96426970000.0,159424020000.0,79287470000.0,154348680000.0,190827430000.0,69962514000.0,119799210000.0,86597430000.0,189786200000.0
2054.0,89040520000.0,133170135000.0,182763490000.0,149546570000.0,190131570000.0,91652630000.0,156453550000.0,74241770000.0,152000640000.0,188125050000.0,67289440000.0,115190645000.0,81421260000.0,186154520000.0
2055.0,83692930000.0,128417720000.0,179354200000.0,144003600000.0,189222440000.0,88617615000.0,151934900000.0,70536180000.0,148190200000.0,183764660000.0,63271280000.0,111371120000.0,77940400000.0,182380530000.0
2056.0,78132150000.0,123480760000.0,176599860000.0,145146170000.0,186663420000.0,83240750000.0,149949860000.0,65030670000.0,146046300000.0,181118260000.0,60348334000.0,107420770000.0,74138436000.0,179217370000.0
2057.0,75247930000.0,119157520000.0,170198140000.0,138416670000.0,184711510000.0,80538530000.0,147658110000.0,61466657000.0,142781420000.0,179634010000.0,56149512000.0,105461400000.0,72003920000.0,173002150000.0
2058.0,70868320000.0,114163490000.0,160584860000.0,134157570000.0,182191980000.0,76865810000.0,146369580000.0,56087650000.0,139718510000.0,176371190000.0,52208630000.0,100826415000.0,67909145000.0,167536030000.0
2059.0,66963026000.0,109916070000.0,155898790000.0,132929340000.0,182139270000.0,72942930000.0,146032030000.0,52117310000.0,136440420000.0,171505900000.0,49964080000.0,99376546000.0,61435683000.0,162215070000.0
2060.0,62329938000.0,106036535000.0,152654740000.0,128999140000.0,180925400000.0,68423418000.0,142018150000.0,49481343000.0,131699170000.0,166942100000.0,47437620000.0,94794465000.0,57844600000.0,159301550000.0
2061.0,57509630000.0,101156070000.0,149613180000.0,124140710000.0,178093700000.0,62826560000.0,138807130000.0,45822132000.0,129388870000.0,163200580000.0,43961910000.0,91498830000.0,54979020000.0,155304970000.0
2062.0,54469067000.0,97619000000.0,147866650000.0,120975980000.0,173910210000.0,59328004000.0,136535360000.0,42288760000.0,128300380000.0,159237960000.0,41580564000.0,90068090000.0,52212380000.0,150227730000.0
2063.0,51510456000.0,92279180000.0,142842100000.0,118344080000.0,169931150000.0,56342905000.0,134031660000.0,39784698000.0,128628150000.0,155095140000.0,40507945000.0,88427410000.0,48534962000.0,149250570000.0
2064.0,48783286000.0,86913950000.0,139728540000.0,117571690000.0,169194680000.0,52181160000.0,132249395000.0,35526560000.0,125698515000.0,151905270000.0,38572454000.0,85653770000.0,46221190000.0,144949260000.0
2065.0,47035240000.0,83251680000.0,138339500000.0,114315570000.0,166980980000.0,48434080000.0,127355445000.0,33039026000.0,123905925000.0,149407680000.0,36632105000.0,82490390000.0,43564175000.0,141825250000.0
2066.0,45092364000.0,79779300000.0,134620270000.0,108712890000.0,164782130000.0,45511400000.0,125165710000.0,29537204000.0,120696150000.0,143995400000.0,35495993000.0,80284470000.0,41734545000.0,137207460000.0
2067.0,43613280000.0,76597740000.0,131226910000.0,106115960000.0,163275780000.0,43648920000.0,121681390000.0,26595779000.0,118390505000.0,141429600000.0,33354435000.0,78583380000.0,39257370000.0,133566620000.0
2068.0,41604240000.0,73384870000.0,124982430000.0,103953560000.0,160719260000.0,41084953000.0,117913700000.0,23676390000.0,116110680000.0,136527080000.0,30754056000.0,80028910000.0,37432680000.0,130576820000.0
2069.0,38466646000.0,70192850000.0,119201830000.0,101213045000.0,159638850000.0,38461755000.0,114191710000.0,21399456000.0,114551080000.0,134160220000.0,28798704000.0,76893680000.0,35304830000.0,125034530000.0
2070.0,36832940000.0,67247300000.0,113756240000.0,100478450000.0,156050490000.0,35785030000.0,110783726000.0,19167801000.0,111775950000.0,132693910000.0,26841848000.0,74064150000.0,33314980000.0,122564770000.0
2071.0,34725954000.0,64555745000.0,107872260000.0,97011760000.0,154416300000.0,32249063000.0,107475300000.0,16619263000.0,109629420000.0,129830980000.0,24747790000.0,72112870000.0,31917740000.0,117084600000.0
2072.0,32262203000.0,60812927000.0,105183560000.0,95436940000.0,153668390000.0,30544560000.0,103338254000.0,14547070000.0,105375510000.0,125324560000.0,23383347000.0,69068510000.0,29909850000.0,113793910000.0
2073.0,29735938000.0,57294590000.0,101693650000.0,90733404000.0,152116200000.0,28213383000.0,99665200000.0,13144781000.0,102394280000.0,122015470000.0,21466960000.0,66136750000.0,28724292000.0,111408760000.0
2074.0,27813796000.0,55009243000.0,98751906000.0,87949260000.0,150264270000.0,26298417000.0,95369765000.0,11204074000.0,98473750000.0,119414470000.0,19547118000.0,64104743000.0,27760587000.0,110294170000.0
2075.0,26239594000.0,51101530000.0,94375800000.0,85614720000.0,148687140000.0,24026860000.0,92076200000.0,10058491000.0,96402290000.0,116974530000.0,18204592000.0,61829280000.0,25923293000.0,107133846000.0
2076.0,23818267000.0,46964916000.0,91977330000.0,83020554000.0,144222180000.0,21746029000.0,88916260000.0,8876957000.0,94312290000.0,114095596000.0,16545847000.0,59556725000.0,23926983000.0,104056130000.0
2077.0,22381502000.0,44173290000.0,88621744000.0,80241370000.0,141018220000.0,19828996000.0,85247780000.0,7675827700.0,93026610000.0,111341986000.0,15000168000.0,57831223000.0,21392990000.0,99830560000.0
2078.0,21183875000.0,41584470000.0,84538300000.0,75796640000.0,138162320000.0,18039675000.0,81021895000.0,6905855000.0,90959660000.0,109634950000.0,13639876000.0,56520720000.0,20012261000.0,96570010000.0
2079.0,19363668000.0,37433602000.0,81868740000.0,74547610000.0,133991100000.0,16488350000.0,78657960000.0,5843625500.0,88372890000.0,104777875000.0,12598298000.0,55031554000.0,18139453000.0,93861120000.0
2080.0,17849537000.0,34735563000.0,78189940000.0,70423960000.0,130660480000.0,14577186000.0,75825420000.0,4966077400.0,86780920000.0,100044760000.0,11523625000.0,53626720000.0,16884392000.0,91474166000.0
2081.0,16477041000.0,31894733000.0,73608510000.0,68071113000.0,127544120000.0,13044855000.0,72852190000.0,4104042500.0,84488830000.0,95893670000.0,10591636000.0,52329607000.0,15332993000.0,87586420000.0
2082.0,15112592000.0,29147343000.0,70036275000.0,64726650000.0,125423670000.0,11737449000.0,69977326000.0,3400133600.0,81796280000.0,92358935000.0,9298629000.0,52876890000.0,14596516000.0,85403270000.0
2083.0,14006186000.0,26599719000.0,66274935000.0,61568770000.0,124387900000.0,10514426000.0,66100270000.0,2844875800.0,78422900000.0,88888770000.0,8150506500.0,50817560000.0,13501975000.0,82609410000.0
2084.0,12748665000.0,25308470000.0,62689948000.0,57628545000.0,121602154000.0,9151270000.0,63682154000.0,2373348900.0,76234465000.0,84340130000.0,7284093400.0,50174657000.0,12447721000.0,79737050000.0
2085.0,11969449000.0,23659788000.0,59346522000.0,53571166000.0,119541140000.0,7887703600.0,62006820000.0,1927044000.0,73968304000.0,79215034000.0,6204526600.0,49257222000.0,11257851000.0,76052380000.0
2086.0,10815379000.0,21671434000.0,56212190000.0,51539616000.0,118233235000.0,7161234000.0,59147395000.0,1482775800.0,70926670000.0,75419530000.0,5436843000.0,47714484000.0,10128102000.0,72443430000.0
2087.0,9852186000.0,20087282000.0,54530790000.0,49188830000.0,116652860000.0,6555083000.0,57575993000.0,1068668600.0,69433680000.0,70705920000.0,4677675500.0,46115455000.0,9308426000.0,69465280000.0
2088.0,9074176000.0,17988532000.0,52062745000.0,45744808000.0,114631246000.0,5969604600.0,54944460000.0,741658200.0,67224334000.0,67679535000.0,3960079400.0,44147917000.0,8732481000.0,66076475000.0
2089.0,8462846000.0,16528838000.0,48815430000.0,44882450000.0,113122910000.0,5042055700.0,51111862000.0,467685280.0,64383594000.0,64796540000.0,3473346000.0,41332842000.0,8056742000.0,64025936000.0
2090.0,7532520000.0,14901479000.0,46502980000.0,42782474000.0,110025670000.0,4452114400.0,49373417000.0,276140000.0,62858244000.0,61729480000.0,2957132000.0,39398466000.0,7607492600.0,61339160000.0
2091.0,6509118000.0,13450085000.0,44500030000.0,40382444000.0,106333060000.0,3895112000.0,47093500000.0,140936030.0,60707525000.0,57865966000.0,2435008800.0,37876294000.0,6953313000.0,58035905000.0
2092.0,6109211600.0,11930756000.0,42295140000.0,38050144000.0,103820450000.0,3268236500.0,45451706000.0,77081650.0,57857780000.0,54445240000.0,1994949400.0,36697424000.0,6606667000.0,55808856000.0
2093.0,5445214000.0,10515486000.0,39957852000.0,35746720000.0,102446390000.0,2823102700.0,42546130000.0,39999812.0,54616040000.0,51936596000.0,1602640000.0,35455940000.0,6021709000.0,52474237000.0
2094.0,4986637300.0,9445802000.0,36813345000.0,33501696000.0,99247510000.0,2407550700.0,40601985000.0,25101212.0,51807334000.0,48390402000.0,1248973200.0,34457300000.0,5432175600.0,49747276000.0
2095.0,4653361700.0,8382070000.0,34051006000.0,31237575000.0,98449450000.0,1973475700.0,39146467000.0,19578672.0,49467950000.0,45697870000.0,974695400.0,33240660000.0,4865302500.0,47555404000.0
2096.0,4257583600.0,6954211000.0,31669869000.0,29173518000.0,97367660000.0,1621766000.0,37676245000.0,18571510.0,47683430000.0,42262040000.0,722087040.0,33589156000.0,4327888400.0,44604720000.0
2097.0,3806821600.0,6010425300.0,30011433000.0,27305400000.0,97256840000.0,1432057600.0,35537650000.0,18434396.0,45900325000.0,39364047000.0,574485000.0,31992893000.0,3766935600.0,42589917000.0
2098.0,3293323300.0,5372434000.0,27420273000.0,25363925000.0,96512210000.0,1228366300.0,33775045000.0,18329414.0,43998593000.0,37407662000.0,475793100.0,30479784000.0,3211633700.0,40160890000.0
2099.0,3014267400.0,4624758300.0,25916789000.0,23763147000.0,95101910000.0,1090692600.0,31807005000.0,17686540.0,41859203000.0,35522460000.0,381608500.0,29934297000.0,2847419600.0,37157126000.0
2100.0,2608861200.0,3888674000.0,23832687000.0,22006073000.0,93697884000.0,946388740.0,29681672000.0,17470584.0,39400358000.0,32594784000.0,312508480.0,28786040000.0,2518103800.0,34522680000.0
