time,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5,IPSL-CM6A-LR
2000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0
2001.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0
2002.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0
2003.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0
2004.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0
2005.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0
2006.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0
2007.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0
2008.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0
2009.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0
2010.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0
2011.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0
2012.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0
2013.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0
2014.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0
2015.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0
2016.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0
2017.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0
2018.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0
2019.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0
2020.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0
2021.0,250277120000.0,258284720000.0,254032380000.0,252930380000.0,257715140000.0
2022.0,247195060000.0,257667220000.0,253951850000.0,249131500000.0,258596800000.0
2023.0,243880950000.0,255969280000.0,252356070000.0,241800350000.0,255801130000.0
2024.0,235976080000.0,248365660000.0,247459040000.0,236416600000.0,254290500000.0
2025.0,232141230000.0,243879560000.0,245255370000.0,232550070000.0,250795030000.0
2026.0,226648640000.0,236290590000.0,244149750000.0,229698700000.0,249247710000.0
2027.0,221531720000.0,230072470000.0,243864830000.0,226715100000.0,243772980000.0
2028.0,210322800000.0,227670980000.0,237036470000.0,217764200000.0,238203040000.0
2029.0,203144610000.0,225150340000.0,235770090000.0,211515560000.0,234342000000.0
2030.0,196596500000.0,218398400000.0,237651870000.0,205499320000.0,232143160000.0
2031.0,192211910000.0,216065460000.0,232376980000.0,196015440000.0,229406130000.0
2032.0,185828720000.0,211770700000.0,232590720000.0,191355490000.0,223247290000.0
2033.0,179765720000.0,207356400000.0,229510280000.0,189180850000.0,221459430000.0
2034.0,176402960000.0,202456900000.0,225519700000.0,186237500000.0,220871600000.0
2035.0,171570610000.0,196218860000.0,223481410000.0,181459650000.0,215941790000.0
2036.0,164660460000.0,193964820000.0,223050300000.0,175998140000.0,214815330000.0
2037.0,160737950000.0,193983450000.0,220945020000.0,171573500000.0,212618580000.0
2038.0,155350730000.0,187641890000.0,217457100000.0,165197150000.0,211494700000.0
2039.0,148244860000.0,185333650000.0,214102600000.0,161017680000.0,205638190000.0
2040.0,144837790000.0,182339630000.0,211217150000.0,158718250000.0,199944550000.0
2041.0,136485090000.0,178460500000.0,208857810000.0,154226410000.0,196478620000.0
2042.0,132087185000.0,176171930000.0,205465680000.0,149675470000.0,193516190000.0
2043.0,126081650000.0,170045820000.0,205589090000.0,147170410000.0,189891400000.0
2044.0,121336460000.0,166512280000.0,200874640000.0,144363550000.0,186249720000.0
2045.0,117471494000.0,161121620000.0,198757140000.0,140087530000.0,182614690000.0
2046.0,113971880000.0,155981740000.0,194786480000.0,135151080000.0,175745930000.0
2047.0,109656930000.0,150359300000.0,195100360000.0,130319680000.0,173180080000.0
2048.0,105599900000.0,146951590000.0,190203310000.0,126292705000.0,168236370000.0
2049.0,97549180000.0,145428640000.0,189538500000.0,119673030000.0,167637070000.0
2050.0,91409875000.0,141418770000.0,188714300000.0,115294290000.0,165948800000.0
2051.0,87229850000.0,137653160000.0,187481590000.0,111081880000.0,156382180000.0
2052.0,81148355000.0,132369555000.0,185875450000.0,106994580000.0,151896200000.0
2053.0,77543680000.0,129712300000.0,180575520000.0,104049740000.0,147353470000.0
