time,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5,IPSL-CM6A-LR
2054.0,72417620000.0,125467180000.0,179170750000.0,101139200000.0,144737350000.0
2055.0,68044520000.0,122162820000.0,172207850000.0,96642245000.0,139596860000.0
2056.0,64765186000.0,119349650000.0,174262850000.0,91921110000.0,134421670000.0
2057.0,61404250000.0,116289700000.0,169050910000.0,88867420000.0,130598180000.0
2058.0,57096380000.0,112682795000.0,165453330000.0,83510550000.0,127315680000.0
2059.0,53169144000.0,110101770000.0,165071770000.0,78570810000.0,125350020000.0
2060.0,49639264000.0,107777290000.0,163885400000.0,74672270000.0,121703300000.0
2061.0,45865062000.0,104659250000.0,161945860000.0,71919320000.0,119348986000.0
2062.0,43241590000.0,102836230000.0,163603300000.0,68425370000.0,114142580000.0
2063.0,40441524000.0,98783535000.0,159741080000.0,64490670000.0,111815640000.0
2064.0,37339595000.0,97957820000.0,156180120000.0,62500356000.0,108692455000.0
2065.0,35183395000.0,97239170000.0,154746540000.0,58551095000.0,107289166000.0
2066.0,32129628000.0,94553650000.0,150993520000.0,56321830000.0,104720500000.0
2067.0,29937723000.0,91003930000.0,149185740000.0,51838595000.0,100621990000.0
2068.0,27521792000.0,88377240000.0,147297440000.0,48567730000.0,97913390000.0
2069.0,25115000000.0,89976850000.0,144396500000.0,46528780000.0,94693780000.0
2070.0,22808860000.0,87912096000.0,142044450000.0,44345807000.0,90770790000.0
2071.0,20682017000.0,87026450000.0,137859730000.0,41731270000.0,87340880000.0
2072.0,18907787000.0,83473334000.0,136839150000.0,39207860000.0,83973240000.0
2073.0,17460804000.0,81017725000.0,130754126000.0,36363680000.0,82352060000.0
2074.0,16219151000.0,79872660000.0,128652440000.0,34268350000.0,79640350000.0
2075.0,15103673000.0,78868050000.0,125642430000.0,33057909000.0,77348790000.0
2076.0,13753916000.0,78030370000.0,122243280000.0,31218856000.0,76200436000.0
2077.0,12080960000.0,76609800000.0,118124070000.0,28653700000.0,75186850000.0
2078.0,11078533000.0,75687470000.0,116556700000.0,26609410000.0,73422160000.0
2079.0,10292571000.0,74830740000.0,113872310000.0,25530372000.0,70991870000.0
2080.0,9085467000.0,73058890000.0,110389350000.0,24856200000.0,68559680000.0
2081.0,7984486000.0,71941180000.0,106671740000.0,23438705000.0,66486450000.0
2082.0,7122258400.0,70785610000.0,106149280000.0,22759741000.0,64134173000.0
2083.0,6470157300.0,69888200000.0,103748510000.0,21542912000.0,62173004000.0
2084.0,5699644400.0,70374350000.0,101761780000.0,20382240000.0,60440350000.0
2085.0,4929598500.0,70730740000.0,99690545000.0,18689729000.0,60035903000.0
2086.0,4429476400.0,70625210000.0,97498400000.0,17859707000.0,59297300000.0
2087.0,3814094600.0,69954440000.0,95339770000.0,16591845000.0,57444274000.0
2088.0,3320602600.0,69890100000.0,93987680000.0,15397476000.0,55821935000.0
2089.0,2958783500.0,68731940000.0,90763700000.0,14266338000.0,54442170000.0
2090.0,2579795700.0,67869848000.0,89859020000.0,13336068000.0,52753250000.0
2091.0,2298849300.0,66457043000.0,87807190000.0,12501411000.0,49704452000.0
2092.0,2036496500.0,66312462000.0,85653640000.0,11766966000.0,48587747000.0
2093.0,1835857200.0,65194430000.0,84326670000.0,11059813000.0,46562460000.0
2094.0,1590256100.0,65042567000.0,82575810000.0,10224120000.0,44588050000.0
2095.0,1365041200.0,64348738000.0,80452060000.0,9384545000.0,43946920000.0
2096.0,1160563000.0,64254090000.0,78720930000.0,8696752000.0,43073980000.0
2097.0,936379200.0,63302263000.0,77074410000.0,8305388000.0,41256653000.0
2098.0,791451800.0,62685070000.0,75504160000.0,7572916000.0,40427970000.0
2099.0,671919600.0,62215690000.0,74296370000.0,7141231000.0,39129047000.0
2100.0,549924600.0,60868415000.0,73022350000.0,6812248600.0,38142030000.0
