time,MRI-ESM2-0,CAMS-CSM1-0,GFDL-ESM4,EC-EARTH3-VEG
2070.0,1746105700.0,1083610000.0,1704646800.0,1482276000.0
2071.0,1729029100.0,1042765500.0,1716838900.0,1427030700.0
2072.0,1852138800.0,1027003200.0,1565113700.0,1389785500.0
2073.0,1670140700.0,1026066400.0,1603814000.0,1377161000.0
2074.0,2102393000.0,997315000.0,1521023000.0,1339158100.0
2075.0,1713715100.0,974627650.0,1702632700.0,1316402300.0
2076.0,1788362000.0,948848600.0,1851605200.0,1281506300.0
2077.0,1659328500.0,1163607200.0,1591118200.0,1521779500.0
2078.0,1608520100.0,1089686500.0,1604992600.0,1255706000.0
2079.0,2325237500.0,996131900.0,1562881700.0,1235963100.0
2080.0,1838325500.0,919767740.0,1516064100.0,1389876000.0
2081.0,2087895200.0,1074780700.0,2121379100.0,1333986600.0
2082.0,1705006700.0,960425200.0,1603853600.0,1184320800.0
2083.0,1853504500.0,1089941100.0,1665797600.0,1140076300.0
2084.0,1623850000.0,879796400.0,1480622000.0,1110939600.0
2085.0,2390366500.0,845466700.0,1667873400.0,1096214400.0
2086.0,1840461600.0,926581500.0,1684339300.0,1076421500.0
2087.0,1736859500.0,870052700.0,1585094900.0,1039749100.0
2088.0,2656824800.0,795481540.0,1718708400.0,1010211800.0
2089.0,2186913500.0,769738900.0,1456725500.0,1152569500.0
2090.0,1751346800.0,984604500.0,1743168900.0,1087742300.0
2091.0,2493087000.0,743121900.0,1578873900.0,991106560.0
2092.0,2158337000.0,1313659300.0,1422010600.0,957170200.0
2093.0,2421957600.0,1066767040.0,2080557800.0,927581600.0
2094.0,2032090100.0,905950700.0,1556064500.0,894349600.0
2095.0,1952515800.0,764148800.0,1659746300.0,869716500.0
2096.0,1792508900.0,716967900.0,1384440600.0,843876350.0
2097.0,1838513400.0,700395140.0,1357579600.0,831043200.0
2098.0,1716587100.0,1023140100.0,1471334700.0,810365250.0
2099.0,2576719400.0,978351000.0,1396004600.0,1083406000.0
2100.0,2211996700.0,863721660.0,1319284700.0,833095700.0
