time,MRI-ESM2-0,INM-CM5-0,INM-CM4-8,MPI-ESM1-2-HR,EC-EARTH3,CAMS-CSM1-0,CESM2-WACCM,GFDL-ESM4,CMCC-CM2-SR5,NORESM2-MM,EC-EARTH3-VEG,BCC-CSM2-MR,FGOALS-F3-L,CESM2
2023.0,2890300200.0,2895095600.0,2990865400.0,2891461400.0,2891325200.0,2895150000.0,2904390000.0,2877729500.0,3159476700.0,2899991300.0,2872533500.0,2904697300.0,2890377700.0,2954179600.0
2024.0,2872835800.0,2880282400.0,2896607700.0,2872102100.0,2871691500.0,3036227300.0,2951837700.0,2854606600.0,3184124700.0,2881686800.0,2966222600.0,2922001200.0,2883121700.0,2892513000.0
2025.0,2852426200.0,2853369000.0,2933248800.0,2859246600.0,2850636000.0,2868865800.0,2876380400.0,2836156200.0,3077126400.0,2862180600.0,2900357000.0,2867802000.0,2883825200.0,2896343800.0
2026.0,2831846400.0,2847381500.0,2880562000.0,2952787200.0,2831898600.0,2835854800.0,2847782700.0,2813680600.0,2976776700.0,3058091300.0,2994090500.0,2854992600.0,3072581600.0,2989066200.0
2027.0,2799952100.0,2827321000.0,2834713300.0,2947326000.0,2803384600.0,2812503600.0,2823309800.0,2781442300.0,2945652700.0,2879778000.0,2830377700.0,2830141000.0,2908440800.0,2920605200.0
2028.0,2801338000.0,2798977500.0,2948967700.0,2863454200.0,2764973600.0,2781946600.0,2807783000.0,2758658000.0,2954380000.0,2990299600.0,3646552000.0,2800167000.0,2968665600.0,2846884400.0
2029.0,2761184800.0,2774946600.0,2805538000.0,2826135800.0,2782923500.0,2801958700.0,2790134500.0,2737692000.0,2884652500.0,2933593300.0,2987467500.0,2760614100.0,2861833000.0,2831930000.0
2030.0,2732693500.0,2783448300.0,2940526000.0,2802890800.0,2729586000.0,2743412700.0,2759844600.0,2715736000.0,2953774600.0,2861702000.0,2875189200.0,2740779800.0,2880546300.0,2804671200.0
2031.0,2770815200.0,2751911400.0,2820253000.0,2768428000.0,2682525400.0,2762802700.0,2748991700.0,2695302000.0,3006847000.0,2819582000.0,2812379100.0,2692078600.0,2844024000.0,2774272300.0
2032.0,2725356000.0,2719356700.0,2755335700.0,2755098600.0,2697533700.0,2696076300.0,2837492700.0,2655095300.0,3075530500.0,2888769000.0,2770794000.0,2647305700.0,2798752500.0,2751235300.0
2033.0,2688806400.0,2672541400.0,2774664700.0,3026200800.0,2633197600.0,2713490200.0,2727215000.0,2626640000.0,2935309600.0,2822996700.0,2714752300.0,2658742800.0,2821402000.0,2732033300.0
2034.0,2662822700.0,2637596000.0,2771064600.0,2829008000.0,2597284900.0,2654958000.0,2756807000.0,2592445700.0,2842968600.0,2754190000.0,3036305000.0,2606704400.0,2916826000.0,2891817200.0
2035.0,2639556600.0,2593447000.0,2704259000.0,2762924300.0,2567157800.0,2966435300.0,2806934800.0,2580440300.0,2824227000.0,2718027300.0,2686014700.0,2599237600.0,2924679700.0,2821257200.0
2036.0,2696466400.0,2552313300.0,2687735300.0,2701559800.0,2532907000.0,2614709800.0,2675037400.0,2529443300.0,2967927800.0,2702942200.0,2658609400.0,2536792600.0,2790831400.0,2738675500.0
2037.0,2628097800.0,2500345000.0,2666333200.0,2665406000.0,2507207200.0,2558512400.0,2841438700.0,2515497000.0,2778718500.0,2659398700.0,2632081000.0,2499427800.0,2984737000.0,2725865700.0
2038.0,2689688600.0,2448734000.0,2742610200.0,2630209500.0,2457581000.0,2573451300.0,2622479400.0,2450720800.0,2743855000.0,2629809400.0,2637184800.0,2445013500.0,2738862000.0,2683821300.0
2039.0,2528323800.0,2432149200.0,2653332500.0,2770764800.0,2458812000.0,2521842000.0,2580365300.0,2392155600.0,2747471000.0,2616257800.0,2584781600.0,2384923600.0,2735844400.0,2655806700.0
2040.0,2492715800.0,2375953400.0,2590865000.0,2756766200.0,2381437200.0,2516724700.0,2577389000.0,2349284000.0,2700573700.0,2649070600.0,2550404400.0,2341518800.0,2719842000.0,2612656400.0
2041.0,2447134200.0,2317401300.0,2569232600.0,2903320000.0,2409400300.0,2477626000.0,2522747600.0,2293497600.0,2713497000.0,2586213000.0,2522731000.0,2288105700.0,2880772900.0,2904644600.0
2042.0,2402257700.0,2282046500.0,2576661000.0,2679814700.0,2296279800.0,2512157700.0,2513868800.0,2265773600.0,2667713500.0,2532557800.0,2512635100.0,2248668700.0,2692508700.0,2629462500.0
2043.0,2351285800.0,2235924700.0,2551843600.0,2774709200.0,2223249400.0,2455065000.0,2619510500.0,2200556800.0,2637385200.0,2463448800.0,2498324700.0,2222618600.0,2634447400.0,2654549200.0
2044.0,2359550500.0,2183200500.0,2501747200.0,2606078500.0,2174812000.0,2408383500.0,2437486800.0,2152644000.0,2591469800.0,2422451000.0,2420640500.0,2178031000.0,2596223500.0,2552772400.0
2045.0,2297106400.0,2129774200.0,2468676900.0,2577347800.0,2074478700.0,2360312800.0,2369458700.0,2119030800.0,2568577800.0,2450695400.0,2358658800.0,2116779500.0,2567599000.0,2503395800.0
2046.0,2273609700.0,2085163000.0,2434387500.0,2559260700.0,2011607900.0,2343726300.0,2355497200.0,2075169500.0,2529867000.0,2365443800.0,2367511300.0,2049675800.0,2518050600.0,2475142400.0
2047.0,2233027000.0,2033459600.0,2404988400.0,2505828000.0,1969895700.0,2275980300.0,2278270000.0,2068034300.0,2495996200.0,2284880000.0,2297186800.0,2025541600.0,2486586600.0,2431052000.0
2048.0,2216600800.0,2209503500.0,2377135900.0,2494814700.0,1895118700.0,2228939000.0,2269024300.0,1988748200.0,2472009500.0,2243900200.0,2281729800.0,1990576600.0,2432849700.0,2392152000.0
2049.0,2190694100.0,1997591700.0,2389095000.0,2452813000.0,1855101600.0,2236528000.0,2206493400.0,1931201000.0,2411017500.0,2205046000.0,2222255000.0,2002484100.0,2395618000.0,2413915000.0
2050.0,2229086000.0,1938337900.0,2315719000.0,2451478000.0,1797105300.0,2176704300.0,2158591700.0,1896724700.0,2353416200.0,2160361200.0,2192478500.0,1871214700.0,2342822100.0,2420534000.0
2051.0,2235946200.0,1902432500.0,2266764800.0,2550483500.0,1712897400.0,2118301400.0,2123763000.0,1914855300.0,2297349400.0,2099464000.0,2136433000.0,1817511300.0,2313936000.0,2322024700.0
2052.0,2124662500.0,1897935400.0,2191998500.0,2463289300.0,1661433300.0,2124721500.0,2065915400.0,1847818100.0,2272264400.0,2039549700.0,2088766800.0,1749311400.0,2271501000.0,2283808800.0
2053.0,2062456200.0,1838536600.0,2124997400.0,2522637600.0,1585422500.0,2079288300.0,1991550600.0,1793452500.0,2218846700.0,1987942000.0,2032674600.0,1688876700.0,2274141000.0,2244229000.0
2054.0,2029990800.0,1782814500.0,2090933000.0,2375113000.0,1539047300.0,2157911600.0,1927212800.0,1763835900.0,2150962200.0,1955218700.0,1964389000.0,1631632000.0,2205902600.0,2542879700.0
2055.0,1976920200.0,1753655600.0,2056743300.0,2345637000.0,1472791600.0,1989094900.0,1890074800.0,1745973900.0,2084228000.0,1892364800.0,1917544000.0,1555688800.0,2193135000.0,2250884400.0
2056.0,1983246200.0,1993896300.0,2019469300.0,2283017700.0,1428749300.0,1952292400.0,1839669800.0,1687349400.0,1976558000.0,1803801200.0,1887372500.0,1661241000.0,2173602000.0,2217848800.0
2057.0,1909620400.0,1886115500.0,1983280900.0,2270024000.0,1383567500.0,2032749000.0,1802756700.0,1717430900.0,1912808700.0,1711372400.0,1810833800.0,1535358300.0,2127771900.0,2152159700.0
2058.0,1866716500.0,1675477900.0,1955889400.0,2277272300.0,1332590700.0,1919367600.0,1759661800.0,1721631600.0,1871363300.0,1691299600.0,1738111400.0,1461137300.0,2152380700.0,2198897700.0
2059.0,1847135900.0,1638674600.0,1914591900.0,2209537300.0,1282660200.0,1877118100.0,1700156400.0,1620453200.0,1773286700.0,1622843800.0,1694043000.0,1410520300.0,2075540700.0,2155193000.0
2060.0,1798332300.0,1603964300.0,1875001300.0,2180191500.0,1235859500.0,1887319900.0,1650025300.0,1566635600.0,1695210500.0,1596777500.0,1714314600.0,1368488300.0,2041447800.0,2308141000.0
2061.0,1768961700.0,1581645600.0,1889002000.0,2152299800.0,1204798300.0,1783673900.0,1593606900.0,1516695200.0,1625789800.0,1583540200.0,1605713000.0,1322174200.0,2017333000.0,2079757700.0
2062.0,1712963700.0,1549002600.0,1815394700.0,2118311300.0,1175868400.0,1739836800.0,1533577900.0,1473318400.0,1572027800.0,1507614500.0,1752777200.0,1287611600.0,2029248400.0,2030275000.0
2063.0,1718934000.0,1514291000.0,1783225600.0,2079346200.0,1131575400.0,1716234200.0,1498911500.0,1431131100.0,1503377700.0,1462111200.0,1671579800.0,1248031500.0,1949875100.0,1981051400.0
2064.0,1722875300.0,1482689700.0,1735661600.0,2052578600.0,1146115300.0,1674472300.0,1475466000.0,1446227800.0,1432164200.0,1404107900.0,1533213000.0,1237923600.0,2020241000.0,1940070400.0
2065.0,1668370300.0,1503937500.0,1702022900.0,2011765900.0,1162638600.0,1633980800.0,1431921700.0,1372196700.0,1367163900.0,1367397000.0,1451969500.0,1201136800.0,2061081000.0,1932131000.0
2066.0,1600377200.0,1440000000.0,1667465200.0,1983545300.0,1098939300.0,1599979300.0,1378939400.0,1342708500.0,1310701400.0,1306867200.0,1394371200.0,1167642400.0,1889870000.0,1939342700.0
2067.0,1565489900.0,1390887700.0,1625297000.0,1945530600.0,1018860540.0,1560578200.0,1350142500.0,1294010600.0,1256229800.0,1293352600.0,1351391400.0,1122285400.0,1896089200.0,1848305200.0
2068.0,1520809200.0,1385468300.0,1571472300.0,1897171800.0,979385600.0,1504160500.0,1342999200.0,1272187600.0,1189829400.0,1259898500.0,1334722200.0,1083249200.0,1825277300.0,1790149100.0
2069.0,1579953300.0,1349154400.0,1558461400.0,1862883800.0,944582900.0,1453819300.0,1281771300.0,1245684900.0,1130521500.0,1224295600.0,1285865100.0,1050125200.0,1798574100.0,1743874300.0
2070.0,1464162800.0,1296397300.0,1514036200.0,1823980900.0,904054100.0,1494654600.0,1236637200.0,1223651200.0,1076920800.0,1191136500.0,1244230700.0,1010062100.0,1762654100.0,1965320100.0
2071.0,1434689000.0,1275061000.0,1540163600.0,1770373000.0,886200600.0,1404327000.0,1217194400.0,1193553700.0,1034743600.0,1179387500.0,1199128300.0,987039100.0,1718313300.0,1801738500.0
2072.0,1393371600.0,1304772400.0,1606496100.0,1737820000.0,860692700.0,1462546200.0,1175449100.0,1168215700.0,990163800.0,1138740700.0,1144256300.0,958623300.0,1679589500.0,1738704000.0
2073.0,1401289200.0,1231186000.0,1467322400.0,1699342000.0,844354700.0,1356094700.0,1137350000.0,1150351000.0,932908300.0,1107090000.0,1133887900.0,939336000.0,1636458100.0,1662966400.0
2074.0,1345565400.0,1200068900.0,1455111400.0,1676516900.0,803780200.0,1308370400.0,1095354200.0,1122636400.0,900590000.0,1066489200.0,1082840000.0,913383600.0,1602025600.0,1642828500.0
2075.0,1537026400.0,1164236200.0,1465731800.0,1631871400.0,777288200.0,1290037200.0,1140667100.0,1095618400.0,853266050.0,1041608640.0,1036393800.0,884179200.0,1556649600.0,1613449100.0
2076.0,1310470900.0,1134657500.0,1603884800.0,1579848400.0,757582300.0,1259055700.0,1070361000.0,1064195650.0,812116100.0,1021641860.0,1010217000.0,844223200.0,1522217900.0,1597738900.0
2077.0,1277674200.0,1115106400.0,1404513200.0,1548622800.0,734236400.0,1230524300.0,1536538600.0,1043872260.0,776602000.0,1001389200.0,988442800.0,827165900.0,1485960400.0,1567749800.0
2078.0,1253586400.0,1090411400.0,1351209000.0,1478686100.0,710336400.0,1323210000.0,1351494500.0,1059829000.0,747286100.0,978788160.0,951164000.0,806547460.0,1567641100.0,1529265400.0
2079.0,1218724200.0,1061322800.0,1322160600.0,1435418400.0,690546940.0,1456471900.0,1125481100.0,1017667140.0,721641800.0,952826300.0,924761860.0,777411600.0,1440056800.0,1491450900.0
2080.0,1363094900.0,1038982200.0,1304271900.0,1409487700.0,664527550.0,1214524500.0,991042240.0,983961100.0,677142600.0,928892200.0,892969860.0,775127600.0,1411696000.0,1478312200.0
2081.0,1189470700.0,1008935600.0,1279099400.0,1374269800.0,640177600.0,1143398700.0,1069195800.0,967761540.0,644489300.0,904615500.0,849121800.0,752267000.0,1390204300.0,1494230100.0
2082.0,1149938400.0,978976260.0,1339282700.0,1329759000.0,606201100.0,1117557900.0,996052160.0,945368800.0,624247360.0,881763840.0,814532350.0,732062140.0,1346985900.0,1540383100.0
2083.0,1148401400.0,973375800.0,1234163700.0,1300085500.0,581925060.0,1081646000.0,1040630400.0,942503700.0,596872060.0,1433253100.0,784386500.0,702582200.0,1309657200.0,1508109800.0
2084.0,1117630600.0,1029102460.0,1247509400.0,1273094500.0,568650800.0,1058011400.0,953356100.0,915761540.0,572686400.0,950563260.0,759281860.0,688861400.0,1276730000.0,1429885400.0
2085.0,1102768900.0,932472260.0,1177989800.0,1235960200.0,558493060.0,1031940540.0,1435584900.0,885206660.0,550211460.0,868449860.0,722385800.0,665168960.0,1257787900.0,1425154400.0
2086.0,1135858300.0,916803100.0,1163770400.0,1204773800.0,537311300.0,1093099500.0,1382517400.0,854780860.0,526711600.0,1230296700.0,693853440.0,641981700.0,1222009200.0,1419697300.0
2087.0,1068440300.0,896478460.0,1158770200.0,1193853400.0,518103460.0,992563460.0,932334300.0,833875840.0,504213570.0,827162560.0,657346200.0,631026100.0,1199990800.0,1390611000.0
2088.0,1162034200.0,874331200.0,1127499600.0,1148588700.0,516869100.0,1204789900.0,911277630.0,805194940.0,483522050.0,1241982100.0,629051900.0,633915200.0,1448403100.0,1378499600.0
2089.0,1108810500.0,865639200.0,1097447300.0,1097131400.0,491587360.0,979432400.0,931885200.0,789736500.0,461924600.0,806780300.0,608225860.0,591719000.0,1198614800.0,1354555600.0
2090.0,1287528800.0,840893440.0,1093123100.0,1067019500.0,468610880.0,1014015940.0,865259260.0,769612000.0,440476540.0,764814850.0,584798700.0,584453100.0,1146730900.0,1330694900.0
2091.0,1061970940.0,823856400.0,1070410050.0,1035697400.0,449407260.0,946089540.0,852086800.0,752696450.0,418234140.0,761931460.0,563789250.0,588321400.0,1163912800.0,1290008300.0
2092.0,1041246200.0,807424900.0,1049882100.0,998719500.0,428822500.0,1034783900.0,826401400.0,761611100.0,396722940.0,742085950.0,550627460.0,553648000.0,1110202400.0,1356745200.0
2093.0,992344640.0,778965900.0,1042091260.0,974219000.0,406785950.0,924262800.0,810043460.0,716651600.0,377841000.0,725699260.0,534596960.0,539047360.0,1087624400.0,1315697800.0
2094.0,1109551100.0,761620160.0,1011417340.0,944617340.0,388167260.0,904985600.0,797102000.0,692135940.0,360431170.0,990265500.0,525468320.0,524720130.0,1050723300.0,1239129000.0
2095.0,1033220900.0,803904100.0,996237400.0,911141700.0,370842500.0,878260600.0,769309700.0,672361700.0,339445060.0,696455400.0,508870080.0,513640320.0,1024375600.0,2373564200.0
2096.0,945432770.0,962455700.0,968743900.0,896989200.0,350765730.0,856895500.0,749386940.0,658489800.0,323080700.0,740102660.0,497253020.0,501816960.0,1005487100.0,1488454800.0
2097.0,917919400.0,720294340.0,950411970.0,911931200.0,338560860.0,828886000.0,726876500.0,643385000.0,307045820.0,675731600.0,477625630.0,491747070.0,1049728000.0,1389916300.0
2098.0,943637200.0,696629570.0,943135100.0,851578430.0,321431580.0,946337500.0,1316561400.0,659036800.0,287974620.0,671369860.0,451198720.0,476932580.0,966560260.0,1264378000.0
2099.0,898679550.0,680432960.0,914704200.0,822094660.0,303175550.0,943618800.0,707501000.0,900128830.0,268306200.0,648484500.0,427062980.0,459841200.0,939211650.0,1213081200.0
2100.0,906679100.0,663868600.0,891216300.0,791847100.0,292033280.0,792040960.0,685781570.0,617655360.0,252312500.0,629795840.0,404857730.0,449226800.0,1002990200.0,1236976100.0
