time,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0,CANESM5
2070.0,771505300.0,1416004400.0,1331067800.0,512763000.0
2071.0,741361100.0,1164373000.0,1258388600.0,487906240.0
2072.0,710845500.0,1170366200.0,1143802600.0,465419940.0
2073.0,693954940.0,1129649500.0,1104369000.0,444874560.0
2074.0,659309100.0,1120186500.0,1094326400.0,428370020.0
2075.0,635986800.0,1201694800.0,1120670700.0,412584300.0
2076.0,620500350.0,1085084900.0,1082120200.0,393162880.0
2077.0,605150460.0,1131602700.0,1049541000.0,367263330.0
2078.0,582320000.0,1045941100.0,1066425340.0,351052960.0
2079.0,563127100.0,1014969700.0,1029048200.0,336610080.0
2080.0,534021920.0,985431100.0,1001116100.0,330854460.0
2081.0,514513400.0,1036428540.0,1005680400.0,312619970.0
2082.0,498777250.0,957591400.0,988932200.0,304155260.0
2083.0,482515400.0,1697254900.0,974529400.0,288276100.0
2084.0,468294940.0,1542757600.0,1386305800.0,268408020.0
2085.0,483193600.0,1468485900.0,1436090600.0,250699730.0
2086.0,464157250.0,1215331300.0,1317387400.0,239529950.0
2087.0,436044450.0,1081199900.0,1149108700.0,226785120.0
2088.0,425490200.0,1214166800.0,1343517800.0,214765470.0
2089.0,413409280.0,1029830200.0,1059573400.0,196654100.0
2090.0,395465380.0,969227600.0,1141883300.0,183754270.0
2091.0,372025400.0,1518592800.0,1031906200.0,175877840.0
2092.0,360579300.0,1994384100.0,1139529500.0,163496780.0
2093.0,343263800.0,1424926500.0,978593200.0,154324450.0
2094.0,328813100.0,1213318700.0,1230581400.0,145175600.0
2095.0,324411140.0,1063310900.0,1024445630.0,133757970.0
2096.0,309861020.0,950022400.0,1233848700.0,123211180.0
2097.0,295201540.0,1823857900.0,1050646000.0,116913220.0
2098.0,284795100.0,1027392600.0,983784800.0,107857290.0
2099.0,275722660.0,1165999000.0,1089041300.0,102483130.0
2100.0,265304060.0,1342749800.0,891735100.0,97048800.0
