time,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5,IPSL-CM6A-LR
2000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0
2001.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0
2002.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0
2003.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0
2004.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0
2005.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0
2006.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0
2007.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0
2008.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0
2009.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0
2010.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0
2011.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0
2012.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0
2013.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0
2014.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0
2015.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0
2016.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0
2017.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0
2018.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0
2019.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0
2020.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0
2021.0,259491820000.0,268247520000.0,263638040000.0,262362610000.0,267616300000.0
2022.0,256147110000.0,267660120000.0,263658910000.0,258394360000.0,268831870000.0
2023.0,252622780000.0,265885190000.0,261937600000.0,250398870000.0,265644600000.0
2024.0,244067140000.0,257690010000.0,256672200000.0,244602320000.0,264003340000.0
2025.0,240067870000.0,252874650000.0,254304780000.0,240370610000.0,260255710000.0
2026.0,234075420000.0,244655080000.0,253172560000.0,237295630000.0,258712630000.0
2027.0,228603580000.0,237971930000.0,252938300000.0,234047240000.0,252782540000.0
2028.0,216488410000.0,235408620000.0,245529510000.0,224267140000.0,246752560000.0
2029.0,208782200000.0,232738230000.0,244165350000.0,217512130000.0,242528190000.0
2030.0,201766170000.0,225408900000.0,246488960000.0,211103860000.0,240189820000.0
2031.0,197144080000.0,222899060000.0,240639070000.0,200930430000.0,237290800000.0
2032.0,190268920000.0,218222820000.0,240962470000.0,195942760000.0,230607210000.0
2033.0,183846760000.0,213579740000.0,237617640000.0,193685260000.0,228701730000.0
2034.0,180270560000.0,208329830000.0,233301110000.0,190613110000.0,228228940000.0
2035.0,175185350000.0,201610000000.0,231204180000.0,185475400000.0,222930650000.0
2036.0,167888370000.0,199264850000.0,230814680000.0,179660950000.0,221756570000.0
2037.0,163732230000.0,199386810000.0,228534030000.0,174945600000.0,219440450000.0
2038.0,158060020000.0,192518520000.0,224751520000.0,168205570000.0,218427360000.0
2039.0,150622980000.0,190055460000.0,221166320000.0,163828000000.0,212019100000.0
2040.0,147057750000.0,186833010000.0,218147030000.0,161454470000.0,205849760000.0
2041.0,138326360000.0,182655320000.0,215778790000.0,156736000000.0,202157720000.0
2042.0,133754044000.0,180251500000.0,212040960000.0,151975560000.0,199021600000.0
2043.0,127543840000.0,173676970000.0,212281340000.0,149345450000.0,195192030000.0
2044.0,122647265000.0,169906270000.0,207101180000.0,146412060000.0,191374210000.0
2045.0,118669470000.0,164230000000.0,204866860000.0,141963590000.0,187461340000.0
2046.0,115070540000.0,158793680000.0,200574550000.0,136835700000.0,180098430000.0
2047.0,110636200000.0,152866340000.0,200982360000.0,131822500000.0,177332400000.0
2048.0,106477780000.0,149281900000.0,195676450000.0,127647105000.0,172063980000.0
2049.0,98265390000.0,147679990000.0,195018620000.0,120818660000.0,171544560000.0
2050.0,92016940000.0,143482260000.0,194194700000.0,116341080000.0,169712940000.0
2051.0,87769570000.0,139551200000.0,192910100000.0,112007420000.0,159503780000.0
2052.0,81595430000.0,134040140000.0,191329580000.0,107829720000.0,154715620000.0
2053.0,77945340000.0,131273380000.0,185585930000.0,104818580000.0,149939880000.0
2054.0,72752990000.0,126887330000.0,184089660000.0,101846680000.0,147192400000.0
2055.0,68329380000.0,123481055000.0,176603430000.0,97266750000.0,141776580000.0
2056.0,65019460000.0,120596340000.0,179113310000.0,92468460000.0,136342330000.0
2057.0,61629293000.0,117454120000.0,173244990000.0,89362596000.0,132364665000.0
2058.0,57283736000.0,113741780000.0,169446690000.0,83932725000.0,128974970000.0
2059.0,53329334000.0,111094450000.0,169155790000.0,78936515000.0,126952070000.0
2060.0,49773965000.0,108708176000.0,167929280000.0,74994070000.0,123193430000.0
2061.0,45976920000.0,105508430000.0,165982300000.0,72210960000.0,120760420000.0
2062.0,43339547000.0,103647945000.0,168015050000.0,68682957000.0,115375550000.0
2063.0,40524430000.0,99499220000.0,163726670000.0,64708520000.0,112976450000.0
2064.0,37408367000.0,98661290000.0,159846450000.0,62699225000.0,109776490000.0
2065.0,35242365000.0,97929390000.0,158326600000.0,58718667000.0,108347880000.0
2066.0,32175428000.0,95183176000.0,154315690000.0,56472236000.0,105704680000.0
2067.0,29974018000.0,91574600000.0,152440130000.0,51960627000.0,101503810000.0
2068.0,27549313000.0,88901990000.0,150466330000.0,48671445000.0,98733220000.0
2069.0,25134068000.0,91035525000.0,147417840000.0,46622544000.0,95441460000.0
2070.0,22824905000.0,88498450000.0,144916230000.0,44428640000.0,91430770000.0
2071.0,20696273000.0,87577460000.0,140482840000.0,41804132000.0,87934484000.0
2072.0,18920823000.0,83929870000.0,139437490000.0,39270666000.0,84512520000.0
2073.0,17473348000.0,81431820000.0,133014315000.0,36416150000.0,82871320000.0
2074.0,16231094000.0,80269970000.0,130799090000.0,34312559000.0,80119644000.0
2075.0,15115225000.0,79250280000.0,127642760000.0,33096626000.0,77797060000.0
2076.0,13764873000.0,78396820000.0,124110450000.0,31250278000.0,76633420000.0
2077.0,12091248000.0,76945555000.0,119801000000.0,28678394000.0,75612640000.0
2078.0,11088710000.0,76014985000.0,118176340000.0,26630971000.0,73823290000.0
2079.0,10302663000.0,75136950000.0,115376610000.0,25551520000.0,71365930000.0
2080.0,9094993000.0,73339520000.0,111753470000.0,24878154000.0,68893900000.0
2081.0,7993634300.0,72207870000.0,107896180000.0,23458290000.0,66793902000.0
2082.0,7131281400.0,71034940000.0,107390560000.0,22779218000.0,64413300000.0
2083.0,6479254500.0,70127420000.0,104894860000.0,21561082000.0,62425657000.0
2084.0,5708558300.0,70694440000.0,102837486000.0,20399580000.0,60674572000.0
2085.0,4938335000.0,71110050000.0,100700830000.0,18705816000.0,60281210000.0
2086.0,4438285300.0,71011880000.0,98456590000.0,17875632000.0,59537887000.0
2087.0,3822586600.0,70299435000.0,96234840000.0,16606878000.0,57655124000.0
2088.0,3329107700.0,70247105000.0,94857650000.0,15411840000.0,56018440000.0
2089.0,2967337000.0,69003090000.0,91549140000.0,14279903000.0,54627530000.0
2090.0,2588294000.0,68119777000.0,90627750000.0,13349035000.0,52922323000.0
2091.0,2307273700.0,66674786000.0,88523560000.0,12514123000.0,49847316000.0
2092.0,2044895200.0,66538100000.0,86317120000.0,11779246000.0,48720433000.0
2093.0,1844327300.0,65394434000.0,84972085000.0,11071907000.0,46677300000.0
2094.0,1598576500.0,65266270000.0,83188230000.0,10235761000.0,44687660000.0
2095.0,1373399700.0,64542822000.0,81015040000.0,9396019000.0,44046496000.0
2096.0,1169060100.0,64459450000.0,79242050000.0,8708213000.0,43166680000.0
2097.0,944727400.0,63487586000.0,77566886000.0,8317168600.0,41336095000.0
2098.0,799923650.0,62862970000.0,75970890000.0,7584440000.0,40502923000.0
2099.0,680520450.0,62393807000.0,74738140000.0,7152849000.0,39197544000.0
2100.0,558352260.0,61023480000.0,73442820000.0,6823990300.0,38205240000.0
